ID,BACKSIDE,CALL,CDNUM,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GEOCODE,INC100K,INC30K,INC50K,INCOME3,INCOME16CAU,INCWHITE,ISSDEM16,LATINO,NVDPRS16,OBAMAPLCY,PARTY,PARTYBLACK,PARTYBYRACE,PARTYIA,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVCAUCDEMNV,QLT16DEMCAU,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,SCOTUSDEM16,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TELEPOLL,TIMEIA16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,UNIONHH12,VERSION,WEIGHT,WHNCLINC,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,XAGEBYRACE,ZIPCODE
130523.0,Complete,Call 2,3.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and white",Economy/Jobs,No,Bernie Sanders,Change to less liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,71.0,"Yes, I attended a caucus before",Honest and trustworthy,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Male,White men,Suburbs,Suburbs,English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Yes,Version 1,0.631121933460236,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+,89005.0
130518.0,Complete,Call 2,2.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and white",Income inequality,No,Bernie Sanders,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,93.0,"No, this is my first caucus",Cares about people like me,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Male,White men,Suburbs,Suburbs,English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,1.11111092567444,Yes,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44,89434.0
130512.0,Complete,Call 2,3.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and white",Economy/Jobs,No,Bernie Sanders,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,71.0,"No, this is my first caucus",Honest and trustworthy,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Female,White women,Suburbs,Suburbs,English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.634815216064453,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29,89005.0
130511.0,Complete,Call 2,2.0,Postgraduate study,College graduate,More than High school graduate,Non white college degree,3.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and non white",Income inequality,Yes,Bernie Sanders,Change to more liberal policies,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,93.0,"Yes, I attended a caucus before",Cares about people like me,Other,,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Bernie Sanders,Female,Latino women,Suburbs,Suburbs,English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.84638237953186,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Latino 30-44,89434.0
130510.0,Complete,Call 2,3.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $30,000","Under $50,000 and white",Terrorism,No,Bernie Sanders,Change to less liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,71.0,"No, this is my first caucus",Can win in November,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Male,White men,Suburbs,Suburbs,English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Version 1,0.631121933460236,Yes,65+,60+,65 or over,45+,50+,60+,65+,White 60+,89005.0
130505.0,Complete,Call 2,3.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $30,000","Under $50,000 and white",Income inequality,No,Bernie Sanders,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,71.0,"Yes, I attended a caucus before",Honest and trustworthy,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Female,White women,Suburbs,Suburbs,English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.610206544399261,Yes,65+,60+,65 or over,45+,50+,60+,65+,White 60+,89005.0
130504.0,Complete,Call 2,3.0,College graduate,College graduate,More than High school graduate,Non white college degree,2.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $30,000","Under $50,000 and non white",Terrorism,Yes,Bernie Sanders,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Somewhat liberal,Liberal,Liberal,14.0,"No, this is my first caucus",Honest and trustworthy,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Bernie Sanders,Female,Latino women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Version 1,0.918811500072479,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,Latino 17-29,89123.0
130503.0,Complete,Call 2,3.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and white",Economy/Jobs,No,Bernie Sanders,Change to less liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,71.0,"No, this is my first caucus",Honest and trustworthy,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Female,White women,Suburbs,Suburbs,English,Nevada,Election day exit poll,Sometime last week,Earlier than that,In the last month,This month,No,Version 1,0.610206544399261,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+,89005.0
130499.0,Complete,Call 2,3.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and white",Omit,No,Bernie Sanders,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,14.0,"No, this is my first caucus",Omit,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.912175416946411,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,89123.0
130497.0,Complete,Call 1,4.0,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and white",Economy/Jobs,No,Bernie Sanders,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,23.0,"No, this is my first caucus",Cares about people like me,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Version 1,1.32780599594116,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59,89131.0
130496.0,Complete,Call 2,2.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and white",Income inequality,No,Bernie Sanders,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,93.0,"No, this is my first caucus",Honest and trustworthy,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Male,White men,Suburbs,Suburbs,English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,1.1191942691803,Yes,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29,89434.0
130494.0,Complete,Call 1,1.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and non white",Income inequality,Yes,Bernie Sanders,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Very liberal,Liberal,Liberal,67.0,"No, this is my first caucus",Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Bernie Sanders,Male,Latino men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Version 1,1.00309932231903,No,17-29,17-29,25-29,17-44,17-49,17-29,25-29,Latino 17-29,89119.0
130492.0,Complete,Call 2,2.0,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and white",Income inequality,No,Bernie Sanders,Change to less liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,93.0,"No, this is my first caucus",Honest and trustworthy,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Male,White men,Suburbs,Suburbs,English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,No,Version 1,1.07580852508545,No,45-65,60+,60-64,45+,50+,60+,50-64,White 60+,89434.0
130491.0,Complete,Call 1,1.0,Postgraduate study,College graduate,More than High school graduate,Non white college degree,2.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and non white",Income inequality,No,Bernie Sanders,Change to more liberal policies,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,67.0,"No, this is my first caucus",Honest and trustworthy,Other,Asian,State questionnaire,Asian,Non-white,Asian,West,Bernie Sanders,Male,All other races,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,1.00309932231903,No,17-29,17-29,25-29,17-44,17-49,17-29,25-29,All others,89119.0
130490.0,Complete,Call 2,3.0,College graduate,College graduate,More than High school graduate,Non white college degree,2.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $30,000","Under $50,000 and non white",Terrorism,No,Bernie Sanders,Change to more liberal policies,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,14.0,"No, this is my first caucus",Honest and trustworthy,Other,Asian,State questionnaire,Asian,Non-white,Asian,West,Bernie Sanders,Female,All other races,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,No,Version 1,0.918811500072479,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,All others,89123.0
130487.0,Complete,Call 1,1.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $30,000","Under $50,000 and non white",Income inequality,No,Bernie Sanders,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,Moderate,Moderate or conservative,Moderate,67.0,"No, this is my first caucus",Honest and trustworthy,Other,Asian,State questionnaire,Asian,Non-white,Asian,West,Bernie Sanders,,,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.977751910686493,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,All others,89119.0
130486.0,Complete,Call 2,3.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $30,000","Under $50,000 and non white",Health care,Yes,Bernie Sanders,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Very liberal,Liberal,Liberal,14.0,"No, this is my first caucus",Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Bernie Sanders,Male,Latino men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Version 1,0.950304627418518,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,Latino 17-29,89123.0
130483.0,Complete,Call 1,4.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000 or more","Over $50,000 and white",Terrorism,No,Bernie Sanders,Generally continue Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,23.0,"No, this is my first caucus",Cares about people like me,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,No,Version 1,1.28561878204346,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+,89131.0
130482.0,Complete,Call 2,3.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and non white",Income inequality,Yes,Bernie Sanders,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Somewhat liberal,Liberal,Liberal,14.0,"No, this is my first caucus",Honest and trustworthy,Other,Other,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Bernie Sanders,Male,Latino men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.943441092967987,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Latino 30-44,89123.0
130480.0,Complete,Call 2,3.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and non white",Economy/Jobs,Yes,Bernie Sanders,Change to more liberal policies,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Conservative,Moderate or conservative,Conservative,14.0,"No, this is my first caucus",Has the right experience,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Bernie Sanders,Female,Latino women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.912175416946411,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,Latino 45-59,89123.0
130479.0,Complete,Call 1,4.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000 or more","Over $50,000 and white",Omit,No,Bernie Sanders,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,23.0,"No, this is my first caucus",Omit,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,No,Version 1,1.24301326274872,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+,89131.0
130477.0,Complete,Call 2,3.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and non white",Economy/Jobs,Yes,Bernie Sanders,Generally continue Barack Obama's policies,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Somewhat liberal,Liberal,Liberal,14.0,"No, this is my first caucus",Honest and trustworthy,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Bernie Sanders,Female,Latino women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.912175416946411,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Latino 30-44,89123.0
130476.0,Complete,Call 1,4.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $30,000","Under $50,000 and non white",Economy/Jobs,No,Bernie Sanders,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,53.0,"No, this is my first caucus",Cares about people like me,Other,Asian,State questionnaire,Asian,Non-white,Asian,West,Bernie Sanders,Female,All other races,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Sometime last week,Earlier than that,In the last month,This month,No,Version 1,0.9698566198349,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,All others,89156.0
130474.0,Complete,Call 1,1.0,College graduate,College graduate,More than High school graduate,White college degree,2.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and white",Income inequality,No,Bernie Sanders,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,67.0,"No, this is my first caucus",Cares about people like me,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.995854496955872,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,89119.0
130472.0,Complete,Call 1,4.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and non white",Economy/Jobs,Yes,Bernie Sanders,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,53.0,"No, this is my first caucus",Honest and trustworthy,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Bernie Sanders,Male,Latino men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Sometime last week,Earlier than that,In the last month,This month,No,Version 1,1.00309932231903,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,Latino 17-29,89156.0
130471.0,Complete,Call 1,1.0,Postgraduate study,College graduate,More than High school graduate,Non white college degree,2.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $30,000","Under $50,000 and non white",Income inequality,No,Bernie Sanders,Change to more liberal policies,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,67.0,"No, this is my first caucus",Honest and trustworthy,Other,Other,State questionnaire,Other,Non-white,Other,West,Bernie Sanders,Male,All other races,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last few days,Last few days,In the last month,This month,Yes,Version 1,0.995854496955872,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,All others,89119.0
130470.0,Complete,Call 2,2.0,College graduate,College graduate,More than High school graduate,White college degree,1.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and white",Omit,No,Bernie Sanders,Omit,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,103.0,"Yes, I attended a caucus before",Honest and trustworthy,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,1.01000607013702,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,89502.0
130469.0,Complete,Call 1,4.0,High school or less,No college degree,High school graduate or less,White no college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and white",Income inequality,No,Bernie Sanders,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Very liberal,Liberal,Liberal,23.0,"No, this is my first caucus",Honest and trustworthy,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Sometime last week,Earlier than that,In the last month,This month,No,Version 1,1.33746576309204,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29,89131.0
130468.0,Complete,Call 1,4.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $30,000","Under $50,000 and white",Terrorism,No,Bernie Sanders,Omit,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,53.0,"Yes, I attended a caucus before",Cares about people like me,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.932259976863861,Yes,65+,60+,65 or over,45+,50+,60+,65+,White 60+,89156.0
130467.0,Complete,Call 1,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and white",Income inequality,No,Bernie Sanders,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,67.0,"No, this is my first caucus",Cares about people like me,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.995854496955872,Yes,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44,89119.0
130466.0,Complete,Call 2,2.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,1.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and non white",Economy/Jobs,No,Bernie Sanders,Change to more liberal policies,Republican,Black non-Democrat,All Republicans,Republican,All others,Somewhat liberal,Liberal,Liberal,103.0,"Yes, I attended a caucus before",Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,West,Bernie Sanders,Female,Black women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Yes,Version 1,1.19302535057068,No,30-44,30-59,40-44,17-44,17-49,30-44,40-49,Black 30-44,89502.0
130464.0,Complete,Call 1,1.0,High school or less,No college degree,High school graduate or less,White no college degree,2.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $30,000","Under $50,000 and white",Omit,No,Bernie Sanders,Generally continue Barack Obama's policies,,,,,,Very liberal,Liberal,Liberal,67.0,"No, this is my first caucus",Omit,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.995854496955872,Yes,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44,89119.0
130463.0,Complete,Call 2,3.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000 or more","Over $50,000 and non white",Terrorism,No,Bernie Sanders,Generally continue Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,66.0,"Yes, I attended a caucus before",Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,West,Hillary Clinton,Female,Black women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,1.27880275249481,No,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,89015.0
130462.0,Complete,Call 1,4.0,College graduate,College graduate,More than High school graduate,White college degree,2.0,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000 or more","Over $50,000 and white",Income inequality,No,Bernie Sanders,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,23.0,"No, this is my first caucus",Honest and trustworthy,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,1.33746576309204,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29,89131.0
130457.0,Complete,Call 2,2.0,College graduate,College graduate,More than High school graduate,Non white college degree,1.0,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000 or more","Over $50,000 and non white",Health care,Yes,Bernie Sanders,Change to more liberal policies,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,103.0,"No, this is my first caucus",Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Bernie Sanders,Female,Latino women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,No,Version 1,1.01000607013702,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Latino 30-44,89502.0
130455.0,Complete,Call 2,3.0,High school or less,No college degree,High school graduate or less,White no college degree,2.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and white",Health care,No,Bernie Sanders,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,66.0,"No, this is my first caucus",Cares about people like me,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,1.12628507614136,Yes,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29,89015.0
130454.0,Complete,Call 2,2.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1.0,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000 or more","Over $50,000 and white",Economy/Jobs,No,Bernie Sanders,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,103.0,"No, this is my first caucus",Honest and trustworthy,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,1.04462492465973,No,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44,89502.0
