id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,brnagain,call,cdnum,econrep1,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,immdepor,immwall,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,intcrisi,issrep16,latino,latinos,muslimba,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,raceai,region,satcruz,satrubio,sattrump,scotusre,sex,sexbyrac,sharerel,sharer_1,sizeplac,sizeplc3,spanishq,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,txrprs16,unfairre,version,weight,whnclinc,whtevang
412953,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete, ,Call 2,32, , , , , , , ,2,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Offered a chance to apply for legal status, , , , , , , , , ,Immigration,Yes,Yes,Support, ,18-44,18-64,Democrat,Latino Democrat,Democrat,Democratic Women,Conservative,Conservative,Somewhat conservative,28,Shares my values,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,South,Satisfied,Satisfied,Satisfied,Ted Cruz,Female,Latino women, , ,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump,Jeb Bush, ,Version 1,.0739154666662216, ,All others
412960,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 2,6, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Omit, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Terrorism,No,No,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,94,Shares my values,White,White,State questionnaire,White,White,White,South,Satisfied,Satisfied,Dissatisfied,Ted Cruz,Female,White women, , ,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Ted Cruz, ,Version 1,.590034782886505,No,White Born-again/Evangelical Christians
412961,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete, ,Call 2,26,John Kasich,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, , , ,Support, , , , , , , ,John Kasich,Terrorism,No,No, ,Be from outside the political establishment,18-44,18-64,Independent/Something else,White Independent,Something else,Independent Men,Moderate/Liberal,Moderate,Moderate,37,Shares my values,White,White,State questionnaire,White,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,Suburbs,Suburbs,Spanish,Texas,Election day exit poll, , , , ,Not Donald Trump,Ben Carson,Marco Rubio,Version 2,.426713883876801, ,All others
412968,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No,Call 2,6, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Offered a chance to apply for legal status, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Economy/Jobs,No,No,Oppose, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,94,Can win in November,White,White,State questionnaire,White,White,White,South,Dissatisfied,Satisfied,Dissatisfied,Marco Rubio,Male,White men, , ,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Marco Rubio, ,Version 1,1.10252594947815,No,All others
412981,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Call 2,6, , , , , , , ,2,Omit,Omit,Deported to the country they came from, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Economy/Jobs,No,No,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,94,Can win in November,White,White,State questionnaire,White,White,White,South,Dissatisfied,Dissatisfied,Dissatisfied,John Kasich,Female,White women, , ,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Marco Rubio, ,Version 1,.935235381126404,No,All others
412992,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Call 2,6,Omit,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2, , , ,Oppose, , , , , , , ,Marco Rubio,Economy/Jobs,No,No, ,Have experience in politics,45+,65+,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,94,Shares my values,White,White,State questionnaire,White,White,White,South, , , , ,Female,White women,Not at all,Not much or not at all,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Election day exit poll, , , , ,Not Donald Trump,Marco Rubio,Ted Cruz,Version 2,.972663700580597, ,All others
412993,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Call 2,6,Omit,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2, , , ,Oppose, , , , , , , ,Marco Rubio,Economy/Jobs,No,No, ,Have experience in politics,45+,65+,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,94,Shares my values,White,White,State questionnaire,White,White,White,South, , , , ,Female,White women,Not at all,Not much or not at all,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Election day exit poll, , , , ,Not Donald Trump,Marco Rubio,Ted Cruz,Version 2,.972663700580597, ,All others
414944,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Call 3,26, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from, ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending,No,No,Support, ,45+,65+,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,37,Shares my values,White,White,State questionnaire,White,White,White,South,Dissatisfied,Dissatisfied,Dissatisfied,Ted Cruz,Male,White men, , ,Suburbs,Suburbs,English,Texas,Election day exit poll,Just today,Last few days,In the last month,This week,Donald Trump,Donald Trump, ,Version 1,.644793450832367,No,White Born-again/Evangelical Christians
414977,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 3,26,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2, , , ,Support, , , , , , , ,Donald Trump,Government spending,No,No, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,37,Tells it like it is,White,White,State questionnaire,White,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Suburbs,Suburbs,English,Texas,Election day exit poll, , , , ,Donald Trump,Donald Trump,Ted Cruz,Version 2,.7362380027771, ,White Born-again/Evangelical Christians
415008,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 3,26,Ted Cruz,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2, , , ,Support, , , , , , , ,Ted Cruz,Economy/Jobs,No,No, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,37,Shares my values,White,White,State questionnaire,White,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs,English,Texas,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Donald Trump,Version 2,.627643227577209, ,White Born-again/Evangelical Christians
415046,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Call 3,26, , , ,High school or less,No college degree,High school graduate or less,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending,No,No,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,37,Can bring needed change,White,White,State questionnaire,White,White,White,South,Satisfied,Satisfied,Dissatisfied,Ted Cruz,Male,White men, , ,Suburbs,Suburbs,English,Texas,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Marco Rubio, ,Version 1,.838193237781525,No,All others
415084,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 3,7,Marco Rubio,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3, , , ,Support, , , , , , , ,Marco Rubio,Terrorism,No,No, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,58,Can bring needed change,White,White,State questionnaire,White,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll, , , , ,Not Donald Trump,Marco Rubio,Donald Trump,Version 2,.608106553554535, ,All others
415091,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 3,26, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Omit, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Government spending,No,No,Support, ,18-44,18-64,Independent/Something else,White Independent,Something else,Independent Women,Conservative,Conservative,Somewhat conservative,37,Shares my values,White,White,State questionnaire,White,White,White,South,Satisfied,Satisfied,Satisfied,Ted Cruz,Female,White women, , ,Suburbs,Suburbs,English,Texas,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Ben Carson, ,Version 1,.523696064949036,No,White Born-again/Evangelical Christians
415121,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Yes,Call 3,7, , , ,College graduate,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Immigration,No,No,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,58,Can bring needed change,White,White,State questionnaire,White,White,White,South,Satisfied,Satisfied,Satisfied,Marco Rubio,Female,White women, , ,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Marco Rubio, ,Version 1,.982228696346283,No,White Born-again/Evangelical Christians
415132,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 3,26,Donald Trump,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2, , , ,Support, , , , , , , ,Donald Trump,Economy/Jobs,No,No, ,Omit,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,37,Tells it like it is,White,White,State questionnaire,White,White,White,South, , , , ,Male,White men,Not much,Not much or not at all,Suburbs,Suburbs,English,Texas,Election day exit poll, , , , ,Donald Trump,Donald Trump,Donald Trump,Version 2,.594738841056824, ,White Born-again/Evangelical Christians
415149,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Call 3,2,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3, , , ,Support, , , , , , , ,John Kasich,Terrorism,No,No, ,Have experience in politics,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,65,Shares my values,White,White,State questionnaire,White,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs,English,Texas,Election day exit poll, , , , ,Not Donald Trump,Marco Rubio,Ted Cruz,Version 2,1.82804715633392, ,White Born-again/Evangelical Christians
415151,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Yes,Call 3,7,Ted Cruz,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,3, , , ,Oppose, , , , , , , ,Marco Rubio,Terrorism,No,No, ,Have experience in politics,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,58,Shares my values,White,White,State questionnaire,White,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll, , , , ,Not Donald Trump,Marco Rubio,Donald Trump,Version 2,.534341216087341, ,White Born-again/Evangelical Christians
415164,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 3,26,Donald Trump,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,2, , , ,Oppose, , , , , , , ,Marco Rubio,Economy/Jobs,No,No, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,37,Shares my values,White,White,State questionnaire,White,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs,English,Texas,Election day exit poll, , , , ,Not Donald Trump,Marco Rubio,Donald Trump,Version 2,.727397680282593, ,White Born-again/Evangelical Christians
415191,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 3,7,Donald Trump,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3, , , ,Support, , , , , , , ,Donald Trump,Immigration,No,No, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,58,Tells it like it is,White,White,State questionnaire,White,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll, , , , ,Not Donald Trump,Ben Carson,Ted Cruz,Version 2,.41338786482811, ,White Born-again/Evangelical Christians
415202,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Call 3,26,Donald Trump,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,2, , , ,Support, , , , , , , ,Donald Trump,Terrorism,No,No, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,37,Can win in November,White,White,State questionnaire,White,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs,English,Texas,Election day exit poll, , , , ,Donald Trump,Donald Trump,Omit,Version 2,.822361707687378, ,White Born-again/Evangelical Christians
415204,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 2,31, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Economy/Jobs,No,No,Omit, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,114,Shares my values,White,White,State questionnaire,White,White,White,South,Omit,Omit,Omit,Omit,Female,White women, , ,Suburbs,Suburbs,English,Texas,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Ben Carson, ,Version 1,.906115829944611,No,White Born-again/Evangelical Christians
415219,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 3,2,Marco Rubio,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,3, , , ,Support, , , , , , , ,Marco Rubio,Economy/Jobs,No,No, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,65,Shares my values,White,White,State questionnaire,White,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,Suburbs,Suburbs,English,Texas,Election day exit poll, , , , ,Not Donald Trump,Marco Rubio,Marco Rubio,Version 2,1.32205891609192, ,All others
415227,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No,Call 3,7, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,3,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Economy/Jobs,No,No,Oppose, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,58,Shares my values,White,White,State questionnaire,White,White,White,South,Satisfied,Dissatisfied,Dissatisfied,Ted Cruz,Male,White men, , ,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Ted Cruz, ,Version 1,.756718933582306,No,All others
415239,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No,Call 2,31, , , ,College graduate,College graduate,More than High school graduate,White college degree,4,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Government spending,No,No,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,114,Can bring needed change,White,White,State questionnaire,White,White,White,South,Satisfied,Satisfied,Omit,Ted Cruz,Male,White men, , ,Suburbs,Suburbs,English,Texas,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Ben Carson, ,Version 1,1.06819760799408,No,All others
415243,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 3,26, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Economy/Jobs,No,No,Oppose, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,37,Can bring needed change,White,White,State questionnaire,White,White,White,South,Satisfied,Dissatisfied,Dissatisfied,Ted Cruz,Male,White men, , ,Suburbs,Suburbs,English,Texas,Election day exit poll,Omit,Omit,Omit,Omit,Not Donald Trump,Ted Cruz, ,Version 1,.528811454772949,No,White Born-again/Evangelical Christians
415268,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Call 3,2,Ted Cruz,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,3, , , ,Support, , , , , , , ,Ted Cruz,Economy/Jobs,No,No, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,65,Shares my values,White,White,State questionnaire,White,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,Suburbs,Suburbs,English,Texas,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Ted Cruz,Version 2,1.77713012695313, ,All others
415276,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 3,7, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,3,Omit,Omit,Omit, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Omit,No,No,Omit, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,58,Omit,White,White,State questionnaire,White,White,White,South,Dissatisfied,Satisfied,Dissatisfied,Omit,Female,White women, , ,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Marco Rubio, ,Version 1,.653104305267334,No,All others
415280,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,No,Call 2,31, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Economy/Jobs,No,No,Support, ,18-44,18-64,Independent/Something else,White Independent,Something else,Independent Men,Conservative,Conservative,Somewhat conservative,114,Shares my values,White,White,State questionnaire,White,White,White,South,Satisfied,Satisfied,Satisfied,Ted Cruz,Male,White men, , ,Suburbs,Suburbs,English,Texas,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Ben Carson, ,Version 1,1.17398524284363,Yes,All others
415281,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 3,26,Ted Cruz,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2, , , ,Support, , , , , , , ,Ted Cruz,Terrorism,No,No, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,37,Shares my values,White,White,State questionnaire,White,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs,English,Texas,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Donald Trump,Version 2,.627643227577209, ,All others
415315,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Call 3,7, , , ,College graduate,College graduate,More than High school graduate,White college degree,3,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Government spending,No,No,Support, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,58,Shares my values,White,White,State questionnaire,White,White,White,South,Omit,Omit,Omit,Ted Cruz,Female,White women, , ,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,John Kasich, ,Version 1,1.28098273277283,No,All others
415320,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 3,2, , , ,College graduate,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Government spending,No,No,Oppose, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,65,Can bring needed change,White,White,State questionnaire,White,White,White,South,Satisfied,Satisfied,Dissatisfied,Ted Cruz,Male,White men, , ,Suburbs,Suburbs,English,Texas,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Ted Cruz, ,Version 1,1.85352802276611,No,All others
415321,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 3,26, , , ,College graduate,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Terrorism,No,No,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,37,Can win in November,White,White,State questionnaire,White,White,White,South,Dissatisfied,Dissatisfied,Satisfied,Donald Trump,Male,White men, , ,Suburbs,Suburbs,English,Texas,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Donald Trump, ,Version 1,.586843311786652,No,White Born-again/Evangelical Christians
415322,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 2,31,Ted Cruz,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4, , , ,Support, , , , , , , ,Ted Cruz,Government spending,No,No, ,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,114,Shares my values,White,White,State questionnaire,White,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs,English,Texas,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Ted Cruz,Version 2,.797247290611267, ,White Born-again/Evangelical Christians
415351,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 3,7,Marco Rubio,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3, , , ,Omit, , , , , , , ,John Kasich,Economy/Jobs,No,No, ,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,58,Shares my values,White,White,State questionnaire,White,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll, , , , ,Not Donald Trump,Marco Rubio,Omit,Version 2,.491233259439468, ,White Born-again/Evangelical Christians
415353,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,All others,All others,Complete,Yes,Call 2,31, , , ,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,4,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white", ,Government spending,No,No,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,114,Shares my values,Other,American Indian,State questionnaire,Other,Non-white,American Indian,South,Satisfied,Satisfied,Dissatisfied,Ted Cruz,Male,All other races, , ,Suburbs,Suburbs,English,Texas,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Ted Cruz, ,Version 1,.671708881855011,No,All others
415363,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Yes,Call 3,26, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Government spending,No,No,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,37,Tells it like it is,White,White,State questionnaire,White,White,White,South,Satisfied,Dissatisfied,Dissatisfied,Ted Cruz,Female,White women, , ,Suburbs,Suburbs,English,Texas,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Ted Cruz, ,Version 1,.741244554519653,Yes,White Born-again/Evangelical Christians
