id,backside,betrayed,brnagain,call,cdnum,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,hrctrump,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,novtrump,party,partyid,partysex,partyuni,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trade16,trumpvot,trumpwin,trumpw_1,version,weight,whnclinc,whtevang,wvrprs16,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
629721,Complete,Yes,Yes,Call 3,3,High school or less,No college degree,High school graduate or less,White no college degree,4,Angry,"Dissatisfied, but not angry or Angry",Vote for Donald Trump,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Very likely,Republican,Republican,Republican Men,Is divided now but will unite by November,Conservative,Conservative,Somewhat conservative,54,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Rural,Small Cities/Rural,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Donald Trump,Excited,Excited or optimistic,Version 1,.833299398422241,No,White Born-again/Evangelical Christians,Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
629727,Complete,No,Yes,Call 3,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Somewhat likely,Republican,Republican,Republican Women,Is divided now but will unite by November,Conservative,Conservative,Very conservative,72,Can win in November,White,White,State questionnaire,White,White,East,Female,White women,Rural,Small Cities/Rural,West Virginia,Election day exit poll,In the last few days,Last few days,In the last month,This week,Takes away U.S. jobs,Donald Trump,Concerned,Concerned or scared,Version 1,.893028140068054,No,White Born-again/Evangelical Christians,Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
629729,Complete,No,Yes,Call 3,1,College graduate,College graduate,More than High school graduate,White college degree,1,Angry,"Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Immigration,Very likely,Republican,Republican,Republican Men,Will still be divided in November,Moderate/Liberal,Moderate,Moderate,64,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Rural,Small Cities/Rural,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Donald Trump,Omit,Omit,Version 1,1.04679024219513,No,White Born-again/Evangelical Christians,Donald Trump,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
629730,Complete,No,Yes,Call 3,1,College graduate,College graduate,More than High school graduate,White college degree,1,Angry,"Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Immigration,Very likely,Republican,Republican,Republican Men,Will still be divided in November,Moderate/Liberal,Moderate,Moderate,64,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Rural,Small Cities/Rural,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Donald Trump,Omit,Omit,Version 1,1.04679024219513,No,White Born-again/Evangelical Christians,Donald Trump,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
629731,Complete,Yes,Yes,Call 3,3,College graduate,College graduate,More than High school graduate,White college degree,4,Angry,"Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Very likely,Republican,Republican,Republican Men,Is divided now but will unite by November,Conservative,Conservative,Somewhat conservative,54,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Rural,Small Cities/Rural,West Virginia,Election day exit poll,Just today,Last few days,In the last month,This week,Takes away U.S. jobs,Donald Trump,Concerned,Concerned or scared,Version 1,.833299398422241,No,White Born-again/Evangelical Christians,Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
629735,Complete,Yes, ,Call 3,3,High school or less,No college degree,High school graduate or less,White no college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism,Very likely,Republican,Republican,Republican Men,Will still be divided in November,Conservative,Conservative,Very conservative,54,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Rural,Small Cities/Rural,West Virginia,Election day exit poll,Just today,Last few days,In the last month,This week,Takes away U.S. jobs,Donald Trump,Concerned,Concerned or scared,Version 1,.833299398422241,No,All others,Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
629737,Complete,No,Yes,Call 3,3,High school or less,No college degree,High school graduate or less,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Somewhat likely,Republican,Republican,Republican Men,Is divided now but will unite by November,Conservative,Conservative,Somewhat conservative,72,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,Rural,Small Cities/Rural,West Virginia,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Takes away U.S. jobs,Donald Trump,Optimistic,Excited or optimistic,Version 1,.952665150165558,No,White Born-again/Evangelical Christians,Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
629738,Complete,No,Yes,Call 3,3,College graduate,College graduate,More than High school graduate,White college degree,4,Angry,"Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Very likely,Republican,Republican,Republican Women,Is divided now but will unite by November,Conservative,Conservative,Somewhat conservative,54,Tells it like it is,White,White,State questionnaire,White,White,East,Female,White women,Rural,Small Cities/Rural,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Donald Trump,Excited,Excited or optimistic,Version 1,.781134724617004,No,White Born-again/Evangelical Christians,Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
629745,Complete,No,Yes,Call 3,3,College graduate,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Somewhat likely,Independent/Something else,Independent,Independent Women,Is divided now but will unite by November,Conservative,Conservative,Very conservative,72,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Rural,Small Cities/Rural,West Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Takes away U.S. jobs,Donald Trump,Optimistic,Excited or optimistic,Version 1,.893028140068054,No,White Born-again/Evangelical Christians,Donald Trump,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
629748,Complete,Yes,Yes,Call 3,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Angry,"Dissatisfied, but not angry or Angry",Vote for Donald Trump,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Very likely,Republican,Republican,Republican Women,Is divided now but will unite by November,Conservative,Conservative,Very conservative,54,Can win in November,White,White,State questionnaire,White,White,East,Female,White women,Rural,Small Cities/Rural,West Virginia,Election day exit poll,In the last few days,Last few days,In the last month,This week,Takes away U.S. jobs,Donald Trump,Optimistic,Excited or optimistic,Version 1,.781134724617004,No,White Born-again/Evangelical Christians,Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
629752,Complete,Yes,Yes,Call 3,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Angry,"Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Immigration,Very likely,Republican,Republican,Republican Women,Will still be divided in November,Conservative,Conservative,Very conservative,16,Tells it like it is,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,West Virginia,Election day exit poll,In the last few days,Last few days,In the last month,This week,Takes away U.S. jobs,Donald Trump,Optimistic,Excited or optimistic,Version 1,.582468807697296,Yes,White Born-again/Evangelical Christians,Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
629755,Complete,No,Yes,Call 3,2,College graduate,College graduate,More than High school graduate,White college degree,3,Angry,"Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Very likely,Republican,Republican,Republican Men,Is divided now but will unite by November,Conservative,Conservative,Somewhat conservative,92,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Has no effect on U.S. jobs,Donald Trump,Excited,Excited or optimistic,Version 1,.410531491041183,No,White Born-again/Evangelical Christians,Donald Trump,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
629756,Complete,No,Yes,Call 3,3,College graduate,College graduate,More than High school graduate,White college degree,3,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Somewhat likely,Republican,Republican,Republican Women,Is divided now but will unite by November,Moderate/Liberal,Moderate,Moderate,16,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,West Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Takes away U.S. jobs,Donald Trump,Optimistic,Excited or optimistic,Version 1,.582468807697296,No,White Born-again/Evangelical Christians,Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
629757,Complete,No,No,Call 3,1,Postgraduate study,College graduate,More than High school graduate,White college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Somewhat likely,Republican,Republican,Republican Men,Is divided now but will unite by November,Conservative,Conservative,Somewhat conservative,82,Can win in November,White,White,State questionnaire,White,White,East,Male,White men,"Cities 10,000-50,000",Small Cities/Rural,West Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Takes away U.S. jobs,Donald Trump,Excited,Excited or optimistic,Version 1,.643495559692383,No,All others,Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,White 60+
629762,Complete,No,Yes,Call 3,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Very likely,Republican,Republican,Republican Women,Is divided now but will unite by November,Conservative,Conservative,Somewhat conservative,16,Tells it like it is,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Donald Trump,Excited,Excited or optimistic,Version 1,.582468807697296,No,White Born-again/Evangelical Christians,Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
629765,Complete,Yes,Yes,Call 3,3,College graduate,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Immigration,Very likely,Republican,Republican,Republican Women,Will still be divided in November,Conservative,Conservative,Very conservative,16,Can win in November,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,West Virginia,Election day exit poll,In the last few days,Last few days,In the last month,This week,Takes away U.S. jobs,Donald Trump,Concerned,Concerned or scared,Version 1,.582468807697296,No,White Born-again/Evangelical Christians,Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
629766,Complete,No,No,Call 3,1,High school or less,No college degree,High school graduate or less,White no college degree,1,Angry,"Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Very likely,Independent/Something else,Independent,Independent Men,Is divided now but will unite by November,Conservative,Conservative,Somewhat conservative,82,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,"Cities 10,000-50,000",Small Cities/Rural,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Donald Trump,Excited,Excited or optimistic,Version 1,.643495559692383,Yes,All others,Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
629768,Complete,No,Yes,Call 3,2,College graduate,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Very likely,Republican,Republican,Republican Women,Is divided now but will unite by November,Conservative,Conservative,Somewhat conservative,92,Tells it like it is,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Donald Trump,Optimistic,Excited or optimistic,Version 1,.384832173585892,No,White Born-again/Evangelical Christians,Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
629778,Complete,Yes,No,Call 3,1,College graduate,College graduate,More than High school graduate,White college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Very likely,Republican,Republican,Republican Men,Will still be divided in November,Conservative,Conservative,Very conservative,82,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,"Cities 10,000-50,000",Small Cities/Rural,West Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Takes away U.S. jobs,Donald Trump,Optimistic,Excited or optimistic,Version 1,.643495559692383,No,All others,Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
629781,Complete,Yes,No,Call 3,3,High school or less,No college degree,High school graduate or less,White no college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Very likely,Republican,Republican,Republican Women,Is divided now but will unite by November,Conservative,Conservative,Very conservative,16,Tells it like it is,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Donald Trump,Excited,Excited or optimistic,Version 1,.582468807697296,No,All others,Donald Trump,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
629783,Complete,No,Yes,Call 3,1,College graduate,College graduate,More than High school graduate,White college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump, , , , , , , ,Terrorism,Very likely,Republican,Republican,Republican Men,Is divided now but will unite by November,Conservative,Conservative,Very conservative,82,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,"Cities 10,000-50,000",Small Cities/Rural,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Omit,Donald Trump,Optimistic,Excited or optimistic,Version 1,.643495559692383,No,White Born-again/Evangelical Christians,Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
629786,Complete,No,Yes,Call 3,3,College graduate,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Very likely,Republican,Republican,Republican Women,Is divided now but will unite by November,Conservative,Conservative,Very conservative,16,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Donald Trump,Excited,Excited or optimistic,Version 1,.582468807697296,No,White Born-again/Evangelical Christians,Donald Trump,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
629787,Complete,No,No,Call 3,2,College graduate,College graduate,More than High school graduate,White college degree,3,Angry,"Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Very likely,Republican,Republican,Republican Men,Is divided now but will unite by November,Conservative,Conservative,Somewhat conservative,92,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Donald Trump,Excited,Excited or optimistic,Version 1,.410531491041183,No,All others,Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
629791,Complete,No,No,Call 3,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Very likely,Republican,Republican,Republican Men,Will still be divided in November,Conservative,Conservative,Somewhat conservative,16,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Donald Trump,Optimistic,Excited or optimistic,Version 1,.621366500854492,No,All others,Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
629793,Complete,No,Yes,Call 3,3,College graduate,College graduate,More than High school graduate,White college degree,3,Angry,"Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Very likely,Republican,Republican,Republican Women,Will still be divided in November,Conservative,Conservative,Very conservative,16,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Donald Trump,Optimistic,Excited or optimistic,Version 1,.582468807697296,No,White Born-again/Evangelical Christians,Donald Trump,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
629794,Complete,No,Yes,Call 3,2,College graduate,College graduate,More than High school graduate,White college degree,3,Angry,"Dissatisfied, but not angry or Angry",Vote for Donald Trump,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Very likely,Republican,Republican,Republican Women,Is divided now but will unite by November,Conservative,Conservative,Very conservative,92,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,West Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Creates more U.S. jobs,Donald Trump,Optimistic,Excited or optimistic,Version 1,.384832173585892,No,White Born-again/Evangelical Christians,Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
629797,Complete,No,No,Call 3,3,Postgraduate study,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Somewhat likely,Republican,Republican,Republican Women,Is divided now but will unite by November,Moderate/Liberal,Moderate,Moderate,16,Can win in November,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,West Virginia,Election day exit poll,Just today,Last few days,In the last month,This week,Has no effect on U.S. jobs,Donald Trump,Concerned,Concerned or scared,Version 1,.582468807697296,No,All others,Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
629799,Complete,Yes,Yes,Call 3,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Somewhat likely,Independent/Something else,Independent,Independent Men,Is divided now but will unite by November,Conservative,Conservative,Somewhat conservative,81,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Rural,Small Cities/Rural,West Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Takes away U.S. jobs,Donald Trump,Excited,Excited or optimistic,Version 1,.65562504529953,No,White Born-again/Evangelical Christians,Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
629800,Complete,Yes,Yes,Call 3,2,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Angry,"Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Terrorism,Very likely,Republican,Republican,Republican Women,Is divided now but will unite by November,Conservative,Conservative,Somewhat conservative,42,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,"Cities 50,000-500,000","Cities over 50,000",West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Has no effect on U.S. jobs,Donald Trump,Excited,Excited or optimistic,Version 1,.286776512861252,Yes,White Born-again/Evangelical Christians,Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,White 60+
629801,Complete,No,No,Call 3,1,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Somewhat likely, , , ,Will still be divided in November,Conservative,Conservative,Somewhat conservative,82,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,"Cities 10,000-50,000",Small Cities/Rural,West Virginia,Election day exit poll,Just today,Last few days,In the last month,This week,Takes away U.S. jobs,Donald Trump,Excited,Excited or optimistic,Version 1,.643495559692383,No,All others,Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
629802,Complete,Yes,Yes,Call 3,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Angry,"Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Somewhat likely,Independent/Something else,Independent,Independent Men,Will still be divided in November,Conservative,Conservative,Very conservative,16,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Donald Trump,Optimistic,Excited or optimistic,Version 1,.621366500854492,No,White Born-again/Evangelical Christians,Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
629803,Complete,Yes,No,Call 3,2,High school or less,No college degree,High school graduate or less,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Vote for Donald Trump,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Very likely,Republican,Republican,Republican Men,Will still be divided in November,Conservative,Conservative,Somewhat conservative,1,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Donald Trump,Excited,Excited or optimistic,Version 1,.758095622062683,No,All others,Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
629804,Complete,No,Yes,Call 3,2,Postgraduate study,College graduate,More than High school graduate,White college degree,3,Angry,"Dissatisfied, but not angry or Angry",Vote for Donald Trump,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Somewhat likely,Republican,Republican,Republican Women,Is divided now but will unite by November,Conservative,Conservative,Somewhat conservative,92,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,West Virginia,Election day exit poll,In the last few days,Last few days,In the last month,This week,Creates more U.S. jobs,Donald Trump,Optimistic,Excited or optimistic,Version 1,.384832173585892,No,White Born-again/Evangelical Christians,Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,White 60+
629805,Complete,No,No,Call 3,2,College graduate,College graduate,More than High school graduate,White college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Very likely,Independent/Something else,Independent,Independent Women,Is divided now but will unite by November,Moderate/Liberal,Moderate,Moderate,42,Tells it like it is,White,White,State questionnaire,White,White,East,Female,White women,"Cities 50,000-500,000","Cities over 50,000",West Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Takes away U.S. jobs,Donald Trump,Optimistic,Excited or optimistic,Version 1,.286776512861252,No,All others,Donald Trump,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
629807,Complete,Yes,No,Call 3,1,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Somewhat likely,Republican,Republican,Republican Men,Is divided now but will unite by November,Conservative,Conservative,Somewhat conservative,82,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,"Cities 10,000-50,000",Small Cities/Rural,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Donald Trump,Optimistic,Excited or optimistic,Version 1,.643495559692383,No,All others,Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,White 60+
