id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,betrayed,brnagain,call,cdnum,cruzhone,describs,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,gop20162,gop201_1,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,mirprs16,muslimba,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,rubiohon,satcruz,satrubio,sattrump,sex,sexbyrac,sharerel,sharer_1,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trade16,trumphon,trumpvot,unfairre,version,weight,whnclinc,whtevang
445276,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Yes,Call 3,10, ,I like my candidate but with reservations,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Donald Trump,Donald Trump, , , , , , , , , , ,Government spending,Donald Trump, ,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,76,Tells it like it is,White,White,State questionnaire,White,White,Midwest, , , , ,Female,White women,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Michigan,Election day exit poll, , , , ,Creates more U.S. jobs, ,Donald Trump,Donald Trump,Version 2,.898442924022675, ,White Born-again/Evangelical Christians
445293,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 3,8,No, , , ,College graduate,College graduate,More than High school graduate,White college degree,3, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,John Kasich,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,29,Shares my values,White,White,State questionnaire,White,White,Midwest,Yes,Dissatisfied,Satisfied,Dissatisfied,Male,White men, , ,Suburbs,Suburbs, Michigan,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week, ,Yes,Not Donald Trump, ,Version 1,.74848347902298,No,All others
445296,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No,No,Call 3,10, ,I strongly favor my candidate,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Would not have voted,Donald Trump, , , , , , , , , , ,Government spending,Marco Rubio, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,76,Can bring needed change,White,White,State questionnaire,White,White,Midwest, , , , ,Female,White women,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Michigan,Election day exit poll, , , , ,Takes away U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,1.38594233989716, ,All others
445307,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Not complete,Yes,No,Call 3,10, ,I strongly favor my candidate,Very worried,Worried, , , , ,2, , , , , , , , , , , , , ,Donald Trump, ,Be from outside the political establishment,18-44,18-64, , , , , , , ,76, ,White,White,State questionnaire,White,White,Midwest, , , , ,Male,White men, , ,Suburbs,Suburbs, Michigan,Election day exit poll, , , , , , ,Donald Trump, ,Version 2,.888783097267151, ,All others
445321,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,No,Call 3,8,Yes, , , ,College graduate,College graduate,More than High school graduate,White college degree,3, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,John Kasich,Support, ,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,29,Shares my values,White,White,State questionnaire,White,White,Midwest,Yes,Satisfied,Satisfied,Dissatisfied,Male,White men, , ,Suburbs,Suburbs, Michigan,Election day exit poll,In the last few days,Last few days,In the last month,This week, ,Yes,Not Donald Trump, ,Version 1,.74848347902298,No,All others
445327,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 3,10,No, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,2, , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Government spending,Donald Trump,Omit, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,76,Tells it like it is,White,White,State questionnaire,White,White,Midwest,No,Dissatisfied,Dissatisfied,Satisfied,Male,White men, , ,Suburbs,Suburbs, Michigan,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump, ,Version 1,.861054420471191,No,All others
445343,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,No,Call 3,10,Yes, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, , ,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Ted Cruz,Oppose, ,45+,65+,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,76,Can win in November,White,White,State questionnaire,White,White,Midwest,Yes,Satisfied,Dissatisfied,Dissatisfied,Female,White women, , ,Suburbs,Suburbs, Michigan,Election day exit poll,Just today,Last few days,In the last month,This week, ,No,Not Donald Trump, ,Version 1,.850958526134491,Yes,All others
445350,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,No,Call 3,8, ,I strongly favor my candidate,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3,Donald Trump,Donald Trump, , , , , , , , , , ,Government spending,Donald Trump, ,Be from outside the political establishment,45+,65+,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,29,Can bring needed change,White,White,State questionnaire,White,White,Midwest, , , , ,Male,White men,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Michigan,Election day exit poll, , , , ,Takes away U.S. jobs, ,Donald Trump,Omit,Version 2,.529653906822205, ,All others
445361,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete, ,Yes,Call 3,10,Yes, , , ,College graduate,College graduate,More than High school graduate,White college degree,2, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Ted Cruz,Omit, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,76,Shares my values,White,White,State questionnaire,White,White,Midwest,Yes,Satisfied,Satisfied,Dissatisfied,Male,White men, , ,Suburbs,Suburbs, Michigan,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,No,Not Donald Trump, ,Version 1,1.12300646305084,No,White Born-again/Evangelical Christians
445376,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Yes,Call 3,10, ,I strongly favor my candidate,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Ted Cruz,Marco Rubio, , , , , , , , , , ,Government spending,Ted Cruz, ,Omit,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,76,Shares my values,White,White,State questionnaire,White,White,Midwest, , , , ,Male,White men,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Michigan,Election day exit poll, , , , ,Creates more U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,.846193134784698, ,White Born-again/Evangelical Christians
445387,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes,No,Call 3,8, ,I like my candidate but with reservations,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,3,Donald Trump,Donald Trump, , , , , , , , , , ,Terrorism,Donald Trump, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,29,Tells it like it is,White,White,State questionnaire,White,White,Midwest, , , , ,Male,White men,Not at all,Not much or not at all,Suburbs,Suburbs, Michigan,Election day exit poll, , , , ,Takes away U.S. jobs, ,Donald Trump,Omit,Version 2,.529653906822205, ,All others
445394,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Yes,Call 3,10,Yes, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,2, , ,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Marco Rubio,Oppose, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,76,Shares my values,White,White,State questionnaire,White,White,Midwest,Yes,Satisfied,Satisfied,Dissatisfied,Female,White women, , ,Suburbs,Suburbs, Michigan,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that, ,No,Not Donald Trump, ,Version 1,1.53396475315094,No,White Born-again/Evangelical Christians
445402,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Yes,Call 3,11, ,I like my candidate but with reservations,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1,Would not have voted,Marco Rubio, , , , , , , , , , ,Government spending,Marco Rubio, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,153,Shares my values,White,White,State questionnaire,White,White,Midwest, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs, Michigan,Election day exit poll, , , , ,Creates more U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,1.55749142169952, ,White Born-again/Evangelical Christians
445414,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,No,Call 3,8, ,I like my candidate but with reservations,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Ted Cruz,Marco Rubio, , , , , , , , , , ,Terrorism,Ben Carson, ,Be from outside the political establishment,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,29,Can bring needed change,White,White,State questionnaire,White,White,Midwest, , , , ,Male,White men,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Michigan,Election day exit poll, , , , ,Takes away U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,1.40317869186401, ,All others
445422,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,No,Call 3,11, ,I like my candidate but with reservations,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,Would not have voted,Marco Rubio, , , , , , , , , , ,Economy/Jobs,Marco Rubio, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,153,Can bring needed change,White,White,State questionnaire,White,White,Midwest, , , , ,Female,White women,Not much,Not much or not at all,Suburbs,Suburbs, Michigan,Election day exit poll, , , , ,Has no effect on U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,1.55749142169952, ,All others
445448,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 3,11,Yes, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,1, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Ted Cruz,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,153,Shares my values,White,White,State questionnaire,White,White,Midwest,No,Satisfied,Dissatisfied,Dissatisfied,Male,White men, , ,Suburbs,Suburbs, Michigan,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that, ,No,Not Donald Trump, ,Version 1,1.15971517562866,No,White Born-again/Evangelical Christians
445454,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,No,Call 3,8, ,I strongly favor my candidate,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3,Ted Cruz,Marco Rubio, , , , , , , , , , ,Government spending,Ted Cruz, ,Be from outside the political establishment,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,29,Shares my values,White,White,State questionnaire,White,White,Midwest, , , , ,Male,White men,A great deal,A great deal or somewhat,Suburbs,Suburbs, Michigan,Election day exit poll, , , , ,Has no effect on U.S. jobs, ,Not Donald Trump,Omit,Version 2,.611257255077362, ,All others
445460,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,No,Call 3,6, ,I like my candidate but with reservations,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4,Ted Cruz,Donald Trump, , , , , , , , , , ,Immigration,Ted Cruz, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,1,Shares my values,White,White,State questionnaire,White,White,Midwest, , , , ,Female,White women,Somewhat,A great deal or somewhat,Rural,Small Cities/Rural, Michigan,Election day exit poll, , , , ,Takes away U.S. jobs, ,Not Donald Trump,Omit,Version 2,.409883499145508, ,All others
445466,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 3,11,Yes, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Ted Cruz,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,153,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Yes,Satisfied,Omit,Omit,Male,White men, , ,Suburbs,Suburbs, Michigan,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that, ,Yes,Not Donald Trump, ,Version 1,1.15971517562866,No,All others
445477,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Yes,Call 3,6, ,I strongly favor my candidate,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,4,Ted Cruz,Marco Rubio, , , , , , , , , , ,Economy/Jobs,Ted Cruz, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,1,Shares my values,White,White,State questionnaire,White,White,Midwest, , , , ,Male,White men,A great deal,A great deal or somewhat,Rural,Small Cities/Rural, Michigan,Election day exit poll, , , , ,Takes away U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,.405476540327072, ,White Born-again/Evangelical Christians
445479,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,No,No,Call 3,2, ,I strongly favor my candidate,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Donald Trump,Donald Trump, , , , , , , , , , ,Terrorism,Donald Trump, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,115,Can bring needed change,White,White,State questionnaire,White,White,Midwest, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs, Michigan,Election day exit poll, , , , ,Takes away U.S. jobs, ,Donald Trump,Marco Rubio,Version 2,1.77249240875244, ,All others
445486,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,No,Call 3,11, ,I like my candidate but with reservations,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1,Donald Trump,Donald Trump, , , , , , , , , , ,Economy/Jobs,Donald Trump, ,Be from outside the political establishment,45+,18-64,Democrat,White Democrat,Democrat,Democratic Men,Moderate/Liberal,Moderate,Moderate,153,Tells it like it is,White,White,State questionnaire,White,White,Midwest, , , , ,Male,White men,Not at all,Not much or not at all,Suburbs,Suburbs, Michigan,Election day exit poll, , , , ,Has no effect on U.S. jobs, ,Donald Trump,Ted Cruz,Version 2,3.15965867042542, ,All others
445487,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No,Yes,Call 3,8, ,I strongly favor my candidate,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Ted Cruz,Would not have voted, , , , , , , , , , ,Terrorism,Ted Cruz, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women, , , ,29,Can bring needed change,White,White,State questionnaire,White,White,Midwest, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs, Michigan,Election day exit poll, , , , ,Takes away U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,.627188503742218, ,White Born-again/Evangelical Christians
445489,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Yes,Call 3,6, ,I dislike the other candidates,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Ted Cruz,Marco Rubio, , , , , , , , , , ,Economy/Jobs,Ted Cruz, ,Have experience in politics,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,1,Can bring needed change,White,White,State questionnaire,White,White,Midwest, , , , ,Female,White women,A great deal,A great deal or somewhat,Rural,Small Cities/Rural, Michigan,Election day exit poll, , , , ,Takes away U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,.409883499145508, ,White Born-again/Evangelical Christians
445500,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Not complete, ,Yes,Call 3,6, , , , , , , , ,4, , , , ,Deported to the country they came from, , , , , , , , ,Ted Cruz, , ,45+,18-64, , , , , , , ,1, ,White,White,State questionnaire,White,White,Midwest, ,Satisfied,Satisfied,Dissatisfied,Male,White men, , ,Rural,Small Cities/Rural, Michigan,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, , ,Not Donald Trump, ,Version 1,.361475139856339, ,White Born-again/Evangelical Christians
445507,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Not complete,No,Yes,Call 3,6, ,I like my candidate but with reservations,Very worried,Worried, , , , ,4, , , , , , , , , , , , , ,Ted Cruz, ,Have experience in politics,18-44,18-64, , , , , , , ,1, ,White,White,State questionnaire,White,White,Midwest, , , , ,Male,White men, , ,Rural,Small Cities/Rural, Michigan,Election day exit poll, , , , , , ,Not Donald Trump, ,Version 2,.405476540327072, ,White Born-again/Evangelical Christians
445515,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Yes,Call 3,2,Yes, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4, , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Donald Trump,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,115,Can bring needed change,White,White,State questionnaire,White,White,Midwest,No,Satisfied,Dissatisfied,Satisfied,Male,White men, , ,Suburbs,Suburbs, Michigan,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump, ,Version 1,1.69873058795929,No,White Born-again/Evangelical Christians
445519,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,No,Yes,Call 3,6, ,I like my candidate but with reservations,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4,Ted Cruz,Marco Rubio, , , , , , , , , , ,Terrorism,Ted Cruz, ,Have experience in politics,18-44,18-64,Independent/Something else,White Independent,Something else,Independent Women,Moderate/Liberal,Moderate,Moderate,1,Tells it like it is,White,White,State questionnaire,White,White,Midwest, , , , ,Female,White women,Somewhat,A great deal or somewhat,Rural,Small Cities/Rural, Michigan,Election day exit poll, , , , ,Takes away U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,.76550567150116, ,White Born-again/Evangelical Christians
445529,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Yes,Call 3,8,No, , , ,College graduate,College graduate,More than High school graduate,White college degree,3, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,John Kasich,Oppose, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,29,Shares my values,White,White,State questionnaire,White,White,Midwest,Yes,Dissatisfied,Satisfied,Dissatisfied,Female,White women, , ,Suburbs,Suburbs, Michigan,Election day exit poll,In the last few days,Last few days,In the last month,This week, ,No,Not Donald Trump, ,Version 1,.844322621822357,No,White Born-again/Evangelical Christians
445530,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Yes,Call 3,6, ,I strongly favor my candidate,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,4,Ted Cruz,Marco Rubio, , , , , , , , , , ,Terrorism,Ted Cruz, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,1,Can bring needed change,White,White,State questionnaire,White,White,Midwest, , , , ,Female,White women,Somewhat,A great deal or somewhat,Rural,Small Cities/Rural, Michigan,Election day exit poll, , , , ,Takes away U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,.409883499145508, ,White Born-again/Evangelical Christians
445540,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes,Call 3,6,Yes, , , ,High school or less,No college degree,High school graduate or less,White no college degree,4, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Ted Cruz,Support, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,1,Shares my values,White,White,State questionnaire,White,White,Midwest,Yes,Satisfied,Satisfied,Satisfied,Female,White women, , ,Rural,Small Cities/Rural, Michigan,Election day exit poll,In the last few days,Last few days,In the last month,This week, ,Yes,Not Donald Trump, ,Version 1,.407759994268417,Yes,White Born-again/Evangelical Christians
445549,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 3,2,Yes, , , ,College graduate,College graduate,More than High school graduate,White college degree,4, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,John Kasich,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,115,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Yes,Satisfied,Satisfied,Dissatisfied,Male,White men, , ,Suburbs,Suburbs, Michigan,Election day exit poll,Just today,Last few days,In the last month,This week, ,No,Not Donald Trump, ,Version 1,.858496069908142,No,White Born-again/Evangelical Christians
445552,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, ,Call 3,8, ,I strongly favor my candidate,Very worried,Worried, , , , ,3,Donald Trump,Donald Trump, , , , , , , , , , ,Immigration,Uncommitted, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,29,Can bring needed change,White,White,State questionnaire,White,White,Midwest, , , , ,Female,White women,Omit,Omit,Suburbs,Suburbs, Michigan,Election day exit poll, , , , ,Takes away U.S. jobs, ,Not Donald Trump,Marco Rubio,Version 2,.772113502025604, ,All others
445553,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, ,Call 3,8, ,I strongly favor my candidate,Very worried,Worried, , , , ,3,Donald Trump,Donald Trump, , , , , , , , , , ,Immigration,Uncommitted, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,29,Can bring needed change,White,White,State questionnaire,White,White,Midwest, , , , ,Female,White women,Omit,Omit,Suburbs,Suburbs, Michigan,Election day exit poll, , , , ,Takes away U.S. jobs, ,Not Donald Trump,Marco Rubio,Version 2,.772113502025604, ,All others
445556,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,No,Call 3,6, ,I dislike the other candidates,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Ted Cruz,Marco Rubio, , , , , , , , , , ,Economy/Jobs,Ted Cruz, ,Be from outside the political establishment,18-44,18-64,Independent/Something else,White Independent,Something else,Independent Men,Moderate/Liberal,Moderate,Moderate,1,Omit,White,White,State questionnaire,White,White,Midwest, , , , ,Male,White men,Not at all,Not much or not at all,Rural,Small Cities/Rural, Michigan,Election day exit poll, , , , ,Has no effect on U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,.405476540327072, ,All others
445574,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Yes,Call 3,6,Yes, , , ,College graduate,College graduate,More than High school graduate,White college degree,4, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Ted Cruz,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,1,Shares my values,White,White,State questionnaire,White,White,Midwest,Yes,Satisfied,Dissatisfied,Dissatisfied,Male,White men, , ,Rural,Small Cities/Rural, Michigan,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,No,Not Donald Trump, ,Version 1,.432569056749344,No,White Born-again/Evangelical Christians
