id,attend,attend2,backside,betrayed,brnagain,call,cdnum,cruzwin,cruzwin2,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,forcands,geocode,gopconv1,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,inrprs16,issrep16,kasichwi,kasich_1,outsider,party,partybyr,partyid,partysex,partyuni,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,repfair,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,trumpwin,trumpw_1,unfairre,version,votenovc,votenovk,votenovt,weight,whnclinc,whtevang,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
601091,A few times a year,Occasionally,Complete, ,Yes,Call 3,2,Optimistic,Excited or optimistic,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,1, , , , , , , , , , , ,Donald Trump,Economy/Jobs,Optimistic,Excited or optimistic,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,91,Tells it like it is,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Suburbs,Suburbs,Indiana,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Ted Cruz,Version 2, , , ,.482212454080582, ,White Born-again/Evangelical Christians,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
601107,A few times a year,Occasionally,Complete, ,No,Call 3,6,Scared,Concerned or scared,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,Against his opponents,5, , , , , , , , , , , ,Donald Trump,Terrorism,Concerned,Concerned or scared,Be from outside the political establishment,Democrat,White Democrat,Democrat,Democratic Women,Divided the Republican Party,Moderate/Liberal,Moderate,Moderate,8,Tells it like it is,White,White,State questionnaire,White,White,Midwest, ,Female,White women,"Cities 10,000-50,000",Small Cities/Rural,Indiana,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Ted Cruz,Version 2, , , ,1.42042291164398, ,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
601137,A few times a year,Occasionally,Complete, ,No,Call 3,9,Concerned,Concerned or scared,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,5, , , , , , , , , , , ,Donald Trump,Immigration,Concerned,Concerned or scared,Be from outside the political establishment,Independent/Something else,White Independent,Independent,Independent Men,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,20,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Suburbs,Suburbs,Indiana,Election day exit poll, , , , ,Donald Trump,Optimistic,Excited or optimistic,Ted Cruz,Version 2, , , ,.762706696987152, ,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
601189,A few times a year,Occasionally,Complete, ,No,Call 3,7,Scared,Concerned or scared,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,3, , , , , , , , , , , ,Donald Trump,Government spending,Concerned,Concerned or scared,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,70,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Female,White women,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Ted Cruz,Version 2, , , ,.53020042181015, ,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
601190,A few times a year,Occasionally,Complete, ,No,Call 3,5,Concerned,Concerned or scared,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,4, , , , , , , , , , , ,Donald Trump,Economy/Jobs,Concerned,Concerned or scared,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Divided the Republican Party,Conservative,Conservative,Very conservative,58,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Indiana,Election day exit poll, , , , ,Donald Trump,Optimistic,Excited or optimistic,Ted Cruz,Version 2, , , ,1.18880951404572, ,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
601192,A few times a year,Occasionally,Complete, ,No,Call 3,6,Concerned,Concerned or scared,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,5, , , , , , , , , , , ,Donald Trump,Government spending,Concerned,Concerned or scared,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Divided the Republican Party,Conservative,Conservative,Very conservative,8,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Female,White women,"Cities 10,000-50,000",Small Cities/Rural,Indiana,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Ted Cruz,Version 2, , , ,1.42042291164398, ,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
601207,A few times a year,Occasionally,Complete, ,No,Call 3,8,Optimistic,Excited or optimistic,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Against his opponents,5, , , , , , , , , , , ,Donald Trump,Government spending,Concerned,Concerned or scared,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Energized the Republican Party,Moderate/Liberal,Moderate,Moderate,112,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Suburbs,Suburbs,Indiana,Election day exit poll, , , , ,Donald Trump,Optimistic,Excited or optimistic,John Kasich,Version 2, , , ,1.29641580581665, ,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
601222,A few times a year,Occasionally,Complete, ,No,Call 3,5,Concerned,Concerned or scared,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,4, , , , , , , , , , , ,Donald Trump,Economy/Jobs,Optimistic,Excited or optimistic,Be from outside the political establishment,Independent/Something else,White Independent,Independent,Independent Men,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,58,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Indiana,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Ted Cruz,Version 2, , , ,1.18880951404572, ,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
601244,A few times a year,Occasionally,Complete, ,Yes,Call 3,8,Optimistic,Excited or optimistic,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,5, , , , , , , , , , , ,Donald Trump,Government spending,Optimistic,Excited or optimistic,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Energized the Republican Party,Conservative,Conservative,Very conservative,112,Tells it like it is,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Suburbs,Suburbs,Indiana,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Donald Trump,Version 2, , , ,1.34203839302063, ,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
601248,A few times a year,Occasionally,Complete, ,No,Call 3,2,Concerned,Concerned or scared,Very worried,Worried, , , , ,Against his opponents,2, , , , , , , , , , , ,Donald Trump,Terrorism,Concerned,Concerned or scared,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,80,Tells it like it is,Black,Black,State questionnaire,Black,Non-white,Midwest, ,Female,Black women,Rural,Small Cities/Rural,Indiana,Election day exit poll, , , , ,Donald Trump,Optimistic,Excited or optimistic,Ted Cruz,Version 2, , , ,1.00358903408051, ,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
601277,A few times a year,Occasionally,Complete, ,No,Call 3,1,Scared,Concerned or scared,Not too worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,1, , , , , , , , , , , ,Donald Trump,Government spending,Optimistic,Excited or optimistic,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Divided the Republican Party,Conservative,Conservative,Very conservative,51,Shares my values,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Suburbs,Suburbs,Indiana,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Ted Cruz,Version 2, , , ,.739964127540588, ,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
601292,A few times a year,Occasionally,Complete, ,Yes,Call 3,1,Concerned,Concerned or scared,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate, ,For your candidate,1, , , , , , , , , , , ,Donald Trump,Immigration,Optimistic,Excited or optimistic,Be from outside the political establishment,Independent/Something else, ,Independent,Independent Women,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,51,Tells it like it is, , ,State questionnaire, , ,Midwest, ,Female, ,Suburbs,Suburbs,Indiana,Election day exit poll, , , , ,Donald Trump,Optimistic,Excited or optimistic,Ted Cruz,Version 2, , , ,.681672751903534, ,All others,45-65,30-59,50-59,45+,50+,45-59,50-64, 
601303,A few times a year,Occasionally,Complete, ,No,Call 3,8,Concerned,Concerned or scared,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,5, , , , , , , , , , , ,Donald Trump,Economy/Jobs,Concerned,Concerned or scared,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Energized the Republican Party,Conservative,Conservative,Somewhat conservative,112,Tells it like it is,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Suburbs,Suburbs,Indiana,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Ted Cruz,Version 2, , , ,1.34203839302063, ,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
601320,A few times a year,Occasionally,Complete, ,Yes,Call 3,9,Optimistic,Excited or optimistic,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,5, , , , , , , , , , , ,Donald Trump,Terrorism,Concerned,Concerned or scared,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Energized the Republican Party,Conservative,Conservative,Somewhat conservative,82,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Indiana,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,John Kasich,Version 2, , , ,.875355064868927, ,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
601323,A few times a year,Occasionally,Complete, ,No,Call 3,7,Scared,Concerned or scared,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Against his opponents,3, , , , , , , , , , , ,Donald Trump,Government spending,Concerned,Concerned or scared,Be from outside the political establishment,Democrat,White Democrat,Democrat,Democratic Women,Divided the Republican Party,Moderate/Liberal,Liberal,Liberal,70,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Female,White women,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Ted Cruz,Version 2, , , ,.53020042181015, ,All others,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
601324,A few times a year,Occasionally,Complete, ,No,Call 3,7,Scared,Concerned or scared,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Against his opponents,3, , , , , , , , , , , ,Donald Trump,Government spending,Concerned,Concerned or scared,Be from outside the political establishment,Democrat,White Democrat,Democrat,Democratic Women,Divided the Republican Party,Moderate/Liberal,Liberal,Liberal,70,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Female,White women,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Ted Cruz,Version 2, , , ,.53020042181015, ,All others,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
601372,A few times a year,Occasionally,Complete, ,No,Call 3,2,Concerned,Concerned or scared,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,2, , , , , , , , , , , ,Donald Trump,Terrorism,Concerned,Concerned or scared,Omit,Republican,All Republicans,Republican,Republican Women,Omit,Moderate/Liberal,Moderate,Moderate,80,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Rural,Small Cities/Rural,Indiana,Election day exit poll, , , , ,Donald Trump,Optimistic,Excited or optimistic,Omit,Version 2, , , ,.828276753425598, ,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
601408,A few times a year,Occasionally,Complete, ,Yes,Call 3,1,Scared,Concerned or scared,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,1, , , , , , , , , , , ,Donald Trump,Economy/Jobs,Scared,Concerned or scared,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Divided the Republican Party,Moderate/Liberal,Moderate,Moderate,55,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Suburbs,Suburbs,Indiana,Election day exit poll, , , , ,Donald Trump,Optimistic,Excited or optimistic,Ted Cruz,Version 2, , , ,.650404453277588, ,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
601431,A few times a year,Occasionally,Complete, ,Yes,Call 3,9,Scared,Concerned or scared,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,5, , , , , , , , , , , ,Donald Trump,Government spending,Scared,Concerned or scared,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Energized the Republican Party,Conservative,Conservative,Very conservative,83,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Indiana,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Ted Cruz,Version 2, , , ,.895151436328888, ,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
599082,A few times a year,Occasionally,Complete, ,No,Call 1,6,Concerned,Concerned or scared,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,5, , , , , , , , , , , ,Other,Economy/Jobs,Optimistic,Excited or optimistic,Have experience in politics,Independent/Something else,White Independent,Independent,Independent Men,Divided the Republican Party,Moderate/Liberal,Moderate,Moderate,8,Shares my values,White,White,State questionnaire,White,White,Midwest, ,Male,White men,"Cities 10,000-50,000",Small Cities/Rural,Indiana,Election day exit poll, , , , ,Not Donald Trump,Scared,Concerned or scared,Donald Trump,Version 2, , , ,2.40976929664612, ,All others,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
600630,A few times a year,Occasionally,Complete, ,No,Call 3,5,Scared,Concerned or scared,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,Against his opponents,4, , , , , , , , , , , ,Other,Terrorism,Optimistic,Excited or optimistic,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,29,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Suburbs,Suburbs,Indiana,Election day exit poll, , , , ,Not Donald Trump,Scared,Concerned or scared,Ted Cruz,Version 2, , , ,4.39891052246094, ,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
601265,A few times a year,Occasionally,Complete, ,Yes,Call 3,2,Optimistic,Excited or optimistic,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,2, , , , , , , , , , , ,Other,Economy/Jobs,Concerned,Concerned or scared,Be from outside the political establishment,Independent/Something else,White Independent,Something else,Independent Men,Energized the Republican Party,Conservative,Conservative,Somewhat conservative,80,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Rural,Small Cities/Rural,Indiana,Election day exit poll, , , , ,Not Donald Trump,Optimistic,Excited or optimistic,Omit,Version 2, , , ,1.65134906768799, ,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
601400,A few times a year,Occasionally,Complete, ,No,Call 3,9,Scared,Concerned or scared,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Against his opponents,5, , , , , , , , , , , ,Other,Immigration,Scared,Concerned or scared,Have experience in politics,Independent/Something else,White Independent,Independent,Independent Women,Divided the Republican Party,Moderate/Liberal,Moderate,Moderate,83,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Indiana,Election day exit poll, , , , ,Not Donald Trump,Scared,Concerned or scared,Donald Trump,Version 2, , , ,1.41714107990265, ,All others,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
598000,Never,Never,Complete, ,No,Call 1,5,Optimistic,Excited or optimistic,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,Against his opponents,2, , , , , , , , , , , ,Ted Cruz,Economy/Jobs,Concerned,Concerned or scared,Have experience in politics,Democrat,White Democrat,Democrat,Democratic Men,Energized the Republican Party,Moderate/Liberal,Liberal,Liberal,25,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Rural,Small Cities/Rural,Indiana,Election day exit poll, , , , ,Not Donald Trump,Scared,Concerned or scared,Donald Trump,Version 2, , , ,.768553733825684, ,All others,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
598256,Never,Never,Complete, ,No,Call 1,2,Optimistic,Excited or optimistic,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,2, , , , , , , , , , , ,Ted Cruz,Terrorism,Concerned,Concerned or scared,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,108,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Rural,Small Cities/Rural,Indiana,Election day exit poll, , , , ,Not Donald Trump,Scared,Concerned or scared,Donald Trump,Version 2, , , ,.829352080821991, ,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
598488,Never,Never,Complete, ,No,Call 1,5,Scared,Concerned or scared,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,Against his opponents,4, , , , , , , , , , , ,Ted Cruz,Economy/Jobs,Optimistic,Excited or optimistic,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Divided the Republican Party,Moderate/Liberal,Moderate,Moderate,30,Can win in November,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Suburbs,Suburbs,Indiana,Election day exit poll, , , , ,Not Donald Trump,Scared,Concerned or scared,Ted Cruz,Version 2, , , ,.98412561416626, ,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
598651,Never,Never,Complete, ,No,Call 1,3,Optimistic,Excited or optimistic,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,For your candidate,2, , , , , , , , , , , ,Ted Cruz,Economy/Jobs,Concerned,Concerned or scared,Have experience in politics,Independent/Something else,Black Independent,Something else,Independent Men,Energized the Republican Party,Moderate/Liberal,Moderate,Moderate,1,Shares my values,Black,Black,State questionnaire,Black,Non-white,Midwest, ,Male,Black men,"Cities 50,000-500,000","Cities over 50,000",Indiana,Election day exit poll, , , , ,Not Donald Trump,Concerned,Concerned or scared,Omit,Version 2, , , ,2.142982006073, ,All others,17-29,17-29,25-29,17-44,17-49,17-29,25-29,Black 17-29
598708,Never,Never,Complete, , ,Call 1,6,Optimistic,Excited or optimistic,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,2, , , , , , , , , , , ,Ted Cruz,Government spending,Concerned,Concerned or scared,Omit,Independent/Something else,White Independent,Independent,Independent Men,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,37,Shares my values,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Rural,Small Cities/Rural,Indiana,Election day exit poll, , , , ,Not Donald Trump,Optimistic,Excited or optimistic,Omit,Version 2, , , ,.826838910579681, ,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
598951,Never,Never,Complete, ,No,Call 1,2,Optimistic,Excited or optimistic,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,Against his opponents,2, , , , , , , , , , , ,Ted Cruz,Economy/Jobs,Optimistic,Excited or optimistic,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Energized the Republican Party,Conservative,Conservative,Somewhat conservative,24,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Rural,Small Cities/Rural,Indiana,Election day exit poll, , , , ,Not Donald Trump,Scared,Concerned or scared,Donald Trump,Version 2, , , ,.72076290845871, ,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
598953,Never,Never,Complete, ,No,Call 1,2,Optimistic,Excited or optimistic,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Against his opponents,2, , , , , , , , , , , ,Ted Cruz,Economy/Jobs,Omit,Omit,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Divided the Republican Party,Moderate/Liberal,Moderate,Moderate,80,Shares my values,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Rural,Small Cities/Rural,Indiana,Election day exit poll, , , , ,Not Donald Trump,Scared,Concerned or scared,Donald Trump,Version 2, , , ,.661451280117035, ,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
599015,Never,Never,Complete, ,Yes,Call 1,2,Excited,Excited or optimistic,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,2, , , , , , , , , , , ,Ted Cruz,Terrorism,Scared,Concerned or scared,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Energized the Republican Party,Conservative,Conservative,Very conservative,24,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Rural,Small Cities/Rural,Indiana,Election day exit poll, , , , ,Not Donald Trump,Optimistic,Excited or optimistic,John Kasich,Version 2, , , ,.746127486228943, ,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
599174,Never,Never,Complete, ,No,Call 1,2,Optimistic,Excited or optimistic,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Against his opponents,2, , , , , , , , , , , ,Ted Cruz,Terrorism,Concerned,Concerned or scared,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Divided the Republican Party,Conservative,Conservative,Very conservative,24,Shares my values,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Rural,Small Cities/Rural,Indiana,Election day exit poll, , , , ,Not Donald Trump,Scared,Concerned or scared,Donald Trump,Version 2, , , ,.746127486228943, ,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
599214,Never,Never,Complete, ,No,Call 1,1,Optimistic,Excited or optimistic,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Against his opponents,1, , , , , , , , , , , ,Ted Cruz,Economy/Jobs,Optimistic,Excited or optimistic,Have experience in politics,Independent/Something else,White Independent,Independent,Independent Women,Divided the Republican Party,Moderate/Liberal,Moderate,Moderate,55,Shares my values,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Suburbs,Suburbs,Indiana,Election day exit poll, , , , ,Not Donald Trump,Scared,Concerned or scared,Donald Trump,Version 2, , , ,.639786660671234, ,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
600531,Never,Never,Complete, , ,Call 3,7,Omit,Omit,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Omit,3, , , , , , , , , , , ,Ted Cruz,Government spending,Omit,Omit,Have experience in politics,Democrat,Black Democrat,Democrat,Democratic Women,Divided the Republican Party,Moderate/Liberal,Moderate,Moderate,72,Can win in November,Black,Black,State questionnaire,Black,Non-white,Midwest, ,Female,Black women,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll, , , , ,Not Donald Trump,Scared,Concerned or scared,Donald Trump,Version 2, , , ,.565604150295258, ,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,Black 45-59
600806,Never,Never,Complete, ,Yes,Call 3,9,Optimistic,Excited or optimistic,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Against his opponents,5, , , , , , , , , , , ,Ted Cruz,Economy/Jobs,Concerned,Concerned or scared,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,82,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Indiana,Election day exit poll, , , , ,Not Donald Trump,Scared,Concerned or scared,Donald Trump,Version 2, , , ,.758255064487457, ,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
600839,Never,Never,Complete, ,No,Call 3,2,Optimistic,Excited or optimistic,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,White college degree,Against his opponents,2, , , , , , , , , , , ,Ted Cruz,Government spending,Concerned,Concerned or scared,Have experience in politics,Independent/Something else,White Independent,Something else,Independent Men,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,24,Shares my values,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Rural,Small Cities/Rural,Indiana,Election day exit poll, , , , ,Not Donald Trump,Scared,Concerned or scared,Donald Trump,Version 2, , , ,.746127486228943, ,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
600865,Never,Never,Complete, ,Yes,Call 3,8,Optimistic,Excited or optimistic,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,5, , , , , , , , , , , ,Ted Cruz,Terrorism,Optimistic,Excited or optimistic,Omit,Independent/Something else,White Independent,Independent,Independent Women,Divided the Republican Party,Conservative,Conservative,Very conservative,104,Shares my values,White,White,State questionnaire,White,White,Midwest, ,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Indiana,Election day exit poll, , , , ,Not Donald Trump,Concerned,Concerned or scared,Omit,Version 2, , , ,.952828049659729, ,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
601086,Never,Never,Complete, ,No,Call 3,8,Optimistic,Excited or optimistic,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,Against his opponents,5, , , , , , , , , , , ,Ted Cruz,Government spending,Excited,Excited or optimistic,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,112,Can win in November,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Suburbs,Suburbs,Indiana,Election day exit poll, , , , ,Not Donald Trump,Scared,Concerned or scared,Omit,Version 2, , , ,1.0848126411438, ,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
601227,Never,Never,Complete, ,Yes,Call 3,9,Excited,Excited or optimistic,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,5, , , , , , , , , , , ,Ted Cruz,Government spending,Optimistic,Excited or optimistic,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,82,Shares my values,White,White,State questionnaire,White,White,Midwest, ,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Indiana,Election day exit poll, , , , ,Not Donald Trump,Scared,Concerned or scared,Donald Trump,Version 2, , , ,.732478201389313, ,White Born-again/Evangelical Christians,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
598683,Never,Never,Complete, ,No,Call 1,9,Concerned,Concerned or scared,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,White college degree,Against his opponents,4, , , , , , , , , , , ,John Kasich,Economy/Jobs,Optimistic,Excited or optimistic,Be from outside the political establishment,Democrat,White Democrat,Democrat,Democratic Men,Divided the Republican Party,Moderate/Liberal,Liberal,Liberal,42,Shares my values,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Suburbs,Suburbs,Indiana,Election day exit poll, , , , ,Not Donald Trump,Scared,Concerned or scared,Donald Trump,Version 2, , , ,1.44358837604523, ,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
