ID,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,BACKSIDE,CALL,CDNUM,CLINTONLIB,ECONFAIR,ECONWORR,ECOWORR2,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GADPRS16,GEOCODE,GOVTANGR16,GOVTANGR16B,HONESTDEM16,HONESTDEM16CLIN,HONESTDEM16SAND,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME16,INCWHITE,INTCRISISDEM16,INTCRISISDEMCLIN,INTCRISISDEMSANDERS,ISSDEM16,LATINO,OBAMAPLCY,OUTSIDER16,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT16DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACEREL14,RACERELCLIN,RACERELDEM16,RACERELSANDERS,REGION,SANDERSLIB,SATHCLIN,SATSANDERS,SCOTUSDEM16,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIMENH16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,UNFAIRDEM16,UNFAIRDEM16CLIN,UNFAIRDEM16SAND,VALUESCLIN,VALUESDEM16,VALUESSANDERS,VERSION,WEIGHT,WHNCLINC
414604.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,,,Complete,Call 3,13.0,,Favors the wealthy,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Bernie Sanders,2.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,,Income inequality,No,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,42.0,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,,,,,South,,,,Bernie Sanders,Female,Black women,Suburbs,Suburbs, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Only Clinton did,Only Clinton or Both of them,Only Clinton or Neither of them,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 1,0.395171910524368,No
401614.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Never,Never,Complete,Call 1,7.0,Not liberal enough,,,,College graduate,College graduate,More than High school graduate,White college degree,Bernie Sanders,2.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,No,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Very liberal,Liberal,Liberal,99.0,No,Cares about people like me,White,White,State questionnaire,White,White,White,Gotten worse,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,South,About right,Dissatisfied,Satisifed,,Female,White women,Suburbs,Suburbs, Georgia,Election day exit poll,,,,,,,,,,,Version 2,0.646750569343567,No
414558.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,,,Complete,Call 3,14.0,,Favors the wealthy,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,Bernie Sanders,1.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,Economy/Jobs,No,Change to more liberal policies,Have experience in politics,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Very liberal,Liberal,Liberal,71.0,,Honest and trustworthy,White,White,State questionnaire,White,White,White,,,,,South,,,,Bernie Sanders,Male,White men,Suburbs,Suburbs, Georgia,Election day exit poll,Just today,Last few days,In the last month,This month,Both did,Only Clinton or Both of them,Only Sanders or Both of them,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 1,2.12838363647461,Yes
409841.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Never,Never,Complete,Call 2,6.0,About right,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Bernie Sanders,3.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,No,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,62.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,About right,Satisifed,Satisifed,,Female,White women,Suburbs,Suburbs, Georgia,Election day exit poll,,,,,,,,,,,Version 2,0.934026479721069,No
414519.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Once a week,Weekly,Complete,Call 3,14.0,Not liberal enough,,,,College graduate,College graduate,More than High school graduate,White college degree,Bernie Sanders,1.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Health care,No,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,71.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Stayed about the same,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,About right,Satisifed,Satisifed,,Female,White women,Suburbs,Suburbs, Georgia,Election day exit poll,,,,,,,,,,,Version 2,2.06587624549866,No
414491.0,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,,,Complete,Call 3,2.0,,Favors the wealthy,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Bernie Sanders,4.0,,,Neither of them,Only Sanders or Neither of them,Only Clinton or Neither of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,,Income inequality,No,Generally continue Barack Obama's policies,Omit,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,136.0,,Can win in November,Black,Black,State questionnaire,Black,Non-white,Black,,,,,South,,,,Hillary Clinton,Female,Black women,Suburbs,Suburbs, Georgia,Election day exit poll,Just today,Last few days,In the last month,This month,Both did,Only Clinton or Both of them,Only Sanders or Both of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.0874605178833,No
414464.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Once a week,Weekly,Complete,Call 3,2.0,About right,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Bernie Sanders,4.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Terrorism,No,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,136.0,Yes,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,Black,Gotten worse,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,South,About right,Dissatisfied,Satisifed,,Female,Black women,Suburbs,Suburbs, Georgia,Election day exit poll,,,,,,,,,,,Version 2,0.834267437458038,No
414459.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,Complete,Call 3,14.0,,Favors the wealthy,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,Bernie Sanders,1.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,Income inequality,No,Change to more liberal policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,71.0,,Cares about people like me,White,White,State questionnaire,White,White,White,,,,,South,,,,Bernie Sanders,Male,White men,Suburbs,Suburbs, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 1,2.91216373443604,No
414456.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,,,Complete,Call 3,13.0,,Favors the wealthy,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Bernie Sanders,2.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,,Economy/Jobs,Yes,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,42.0,,Omit,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,,,South,,,,Bernie Sanders,Female,Latino women,Suburbs,Suburbs, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 1,0.58236688375473,No
414408.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,Complete,Call 3,9.0,,Favors the wealthy,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Bernie Sanders,1.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Income inequality,No,Generally continue Barack Obama's policies,Be from outside the political establishment,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,110.0,,Cares about people like me,White,White,State questionnaire,White,White,White,,,,,South,,,,Bernie Sanders,Female,White women,Suburbs,Suburbs, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Only Clinton did,Only Clinton or Both of them,Only Clinton or Neither of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.845934331417084,No
414379.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,,,Complete,Call 3,7.0,,Favors the wealthy,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,Bernie Sanders,2.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,,Economy/Jobs,No,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,99.0,,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,Black,,,,,South,,,,Bernie Sanders,Female,Black women,Suburbs,Suburbs, Georgia,Election day exit poll,Omit,Omit,Omit,Omit,Only Clinton did,Only Clinton or Both of them,Only Clinton or Neither of them,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 1,0.427890062332153,No
414372.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,Call 3,9.0,,Favors the wealthy,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,White college degree,Bernie Sanders,1.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,,,,,,,,,,,Income inequality,,Generally continue Barack Obama's policies,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,110.0,,Honest and trustworthy,White,White,State questionnaire,White,White,White,,,,,South,,,,Bernie Sanders,Female,White women,Suburbs,Suburbs, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.845934331417084,No
414354.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,,,Complete,Call 3,14.0,,Favors the wealthy,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Bernie Sanders,1.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,,Terrorism,Yes,Change to less liberal policies,Have experience in politics,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Conservative,Moderate or conservative,Conservative,145.0,,Has the right experience,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,,,South,,,,Bernie Sanders,Male,Latino men,Rural,Small Cities/Rural, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Both did,Only Clinton or Both of them,Only Sanders or Both of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.10044944286346,No
414338.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,Call 3,9.0,,Favors the wealthy,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,Bernie Sanders,1.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,Income inequality,No,Change to more liberal policies,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,110.0,,Cares about people like me,White,White,State questionnaire,White,White,White,,,,,South,,,,Hillary Clinton,Male,White men,Suburbs,Suburbs, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.998636364936829,No
414332.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,White 30-44,,,Complete,Call 3,14.0,,Favors the wealthy,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Bernie Sanders,1.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,,Income inequality,Yes,Generally continue Barack Obama's policies,Be from outside the political establishment,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,71.0,,Cares about people like me,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,,,South,,,,Bernie Sanders,Female,Latino women,Suburbs,Suburbs, Georgia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 1,2.37259697914124,No
414302.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,,,Complete,Call 3,7.0,,Favors the wealthy,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Bernie Sanders,2.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,,Economy/Jobs,No,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Somewhat liberal,Liberal,Liberal,99.0,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,,,,,South,,,,Bernie Sanders,Male,Black men,Suburbs,Suburbs, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 1,0.383847028017044,No
414300.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,All others,All others,A few times a year,Occasionally,Complete,Call 3,7.0,About right,,,,High school or less,No college degree,High school graduate or less,Non white no college degree,Bernie Sanders,2.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and non white",Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Terrorism,No,,,18-44,18-64,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,96.0,No,Honest and trustworthy,Other,Asian,State questionnaire,Asian,Non-white,Asian,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,About right,Satisifed,Satisifed,,Male,All other races,Suburbs,Suburbs, Georgia,Election day exit poll,,,,,,,,,,,Version 2,0.865382850170136,No
414291.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,,,Complete,Call 3,13.0,,Favors the wealthy,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,Bernie Sanders,2.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,Income inequality,No,Change to more liberal policies,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,42.0,,Cares about people like me,White,White,State questionnaire,White,White,White,,,,,South,,,,Bernie Sanders,Male,White men,Suburbs,Suburbs, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 1,0.963735044002533,No
414273.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,Complete,Call 3,12.0,,Favors the wealthy,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Bernie Sanders,4.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Income inequality,No,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,150.0,,Cares about people like me,White,White,State questionnaire,White,White,White,,,,,South,,,,Omit,Male,White men,Suburbs,Suburbs, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 1,2.23456025123596,No
414262.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,Latino 18-29,Black 18-29,Once a week,Weekly,Complete,Call 3,7.0,About right,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Bernie Sanders,2.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,Yes,,,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,96.0,Yes,Has the right experience,Other,Black,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Gotten worse,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,South,About right,Dissatisfied,Satisifed,,Female,Latino women,Suburbs,Suburbs, Georgia,Election day exit poll,,,,,,,,,,,Version 2,0.398267865180969,No
414260.0,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,,,Complete,Call 3,13.0,,Favors the wealthy,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,Bernie Sanders,2.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,,Omit,No,Change to more liberal policies,Have experience in politics,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,42.0,,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,Black,,,,,South,,,,Bernie Sanders,Female,Black women,Suburbs,Suburbs, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Only Sanders did,Only Sanders or Neither of them,Only Sanders or Both of them,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 1,0.410872578620911,No
414252.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,All others,All others,A few times a year,Occasionally,Complete,Call 3,6.0,Not liberal enough,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Bernie Sanders,3.0,Angry,"Dissatisfied, but not angry or Angry",,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Income inequality,,,,45+,65+,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,Somewhat liberal,Liberal,Liberal,88.0,Yes,Honest and trustworthy,Other,Other,State questionnaire,Other,Non-white,Other,Gotten better,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,South,About right,Dissatisfied,Satisifed,,Female,All other races,Suburbs,Suburbs, Georgia,Election day exit poll,,,,,,,,,,,Version 2,0.451721698045731,No
402091.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,A few times a year,Occasionally,Complete,Call 1,13.0,About right,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Bernie Sanders,3.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs,No,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,26.0,Yes,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,Gotten worse,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,South,Too liberal,Satisifed,Satisifed,,Female,Black women,Suburbs,Suburbs, Georgia,Election day exit poll,,,,,,,,,,,Version 2,0.406215190887451,No
414225.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,A few times a year,Occasionally,Complete,Call 3,13.0,Omit,,,,College graduate,College graduate,More than High school graduate,White college degree,Bernie Sanders,3.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Terrorism,No,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,Moderate or conservative,Moderate,26.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Gotten worse,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,South,Omit,Dissatisfied,Satisifed,,Female,White women,Suburbs,Suburbs, Georgia,Election day exit poll,,,,,,,,,,,Version 2,0.734749794006348,No
414221.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,,,Complete,Call 3,14.0,,Is fair to most Americans,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Bernie Sanders,1.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,Economy/Jobs,No,Change to more liberal policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,145.0,,Cares about people like me,White,White,State questionnaire,White,White,White,,,,,South,,,,Bernie Sanders,Female,White women,Rural,Small Cities/Rural, Georgia,Election day exit poll,In the last few days,Last few days,In the last month,This month,Both did,Only Clinton or Both of them,Only Sanders or Both of them,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 1,1.22671627998352,Yes
414219.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,,,,Complete,Call 3,6.0,,Is fair to most Americans,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Bernie Sanders,3.0,,,Omit,Omit,Omit,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",,,,Omit,Yes,Omit,Be from outside the political establishment,45+,18-64,,,,,,Conservative,Moderate or conservative,Conservative,88.0,,Honest and trustworthy,Other,,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,,,South,,,,Bernie Sanders,Female,Latino women,Suburbs,Suburbs, Georgia,Election day exit poll,Just today,Last few days,In the last month,This month,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.373309731483459,No
414217.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Never,Never,Complete,Call 3,9.0,Not liberal enough,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Bernie Sanders,1.0,Angry,"Dissatisfied, but not angry or Angry",,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Income inequality,No,,,45+,18-64,Independent/Something else,Non-black non-Democrat,All Other,Something else,All others,Very liberal,Liberal,Liberal,110.0,Yes,Cares about people like me,Other,American Indian,State questionnaire,Other,Non-white,American Indian,Gotten worse,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,South,About right,Dissatisfied,Satisifed,,Female,All other races,Suburbs,Suburbs, Georgia,Election day exit poll,,,,,,,,,,,Version 2,0.648975729942322,No
