id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,brnagain,call,cdnum,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,marprs16,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,rel5,relign10,relwhite,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,unfairre,version,vetvoter,weight,whnclinc,whtevang,wprotbrn,wprotb_1
417181,30-44,30-59,30-39,18-44,18-49,30-44,30-39, , , ,Complete,Yes,Call 3,5,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate, ,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999", ,Economy/Jobs,Marco Rubio,Be from outside the political establishment,18-44,18-64,Republican, ,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,53,Shares my values, , ,State questionnaire, , ,East,Protestant/Other Non-Catholic Christian,Mormon, ,Male, ,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Omit,Version 1,Yes,.47937223315239,No,All others, , 
417196,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Call 3,2,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Immigration,Donald Trump,Omit,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Liberal,Liberal,88,Can win in November,White,White,State questionnaire,White,White,East,None,None,None,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Marco Rubio,Version 1,No,.570902228355408,No,All others,No,All others
417198,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,All others,All others,Complete,No,Call 3,2,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,5,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Government spending,Donald Trump,Be from outside the political establishment,45+,18-64,Independent/Something else,All Other,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,44,Tells it like it is,Other,American Indian,State questionnaire,Other,Non-white,East,None,None, ,Male,All other races,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Ted Cruz,Version 1,Yes,1.05975031852722,No,All others,No, 
417220,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,No,Call 3,5,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Ted Cruz,Have experience in politics,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,53,Shares my values,White,White,State questionnaire,White,White,East,None,None,None,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Marco Rubio,Version 1,Yes,1.25698173046112,No,All others,No,All others
417229,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 3,2,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,4,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism,Donald Trump,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,88,Shares my values,White,White,State questionnaire,White,White,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Female,White women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Donald Trump,Marco Rubio,Version 1,No,.689124166965485,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical
417253, , , , , , , , , , ,Complete, ,Call 3,5,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less, ,2,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000", ,Economy/Jobs,Donald Trump,Be from outside the political establishment, , ,Independent/Something else, ,Something else,Independent Men,Moderate/Liberal,Moderate,Moderate,53,Shares my values, , ,State questionnaire, , ,East,None,None, ,Male, ,Suburbs,Suburbs,Massachusetts,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Donald Trump,Ted Cruz,Version 1,No,.434169471263886, , , , 
417256,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Call 3,2,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Donald Trump,Be from outside the political establishment,45+,65+,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,113,Tells it like it is,White,White,State questionnaire,White,White,East, , , ,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Omit,Version 1,No,.826980769634247,No,All others,No, 
417258,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Complete,No,Call 3,5,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and non white",Government spending,Ted Cruz,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,26,Shares my values,Other,Asian,State questionnaire,Asian,Non-white,East,None,None, ,Female,All other races,"Cities 50,000-500,000","Cities over 50,000",Massachusetts,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,1.08517622947693,No,All others,No, 
417259,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Complete,No,Call 3,5,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and non white",Government spending,Ted Cruz,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,26,Shares my values,Other,Asian,State questionnaire,Asian,Non-white,East,None,None, ,Female,All other races,"Cities 50,000-500,000","Cities over 50,000",Massachusetts,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,1.08517622947693,No,All others,No, 
417260,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,No,Call 3,2,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,4,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,Donald Trump,Be from outside the political establishment,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,88,Shares my values,White,White,State questionnaire,White,White,East,Catholic,Catholic,Catholic,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump,Ted Cruz,Version 1,No,1.25930297374725,No,All others,No,All others
417285,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,All others,All others,Complete,Yes,Call 3,5,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,Non white college degree,2,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Economy/Jobs,John Kasich,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,53,Shares my values,Other,Asian,State questionnaire,Asian,Non-white,East,None,None, ,Female,All other races,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Donald Trump,Version 1,No,1.04813528060913,No,All others,No, 
417286,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 3,2,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Donald Trump,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,88,Can bring needed change,White,White,State questionnaire,White,White,East,Catholic,Catholic,Catholic,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Ted Cruz,Version 1,Yes,.570902228355408,No,All others,No,All others
417293,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No,Call 3,2,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Ted Cruz,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,113,Can bring needed change,White,White,State questionnaire,White,White,East,None,None,None,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Massachusetts,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,.78911554813385,No,All others,No,All others
417295,45-65,30-59,45-49,45+,18-49,45-59,40-49, , , ,Complete,No,Call 3,3,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate, ,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999", ,Immigration,Donald Trump,Be from outside the political establishment,45+,18-64,Republican, ,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,45,Can win in November, , ,State questionnaire, , ,East,None,None, ,Male, ,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Ted Cruz,Version 1,No,.678849101066589,No,All others,No, 
417297,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Call 3,5,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Donald Trump,Have experience in politics,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Women, , , ,47,Tells it like it is,White,White,State questionnaire,White,White,East,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian,Female,White women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Ted Cruz,Version 1,Yes,.486388444900513,No,All others,No,White Protestant non-evangelical
417320,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Call 3,2,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,John Kasich,Have experience in politics,45+,65+,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,113,Shares my values,White,White,State questionnaire,White,White,East,Catholic,Catholic,Catholic,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Massachusetts,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Donald Trump,Version 1,No,.787248969078064,No,All others,No,All others
417321,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 3,2,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,88,Can bring needed change,White,White,State questionnaire,White,White,East,Something else,Other,Something else,Female,White women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Marco Rubio,Version 1,No,.689124166965485,No,All others,No,All others
417325,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Call 3,5,Very worried,Worried, , , , ,2,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic", , , , , , , ,Immigration,Donald Trump,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,53,Tells it like it is,White,White,State questionnaire,White,White,East, , , ,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Donald Trump,John Kasich,Version 1,No,.444624125957489, ,All others, , 
417327,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Not complete,Yes,Call 3,3,Very worried,Worried, , , , ,2, , , , , , , , , , ,Donald Trump,Be from outside the political establishment,45+,18-64, , , , , , , ,45, ,White,White,State questionnaire,White,White,East, , , ,Female,White women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1,No,.903645038604736, ,White Born-again/Evangelical Christians, , 
417329,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 3,5,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,4,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Omit,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,47,Tells it like it is,White,White,State questionnaire,White,White,East,Catholic,Catholic,Catholic,Female,White women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Ted Cruz,Version 1,No,.486388444900513,No,All others,No,All others
417350,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 3,2,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,88,Can win in November,White,White,State questionnaire,White,White,East,Catholic,Catholic,Catholic,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Marco Rubio,Version 1,No,.570902228355408,No,All others,No,All others
417356,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Yes,Call 3,5,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Economy/Jobs,Donald Trump,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,53,Shares my values,Black,Black,State questionnaire,Black,Non-white,East,Protestant/Other Non-Catholic Christian,Mormon, ,Male,Black men,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Marco Rubio,Version 1,Yes,.502243876457214,No,All others,No, 
417357,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 3,3,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Immigration,Marco Rubio,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,45,Shares my values,White,White,State questionnaire,White,White,East,None,None,None,Female,White women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Omit,Version 1,No,1.09765660762787,No,All others,No,All others
417358,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Call 3,2,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Terrorism,Donald Trump,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,113,Tells it like it is,White,White,State questionnaire,White,White,East, , , ,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Marco Rubio,Version 1,No,.894901692867279,Yes,All others,No, 
417364,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 3,5,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,47,Can bring needed change,White,White,State questionnaire,White,White,East,Catholic,Catholic,Catholic,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Marco Rubio,Version 1,No,.402946621179581,No,All others,No,All others
417384,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 3,2,Not too worried,Not worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism,John Kasich,Have experience in politics,45+,18-64,Democrat,White Democrat,Democrat,Democratic Women,Moderate/Liberal,Moderate,Moderate,88,Shares my values,White,White,State questionnaire,White,White,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Female,White women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,.543473601341248,No,All others,No,White Protestant non-evangelical
417388,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,No,Call 3,5,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Donald Trump,Be from outside the political establishment,18-44,18-64,Independent/Something else,White Independent,Something else,Independent Men,Moderate/Liberal,Moderate,Moderate,47,Can bring needed change,White,White,State questionnaire,White,White,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Donald Trump,Version 1,No,.888824462890625,No,All others,No,White Protestant non-evangelical
417390,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No,Call 3,2,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,John Kasich,Have experience in politics,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,113,Shares my values,White,White,State questionnaire,White,White,East,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Massachusetts,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Donald Trump,Version 1,No,.652193367481232,No,All others,No,White Protestant non-evangelical
417392,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,No,Call 3,3,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Donald Trump,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,45,Tells it like it is,White,White,State questionnaire,White,White,East,Catholic,Catholic,Catholic,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Ted Cruz,Version 1,No,1.65131759643555,No,All others,No,All others
417396,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 3,2,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Marco Rubio,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,94,Tells it like it is,White,White,State questionnaire,White,White,East,Catholic,Catholic,Catholic,Female,White women,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Ted Cruz,Version 1,No,1.01431882381439,No,All others,No,All others
417398,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 3,5,Not too worried,Not worried,High school or less,No college degree,High school graduate or less,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,Donald Trump,Be from outside the political establishment,18-44,18-64, , , , , , , ,53,Tells it like it is,White,White,State questionnaire,White,White,East,None,None,None,Female,White women,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump,Omit,Version 1,Yes,.536696493625641,No,White Born-again/Evangelical Christians,No,All others
417414,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Not complete,No,Call 3,2,Somewhat worried,Worried, , , , ,4, , , , , , , , , , ,Donald Trump,Be from outside the political establishment,45+,65+, , , , , , , ,88, ,White,White,State questionnaire,White,White,East, , , ,Female,White women,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, ,Version 1,No,.636821269989014, ,All others, , 
417417,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 3,5,Not too worried,Not worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,Donald Trump,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,47,Can win in November,White,White,State questionnaire,White,White,East,Catholic,Catholic,Catholic,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Ted Cruz,Version 1,No,.402946621179581,No,White Born-again/Evangelical Christians,No,All others
417418,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 3,3,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,45,Tells it like it is,White,White,State questionnaire,White,White,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Female,White women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Ted Cruz,Version 1,No,.903645038604736,No,All others,No,White Protestant non-evangelical
417422,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Call 3,2,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Marco Rubio,Have experience in politics,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,94,Can win in November,White,White,State questionnaire,White,White,East,Catholic,Catholic,Catholic,Female,White women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Ted Cruz,Version 1,No,.937334418296814,No,All others,No,All others
