id,backside,betrayed,brnagain,call,cdnum,cicrep16,cruzhone,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,getahead,govtangr,govtan_1,ilrprs16,ilrsen16,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,kasichho,muslimba,outsider,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,thirdpar,timenh16,timeprif,timeprim,timepriw,trade16,trumphon,trumpvot,unfairre,version,votenovc,votenovk,votenovt,weight,whnclinc,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
496377,Complete,No, ,Call 1,2,Donald Trump, ,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4, , , ,Donald Trump,James Marter, , , , , , , , ,Economy/Jobs, , ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,36,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Female,White women,"Cities 10,000-50,000",Small Cities/Rural, Illinois,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Donald Trump,Ted Cruz,Version 2,Not vote for him,Not vote for him,Definitely vote for him,.65077805519104, ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
501962,Complete, ,No,Call 2,2, ,Yes, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Holding steady financially,Angry,"Dissatisfied, but not angry or Angry",Donald Trump,James Marter,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Terrorism,Yes,Support, ,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,36,Can win in November,White,White,State questionnaire,White,White,Midwest,Female,White women,"Cities 10,000-50,000",Small Cities/Rural, Illinois,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump, ,Version 1, , , ,.65077805519104,Yes,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
502300,Complete,No, ,Call 2,2,Donald Trump, ,Not too worried,Not worried,High school or less,No college degree,High school graduate or less,White no college degree,4, , , ,Donald Trump,James Marter, , , , , , , , ,Economy/Jobs, , ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,36,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Female,White women,"Cities 10,000-50,000",Small Cities/Rural, Illinois,Election day exit poll, , , , , ,Creates more U.S. jobs, ,Donald Trump,Marco Rubio,Version 2,Probably vote for him,Probably vote for him,Definitely vote for him,.65077805519104, ,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
505854,Complete,No, ,Call 3,16,Donald Trump, ,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4, , , ,Donald Trump,Did not vote, , , , , , , , ,Government spending, , ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,98,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Donald Trump,Omit,Version 2,Probably vote for him,Not vote for him,Definitely vote for him,.657385766506195, ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
495515,Complete,Yes, ,Call 1,13,John Kasich, ,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4, , , ,Donald Trump,James Marter, , , , , , , , ,Economy/Jobs, , ,Be from outside the political establishment,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,81,Shares my values,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Donald Trump,Marco Rubio,Version 2,Probably vote for him,Probably vote for him,Definitely vote for him,.664198756217957, ,65+,60+,65 or over,45+,50+,60+,65+,White 60+
495051,Complete, ,No,Call 1,16, ,No, , ,College graduate,College graduate,More than High school graduate,White college degree,4,Holding steady financially,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Donald Trump,Mark Kirk,Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Immigration,No,Support, ,Democrat,White Democrat,Democrat,Democratic Men,Moderate/Liberal,Moderate,Moderate,97,Shares my values,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump, ,Version 1, , , ,.665122032165527,No,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
502279,Complete,Yes, ,Call 2,16,Donald Trump, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,4, , , ,Donald Trump,Mark Kirk, , , , , , , , ,Omit, , ,Be from outside the political establishment,Independent/Something else,All Other,Independent,Independent Men, , , ,97,Omit,Other,Other,State questionnaire,Other,Non-white,Midwest,Male,All other races,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll, , , , , ,Creates more U.S. jobs, ,Donald Trump,Ted Cruz,Version 2,Probably vote for him,Probably vote for him,Definitely vote for him,.665122032165527, ,65+,60+,65 or over,45+,50+,60+,65+,All others
505631,Complete,Yes, ,Call 3,16,Donald Trump, ,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,4, , , ,Donald Trump,Mark Kirk, , , , , , , , ,Government spending, , ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,97,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll, , , , , ,Omit, ,Donald Trump,John Kasich,Version 2,Not vote for him,Not vote for him,Definitely vote for him,.665122032165527, ,65+,60+,65 or over,45+,50+,60+,65+,White 60+
496291,Complete,No, ,Call 1,2,Donald Trump, ,Not too worried,Not worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4, , , ,Donald Trump,Mark Kirk, , , , , , , , ,Terrorism, , ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,36,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, Illinois,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Donald Trump,Ted Cruz,Version 2,Probably vote for him,Probably vote for him,Definitely vote for him,.665759682655334, ,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
496304,Complete, ,No,Call 1,2, ,Yes, , ,College graduate,College graduate,More than High school graduate,White college degree,4,Holding steady financially,Angry,"Dissatisfied, but not angry or Angry",Donald Trump,Mark Kirk,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Yes,Oppose, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,36,Can win in November,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, Illinois,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump, ,Version 1, , , ,.665759682655334,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
496368,Complete,Yes, ,Call 1,2,Donald Trump, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4, , , ,Donald Trump,Mark Kirk, , , , , , , , ,Economy/Jobs, , ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,36,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, Illinois,Election day exit poll, , , , , ,Creates more U.S. jobs, ,Donald Trump,Marco Rubio,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.665759682655334, ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
496523,Complete,Omit, ,Call 1,2,Donald Trump, ,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4, , , ,Donald Trump,Mark Kirk, , , , , , , , ,Government spending, , ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,36,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, Illinois,Election day exit poll, , , , , ,Creates more U.S. jobs, ,Donald Trump,Ted Cruz,Version 2,Probably vote for him,Definitely vote for him,Probably vote for him,.665759682655334, ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
502153,Complete, ,No,Call 2,2, ,No, , ,Postgraduate study,College graduate,More than High school graduate,White college degree,4,Holding steady financially,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Donald Trump,Mark Kirk,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Yes,Oppose, ,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,36,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, Illinois,Election day exit poll,Be satisfied with that choice,Just today,Last few days,In the last month,This week, ,Yes,Donald Trump, ,Version 1, , , ,.665759682655334,No,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
502209,Complete, ,No,Call 2,2, ,No, , ,High school or less,No college degree,High school graduate or less,White no college degree,4,Getting ahead financially,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Donald Trump,Mark Kirk,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,No,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,36,Can win in November,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, Illinois,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump, ,Version 1, , , ,.665759682655334,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
502264,Complete,Yes, ,Call 2,2,Donald Trump, ,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4, , , ,Donald Trump,Mark Kirk, , , , , , , , ,Government spending, , ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,36,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, Illinois,Election day exit poll, , , , , ,Creates more U.S. jobs, ,Donald Trump,Ted Cruz,Version 2,Probably vote for him,Probably vote for him,Definitely vote for him,.665759682655334, ,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
502284,Complete,Yes, ,Call 2,2,Donald Trump, ,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4, , , ,Donald Trump,Mark Kirk, , , , , , , , ,Economy/Jobs, , ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,36,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, Illinois,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Donald Trump,Ted Cruz,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.665759682655334, ,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
506271,Complete, ,No,Call 3,2, ,No, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Getting ahead financially,Angry,"Dissatisfied, but not angry or Angry",Donald Trump,Mark Kirk,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Yes,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,36,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, Illinois,Election day exit poll,Be satisfied with that choice,In the last month,Earlier than that,In the last month,Earlier than that, ,Yes,Donald Trump, ,Version 1, , , ,.665759682655334,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
506395,Complete, , ,Call 3,2, ,Yes, , , , , , ,4,Holding steady financially,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Donald Trump,Mark Kirk,Offered a chance to apply for legal status, , , , , , , ,Economy/Jobs,Yes,Support, ,Democrat,White Democrat,Democrat,Democratic Men,Moderate/Liberal,Moderate,Moderate,36,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, Illinois,Election day exit poll,Be satisfied with that choice,In the last month,Earlier than that,In the last month,Earlier than that, ,Yes,Donald Trump, ,Version 1, , , ,.665759682655334, ,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
501854,Complete, ,No,Call 2,14, ,No, , ,College graduate,College graduate,More than High school graduate,White college degree,3,Getting ahead financially,Angry,"Dissatisfied, but not angry or Angry",Donald Trump,Mark Kirk,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Yes,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,33,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs, Illinois,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump, ,Version 1, , , ,.669696271419525,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
501627,Complete, ,Yes,Call 2,11, ,Omit, , ,High school or less,No college degree,High school graduate or less,White no college degree,3,Holding steady financially,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Donald Trump, ,Omit, , , , , , , ,Omit,Omit,Omit, ,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,93,Omit,White,White,State questionnaire,White,White,Midwest,Female,White women,Suburbs,Suburbs, Illinois,Election day exit poll,Omit,Omit,Omit,Omit,Omit, ,Yes,Donald Trump, ,Version 1, , , ,.669761717319489, ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
505436,Complete, ,No,Call 3,11, ,No, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Getting ahead financially,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Donald Trump,Did not vote,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Yes,Support, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,93,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Female,White women,Suburbs,Suburbs, Illinois,Election day exit poll,Be satisfied with that choice,In the last month,Earlier than that,In the last month,Earlier than that, ,Yes,Donald Trump, ,Version 1, , , ,.669761717319489,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
502222,Complete, ,No,Call 2,2, ,No, , ,High school or less,No college degree,High school graduate or less,White no college degree,4,Holding steady financially,Angry,"Dissatisfied, but not angry or Angry",Donald Trump,James Marter,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,No,Oppose, ,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,36,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Female,White women,"Cities 10,000-50,000",Small Cities/Rural, Illinois,Election day exit poll,Be satisfied with that choice,In the last month,Earlier than that,In the last month,Earlier than that, ,No,Donald Trump, ,Version 1, , , ,.67393296957016,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
502306,Complete,Yes, ,Call 2,2,Donald Trump, ,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4, , , ,Donald Trump,James Marter, , , , , , , , ,Economy/Jobs, , ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,36,Shares my values,White,White,State questionnaire,White,White,Midwest,Female,White women,"Cities 10,000-50,000",Small Cities/Rural, Illinois,Election day exit poll, , , , , ,Creates more U.S. jobs, ,Donald Trump,Ted Cruz,Version 2,Probably vote for him,Definitely vote for him,Definitely vote for him,.67393296957016, ,65+,60+,65 or over,45+,50+,60+,65+,White 60+
505422,Complete, ,No,Call 3,8, ,No, , ,College graduate,College graduate,More than High school graduate,White college degree,2,Getting ahead financially,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Donald Trump, ,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Yes,Oppose, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,155,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Female,White women,Suburbs,Suburbs, Illinois,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump, ,Version 1, , , ,.685837805271149,No,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
501689,Complete,Yes, ,Call 2,14,Donald Trump, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate, ,3, , , ,Donald Trump,Mark Kirk, , , , , , , , ,Economy/Jobs, , ,Be from outside the political establishment,Republican, ,Republican,Republican Women,Conservative,Conservative,Very conservative,33,Can bring needed change, , ,State questionnaire, , ,Midwest,Female, ,Suburbs,Suburbs, Illinois,Election day exit poll, , , , , ,Creates more U.S. jobs, ,Donald Trump,Omit,Version 2,Omit,Omit,Definitely vote for him,.686379015445709, ,65+,60+,65 or over,45+,50+,60+,65+, 
496104,Complete, ,No,Call 1,2, ,No, , ,High school or less,No college degree,High school graduate or less,White no college degree,4,Holding steady financially,Angry,"Dissatisfied, but not angry or Angry",Donald Trump,Mark Kirk,Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Immigration,No,Support, ,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Liberal,Liberal,36,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, Illinois,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump, ,Version 1, , , ,.689447641372681,Yes,65+,60+,65 or over,45+,50+,60+,65+,White 60+
496122,Not complete, , ,Call 1,2, , , , , , , , ,4,Falling behind financially, , ,Donald Trump,Mark Kirk,Deported to the country they came from, , , , , , , , , , , , , , , , , , ,36, ,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, Illinois,Election day exit poll,Be satisfied with that choice,In the last few days,Last few days,In the last month,This week, , ,Donald Trump, ,Version 1, , , ,.689447641372681, ,65+,60+,65 or over,45+,50+,60+,65+,White 60+
496244,Complete, ,Yes,Call 1,2, ,No, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Falling behind financially,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Donald Trump,Mark Kirk,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Yes,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,36,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, Illinois,Election day exit poll,Be satisfied with that choice,In the last month,Earlier than that,In the last month,Earlier than that, ,Yes,Donald Trump, ,Version 1, , , ,.689447641372681,Yes,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
496337,Complete, ,Yes,Call 1,2, ,No, , ,High school or less,No college degree,High school graduate or less,White no college degree,4,Getting ahead financially,Angry,"Dissatisfied, but not angry or Angry",Donald Trump,Mark Kirk,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Yes,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,36,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, Illinois,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump, ,Version 1, , , ,.689447641372681,No,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
496657,Complete, ,Yes,Call 1,2, ,No, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Holding steady financially,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Donald Trump,Mark Kirk,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,No,Support, ,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,36,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, Illinois,Election day exit poll,Seriously consider voting for a third party candidate,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump, ,Version 1, , , ,.689447641372681,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
502257,Complete,No, ,Call 2,2,Donald Trump, ,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4, , , ,Donald Trump,Mark Kirk, , , , , , , , ,Terrorism, , ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,36,Shares my values,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, Illinois,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Donald Trump,Omit,Version 2,Probably vote for him,Probably vote for him,Definitely vote for him,.689447641372681, ,65+,60+,65 or over,45+,50+,60+,65+,White 60+
506327,Complete, ,No,Call 3,2, ,No, , ,College graduate,College graduate,More than High school graduate,White college degree,4,Holding steady financially,Angry,"Dissatisfied, but not angry or Angry",Donald Trump,Mark Kirk,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Government spending,Yes,Support, ,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,36,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, Illinois,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump, ,Version 1, , , ,.689447641372681,No,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
506427,Not complete,Yes, ,Call 3,6,Donald Trump, ,Very worried,Worried, , , , ,3, , , ,Donald Trump, , , , , , , , , , , , ,Have experience in politics, , , , , , , ,9, ,Other,Asian,State questionnaire,Asian,Non-white,Midwest,Female,All other races,Suburbs,Suburbs, Illinois,Election day exit poll, , , , , , , ,Donald Trump, ,Version 2, , , ,.693095743656158, , , , , , , , , 
502255,Complete, ,No,Call 2,16, ,No, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Holding steady financially,Angry,"Dissatisfied, but not angry or Angry",Donald Trump,Mark Kirk,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Yes,Support, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,97,Shares my values,White,White,State questionnaire,White,White,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump, ,Version 1, , , ,.706913530826569,Yes,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
496326,Complete, ,No,Call 1,14, ,No, , ,Postgraduate study,College graduate,More than High school graduate,White college degree,3,Holding steady financially,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Donald Trump,Mark Kirk,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Immigration,Yes,Support, ,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,33,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Female,White women,Suburbs,Suburbs, Illinois,Election day exit poll,Be satisfied with that choice,In the last month,Earlier than that,In the last month,Earlier than that, ,Yes,Donald Trump, ,Version 1, , , ,.711775243282318,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
501779,Complete,No, ,Call 2,14,Donald Trump, ,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3, , , ,Donald Trump,Mark Kirk, , , , , , , , ,Government spending, , ,Be from outside the political establishment,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,33,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Female,White women,Suburbs,Suburbs, Illinois,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Donald Trump,Ted Cruz,Version 2,Not vote for him,Probably vote for him,Definitely vote for him,.711775243282318, ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
502061,Complete, , ,Call 2,14, ,No, , ,College graduate,College graduate,More than High school graduate,White college degree,3,Holding steady financially,Angry,"Dissatisfied, but not angry or Angry",Donald Trump,Mark Kirk,Omit,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,No,Oppose, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,33,Shares my values,White,White,State questionnaire,White,White,Midwest,Female,White women,Suburbs,Suburbs, Illinois,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump, ,Version 1, , , ,.711775243282318,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
495421,Complete, ,No,Call 1,15, ,No, , ,High school or less,No college degree,High school graduate or less,White no college degree,5,Getting ahead financially,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Donald Trump,James Marter,Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,No,Oppose, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,7,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs, Illinois,Election day exit poll,Seriously consider voting for a third party candidate,Just today,Last few days,In the last month,This week, ,Yes,Donald Trump, ,Version 1, , , ,.721359550952911,Yes,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
