ID,BACKSIDE,BEATTRUMP16,CALL,CDNUM,CICDEM16,CLINBUSINESS,CLINHONEST,CLINREALISTIC,CLINTONLIB,ECONWORR,ECOWORR2,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GENDISS,GENDISS2,GEOCODE,GETAHEAD,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME16,INCWHITE,ISSDEM16,MARRIED,NCDPRS16,OBAMAPLCY,OUTSIDER16,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT16DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEREL14,RACERELCLIN,RACERELDEM16,RACERELSANDERS,REGION,SANDBUSINESS,SANDERSLIB,SANDHONEST,SANDREALISTIC,SATHCLIN,SATSANDERS,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIMENH16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,TRADE16,VERSION,WEIGHT,WHNCLINC,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,XAGEBYRACE
503286.0,Complete,,Call 3,5.0,Bernie Sanders,Too pro-business,No,,,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,,,5.0,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Health care,,Bernie Sanders,Change to more liberal policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,46.0,,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,South,About right,,Yes,,,,Male,White men,,Suburbs,Suburbs, North Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Version 1,0.531754672527313,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
491137.0,Not complete,,Call 1,5.0,,,,Realistic,,,,,,,,Not an important factor,Not an important factor,5.0,Falling behind financially,,,,,,,,,,Bernie Sanders,,,,,,,,,,,108.0,Yes,,White,White,State questionnaire,White,White,Gotten worse,,,,South,,,,Realistic,,,Male,White men,,Rural,Small Cities/Rural, North Carolina,Election day exit poll,,,,,,Version 2,0.622555673122406,,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
491135.0,Complete,,Call 1,3.0,Bernie Sanders,Omit,Omit,,,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,1.0,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Income inequality,,Bernie Sanders,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,72.0,,Can win in November,Black,Black,State questionnaire,Black,Non-white,,,,,South,About right,,Yes,,,,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Creates more U.S. jobs,Version 1,0.485028088092804,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,Black 45-59
491133.0,Complete,,Call 1,5.0,Bernie Sanders,Too pro-business,No,,,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,5.0,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Income inequality,,Bernie Sanders,Change to more liberal policies,Have experience in politics,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Very liberal,Liberal,Liberal,108.0,,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,South,About right,,Yes,,,,Female,White women,,Rural,Small Cities/Rural, North Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Version 1,0.559698402881622,Yes,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
491130.0,Complete,,Call 1,5.0,Bernie Sanders,About right,Yes,,,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,,,5.0,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Income inequality,,Bernie Sanders,Change to more liberal policies,Have experience in politics,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,108.0,,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,South,About right,,Yes,,,,Female,White women,,Rural,Small Cities/Rural, North Carolina,Election day exit poll,In the last few days,Last few days,In the last month,This month,Takes away U.S. jobs,Version 1,0.559698402881622,No,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
491128.0,Complete,Bernie Sanders,Call 1,5.0,,,,Realistic,About right,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Not an important factor,Not an important factor,5.0,Falling behind financially,,,,,,,,Income inequality,Yes,Bernie Sanders,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,108.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,,About right,,Realistic,Satisifed,Satisifed,Female,White women,Married women,Rural,Small Cities/Rural, North Carolina,Election day exit poll,,,,,,Version 2,0.601685523986816,,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
491126.0,Complete,Bernie Sanders,Call 1,5.0,,,,Not realistic,Not liberal enough,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Not an important factor,Not an important factor,5.0,Getting ahead financially,,,,,,,,Economy/Jobs,No,Bernie Sanders,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,108.0,Yes,Has the right experience,White,White,State questionnaire,White,White,Stayed about the same,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,South,,About right,,Realistic,Dissatisfied,Satisifed,Female,White women,Non married women,Rural,Small Cities/Rural, North Carolina,Election day exit poll,,,,,,Version 2,0.573494732379913,,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
491125.0,Complete,,Call 1,3.0,Bernie Sanders,Too pro-business,No,,,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,1.0,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Omit,,Bernie Sanders,Change to more liberal policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,72.0,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,South,About right,,Yes,,,,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Omit,Version 1,0.45116651058197,No,17-29,17-29,25-29,17-44,17-49,17-29,25-29,Black 17-29
491124.0,Complete,,Call 1,5.0,Bernie Sanders,Too pro-business,No,,,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,,,5.0,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,,Bernie Sanders,Generally continue Barack Obama's policies,Have experience in politics,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,Moderate or conservative,Moderate,108.0,,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,South,About right,,Yes,,,,Male,White men,,Rural,Small Cities/Rural, North Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Omit,Version 1,0.622555673122406,No,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
503259.0,Complete,Hillary Clinton,Call 3,2.0,,,,Realistic,Not liberal enough,,,College graduate,College graduate,More than High school graduate,White college degree,Not an important factor,Not an important factor,4.0,Holding steady financially,,,,,,,,Income inequality,Yes,Bernie Sanders,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,1.0,No,Cares about people like me,White,White,State questionnaire,White,White,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,,About right,,Realistic,Satisifed,Satisifed,Male,White men,Married men,Suburbs,Suburbs, North Carolina,Election day exit poll,,,,,,Version 2,0.415099561214447,,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
503256.0,Complete,Hillary Clinton,Call 3,3.0,,,,Not realistic,Too liberal,,,High school or less,No college degree,High school graduate or less,White no college degree,Not an important factor,Not an important factor,1.0,Falling behind financially,,,,,,,,Health care,No,Bernie Sanders,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,Moderate or conservative,Conservative,54.0,Yes,Honest and trustworthy,White,White,State questionnaire,White,White,Gotten worse,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,South,,About right,,Not realistic,Dissatisfied,Satisifed,Male,White men,Non married men,Rural,Small Cities/Rural, North Carolina,Election day exit poll,,,,,,Version 2,3.38155150413513,,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
503250.0,Complete,,Call 3,2.0,Hillary Clinton,About right,Yes,,,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,2.0,,,,,,,,,Terrorism,,Bernie Sanders,Omit,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,102.0,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,South,Omit,,Omit,,,,Female,Black women,,Suburbs,Suburbs, North Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Version 1,0.33106717467308,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
503249.0,Complete,,Call 3,5.0,Bernie Sanders,Too pro-business,Yes,,,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,,,5.0,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,,Bernie Sanders,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,108.0,,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,South,About right,,Yes,,,,Female,White women,,Rural,Small Cities/Rural, North Carolina,Election day exit poll,In the last few days,Last few days,In the last month,This month,Takes away U.S. jobs,Version 1,0.573494732379913,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
491914.0,Complete,Bernie Sanders,Call 1,10.0,,,,Omit,Omit,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Not an important factor,Not an important factor,5.0,Holding steady financially,,,,,,,,Health care,No,Bernie Sanders,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,12.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,Stayed about the same,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,South,,About right,,Realistic,Dissatisfied,Satisifed,Male,White men,Non married men,Suburbs,Suburbs, North Carolina,Election day exit poll,,,,,,Version 2,0.51756763458252,,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
495143.0,Complete,,Call 1,13.0,Bernie Sanders,Omit,No,,,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,2.0,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,,Bernie Sanders,Change to less liberal policies,Have experience in politics,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,95.0,,Cares about people like me,White,White,State questionnaire,White,White,,,,,South,Too anti-business,,Yes,,,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,In the last few days,Last few days,In the last month,This month,Creates more U.S. jobs,Version 1,1.06656658649445,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
503230.0,Complete,,Call 3,3.0,Bernie Sanders,Too anti-business,No,,,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,White college degree,,,1.0,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,,Bernie Sanders,Change to more liberal policies,Be from outside the political establishment,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,54.0,,Cares about people like me,White,White,State questionnaire,White,White,,,,,South,About right,,Yes,,,,Male,White men,,Rural,Small Cities/Rural, North Carolina,Election day exit poll,Just today,Last few days,In the last month,This month,Takes away U.S. jobs,Version 1,3.46490526199341,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
503229.0,Complete,Bernie Sanders,Call 3,5.0,,,,Realistic,Not liberal enough,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Not an important factor,Not an important factor,5.0,Holding steady financially,,,,,,,,Income inequality,Yes,Bernie Sanders,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,108.0,Yes,Can win in November,White,White,State questionnaire,White,White,Stayed about the same,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,,About right,,Realistic,Satisifed,Satisifed,Male,White men,Married men,Rural,Small Cities/Rural, North Carolina,Election day exit poll,,,,,,Version 2,0.637901425361633,,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
503223.0,Complete,Hillary Clinton,Call 3,5.0,,,,Realistic,About right,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Not an important factor,Not an important factor,5.0,Omit,,,,,,,,Economy/Jobs,No,Bernie Sanders,,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,46.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Stayed about the same,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,,About right,,Realistic,Satisifed,Satisifed,Male,Black men,Non married men,Suburbs,Suburbs, North Carolina,Election day exit poll,,,,,,Version 2,0.213660672307014,,17-29,17-29,17-24,17-44,17-49,17-29,17-24,Black 17-29
503215.0,Complete,Bernie Sanders,Call 3,12.0,,,,Realistic,About right,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Not an important factor,Not an important factor,3.0,Holding steady financially,,,,,,,,Health care,No,Bernie Sanders,,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,66.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Gotten better,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,,About right,,Realistic,Dissatisfied,Satisifed,Female,Black women,Non married women,"Cities over 500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,,,Version 2,0.363174706697464,,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+
503214.0,Complete,Bernie Sanders,Call 3,2.0,,,,Not realistic,About right,,,College graduate,College graduate,More than High school graduate,White college degree,Not an important factor,Not an important factor,2.0,Holding steady financially,,,,,,,,Economy/Jobs,No,Bernie Sanders,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,102.0,No,Cares about people like me,White,White,State questionnaire,White,White,Gotten worse,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,South,,Too liberal,,Realistic,Dissatisfied,Satisifed,Male,White men,Non married men,Suburbs,Suburbs, North Carolina,Election day exit poll,,,,,,Version 2,0.907885134220123,,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
503211.0,Complete,Bernie Sanders,Call 3,5.0,,,,Not realistic,Too liberal,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Not an important factor,Not an important factor,5.0,Holding steady financially,,,,,,,,Terrorism,Yes,Bernie Sanders,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,46.0,Yes,Honest and trustworthy,White,White,State questionnaire,White,White,Gotten worse,Only Sanders or Neither of them,Neither of them,Only Clinton or Neither of them,South,,Too liberal,,Not realistic,Dissatisfied,Dissatisfied,Male,White men,Married men,Suburbs,Suburbs, North Carolina,Election day exit poll,,,,,,Version 2,0.571645498275757,,65+,60+,65 or over,45+,50+,60+,65+,White 60+
495111.0,Complete,Hillary Clinton,Call 1,13.0,,,,Realistic,Not liberal enough,,,College graduate,College graduate,More than High school graduate,White college degree,Not an important factor,Not an important factor,2.0,Holding steady financially,,,,,,,,Economy/Jobs,Yes,Bernie Sanders,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,95.0,Yes,Honest and trustworthy,White,White,State questionnaire,White,White,Stayed about the same,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,,About right,,Realistic,Satisifed,Satisifed,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,,,Version 2,1.18634808063507,,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
503205.0,Complete,Hillary Clinton,Call 3,12.0,,,,Realistic,Not liberal enough,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Not an important factor,Not an important factor,3.0,Getting ahead financially,,,,,,,,Economy/Jobs,No,Bernie Sanders,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,66.0,No,Cares about people like me,White,White,State questionnaire,White,White,Stayed about the same,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,,About right,,Realistic,Satisifed,Satisifed,Female,White women,Non married women,"Cities over 500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,,,Version 2,0.692407369613647,,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
503199.0,Complete,,Call 3,10.0,Hillary Clinton,About right,Yes,,,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,,,5.0,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Income inequality,,Bernie Sanders,Generally continue Barack Obama's policies,Have experience in politics,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,13.0,,Cares about people like me,White,White,State questionnaire,White,White,,,,,South,About right,,Yes,,,,Male,White men,,Suburbs,Suburbs, North Carolina,Election day exit poll,In the last few days,Last few days,In the last month,This month,Creates more U.S. jobs,Version 1,0.77216237783432,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
503196.0,Complete,Bernie Sanders,Call 3,5.0,,,,Realistic,Omit,,,High school or less,No college degree,High school graduate or less,White no college degree,One of several important factors,The single most important factor or one of several important factors,5.0,Falling behind financially,,,,,,,,Terrorism,Yes,Bernie Sanders,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,46.0,Yes,Honest and trustworthy,White,White,State questionnaire,White,White,Gotten worse,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,South,,About right,,Realistic,Dissatisfied,Satisifed,Female,White women,Married women,Suburbs,Suburbs, North Carolina,Election day exit poll,,,,,,Version 2,0.513928472995758,,65+,60+,65 or over,45+,50+,60+,65+,White 60+
503191.0,Complete,,Call 3,12.0,Bernie Sanders,Too pro-business,No,,,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,White college degree,,,3.0,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,,Bernie Sanders,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,66.0,,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,South,About right,,Yes,,,,Female,White women,,"Cities over 500,000","Cities over 50,000", North Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Creates more U.S. jobs,Version 1,0.692407369613647,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
503190.0,Complete,,Call 3,2.0,Bernie Sanders,Too pro-business,No,,,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,2.0,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and non white",Economy/Jobs,,Bernie Sanders,Change to more liberal policies,Have experience in politics,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Moderate,Moderate or conservative,Moderate,102.0,,Honest and trustworthy,Other,Asian,State questionnaire,Asian,Non-white,,,,,South,Too anti-business,,Yes,,,,Male,All other races,,Suburbs,Suburbs, North Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Version 1,0.930264115333557,No,45-65,30-59,50-59,45+,50+,45-59,50-64,All others
503188.0,Complete,,Call 3,5.0,Bernie Sanders,Too anti-business,No,,,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,,,5.0,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,,Bernie Sanders,Change to more liberal policies,Have experience in politics,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,Moderate or conservative,Moderate,108.0,,Has the right experience,White,White,State questionnaire,White,White,,,,,South,About right,,Yes,,,,Male,White men,,Rural,Small Cities/Rural, North Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Creates more U.S. jobs,Version 1,0.637901425361633,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
503185.0,Complete,,Call 3,5.0,Bernie Sanders,Too pro-business,No,,,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,,,5.0,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Health care,,Bernie Sanders,Change to more liberal policies,Have experience in politics,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,Moderate or conservative,Conservative,46.0,,Can win in November,White,White,State questionnaire,White,White,,,,,South,Too pro-business,,Yes,,,,Male,White men,,Suburbs,Suburbs, North Carolina,Election day exit poll,In the last few days,Last few days,In the last month,This month,Takes away U.S. jobs,Version 1,0.571645498275757,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
503184.0,Complete,Bernie Sanders,Call 3,6.0,,,,Realistic,About right,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Not an important factor,Not an important factor,4.0,Falling behind financially,,,,,,,,Economy/Jobs,Yes,Bernie Sanders,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,36.0,Yes,Honest and trustworthy,White,White,State questionnaire,White,White,Stayed about the same,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,,About right,,Realistic,Satisifed,Satisifed,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,,,Version 2,0.733747720718384,,65+,60+,65 or over,45+,50+,60+,65+,White 60+
503181.0,Complete,Hillary Clinton,Call 3,2.0,,,,Realistic,About right,,,College graduate,College graduate,More than High school graduate,Non white college degree,Not an important factor,Not an important factor,2.0,Holding steady financially,,,,,,,,Terrorism,No,Bernie Sanders,,,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Somewhat liberal,Liberal,Liberal,101.0,Yes,Can win in November,Black,Black,State questionnaire,Black,Non-white,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,,About right,,Not realistic,Satisifed,Satisifed,Female,Black women,Non married women,Suburbs,Suburbs, North Carolina,Election day exit poll,,,,,,Version 2,0.416806995868683,,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
504060.0,Complete,,Call 3,4.0,Bernie Sanders,About right,No,,,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,2.0,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Economy/Jobs,,Bernie Sanders,Change to more liberal policies,Have experience in politics,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,Very liberal,Liberal,Liberal,99.0,,Honest and trustworthy,Other,Other,State questionnaire,Other,Non-white,,,,,South,Too pro-business,,Yes,,,,Male,All other races,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Version 1,1.72163724899292,No,45-65,30-59,50-59,45+,50+,45-59,50-64,All others
503178.0,Complete,,Call 3,12.0,Bernie Sanders,Too pro-business,No,,,Very worried,Worried,College graduate,College graduate,More than High school graduate,,,,3.0,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999",,Economy/Jobs,,Bernie Sanders,Change to less liberal policies,Have experience in politics,Independent/Something else,,,Something else,,Somewhat liberal,Liberal,Liberal,66.0,,Honest and trustworthy,,,State questionnaire,,,,,,,South,About right,,Yes,,,,Male,,,"Cities over 500,000","Cities over 50,000", North Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Has no effect on U.S. jobs,Version 1,0.574837148189545,No,17-29,17-29,25-29,17-44,17-49,17-29,25-29,
503177.0,Complete,,Call 3,2.0,Bernie Sanders,About right,No,,,Not at all worried,Not worried,Postgraduate study,College graduate,More than High school graduate,White college degree,,,2.0,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Income inequality,,Bernie Sanders,Change to more liberal policies,Be from outside the political establishment,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,102.0,,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,South,About right,,Yes,,,,Female,White women,,Suburbs,Suburbs, North Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Version 1,0.836338639259338,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
495076.0,Complete,Bernie Sanders,Call 1,13.0,,,,Realistic,About right,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Not an important factor,Not an important factor,2.0,Getting ahead financially,,,,,,,,Economy/Jobs,Yes,Bernie Sanders,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,95.0,Yes,Honest and trustworthy,White,White,State questionnaire,White,White,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,,About right,,Realistic,Satisifed,Satisifed,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,,,Version 2,1.18634808063507,,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
