id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,arrprs16,backside,betrayed,brnagain,call,cdnum,econrep1,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,intcrisi,issrep16,muslimba,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,satcruz,satrubio,sattrump,scotusre,sex,sexbyrac,sharerel,sharer_1,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,unfairre,version,vetvoter,weight,whnclinc,whtevang
418505,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Marco Rubio,Not complete,No, ,Call 3,2, ,Very worried,Worried, , , , ,3, , , , , , , , , , , , , ,Have experience in politics,45+,18-64, , , , , , , ,82, ,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",Arkansas,Election day exit poll, , , , ,Not Donald Trump, ,Version 2,No,.446745336055756, , 
418507,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Donald Trump,Complete, ,Yes,Call 3,4, , , ,High school or less,No college degree,High school graduate or less,White no college degree,5,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,53,Tells it like it is,White,White,State questionnaire,White,White,South,Satisfied,Dissatisfied,Satisfied,Donald Trump,Male,White men, , ,Suburbs,Suburbs,Arkansas,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1, ,1.01863718032837,No,White Born-again/Evangelical Christians
418515,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Ted Cruz,Complete,Yes,Yes,Call 3,2,Ted Cruz,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,2, , , , , , , , , , ,Ted Cruz,Economy/Jobs, ,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,28,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",Arkansas,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,Yes,.565445780754089, ,White Born-again/Evangelical Christians
418517,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Donald Trump,Not complete,No, ,Call 3,3, ,Somewhat worried,Worried, , , , ,4, , , , , , , , , , , , , ,Have experience in politics,45+,18-64, , , , , , , ,100, ,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Suburbs,Suburbs,Arkansas,Election day exit poll, , , , ,Donald Trump, ,Version 2,No,.85497772693634, , 
418518,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Marco Rubio,Not complete,No, ,Call 3,2, ,Somewhat worried,Worried, , , , ,3, , , , , , , , , , , , , ,Be from outside the political establishment,45+,18-64, , , , , , , ,82, ,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Not much,Not much or not at all,"Cities 50,000-500,000","Cities over 50,000",Arkansas,Election day exit poll, , , , ,Not Donald Trump, ,Version 2,No,.446745336055756, , 
418521,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Donald Trump,Complete, ,Yes,Call 3,2, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Immigration,Support, ,45+,65+,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,70,Tells it like it is,White,White,State questionnaire,White,White,South,Omit,Omit,Satisfied,Donald Trump,Male,White men, , ,"Cities 50,000-500,000","Cities over 50,000",Arkansas,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1, ,.520313739776611,Yes,White Born-again/Evangelical Christians
418522,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Donald Trump,Not complete,No, ,Call 3,4, ,Very worried,Worried, , , , ,5, , , , , , , , , , , , , ,Be from outside the political establishment,18-44,18-64, , , , , , , ,53, ,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Suburbs,Suburbs,Arkansas,Election day exit poll, , , , ,Donald Trump, ,Version 2,No,1.26507890224457, , 
418526,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Donald Trump,Complete,No,No,Call 3,4,Donald Trump,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5, , , , , , , , , , ,Omit,Economy/Jobs, ,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,38,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs,Arkansas,Election day exit poll, , , , ,Donald Trump,Omit,Version 2,No,.908243298530579, ,All others
418528,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Marco Rubio,Complete,No,Yes,Call 3,2,Marco Rubio,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2, , , , , , , , , , ,Ted Cruz,Economy/Jobs, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,28,Can win in November,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",Arkansas,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,.68470698595047, ,White Born-again/Evangelical Christians
418537,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Marco Rubio,Complete,No,Yes,Call 3,2,Marco Rubio,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,3, , , , , , , , , , ,Marco Rubio,Terrorism, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,82,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",Arkansas,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,.424388378858566, ,White Born-again/Evangelical Christians
418538,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Marco Rubio,Complete, ,Yes,Call 3,2, , , ,High school or less,No college degree,High school graduate or less,White no college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism,Oppose, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,70,Shares my values,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Dissatisfied,John Kasich,Male,White men, , ,"Cities 50,000-500,000","Cities over 50,000",Arkansas,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,Version 1, ,.499915927648544,No,White Born-again/Evangelical Christians
418541,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Donald Trump,Complete,No,Yes,Call 3,4,Donald Trump,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5, , , , , , , , , , ,Ted Cruz,Terrorism, ,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,53,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs,Arkansas,Election day exit poll, , , , ,Donald Trump,Marco Rubio,Version 2,No,.941565930843353, ,White Born-again/Evangelical Christians
418546,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Donald Trump,Complete, ,Yes,Call 3,2, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Government spending,Support, ,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,28,Tells it like it is,White,White,State questionnaire,White,White,South,Satisfied,Dissatisfied,Satisfied,Donald Trump,Male,White men, , ,"Cities 50,000-500,000","Cities over 50,000",Arkansas,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1, ,.540415525436401,No,White Born-again/Evangelical Christians
418552,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Donald Trump,Complete, ,Yes,Call 3,4, , , ,College graduate,College graduate,More than High school graduate,White college degree,5,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Terrorism,Support, ,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,38,Tells it like it is,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Satisfied,Donald Trump,Male,White men, , ,Suburbs,Suburbs,Arkansas,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1, ,.919181644916534,No,White Born-again/Evangelical Christians
418554,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Marco Rubio,Complete, ,No,Call 3,2, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Economy/Jobs,Oppose, ,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,82,Shares my values,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Dissatisfied,Marco Rubio,Female,White women, , ,"Cities 50,000-500,000","Cities over 50,000",Arkansas,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, ,Version 1, ,.489924877882004,No,All others
418555,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Marco Rubio,Complete, ,No,Call 3,2, , , ,College graduate,College graduate,More than High school graduate,White college degree,3,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Terrorism,Oppose, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,70,Shares my values,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Dissatisfied,Marco Rubio,Female,White women, , ,"Cities 50,000-500,000","Cities over 50,000",Arkansas,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Version 1, ,.575194180011749,No,All others
418560,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Ted Cruz,Complete, ,Yes,Call 3,2, , , ,College graduate,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Government spending,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,28,Can bring needed change,White,White,State questionnaire,White,White,South,Satisfied,Dissatisfied,Dissatisfied,Ted Cruz,Female,White women, , ,"Cities 50,000-500,000","Cities over 50,000",Arkansas,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, ,Version 1, ,.545466661453247,No,White Born-again/Evangelical Christians
418565,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Marco Rubio,Complete,No,Yes,Call 3,2,Donald Trump,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,3, , , , , , , , , , ,Donald Trump,Terrorism, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,70,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",Arkansas,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Version 2,No,.524499416351318, ,White Born-again/Evangelical Christians
418569,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Donald Trump,Complete,Yes, ,Call 3,2,Donald Trump,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2, , , , , , , , , , ,Donald Trump,Economy/Jobs, ,Be from outside the political establishment,18-44,18-64,Democrat,White Democrat,Democrat,Democratic Women,Moderate/Liberal,Moderate,Moderate,28,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",Arkansas,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Version 2,No,.499527096748352, ,All others
418571,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Donald Trump,Complete,Yes,Yes,Call 3,3,Donald Trump,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4, , , , , , , , , , ,Donald Trump,Terrorism, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,24,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Suburbs,Suburbs,Arkansas,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Version 2,No,.498607039451599, ,White Born-again/Evangelical Christians
418572,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Marco Rubio,Complete,Yes,No,Call 3,2,Marco Rubio,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3, , , , , , , , , , ,Marco Rubio,Terrorism, ,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,82,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Not at all,Not much or not at all,"Cities 50,000-500,000","Cities over 50,000",Arkansas,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,Yes,.484073579311371, ,All others
418577,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Donald Trump,Complete, ,Yes,Call 3,4, , , , , , , ,5,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Government spending,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,38,Tells it like it is,White,White,State questionnaire,White,White,South,Satisfied,Dissatisfied,Satisfied,Donald Trump,Male,White men, , ,Suburbs,Suburbs,Arkansas,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1, ,.982586920261383,No,White Born-again/Evangelical Christians
418582,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Marco Rubio,Complete, ,Yes,Call 3,4, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Government spending,Oppose, ,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,43,Can bring needed change,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Dissatisfied,Marco Rubio,Male,White men, , ,Rural,Small Cities/Rural,Arkansas,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,Version 1, ,.64418226480484,No,White Born-again/Evangelical Christians
418583,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Donald Trump,Complete,No,Yes,Call 3,2,Donald Trump,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3, , , , , , , , , , ,Ted Cruz,Terrorism, ,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,70,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",Arkansas,Election day exit poll, , , , ,Donald Trump,Omit,Version 2,No,.514121949672699, ,White Born-again/Evangelical Christians
418585,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Ted Cruz,Complete,Yes,No,Call 3,2,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2, , , , , , , , , , ,Ted Cruz,Terrorism, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,28,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Not at all,Not much or not at all,"Cities 50,000-500,000","Cities over 50,000",Arkansas,Election day exit poll, , , , ,Not Donald Trump,Marco Rubio,Version 2,Yes,.495727568864822, ,All others
418589,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Donald Trump,Complete, ,Yes,Call 3,3, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending,Oppose, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,24,Can bring needed change,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Satisfied,Donald Trump,Female,White women, , ,Suburbs,Suburbs,Arkansas,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, ,Version 1, ,.620647013187408,No,White Born-again/Evangelical Christians
418591,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Marco Rubio,Not complete, , ,Call 3,1, , , , , , , ,2, , ,Offered a chance to apply for legal status, , , , , , , , , , , ,45+,65+, , , , , , , ,54, ,White,White,State questionnaire,White,White,South,Omit,Satisfied,Dissatisfied, ,Female,White women, , ,Suburbs,Suburbs,Arkansas,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,Version 1, ,1.19458293914795, , 
418592,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Ted Cruz,Complete,Yes,Yes,Call 3,2,Ted Cruz,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,3, , , , , , , , , , ,Ted Cruz,Economy/Jobs, ,Have experience in politics,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Very conservative,70,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",Arkansas,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,.53708952665329, ,White Born-again/Evangelical Christians
418597,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Donald Trump,Complete,Yes,Yes,Call 3,4,Donald Trump,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5, , , , , , , , , , ,Donald Trump,Government spending, ,Be from outside the political establishment,45+,18-64,Democrat,White Democrat,Democrat,Democratic Men,Conservative,Conservative,Somewhat conservative,38,Can win in November,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,Suburbs,Suburbs,Arkansas,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Version 2,No,.984132468700409, ,White Born-again/Evangelical Christians
418600,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Donald Trump,Complete, ,Yes,Call 3,2, , , ,High school or less,No college degree,High school graduate or less,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Immigration,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,28,Can win in November,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Satisfied,Donald Trump,Female,White women, , ,"Cities 50,000-500,000","Cities over 50,000",Arkansas,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, ,Version 1, ,.621792256832123,No,White Born-again/Evangelical Christians
418606,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,Ben Carson,Complete,No,Yes,Call 3,2,Marco Rubio,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,3, , , , , , , , , , ,Marco Rubio,Government spending, ,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,70,Shares my values,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,South, , , , ,Male,Latino men,A great deal,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",Arkansas,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,.669443905353546, ,All others
418608,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Donald Trump,Complete,Yes,Yes,Call 3,4,Donald Trump,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,5, , , , , , , , , , ,Donald Trump,Terrorism, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,43,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Rural,Small Cities/Rural,Arkansas,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Version 2,No,.767359614372253, ,White Born-again/Evangelical Christians
418609,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Donald Trump,Complete, ,No,Call 3,1, , , ,College graduate,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Economy/Jobs,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,54,Can bring needed change,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Satisfied,Marco Rubio,Female,White women, , ,Suburbs,Suburbs,Arkansas,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, ,Version 1, ,1.71940207481384,No,All others
418610,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Donald Trump,Complete, ,Yes,Call 3,3, , , ,High school or less,No college degree,High school graduate or less,Non white no college degree,4,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white", ,Economy/Jobs,Support, ,45+,18-64,Independent/Something else,All Other,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,24,Tells it like it is,Other,American Indian,State questionnaire,Other,Non-white,South,Dissatisfied,Dissatisfied,Satisfied,Donald Trump,Male,All other races, , ,Suburbs,Suburbs,Arkansas,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, ,Version 1, ,.539420127868652,No,All others
418611,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Marco Rubio,Complete,No,No,Call 3,2,Marco Rubio,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, , , , , , , , , , ,Marco Rubio,Terrorism, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,28,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",Arkansas,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,.631907343864441, ,All others
418619,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Donald Trump,Complete,Yes,No,Call 3,4,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,5, , , , , , , , , , ,Donald Trump,Terrorism, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,38,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs,Arkansas,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Version 2,No,.908243298530579, ,All others
418625,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Ben Carson,Complete, ,Yes,Call 3,2, , , ,High school or less,No college degree,High school graduate or less,White no college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,70,Shares my values,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Dissatisfied,Marco Rubio,Female,White women, , ,"Cities 50,000-500,000","Cities over 50,000",Arkansas,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,Version 1, ,.47454097867012,No,White Born-again/Evangelical Christians
418626,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Ted Cruz,Complete,No,No,Call 3,1,Ted Cruz,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, , , , , , , , , , ,Ted Cruz,Economy/Jobs, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,54,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Not at all,Not much or not at all,Suburbs,Suburbs,Arkansas,Election day exit poll, , , , ,Not Donald Trump,John Kasich,Version 2,No,1.19238948822021, ,All others
