id,backside,break12c,breakfac,breakimp,brnagain,call,cdnum,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,issrep16,latino,latinos,nvrprs16,outsider,party,partybyr,partyia,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,raceai,region,sex,sexbyrac,sizeplac,sizeplc3,spanishq,stanum,telepoll,timeia16,timeprif,timeprim,timepriw,trumpvot,version,weight,whtevang,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
122852,Complete,One of several important factors,A factor,Important,No,Call 2,1,High school or less,No college degree,High school graduate or less,Non white no college degree,2,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Economy/Jobs,Yes,Yes,Marco Rubio,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,41,Shares my values,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Male,Latino men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,.882010221481323,All others,17-29,17-29,17-24,17-44,17-49,17-29,17-24,Latino 17-29
122853,Complete,A minor factor,A factor,Not important,Yes,Call 3,1,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2,Omit,Omit,Immigration,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,54,Omit,Other,Other,State questionnaire,Other,Non-white,Other,West,Male,All other races,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 1,.681384265422821,All others,65+,60+,65 or over,45+,50+,60+,65+,All others
122854,Complete,One of several important factors,A factor,Important,No,Call 3,3,Postgraduate study,College graduate,More than High school graduate,Non white college degree,2,Angry,"Dissatisfied, but not angry or Angry",Economy/Jobs,Yes,Yes,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,60,Shares my values,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Male,Latino men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,1.08265841007233,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Latino 30-44
122855,Complete,Omit,Omit,Omit,No,Call 3,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Economy/Jobs,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,10,Tells it like it is,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Donald Trump,Version 1,.831607222557068,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
122856,Complete,One of several important factors,A factor,Important,Yes,Call 3,3,College graduate,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Immigration,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,60,Tells it like it is,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump,Version 1,1.08265841007233,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
122857,Complete,One of several important factors,A factor,Important,Yes,Call 3,1,College graduate,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Government spending,No,No,Ted Cruz,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,54,Shares my values,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,1.07795667648315,White Born-again/Evangelical Christians,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
122858,Complete,Omit,Omit,Omit,No,Call 3,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Economy/Jobs,No,No,Marco Rubio,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,10,Can win in November,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,.863183617591858,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
122859,Complete,The most important factor,A factor,Important,No,Call 2,1,College graduate,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Government spending,No,No,Marco Rubio,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,41,Shares my values,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,.933865129947662,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
122860,Complete,Omit,Omit,Omit,No,Call 3,3,College graduate,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Terrorism,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,60,Tells it like it is,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,1.08265841007233,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
122861,Complete,One of several important factors,A factor,Important,Yes,Call 3,3,College graduate,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Terrorism,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,66,Can bring needed change,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,.65591961145401,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
122862,Complete,One of several important factors,A factor,Important,No,Call 3,1, , , , ,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Terrorism,No,No,Donald Trump,Be from outside the political establishment,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,54,Shares my values,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump,Version 1,.681384265422821,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
122863,Complete,One of several important factors,A factor,Important,Yes,Call 3,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Economy/Jobs,No,No,Donald Trump,Omit,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,60,Shares my values,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,1.08265841007233,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
122864,Complete,One of several important factors,A factor,Important,Yes,Call 3,1,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Government spending,No,No,Marco Rubio,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,61,Can bring needed change,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,1.48899173736572,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
122865,Complete,The most important factor,A factor,Important,No,Call 3,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Government spending,No,No,Marco Rubio,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,66,Shares my values,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,.793785333633423,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
122866,Complete,A minor factor,A factor,Not important,Yes,Call 2,1,College graduate,College graduate,More than High school graduate,Non white college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Economy/Jobs,Yes,Yes,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,41,Can bring needed change,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Female,Latino women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,.822758615016937,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Latino 30-44
122867,Complete,The most important factor,A factor,Important,No,Call 3,3,College graduate,College graduate,More than High school graduate,Non white college degree,2,Angry,"Dissatisfied, but not angry or Angry",Government spending,Yes,Yes,Marco Rubio,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,10,Can win in November,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Female,Latino women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,.841622292995453,All others,45-65,60+,60-64,45+,50+,60+,50-64,Latino 60+
122868,Complete,Not a factor at all,Not a factor,Not important,No,Call 3,3,College graduate,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Economy/Jobs,No,No,Marco Rubio,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,59,Shares my values,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump,Version 1,1.03380465507507,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
122869,Complete,Not a factor at all,Not a factor,Not important,No,Call 3,1,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Omit,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,54,Tells it like it is,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,.664364039897919,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
122870,Complete,One of several important factors,A factor,Important,No,Call 3,3,High school or less,No college degree,High school graduate or less,Non white no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Terrorism,Yes,Yes,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,66,Tells it like it is,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Female,Latino women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,.644013345241547,All others,17-29,17-29,25-29,17-44,17-49,17-29,25-29,Latino 17-29
122871,Complete,One of several important factors,A factor,Important,Yes,Call 2,1,High school or less,No college degree,High school graduate or less,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Economy/Jobs,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,41,Can win in November,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,.752394676208496,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
122872,Complete,Omit,Omit,Omit,No,Call 3,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Economy/Jobs,No,No,Marco Rubio,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,10,Can win in November,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump,Version 1,.920330822467804,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
122873,Complete,One of several important factors,A factor,Important,Yes,Call 3,3,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Immigration,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,60,Shares my values,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,.965336501598358,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
122874,Complete,One of several important factors,A factor,Important,Yes,Call 3,1,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Economy/Jobs,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,54,Tells it like it is,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 1,.681384265422821,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
122875,Complete,One of several important factors,A factor,Important,Yes,Call 3,1,College graduate,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Economy/Jobs,No,No,Ted Cruz,Omit,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,61,Can bring needed change,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,1.85044884681702,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
122876,Complete,One of several important factors,A factor,Important,No,Call 3,3,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Terrorism,No,No,Marco Rubio,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,59,Can win in November,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,1.00798141956329,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
122877,Complete,One of several important factors,A factor,Important,Yes,Call 3,3,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Government spending,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,66,Tells it like it is,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,.6993448138237,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
122878,Complete,One of several important factors,A factor,Important,Yes,Call 2,1,College graduate,College graduate,More than High school graduate,Non white college degree,2,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",Immigration,Yes,Yes,Donald Trump,Be from outside the political establishment,Independent/Something else,Latino Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,41,Tells it like it is,Other,Black,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Male,Latino men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,1.12977921962738,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,Latino 45-59
122879,Complete,One of several important factors,A factor,Important,No,Call 3,1,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Economy/Jobs,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,54,Shares my values,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,.681384265422821,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
122880,Complete,One of several important factors,A factor,Important,Yes,Call 3,3,College graduate,College graduate,More than High school graduate, ,2,Angry,"Dissatisfied, but not angry or Angry",Immigration,No,No,Donald Trump,Be from outside the political establishment,Republican, ,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,60,Tells it like it is, , ,State questionnaire, , , ,West,Male, ,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 1,.8173987865448,All others,65+,60+,65 or over,45+,50+,60+,65+, 
122881,Complete,One of several important factors,A factor,Important,Yes,Call 3,3,College graduate,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Economy/Jobs,No,No,Marco Rubio,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,59,Can win in November,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,1.03380465507507,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
122882,Complete,One of several important factors,A factor,Important,No,Call 3,3,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Government spending,No,No,Jeb Bush,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,10,Shares my values,Black,Black,State questionnaire,Black,Non-white,Black,West,Female,Black women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,.145339086651802,All others,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+
122883,Complete,The most important factor,A factor,Important,Yes,Call 3,3,College graduate,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Economy/Jobs,No,No,Marco Rubio,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,66,Can win in November,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,.793785333633423,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
122884,Complete,One of several important factors,A factor,Important,No,Call 3,1,Postgraduate study,College graduate,More than High school graduate,Non white college degree,2,Angry,"Dissatisfied, but not angry or Angry",Terrorism,Yes,Yes,Ted Cruz,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,61,Can bring needed change,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Female,Latino women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,1.85044884681702,All others,45-65,60+,60-64,45+,50+,60+,50-64,Latino 60+
122885,Complete,The most important factor,A factor,Important,Yes,Call 2,1,High school or less,No college degree,High school graduate or less,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Terrorism,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men, , , ,41,Tells it like it is,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,.77167010307312,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
122886,Complete,Omit,Omit,Omit,Yes,Call 3,1,College graduate,College graduate,More than High school graduate,Non white college degree,2,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Omit,Yes,Yes,Marco Rubio,Have experience in politics,Republican,All Republicans,Republican, ,Conservative,Conservative,Very conservative,54,Can bring needed change,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West, , ,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,.825386703014374,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,Latino 45-59
122887,Complete,A minor factor,A factor,Not important,Yes,Call 3,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Immigration,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,60,Tells it like it is,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,1.05561482906342,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
122888,Complete,The most important factor,A factor,Important,No,Call 3,3,College graduate,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Economy/Jobs,No,No,Marco Rubio,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,59,Can win in November,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,1.03380465507507,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
122889,Complete,One of several important factors,A factor,Important,Yes,Call 3,3,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Economy/Jobs,No,No,Marco Rubio,Omit,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,66,Can win in November,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,.814121186733246,White Born-again/Evangelical Christians,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
122890,Complete,The most important factor,A factor,Important,No,Call 3,3,College graduate,College graduate,More than High school graduate,Non white college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Economy/Jobs,No,No,Ted Cruz,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,10,Shares my values,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Male,Latino men,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,1.20309722423553,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,Latino 45-59
122891,Complete,The most important factor,A factor,Important,Yes,Call 2,1,High school or less,No college degree,High school graduate or less,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Terrorism,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,41,Tells it like it is,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,.77167010307312,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
122892,Complete,One of several important factors,A factor,Important,No,Call 3,1,College graduate,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Economy/Jobs,No,No,Marco Rubio,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,61,Shares my values,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,1.48899173736572,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
122893,Complete,Not a factor at all,Not a factor,Not important,No,Call 3,3,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Terrorism,No,No,Marco Rubio,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,59,Can win in November,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,1.03380465507507,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
122894,Complete,One of several important factors,A factor,Important,Yes,Call 3,1,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Government spending,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,54,Can bring needed change,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump,Version 1,.664364039897919,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
122895,Complete,One of several important factors,A factor,Important,Yes,Call 3,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Economy/Jobs, , ,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,66,Can bring needed change,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities 50,000-500,000","Cities over 50,000", ,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,.65591961145401,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
