id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,betrayed,brnagain,call,cdnum,cruzhone,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,getahead,gop20162,gop201_1,gop201_2,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,muslimba,ohrprs16,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,prevpri,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,rubiohon,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,thirdpar,timenh16,timeprif,timeprim,timepriw,trade16,trumphon,trumpvot,unfairre,version,votenovc,votenovr,votenovt,weight,whnclinc,whtevang
498318,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No, ,Call 2,10, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5, ,Donald Trump,Donald Trump,Donald Trump, , , , , , , , , , ,Economy/Jobs, ,Donald Trump,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,115, ,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Ohio,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Donald Trump,Donald Trump,Version 2,Probably vote for him,Probably vote for him,Definitely vote for him,.49410605430603, , 
498333,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,No, ,Call 2,12, ,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4, ,Donald Trump,Donald Trump,Donald Trump, , , , , , , , , , ,Terrorism, ,Donald Trump,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,85, ,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Donald Trump,Ted Cruz,Version 2,Probably vote for him,Not vote for him,Definitely vote for him,.942066490650177, , 
498341,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Yes,Call 2,10,No, , ,High school or less,No college degree,High school graduate or less,White no college degree,5,Holding steady financially, , , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Terrorism,Support,Donald Trump, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,65,Yes,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Yes,Female,White women,Suburbs,Suburbs,Ohio,Election day exit poll,Seriously consider voting for a third party candidate,Sometime last week,Earlier than that,In the last month,This week, ,Yes,Donald Trump, ,Version 1, , , ,.609608829021454,Yes,White Born-again/Evangelical Christians
498355,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 2,10,No, , ,College graduate,College graduate,More than High school graduate,White college degree,5,Falling behind financially, , , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Government spending,Support,Donald Trump, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,119,Yes,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Yes,Female,White women,Suburbs,Suburbs,Ohio,Election day exit poll,Be satisfied with that choice,In the last month,Earlier than that,In the last month,Earlier than that, ,Yes,Donald Trump, ,Version 1, , , ,.614783644676209,No,All others
498356,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 2,14,No, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Getting ahead financially, , , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from, , , , , , , ,Terrorism,Support,Donald Trump, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,147,No,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Yes,Female,White women,Suburbs,Suburbs,Ohio,Election day exit poll,Be satisfied with that choice,Sometime last week,Earlier than that,In the last month,This week, ,Yes,Donald Trump, ,Version 1, , , ,1.5304571390152, ,White Born-again/Evangelical Christians
498362,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, ,Call 2,2, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3, ,Donald Trump,Donald Trump,Donald Trump, , , , , , , , , , ,Economy/Jobs, ,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,6, ,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Donald Trump,Marco Rubio,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,1.07163596153259, , 
498364,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, ,Call 2,1, ,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,5, ,Donald Trump,Donald Trump,Donald Trump, , , , , , , , , , ,Immigration, ,Donald Trump,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,75, ,Tells it like it is,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Donald Trump,Ted Cruz,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.820924520492554, , 
498377,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 2,12,No, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Holding steady financially, , , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Oppose,Donald Trump, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,128,Yes,Tells it like it is,White,White,State questionnaire,White,White,Midwest,No,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Ohio,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump, ,Version 1, , , ,.896659076213837,No,All others
498382,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes,Call 2,7,Yes, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Falling behind financially, , , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Support,Donald Trump, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,28,Yes,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Yes,Female,White women,Rural,Small Cities/Rural,Ohio,Election day exit poll,Be satisfied with that choice,In the last month,Earlier than that,In the last month,Earlier than that, ,Yes,Donald Trump, ,Version 1, , , ,.85186779499054,Yes,White Born-again/Evangelical Christians
498411,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, ,Call 2,7, ,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,3, ,Donald Trump,Donald Trump,Donald Trump, , , , , , , , , , ,Economy/Jobs, ,Donald Trump,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,28, ,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Rural,Small Cities/Rural,Ohio,Election day exit poll, , , , , ,Creates more U.S. jobs, ,Donald Trump,Marco Rubio,Version 2,Definitely vote for him,Probably vote for him,Probably vote for him,.819061577320099, , 
498416,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, ,Call 2,8, ,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,5, ,Donald Trump,Donald Trump,Donald Trump, , , , , , , , , , ,Economy/Jobs, ,Donald Trump,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,9, ,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Donald Trump,Ted Cruz,Version 2,Probably vote for him,Probably vote for him,Definitely vote for him,.739492952823639, , 
498421,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,No,Call 2,1,Yes, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5,Holding steady financially, , , ,Angry,"Dissatisfied, but not angry or Angry",Omit,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Terrorism,Support,Donald Trump, ,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,75,Yes,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Yes,Male,White men,Suburbs,Suburbs,Ohio,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump, ,Version 1, , , ,.820924520492554,Yes,All others
498423,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 2,10,Yes, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5,Falling behind financially, , , ,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Support,Donald Trump, ,45+,18-64,Independent/Something else,White Independent,Something else,Independent Women,Conservative,Conservative,Somewhat conservative,119,Yes,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Yes,Female,White women,Suburbs,Suburbs,Ohio,Election day exit poll,Be satisfied with that choice,In the last month,Earlier than that,In the last month,Earlier than that, ,Yes,Donald Trump, ,Version 1, , , ,.614783644676209,Yes,All others
498446,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, ,Yes,Call 2,7,Yes, , ,High school or less,No college degree,High school graduate or less,White no college degree,3,Holding steady financially, , , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Support,Donald Trump, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,28,Yes,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Yes,Female,White women,Rural,Small Cities/Rural,Ohio,Election day exit poll,Be satisfied with that choice,In the last few days,Last few days,In the last month,This week, ,Yes,Donald Trump, ,Version 1, , , ,.85186779499054,No,White Born-again/Evangelical Christians
498451,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,No,Call 2,8,No, , ,College graduate,College graduate,More than High school graduate,White college degree,5,Holding steady financially, , , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Immigration,Support,Donald Trump, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,9,Yes,Tells it like it is,White,White,State questionnaire,White,White,Midwest,No,Male,White men,Suburbs,Suburbs,Ohio,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump, ,Version 1, , , ,.799502432346344,No,All others
498458,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes, ,Call 2,12, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4, ,Donald Trump,Donald Trump,Donald Trump, , , , , , , , , , ,Economy/Jobs, ,Donald Trump,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,85, ,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Creates more U.S. jobs, ,Donald Trump,Marco Rubio,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.905786633491516, , 
498462,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No, ,Call 2,10, ,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,5, ,Donald Trump,Donald Trump,Donald Trump, , , , , , , , , , ,Economy/Jobs, ,Donald Trump,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,119, ,Tells it like it is,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Creates more U.S. jobs, ,Donald Trump,Ted Cruz,Version 2,Probably vote for him,Probably vote for him,Definitely vote for him,.591107726097107, , 
498471,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, ,Call 2,7, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3, ,Donald Trump,Donald Trump,Donald Trump, , , , , , , , , , ,Economy/Jobs, ,Donald Trump,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,28, ,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Rural,Small Cities/Rural,Ohio,Election day exit poll, , , , , ,Creates more U.S. jobs, ,Donald Trump,Marco Rubio,Version 2,Probably vote for him,Not vote for him,Probably vote for him,.819061577320099, , 
498472,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,No, ,Call 2,6, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, ,Donald Trump,Donald Trump,Donald Trump, , , , , , , , , , ,Immigration, ,Donald Trump,Be from outside the political establishment,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,106, ,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Donald Trump,Marco Rubio,Version 2,Probably vote for him,Not vote for him,Definitely vote for him,1.44813048839569, , 
498473,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, ,Call 2,8, ,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,5, ,Donald Trump,Donald Trump,Donald Trump, , , , , , , , , , ,Immigration, ,Donald Trump,Be from outside the political establishment,45+,65+,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,9, ,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Donald Trump,John Kasich,Version 2,Probably vote for him,Not vote for him,Definitely vote for him,.739492952823639, , 
498475,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete, ,No,Call 2,1,No, , ,High school or less,No college degree,High school graduate or less,White no college degree,5,Holding steady financially, , , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism,Support,Donald Trump, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,75,No,Tells it like it is,White,White,State questionnaire,White,White,Midwest,No,Male,White men,Suburbs,Suburbs,Ohio,Election day exit poll,Be satisfied with that choice,In the last month,Earlier than that,In the last month,Earlier than that, ,Yes,Donald Trump, ,Version 1, , , ,.885019659996033,No,All others
498481,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,No,Call 2,12,No, , ,High school or less,No college degree,High school graduate or less,White no college degree,4,Holding steady financially, , , ,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Support,Donald Trump, ,45+,65+,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,85,Yes,Tells it like it is,White,White,State questionnaire,White,White,Midwest,No,Male,White men,Suburbs,Suburbs,Ohio,Election day exit poll,Be satisfied with that choice,In the last few days,Last few days,In the last month,This week, ,Yes,Donald Trump, ,Version 1, , , ,.837799608707428,Yes,All others
498492,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Complete,Omit, ,Call 2,14, ,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,2, ,Donald Trump,Donald Trump,Donald Trump, , , , , , , , , , ,Economy/Jobs, ,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,147, ,Tells it like it is,Other,Other,State questionnaire,Other,Non-white,Midwest, ,Male,All other races,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Donald Trump,Omit,Version 2,Not vote for him,Probably vote for him,Definitely vote for him,1.47151780128479, , 
498521,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes, ,Call 2,15, ,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,4, ,Donald Trump,Donald Trump,Donald Trump, , , , , , , , , , ,Terrorism, ,Donald Trump,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,49, ,Tells it like it is,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Donald Trump,Omit,Version 2,Probably vote for him,Definitely vote for him,Definitely vote for him,.779177963733673, , 
498522,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes, ,Call 2,10, ,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,5, ,Donald Trump,Donald Trump,Donald Trump, , , , , , , , , , ,Immigration, ,Donald Trump,Be from outside the political establishment,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,119, ,Tells it like it is,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Donald Trump,Ted Cruz,Version 2,Probably vote for him,Not vote for him,Probably vote for him,.591107726097107, , 
498524,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, ,Call 2,12, ,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,3, ,Donald Trump,Donald Trump,Donald Trump, , , , , , , , , , ,Economy/Jobs, ,Donald Trump,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,128, ,Tells it like it is,White,White,State questionnaire,White,White,Midwest, ,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Ohio,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Donald Trump,Ted Cruz,Version 2,Not vote for him,Not vote for him,Definitely vote for him,.862127900123596, , 
498529,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, ,Call 2,7, ,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,3, ,Donald Trump,Donald Trump,Donald Trump, , , , , , , , , , ,Government spending, ,Donald Trump,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,28, ,Tells it like it is,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Rural,Small Cities/Rural,Ohio,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Donald Trump,Ted Cruz,Version 2,Not vote for him,Not vote for him,Definitely vote for him,.885528028011322, , 
498534,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, , ,Call 2,1,Omit, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5,Falling behind financially, , , ,Omit,Omit,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Omit,Donald Trump, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,75,Yes,Omit,White,White,State questionnaire,White,White,Midwest,Omit,Female,White women,Suburbs,Suburbs,Ohio,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump, ,Version 1, , , ,.923091232776642,No,All others
498553,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,No,Call 2,8,Yes, , ,Postgraduate study,College graduate,More than High school graduate,White college degree,5,Holding steady financially, , , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Support,Donald Trump, ,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,9,Yes,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Yes,Male,White men,Suburbs,Suburbs,Ohio,Election day exit poll,Be satisfied with that choice,In the last few days,Last few days,In the last month,This week, ,Yes,Donald Trump, ,Version 1, , , ,.739492952823639,No,All others
498555,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No, ,Call 2,7, ,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,3, ,Donald Trump,Donald Trump,Donald Trump, , , , , , , , , , ,Economy/Jobs, ,Donald Trump,Be from outside the political establishment,18-44,18-64,Democrat,White Democrat,Democrat,Democratic Men,Conservative,Conservative,Very conservative,28, ,Tells it like it is,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Rural,Small Cities/Rural,Ohio,Election day exit poll, , , , , ,Has no effect on U.S. jobs, ,Donald Trump,Marco Rubio,Version 2,Not vote for him,Not vote for him,Definitely vote for him,.885528028011322, , 
498559,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes, ,Call 2,7, ,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1, ,Donald Trump,Donald Trump,Donald Trump, , , , , , , , , , ,Terrorism, ,Donald Trump,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,90, ,Tells it like it is,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Donald Trump,Ted Cruz,Version 2,Not vote for him,Not vote for him,Definitely vote for him,.871531546115875, , 
498569,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 2,12,No, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Falling behind financially, , , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Terrorism,Support,Donald Trump, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,128,No,Can win in November,White,White,State questionnaire,White,White,Midwest,Yes,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Ohio,Election day exit poll,Be satisfied with that choice,In the last few days,Last few days,In the last month,This week, ,Yes,Donald Trump, ,Version 1, , , ,.896659076213837,Yes,White Born-again/Evangelical Christians
498576,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes, ,Call 2,8, ,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,5, ,Donald Trump,Donald Trump,Donald Trump, , , , , , , , , , ,Terrorism, ,Donald Trump,Be from outside the political establishment,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,9, ,Tells it like it is,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Donald Trump,Ted Cruz,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.799502432346344, , 
498578,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Not complete, , ,Call 2,7, , , , , , , ,3,Falling behind financially, , , , , ,Deported to the country they came from, , , , , , , , , ,Donald Trump, ,45+,65+, , , , , , , ,28,Yes, ,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Rural,Small Cities/Rural,Ohio,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, , ,Donald Trump, ,Version 1, , , ,.85186779499054, , 
498594,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Yes,Call 2,7,No, , ,College graduate,College graduate,More than High school graduate,White college degree,1,Holding steady financially, , , ,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Support,Donald Trump, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,90,Yes,Can bring needed change,White,White,State questionnaire,White,White,Midwest,No,Male,White men,Suburbs,Suburbs,Ohio,Election day exit poll,Be satisfied with that choice,Sometime last week,Earlier than that,In the last month,This week, ,Yes,Donald Trump, ,Version 1, , , ,.90596866607666,No,White Born-again/Evangelical Christians
498598,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 2,1,Yes, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5,Holding steady financially, , , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Omit,Donald Trump, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,75,Yes,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Yes,Male,White men,Suburbs,Suburbs,Ohio,Election day exit poll,Be satisfied with that choice,In the last few days,Last few days,In the last month,This week, ,Yes,Donald Trump, ,Version 1, , , ,.887542128562927,No,White Born-again/Evangelical Christians
