ID,ATTEND,ATTEND2,BACKSIDE,BREAK16PRID,BREAKFACTD,BREAKIMPD,CALL,CDNUM,CLINTONLIB,CONTACT16PRI,ECONFAIR,ECONWORR,ECOWORR2,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GEOCODE,GUNCHOICE,GUNOWNER12,HONESTDEM16,HONESTDEM16CLIN,HONESTDEM16SAND,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME16,INCWHITE,INTCRISISDEM16,INTCRISISDEMCLIN,INTCRISISDEMSANDERS,ISSDEM16,MARRIED,OBAMAPLCY,OUTSIDER16,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT16DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEREL14,RACERELCLIN,RACERELDEM16,RACERELSANDERS,REGION,SANDERSLIB,SATHCLIN,SATSANDERS,SCDPRS16,SCOTUSDEM16,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIMENH16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,VERSION,WEIGHT,WHNCLINC,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,XAGEBYRACE
138091.0,,,Complete,The most important factor,A factor,Important,Call 1,4.0,,,Is fair to most Americans,Not at all worried,Not worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,1.0,Protecting gun owners' rights,No,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,,Economy/Jobs,No,Generally continue Barack Obama's policies,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,103.0,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Hillary Clinton,Hillary Clinton,Female,Black women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Election day exit poll,Sometime last week,Earlier than that,In the last month,This month,Version 1,0.413468271493912,No,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+
138087.0,,,Complete,One of several important factors,A factor,Important,Call 1,7.0,,,Favors the wealthy,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,4.0,Reducing gun violence,No,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,,Income inequality,No,Omit,,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,Conservative,Moderate or conservative,Conservative,48.0,,Has the right experience,Other,Other,State questionnaire,Other,Non-white,,,,,South,,,,Hillary Clinton,Hillary Clinton,Female,All other races,Non married women,Suburbs,Suburbs,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.73997688293457,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,All others
138079.0,,,Complete,One of several important factors,A factor,Important,Call 1,1.0,,,Is fair to most Americans,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,5.0,Reducing gun violence,No,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Income inequality,Yes,Generally continue Barack Obama's policies,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,10.0,,Has the right experience,White,White,State questionnaire,White,White,,,,,South,,,,Hillary Clinton,Hillary Clinton,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,1.03369700908661,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
138075.0,,,Complete,The most important factor,A factor,Important,Call 1,5.0,,,Omit,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,2.0,Reducing gun violence,No,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,,Health care,No,Generally continue Barack Obama's policies,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,82.0,,Can win in November,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Hillary Clinton,Hillary Clinton,Female,Black women,Non married women,Rural,Small Cities/Rural,South Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,0.531931459903717,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Black 30-44
138073.0,,,Complete,The most important factor,A factor,Important,Call 1,6.0,,,Favors the wealthy,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,5.0,Reducing gun violence,No,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,,Omit,Yes,Generally continue Barack Obama's policies,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,26.0,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Hillary Clinton,Hillary Clinton,Female,Black women,Married women,Suburbs,Suburbs,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.913209795951843,No,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+
138065.0,,,Complete,The most important factor,A factor,Important,Call 1,5.0,,,Is fair to most Americans,Not too worried,Not worried,High school or less,No college degree,High school graduate or less,Non white no college degree,2.0,Reducing gun violence,No,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,,Economy/Jobs,No,Change to more liberal policies,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,82.0,,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Hillary Clinton,Hillary Clinton,Female,Black women,Non married women,Rural,Small Cities/Rural,South Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,0.492976605892181,No,65+,60+,65 or over,45+,50+,60+,65+,Black 60+
138055.0,,,Complete,One of several important factors,A factor,Important,Call 1,5.0,,,Is fair to most Americans,Very worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,2.0,Reducing gun violence,No,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,,Economy/Jobs,No,Generally continue Barack Obama's policies,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,82.0,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Hillary Clinton,Hillary Clinton,Male,Black men,Non married men,Rural,Small Cities/Rural,South Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,0.531164824962616,No,65+,60+,65 or over,45+,50+,60+,65+,Black 60+
138054.0,,,Complete,The most important factor,A factor,Important,Call 1,5.0,,,Favors the wealthy,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,3.0,Reducing gun violence,No,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,,Economy/Jobs,Yes,Generally continue Barack Obama's policies,,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Conservative,Moderate or conservative,Conservative,74.0,,Has the right experience,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Hillary Clinton,Hillary Clinton,Female,Black women,Married women,Rural,Small Cities/Rural,South Carolina,Election day exit poll,Sometime last week,Earlier than that,In the last month,This month,Version 1,1.67781567573547,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
138052.0,,,Complete,One of several important factors,A factor,Important,Call 1,2.0,,,Favors the wealthy,Very worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,3.0,Reducing gun violence,No,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,,Economy/Jobs,No,Generally continue Barack Obama's policies,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,86.0,,Has the right experience,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Hillary Clinton,Hillary Clinton,Female,Black women,Non married women,Rural,Small Cities/Rural,South Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,4.92957639694214,No,30-44,30-59,40-44,17-44,17-49,30-44,40-49,Black 30-44
138043.0,,,Complete,The most important factor,A factor,Important,Call 1,4.0,,,Is fair to most Americans,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,1.0,Reducing gun violence,No,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,,Income inequality,No,Generally continue Barack Obama's policies,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,Moderate or conservative,Conservative,103.0,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Hillary Clinton,Hillary Clinton,Female,Black women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.413468271493912,No,65+,60+,65 or over,45+,50+,60+,65+,Black 60+
138041.0,,,Complete,One of several important factors,A factor,Important,Call 1,7.0,,,Favors the wealthy,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,4.0,Reducing gun violence,No,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,,Economy/Jobs,No,Generally continue Barack Obama's policies,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,48.0,,Has the right experience,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Hillary Clinton,Hillary Clinton,Female,Black women,Non married women,Suburbs,Suburbs,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.625929951667786,No,30-44,30-59,40-44,17-44,17-49,30-44,40-49,Black 30-44
138038.0,,,Complete,The most important factor,A factor,Important,Call 1,4.0,,,Favors the wealthy,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,1.0,Reducing gun violence,No,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,,Economy/Jobs,No,Generally continue Barack Obama's policies,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,103.0,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Hillary Clinton,Hillary Clinton,Female,Black women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.413468271493912,No,65+,60+,65 or over,45+,50+,60+,65+,Black 60+
138034.0,,,Complete,The most important factor,A factor,Important,Call 1,4.0,,,Is fair to most Americans,Not at all worried,Not worried,High school or less,No college degree,High school graduate or less,Non white no college degree,1.0,Reducing gun violence,No,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,,Economy/Jobs,No,Generally continue Barack Obama's policies,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,,,,103.0,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Hillary Clinton,Hillary Clinton,Female,Black women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Election day exit poll,In the last few days,Last few days,In the last month,This month,Version 1,0.413468271493912,No,65+,60+,65 or over,45+,50+,60+,65+,Black 60+
138031.0,,,Complete,One of several important factors,A factor,Important,Call 1,3.0,,,Favors the wealthy,Not too worried,Not worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,2.0,Reducing gun violence,No,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",,,,Economy/Jobs,Yes,Generally continue Barack Obama's policies,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,64.0,,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Hillary Clinton,Hillary Clinton,Male,Black men,Married men,Rural,Small Cities/Rural,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,1.82878386974335,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
138025.0,,,Complete,A minor factor,A factor,Not important,Call 1,2.0,,,Favors the wealthy,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,3.0,Reducing gun violence,No,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,,Health care,No,Generally continue Barack Obama's policies,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,86.0,,Has the right experience,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Hillary Clinton,Hillary Clinton,Female,Black women,Non married women,Rural,Small Cities/Rural,South Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,4.56856966018677,No,65+,60+,65 or over,45+,50+,60+,65+,Black 60+
138019.0,,,Complete,One of several important factors,A factor,Important,Call 1,4.0,,,Is fair to most Americans,Very worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,1.0,Reducing gun violence,No,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,,Health care,,Change to less liberal policies,,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Moderate,Moderate or conservative,Moderate,103.0,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Hillary Clinton,Hillary Clinton,Female,Black women,,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Election day exit poll,In the last few days,Last few days,In the last month,This month,Version 1,0.413468271493912,No,65+,60+,65 or over,45+,50+,60+,65+,Black 60+
138015.0,,,Complete,One of several important factors,A factor,Important,Call 1,1.0,,,Favors the wealthy,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5.0,Reducing gun violence,No,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Economy/Jobs,No,Generally continue Barack Obama's policies,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,10.0,,Has the right experience,White,White,State questionnaire,White,White,,,,,South,,,,Hillary Clinton,Hillary Clinton,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.957996428012848,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
137995.0,,,Complete,One of several important factors,A factor,Important,Call 1,7.0,,,Favors the wealthy,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,4.0,Reducing gun violence,No,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,,Terrorism,Yes,Generally continue Barack Obama's policies,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,80.0,,Can win in November,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Hillary Clinton,Hillary Clinton,Male,Black men,Married men,Rural,Small Cities/Rural,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,3.53895592689514,No,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+
137994.0,,,Complete,One of several important factors,A factor,Important,Call 1,6.0,,,Favors the wealthy,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,4.0,Reducing gun violence,No,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,,Health care,Yes,Generally continue Barack Obama's policies,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,109.0,,Can win in November,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Hillary Clinton,Hillary Clinton,Female,Black women,Married women,Rural,Small Cities/Rural,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,3.78538751602173,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
137987.0,,,Complete,One of several important factors,A factor,Important,Call 1,1.0,,,Favors the wealthy,Not too worried,Not worried,Postgraduate study,College graduate,More than High school graduate,White college degree,5.0,Reducing gun violence,No,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,Economy/Jobs,No,Omit,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,14.0,,Has the right experience,White,White,State questionnaire,White,White,,,,,South,,,,Hillary Clinton,Hillary Clinton,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,1.89157927036285,No,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
137982.0,,,Complete,One of several important factors,A factor,Important,Call 1,3.0,,,Favors the wealthy,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,Reducing gun violence,No,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,Income inequality,Yes,Generally continue Barack Obama's policies,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,9.0,,Has the right experience,White,White,State questionnaire,White,White,,,,,South,,,,Hillary Clinton,Hillary Clinton,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,1.05974864959717,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
137980.0,,,Complete,One of several important factors,A factor,Important,Call 1,7.0,,,Is fair to most Americans,Very worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,4.0,Reducing gun violence,No,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,,Terrorism,No,Generally continue Barack Obama's policies,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,80.0,,Has the right experience,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Hillary Clinton,Hillary Clinton,Female,Black women,Non married women,Rural,Small Cities/Rural,South Carolina,Election day exit poll,Sometime last week,Earlier than that,In the last month,This month,Version 1,3.54406356811523,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
137976.0,,,Complete,One of several important factors,A factor,Important,Call 1,3.0,,,Favors the wealthy,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,Reducing gun violence,No,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Terrorism,Yes,Change to less liberal policies,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,9.0,,Has the right experience,White,White,State questionnaire,White,White,,,,,South,,,,Hillary Clinton,Hillary Clinton,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.983557820320129,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
137975.0,,,Complete,One of several important factors,A factor,Important,Call 1,7.0,,,Favors the wealthy,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,4.0,Reducing gun violence,No,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,,Economy/Jobs,No,Generally continue Barack Obama's policies,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,80.0,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Hillary Clinton,Hillary Clinton,Male,Black men,Non married men,Rural,Small Cities/Rural,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,4.07613754272461,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,Black 17-29
137959.0,,,Complete,Not a factor at all,Not a factor,Not important,Call 1,6.0,,,Is fair to most Americans,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,5.0,Protecting gun owners' rights,No,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,,Health care,No,Change to more liberal policies,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,72.0,,Can win in November,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Hillary Clinton,Hillary Clinton,Female,Black women,Non married women,Suburbs,Suburbs,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.956773102283478,No,65+,60+,65 or over,45+,50+,60+,65+,Black 60+
137953.0,,,Complete,One of several important factors,A factor,Important,Call 1,6.0,,,Favors the wealthy,Very worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,5.0,Reducing gun violence,No,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,,Health care,No,Generally continue Barack Obama's policies,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,72.0,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Hillary Clinton,Hillary Clinton,Female,Black women,Non married women,Suburbs,Suburbs,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,1.03237700462341,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,Black 45-59
137944.0,,,Complete,One of several important factors,A factor,Important,Call 1,3.0,,,Is fair to most Americans,Not too worried,Not worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,Reducing gun violence,No,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Income inequality,No,Generally continue Barack Obama's policies,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,93.0,,Has the right experience,White,White,State questionnaire,White,White,,,,,South,,,,Hillary Clinton,Hillary Clinton,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,1.40159356594086,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
139421.0,,,Complete,One of several important factors,A factor,Important,Call 3,3.0,,,Favors the wealthy,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,Reducing gun violence,No,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,Income inequality,Yes,Change to more liberal policies,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,90.0,,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,South,,,,Bernie Sanders,Bernie Sanders,Male,White men,Married men,Suburbs,Suburbs,South Carolina,Election day exit poll,In the last few days,Last few days,In the last month,This month,Version 1,0.302920758724213,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
139420.0,,,Complete,One of several important factors,A factor,Important,Call 3,3.0,,,Favors the wealthy,Very worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,1.0,Reducing gun violence,No,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,,Income inequality,No,Generally continue Barack Obama's policies,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,90.0,,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Bernie Sanders,Bernie Sanders,Female,Black women,Non married women,Suburbs,Suburbs,South Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,0.210646465420723,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
139415.0,,,Complete,One of several important factors,A factor,Important,Call 3,3.0,,,Favors the wealthy,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1.0,Reducing gun violence,No,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,Economy/Jobs,No,Change to more liberal policies,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,90.0,,Cares about people like me,White,White,State questionnaire,White,White,,,,,South,,,,Bernie Sanders,Bernie Sanders,Female,White women,Non married women,Suburbs,Suburbs,South Carolina,Election day exit poll,Sometime last week,Earlier than that,In the last month,This month,Version 1,0.300103038549423,Yes,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
