id,backside,brnagain,call,cdnum,ctrprs16,educ12r,educcoll,educhs,educwhit,forcands,geocode,gopconv1,govtangr,govtan_1,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,version,votenovc,votenovk,votenovt,wallst16,weight,whnclinc,whtevang,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
584144,Complete,Yes,Call 3,4,John Kasich,Postgraduate study,College graduate,More than High school graduate,White college degree,Against his opponents,1,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", , , , , , , ,Economy/Jobs,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,20,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,Not vote for him,Definitely vote for him,Probably vote for him,Omit,1.17560386657715,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
584152,Complete,Yes,Call 3,1,John Kasich,College graduate,College graduate,More than High school graduate,White college degree,Against his opponents,2,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,60,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Probably vote for him,Definitely vote for him,Not vote for him,Hurt the U.S. economy,1.27142059803009,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
584157,Complete,No,Call 3,3,John Kasich,Postgraduate study,College graduate,More than High school graduate,White college degree,Against his opponents,2,Who the delegates think would be the best nominee,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,46,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,Definitely vote for him,Probably vote for him,Not vote for him,Hurt the U.S. economy,1.25134313106537,No,All others,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
584159,Complete,No,Call 3,3,Donald Trump,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,4,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,54,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Help the U.S. economy,.930399179458618,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
584160,Complete,No,Call 3,4,Donald Trump,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,1,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,47,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him,Hurt the U.S. economy,1.15216660499573,No,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
584166,Complete,No,Call 3,4,John Kasich,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,1,Who the delegates think would be the best nominee,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Government spending,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,20,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Not vote for him,Help the U.S. economy,1.26272296905518,No,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
584181,Complete,No,Call 3,3,John Kasich,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,3,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,3,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,Not vote for him,Definitely vote for him,Not vote for him,Hurt the U.S. economy,1.04633283615112,No,All others,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
584185,Complete,No,Call 3,3,Donald Trump,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,4,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Terrorism,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,54,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Probably vote for him,Definitely vote for him,Help the U.S. economy,.930399179458618,No,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
584195,Complete,No,Call 3,1,John Kasich,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,2,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,60,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,Probably vote for him,Probably vote for him,Probably vote for him,Help the U.S. economy,1.36564028263092,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
584197,Complete,No,Call 3,4,John Kasich,College graduate,College graduate,More than High school graduate,White college degree,Against his opponents,1,Who the delegates think would be the best nominee,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic", , , , , , , ,Economy/Jobs,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,20,Can win in November,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,Not vote for him,Probably vote for him,Not vote for him,Help the U.S. economy,1.26272296905518,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
584202,Complete,No,Call 3,3,John Kasich,College graduate,College graduate,More than High school graduate,White college degree,Against his opponents,2,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Economy/Jobs,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,46,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Not vote for him,Not vote for him,Not vote for him,Help the U.S. economy,1.34407484531403,No,All others,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
584209,Complete,No,Call 3,3,Donald Trump,College graduate,College graduate,More than High school graduate,White college degree,Against his opponents,4,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Independent/Something else,White Independent,Something else,Independent Men,Conservative,Conservative,Somewhat conservative,54,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him,Hurt the U.S. economy,.930399179458618,No,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
584211,Complete,No,Call 3,4,Donald Trump,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,1,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,47,Can win in November,White,White,State questionnaire,White,White,East,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him,Hurt the U.S. economy,1.15216660499573,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
584222,Complete,No,Call 3,4,John Kasich,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,1,Who the delegates think would be the best nominee,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,20,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Probably vote for him,Definitely vote for him,Probably vote for him,Help the U.S. economy,1.26272296905518,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
584225,Complete,No,Call 3,1,John Kasich,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,2,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,60,Can win in November,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Hurt the U.S. economy,1.27142059803009,No,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
584226,Complete,No,Call 3,3,John Kasich,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Against his opponents,3,Who the delegates think would be the best nominee,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Terrorism,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,3,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,Not vote for him,Definitely vote for him,Probably vote for him,Help the U.S. economy,.974143207073212,Yes,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
584233,Complete,No,Call 3,3,Ted Cruz,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,For your candidate,4,Who the delegates think would be the best nominee,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Economy/Jobs,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,54,Shares my values,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,East,Male,Latino men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Hurt the U.S. economy,1.1030216217041,No,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,Latino 45-59
584240,Complete,No,Call 3,3,Donald Trump,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,2,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Government spending,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,46,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Help the U.S. economy,1.03672754764557,No,All others,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
584241,Complete,No,Call 3,2,Donald Trump,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,3,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,68,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Probably vote for him,Definitely vote for him,Hurt the U.S. economy,.727937042713165,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
584250,Complete,No,Call 3,4,Ted Cruz,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,1,Who the delegates think would be the best nominee,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,20,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Help the U.S. economy,.885213136672974,No,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
584257,Complete,No,Call 3,4,Donald Trump,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,1,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Immigration,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,47,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Hurt the U.S. economy,1.237548828125,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
584258,Complete,No,Call 3,3,Ted Cruz,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,4,Who the delegates think would be the best nominee,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,54,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Help the U.S. economy,1.1030216217041,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
584266,Not complete, ,Call 3,4,Ted Cruz, , , , ,For your candidate,1, , , , , , , , , , , , , , , , , , ,20, ,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Definitely vote for him,Not vote for him,Probably vote for him, ,.885213136672974, , ,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
584271,Complete,No,Call 3,1,John Kasich,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,2,Who the delegates think would be the best nominee,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,60,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,Probably vote for him,Definitely vote for him,Definitely vote for him,Help the U.S. economy,1.27142059803009,No,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
584273,Complete,No,Call 3,3,Donald Trump,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,3,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Immigration,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,3,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Help the U.S. economy,.777877926826477,Yes,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
584281,Complete,No,Call 3,3,Ted Cruz,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,4,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,54,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Probably vote for him,Help the U.S. economy,1.1030216217041,No,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
584287,Complete,No,Call 3,2,Donald Trump,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,3,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Immigration,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,68,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Hurt the U.S. economy,.727937042713165,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
584288,Complete,No,Call 3,3,Donald Trump,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,2,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Liberal,Liberal,46,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Omit,Omit,Hurt the U.S. economy,1.03672754764557,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
584300,Complete,No,Call 3,4,Ted Cruz,College graduate,College graduate,More than High school graduate,White college degree,Against his opponents,1,Who the delegates think would be the best nominee,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,20,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,Probably vote for him,Probably vote for him,Not vote for him,Help the U.S. economy,.824139595031738,No,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
584302,Complete,No,Call 3,3,John Kasich,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,4,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,54,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Not vote for him,Hurt the U.S. economy,.876953184604645,No,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
584316,Complete,No,Call 3,1,John Kasich,Postgraduate study,College graduate,More than High school graduate,White college degree,Against his opponents,2,Who the delegates think would be the best nominee,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Government spending,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,60,Can win in November,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump,Version 1,Not vote for him,Definitely vote for him,Probably vote for him,Hurt the U.S. economy,1.36564028263092,No,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
584323,Complete,No,Call 3,3,John Kasich,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Against his opponents,3,Who the delegates think would be the best nominee,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,3,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Probably vote for him,Definitely vote for him,Not vote for him,Help the U.S. economy,1.04633283615112,Yes,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
584324,Complete,No,Call 3,2,Donald Trump,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,3,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,68,Tells it like it is,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Hurt the U.S. economy,.677714467048645,No,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
584326,Complete,Yes,Call 3,3,Donald Trump,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,2,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,46,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Not vote for him,Probably vote for him,Hurt the U.S. economy,1.03672754764557,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
584327,Complete, ,Call 3,3,John Kasich,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,4,Who the delegates think would be the best nominee,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,54,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,Probably vote for him,Definitely vote for him,Definitely vote for him,Omit,.941940486431122,No,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
584334,Complete,No,Call 3,4,Donald Trump,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,1,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,47,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Connecticut,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Help the U.S. economy,1.237548828125,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
