id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,betrayed,brnagain,call,cdnum,cruzhone,cuban3,educ12r,educcoll,educhs,educwhit,flrprs16,geocode,getahead,gop20162,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,israelsu,issrep16,muslimba,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,raceai,region,rel5,relign10,relwhite,rubiohon,sex,sexbyrac,sizeplac,sizeplc3,socsecur,spanishq,stanum,telepoll,thirdpar,timenh16,timeprif,timeprim,timepriw,trumphon,trumpvot,unfairre,version,votenovc,votenovr,votenovt,weight,whnclinc,whtevang
490088,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes, , ,2, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Donald Trump,1, ,Donald Trump, , , , , , , , , , ,Not strong enough,Omit, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative, ,Tells it like it is,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Male,White men,Suburbs,Suburbs,Omit,English,Florida,Telephone survey, , , , , , ,Donald Trump,Ted Cruz,Version 2,Not vote for him,Not vote for him,Definitely vote for him,1.20181846618652, , 
490094,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No, , ,7, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Donald Trump,1, ,Donald Trump, , , , , , , , , , ,Not strong enough,Economy/Jobs, ,Omit,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative, ,Can bring needed change,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Female,White women,Suburbs,Suburbs,No,English,Florida,Telephone survey, , , , , , ,Donald Trump,Ted Cruz,Version 2,Probably vote for him,Definitely vote for him,Definitely vote for him,1.27683246135712, , 
490096,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, , ,6, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Donald Trump,1, ,Donald Trump, , , , , , , , , , ,Omit,Economy/Jobs, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative, ,Can bring needed change,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Female,White women,"Cities 50,000-500,000","Cities over 50,000",No,English,Florida,Telephone survey, , , , , , ,Donald Trump,Omit,Version 2,Probably vote for him,Probably vote for him,Definitely vote for him,1.27683246135712, , 
490097,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No, , ,14, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Donald Trump,4, ,Donald Trump, , , , , , , , , , ,Not strong enough,Terrorism, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative, ,Tells it like it is,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Female,White women,"Cities 10,000-50,000",Small Cities/Rural,No,English,Florida,Telephone survey, , , , , , ,Donald Trump,Omit,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,2.55366492271423, , 
490100,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, , ,24, ,No,College graduate,College graduate,More than High school graduate,White college degree,Donald Trump,2, ,Donald Trump, , , , , , , , , , ,Not strong enough,Omit, ,Omit,45+,65+,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative, ,Tells it like it is,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Male,White men,Suburbs,Suburbs,No,English,Florida,Telephone survey, , , , , , ,Donald Trump,Omit,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,1.20181846618652, , 
490104,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes, , ,7, ,No,College graduate,College graduate,More than High school graduate,White college degree,Donald Trump,1, ,Donald Trump, , , , , , , , , , ,Not strong enough,Government spending, ,Be from outside the political establishment,45+,18-64, , , , ,Conservative,Conservative,Somewhat conservative, ,Can win in November,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Male,White men,Suburbs,Suburbs,Yes,English,Florida,Telephone survey, , , , , , ,Donald Trump,Omit,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,2.40363693237305, , 
490121,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, , ,5, ,No,Postgraduate study,College graduate,More than High school graduate,White college degree,Donald Trump,4, ,Donald Trump, , , , , , , , , , ,About right,Immigration, ,Be from outside the political establishment,45+,65+,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Very conservative, ,Shares my values,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Female,White women,Suburbs,Suburbs,No,English,Florida,Telephone survey, , , , , , ,Donald Trump,Ted Cruz,Version 2,Not vote for him,Not vote for him,Definitely vote for him,2.55366492271423, , 
490137,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, , ,6, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Donald Trump,4, ,Donald Trump, , , , , , , , , , ,Not strong enough,Government spending, ,Be from outside the political establishment,45+,65+,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Very conservative, ,Tells it like it is,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Female,White women,Suburbs,Suburbs,No,English,Florida,Telephone survey, , , , , , ,Donald Trump,Omit,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,1.27683246135712, , 
490148,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, , ,1, ,No,High school or less,No college degree,High school graduate or less,White no college degree,Donald Trump,1, ,Donald Trump, , , , , , , , , , ,About right,Immigration, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative, ,Can bring needed change,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Female,White women,"Cities 50,000-500,000","Cities over 50,000",No,English,Florida,Telephone survey, , , , , , ,Donald Trump,Ted Cruz,Version 2,Not vote for him,Not vote for him,Definitely vote for him,1.27683246135712, , 
490154,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, , ,6, ,No,High school or less,No college degree,High school graduate or less,White no college degree,Donald Trump,4, ,Donald Trump, , , , , , , , , , ,Not strong enough,Economy/Jobs, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative, ,Tells it like it is,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Yes,English,Florida,Telephone survey, , , , , , ,Donald Trump,Marco Rubio,Version 2,Definitely vote for him,Not vote for him,Definitely vote for him,2.68573975563049, , 
490157,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,No, , ,7, ,No,Postgraduate study,College graduate,More than High school graduate,White college degree,Donald Trump,2, ,Marco Rubio, , , , , , , , , , ,About right,Terrorism, ,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate, ,Tells it like it is,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Female,White women,"Cities 10,000-50,000",Small Cities/Rural,Yes,English,Florida,Telephone survey, , , , , , ,Donald Trump,Omit,Version 2,Probably vote for him,Definitely vote for him,Probably vote for him,2.68573975563049, , 
490172,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, , ,9, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Donald Trump,3, ,Donald Trump, , , , , , , , , , ,Omit,Government spending, ,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate, ,Shares my values,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Male,White men,Suburbs,Suburbs,Yes,English,Florida,Telephone survey, , , , , , ,Donald Trump,John Kasich,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,10.1118087768555, , 
490184,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,Yes, , ,4, ,"Yes, Cuban",Postgraduate study,College graduate,More than High school graduate,Non white college degree,Donald Trump,1, ,Donald Trump, , , , , , , , , , ,Too strong,Immigration, ,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative, ,Tells it like it is,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white, ,South,Protestant/Other Non-Catholic Christian,Protestant, , ,Male,Latino men,"Cities over 500,000","Cities over 50,000",Yes,English,Florida,Telephone survey, , , , , , ,Donald Trump,Marco Rubio,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,2.86454701423645, , 
493617,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes, ,Call 1,2, ,No,College graduate,College graduate,More than High school graduate,White college degree,Donald Trump,1, ,Donald Trump, , , , , , , , , , ,About right,Economy/Jobs, ,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,68,Tells it like it is,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Yes,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Marco Rubio,Version 2,Probably vote for him,Probably vote for him,Definitely vote for him,.732816994190216, , 
493676,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No, ,Call 1,15, ,No,Postgraduate study,College graduate,More than High school graduate,White college degree,Donald Trump,4, ,Donald Trump, , , , , , , , , , ,Not strong enough,Terrorism, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,95,Tells it like it is,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Male,White men,"Cities 50,000-500,000","Cities over 50,000",No,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Ted Cruz,Version 2,Not vote for him,Definitely vote for him,Definitely vote for him,.858886361122131, , 
493715,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,No, ,Call 1,18, ,No,College graduate,College graduate,More than High school graduate,White college degree,Donald Trump,2, ,Donald Trump, , , , , , , , , , ,Not strong enough,Economy/Jobs, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,102,Can bring needed change,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Female,White women,Suburbs,Suburbs,No,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Ted Cruz,Version 2,Probably vote for him,Probably vote for him,Definitely vote for him,.950420260429382, , 
493902,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, ,Call 1,18, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Donald Trump,2, ,Donald Trump, , , , , , , , , , ,Not strong enough,Omit, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,102,Can bring needed change,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Female,White women,Suburbs,Suburbs,No,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Marco Rubio,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.950420260429382, , 
493909,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,No, ,Call 1,1, ,No,College graduate,College graduate,More than High school graduate,White college degree,Donald Trump,1, ,Donald Trump, , , , , , , , , , ,Not strong enough,Economy/Jobs, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,76,Tells it like it is,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Male,White men,"Cities 10,000-50,000",Small Cities/Rural,No,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Ted Cruz,Version 2,Probably vote for him,Probably vote for him,Definitely vote for him,.783131659030914, , 
494020,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes, ,Call 1,15, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Donald Trump,4, ,Would not have voted, , , , , , , , , , ,Not strong enough,Government spending, ,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,95,Can bring needed change,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Female,White women,"Cities 50,000-500,000","Cities over 50,000",No,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Marco Rubio,Version 2,Definitely vote for him,Probably vote for him,Definitely vote for him,.86966860294342, , 
494038,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes, ,Call 1,2, ,No,Postgraduate study,College graduate,More than High school graduate,White college degree,Donald Trump,1, ,Donald Trump, , , , , , , , , , ,Not strong enough,Government spending, ,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,68,Can bring needed change,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Yes,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.732816994190216, , 
494056,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No, ,Call 1,18, ,No,High school or less,No college degree,High school graduate or less,White no college degree,Donald Trump,2, ,Donald Trump, , , , , , , , , , ,About right,Terrorism, ,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,102,Can bring needed change,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Male,White men,Suburbs,Suburbs,No,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Omit,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.943917691707611, , 
494095,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, ,Call 1,15, ,No,High school or less,No college degree,High school graduate or less,White no college degree,Donald Trump,4, ,Donald Trump, , , , , , , , , , ,About right,Government spending, ,Be from outside the political establishment,45+,65+,Independent/Something else,White Independent,Something else,Independent Men,Conservative,Conservative,Very conservative,95,Can bring needed change,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Male,White men,"Cities 50,000-500,000","Cities over 50,000",No,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Marco Rubio,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.863718509674072, , 
494137,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, ,Call 1,17, ,No,High school or less,No college degree,High school graduate or less,White no college degree,Donald Trump,4, ,Donald Trump, , , , , , , , , , ,Not strong enough,Immigration, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,22,Shares my values,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Male,White men,"Cities 10,000-50,000",Small Cities/Rural,No,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Ted Cruz,Version 2,Probably vote for him,Not vote for him,Definitely vote for him,1.10417175292969, , 
494155,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes, ,Call 1,2, ,No,College graduate,College graduate,More than High school graduate,White college degree,Donald Trump,1, ,Donald Trump, , , , , , , , , , ,About right,Economy/Jobs, ,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,68,Tells it like it is,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Female,White women,"Cities 50,000-500,000","Cities over 50,000",No,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Ted Cruz,Version 2,Probably vote for him,Probably vote for him,Definitely vote for him,.737865328788757, , 
494171,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, ,Call 1,15, ,No,College graduate,College graduate,More than High school graduate,White college degree,Donald Trump,4, ,Donald Trump, , , , , , , , , , ,Not strong enough,Economy/Jobs, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,95,Can bring needed change,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Male,White men,"Cities 50,000-500,000","Cities over 50,000",No,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Ted Cruz,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.858886361122131, , 
494391,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes, ,Call 1,17, ,No,Postgraduate study,College graduate,More than High school graduate,White college degree,Donald Trump,4, ,Donald Trump, , , , , , , , , , ,Not strong enough,Government spending, ,Omit,18-44,18-64,Independent/Something else,White Independent,Something else,Independent Women,Conservative,Conservative,Very conservative,22,Tells it like it is,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Female,White women,"Cities 10,000-50,000",Small Cities/Rural,Yes,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Omit,Version 2,Probably vote for him,Probably vote for him,Definitely vote for him,1.10555839538574, , 
494394,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, ,Call 1,12, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Donald Trump,3, ,Donald Trump, , , , , , , , , , ,Not strong enough,Terrorism, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,90,Tells it like it is,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Female,White women,Suburbs,Suburbs,No,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Marco Rubio,Version 2,Probably vote for him,Not vote for him,Definitely vote for him,1.1388133764267, , 
494444,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, ,Call 1,15, ,No,High school or less,No college degree,High school graduate or less,White no college degree,Donald Trump,4, ,Donald Trump, , , , , , , , , , ,About right,Terrorism, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,95,Can bring needed change,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Female,White women,"Cities 50,000-500,000","Cities over 50,000",No,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Marco Rubio,Version 2,Not vote for him,Not vote for him,Definitely vote for him,.86966860294342, , 
494599,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, ,Call 1,26, ,No,College graduate,College graduate,More than High school graduate,White college degree,Donald Trump,5, ,Donald Trump, , , , , , , , , , ,Not strong enough,Economy/Jobs, ,Omit,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,75,Tells it like it is,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Female,White women,Rural,Small Cities/Rural,No,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Marco Rubio,Version 2,Definitely vote for him,Not vote for him,Definitely vote for him,.491400361061096, , 
494605,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, ,Call 1,10, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Donald Trump,4, ,Donald Trump, , , , , , , , , , ,Not strong enough,Economy/Jobs, ,Be from outside the political establishment,45+,65+,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,61,Can bring needed change,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Female,White women,Suburbs,Suburbs,No,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Ted Cruz,Version 2,Probably vote for him,Probably vote for him,Definitely vote for him,1.00963997840881, , 
494632,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes, ,Call 1,1, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Donald Trump,1, ,Donald Trump, , , , , , , , , , ,Not strong enough,Terrorism, ,Omit,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,46,Tells it like it is,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Yes,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Omit,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.269853740930557, , 
494699,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes, ,Call 1,26, ,No,College graduate,College graduate,More than High school graduate,White college degree,Donald Trump,5, ,Donald Trump, , , , , , , , , , ,Not strong enough,Terrorism, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,75,Can bring needed change,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Female,White women,Rural,Small Cities/Rural,No,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Ted Cruz,Version 2,Probably vote for him,Probably vote for him,Definitely vote for him,.494165033102036, , 
494739,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, ,Call 1,26, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Donald Trump,5, ,Donald Trump, , , , , , , , , , ,About right,Economy/Jobs, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,75,Can bring needed change,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Male,White men,Rural,Small Cities/Rural,Yes,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Omit,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.488038331270218, , 
494757,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, ,Call 1,17, ,No,College graduate,College graduate,More than High school graduate,White college degree,Donald Trump,4, ,Donald Trump, , , , , , , , , , ,Not strong enough,Economy/Jobs, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,22,Tells it like it is,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Male,White men,"Cities 10,000-50,000",Small Cities/Rural,Yes,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Marco Rubio,Version 2,Definitely vote for him,Probably vote for him,Definitely vote for him,1.09799444675446, , 
494801,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes, ,Call 1,17, ,No,Postgraduate study,College graduate,More than High school graduate,White college degree,Donald Trump,4, ,Donald Trump, , , , , , , , , , ,Not strong enough,Government spending, ,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,22,Tells it like it is,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Male,White men,"Cities 10,000-50,000",Small Cities/Rural,Yes,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Ted Cruz,Version 2,Probably vote for him,Probably vote for him,Probably vote for him,1.09799444675446, , 
495037,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, ,Call 1,10, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Donald Trump,4, ,Donald Trump, , , , , , , , , , ,Not strong enough,Government spending, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,61,Can bring needed change,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Female,White women,Suburbs,Suburbs,No,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Ted Cruz,Version 2,Probably vote for him,Not vote for him,Definitely vote for him,1.00963997840881, , 
495104,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, ,Call 1,10, ,No,College graduate,College graduate,More than High school graduate,White college degree,Donald Trump,4, ,Donald Trump, , , , , , , , , , ,Not strong enough,Terrorism, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,61,Tells it like it is,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Male,White men,Suburbs,Suburbs,No,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Ted Cruz,Version 2,Probably vote for him,Probably vote for him,Definitely vote for him,1.0027322769165, , 
