ID,ATTEND,ATTEND2,BACKSIDE,CALL,CDNUM,CLINTONLIB,ECONFAIR,ECONWORR,ECOWORR2,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GEOCODE,GOVTANGR16,GOVTANGR16B,HONESTDEM16,HONESTDEM16CLIN,HONESTDEM16SAND,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME16,INCWHITE,INTCRISISDEM16,INTCRISISDEMCLIN,INTCRISISDEMSANDERS,ISSDEM16,LATINO,OBAMAPLCY,OUTSIDER16,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT16DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACEREL14,RACERELCLIN,RACERELDEM16,RACERELSANDERS,REGION,SANDERSLIB,SATHCLIN,SATSANDERS,SCOTUSDEM16,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIMENH16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,UNFAIRDEM16,UNFAIRDEM16CLIN,UNFAIRDEM16SAND,VADPRS16,VALUESCLIN,VALUESDEM16,VALUESSANDERS,VERSION,WEIGHT,WHNCLINC,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,XAGEBYRACE
406335.0,,,Complete,Call 2,7.0,,Favors the wealthy,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Economy/Jobs,No,Change to less liberal policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,15.0,,Honest and trustworthy,White,White,State questionnaire,White,White,White,,,,,South,,,,Bernie Sanders,Male,White men,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Only Clinton did,Only Clinton or Both of them,Only Clinton or Neither of them,Bernie Sanders,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 1,0.801134824752808,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
414432.0,A few times a month,Occasionally,Complete,Call 3,1.0,About right,,,,High school or less,No college degree,High school graduate or less,Non white no college degree,2.0,Angry,"Dissatisfied, but not angry or Angry",,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Omit,Omit,Omit,Health care,No,,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,89.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Gotten worse,Only Sanders or Neither of them,Neither of them,Only Clinton or Neither of them,South,About right,Satisifed,Satisifed,,Male,Black men,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,,,,Bernie Sanders,,,,Version 2,0.502080142498016,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
414430.0,,,Complete,Call 3,8.0,,Favors the wealthy,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",,,,Health care,,Change to more liberal policies,Have experience in politics,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,5.0,,Honest and trustworthy,White,White,State questionnaire,White,White,White,,,,,South,,,,Bernie Sanders,Female,White women,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Election day exit poll,Sometime last week,Earlier than that,In the last month,This month,Both did,Only Clinton or Both of them,Only Sanders or Both of them,Bernie Sanders,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,3.18333649635315,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
406311.0,Once a week,Weekly,Complete,Call 2,9.0,Not liberal enough,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,No,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,102.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,About right,Satisifed,Satisifed,,Female,White women,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,,,,Bernie Sanders,,,,Version 2,0.463921874761581,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
406303.0,,,Complete,Call 2,9.0,,Favors the wealthy,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,Income inequality,No,Omit,Omit,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,,,,102.0,,Honest and trustworthy,White,White,State questionnaire,White,White,White,,,,,South,,,,Bernie Sanders,Male,White men,Rural,Small Cities/Rural, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Only Clinton did,Only Clinton or Both of them,Only Clinton or Neither of them,Bernie Sanders,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 1,0.530687808990479,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
406299.0,,,Complete,Call 2,9.0,,Favors the wealthy,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,Health care,No,Change to more liberal policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,102.0,,Cares about people like me,White,White,State questionnaire,White,White,White,,,,,South,,,,Bernie Sanders,Female,White women,Rural,Small Cities/Rural, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Only Clinton did,Only Clinton or Both of them,Only Clinton or Neither of them,Bernie Sanders,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 1,0.476757764816284,Yes,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
406290.0,Never,Never,Complete,Call 2,9.0,Not liberal enough,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Income inequality,No,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,102.0,No,Cares about people like me,White,White,State questionnaire,White,White,White,Stayed about the same,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,About right,Dissatisfied,Satisifed,,Female,White women,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,,,,Bernie Sanders,,,,Version 2,0.461757600307465,Yes,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
406284.0,,,Complete,Call 2,9.0,,Favors the wealthy,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,Income inequality,No,Change to more liberal policies,Be from outside the political establishment,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,102.0,,Honest and trustworthy,White,White,State questionnaire,White,White,White,,,,,South,,,,Bernie Sanders,Female,White women,Rural,Small Cities/Rural, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Only Clinton did,Only Clinton or Both of them,Only Clinton or Neither of them,Bernie Sanders,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 1,0.476757764816284,Yes,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
406278.0,,,Complete,Call 2,9.0,,Is fair to most Americans,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,,,Neither of them,Only Sanders or Neither of them,Only Clinton or Neither of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,Terrorism,No,Change to less liberal policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,Moderate or conservative,Conservative,102.0,,Honest and trustworthy,White,White,State questionnaire,White,White,White,,,,,South,,,,Hillary Clinton,Female,White women,Rural,Small Cities/Rural, Virginia,Election day exit poll,Sometime last week,Earlier than that,In the last month,This month,Both did,Only Clinton or Both of them,Only Sanders or Both of them,Bernie Sanders,Only Sanders or Neither of them,Neither of them,Only Clinton or Neither of them,Version 1,0.472235560417175,Yes,65+,60+,65 or over,45+,50+,60+,65+,White 60+
406270.0,,,Complete,Call 2,9.0,,Favors the wealthy,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,Income inequality,No,Change to more liberal policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,102.0,,Honest and trustworthy,White,White,State questionnaire,White,White,White,,,,,South,,,,Bernie Sanders,Male,White men,Rural,Small Cities/Rural, Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Only Clinton did,Only Clinton or Both of them,Only Clinton or Neither of them,Bernie Sanders,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 1,0.535769820213318,Yes,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
406265.0,A few times a year,Occasionally,Complete,Call 2,9.0,Not liberal enough,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,Angry,"Dissatisfied, but not angry or Angry",,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Income inequality,No,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,102.0,Yes,Honest and trustworthy,White,White,State questionnaire,White,White,White,Stayed about the same,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,South,About right,Dissatisfied,Satisifed,,Female,White women,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,,,,Bernie Sanders,,,,Version 2,0.418338894844055,Yes,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
414281.0,Once a week,Weekly,Complete,Call 3,1.0,Omit,,,,High school or less,No college degree,High school graduate or less,Non white no college degree,2.0,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Health care,No,,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,89.0,Yes,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,Black,Gotten worse,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,South,About right,Dissatisfied,Satisifed,,Male,Black men,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,,,,Bernie Sanders,,,,Version 2,0.502080142498016,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
402126.0,,,Complete,Call 1,11.0,,Favors the wealthy,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",,,,Income inequality,No,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,28.0,,Cares about people like me,White,White,State questionnaire,White,White,White,,,,,South,,,,Hillary Clinton,Male,White men,Suburbs,Suburbs, Virginia,Election day exit poll,Sometime last week,Earlier than that,In the last month,This month,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Bernie Sanders,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,2.04054737091064,No,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
414271.0,A few times a year,Occasionally,Complete,Call 3,8.0,About right,,,,College graduate,College graduate,More than High school graduate,White college degree,1.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,No,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,5.0,No,Honest and trustworthy,White,White,State questionnaire,White,White,White,Stayed about the same,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,About right,Dissatisfied,Satisifed,,Female,White women,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Election day exit poll,,,,,,,,Bernie Sanders,,,,Version 2,2.79327058792114,No,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
414220.0,,,Complete,Call 3,8.0,,Favors the wealthy,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,,,Neither of them,Only Sanders or Neither of them,Only Clinton or Neither of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,Economy/Jobs,No,Change to less liberal policies,Be from outside the political establishment,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,5.0,,Honest and trustworthy,White,White,State questionnaire,White,White,White,,,,,South,,,,Hillary Clinton,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Election day exit poll,Sometime last week,Earlier than that,In the last month,This month,Only Clinton did,Only Clinton or Both of them,Only Clinton or Neither of them,Bernie Sanders,Only Sanders or Neither of them,Neither of them,Only Clinton or Neither of them,Version 1,3.73607563972473,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
401266.0,A few times a year,Occasionally,Complete,Call 1,5.0,Not liberal enough,,,,College graduate,College graduate,More than High school graduate,White college degree,4.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,No,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,1.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Stayed about the same,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,About right,Dissatisfied,Satisifed,,Female,White women,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,,,,Bernie Sanders,,,,Version 2,1.32487845420837,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
402052.0,Never,Never,Complete,Call 1,11.0,About right,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,No,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,28.0,Yes,Honest and trustworthy,White,White,State questionnaire,White,White,White,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,About right,Satisifed,Satisifed,,Female,White women,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,,,,Bernie Sanders,,,,Version 2,1.60855460166931,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
401219.0,A few times a year,Occasionally,Complete,Call 1,5.0,Not liberal enough,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,4.0,Angry,"Dissatisfied, but not angry or Angry",,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,No,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,1.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,About right,Satisifed,Satisifed,,Female,White women,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,,,,Bernie Sanders,,,,Version 2,1.33108818531036,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
401988.0,Once a week,Weekly,Complete,Call 1,11.0,About right,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,No,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,28.0,Yes,Honest and trustworthy,White,White,State questionnaire,White,White,White,Stayed about the same,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,Too liberal,Dissatisfied,Satisifed,,Male,White men,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,,,,Bernie Sanders,,,,Version 2,2.15120410919189,No,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
401194.0,Once a week,Weekly,Complete,Call 1,8.0,Not liberal enough,,,,College graduate,College graduate,More than High school graduate,White college degree,1.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,No,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,5.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Gotten worse,Only Sanders or Neither of them,Neither of them,Only Clinton or Neither of them,South,About right,Satisifed,Satisifed,,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Election day exit poll,,,,,,,,Bernie Sanders,,,,Version 2,3.71815943717957,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
401947.0,Once a week,Weekly,Complete,Call 1,11.0,About right,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,No,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,28.0,Yes,Honest and trustworthy,White,White,State questionnaire,White,White,White,Stayed about the same,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,About right,Satisifed,Satisifed,,Female,White women,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,,,,Bernie Sanders,,,,Version 2,1.77550387382507,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
414045.0,,,Complete,Call 3,2.0,,Omit,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,5.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,,Income inequality,No,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,101.0,,Has the right experience,Other,Other,State questionnaire,Other,Non-white,Other,,,,,South,,,,Bernie Sanders,Female,All other races,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Only Clinton did,Only Clinton or Both of them,Only Clinton or Neither of them,Bernie Sanders,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.00021803379059,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,All others
401894.0,Never,Never,Complete,Call 1,11.0,About right,,,,College graduate,College graduate,More than High school graduate,White college degree,1.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,No,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,28.0,Yes,Honest and trustworthy,White,White,State questionnaire,White,White,White,Gotten better,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,About right,Satisifed,Satisifed,,Male,White men,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,,,,Bernie Sanders,,,,Version 2,2.14116835594177,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
414038.0,,,Complete,Call 3,11.0,,Is fair to most Americans,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",,,,Economy/Jobs,No,Change to more liberal policies,Be from outside the political establishment,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,32.0,,Cares about people like me,White,White,State questionnaire,White,White,White,,,,,South,,,,Bernie Sanders,Female,White women,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Bernie Sanders,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 1,1.57860493659973,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
414025.0,A few times a year,Occasionally,Complete,Call 3,8.0,Not liberal enough,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Income inequality,No,,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Very liberal,Liberal,Liberal,5.0,No,Honest and trustworthy,White,White,State questionnaire,White,White,White,Gotten worse,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,South,About right,Dissatisfied,Satisifed,,Female,White women,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Election day exit poll,,,,,,,,Bernie Sanders,,,,Version 2,2.79327058792114,No,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
413233.0,,,Complete,Call 3,9.0,,Is fair to most Americans,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,3.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",,,,Economy/Jobs,No,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,66.0,,Honest and trustworthy,White,White,State questionnaire,White,White,White,,,,,South,,,,Bernie Sanders,Female,White women,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Bernie Sanders,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.579389691352844,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
413993.0,,,Complete,Call 3,2.0,,Is fair to most Americans,Very worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,5.0,,,Neither of them,Only Sanders or Neither of them,Only Clinton or Neither of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,,Economy/Jobs,No,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,101.0,,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,Black,,,,,South,,,,Bernie Sanders,Male,Black men,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Both did,Only Clinton or Both of them,Only Sanders or Both of them,Bernie Sanders,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.00198602676392,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Black 30-44
413964.0,,,Complete,Call 3,8.0,,Favors the wealthy,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,Income inequality,No,Change to more liberal policies,Be from outside the political establishment,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,5.0,,Cares about people like me,White,White,State questionnaire,White,White,White,,,,,South,,,,Bernie Sanders,Female,White women,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Only Clinton did,Only Clinton or Both of them,Only Clinton or Neither of them,Bernie Sanders,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,3.18333649635315,No,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
413170.0,,,Complete,Call 3,9.0,,Favors the wealthy,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,Economy/Jobs,No,Omit,Be from outside the political establishment,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,Moderate or conservative,Moderate,80.0,,Cares about people like me,White,White,State questionnaire,White,White,White,,,,,South,,,,Bernie Sanders,Male,White men,Rural,Small Cities/Rural, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Only Clinton did,Only Clinton or Both of them,Only Clinton or Neither of them,Bernie Sanders,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 1,0.925774812698364,Yes,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
