id,backside,brnagain,call,cdnum,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,outsider,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,scotusre,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,unfairre,version,vetvoter,vtrprs16,weight,whnclinc,whtevang,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
414605,Complete,No,Call 3,1,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,4,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,63,Shares my values,White,White,State questionnaire,White,White,East,Donald Trump,Male,White men,Rural,Small Cities/Rural, Vermont,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Omit,Version 1,Yes,Donald Trump,1.107013463974,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
414617,Complete,Yes,Call 3,1,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,1,Shares my values,White,White,State questionnaire,White,White,East,Ted Cruz,Female,White women,Rural,Small Cities/Rural, Vermont,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,Marco Rubio,1.04804539680481,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
414625,Complete,No,Call 3,1,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,4,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Immigration,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,69,Tells it like it is,White,White,State questionnaire,White,White,East,John Kasich,Male,White men,Rural,Small Cities/Rural, Vermont,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Ted Cruz,Version 1,No,John Kasich,1.35005509853363,No,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
414656,Complete,Yes,Call 3,1,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Omit,Be from outside the political establishment, , , , ,Conservative,Conservative,Somewhat conservative,41,Can bring needed change,White,White,State questionnaire,White,White,East,Donald Trump,Male,White men,Rural,Small Cities/Rural, Vermont,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Donald Trump,Version 1,Yes,Donald Trump,1.05535101890564,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
414679,Complete,No,Call 3,1,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Omit,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,69,Can bring needed change,White,White,State questionnaire,White,White,East,Marco Rubio,Female,White women,Rural,Small Cities/Rural, Vermont,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Marco Rubio,Version 1,No,Marco Rubio,1.15796792507172,No,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
414682,Complete,Yes,Call 3,1,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,41,Shares my values,White,White,State questionnaire,White,White,East,Marco Rubio,Male,White men,Rural,Small Cities/Rural, Vermont,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,Marco Rubio,.701253950595856,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
414706,Complete,Yes,Call 3,1,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Omit,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,41,Omit,White,White,State questionnaire,White,White,East,Marco Rubio,Female,White women,Rural,Small Cities/Rural, Vermont,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Omit,Version 1,No,Marco Rubio,.858920395374298,No,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
414730,Complete,No,Call 3,1,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Have experience in politics,Democrat,White Democrat,Democrat,Democratic Women,Conservative,Conservative,Somewhat conservative,41,Can bring needed change,White,White,State questionnaire,White,White,East,Omit,Female,White women,Rural,Small Cities/Rural, Vermont,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,Marco Rubio,.858920395374298,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
414745,Complete,Yes,Call 3,1,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,41,Can bring needed change,White,White,State questionnaire,White,White,East,Marco Rubio,Female,White women,Rural,Small Cities/Rural, Vermont,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Donald Trump,Version 1,No,Marco Rubio,.858920395374298,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
414763,Complete,Yes,Call 3,1,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,37,Can bring needed change,White,White,State questionnaire,White,White,East,Omit,Female,White women,Suburbs,Suburbs, Vermont,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump,Omit,Version 1,No,Ted Cruz,1.59062063694,No,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
414767,Complete,No,Call 3,1,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,41,Shares my values,White,White,State questionnaire,White,White,East,John Kasich,Male,White men,Rural,Small Cities/Rural, Vermont,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Donald Trump,Version 1,No,John Kasich,1.00140070915222,No,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
414785,Complete,No,Call 3,1,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Be from outside the political establishment,Democrat,White Democrat,Democrat,Democratic Men,Moderate/Liberal,Liberal,Liberal,41,Can win in November,White,White,State questionnaire,White,White,East,John Kasich,Male,White men,Rural,Small Cities/Rural, Vermont,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,John Kasich,1.00140070915222,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
414789,Complete,No,Call 3,1,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,68,Can win in November,White,White,State questionnaire,White,White,East,Marco Rubio,Male,White men,Suburbs,Suburbs, Vermont,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Donald Trump,Version 1,No,Marco Rubio,.535867691040039,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
414806,Complete,No,Call 3,1,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Terrorism,Be from outside the political establishment,Democrat,White Democrat,Democrat,Democratic Women,Moderate/Liberal,Liberal,Liberal,40,Can bring needed change,White,White,State questionnaire,White,White,East,Omit,Female,White women,Rural,Small Cities/Rural, Vermont,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Donald Trump,Version 1,No,Other,1.85891163349152,Yes,All others,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
414810,Complete,No,Call 3,1,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", , , , , , , ,Economy/Jobs,Be from outside the political establishment,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,41,Can bring needed change,White,White,State questionnaire,White,White,East,Ted Cruz,Male,White men,Rural,Small Cities/Rural, Vermont,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Marco Rubio,Version 1,No,Ted Cruz,.610473334789276,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
414814,Complete,No,Call 3,1,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Have experience in politics,Independent/Something else,White Independent,Something else,Independent Women,Moderate/Liberal,Moderate,Moderate,68,Tells it like it is,White,White,State questionnaire,White,White,East,John Kasich,Female,White women,Suburbs,Suburbs, Vermont,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,Yes,John Kasich,.634908199310303,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
414819,Complete,No,Call 3,1,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Have experience in politics,Democrat,White Democrat,Democrat,Democratic Women,Moderate/Liberal,Moderate,Moderate,37,Can win in November,White,White,State questionnaire,White,White,East,John Kasich,Female,White women,Suburbs,Suburbs, Vermont,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,John Kasich,1.03516674041748,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
414827,Complete,No,Call 3,1,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,41,Can win in November,White,White,State questionnaire,White,White,East,Ted Cruz,Female,White women,Rural,Small Cities/Rural, Vermont,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Omit,Version 1,No,Ted Cruz,.747729122638702,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
414828,Complete,No,Call 3,1,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,41,Can win in November,White,White,State questionnaire,White,White,East,Ted Cruz,Female,White women,Rural,Small Cities/Rural, Vermont,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Omit,Version 1,No,Ted Cruz,.747729122638702,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
414855,Complete,Yes,Call 3,1,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,Have experience in politics,Democrat,White Democrat,Democrat,Democratic Women,Moderate/Liberal,Moderate,Moderate,68,Shares my values,White,White,State questionnaire,White,White,East,John Kasich,Female,White women,Suburbs,Suburbs, Vermont,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,John Kasich,Version 1,No,John Kasich,.794541716575623,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
414859,Complete,No,Call 3,1,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Have experience in politics,Democrat,White Democrat,Democrat,Democratic Men,Moderate/Liberal,Liberal,Liberal,37,Omit,White,White,State questionnaire,White,White,East,John Kasich,Male,White men,Suburbs,Suburbs, Vermont,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,John Kasich,.845147848129272,No,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
414880,Complete,No,Call 3,1,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,68,Tells it like it is,White,White,State questionnaire,White,White,East,Marco Rubio,Male,White men,Suburbs,Suburbs, Vermont,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Donald Trump,Version 1,No,Donald Trump,.845388233661652,No,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
414892,Complete,No,Call 3,1,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Have experience in politics,Democrat,White Democrat,Democrat,Democratic Men,Moderate/Liberal,Liberal,Liberal,68,Tells it like it is,White,White,State questionnaire,White,White,East,Donald Trump,Male,White men,Suburbs,Suburbs, Vermont,Election day exit poll,Just today,Last few days,In the last month,This week,Donald Trump,Ted Cruz,Version 1,No,Donald Trump,.845388233661652,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
414910,Complete,No,Call 3,1,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,Be from outside the political establishment,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,68,Shares my values,White,White,State questionnaire,White,White,East,John Kasich,Male,White men,Suburbs,Suburbs, Vermont,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,John Kasich,Version 1,No,John Kasich,.648692846298218,No,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
414920,Not complete,No,Call 3,1,Omit,Omit, , , , ,2, , , , , , , , , , ,Be from outside the political establishment, , , , , , , ,68, ,White,White,State questionnaire,White,White,East, ,Male,White men,Suburbs,Suburbs, Vermont,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump, ,Version 1,Yes,John Kasich,.518362164497375, ,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
414924,Complete,Yes,Call 3,1,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,40,Shares my values,White,White,State questionnaire,White,White,East,John Kasich,Female,White women,Rural,Small Cities/Rural, Vermont,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Donald Trump,Version 1,No,John Kasich,1.0278548002243,No,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
414939,Complete,No,Call 3,1,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,Have experience in politics,Democrat,White Democrat,Democrat,Democratic Men,Moderate/Liberal,Moderate,Moderate,68,Can bring needed change,White,White,State questionnaire,White,White,East,John Kasich,Male,White men,Suburbs,Suburbs, Vermont,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump,Ted Cruz,Version 1,No,John Kasich,.648692846298218,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
414951,Complete,Yes,Call 3,1,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,37,Can win in November,White,White,State questionnaire,White,White,East,Marco Rubio,Male,White men,Suburbs,Suburbs, Vermont,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,Marco Rubio,.698153853416443,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
414966,Complete,No,Call 3,1,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Immigration,Omit,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,40,Tells it like it is,White,White,State questionnaire,White,White,East,Marco Rubio,Male,White men,Rural,Small Cities/Rural, Vermont,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Marco Rubio,Version 1,No,Marco Rubio,1.4411872625351,No,All others,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
414972,Complete,Yes,Call 3,1,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,68,Can bring needed change,White,White,State questionnaire,White,White,East,John Kasich,Male,White men,Suburbs,Suburbs, Vermont,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Donald Trump,Version 1,No,John Kasich,.518362164497375,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
414982,Complete,No,Call 3,1,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Have experience in politics,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,37,Shares my values,White,White,State questionnaire,White,White,East,John Kasich,Male,White men,Suburbs,Suburbs, Vermont,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,Yes,John Kasich,.845147848129272,No,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
414985,Complete,No,Call 3,1,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Be from outside the political establishment,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,68,Shares my values,White,White,State questionnaire,White,White,East,John Kasich,Male,White men,Suburbs,Suburbs, Vermont,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Ted Cruz,Version 1,No,John Kasich,.648692846298218,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
415024,Complete,No,Call 3,1,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Terrorism,Be from outside the political establishment,Independent/Something else,White Independent,Something else,Independent Men,Conservative,Conservative,Somewhat conservative,68,Can win in November,White,White,State questionnaire,White,White,East,John Kasich,Male,White men,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Marco Rubio,Version 1,No,Other,.773728668689728,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
415025,Complete,No,Call 3,1,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,40,Shares my values,White,White,State questionnaire,White,White,East,Marco Rubio,Male,White men,Rural,Small Cities/Rural, Vermont,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Donald Trump,Version 1,No,Marco Rubio,.630463838577271,Yes,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
415029,Complete,No,Call 3,1,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Have experience in politics,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,37,Shares my values,White,White,State questionnaire,White,White,East,John Kasich,Male,White men,Suburbs,Suburbs, Vermont,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,John Kasich,.845147848129272,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
415044,Complete,No,Call 3,1,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,68,Shares my values,White,White,State questionnaire,White,White,East,John Kasich,Female,White women,Suburbs,Suburbs, Vermont,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,John Kasich,.634908199310303,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
415058,Not complete,Yes,Call 3,1,Very worried,Worried, , , , ,2, , , , , , , , , , ,Have experience in politics, , , , , , , ,68, ,White,White,State questionnaire,White,White,East, ,Female,White women,Suburbs,Suburbs, Vermont,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump, ,Version 1,No,Ted Cruz,1.2492663860321, ,White Born-again/Evangelical Christians,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
415066,Complete,No,Call 3,1,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Be from outside the political establishment,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,37,Can bring needed change,White,White,State questionnaire,White,White,East,John Kasich,Female,White women,Suburbs,Suburbs, Vermont,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Ted Cruz,Version 1,No,Marco Rubio,.855123341083527,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
415075,Not complete,No,Call 3,1,Not too worried,Not worried, , , , ,3, , , , , , , , , , ,Omit, , , , , , , ,11, ,White,White,State questionnaire,White,White,East, ,Male,White men,Rural,Small Cities/Rural, Vermont,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Version 1,No,John Kasich,.46065229177475, ,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
