ID,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BETRAYEDDEM,BREAK16PRID,BREAKFACTD,BREAKIMPD,CALL,CDNUM,CLINTONLIB,CONTACT16PRI,ECONDEM16,ECONDEMCLIN,ECONDEMSANDERS,ECONFAIR,ECONWORR,ECOWORR2,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GEOCODE,GETAHEAD,GOVTANGR16,GOVTANGR16B,GUNOWNER12,GUNPLCY16CLIN,GUNPLCY16SAND,GUNPLCYDEM16,HEALTHDEM16,HEALTHDEMCLIN,HEALTHDEMSANDERS,HONESTDEM16,HONESTDEM16CLIN,HONESTDEM16SAND,INC100K,INC30K,INC50K,INCINEQDEM16,INCINEQDEMCLIN,INCINEQDEMSANDERS,INCOME3,INCOME4,INCOME16,INCWHITE,INTCRISISDEM16,INTCRISISDEMCLIN,INTCRISISDEMSANDERS,ISSDEM16,ISSVQUAL,LIFE,MARRIED,NHDPRS16,OBAMAPLCY,OUTSIDER16,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT16DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,REGION,REGNHDEM,SANDERSLIB,SATHCLIN,SATSANDERS,SEX,SEXBYRACE,SEXWED,SINGLEPAYER,SIZEPLAC,SIZEPLC3,STANUM,TAXINC12,TELEPOLL,TERRWORR,TERWORR2,TIMENH16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,VALUESCLIN,VALUESDEM16,VALUESSANDERS,VERSION,WEIGHT,WHNCLINC
114706.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,The most important factor,A factor,Important,Call 3,2.0,,,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,,,,,,,,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,,,,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Health care,My candidate's positions on the issues,,,Bernie Sanders,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Very liberal,Liberal,Liberal,113.0,,Honest and trustworthy,White,White,State questionnaire,White,White,East,,,,,Male,White men,,,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,In the last month,Earlier than that,In the last month,Earlier than that,,,,Version 1,0.809415280818939,No
114710.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,,,Call 3,2.0,,,,,,,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3.0,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",No,Only Clinton or both of them,Only Sanders or both of them,Both of them,,,,,,,100k or more,"$30,000 or more",50k or more,,,,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,,,,,Bernie Sanders,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,113.0,Yes,,White,White,State questionnaire,White,White,East,Registered as Democrat,,Satisifed,Satisifed,Male,White men,,Support,Rural,Small Cities/Rural,New Hampshire,"Increase only on income over $250,000",Election day exit poll,Not at all worried,Not too or not at all worried,,,,,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 3,0.788137018680573,No
114713.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,No,,,,Call 3,2.0,About right,Yes,,,,Favors the wealthy,,,High school or less,No college degree,High school graduate or less,White no college degree,4.0,Holding steady financially,,,,,,,,,,,,,Less than 100k,"$30,000 or more",Less than 50k,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Terrorism,,About the same,No,Bernie Sanders,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,71.0,,Cares about people like me,White,White,State questionnaire,White,White,East,Registered as Democrat,About right,,,Male,White men,Non married men,,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,,,,,,,,Version 2,0.537879467010498,Yes
114714.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,No,,,,Call 3,1.0,Not liberal enough,No,,,,Favors the wealthy,,,College graduate,College graduate,More than High school graduate,White college degree,4.0,Falling behind financially,,,,,,,,,,,,,Less than 100k,"Under $30,000",Less than 50k,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,,Worse than life today,No,Bernie Sanders,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Very liberal,Liberal,Liberal,26.0,,Omit,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,About right,,,Female,White women,Non married women,,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,,,,,,,,Version 2,1.22628283500671,No
114715.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Not a factor at all,Not a factor,Not important,Call 3,2.0,,,Both of them,Only Clinton or both of them,Only Sanders or both of them,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,,,,,,,,Both of them,Only Clinton or both of them,Only Sanders or both of them,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,,,,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,Income inequality,My candidate's positions on the issues,,,Bernie Sanders,Change to more liberal policies,Have experience in politics,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Very liberal,Liberal,Liberal,113.0,,Honest and trustworthy,White,White,State questionnaire,White,White,East,,,,,Female,White women,,,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,Before that,Earlier than that,Earlier than that,Earlier than that,,,,Version 1,0.638995230197906,No
114717.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,,,Call 3,1.0,,,,,,,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4.0,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Only Sanders or neither of them,Only Sanders or both of them,Only Sanders,,,,,,,100k or more,"$30,000 or more",50k or more,,,,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,,,,,Bernie Sanders,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,Moderate or conservative,Conservative,39.0,No,,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,,Dissatisfied,Satisifed,Male,White men,,Support,Suburbs,Suburbs,New Hampshire,"Increase only on income over $250,000",Election day exit poll,Somewhat worried,Very or somewhat worried,,,,,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 3,0.750374376773834,No
114718.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,A minor factor,A factor,Not important,Call 3,2.0,,,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4.0,,,,,,,,Both of them,Only Clinton or both of them,Only Sanders or both of them,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,,,,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Economy/Jobs,My candidate's positions on the issues,,,Bernie Sanders,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,71.0,,Honest and trustworthy,White,White,State questionnaire,White,White,East,,,,,Male,White men,,,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,Before that,Earlier than that,Earlier than that,Earlier than that,,,,Version 1,0.521525025367737,No
114720.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,No,,,,Call 3,1.0,Not liberal enough,Yes,,,,Favors the wealthy,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4.0,Holding steady financially,,,,,,,,,,,,,Less than 100k,"$30,000 or more",50k or more,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Neither of them,Only Sanders or Neither of them,Only Clinton or Neither of them,Omit,,Better than life today,No,Bernie Sanders,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,26.0,,Honest and trustworthy,White,White,State questionnaire,White,White,East,Registered as Democrat,About right,,,Female,White women,Non married women,,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,,,,,,,,Version 2,1.22628283500671,No
114723.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,One of several important factors,A factor,Important,Call 3,1.0,,,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,,,,High school or less,No college degree,High school graduate or less,White no college degree,4.0,,,,,,,,Both of them,Only Clinton or both of them,Only Sanders or both of them,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,,,,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,Economy/Jobs,Omit,,,Bernie Sanders,Change to more liberal policies,Have experience in politics,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,39.0,,Cares about people like me,White,White,State questionnaire,White,White,East,,,,,Female,White women,,,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,Before that,Earlier than that,Earlier than that,Earlier than that,,,,Version 1,0.686174094676971,Yes
114724.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,,,,Call 3,2.0,,,,,,,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3.0,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Yes,Only Clinton or both of them,Only Sanders or both of them,Both of them,,,,,,,Less than 100k,"$30,000 or more",50k or more,,,,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,,,,,Bernie Sanders,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,113.0,Yes,,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,,Dissatisfied,Satisifed,Male,White men,,Support,Rural,Small Cities/Rural,New Hampshire,"Increase only on income over $250,000",Election day exit poll,Somewhat worried,Very or somewhat worried,,,,,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 3,0.788137018680573,No
114728.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,,,,Call 3,1.0,,,,,,,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,4.0,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Only Sanders or neither of them,Only Sanders or both of them,Only Sanders,,,,,,,Less than 100k,"$30,000 or more",50k or more,,,,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,,,,,Bernie Sanders,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,26.0,Yes,,White,White,State questionnaire,White,White,East,Registered as Democrat,,Satisifed,Satisifed,Female,White women,,Support,Suburbs,Suburbs,New Hampshire,Increase for all,Election day exit poll,Somewhat worried,Very or somewhat worried,,,,,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 3,1.16591131687164,No
114730.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,One of several important factors,A factor,Important,Call 3,1.0,,,Both of them,Only Clinton or both of them,Only Sanders or both of them,,,,College graduate,College graduate,More than High school graduate,White college degree,4.0,,,,,,,,Both of them,Only Clinton or both of them,Only Sanders or both of them,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,,,,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,Health care,My candidate's positions on the issues,,,Bernie Sanders,Change to more liberal policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,39.0,,Honest and trustworthy,White,White,State questionnaire,White,White,East,,,,,Female,White women,,,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,Just today,Last few days,In the last month,This month,,,,Version 1,0.679596722126007,No
114731.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,Not a factor at all,Not a factor,Not important,Call 3,2.0,,,Both of them,Only Clinton or both of them,Only Sanders or both of them,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,,,,,,,,Both of them,Only Clinton or both of them,Only Sanders or both of them,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,,,,,,,,,,,,,,Economy/Jobs,My candidate's leadership/personal qualities,,,Bernie Sanders,Change to more liberal policies,Have experience in politics,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Very liberal,Liberal,Liberal,113.0,,Honest and trustworthy,White,White,State questionnaire,White,White,East,,,,,Male,White men,,,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,In the last few days,Last few days,In the last month,This month,,,,Version 1,0.809415280818939,
114732.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,,,Call 3,1.0,,,,,,,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,4.0,,Angry,"Dissatisfied, but not angry or Angry",No,Only Clinton or both of them,Only Sanders or both of them,Both of them,,,,,,,Less than 100k,"Under $30,000",Less than 50k,,,,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,,,,,Bernie Sanders,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,26.0,Yes,,White,White,State questionnaire,White,White,East,Registered as Democrat,,Dissatisfied,Satisifed,Male,White men,,Support,Suburbs,Suburbs,New Hampshire,"Increase only on income over $250,000",Election day exit poll,Somewhat worried,Very or somewhat worried,,,,,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 3,1.45854997634888,Yes
114733.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Yes,,,,Call 3,2.0,Not liberal enough,No,,,,Favors the wealthy,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4.0,Falling behind financially,,,,,,,,,,,,,Less than 100k,"Under $30,000",Less than 50k,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Income inequality,,Worse than life today,No,Bernie Sanders,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Very liberal,Liberal,Liberal,71.0,,Cares about people like me,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,About right,,,Male,White men,Non married men,,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,,,,,,,,Version 2,0.537879467010498,Yes
114735.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,,,,Call 3,1.0,,,,,,,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4.0,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Only Clinton or both of them,Only Sanders or both of them,Both of them,,,,,,,100k or more,"$30,000 or more",50k or more,,,,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,,,,,Bernie Sanders,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Very liberal,Liberal,Liberal,39.0,Yes,,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,,Satisifed,Satisifed,Female,White women,,Support,Suburbs,Suburbs,New Hampshire,"Increase only on income over $250,000",Election day exit poll,Somewhat worried,Very or somewhat worried,,,,,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 3,0.642919361591339,No
114739.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,A minor factor,A factor,Not important,Call 3,1.0,,,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,,,,High school or less,No college degree,High school graduate or less,White no college degree,4.0,,,,,,,,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,,,,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Economy/Jobs,My candidate's positions on the issues,,,Bernie Sanders,Omit,Have experience in politics,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Very liberal,Liberal,Liberal,26.0,,Honest and trustworthy,White,White,State questionnaire,White,White,East,,,,,Male,White men,,,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,Sometime last week,Earlier than that,In the last month,This month,,,,Version 1,1.49792814254761,No
114740.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,Not a factor at all,Not a factor,Not important,Call 3,2.0,,,Both of them,Only Clinton or both of them,Only Sanders or both of them,,,,College graduate,College graduate,More than High school graduate,White college degree,4.0,,,,,,,,Both of them,Only Clinton or both of them,Only Sanders or both of them,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,,,,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,Income inequality,My candidate's leadership/personal qualities,,,Bernie Sanders,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,71.0,,Honest and trustworthy,White,White,State questionnaire,White,White,East,,,,,Male,White men,,,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,Just today,Last few days,In the last month,This month,,,,Version 1,0.521525025367737,No
114744.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,,,,Call 3,1.0,,,,,,,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4.0,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",No,Only Sanders or neither of them,Only Sanders or both of them,Only Sanders,,,,,,,Less than 100k,"Under $30,000",Less than 50k,,,,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,,,,,Bernie Sanders,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Very liberal,Liberal,Liberal,26.0,Yes,,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,,Dissatisfied,Satisifed,Female,White women,,Support,Suburbs,Suburbs,New Hampshire,"Increase only on income over $250,000",Election day exit poll,Very worried,Very or somewhat worried,,,,,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 3,1.29020118713379,No
114745.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Not complete,No,,,,Call 3,1.0,,No,,,,Favors the wealthy,,,,,,,4.0,Falling behind financially,,,,,,,,,,,,,,,,,,,,,,,,,,,,Omit,Yes,Bernie Sanders,,,18-44,18-64,,,,,,,,,39.0,,,White,White,State questionnaire,White,White,East,Omit,,,,Male,White men,Married men,,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,,,,,,,,Version 2,0.898133635520935,
114746.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Not complete,No,,,,Call 3,2.0,,No,,,,Favors the wealthy,,,,,,,4.0,Holding steady financially,,,,,,,,,,,,,,,,,,,,,,,,,,,,About the same,Yes,Bernie Sanders,,,45+,18-64,,,,,,,,,71.0,,,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,,,,Male,White men,Married men,,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,,,,,,,,Version 2,0.607810854911804,
114750.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,,,,Call 3,1.0,,,,,,,Not too worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4.0,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",No,Only Sanders or neither of them,Only Sanders or both of them,Only Sanders,,,,,,,100k or more,"$30,000 or more",50k or more,,,,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,,,,,Bernie Sanders,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,26.0,No,,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,,Dissatisfied,Satisifed,Male,White men,,Support,Suburbs,Suburbs,New Hampshire,Increase for all,Election day exit poll,Not too worried,Not too or not at all worried,,,,,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 3,1.41274476051331,No
114752.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,,,,Call 3,1.0,,,,,,,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4.0,,Angry,"Dissatisfied, but not angry or Angry",No,Only Clinton or both of them,Only Sanders or both of them,Both of them,,,,,,,Less than 100k,"Under $30,000",Less than 50k,,,,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,,,,,Bernie Sanders,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Somewhat liberal,Liberal,Liberal,39.0,No,,White,White,State questionnaire,White,White,East,Not registered,,Dissatisfied,Satisifed,Female,White women,,Oppose,Suburbs,Suburbs,New Hampshire,"Increase only on income over $250,000",Election day exit poll,Very worried,Very or somewhat worried,,,,,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 3,0.642919361591339,Yes
114756.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,,,,Call 3,1.0,,,,,,,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,4.0,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Yes,Only Sanders or neither of them,Only Clinton or neither of them,Neither of them,,,,,,,Less than 100k,"$30,000 or more",50k or more,,,,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,,,,,Bernie Sanders,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,26.0,Yes,,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,,Satisifed,Satisifed,Male,White men,,Oppose,Suburbs,Suburbs,New Hampshire,"Increase only on income over $250,000",Election day exit poll,Very worried,Very or somewhat worried,,,,,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 3,1.45854997634888,No
114760.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,,,,Call 3,2.0,,,,,,,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4.0,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Only Clinton or both of them,Only Sanders or both of them,Both of them,,,,,,,100k or more,"$30,000 or more",50k or more,,,,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,,,,,Bernie Sanders,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,71.0,Yes,,White,White,State questionnaire,White,White,East,Registered as Democrat,,Satisifed,Satisifed,Female,White women,,Support,Suburbs,Suburbs,New Hampshire,"Increase only on income over $250,000",Election day exit poll,Somewhat worried,Very or somewhat worried,,,,,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 3,0.449201911687851,No
114770.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,,,Call 3,2.0,,,,,,,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,2.0,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Only Clinton or both of them,Only Sanders or both of them,Both of them,,,,,,,Less than 100k,"Under $30,000",Less than 50k,,,,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,,,,,Bernie Sanders,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,72.0,Yes,,White,White,State questionnaire,White,White,East,Registered as Democrat,,Dissatisfied,Satisifed,Female,White women,,Oppose,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Not increase for anyone,Election day exit poll,Somewhat worried,Very or somewhat worried,,,,,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 3,0.664249062538147,Yes
114776.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,,One of several important factors,A factor,Important,Call 3,2.0,,,Both of them,Only Clinton or both of them,Only Sanders or both of them,,,,High school or less,No college degree,High school graduate or less,Non white no college degree,2.0,,,,,,,,Both of them,Only Clinton or both of them,Only Sanders or both of them,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,,,,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,,Economy/Jobs,My candidate's leadership/personal qualities,,,Bernie Sanders,Change to more liberal policies,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,72.0,,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,East,,,,,Female,Latino women,,,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,,Election day exit poll,,,Before that,Earlier than that,Earlier than that,Earlier than that,,,,Version 1,0.686674833297729,No
