ID,BACKSIDE,BEATTRUMP16,CALL,CDNUM,CICDEM16,CLINHONEST,CLINREALISTIC,CLINTONLIB,ECONWORR,ECOWORR2,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GENDISS,GENDISS2,GEOCODE,GETAHEAD,ILDPRS16,ILDSEN16,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME16,INCWHITE,INSPIRES16D,ISSDEM16,MARRIED,OBAMAPLCY,OUTSIDER16,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,QLT16DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEREL14,RACERELCLIN,RACERELDEM16,RACERELSANDERS,REGION,SANDERSLIB,SANDHONEST,SANDREALISTIC,SATHCLIN,SATSANDERS,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIMENH16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,TRADE16,VERSION,WEIGHT,WHNCLINC,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,XAGEBYRACE
495978.0,Complete,,Call 1,8.0,Bernie Sanders,Yes,,,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,2.0,,Bernie Sanders,Napoleon Harris,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Bernie Sanders,Terrorism,,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,155.0,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,Midwest,,Yes,,,,Male,Black men,,Suburbs,Suburbs, Illinois,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Version 1,0.746171891689301,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Black 30-44
495972.0,Complete,,Call 1,11.0,Bernie Sanders,No,,,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,3.0,,Bernie Sanders,Napoleon Harris,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Bernie Sanders,Economy/Jobs,,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,93.0,Honest and trustworthy,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,,,,,Midwest,,Yes,,,,Female,Latino women,,Suburbs,Suburbs, Illinois,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Has no effect on U.S. jobs,Version 1,0.40206253528595,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,Latino 17-29
495961.0,Complete,,Call 1,14.0,Bernie Sanders,No,,,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,3.0,,Bernie Sanders,Napoleon Harris,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Bernie Sanders,Economy/Jobs,,Generally continue Barack Obama's policies,Have experience in politics,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,Moderate,Moderate or conservative,Moderate,33.0,Honest and trustworthy,Other,Asian,State questionnaire,Asian,Non-white,,,,,Midwest,,Yes,,,,Male,All other races,,Suburbs,Suburbs, Illinois,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Version 1,0.523022711277008,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,All others
495947.0,Complete,Hillary Clinton,Call 1,16.0,,,Not realistic,Too liberal,,,High school or less,No college degree,High school graduate or less,White no college degree,Not an important factor,Not an important factor,4.0,Getting ahead financially,Bernie Sanders,Napoleon Harris,,,,,,,,,Terrorism,Yes,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,98.0,Honest and trustworthy,White,White,State questionnaire,White,White,Gotten better,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Midwest,About right,,Realistic,Dissatisfied,Satisifed,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll,,,,,,Version 2,0.338663578033447,,65+,60+,65 or over,45+,50+,60+,65+,White 60+
495929.0,Complete,Bernie Sanders,Call 1,14.0,,,Realistic,About right,,,High school or less,No college degree,High school graduate or less,Non white no college degree,Not an important factor,Not an important factor,3.0,Holding steady financially,Bernie Sanders,Napoleon Harris,,,,,,,,,Income inequality,No,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Very liberal,Liberal,Liberal,33.0,Honest and trustworthy,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Midwest,About right,,Realistic,Dissatisfied,Satisifed,Male,Latino men,Non married men,Suburbs,Suburbs, Illinois,Election day exit poll,,,,,,Version 2,0.451688170433044,,17-29,17-29,17-24,17-44,17-49,17-29,17-24,Latino 17-29
495903.0,Complete,Bernie Sanders,Call 1,16.0,,,Not realistic,Too liberal,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Not an important factor,Not an important factor,4.0,Falling behind financially,Bernie Sanders,Napoleon Harris,,,,,,,,,Economy/Jobs,Yes,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Very liberal,Liberal,Liberal,98.0,Honest and trustworthy,White,White,State questionnaire,White,White,Gotten worse,Only Sanders or Neither of them,Neither of them,Only Clinton or Neither of them,Midwest,Too liberal,,Not realistic,Dissatisfied,Dissatisfied,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll,,,,,,Version 2,0.304300934076309,,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
495894.0,Complete,,Call 1,2.0,Bernie Sanders,No,,,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,4.0,,Bernie Sanders,Napoleon Harris,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Bernie Sanders,Economy/Jobs,,Change to more liberal policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,36.0,Cares about people like me,White,White,State questionnaire,White,White,,,,,Midwest,,Yes,,,,Male,White men,,"Cities 10,000-50,000",Small Cities/Rural, Illinois,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Version 1,0.302017569541931,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
495892.0,Complete,Bernie Sanders,Call 1,14.0,,,Not realistic,Not liberal enough,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Not an important factor,Not an important factor,3.0,Holding steady financially,Bernie Sanders,Napoleon Harris,,,,,,,,,Income inequality,No,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,33.0,Cares about people like me,White,White,State questionnaire,White,White,Stayed about the same,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Midwest,About right,,Realistic,Dissatisfied,Satisifed,Female,White women,Non married women,Suburbs,Suburbs, Illinois,Election day exit poll,,,,,,Version 2,0.431833267211914,,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
506215.0,Complete,,Call 3,17.0,Bernie Sanders,No,,,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,4.0,,Bernie Sanders,Napoleon Harris,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Bernie Sanders,Income inequality,,Change to less liberal policies,Have experience in politics,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,Somewhat liberal,Liberal,Liberal,70.0,Honest and trustworthy,Other,Other,State questionnaire,Other,Non-white,,,,,Midwest,,Yes,,,,Male,All other races,,"Cities 10,000-50,000",Small Cities/Rural, Illinois,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Version 1,0.532488286495209,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,All others
505548.0,Complete,,Call 3,13.0,Bernie Sanders,No,,,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,,,5.0,,Bernie Sanders,Napoleon Harris,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Bernie Sanders,Health care,,Change to more liberal policies,Be from outside the political establishment,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,6.0,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,Midwest,,Yes,,,,Female,White women,,Rural,Small Cities/Rural, Illinois,Election day exit poll,Just today,Last few days,In the last month,This month,Takes away U.S. jobs,Version 1,1.43530488014221,No,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
493904.0,Complete,,Call 1,7.0,Bernie Sanders,No,,,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,1.0,,Bernie Sanders,Napoleon Harris,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Bernie Sanders,Economy/Jobs,,Change to more liberal policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,117.0,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,,,,,Midwest,,Yes,,,,Male,Black men,,"Cities over 500,000","Cities over 50,000", Illinois,Election day exit poll,In the last few days,Last few days,In the last month,This month,Takes away U.S. jobs,Version 1,2.92113327980042,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
495489.0,Complete,Hillary Clinton,Call 1,14.0,,,Not realistic,Too liberal,,,Postgraduate study,College graduate,More than High school graduate,White college degree,The single most important factor,The single most important factor or one of several important factors,3.0,Holding steady financially,Bernie Sanders,Napoleon Harris,,,,,,,,,Economy/Jobs,Yes,,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,Moderate or conservative,Conservative,52.0,Honest and trustworthy,White,White,State questionnaire,White,White,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Midwest,Too liberal,,Not realistic,Dissatisfied,Satisifed,Male,White men,Married men,Suburbs,Suburbs, Illinois,Election day exit poll,,,,,,Version 2,0.881090819835663,,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
495329.0,Complete,,Call 1,9.0,Bernie Sanders,No,,,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,,,2.0,,Bernie Sanders,Napoleon Harris,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Bernie Sanders,Economy/Jobs,,Change to more liberal policies,Have experience in politics,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,138.0,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,Midwest,,Yes,,,,Male,White men,,Suburbs,Suburbs, Illinois,Election day exit poll,Sometime last week,Earlier than that,In the last month,This month,Takes away U.S. jobs,Version 1,1.12114799022675,No,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
495289.0,Complete,Bernie Sanders,Call 1,14.0,,,Not realistic,About right,,,College graduate,College graduate,More than High school graduate,White college degree,Not an important factor,Not an important factor,3.0,Falling behind financially,Bernie Sanders,Napoleon Harris,,,,,,,,,Health care,Yes,,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,Moderate or conservative,Conservative,96.0,Honest and trustworthy,White,White,State questionnaire,White,White,Stayed about the same,Only Sanders or Neither of them,Neither of them,Only Clinton or Neither of them,Midwest,Too liberal,,Not realistic,Dissatisfied,Satisifed,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll,,,,,,Version 2,0.717410206794739,,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
495025.0,Complete,,Call 1,15.0,Bernie Sanders,No,,,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,,,5.0,,Bernie Sanders,Napoleon Harris,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Bernie Sanders,Income inequality,,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,7.0,Has the right experience,White,White,State questionnaire,White,White,,,,,Midwest,,Yes,,,,Male,White men,,Suburbs,Suburbs, Illinois,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Version 1,1.79821336269379,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
494931.0,Complete,Omit,Call 1,2.0,,,Realistic,Not liberal enough,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Not an important factor,Not an important factor,4.0,Falling behind financially,Bernie Sanders,Napoleon Harris,,,,,,,,,Economy/Jobs,Yes,,,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Very liberal,Liberal,Liberal,35.0,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Gotten worse,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Midwest,About right,,Realistic,Dissatisfied,Satisifed,Male,Black men,Married men,"Cities 10,000-50,000",Small Cities/Rural, Illinois,Election day exit poll,,,,,,Version 2,0.739222407341003,,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
494914.0,Complete,,Call 1,3.0,Bernie Sanders,No,,,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,2.0,,Bernie Sanders,Napoleon Harris,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Bernie Sanders,Economy/Jobs,,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,160.0,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,,,,,Midwest,,Yes,,,,Female,Black women,,Suburbs,Suburbs, Illinois,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Version 1,0.539723694324493,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Black 30-44
494612.0,Complete,,Call 1,2.0,Bernie Sanders,No,,,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,,,4.0,,Bernie Sanders,Napoleon Harris,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Bernie Sanders,Health care,,Change to more liberal policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,35.0,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,,,,,Midwest,,Yes,,,,Female,Black women,,"Cities 10,000-50,000",Small Cities/Rural, Illinois,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Has no effect on U.S. jobs,Version 1,0.610338389873505,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,Black 17-29
494556.0,Complete,Bernie Sanders,Call 1,7.0,,,Not realistic,Not liberal enough,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Not an important factor,Not an important factor,1.0,Holding steady financially,Bernie Sanders,Napoleon Harris,,,,,,,,,Economy/Jobs,No,,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,100.0,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Gotten better,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Midwest,About right,,Realistic,Satisifed,Satisifed,Male,Latino men,Non married men,"Cities over 500,000","Cities over 50,000", Illinois,Election day exit poll,,,,,,Version 2,1.71083104610443,,17-29,17-29,17-24,17-44,17-49,17-29,17-24,Latino 17-29
494544.0,Complete,,Call 1,2.0,Bernie Sanders,Yes,,,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,,,4.0,,Bernie Sanders,Napoleon Harris,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Bernie Sanders,Income inequality,,Generally continue Barack Obama's policies,Be from outside the political establishment,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,35.0,Can win in November,Black,Black,State questionnaire,Black,Non-white,,,,,Midwest,,Yes,,,,Female,Black women,,"Cities 10,000-50,000",Small Cities/Rural, Illinois,Election day exit poll,In the last few days,Last few days,In the last month,This month,Takes away U.S. jobs,Version 1,0.706728339195251,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,Black 45-59
494512.0,Complete,,Call 1,2.0,Bernie Sanders,Yes,,,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,4.0,,Bernie Sanders,Napoleon Harris,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Bernie Sanders,Omit,,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,Moderate or conservative,Conservative,35.0,Omit,Black,Black,State questionnaire,Black,Non-white,,,,,Midwest,,Yes,,,,Male,Black men,,"Cities 10,000-50,000",Small Cities/Rural, Illinois,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Version 1,0.739222407341003,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Black 30-44
506527.0,Complete,Bernie Sanders,Call 3,12.0,,,Realistic,Not liberal enough,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Not an important factor,Not an important factor,5.0,Holding steady financially,Bernie Sanders,Napoleon Harris,,,,,,,,,Income inequality,No,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,72.0,Honest and trustworthy,White,White,State questionnaire,White,White,Gotten worse,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Midwest,About right,,Realistic,Dissatisfied,Satisifed,Male,White men,Non married men,Suburbs,Suburbs, Illinois,Election day exit poll,,,,,,Version 2,0.74480015039444,,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
506489.0,Complete,Hillary Clinton,Call 3,12.0,,,Not realistic,Not liberal enough,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Not an important factor,Not an important factor,5.0,Holding steady financially,Bernie Sanders,Napoleon Harris,,,,,,,,,Income inequality,No,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Very liberal,Liberal,Liberal,72.0,Honest and trustworthy,White,White,State questionnaire,White,White,Stayed about the same,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Midwest,About right,,Realistic,Dissatisfied,Satisifed,Female,White women,Non married women,Suburbs,Suburbs, Illinois,Election day exit poll,,,,,,Version 2,0.712060928344727,,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
506462.0,Complete,,Call 3,12.0,Bernie Sanders,No,,,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,5.0,,Bernie Sanders,Napoleon Harris,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Bernie Sanders,Economy/Jobs,,Generally continue Barack Obama's policies,Have experience in politics,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Somewhat liberal,Liberal,Liberal,72.0,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,Midwest,,Yes,,,,Male,Black men,,Suburbs,Suburbs, Illinois,Election day exit poll,Just today,Last few days,In the last month,This month,Creates more U.S. jobs,Version 1,0.732189774513245,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
506434.0,Complete,Bernie Sanders,Call 3,12.0,,,Realistic,Omit,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Not an important factor,Not an important factor,5.0,Holding steady financially,Bernie Sanders,Napoleon Harris,,,,,,,,,Economy/Jobs,No,,,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,Moderate or conservative,Moderate,72.0,Cares about people like me,White,White,State questionnaire,White,White,Omit,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Midwest,Omit,,Realistic,Omit,Satisifed,Male,White men,Non married men,Suburbs,Suburbs, Illinois,Election day exit poll,,,,,,Version 2,0.862425565719604,,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
502312.0,Complete,,Call 2,5.0,Bernie Sanders,No,,,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,,,1.0,,Bernie Sanders,Napoleon Harris,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Bernie Sanders,Economy/Jobs,,Change to less liberal policies,Have experience in politics,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,Moderate or conservative,Moderate,120.0,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,Midwest,,Yes,,,,Male,White men,,"Cities over 500,000","Cities over 50,000", Illinois,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Version 1,1.73247420787811,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
502293.0,Complete,Bernie Sanders,Call 2,5.0,,,Realistic,About right,,,College graduate,College graduate,More than High school graduate,White college degree,Not an important factor,Not an important factor,1.0,Getting ahead financially,Bernie Sanders,Napoleon Harris,,,,,,,,,Economy/Jobs,Yes,,,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Very liberal,Liberal,Liberal,120.0,Honest and trustworthy,White,White,State questionnaire,White,White,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Midwest,About right,,Realistic,Satisifed,Satisifed,Male,White men,Married men,"Cities over 500,000","Cities over 50,000", Illinois,Election day exit poll,,,,,,Version 2,1.73247420787811,,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
494167.0,Complete,,Call 1,16.0,Bernie Sanders,Yes,,,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,,,4.0,,Bernie Sanders,Napoleon Harris,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Bernie Sanders,Economy/Jobs,,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,97.0,Cares about people like me,White,White,State questionnaire,White,White,,,,,Midwest,,Yes,,,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Version 1,0.312733560800552,No,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
494125.0,Complete,,Call 1,16.0,Bernie Sanders,No,,,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,4.0,,Bernie Sanders,Napoleon Harris,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Bernie Sanders,Economy/Jobs,,Change to less liberal policies,Be from outside the political establishment,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,97.0,Can win in November,White,White,State questionnaire,White,White,,,,,Midwest,,Yes,,,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Takes away U.S. jobs,Version 1,0.362123191356659,Yes,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
502210.0,Complete,,Call 2,12.0,Bernie Sanders,No,,,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,5.0,,Bernie Sanders,Napoleon Harris,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Bernie Sanders,Health care,,Change to more liberal policies,Be from outside the political establishment,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,72.0,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,Midwest,,Yes,,,,Female,White women,,Suburbs,Suburbs, Illinois,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Version 1,0.917622864246368,No,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
502176.0,Complete,Hillary Clinton,Call 2,8.0,,,Not realistic,Not liberal enough,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Not an important factor,Not an important factor,2.0,Holding steady financially,Bernie Sanders,Napoleon Harris,,,,,,,,,Health care,No,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,155.0,Honest and trustworthy,White,White,State questionnaire,White,White,Stayed about the same,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Midwest,About right,,Realistic,Dissatisfied,Satisifed,Female,White women,Non married women,Suburbs,Suburbs, Illinois,Election day exit poll,,,,,,Version 2,0.725658595561981,,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
502169.0,Complete,,Call 2,16.0,Bernie Sanders,No,,,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,,,4.0,,Bernie Sanders,Napoleon Harris,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Bernie Sanders,Health care,,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,97.0,Cares about people like me,White,White,State questionnaire,White,White,,,,,Midwest,,Yes,,,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Takes away U.S. jobs,Version 1,0.362123191356659,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
502160.0,Complete,Bernie Sanders,Call 2,16.0,,,Not realistic,Not liberal enough,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Not an important factor,Not an important factor,4.0,Falling behind financially,Bernie Sanders,Napoleon Harris,,,,,,,,,Income inequality,No,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Very liberal,Liberal,Liberal,97.0,Cares about people like me,White,White,State questionnaire,White,White,Stayed about the same,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Midwest,About right,,Realistic,Dissatisfied,Satisifed,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll,,,,,,Version 2,0.421545207500458,,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
