id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,betrayed,brnagain,call,cdnum,econrep1,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,garprs16,geocode,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,intcrisi,issrep16,muslimba,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,satcruz,satrubio,sattrump,scotusre,sex,sexbyrac,sharerel,sharer_1,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,unfairre,version,vetvoter,weight,whnclinc,whtevang
401317,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete, , ,Call 1,13, , , , , , , ,Donald Trump,2,Omit,Omit,Deported to the country they came from, , , , , , , , ,Economy/Jobs,Omit, ,18-44,18-64, , , , , , , ,42,Omit,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Satisfied,Omit,Male,White men, , ,Suburbs,Suburbs, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1, ,1.29756307601929, ,All others
401335,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,No,Call 1,14,Donald Trump,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,Donald Trump,1, , , , , , , , , , ,Donald Trump,Government spending, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,147,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,Rural,Small Cities/Rural, Georgia,Election day exit poll, , , , ,Donald Trump,Marco Rubio,Version 2,No,1.00753474235535, ,All others
401380,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,No,Yes,Call 1,14,Donald Trump,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Donald Trump,1, , , , , , , , , , ,Donald Trump,Government spending, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,147,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Not much,Not much or not at all,Rural,Small Cities/Rural, Georgia,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Version 2,No,.876592099666595, ,White Born-again/Evangelical Christians
401443,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,No,Call 1,13, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,Donald Trump,2,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Economy/Jobs,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,42,Tells it like it is,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Satisfied,Donald Trump,Male,White men, , ,Suburbs,Suburbs, Georgia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, ,Version 1, ,1.29756307601929,No,All others
401457,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Omit,No,Call 1,14,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Donald Trump,1, , , , , , , , , , ,Donald Trump,Immigration, ,Have experience in politics,18-44,18-64, , , , , , , ,147,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Rural,Small Cities/Rural, Georgia,Election day exit poll, , , , ,Donald Trump,Omit,Version 2,Yes,.97248101234436, ,All others
401502,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Not complete, , ,Call 1,7, , , , , , , ,Donald Trump,2, , ,Deported to the country they came from, , , , , , , , , , , ,45+,18-64, , , , , , , ,105, ,Other,Other,State questionnaire,Other,Non-white,South,Satisfied,Dissatisfied,Satisfied, ,Male,All other races, , ,Suburbs,Suburbs, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1, ,1.06374418735504, , 
401520,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Yes,Call 1,14,Donald Trump,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,Donald Trump,1, , , , , , , , , , ,Donald Trump,Terrorism, ,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,147,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Not at all,Not much or not at all,Rural,Small Cities/Rural, Georgia,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Version 2,No,.993305265903473, ,White Born-again/Evangelical Christians
401534,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,Yes,No,Call 1,13,John Kasich,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Donald Trump,2, , , , , , , , , , ,Marco Rubio,Government spending, ,Be from outside the political establishment,18-44,18-64,Independent/Something else,Black Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,42,Tells it like it is,Black,Black,State questionnaire,Black,Non-white,South, , , , ,Male,Black men,Not much,Not much or not at all,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Version 2,No,2.35975766181946, ,All others
401657,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,No,No,Call 1,7,Donald Trump,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,Donald Trump,2, , , , , , , , , , ,Donald Trump,Economy/Jobs, ,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,105,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Not at all,Not much or not at all,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Donald Trump,Donald Trump,Version 2,No,1.04224753379822, ,All others
401684,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,No,Call 1,7,Donald Trump,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,Donald Trump,2, , , , , , , , , , ,Donald Trump,Economy/Jobs, ,Be from outside the political establishment,18-44,18-64,Democrat,White Democrat,Democrat,Democratic Women,Moderate/Liberal,Liberal,Liberal,105,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Not at all,Not much or not at all,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Version 2,No,1.06456577777863, ,All others
401707,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 1,7, , , ,College graduate,College graduate,More than High school graduate,White college degree,Donald Trump,2,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white", ,Government spending,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,105,Tells it like it is,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Satisfied,Donald Trump,Female,White women, , ,Suburbs,Suburbs, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1, ,1.10783004760742,No,White Born-again/Evangelical Christians
401717,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 1,6, , , ,College graduate,College graduate,More than High school graduate,White college degree,Donald Trump,3,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, , , , , , , , ,Economy/Jobs,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,62,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Satisfied,Donald Trump,Male,White men, , ,Suburbs,Suburbs, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1, ,.562209904193878,No,All others
401731,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Yes,Call 1,7,Donald Trump,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,Donald Trump,2, , , , , , , , , , ,Donald Trump,Terrorism, ,Omit,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,105,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Donald Trump,Marco Rubio,Version 2,No,1.07981610298157, ,White Born-again/Evangelical Christians
401737,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes,Call 1,13, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Donald Trump,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Economy/Jobs,Support, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,28,Can bring needed change,White,White,State questionnaire,White,White,South,Satisfied,Dissatisfied,Satisfied,Donald Trump,Female,White women, , ,Suburbs,Suburbs, Georgia,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump, ,Version 1, ,.742195725440979,Yes,White Born-again/Evangelical Christians
401741,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Not complete, , ,Call 1,6, , , , , , , ,Donald Trump,3, , ,Omit, , , , , , , , , , , ,45+,65+, , , , , , , ,62, ,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Satisfied, ,Female,White women, , ,Suburbs,Suburbs, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1, ,.579734146595001, , 
401769,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete, ,Yes,Call 1,13, , , ,College graduate,College graduate,More than High school graduate,Non white college degree,Donald Trump,2,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white", ,Government spending,Oppose, ,18-44,18-64,Independent/Something else,Latino Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,28,Tells it like it is,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,South,Dissatisfied,Dissatisfied,Satisfied,Donald Trump,Male,Latino men, , ,Suburbs,Suburbs, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1, ,.719760596752167,No,All others
401772,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 1,6, , , ,College graduate,College graduate,More than High school graduate,White college degree,Donald Trump,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white", ,Immigration,Support, ,45+,18-64,Democrat,White Democrat,Democrat,Democratic Women,Conservative,Conservative,Very conservative,62,Can bring needed change,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Satisfied,Donald Trump,Female,White women, , ,Suburbs,Suburbs, Georgia,Election day exit poll,Just today,Last few days,In the last month,This week,Donald Trump, ,Version 1, ,.58551013469696,No,White Born-again/Evangelical Christians
401794,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Not complete,No, ,Call 1,6, ,Very worried,Worried, , , , ,Donald Trump,3, , , , , , , , , , , , , ,Be from outside the political establishment,45+,65+, , , , , , , ,62, ,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Donald Trump, ,Version 2,No,.570704221725464, , 
401796,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Not complete,No, ,Call 1,13, ,Somewhat worried,Worried, , , , ,Donald Trump,2, , , , , , , , , , , , , ,Be from outside the political establishment,45+,65+, , , , , , , ,28, ,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Donald Trump, ,Version 2,No,.746280789375305, , 
401824,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Yes,Call 1,13,Donald Trump,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Donald Trump,2, , , , , , , , , , ,Donald Trump,Omit, ,Have experience in politics,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,28,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Donald Trump,Donald Trump,Version 2,No,.746280789375305, ,White Born-again/Evangelical Christians
401834,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Yes,Call 1,6,Donald Trump,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Donald Trump,3, , , , , , , , , , ,Donald Trump,Economy/Jobs, ,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,62,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Donald Trump,Marco Rubio,Version 2,No,.562644124031067, ,White Born-again/Evangelical Christians
401847,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,No,Yes,Call 1,13,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,Donald Trump,2, , , , , , , , , , ,Ted Cruz,Economy/Jobs, ,Be from outside the political establishment,45+,18-64,Democrat,Black Democrat,Democrat,Democratic Women,Conservative,Conservative,Somewhat conservative,28,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,South, , , , ,Female,Black women,A great deal,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Donald Trump,Omit,Version 2,No,1.30896174907684, ,All others
401856, , , , , , , , , , ,Not complete, , ,Call 1,6, , , , , , , ,Donald Trump,3, , ,Deported to the country they came from, , , , , , , , , , , , , , , , , , , , ,62, , , ,State questionnaire, , ,South,Dissatisfied,Satisfied,Satisfied, ,Female, , , ,Suburbs,Suburbs, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1, ,.565540015697479, , 
401879,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Yes,Call 1,13,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Donald Trump,2, , , , , , , , , , ,Donald Trump,Government spending, ,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,28,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Version 2,No,.705215275287628, ,White Born-again/Evangelical Christians
401883,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete, ,Yes,Call 1,6, , , ,College graduate,College graduate,More than High school graduate,White college degree,Donald Trump,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Economy/Jobs,Oppose, ,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,62,Tells it like it is,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Satisfied,Donald Trump,Male,White men, , ,Suburbs,Suburbs, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1, ,.732664823532104,No,White Born-again/Evangelical Christians
401916,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,No,Call 1,6,Donald Trump,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,Donald Trump,3, , , , , , , , , , ,Donald Trump,Omit, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,62,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Not much,Not much or not at all,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Version 2,No,.582925021648407, ,All others
401938,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Not complete, , ,Call 1,6, , , , , , , ,Donald Trump,3, , ,Deported to the country they came from, , , , , , , , , , , ,45+,65+, , , , , , , ,62, ,White,White,State questionnaire,White,White,South,Omit,Omit,Satisfied, ,Male,White men, , ,Suburbs,Suburbs, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1, ,.556663811206818, , 
401954,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes,Call 1,7, , , ,College graduate,College graduate,More than High school graduate,White college degree,Donald Trump,2,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Economy/Jobs,Support, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,105,Can win in November,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Satisfied,Donald Trump,Female,White women, , ,Suburbs,Suburbs, Georgia,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump, ,Version 1, ,1.09690141677856,No,White Born-again/Evangelical Christians
401966,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes,Call 1,6, , , ,High school or less,No college degree,High school graduate or less,White no college degree,Donald Trump,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Economy/Jobs,Support, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,62,Tells it like it is,White,White,State questionnaire,White,White,South,Omit,Dissatisfied,Satisfied,Donald Trump,Female,White women, , ,Suburbs,Suburbs, Georgia,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump, ,Version 1, ,.579734146595001,No,White Born-again/Evangelical Christians
401977,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Yes,Call 1,7,Donald Trump,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,Donald Trump,2, , , , , , , , , , ,Donald Trump,Government spending, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,105,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Donald Trump,John Kasich,Version 2,No,1.10293889045715, ,White Born-again/Evangelical Christians
402008,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,No,No,Call 1,7,Donald Trump,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,Donald Trump,2, , , , , , , , , , ,Donald Trump,Terrorism, ,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,105,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Not much,Not much or not at all,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Version 2,No,1.04224753379822, ,All others
402037,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, ,Yes,Call 1,7, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Donald Trump,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Terrorism,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,105,Can bring needed change,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Satisfied,Donald Trump,Female,White women, , ,Suburbs,Suburbs, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1, ,1.09690141677856,No,White Born-again/Evangelical Christians
402072,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, ,Yes,Call 1,7, , , ,High school or less,No college degree,High school graduate or less,White no college degree,Donald Trump,2,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Economy/Jobs,Oppose, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,105,Can bring needed change,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Satisfied,Donald Trump,Male,White men, , ,Suburbs,Suburbs, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1, ,1.05325055122375,Yes,White Born-again/Evangelical Christians
402073,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, ,Yes,Call 1,7, , , ,High school or less,No college degree,High school graduate or less,White no college degree,Donald Trump,2,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Economy/Jobs,Oppose, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,105,Can bring needed change,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Satisfied,Donald Trump,Male,White men, , ,Suburbs,Suburbs, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1, ,1.05325055122375,Yes,White Born-again/Evangelical Christians
402397,65+,60+,65 or over,45+,50+,60+,65+, , , ,Complete, ,No,Call 1,13, , , ,Postgraduate study,College graduate,More than High school graduate, ,Donald Trump,3,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from, , , , , , , , ,Government spending,Oppose, ,45+,65+,Independent/Something else, ,Something else,Independent Men,Moderate/Liberal,Moderate,Moderate,26,Can win in November, , ,State questionnaire, , ,South,Dissatisfied,Dissatisfied,Satisfied,John Kasich,Male, , , ,Suburbs,Suburbs, Georgia,Election day exit poll,Just today,Last few days,In the last month,This week,Donald Trump, ,Version 1, ,.769738852977753, ,All others
402507,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,No,Yes,Call 1,13,Donald Trump,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Donald Trump,3, , , , , , , , , , ,Donald Trump,Economy/Jobs, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,26,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Version 2,No,.707456409931183, ,White Born-again/Evangelical Christians
402535,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Yes,Yes,Call 1,13,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,Donald Trump,3, , , , , , , , , , ,Donald Trump,Economy/Jobs, ,Be from outside the political establishment,45+,18-64,Independent/Something else,Black Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,26,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,South, , , , ,Male,Black men,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Donald Trump,Marco Rubio,Version 2,No,1.48747134208679, ,All others
402697,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, ,Yes,Call 1,7, , , ,College graduate,College graduate,More than High school graduate,White college degree,Donald Trump,2,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,99,Can bring needed change,White,White,State questionnaire,White,White,South,Satisfied,Dissatisfied,Satisfied,Ted Cruz,Male,White men, , ,Suburbs,Suburbs, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1, ,1.40769040584564,No,White Born-again/Evangelical Christians
403046,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,No,Call 1,7,Donald Trump,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Donald Trump,2, , , , , , , , , , ,Ted Cruz,Terrorism, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,99,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Donald Trump,Omit,Version 2,No,1.47409975528717, ,All others
403517,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 1,7, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Donald Trump,2,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Terrorism,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,99,Can bring needed change,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Satisfied,John Kasich,Female,White women, , ,Suburbs,Suburbs, Georgia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, ,Version 1, ,1.48063695430756,No,White Born-again/Evangelical Christians
