id,backside,betrayed,break12p,breakfac,breakimp,brnagain,call,cdnum,econrep1,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,intcrisi,issrep16,muslimba,outsider,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,satrep16,scotusre,scrprs16,sex,sexbyrac,sharerel,sharer_1,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,unfairre,version,vetvoter,weight,whnclinc,whtevang,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
132112,Complete,Yes, , , , ,Call 3,2,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3, , ,Deported to the country they came from, , , , , , , ,Jeb Bush,Government spending,Oppose,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,98,Can bring needed change,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Donald Trump,Male,White men, , ,Suburbs,Suburbs,South Carolina,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Version 2, ,1.05407214164734, , ,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
132122,Complete,Yes, , , , ,Call 3,7,Donald Trump,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4, , ,Deported to the country they came from, , , , , , , ,Donald Trump,Terrorism,Support,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,45,Shares my values,White,White,State questionnaire,White,White,South,Only my candidate, ,Donald Trump,Male,White men, , ,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Version 2, ,1.42672085762024, , ,65+,60+,65 or over,45+,50+,60+,65+,White 60+
132129,Complete,Yes, , , , ,Call 3,1,Jeb Bush,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,5, , ,Offered a chance to apply for legal status, , , , , , , ,Jeb Bush,Government spending,Oppose,Be from outside the political establishment,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,11,Tells it like it is,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Donald Trump,Male,White men, , ,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Version 2, ,.827104210853577, , ,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
132137,Complete, ,The most important factor,A factor,Important,No,Call 3,1, , , ,College graduate,College graduate,More than High school graduate,White college degree,5,Angry,"Dissatisfied, but not angry or Angry", , , , , , , , , ,Government spending, , ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,11,Can bring needed change,White,White,State questionnaire,White,White,South, ,Donald Trump,Donald Trump,Female,White women,Not at all,Not much or not at all,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1,No,.764369785785675,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
132139,Complete, ,Not a factor at all,Not a factor,Not important,Yes,Call 3,7, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Economy/Jobs, , ,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,45,Can bring needed change,White,White,State questionnaire,White,White,South, ,John Kasich,Donald Trump,Female,White women,Not much,Not much or not at all,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1,No,1.13800454139709,Yes,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
132145,Complete, ,Omit,Omit,Omit,Yes,Call 3,7, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,4,Angry,"Dissatisfied, but not angry or Angry", ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Economy/Jobs, , ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,45,Shares my values,White,White,State questionnaire,White,White,South, ,Ted Cruz,Donald Trump,Male,White men,A great deal,A great deal or somewhat,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Election day exit poll,Just today,Last few days,In the last month,This week,Donald Trump, ,Version 1,Yes,1.42672085762024,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
132146,Complete, ,Omit,Omit,Omit,Yes,Call 3,4, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Economy/Jobs, , ,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,60,Tells it like it is,White,White,State questionnaire,White,White,South, ,Donald Trump,Donald Trump,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1,No,.810218513011932,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
132149,Complete,Yes, , , , ,Call 3,6,Donald Trump,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3, , ,Deported to the country they came from, , , , , , , ,Marco Rubio,Economy/Jobs,Support,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,88,Tells it like it is,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Donald Trump,Male,White men, , ,Rural,Small Cities/Rural,South Carolina,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Version 2, ,.881340622901917, , ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
132151,Complete, ,Not a factor at all,Not a factor,Not important,Yes,Call 3,4, , , ,High school or less,No college degree,High school graduate or less,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Immigration, , ,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,60,Tells it like it is,White,White,State questionnaire,White,White,South, ,Donald Trump,Donald Trump,Male,White men,Somewhat,A great deal or somewhat,Suburbs,Suburbs,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1,No,.876715898513794,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
132152,Complete, ,A minor factor,A factor,Not important,Yes,Call 3,3, , , ,College graduate,College graduate,More than High school graduate,White college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism, , ,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,90,Shares my values,White,White,State questionnaire,White,White,South, ,Donald Trump,Donald Trump,Male,White men,A great deal,A great deal or somewhat,Suburbs,Suburbs,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1,No,.982984483242035,No,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
132153,Complete, ,A minor factor,A factor,Not important,Yes,Call 3,7, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Angry,"Dissatisfied, but not angry or Angry", ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism, , ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,45,Can bring needed change,White,White,State questionnaire,White,White,South, ,Marco Rubio,Donald Trump,Female,White women,Somewhat,A great deal or somewhat,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump, ,Version 1,No,1.13800454139709,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
132155,Complete,Yes, , , , ,Call 3,7,Donald Trump,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,4, , ,Deported to the country they came from, , , , , , , ,Ted Cruz,Economy/Jobs,Support,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,80,Tells it like it is,White,White,State questionnaire,White,White,South,Only my candidate, ,Donald Trump,Male,White men, , ,Rural,Small Cities/Rural,South Carolina,Election day exit poll, , , , ,Donald Trump,John Kasich,Version 2, ,1.30689668655396, , ,65+,60+,65 or over,45+,50+,60+,65+,White 60+
132156,Complete,Yes, , , , ,Call 3,3,Donald Trump,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1, , ,Offered a chance to apply for legal status, , , , , , , ,Jeb Bush,Economy/Jobs,Support,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,90,Can bring needed change,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Donald Trump,Female,White women, , ,Suburbs,Suburbs,South Carolina,Election day exit poll, , , , ,Donald Trump,Omit,Version 2, ,.908426821231842, , ,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
132159,Complete,No, , , , ,Call 3,4,Donald Trump,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1, , ,Offered a chance to apply for legal status, , , , , , , ,Ted Cruz,Government spending,Support,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,60,Tells it like it is,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Donald Trump,Female,White women, , ,Suburbs,Suburbs,South Carolina,Election day exit poll, , , , ,Donald Trump,Donald Trump,Version 2, ,.810218513011932, , ,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
132163,Complete, ,Not a factor at all,Not a factor,Not important,Yes,Call 3,3, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,Angry,"Dissatisfied, but not angry or Angry", ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Immigration, , ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,90,Can bring needed change,White,White,State questionnaire,White,White,South, ,Donald Trump,Donald Trump,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs,South Carolina,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump, ,Version 1,No,.908426821231842,No,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
132171,Complete, ,A minor factor,A factor,Not important,Yes,Call 3,7, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Immigration, , ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,45,Can win in November,White,White,State questionnaire,White,White,South, ,Donald Trump,Donald Trump,Female,White women,A great deal,A great deal or somewhat,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1,No,1.31850647926331,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
132173,Complete,No, , , , ,Call 3,6,Donald Trump,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,3, , ,Offered a chance to apply for legal status, , , , , , , ,Jeb Bush,Terrorism,Support,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,88,Can bring needed change,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Donald Trump,Female,White women, , ,Rural,Small Cities/Rural,South Carolina,Election day exit poll, , , , ,Donald Trump,Marco Rubio,Version 2, ,.814492464065552, , ,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
132176,Complete, ,Not a factor at all,Not a factor,Not important,No,Call 3,7, , , ,College graduate,College graduate,More than High school graduate,White college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Terrorism, , ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,45,Tells it like it is,White,White,State questionnaire,White,White,South, ,Donald Trump,Donald Trump,Female,White women,Not at all,Not much or not at all,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1, ,1.31850647926331,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
132179,Complete, ,Not a factor at all,Not a factor,Not important,Yes,Call 3,3, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Government spending, , ,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,90,Tells it like it is,White,White,State questionnaire,White,White,South, ,Donald Trump,Donald Trump,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs,South Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, ,Version 1,No,.908426821231842,Yes,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
132180,Complete,No, , , , ,Call 3,7,Donald Trump,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,4, , ,Offered a chance to apply for legal status, , , , , , , ,Donald Trump,Terrorism,Support,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,80,Can bring needed change,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Donald Trump,Female,White women, , ,Rural,Small Cities/Rural,South Carolina,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Version 2, ,1.11104440689087, , ,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
132182,Complete, ,Not a factor at all,Not a factor,Not important,Yes,Call 3,7, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,4,Angry,"Dissatisfied, but not angry or Angry", ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white", ,Government spending, , ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,45,Can bring needed change,White,White,State questionnaire,White,White,South, ,Donald Trump,Donald Trump,Female,White women,Somewhat,A great deal or somewhat,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1,No,1.13800454139709,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
132187,Complete,Yes, , , , ,Call 3,4,Donald Trump,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1, , ,Deported to the country they came from, , , , , , , ,Donald Trump,Government spending,Support,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,57,Tells it like it is,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Donald Trump,Male,White men, , ,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Version 2, ,.865026354789734, , ,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
132197,Complete, ,Not a factor at all,Not a factor,Not important,Yes,Call 3,6, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Angry,"Dissatisfied, but not angry or Angry", ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Economy/Jobs, , ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,88,Can bring needed change,White,White,State questionnaire,White,White,South, ,Donald Trump,Donald Trump,Female,White women,Somewhat,A great deal or somewhat,Rural,Small Cities/Rural,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1,No,.814492464065552,No,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
132204,Complete,Yes, , , , ,Call 3,1,Donald Trump,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,5, , ,Deported to the country they came from, , , , , , , ,Donald Trump,Terrorism,Support,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,11,Can bring needed change,White,White,State questionnaire,White,White,South,Only my candidate, ,Donald Trump,Female,White women, , ,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Version 2, ,.764369785785675, , ,65+,60+,65 or over,45+,50+,60+,65+,White 60+
132213,Complete,No, , , , ,Call 3,2,Donald Trump,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3, , ,Deported to the country they came from, , , , , , , ,Donald Trump,Government spending,Support,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,4,Can bring needed change,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Donald Trump,Female,White women, , ,Suburbs,Suburbs,South Carolina,Election day exit poll, , , , ,Donald Trump,Donald Trump,Version 2, ,.668301463127136, , ,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
132214,Complete, ,The most important factor,A factor,Important,Yes,Call 3,1, , , ,College graduate,College graduate,More than High school graduate,White college degree,5,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Terrorism, , ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,11,Can bring needed change,White,White,State questionnaire,White,White,South, ,Donald Trump,Donald Trump,Female,White women,Somewhat,A great deal or somewhat,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1,No,.764369785785675,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
132215,Not complete, ,Not a factor at all,Not a factor,Not important,Yes,Call 3,6, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,88, ,White,White,State questionnaire,White,White,South, , ,Donald Trump,Male,White men, , ,Rural,Small Cities/Rural,South Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, ,Version 1,No,.881340622901917, ,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
132219,Complete,No, , , , ,Call 3,7,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4, , ,Offered a chance to apply for legal status, , , , , , , ,Jeb Bush,Economy/Jobs,Support,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,67,Can bring needed change,White,White,State questionnaire,White,White,South,Only my candidate, ,Donald Trump,Male,White men, , ,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Election day exit poll, , , , ,Donald Trump,Marco Rubio,Version 2, ,1.24782311916351, , ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
132220,Complete, ,Not a factor at all,Not a factor,Not important,Yes,Call 3,3, , , ,College graduate,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry", ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Immigration, , ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,1,Can bring needed change,White,White,State questionnaire,White,White,South, ,Donald Trump,Donald Trump,Male,White men,Not much,Not much or not at all,Rural,Small Cities/Rural,South Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, ,Version 1,No,.842567563056946,No,White Born-again/Evangelical Christians,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
132226,Complete, ,Not a factor at all,Not a factor,Not important,Yes,Call 3,6, , , ,College graduate,College graduate,More than High school graduate,White college degree,3,Angry,"Dissatisfied, but not angry or Angry", ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Economy/Jobs, , ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,88,Can win in November,White,White,State questionnaire,White,White,South, ,Donald Trump,Donald Trump,Male,White men,A great deal,A great deal or somewhat,Rural,Small Cities/Rural,South Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, ,Version 1,No,.881340622901917,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
132230,Complete,Yes, , , , ,Call 3,7,Donald Trump,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4, , ,Deported to the country they came from, , , , , , , ,Donald Trump,Terrorism,Support,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,67,Can bring needed change,White,White,State questionnaire,White,White,South,Only my candidate, ,Donald Trump,Male,White men, , ,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Version 2, ,1.44574379920959, , ,65+,60+,65 or over,45+,50+,60+,65+,White 60+
132231,Complete, ,The most important factor,A factor,Important,Yes,Call 3,2, , , ,College graduate,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Immigration, , ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,4,Omit,White,White,State questionnaire,White,White,South, ,Donald Trump,Donald Trump,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1,No,.77430260181427,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
132233,Complete, ,Not a factor at all,Not a factor,Not important,Yes,Call 3,3, , , ,High school or less,No college degree,High school graduate or less,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Terrorism, , ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,90,Can bring needed change,White,White,State questionnaire,White,White,South, ,Donald Trump,Donald Trump,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1,No,.908426821231842,Yes,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
132234,Complete,Yes, , , , ,Call 3,3,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2, , ,Offered a chance to apply for legal status, , , , , , , ,Donald Trump,Terrorism,Support,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,1,Tells it like it is,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Donald Trump,Male,White men, , ,Rural,Small Cities/Rural,South Carolina,Election day exit poll, , , , ,Donald Trump,Jeb Bush,Version 2, ,.842567563056946, , ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
132238,Complete,Yes, , , , ,Call 3,6,Donald Trump,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,4, , ,Deported to the country they came from, , , , , , , ,Donald Trump,Economy/Jobs,Support,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,109,Shares my values,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Donald Trump,Male,White men, , ,Rural,Small Cities/Rural,South Carolina,Election day exit poll, , , , ,Donald Trump,Marco Rubio,Version 2, ,3.38593339920044, , ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
132242,Complete,Yes, , , , ,Call 3,4,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,1, , ,Offered a chance to apply for legal status, , , , , , , ,Donald Trump,Terrorism,Support,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,57,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,South,Only my candidate, ,Donald Trump,Male,Black men, , ,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll, , , , ,Donald Trump,Jeb Bush,Version 2, ,.965811371803284, , ,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+
132243,Complete, ,Not a factor at all,Not a factor,Not important,Yes,Call 3,3, , , ,High school or less,No college degree,High school graduate or less,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry", ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Economy/Jobs, , ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,1,Can win in November,White,White,State questionnaire,White,White,South, ,Donald Trump,Donald Trump,Male,White men,A great deal,A great deal or somewhat,Rural,Small Cities/Rural,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1,No,.842567563056946,No,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
132244,Complete, ,Not a factor at all,Not a factor,Not important,Yes,Call 3,7, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Angry,"Dissatisfied, but not angry or Angry", ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Terrorism, , ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,67,Shares my values,White,White,State questionnaire,White,White,South, ,Donald Trump,Donald Trump,Female,White women,Not much,Not much or not at all,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1,No,1.33608651161194,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
