ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSGA08,SENGA08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BAILOUT,BRNAGAIN,ISSUE08,NEC,NECWORRY,NEWVOTER,QLT08,RACEISS4,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BAILOUT2,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4451918.0, Georgia,38.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.425591021776199,Barack Obama,Jim Martin,Female,Hispanic/Latino,30-39,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,Yes,Strongly disapprove,,Yes,Health care,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,Latino women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,Latino 30-44,Latino 30-44,,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4451228.0, Georgia,38.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,0.402208507061005,Barack Obama,Jim Martin,Female,Black,25-29,Democrat,Liberal,"Under $15,000",Some college or associate degree,No,,Somewhat support,,,,,,,,,,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Black 18-29,Black 18-29,Black 18-29,Support,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,,,Democrat,Black Democrat,Black Democrats,All others,Black,,,,,,,No,,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4451136.0, Georgia,38.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,0.402208507061005,Barack Obama,Jim Martin,Female,Black,18-24,Democrat,Liberal,"Under $15,000",Did not complete high school,No,,Strongly oppose,,,,,,,,,,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,Oppose,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,,,Democrat,Black Democrat,Black Democrats,All others,Black,,,,,,,No,,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4411941.0, Georgia,38.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.522096037864685,Barack Obama,Jim Martin,Male,Black,40-44,Democrat,Conservative,"$150,000-$199,999",College graduate,No,,,No,Energy policy,Not so good,,No,Shares my values,Not a factor at all,Sometime in September,,Black male,Black men,Non white male,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Black 30-44,Black 30-44,Black 30-44,,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Not so good/Poor,,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4431342.0, Georgia,38.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,0.655574262142181,Barack Obama,Jim Martin,Female,White,75 or over,Democrat,Moderate,"$15,000-$29,999",Some college or associate degree,No,,,Yes,,,,,,,Before that,,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,,,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4450747.0, Georgia,38.0,National questionnaire,Version 4,Call 3,Complete,Election day exit poll,0.425591021776199,Barack Obama,Jim Martin,Female,Black,50-59,Democrat,,"Under $15,000",High school graduate,,,,Yes,,,,,,,Earlier in October,,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,,,Democrat,Black Democrat,Black Democrats,All others,Black,All others,,,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4411771.0, Georgia,38.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.425591021776199,Barack Obama,Jim Martin,Female,Black,45-49,Democrat,Conservative,"$15,000-$29,999",Some college or associate degree,No,,Somewhat oppose,,,,,,,,,,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,Oppose,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,,,Democrat,Black Democrat,Black Democrats,All others,Black,,,,,,,No,,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4431116.0, Georgia,38.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.481956630945206,Barack Obama,Jim Martin,Male,White,25-29,Democrat,Conservative,"Under $15,000",College graduate,No,Strongly disapprove,,Yes,Energy policy,Not so good,Somewhat worried,No,Can bring about needed change,A minor factor,Before that,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4411582.0, Georgia,38.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.493411391973495,Barack Obama,Jim Martin,Male,Black,25-29,Democrat,Moderate,"$15,000-$29,999",College graduate,No,,Somewhat support,,,,,,,,,,Black male,Black men,Non white male,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Black 18-29,Black 18-29,Black 18-29,Support,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,,,Democrat,Black Democrat,Black Democrats,All others,Black,,,,,,,No,,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4430948.0, Georgia,38.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,0.392871052026749,Barack Obama,Jim Martin,Female,White,25-29,Democrat,Liberal,"$75,000-$99,999",College graduate,No,,Somewhat oppose,,,,,,,,,,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,Oppose,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,,,,No,,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4411357.0, Georgia,38.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.402208507061005,Barack Obama,Jim Martin,Female,Black,25-29,Democrat,,"$15,000-$29,999",Some college or associate degree,No,,,Yes,The economy,Excellent,,Yes,Can bring about needed change,Not a factor at all,Sometime in September,,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Black 18-29,Black 18-29,Black 18-29,,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Excellent/Good,,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4430739.0, Georgia,38.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,0.493411391973495,Barack Obama,Jim Martin,Male,Black,18-24,Democrat,Conservative,"$30,000-$49,999",Some college or associate degree,No,,,No,,,,,,,Before that,,Black male,Black men,Non white male,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,,,Democrat,Black Democrat,Black Democrats,All others,Black,All others,,,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4430467.0, Georgia,38.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.402208507061005,Barack Obama,Jim Martin,Female,Black,25-29,Democrat,Conservative,"Under $15,000",Did not complete high school,No,Strongly disapprove,,Yes,The economy,Poor,Not too worried,Yes,Cares about people like me,Not a factor at all,Before that,Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Black 18-29,Black 18-29,Black 18-29,,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,Not worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4430208.0, Georgia,38.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.415710717439651,Barack Obama,Jim Martin,Female,White,40-44,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,,No,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4430055.0, Georgia,38.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,0.415710717439651,Barack Obama,Jim Martin,Female,White,50-59,Independent,Liberal,"$30,000-$49,999",High school graduate,No,,Somewhat oppose,,,,,,,,,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Oppose,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,,,,Yes,,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4414022.0, Georgia,38.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.50997531414032,Barack Obama,Jim Martin,Male,Hispanic/Latino,30-39,Something else,Liberal,"$30,000-$49,999",Some college or associate degree,Yes,,,No,The economy,Poor,,Yes,Can bring about needed change,Not a factor at all,Before that,,Non black male,Latino men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,Latino 30-44,Latino 30-44,,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,,Independent/Something else,Non black non Democrat,Latino Independents,All others,Hispanic/Latino,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4413852.0, Georgia,38.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.425591021776199,Barack Obama,Jim Martin,Female,Black,50-59,Democrat,Liberal,"$30,000-$49,999",Some college or associate degree,No,,Strongly oppose,,,,,,,,,,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,Oppose,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,,,Democrat,Black Democrat,Black Democrats,All others,Black,,,,,,,No,,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4431210.0, Georgia,38.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.608522474765778,Barack Obama,Saxby Chambliss,Male,Black,65-74,Democrat,Moderate,"Under $15,000",Did not complete high school,No,,,Yes,The economy,Poor,,No,Cares about people like me,One of several important factors,Before that,,Black male,Black men,Non white male,Non white,65+,60+,45+,60+,65+,65+,Black 60+,Black 60+,Black 65+,,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4413255.0, Georgia,38.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,0.471560269594193,Barack Obama,Allen Buckley,Female,White,60-64,Republican,Conservative,"$15,000-$29,999",Some college or associate degree,No,,,No,,,,,,,Before that,,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,,,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4452227.0, Georgia,38.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.65316367149353,John McCain,Jim Martin,Female,White,18-24,Independent,Moderate,"$30,000-$49,999",Some college or associate degree,No,,,No,The economy,Not so good,,Yes,Cares about people like me,Not a factor at all,In the last three days,,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Yes,All others,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4450985.0, Georgia,38.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,0.691135585308075,John McCain,Jim Martin,Female,White,40-44,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,,Strongly oppose,,,,,,,,,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Oppose,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,,,,No,,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4430844.0, Georgia,38.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.847854256629944,John McCain,Jim Martin,Male,White,40-44,Independent,Moderate,"$15,000-$29,999",High school graduate,No,,,No,The economy,Not so good,,No,Can bring about needed change,Not a factor at all,Before that,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4451723.0, Georgia,38.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.988205850124359,John McCain,Saxby Chambliss,Male,White,60-64,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat disapprove,,Yes,The economy,Not so good,Not too worried,No,Shares my values,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4412627.0, Georgia,38.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.482744783163071,John McCain,Saxby Chambliss,Female,White,18-24,Republican,Moderate,"$100,000-$149,999",Some college or associate degree,No,,,Yes,The war in Iraq,Not so good,,Yes,Shares my values,Not a factor at all,Before that,,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4451408.0, Georgia,38.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,0.482744783163071,John McCain,Saxby Chambliss,Female,White,25-29,Republican,Conservative,"$15,000-$29,999",High school graduate,No,,Somewhat support,,,,,,,,,,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,Support,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,,,,Yes,,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4451308.0, Georgia,38.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,0.592209756374359,John McCain,Saxby Chambliss,Male,White,18-24,Republican,Conservative,"$75,000-$99,999",High school graduate,No,,Strongly oppose,,,,,,,,,,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Oppose,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,,,,No,,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4431783.0, Georgia,38.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.510809302330017,John McCain,Saxby Chambliss,Female,White,50-59,Independent,Moderate,,Some college or associate degree,No,Somewhat approve,,Yes,The economy,Not so good,Very worried,No,Has the right experience,Not a factor at all,Sometime in September,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,No college degree,More than High school graduate,White no college degree,,,,,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4412282.0, Georgia,38.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,0.510809302330017,John McCain,Saxby Chambliss,Female,White,50-59,,Conservative,,College graduate,No,,,No,,,,,,,Before that,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,College graduate,More than High school graduate,White college degree,,,,,,,,,,,White,White non born again,,,Sometime last week or earlier,Before that,In the last month or before that,,All others,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4431646.0, Georgia,38.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.626638054847717,John McCain,Saxby Chambliss,Male,White,30-39,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,,Yes,Terrorism,Not so good,Not too worried,Yes,Has the right experience,Not a factor at all,Before that,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4412106.0, Georgia,38.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,0.510809302330017,John McCain,Saxby Chambliss,Female,White,50-59,Republican,Conservative,"$30,000-$49,999",High school graduate,No,,,Yes,,,,,,,Before that,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,,,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4431545.0, Georgia,38.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.988205850124359,John McCain,Saxby Chambliss,Male,White,60-64,Republican,Conservative,"$75,000-$99,999",Did not complete high school,No,Strongly approve,,Yes,The economy,Not so good,Somewhat worried,No,Shares my values,Not a factor at all,Sometime in September,Approve,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4450918.0, Georgia,38.0,National questionnaire,Version 4,Call 3,Complete,Election day exit poll,0.805544435977936,John McCain,Saxby Chambliss,Female,White,60-64,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,,,Yes,,,,,,,Before that,,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,,,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4431459.0, Georgia,38.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.626638054847717,John McCain,Saxby Chambliss,Male,White,30-39,Republican,Conservative,"$50,000-$74,999",High school graduate,No,,,Yes,The economy,Not so good,,No,Shares my values,One of several important factors,Before that,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4452014.0, Georgia,38.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.626638054847717,John McCain,Saxby Chambliss,Male,White,30-39,Republican,Conservative,"$200,000 or more",Some college or associate degree,No,Somewhat approve,,Yes,The economy,Not so good,Somewhat worried,No,Shares my values,Not a factor at all,Before that,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
