ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSMD08,HOU08MD,MDQUES2,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,AGEISS4,ATTEND,BAILOUT,BREAK08,BRNAGAIN,BUSHMCCAIN,CELLULAR,CHILD,CONGRESS4,COUNTACC,DRILL,EXPER08,FINSIT,FINWORR,FIRSTLDY08,FNEC,GAY,GOTV08,GOVTDO,GUNOWNER,HEALTHCARE,HILLPSPRT,HRCVMCCN,INTOUCH08,INVESTOR,IRAQWAR,ISSUE08,ISSVQUAL,JUDGMENT08,MARRIED,MCCAINWIN,NEC,NECWORRY,NEWVOTER,OBAMALIB,OBAMWIN,QLT08,RACEISS4,RACERELATIONS,RELIGN8,SUPREME,TAXGOUP,TERRWORR,TIME08,TRACK,UNFR08,UNION4,VETVOTER,VOTE2004,VPQUAL08,WORK,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,AGEISSA,AGEISSB,ATTEND2,ATTREL,BAILOUT2,BREAK08A,BREAK08B,CONGRESS,COUNT2,DRILL2,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,FINWORR2,FIRSTMCCAIN,FIRSTOBAMA,GOTVMCCAIN,GOTVOBAMA,HEALTHCARE2,HILLDEM,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,JUDGEMCCAIN,JUDGEOBAMA,MARCHILD,MARPAR,MARRIEDMOM,NEC2,NECWORR2,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,RACERELATIONS3,REL5,SUPREMEA,SUPREMEB,TAXMCCAIN,TAXOBAMA,TERWORR2,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,UNIONHH,UNIONMEM,UNIONVOT,VPQUALBIDEN,VPQUALPALIN,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,WRKWOMEN,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4415762.0, Maryland,103.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,1.60847628116608,John McCain,The Republican candidate,Yes,Male,White,60-64,Republican,Moderate,"$50,000-$74,999",College graduate,No,,,,Somewhat support,,,,,,Somewhat approve,,Strongly favor,Only John McCain,Better today,Somewhat worried,,,,,Government is doing too many things better left to businesses and individuals,,Somewhat worried,,,Only John McCain,Yes,,,,Only John McCain,,,,,,Too conservative,,,,Get much better,,One of several important factors,Go up only if McCain is elected president,Somewhat worried,,,,,,,,,,Non black male,White men,White male,White male,,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,,,,,Support,,,Approve,,Favor,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,Worried,,,,,Worried,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,,John McCain does,Barack Obama does not,,,,,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,Get better,,Important,Factor,Go up if McCain is elected president,Not go up if Obama is elected president,Worried,,,,,,,,,,,,No,,,,,Suburbs,Suburbs,1.0,Rest of State,East,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,21666.0
4416113.0, Maryland,110.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.583468675613403,Barack Obama,The Republican candidate,Did not vote,Female,White,50-59,Democrat,Moderate,"$75,000-$99,999",College graduate,No,,Not a factor at all,,,Not a factor at all,No,Take the country in a different direction,Both regular land-line and cell phone service,,,,,,,,,,,"Yes, for Barack Obama",,,,,,,,Strongly disapprove,The economy,My candidate's leadership/personal qualities,,,"Concerned, but not scared",Poor,,No,,Excited,Shares my values,Not a factor at all,,,,,,Before that,,Only John McCain,,,,,,,Non black female,White women,White female,White female,,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was not a factor,,,,Not Important,Was not a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,Disapprove,,,,,,Not so good/Poor,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,,,,,,No,All others,,,,Rural,Small Cities/Rural,1.0,Rest of State,East,Low Density Rural,Rural,Rural,Downscale,21625.0
4416470.0, Maryland,16.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,1.07153451442719,Barack Obama,The Democratic candidate,No,Male,White,45-49,Independent,Liberal,"$50,000-$74,999",Postgraduate study,No,,,A few times a month,,,No,,,No,,Very confident,,,,,Both of them,Stay about the same,No,,,Yes,,Barack Obama,,,,,,,,No,,,,,,,,,,Catholic,,,,Earlier in October,Seriously off on the wrong track,,"Yes, I do",No,Someone else,Only Joe Biden,Yes,,Non black male,White men,White male,White male,Non-married men,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,,,A few times a month/A few times a year,Catholic/Do not attend weekly,,,,,Confident,,College graduate,More than High school graduate,White college degree,,,,Cindy McCain would,Michelle Obama would,,,,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,All others,Unmmaried men with no children,All men,,,Men without children,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,,,,Catholic,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,Yes,I am,Yes,Joe Biden is,Sarah Palin is not,Catholic,No,All others,All others,All others,All others,Suburbs,Suburbs,3.0,Baltimore Suburbs,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,21403.0
4416548.0, Maryland,40.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,0.636957466602325,Other,Other,Yes,Male,White,25-29,Independent,Moderate,"$50,000-$74,999",College graduate,No,,,A few times a year,,,No,,,No,,Somewhat confident,,,,,Both of them,Stay about the same,No,,,No,,Barack Obama,,,,,,,,Yes,,,,,,,,,,Something else,,,,Sometime in September,Seriously off on the wrong track,,No one does,No,John Kerry,Only Joe Biden,Yes,,Non black male,White men,White male,White male,Married men,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,,,A few times a month/A few times a year,All others,,,,,Confident,,College graduate,More than High school graduate,White college degree,,,,Cindy McCain would,Michelle Obama would,,,,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,All others,Married men with no children,All men,,,Men without children,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,,,,Something else,,,,,,Sometime last week or earlier,Sometime in September,In the last month or before that,,,No,No,No,Joe Biden is,Sarah Palin is not,Something else,No,All others,All others,All others,All others,"Cities over 500,000","Cities over 50,000",3.0,Baltimore City,East,Extremely High Density Urban,Urban,Urban Core,Downscale,21214.0
4416549.0, Maryland,40.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,0.636957466602325,Other,Other,Yes,Male,White,25-29,Independent,Moderate,"$50,000-$74,999",College graduate,No,,,A few times a year,,,No,,,No,,Somewhat confident,,,,,Both of them,Stay about the same,No,,,No,,Barack Obama,,,,,,,,Yes,,,,,,,,,,Something else,,,,Sometime in September,Seriously off on the wrong track,,No one does,No,John Kerry,Only Joe Biden,Yes,,Non black male,White men,White male,White male,Married men,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,,,A few times a month/A few times a year,All others,,,,,Confident,,College graduate,More than High school graduate,White college degree,,,,Cindy McCain would,Michelle Obama would,,,,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,All others,Married men with no children,All men,,,Men without children,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,,,,Something else,,,,,,Sometime last week or earlier,Sometime in September,In the last month or before that,,,No,No,No,Joe Biden is,Sarah Palin is not,Something else,No,All others,All others,All others,All others,"Cities over 500,000","Cities over 50,000",3.0,Baltimore City,East,Extremely High Density Urban,Urban,Urban Core,Downscale,21214.0
4416940.0, Maryland,67.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,0.880322277545929,John McCain,The Republican candidate,No,Male,White,50-59,Independent,Conservative,"$100,000-$149,999",College graduate,No,,,A few times a month,,,No,,,Yes,,Somewhat confident,,,,,Only Cindy McCain,Get better,No,,,Yes,,Another candidate,,,,,,,,Yes,,,,,,,,,,Protestant,,,,Before that,Generally going in the right direction,,No one does,No,George W. Bush,Both of them,Yes,,Non black male,White men,White male,White male,Married men,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,,A few times a month/A few times a year,Protestant/Do not attend weekly,,,,,Confident,,College graduate,More than High school graduate,White college degree,,,,Cindy McCain would,Michelle Obama would not,,,,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,Married with children,Married men with children,All men,,,Dads - Men with children,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,,,,Protestant/Other Christian,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,No,No,No,Joe Biden is,Sarah Palin is,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,All others,Suburbs,Suburbs,7.0,Baltimore Suburbs,East,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,21042.0
4418234.0, Maryland,20.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.750074207782745,Barack Obama,The Democratic candidate,No,Male,White,50-59,Independent,Moderate,"$150,000-$199,999",Postgraduate study,No,,,,Strongly oppose,,,,,,Somewhat disapprove,,Strongly oppose,Both of them,About the same,Not too worried,,,,,Government is doing too many things better left to businesses and individuals,,Not very worried,,,Only Barack Obama,Yes,,,,Only Barack Obama,,,,,,About right,,,,Get somewhat better,,One of several important factors,Go up no matter which candidate wins,Very worried,,,,,,,,,,Non black male,White men,White male,White male,,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,,,,Oppose,,,Disapprove,,Oppose,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Not worried,,,,,Not worried,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,,John McCain does not,Barack Obama does,,,,,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,Get better,,Important,Factor,Go up if McCain is elected president,Go up if Obama is elected president,Worried,,,,,,,,,,,,No,,,,,Suburbs,Suburbs,1.0,Baltimore Suburbs,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,21131.0
4418525.0, Maryland,20.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.750074207782745,Barack Obama,The Democratic candidate,No,Male,White,40-44,Republican,Moderate,"$200,000 or more",Postgraduate study,No,,,,Somewhat oppose,,,,,,Strongly disapprove,,Strongly favor,Neither of them,Better today,Very worried,,,,,Government is doing too many things better left to businesses and individuals,,Somewhat worried,,,Neither of them,Yes,,,,Neither of them,,,,,,Too liberal,,,,Get somewhat better,,Not a factor at all,Go up only if Obama is elected president,Very worried,,,,,,,,,,Non black male,White men,White male,White male,,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,,,,,Oppose,,,Disapprove,,Favor,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does not,Worried,,,,,Worried,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is not,,John McCain does not,Barack Obama does not,,,,,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,Get better,,Not important,Not a factor,Not go up if McCain is elected president,Go up if Obama is elected president,Worried,,,,,,,,,,,,No,,,,,Suburbs,Suburbs,1.0,Baltimore Suburbs,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,21131.0
4418660.0, Maryland,20.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.661918818950653,Barack Obama,The Democratic candidate,Yes,Female,White,30-39,Democrat,Liberal,"$50,000-$74,999",College graduate,No,,,,Somewhat support,,,,,,Strongly disapprove,,Strongly oppose,Only Barack Obama,Worse today,Somewhat worried,,,,,Government should do more to solve problems,,Very worried,,,Only Barack Obama,Yes,,,,Only Barack Obama,,,,,,About right,,,,Get somewhat better,,A minor factor,Go up only if McCain is elected president,Very worried,,,,,,,,,,Non black female,White women,White female,White female,,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,,,,,Support,,,Disapprove,,Oppose,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,Worried,,,,,Worried,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,,John McCain does not,Barack Obama does,,,,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,Get better,,Not important,Factor,Go up if McCain is elected president,Not go up if Obama is elected president,Worried,,,,,,,,,,,,No,,,,,Suburbs,Suburbs,1.0,Baltimore Suburbs,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,21131.0
4420078.0, Maryland,20.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,0.975728929042816,John McCain,The Republican candidate,No,Male,White,50-59,Republican,Conservative,"$200,000 or more",College graduate,No,,,Once a week,,,No,,,No,,Somewhat confident,,,,,Neither of them,Stay about the same,No,,,No,,Barack Obama,,,,,,,,Yes,,,,,,,,,,Catholic,,,,Just today,Seriously off on the wrong track,,No one does,No,George W. Bush,Neither of them,Yes,,Non black male,White men,White male,White male,Married men,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,,More than once a week/Once a week,Catholic/Attend weekly,,,,,Confident,,College graduate,More than High school graduate,White college degree,,,,Cindy McCain would not,Michelle Obama would not,,,,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,All others,Married men with no children,All men,,,Men without children,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,,,,Catholic,,,,,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,,No,No,No,Joe Biden is not,Sarah Palin is not,Catholic,No,All others,All others,All others,All others,Suburbs,Suburbs,1.0,Baltimore Suburbs,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,21131.0
4421237.0, Maryland,20.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.02239656448364,John McCain,The Republican candidate,Yes,Male,White,45-49,Republican,Conservative,"$100,000-$149,999",College graduate,No,Somewhat disapprove,Not a factor at all,,,One of several important factors,No,Take the country in a different direction,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,John McCain,,,,The war in Iraq,My candidate's leadership/personal qualities,,,,Not so good,Somewhat worried,No,,,Has the right experience,Not a factor at all,,,,,,Earlier in October,,Neither of them,,,,,,Disapprove,Non black male,White men,White male,White male,,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was not a factor,,,,Important,Was a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,,,,Not so good/Poor,Worried,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did not,Barack Obama did not,,,,,,,No,All others,,,,Suburbs,Suburbs,1.0,Baltimore Suburbs,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,21131.0
4421705.0, Maryland,20.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.22824954986572,John McCain,The Republican candidate,No,Male,White,75 or over,Independent,Conservative,"$100,000-$149,999",Postgraduate study,No,Strongly approve,Not a factor at all,,,One of several important factors,No,Take the country in a different direction,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,John McCain,,,,Terrorism,My candidate's leadership/personal qualities,,,,Good,Somewhat worried,No,,,Has the right experience,One of several important factors,,,,,,Before that,,Only Barack Obama,,,,,,Approve,Non black male,White men,White male,White male,,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Not Important,Was not a factor,,,,Important,Was a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,,,,Excellent/Good,Worried,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Important,Factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,,,,,,,No,All others,,,,Suburbs,Suburbs,1.0,Baltimore Suburbs,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,21131.0
4431137.0, Maryland,42.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.696335077285767,Barack Obama,Did not vote for U.S. House,Did not vote,Female,White,30-39,Something else,Liberal,"$100,000-$149,999",Postgraduate study,No,,Not a factor at all,,,Not a factor at all,No,Take the country in a different direction,Only cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Strongly disapprove,The war in Iraq,Omit,,,Scared,Not so good,,No,,Excited,Can bring about needed change,One of several important factors,,,,,,Before that,,Only John McCain,,,,,,,Non black female,White women,White female,White female,,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Not Important,Was not a factor,,,,Not Important,Was not a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Disapprove,,,,,,Not so good/Poor,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Important,Factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,,,,,,No,All others,,,,"Cities over 500,000","Cities over 50,000",3.0,Baltimore City,East,Suburb,Urban,Urban Core,Very upscale,21210.0
4431260.0, Maryland,42.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.32888007164001,John McCain,The Republican candidate,Yes,Male,White,25-29,Republican,Moderate,"$100,000-$149,999",College graduate,No,,A minor factor,,,A minor factor,No,Take the country in a different direction,Only cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Somewhat approve,The economy,My candidate's position on the issues,,,Excited,Not so good,,No,,"Concerned, but not scared",Has the right experience,A minor factor,,,,,,Before that,,Neither of them,,,,,,,Non black male,White men,White male,White male,,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,Not Important,Was a factor,,,,Not Important,Was a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Approve,,,,,,Not so good/Poor,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,,,,,,,No,All others,,,,"Cities over 500,000","Cities over 50,000",3.0,Baltimore City,East,Suburb,Urban,Urban Core,Very upscale,21210.0
4431365.0, Maryland,42.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.1318451166153,Barack Obama,The Republican candidate,Yes,Male,White,60-64,Democrat,Moderate,"$200,000 or more",Postgraduate study,No,,A minor factor,,,A minor factor,No,Take the country in a different direction,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Somewhat disapprove,The economy,My candidate's leadership/personal qualities,,,"Optimistic, but not excited",Not so good,,No,,"Optimistic, but not excited",Can bring about needed change,A minor factor,,,,,,In the last three days,,Neither of them,,,,,,,Non black male,White men,White male,White male,,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Not Important,Was a factor,,,,Not Important,Was a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Disapprove,,,,,,Not so good/Poor,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Factor,,,,,,,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did not,Barack Obama did not,,,,,,,No,All others,,,,"Cities over 500,000","Cities over 50,000",3.0,Baltimore City,East,Suburb,Urban,Urban Core,Very upscale,21210.0
4431596.0, Maryland,42.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.572027087211609,Barack Obama,The Democratic candidate,No,Female,White,50-59,Independent,Moderate,"$200,000 or more",College graduate,No,,A minor factor,,,One of several important factors,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Somewhat disapprove,Energy policy,My candidate's leadership/personal qualities,,,Scared,Not so good,,No,,Excited,Can bring about needed change,A minor factor,,,,,,Before that,,Only John McCain,,,,,,,Non black female,White women,White female,White female,,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was a factor,,,,Important,Was a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Disapprove,,,,,,Not so good/Poor,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,,,,,,No,All others,,,,"Cities over 500,000","Cities over 50,000",3.0,Baltimore City,East,Suburb,Urban,Urban Core,Very upscale,21210.0
4431674.0, Maryland,83.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.16747641563416,Barack Obama,The Democratic candidate,No,Male,White,40-44,Democrat,Moderate,"$50,000-$74,999",College graduate,No,,Not a factor at all,,,Not a factor at all,No,Omit,Only cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Strongly disapprove,The economy,My candidate's leadership/personal qualities,,,"Optimistic, but not excited",Not so good,,No,,"Optimistic, but not excited",Shares my values,Not a factor at all,,,,,,In the last three days,,Neither of them,,,,,,,Non black male,White men,White male,White male,,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Not Important,Was not a factor,,,,Not Important,Was not a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,Disapprove,,,,,,Not so good/Poor,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,,,,,,,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did not,Barack Obama did not,,,,,,,No,All others,,,,"Cities 50,000-500,000","Cities over 50,000",8.0,DC Suburbs,East,High Density Urban,Urban,Urban Core,Very upscale,20814.0
4431718.0, Maryland,42.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.757250905036926,Barack Obama,The Democratic candidate,Yes,Female,White,50-59,Independent,Moderate,"$200,000 or more",Postgraduate study,No,Strongly disapprove,Not a factor at all,,,One of several important factors,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,Hillary Clinton,,,,The economy,My candidate's leadership/personal qualities,,,,Poor,Very worried,No,,,Shares my values,Not a factor at all,,,,,,Before that,,Only John McCain,,,,,,Disapprove,Non black female,White women,White female,White female,,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was not a factor,,,,Important,Was a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,,,,Not so good/Poor,Worried,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,,,,,,No,All others,,,,"Cities over 500,000","Cities over 50,000",3.0,Baltimore City,East,Suburb,Urban,Urban Core,Very upscale,21210.0
4431817.0, Maryland,42.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.72006893157959,Barack Obama,The Democratic candidate,No,Female,White,65-74,Independent,Liberal,"$150,000-$199,999",Postgraduate study,No,Strongly disapprove,Not a factor at all,,,Not a factor at all,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"Yes, for Barack Obama",,,,,Hillary Clinton,,,,The war in Iraq,My candidate's leadership/personal qualities,,,,Poor,Very worried,No,,,Can bring about needed change,Not a factor at all,,,,,,Before that,,Only John McCain,,,,,,Disapprove,Non black female,White women,White female,White female,,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Not Important,Was not a factor,,,,Not Important,Was not a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,,,,Not so good/Poor,Worried,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,,,,,,No,All others,,,,"Cities over 500,000","Cities over 50,000",3.0,Baltimore City,East,Suburb,Urban,Urban Core,Very upscale,21210.0
4432106.0, Maryland,40.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,0.942700147628784,Barack Obama,The Democratic candidate,Yes,Female,White,50-59,Democrat,Moderate,"$50,000-$74,999",Postgraduate study,No,,,A few times a year,,,No,,,No,,Somewhat confident,,,,,Neither of them,Get worse,No,,,No,,Hillary Clinton,,,,,,,,No,,,,,,,,,,Catholic,,,,In the last three days,Seriously off on the wrong track,,No one does,No,John Kerry,Neither of them,Yes,,Non black female,White women,White female,White female,Non-married women,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,,A few times a month/A few times a year,Catholic/Do not attend weekly,,,,,Confident,,College graduate,More than High school graduate,White college degree,,,,Cindy McCain would not,Michelle Obama would not,,,,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,All others,Unmarried women no children,Women who are not married or have no children,,,Women without children,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,,,,Catholic,,,,,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,,No,No,No,Joe Biden is not,Sarah Palin is not,Catholic,No,All others,All others,All others,Working women,"Cities over 500,000","Cities over 50,000",3.0,Baltimore City,East,Extremely High Density Urban,Urban,Urban Core,Downscale,21214.0
