ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSMS08,SENMS08,SEN2MS08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,ISSUE08,NECWORRY,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4439398.0, Mississippi,68.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,1.07335543632507,John McCain,Thad Cochran,Roger Wicker,Male,Hispanic/Latino,18-24,Republican,Moderate,"$50,000-$74,999",High school graduate,Yes,,,,,,,Non black male,Latino men,Non white male,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,Latino 18-29,Latino 18-29,No college degree,High school graduate or less,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,,Republican,Non black non Democrat,All Republicans,All others,White,,,,,No,,Rural,Small Cities/Rural,4.0,Southeast,South,Extremely Low Density Rural,Rural,Rural,Upscale,39577.0
4439445.0, Mississippi,41.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.893761813640594,John McCain,Thad Cochran,Roger Wicker,Male,White,50-59,Republican,Conservative,"$50,000-$74,999",Postgraduate study,No,Strongly approve,Yes,Terrorism,Very worried,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,3.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Upscale,39602.0
4439529.0, Mississippi,68.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,0.991638362407684,John McCain,Thad Cochran,Roger Wicker,Female,White,50-59,Independent,Moderate,"$50,000-$74,999",Postgraduate study,No,,,,,,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,,No,,Rural,Small Cities/Rural,4.0,Southeast,South,Extremely Low Density Rural,Rural,Rural,Upscale,39577.0
4439579.0, Mississippi,22.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.05083167552948,John McCain,Thad Cochran,Roger Wicker,Male,White,50-59,Republican,Conservative,"$15,000-$29,999",Some college or associate degree,No,Strongly approve,Yes,The economy,Not too worried,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",4.0,Southeast,South,Suburb,Urban,Urban Core,Very upscale,39507.0
4439634.0, Mississippi,22.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.936547338962555,John McCain,Thad Cochran,Roger Wicker,Female,White,50-59,Republican,Moderate,"$15,000-$29,999",College graduate,No,Strongly approve,No,Energy policy,Not too worried,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",4.0,Southeast,South,Suburb,Urban,Urban Core,Very upscale,39507.0
4439707.0, Mississippi,41.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.02252614498138,Barack Obama,Erik Fleming,Roger Wicker,Female,White,30-39,Something else,Liberal,"Under $15,000",College graduate,No,Strongly disapprove,No,Energy policy,Somewhat worried,Earlier in October,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,3.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Upscale,39602.0
4439721.0, Mississippi,68.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,1.39252054691315,John McCain,Thad Cochran,Roger Wicker,Female,White,65-74,Independent,Liberal,"$15,000-$29,999",Some college or associate degree,No,,,,,,,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,,Yes,,Rural,Small Cities/Rural,4.0,Southeast,South,Extremely Low Density Rural,Rural,Rural,Upscale,39577.0
4439786.0, Mississippi,41.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.25507616996765,John McCain,Thad Cochran,Roger Wicker,Male,White,75 or over,Republican,Liberal,"$15,000-$29,999",High school graduate,No,Strongly approve,Yes,Energy policy,Somewhat worried,Before that,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,3.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Upscale,39602.0
4439826.0, Mississippi,58.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.796559751033783,John McCain,Thad Cochran,Roger Wicker,Female,White,30-39,Republican,Conservative,,Some college or associate degree,No,Somewhat approve,No,The economy,Very worried,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,,All others,"Cities 10,000-50,000",Small Cities/Rural,3.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Very downscale,39648.0
4439840.0, Mississippi,68.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,1.39252054691315,John McCain,Thad Cochran,Roger Wicker,Female,White,60-64,Republican,Conservative,"$30,000-$49,999",Postgraduate study,No,,,,,,,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,,No,,Rural,Small Cities/Rural,4.0,Southeast,South,Extremely Low Density Rural,Rural,Rural,Upscale,39577.0
4439861.0, Mississippi,41.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.893761813640594,John McCain,Thad Cochran,Roger Wicker,Male,White,45-49,Republican,Conservative,"$100,000-$149,999",High school graduate,No,Somewhat approve,Yes,Energy policy,Not too worried,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,3.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Upscale,39602.0
4439929.0, Mississippi,41.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.796559751033783,John McCain,Thad Cochran,Roger Wicker,Female,White,50-59,Republican,Conservative,"$50,000-$74,999",College graduate,No,Somewhat disapprove,Yes,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,3.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Upscale,39602.0
4440015.0, Mississippi,22.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.79392683506012,Barack Obama,Erik Fleming,Roger Wicker,Female,White,30-39,Independent,Moderate,"$100,000-$149,999",College graduate,No,Somewhat approve,No,Health care,Very worried,In the last three days,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,"Cities 50,000-500,000","Cities over 50,000",4.0,Southeast,South,Suburb,Urban,Urban Core,Very upscale,39507.0
4440055.0, Mississippi,68.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,1.11264538764954,John McCain,Thad Cochran,Roger Wicker,Male,White,30-39,Republican,Conservative,"$30,000-$49,999",High school graduate,No,,Yes,,,Sometime in September,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Sometime in September,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,4.0,Southeast,South,Extremely Low Density Rural,Rural,Rural,Upscale,39577.0
4440068.0, Mississippi,22.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.936547338962555,John McCain,Thad Cochran,Roger Wicker,Female,White,30-39,Republican,Moderate,"$15,000-$29,999",College graduate,No,Somewhat approve,Yes,Energy policy,Somewhat worried,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",4.0,Southeast,South,Suburb,Urban,Urban Core,Very upscale,39507.0
4440078.0, Mississippi,41.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.768431484699249,John McCain,Thad Cochran,Roger Wicker,Female,White,18-24,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,Yes,The economy,Very worried,Before that,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,3.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Upscale,39602.0
4440143.0, Mississippi,58.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.808188080787659,Barack Obama,Erik Fleming,Roger Wicker,Female,Black,40-44,Democrat,Conservative,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,Yes,The economy,Not at all worried,Sometime last week,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,All others,"Cities 10,000-50,000",Small Cities/Rural,3.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Very downscale,39648.0
4440147.0, Mississippi,41.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.25507616996765,John McCain,Thad Cochran,Roger Wicker,Male,White,65-74,Republican,Conservative,"$100,000-$149,999",College graduate,No,Somewhat approve,No,The economy,Very worried,Before that,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,3.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Upscale,39602.0
4440182.0, Mississippi,68.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,1.39252054691315,John McCain,Thad Cochran,Roger Wicker,Female,White,75 or over,Republican,Liberal,"Under $15,000",Did not complete high school,No,,Yes,,,Before that,,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,4.0,Southeast,South,Extremely Low Density Rural,Rural,Rural,Upscale,39577.0
4440204.0, Mississippi,68.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,1.39252054691315,John McCain,Thad Cochran,Roger Wicker,Female,White,75 or over,Republican,Liberal,"Under $15,000",Did not complete high school,No,,Yes,,,Before that,,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,4.0,Southeast,South,Extremely Low Density Rural,Rural,Rural,Upscale,39577.0
4440224.0, Mississippi,41.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.796559751033783,John McCain,Thad Cochran,Roger Wicker,Female,White,30-39,Republican,Conservative,"$150,000-$199,999",Postgraduate study,No,Somewhat approve,Yes,Terrorism,Somewhat worried,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,3.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Upscale,39602.0
4440231.0, Mississippi,58.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.906809091567993,Barack Obama,Erik Fleming,Roger Wicker,Male,Black,40-44,Democrat,Liberal,,High school graduate,No,Strongly disapprove,Yes,The economy,Not too worried,Before that,Disapprove,Black male,Black men,Non white male,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,High school graduate or less,Non white no college degree,,,,,Not worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,,All others,"Cities 10,000-50,000",Small Cities/Rural,3.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Very downscale,39648.0
4440290.0, Mississippi,41.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.893761813640594,John McCain,Thad Cochran,Roger Wicker,Male,White,50-59,Republican,Conservative,"$50,000-$74,999",Postgraduate study,No,Somewhat disapprove,Yes,The economy,Very worried,Earlier in October,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Earlier in October,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,3.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Upscale,39602.0
4440341.0, Mississippi,41.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.796559751033783,John McCain,Thad Cochran,Roger Wicker,Female,White,45-49,Republican,Moderate,"$15,000-$29,999",Some college or associate degree,No,Somewhat approve,Yes,The economy,Very worried,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,3.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Upscale,39602.0
4440343.0, Mississippi,41.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.796559751033783,John McCain,Thad Cochran,Roger Wicker,Female,White,45-49,Republican,Moderate,"$15,000-$29,999",Some college or associate degree,No,Somewhat approve,Yes,The economy,Very worried,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,3.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Upscale,39602.0
4440352.0, Mississippi,58.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,0.906809091567993,Barack Obama,Erik Fleming,Roger Wicker,Male,Hispanic/Latino,40-44,Democrat,,,Some college or associate degree,Yes,,,,Very worried,Sometime in September,,Non black male,Latino men,Non white male,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,Latino 30-44,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,,,,,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Black,,Sometime last week or earlier,Sometime in September,In the last month or before that,,,"Cities 10,000-50,000",Small Cities/Rural,3.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Very downscale,39648.0
4440354.0, Mississippi,22.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.936547338962555,John McCain,Thad Cochran,Roger Wicker,Female,White,50-59,Something else,Moderate,,Some college or associate degree,No,Somewhat approve,Yes,The economy,Very worried,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",4.0,Southeast,South,Suburb,Urban,Urban Core,Very upscale,39507.0
4441327.0, Mississippi,60.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,0.934425890445709,John McCain,Thad Cochran,Roger Wicker,Female,White,45-49,Republican,Liberal,"$75,000-$99,999",Postgraduate study,No,,Yes,,,Sometime in September,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,3.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Very downscale,39648.0
4441459.0, Mississippi,60.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,1.04845142364502,John McCain,Thad Cochran,Roger Wicker,Male,White,30-39,Republican,Conservative,"$75,000-$99,999",College graduate,No,,Yes,,,Before that,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,3.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Very downscale,39648.0
4441517.0, Mississippi,60.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,1.58275008201599,Barack Obama,Thad Cochran,Roger Wicker,Female,White,60-64,Republican,Moderate,"$15,000-$29,999",College graduate,No,,No,,,Sometime in September,,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,3.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Very downscale,39648.0
4441551.0, Mississippi,77.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.783712029457092,John McCain,Thad Cochran,Roger Wicker,Female,White,50-59,,Conservative,"$75,000-$99,999",Some college or associate degree,No,Somewhat disapprove,Yes,Omit,Somewhat worried,Sometime in September,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,,,,,White,White born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,2.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Upscale,38703.0
4441624.0, Mississippi,77.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.783712029457092,John McCain,Thad Cochran,Roger Wicker,Female,White,50-59,Republican,Conservative,"$50,000-$74,999",High school graduate,No,Somewhat approve,Yes,The economy,Very worried,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,2.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Upscale,38703.0
4441692.0, Mississippi,60.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,1.31217920780182,John McCain,Thad Cochran,Roger Wicker,Female,White,65-74,Independent,Moderate,"$150,000-$199,999",Postgraduate study,No,,,,,,,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,,No,,"Cities 10,000-50,000",Small Cities/Rural,3.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Very downscale,39648.0
4442230.0, Mississippi,77.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.23483300209045,John McCain,Thad Cochran,Roger Wicker,Male,White,65-74,Republican,Moderate,"$15,000-$29,999",High school graduate,No,Somewhat disapprove,No,Terrorism,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,"Cities 10,000-50,000",Small Cities/Rural,2.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Upscale,38703.0
4442569.0, Mississippi,60.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,1.31217920780182,John McCain,Thad Cochran,Roger Wicker,Female,White,65-74,Republican,Moderate,"$100,000-$149,999",High school graduate,,Somewhat approve,Yes,The war in Iraq,Very worried,Before that,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,3.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Very downscale,39648.0
4442628.0, Mississippi,77.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.945313215255737,Barack Obama,Thad Cochran,Roger Wicker,Female,White,45-49,Something else,Moderate,"$50,000-$74,999",Some college or associate degree,No,Somewhat disapprove,No,The economy,Very worried,Just today,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,"Cities 10,000-50,000",Small Cities/Rural,2.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Upscale,38703.0
