ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSWA08,GOVWA08,WAINIT1000,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,BUSHMCCAIN,EXPER08,WAVT2004,INTOUCH08,IRAQWAR,ISSUE08,NEC,NECWORRY,NEWVOTER,QLT08,RACEISS4,RELIGN8,TIME08,UNFR08,UNION4,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,UNIONHH,UNIONMEM,UNIONVOT,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4395568.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.81479644775391,John McCain,Dino Rossi,Yes,Female,White,50-59,Democrat,Moderate,"$100,000-$149,999",High school graduate,No,Somewhat disapprove,Yes,Take the country in a different direction,Only John McCain,Dino Rossi,Neither of them,Somewhat approve,The economy,Poor,Very worried,No,Has the right experience,Not a factor at all,Protestant,Before that,Both of them,No one does,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is not,Approve,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 50,000-500,000","Cities over 50,000",4.0,East,West,High Density Urban,Urban,Urban Core,Very downscale,98902.0
4395359.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.81710612773895,Barack Obama,Christine Gregoire,No,Female,White,50-59,Democrat,Liberal,"$15,000-$29,999",Did not complete high school,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Did not vote,Only Barack Obama,Somewhat approve,The economy,Poor,Very worried,No,Has the right experience,Not a factor at all,None,Before that,Only John McCain,No one does,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Approve,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,None,Yes,All others,All others,All others,Suburbs,Suburbs,8.0,King County,West,Extremely Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,98045.0
4394805.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.81710612773895,Barack Obama,Christine Gregoire,No,Female,White,50-59,Democrat,Liberal,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Did not vote,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Protestant,Before that,Only John McCain,No one does,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,"Cities over 500,000","Cities over 50,000",7.0,King County,West,Extremely High Density Urban,Urban,Urban Core,Upscale,98103.0
4394543.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.82174324989319,Barack Obama,Christine Gregoire,No,Female,White,75 or over,Democrat,Moderate,"$15,000-$29,999",High school graduate,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,Christine Gregoire,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Shares my values,Not a factor at all,Protestant,Before that,Both of them,No one does,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 50,000-500,000","Cities over 50,000",5.0,East,West,High Density Urban,Urban,Urban Core,Very downscale,99207.0
4395476.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.82814872264862,John McCain,Dino Rossi,No,Male,White,50-59,Independent,Conservative,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,Dino Rossi,Only John McCain,Somewhat disapprove,The war in Iraq,Not so good,Not too worried,No,Shares my values,Not a factor at all,Other Christian,Before that,Both of them,"Yes, someone else does",Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Disapprove,Not so good/Poor,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Yes,"Member in household, but not voter",No,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,3.0,West,West,Extremely Low Density Rural,Rural,Rural,Very downscale,98336.0
4395309.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.82908141613007,John McCain,Dino Rossi,No,Female,White,30-39,Independent,Conservative,,College graduate,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,Dino Rossi,Both of them,Somewhat approve,Terrorism,Not so good,Somewhat worried,No,Shares my values,Not a factor at all,Protestant,Earlier in October,Both of them,No one does,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,,,,,John McCain is,Barack Obama is,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,1.0,Urban Puget Sound,West,Suburb,70s Suburbs,Urban Perimeter,Very upscale,98110.0
4394544.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.83482444286346,John McCain,Dino Rossi,Yes,Female,Hispanic/Latino,30-39,Republican,Conservative,"$200,000 or more",Some college or associate degree,Yes,Somewhat disapprove,No,Take the country in a different direction,Both of them,Dino Rossi,Both of them,Somewhat disapprove,The economy,Not so good,Not too worried,No,Shares my values,Not a factor at all,Protestant,Before that,Both of them,No one does,Disapprove,Non black female,Latino women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,Latino 30-44,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,John McCain does,Barack Obama does,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,All others,White,All others,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Non-white,No,All others,All others,All others,Suburbs,Suburbs,8.0,King County,West,Suburb,,High-Growth Suburban Perimeter,Very upscale,98074.0
4395152.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.83701765537262,Barack Obama,Dino Rossi,Yes,Male,Asian,30-39,Democrat,Liberal,"$200,000 or more",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Dino Rossi,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Shares my values,Not a factor at all,None,Before that,Only John McCain,No one does,Disapprove,Non black male,All other races,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,All other,Other,College graduate,More than High school graduate,Non white college degree,John McCain does,Barack Obama does,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,All other,All others,Asian,All others,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Non-white,No,All others,All others,All others,Suburbs,Suburbs,3.0,West,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,98685.0
4395243.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.86050927639008,Barack Obama,Christine Gregoire,Yes,Male,White,50-59,Independent,Moderate,"$200,000 or more",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Christine Gregoire,Only Barack Obama,Somewhat disapprove,The war in Iraq,Poor,Somewhat worried,No,Can bring about needed change,Not a factor at all,Protestant,Before that,Only John McCain,No one does,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,1.0,King County,West,Suburb,70s Suburbs,Urban Perimeter,Very upscale,98033.0
4394704.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.8634694814682,John McCain,Dino Rossi,No,Female,White,50-59,Republican,Moderate,"$75,000-$99,999",College graduate,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,Dino Rossi,Neither of them,Somewhat disapprove,The economy,Not so good,Somewhat worried,No,Shares my values,Not a factor at all,Protestant,Before that,Both of them,"Yes, I do and someone else does",Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Yes,I am,Yes,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,9.0,Urban Puget Sound,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,98374.0
4395166.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.9019455909729,John McCain,Dino Rossi,No,Male,White,50-59,Republican,Moderate,"$75,000-$99,999",College graduate,No,Somewhat approve,Yes,Take the country in a different direction,Both of them,Dino Rossi,Only John McCain,Strongly approve,The economy,Not so good,Somewhat worried,No,Has the right experience,Not a factor at all,Protestant,Before that,Both of them,No one does,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,1.0,King County,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,98052.0
4395163.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.9019455909729,John McCain,Dino Rossi,No,Male,White,50-59,Independent,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,Dino Rossi,Only Barack Obama,Somewhat approve,The economy,Not so good,Very worried,No,Has the right experience,One of several important factors,Protestant,Earlier in October,Neither of them,"Yes, I do",Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did not,Barack Obama did not,Yes,I am,Yes,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,1.0,King County,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,98052.0
4394927.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.9019455909729,John McCain,Dino Rossi,No,Male,White,50-59,Republican,Conservative,,Some college or associate degree,No,Strongly approve,No,Take the country in a different direction,Only John McCain,Dino Rossi,Only John McCain,Strongly approve,Terrorism,Not so good,Very worried,No,Shares my values,Not a factor at all,Protestant,Before that,Only Barack Obama,No one does,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,,,,,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,No,No,No,Protestant/Other Christian,,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,9.0,King County,West,Suburb,60s Suburbs,Urban Perimeter,Very downscale,98168.0
4394713.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.90473711490631,Barack Obama,Christine Gregoire,No,Male,White,75 or over,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Christine Gregoire,Only Barack Obama,Strongly disapprove,The economy,Poor,Somewhat worried,No,Omit,A minor factor,Catholic,Before that,Both of them,No one does,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Catholic,No,All others,All others,All others,Suburbs,Suburbs,1.0,King County,West,High Density Urban,70s Suburbs,Urban Perimeter,Very upscale,98034.0
4394687.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.90658962726593,Barack Obama,Christine Gregoire,No,Female,Black,50-59,Democrat,Conservative,"$100,000-$149,999",Some college or associate degree,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,Christine Gregoire,Only Barack Obama,Strongly disapprove,Health care,Poor,Somewhat worried,No,Can bring about needed change,Not a factor at all,Protestant,Before that,Only John McCain,"Yes, I do",Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,More than High school graduate,Non white no college degree,John McCain does not,Barack Obama does,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Yes,I am,Yes,Non-white,No,All others,All others,All others,Suburbs,Suburbs,2.0,Urban Puget Sound,West,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Downscale,98204.0
4395549.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.90701043605804,John McCain,Christine Gregoire,Yes,Male,White,65-74,Independent,Moderate,"$100,000-$149,999",Some college or associate degree,No,Somewhat disapprove,No,Take the country in a different direction,Only John McCain,Dino Rossi,Only John McCain,Somewhat approve,The war in Iraq,Not so good,Very worried,No,Has the right experience,Not a factor at all,Catholic,Before that,Both of them,No one does,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Catholic,No,All others,All others,All others,Suburbs,Suburbs,9.0,West,West,Suburb,70s Suburbs,Urban Perimeter,Upscale,98503.0
4395284.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.90723884105682,Barack Obama,Christine Gregoire,Yes,Male,White,60-64,Independent,Moderate,"$100,000-$149,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Christine Gregoire,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Something else,Before that,Both of them,No one does,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Something else,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Something else,No,All others,All others,All others,Suburbs,Suburbs,7.0,King County,West,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,98155.0
4395067.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.93190324306488,Barack Obama,Christine Gregoire,Yes,Male,White,50-59,Independent,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Christine Gregoire,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Cares about people like me,Not a factor at all,None,Sometime last week,Only John McCain,No one does,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did not,No,No,No,None,No,All others,All others,All others,"Cities 10,000-50,000",Small Cities/Rural,6.0,Urban Puget Sound,West,Suburb,Rural,Rural,Downscale,98312.0
4394587.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.93190324306488,Barack Obama,Christine Gregoire,Yes,Male,White,50-59,Independent,Liberal,"$75,000-$99,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Christine Gregoire,Both of them,Strongly disapprove,The economy,Poor,Very worried,No,Cares about people like me,Not a factor at all,None,Before that,Only John McCain,"Yes, I do",Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Yes,I am,Yes,None,No,All others,All others,All others,Suburbs,Suburbs,1.0,Urban Puget Sound,West,Suburb,80s Suburbs,Urban Perimeter,Upscale,98370.0
4394981.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.93740570545197,Barack Obama,Christine Gregoire,No,Male,White,45-49,Democrat,Moderate,"$75,000-$99,999",Some college or associate degree,No,Strongly disapprove,,Continue George W. Bush's policies,Only Barack Obama,Did not vote,Only Barack Obama,Strongly disapprove,Energy policy,Not so good,Somewhat worried,No,Has the right experience,A minor factor,None,Before that,Only John McCain,No one does,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Not important,Factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,None,No,All others,All others,,Suburbs,Suburbs,9.0,King County,West,Suburb,60s Suburbs,Urban Perimeter,Very downscale,98168.0
4394806.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.96465885639191,John McCain,Dino Rossi,Yes,Male,White,50-59,,Conservative,"$50,000-$74,999",College graduate,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,Dino Rossi,Neither of them,Somewhat approve,The economy,Poor,Not too worried,No,Shares my values,One of several important factors,Protestant,Earlier in October,Neither of them,No one does,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is not,Approve,Not so good/Poor,Not worried,,,,,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did not,Barack Obama did not,No,No,No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,5.0,East,West,Suburb,70s Suburbs,Urban Perimeter,Upscale,99206.0
4401199.0,Washington,,National questionnaire,Version 2,Telephone Survey,Complete,Telephone survey,1.96982049942017,Barack Obama,Christine Gregoire,Yes,Female,White,30-39,Independent,Liberal,"$100,000-$149,999",College graduate,,Strongly disapprove,,Continue George W. Bush's policies,,,,,The war in Iraq,Poor,Not at all worried,No,Omit,Not a factor at all,,Before that,Only John McCain,,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,Not so good/Poor,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,,,,No,All others,,,Suburbs,Suburbs,2.0,Urban Puget Sound,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,98292.0
4401821.0,Washington,,National questionnaire,Version 3,Telephone Survey,Complete,Telephone survey,1.96982049942017,Barack Obama,Christine Gregoire,No,Female,White,30-39,Democrat,Moderate,"$75,000-$99,999",College graduate,,,,,Only Barack Obama,,Only Barack Obama,,,,,,,,,,,,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,,,,,,,,,,,No,,,,Suburbs,Suburbs,2.0,Urban Puget Sound,West,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,98290.0
4401823.0,Washington,,National questionnaire,Version 3,Telephone Survey,Complete,Telephone survey,1.96982049942017,John McCain,Dino Rossi,Yes,Female,White,30-39,Republican,Conservative,,High school graduate,,,,,Only John McCain,,Only John McCain,,,,,,,,,,,,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,,,,,John McCain is,Barack Obama is not,,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,,,,,,,,,,,,,,,Suburbs,Suburbs,9.0,Urban Puget Sound,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,98387.0
