ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSSD08,SENSD08,HSESD08,SDINIT11,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,ISSUE08,NECWORRY,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4464584.0,South Dakota,6.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.738236606121063,Barack Obama,Tim Johnson,Stephanie Herseth Sandlin,No,Female,White,,Democrat,Liberal,"$100,000-$149,999",Did not complete high school,No,Strongly disapprove,Yes,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,,,,,,,,,,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,Northeast,Midwest,Low Density Rural,Rural,Rural,Very upscale,57401.0
4469442.0,South Dakota,20.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.3569393157959,Barack Obama,Tim Johnson,Stephanie Herseth Sandlin,No,Male,White,50-59,Democrat,Conservative,"$100,000-$149,999",College graduate,No,Strongly disapprove,Yes,The economy,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Northeast,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,57219.0
4464506.0,South Dakota,6.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.75323760509491,Barack Obama,Tim Johnson,Stephanie Herseth Sandlin,No,Female,White,30-39,Independent,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,The war in Iraq,Somewhat worried,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Northeast,Midwest,Low Density Rural,Rural,Rural,Very upscale,57401.0
4469152.0,South Dakota,67.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.882010579109192,Barack Obama,Tim Johnson,Stephanie Herseth Sandlin,No,Male,White,30-39,Independent,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Midwest,Low Density Rural,Urban,Urban Core,Very upscale,57702.0
4469146.0,South Dakota,72.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.939775943756104,Barack Obama,Tim Johnson,Stephanie Herseth Sandlin,No,Female,Other,30-39,Democrat,Moderate,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Non black female,All other races,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,All other,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Non black Democrat,All other,All others,American Indian,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,West,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,57772.0
4466808.0,South Dakota,80.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,0.782300591468811,Barack Obama,Tim Johnson,Stephanie Herseth Sandlin,No,Male,White,25-29,Democrat,Moderate,"$50,000-$74,999",College graduate,No,,,,,,,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,,No,,"Cities 10,000-50,000",Small Cities/Rural,1.0,Southeast,Midwest,Low Density Rural,Rural,Rural,Upscale,57078.0
4464464.0,South Dakota,35.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.75323760509491,Barack Obama,Tim Johnson,Stephanie Herseth Sandlin,No,Female,White,30-39,Democrat,Conservative,"$75,000-$99,999",Some college or associate degree,No,Somewhat disapprove,Yes,The economy,Very worried,Sometime last week,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",1.0,Southeast,Midwest,Extremely Low Density Rural,Urban,Urban Core,Very upscale,57032.0
4469120.0,South Dakota,43.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.07605373859406,Barack Obama,Tim Johnson,Stephanie Herseth Sandlin,No,Female,White,50-59,Democrat,Liberal,"$30,000-$49,999",College graduate,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,West,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,57785.0
4464446.0,South Dakota,6.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.75323760509491,Barack Obama,Tim Johnson,Stephanie Herseth Sandlin,No,Female,White,30-39,Democrat,Liberal,"$100,000-$149,999",Postgraduate study,No,Omit,Yes,The economy,Very worried,Before that,Omit,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,Northeast,Midwest,Low Density Rural,Rural,Rural,Very upscale,57401.0
4466760.0,South Dakota,28.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.906567990779877,Barack Obama,Tim Johnson,Stephanie Herseth Sandlin,No,Male,White,50-59,Republican,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,Northeast,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,57381.0
4458600.0,South Dakota,51.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.69963800907135,Barack Obama,Tim Johnson,Stephanie Herseth Sandlin,No,Male,White,30-39,Democrat,Moderate,"$50,000-$74,999",High school graduate,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Southeast,Midwest,Suburb,Urban,Urban Core,Very upscale,57106.0
4469086.0,South Dakota,67.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.577085316181183,Barack Obama,Tim Johnson,Stephanie Herseth Sandlin,No,Female,Hispanic/Latino,25-29,Independent,Moderate,"$15,000-$29,999",Postgraduate study,Yes,Strongly approve,No,Omit,Somewhat worried,Before that,Approve,Non black female,Latino women,Non white female,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,Latino 18-29,Latino 18-29,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Independent/Something else,Non black non Democrat,Latino Independents,All others,,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Midwest,Low Density Rural,Urban,Urban Core,Very upscale,57702.0
4469328.0,South Dakota,67.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.795338928699493,Barack Obama,Tim Johnson,Stephanie Herseth Sandlin,No,Male,White,18-24,Democrat,Liberal,"Under $15,000",High school graduate,No,Strongly disapprove,No,The war in Iraq,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Midwest,Low Density Rural,Urban,Urban Core,Very upscale,57702.0
4469061.0,South Dakota,43.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.78951334953308,Barack Obama,Tim Johnson,Stephanie Herseth Sandlin,No,Male,White,60-64,Independent,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,The war in Iraq,Very worried,Sometime in September,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,West,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,57785.0
4464352.0,South Dakota,35.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.2526593208313,Barack Obama,Tim Johnson,Stephanie Herseth Sandlin,No,Male,White,65-74,Democrat,Conservative,"$30,000-$49,999",High school graduate,No,Strongly disapprove,No,The economy,Very worried,Sometime in September,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,Yes,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Southeast,Midwest,Extremely Low Density Rural,Urban,Urban Core,Very upscale,57032.0
4468983.0,South Dakota,43.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.970314204692841,Barack Obama,Tim Johnson,Stephanie Herseth Sandlin,No,Female,White,25-29,Independent,Moderate,"$30,000-$49,999",College graduate,No,Somewhat disapprove,No,The economy,Somewhat worried,Earlier in October,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,West,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,57785.0
4464307.0,South Dakota,6.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.86444503068924,Barack Obama,Tim Johnson,Stephanie Herseth Sandlin,No,Male,White,,Republican,Conservative,,Did not complete high school,,Strongly disapprove,No,The war in Iraq,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,,,,,,,,,,No college degree,High school graduate or less,White no college degree,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Northeast,Midwest,Low Density Rural,Rural,Rural,Very upscale,57401.0
4468934.0,South Dakota,72.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.10043931007385,Barack Obama,Tim Johnson,Stephanie Herseth Sandlin,No,Male,Other,40-44,Democrat,Moderate,"$30,000-$49,999",College graduate,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Non black male,All other races,Non white male,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,All other,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Non black Democrat,All other,All others,American Indian,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,West,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,57772.0
4468915.0,South Dakota,57.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.782300591468811,Barack Obama,Tim Johnson,Stephanie Herseth Sandlin,No,Male,White,25-29,Democrat,Moderate,"$75,000-$99,999",Some college or associate degree,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Southeast,Midwest,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,57033.0
4467504.0,South Dakota,33.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.00431680679321,Barack Obama,Tim Johnson,Stephanie Herseth Sandlin,No,Female,White,40-44,Democrat,Moderate,"$75,000-$99,999",College graduate,No,Strongly disapprove,No,The economy,Very worried,Earlier in October,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,Southeast,Midwest,Extremely Low Density Rural,Rural,Rural,Upscale,57042.0
4468891.0,South Dakota,66.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.912424743175507,Barack Obama,Tim Johnson,Stephanie Herseth Sandlin,No,Male,Hispanic/Latino,30-39,Democrat,Moderate,"$30,000-$49,999",High school graduate,Yes,Somewhat disapprove,Yes,The war in Iraq,Very worried,Just today,Disapprove,Non black male,Latino men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,Latino 30-44,Latino 30-44,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Non black Democrat,Latino Democrats,All others,American Indian,All others,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Midwest,Suburb,Urban,Urban Core,Upscale,57701.0
4468860.0,South Dakota,57.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.668085217475891,Barack Obama,Tim Johnson,Stephanie Herseth Sandlin,No,Female,White,25-29,Democrat,Moderate,"$75,000-$99,999",College graduate,No,Strongly disapprove,Yes,The war in Iraq,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Southeast,Midwest,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,57033.0
4468843.0,South Dakota,43.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.07605373859406,Barack Obama,Tim Johnson,Stephanie Herseth Sandlin,No,Female,White,50-59,Democrat,Liberal,"$100,000-$149,999",College graduate,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,West,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,57785.0
4468824.0,South Dakota,72.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.10043931007385,Barack Obama,Tim Johnson,Stephanie Herseth Sandlin,No,Male,Other,40-44,Democrat,Liberal,"$50,000-$74,999",College graduate,No,Somewhat approve,No,The economy,Somewhat worried,In the last three days,Approve,Non black male,All other races,Non white male,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,All other,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Non black Democrat,All other,All others,American Indian,All others,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,Rural,Small Cities/Rural,1.0,West,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,57772.0
4464144.0,South Dakota,35.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.679219961166382,Barack Obama,Tim Johnson,Stephanie Herseth Sandlin,No,Female,White,18-24,Independent,Moderate,"$15,000-$29,999",College graduate,No,Somewhat disapprove,,The war in Iraq,Very worried,Earlier in October,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Southeast,Midwest,Extremely Low Density Rural,Urban,Urban Core,Very upscale,57032.0
4468792.0,South Dakota,57.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.740889430046082,Barack Obama,Tim Johnson,Stephanie Herseth Sandlin,No,Female,White,30-39,Independent,Liberal,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,Yes,The economy,Somewhat worried,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Southeast,Midwest,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,57033.0
4468718.0,South Dakota,57.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.740889430046082,Barack Obama,Tim Johnson,Stephanie Herseth Sandlin,No,Female,White,50-59,Democrat,Liberal,"$75,000-$99,999",High school graduate,No,Strongly disapprove,Yes,Omit,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Southeast,Midwest,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,57033.0
4468707.0,South Dakota,43.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.07605373859406,Barack Obama,Tim Johnson,Stephanie Herseth Sandlin,No,Female,White,45-49,Republican,Moderate,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,No,The economy,Very worried,Earlier in October,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,West,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,57785.0
4469212.0,South Dakota,67.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.679219961166382,Barack Obama,Tim Johnson,Stephanie Herseth Sandlin,No,Female,White,25-29,Independent,Liberal,"$15,000-$29,999",Some college or associate degree,No,Somewhat approve,No,Energy policy,Somewhat worried,In the last three days,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Yes,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Midwest,Low Density Rural,Urban,Urban Core,Very upscale,57702.0
4468655.0,South Dakota,57.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.668085217475891,Barack Obama,Tim Johnson,Stephanie Herseth Sandlin,No,Female,White,25-29,Democrat,Conservative,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,Yes,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Southeast,Midwest,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,57033.0
4464371.0,South Dakota,6.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.795338928699493,Barack Obama,Tim Johnson,Stephanie Herseth Sandlin,No,Male,White,18-24,Democrat,Moderate,"$200,000 or more",High school graduate,No,Strongly disapprove,No,The economy,Very worried,Sometime in September,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Northeast,Midwest,Low Density Rural,Rural,Rural,Very upscale,57401.0
4468620.0,South Dakota,66.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.779211342334747,Barack Obama,Tim Johnson,Stephanie Herseth Sandlin,No,Female,White,30-39,Independent,Liberal,"$75,000-$99,999",High school graduate,No,Somewhat disapprove,No,The economy,Somewhat worried,Sometime last week,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Midwest,Suburb,Urban,Urban Core,Upscale,57701.0
4468594.0,South Dakota,57.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.668085217475891,Barack Obama,Tim Johnson,Stephanie Herseth Sandlin,No,Female,White,18-24,Democrat,Moderate,"$75,000-$99,999",College graduate,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Southeast,Midwest,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,57033.0
4464236.0,South Dakota,6.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.882010579109192,Barack Obama,Tim Johnson,Stephanie Herseth Sandlin,No,Male,White,40-44,Democrat,Moderate,"$50,000-$74,999",College graduate,No,Somewhat disapprove,No,The economy,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Northeast,Midwest,Low Density Rural,Rural,Rural,Very upscale,57401.0
