ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSIN08,GOVIN08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,BUSHMCCAIN,EXPER08,GOTV08,INTOUCH08,IRAQWAR,ISSUE08,NEC,NECWORRY,NEWVOTER,OBAMALIB,QLT08,RACEISS4,RELIGN8,TIME08,UNFR08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,GOTVMCCAIN,GOTVOBAMA,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4450991.0,Indiana,54.0,National questionnaire,Version 4,Call 3,Complete,Election day exit poll,0.959642827510834,John McCain,Jill Long Thompson,Female,White,45-49,Something else,Moderate,"$30,000-$49,999",High school graduate,No,,Yes,,,,,,,,,,,,,Other Christian,Sometime in September,,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,,,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,,,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 50,000-500,000","Cities over 50,000",6.0,East central,Midwest,Suburb,Urban,Urban Core,Very upscale,46011.0
4451603.0,Indiana,54.0,National questionnaire,Version 4,Call 3,Complete,Election day exit poll,0.818945467472076,John McCain,Mitch Daniels,Male,White,45-49,Independent,Conservative,"$30,000-$49,999",Some college or associate degree,No,,Yes,,,,,,,,,,,,,Catholic,Before that,,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,,,Catholic,Sometime last week or earlier,Before that,In the last month or before that,,,Catholic,Yes,White Born-again/Evangelical Christians,All others,All others,"Cities 50,000-500,000","Cities over 50,000",6.0,East central,Midwest,Suburb,Urban,Urban Core,Very upscale,46011.0
4451602.0,Indiana,54.0,National questionnaire,Version 4,Call 3,Complete,Election day exit poll,0.818945467472076,John McCain,Mitch Daniels,Male,White,45-49,Independent,Conservative,"$30,000-$49,999",Some college or associate degree,No,,Yes,,,,,,,,,,,,,Catholic,Before that,,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,,,Catholic,Sometime last week or earlier,Before that,In the last month or before that,,,Catholic,Yes,White Born-again/Evangelical Christians,All others,All others,"Cities 50,000-500,000","Cities over 50,000",6.0,East central,Midwest,Suburb,Urban,Urban Core,Very upscale,46011.0
4451332.0,Indiana,54.0,National questionnaire,Version 4,Call 3,Complete,Election day exit poll,0.867915749549866,John McCain,Mitch Daniels,Male,White,25-29,Independent,Moderate,"$50,000-$74,999",College graduate,No,,Yes,,,,,,,,,,,,,Protestant,Sometime last week,,,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,,,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,,,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,,,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 50,000-500,000","Cities over 50,000",6.0,East central,Midwest,Suburb,Urban,Urban Core,Very upscale,46011.0
4451459.0,Indiana,54.0,National questionnaire,Version 4,Call 3,Complete,Election day exit poll,0.965890169143677,John McCain,Mitch Daniels,Female,Hispanic/Latino,75 or over,Republican,Moderate,"$50,000-$74,999",Postgraduate study,Yes,,Yes,,,,,,,,,,,,,Protestant,Before that,,,Non black female,Latino women,Non white female,Non white,65+,60+,45+,60+,65+,65+,Non black 60+,Latino 60+,Latino 65+,College graduate,More than High school graduate,Non white college degree,,,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,,,,,,Republican,Non black non Democrat,All Republicans,All others,White,All others,,,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,,,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",6.0,East central,Midwest,Suburb,Urban,Urban Core,Very upscale,46011.0
4450542.0,Indiana,54.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,0.606883347034454,Barack Obama,Mitch Daniels,Female,White,30-39,Democrat,Moderate,"$75,000-$99,999",High school graduate,No,,,,Only Barack Obama,,Only Barack Obama,,,,,,About right,,,,,,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,,,,,,,,No,,,,"Cities 50,000-500,000","Cities over 50,000",6.0,East central,Midwest,Suburb,Urban,Urban Core,Very upscale,46011.0
4450087.0,Indiana,54.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.606883347034454,Barack Obama,Mitch Daniels,Female,White,45-49,Independent,Moderate,"$50,000-$74,999",College graduate,No,Somewhat disapprove,No,Continue George W. Bush's policies,,"Yes, for Barack Obama",,,The economy,Poor,Very worried,No,,Shares my values,Not a factor at all,,Sometime last week,Only John McCain,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,,,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did not,,No,All others,,,"Cities 50,000-500,000","Cities over 50,000",6.0,East central,Midwest,Suburb,Urban,Urban Core,Very upscale,46011.0
4449199.0,Indiana,54.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.606883347034454,Barack Obama,Mitch Daniels,Female,White,45-49,Republican,Conservative,"$30,000-$49,999",High school graduate,No,,Yes,Continue George W. Bush's policies,,"No, I was not contacted",,Strongly disapprove,The economy,Poor,,No,,Can bring about needed change,One of several important factors,,Just today,Both of them,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,,,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,Disapprove,Not so good/Poor,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,,Yes,White Born-again/Evangelical Christians,,,"Cities 50,000-500,000","Cities over 50,000",6.0,East central,Midwest,Suburb,Urban,Urban Core,Very upscale,46011.0
4450205.0,Indiana,54.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.643172979354858,Barack Obama,Mitch Daniels,Female,White,18-24,Republican,Moderate,"$50,000-$74,999",College graduate,No,Somewhat approve,Yes,Continue George W. Bush's policies,,"Yes, for Barack Obama",,,The economy,Poor,Somewhat worried,No,,Can bring about needed change,Not a factor at all,,Sometime in September,Neither of them,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,,,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did not,Barack Obama did not,,No,White Born-again/Evangelical Christians,,,"Cities 50,000-500,000","Cities over 50,000",6.0,East central,Midwest,Suburb,Urban,Urban Core,Very upscale,46011.0
4448922.0,Indiana,54.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.643172979354858,Barack Obama,Mitch Daniels,Female,White,25-29,Republican,Moderate,"$75,000-$99,999",Postgraduate study,No,,Yes,Continue George W. Bush's policies,,"No, I was not contacted",,Somewhat disapprove,The economy,Not so good,,No,,Can bring about needed change,Not a factor at all,,Sometime in September,Both of them,,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,,,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,Disapprove,Not so good/Poor,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,,No,White Born-again/Evangelical Christians,,,"Cities 50,000-500,000","Cities over 50,000",6.0,East central,Midwest,Suburb,Urban,Urban Core,Very upscale,46011.0
4449316.0,Indiana,54.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.670183897018433,Barack Obama,Jill Long Thompson,Female,Black,18-24,Democrat,Liberal,"$30,000-$49,999",Some college or associate degree,No,,No,Continue George W. Bush's policies,,"Yes, for Barack Obama",,Somewhat approve,The economy,Poor,,Yes,,Can bring about needed change,Not a factor at all,,Before that,Neither of them,,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,More than High school graduate,Non white no college degree,,,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,,,Approve,Not so good/Poor,,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,,No,All others,,,"Cities 50,000-500,000","Cities over 50,000",6.0,East central,Midwest,Suburb,Urban,Urban Core,Very upscale,46011.0
4449454.0,Indiana,54.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.720604777336121,John McCain,Mitch Daniels,Female,White,30-39,Republican,Conservative,"$30,000-$49,999",Did not complete high school,No,,No,Take the country in a different direction,,"No, I was not contacted",,Strongly approve,Terrorism,Good,,No,,Shares my values,Not a factor at all,,Before that,Only John McCain,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,,,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,Approve,Excellent/Good,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,Yes,All others,,,"Cities 50,000-500,000","Cities over 50,000",6.0,East central,Midwest,Suburb,Urban,Urban Core,Very upscale,46011.0
4450378.0,Indiana,54.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,0.720604777336121,John McCain,Mitch Daniels,Female,White,40-44,Republican,Conservative,"$150,000-$199,999",College graduate,No,,,,Only John McCain,,Only John McCain,,,,,,Too liberal,,,,,,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,,,,,,,,No,,,,"Cities 50,000-500,000","Cities over 50,000",6.0,East central,Midwest,Suburb,Urban,Urban Core,Very upscale,46011.0
4449083.0,Indiana,54.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.720604777336121,John McCain,Mitch Daniels,Female,White,50-59,Independent,Moderate,"$15,000-$29,999",College graduate,No,,,Take the country in a different direction,,"No, I was not contacted",,Strongly approve,The economy,Not so good,,No,,Has the right experience,Not a factor at all,,Earlier in October,Both of them,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,,,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,Approve,Not so good/Poor,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Not important,Not a factor,,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,,No,All others,,,"Cities 50,000-500,000","Cities over 50,000",6.0,East central,Midwest,Suburb,Urban,Urban Core,Very upscale,46011.0
4450785.0,Indiana,54.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,0.72574257850647,,Mitch Daniels,Male,White,50-59,Republican,,,High school graduate,No,,,,Only John McCain,,Only John McCain,,,,,,Omit,,,,,,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,,,,,,,John McCain is,Barack Obama is not,,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,,,,,,,,,,,,"Cities 50,000-500,000","Cities over 50,000",6.0,East central,Midwest,Suburb,Urban,Urban Core,Very upscale,46011.0
4450310.0,Indiana,54.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.763694584369659,John McCain,Mitch Daniels,Female,White,18-24,Republican,Conservative,"Under $15,000",College graduate,No,Somewhat approve,No,Take the country in a different direction,,"Yes, for both Obama and McCain",,,The economy,Not so good,Very worried,Yes,,Shares my values,Not a factor at all,,Before that,Both of them,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,,,John McCain did,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,,No,All others,,,"Cities 50,000-500,000","Cities over 50,000",6.0,East central,Midwest,Suburb,Urban,Urban Core,Very upscale,46011.0
4450900.0,Indiana,54.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,0.808197796344757,Barack Obama,Jill Long Thompson,Female,White,50-59,Independent,Moderate,"$75,000-$99,999",High school graduate,No,,,,Neither of them,,Only Barack Obama,,,,,,About right,,,,,,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,,,,,,,,No,,,,"Cities 50,000-500,000","Cities over 50,000",6.0,East central,Midwest,Suburb,Urban,Urban Core,Very upscale,46011.0
4449948.0,Indiana,54.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.808197796344757,Barack Obama,Jill Long Thompson,Female,White,45-49,Democrat,Moderate,"$75,000-$99,999",Some college or associate degree,No,Strongly disapprove,Yes,Continue George W. Bush's policies,,"No, I was not contacted",,,The economy,Not so good,Very worried,No,,Has the right experience,One of several important factors,,Sometime in September,Both of them,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,,,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Important,Factor,,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,,No,White Born-again/Evangelical Christians,,,"Cities 50,000-500,000","Cities over 50,000",6.0,East central,Midwest,Suburb,Urban,Urban Core,Very upscale,46011.0
4449840.0,Indiana,54.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.834287226200104,Barack Obama,Andy Horning,Male,White,50-59,Something else,Liberal,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,Yes,Continue George W. Bush's policies,,"No, I was not contacted",,,The economy,Poor,Very worried,No,,Can bring about needed change,Not a factor at all,,Before that,Only John McCain,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,,,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,No,White Born-again/Evangelical Christians,,,"Cities 50,000-500,000","Cities over 50,000",6.0,East central,Midwest,Suburb,Urban,Urban Core,Very upscale,46011.0
4451229.0,Indiana,54.0,National questionnaire,Version 4,Call 3,Complete,Election day exit poll,0.856525421142578,Barack Obama,Jill Long Thompson,Female,White,18-24,Independent,Liberal,"$200,000 or more",Some college or associate degree,No,,No,,,,,,,,,,,,,,Before that,,,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,,,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,,,,Sometime last week or earlier,Before that,In the last month or before that,,,,No,All others,All others,,"Cities 50,000-500,000","Cities over 50,000",6.0,East central,Midwest,Suburb,Urban,Urban Core,Very upscale,46011.0
4450702.0,Indiana,54.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,0.856525421142578,Barack Obama,Jill Long Thompson,Female,White,25-29,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,,,,Only Barack Obama,,Only Barack Obama,,,,,,About right,,,,,,,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,,,,,,,,Yes,,,,"Cities 50,000-500,000","Cities over 50,000",6.0,East central,Midwest,Suburb,Urban,Urban Core,Very upscale,46011.0
4450634.0,Indiana,54.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,0.965890169143677,John McCain,Mitch Daniels,Female,White,60-64,Republican,Moderate,,Postgraduate study,No,,,,Neither of them,,Both of them,,,,,,Too liberal,,,,,,,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does not,,,,,,,John McCain is,Barack Obama is,,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,,,,,,,,,,,,"Cities 50,000-500,000","Cities over 50,000",6.0,East central,Midwest,Suburb,Urban,Urban Core,Very upscale,46011.0
4449714.0,Indiana,54.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,1.08329880237579,Barack Obama,Jill Long Thompson,Female,White,65-74,Democrat,Liberal,"$30,000-$49,999",High school graduate,No,Somewhat disapprove,Yes,Continue George W. Bush's policies,,"Yes, for both Obama and McCain",,,Terrorism,Poor,Somewhat worried,No,,Omit,Not a factor at all,,Earlier in October,Only John McCain,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,,,John McCain did,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did not,,Yes,White Born-again/Evangelical Christians,,,"Cities 50,000-500,000","Cities over 50,000",6.0,East central,Midwest,Suburb,Urban,Urban Core,Very upscale,46011.0
4450458.0,Indiana,54.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,1.08329880237579,Barack Obama,Jill Long Thompson,Female,White,75 or over,Democrat,Moderate,"$15,000-$29,999",College graduate,No,,,,Both of them,,Only Barack Obama,,,,,,About right,,,,,,,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,,,,,,,,No,,,,"Cities 50,000-500,000","Cities over 50,000",6.0,East central,Midwest,Suburb,Urban,Urban Core,Very upscale,46011.0
4449577.0,Indiana,54.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,1.46183395385742,John McCain,Jill Long Thompson,Male,White,75 or over,Independent,Moderate,"$30,000-$49,999",Some college or associate degree,No,Somewhat disapprove,Yes,Continue George W. Bush's policies,,"No, I was not contacted",,,Health care,Good,Not too worried,No,,Can bring about needed change,Not a factor at all,,In the last three days,Neither of them,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,,,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,,Excellent/Good,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did not,Barack Obama did not,,Yes,White Born-again/Evangelical Christians,,,"Cities 50,000-500,000","Cities over 50,000",6.0,East central,Midwest,Suburb,Urban,Urban Core,Very upscale,46011.0
4449308.0,Indiana,52.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.72072052955627,Barack Obama,Jill Long Thompson,Female,White,40-44,Independent,Moderate,"$30,000-$49,999",Postgraduate study,No,Somewhat disapprove,No,Take the country in a different direction,Both of them,"Yes, for Barack Obama",Both of them,Somewhat approve,Terrorism,Poor,Somewhat worried,No,About right,Can bring about needed change,A minor factor,Jewish,Sometime in September,Only John McCain,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Factor,Jewish,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did not,Jewish,No,All others,All others,All others,Rural,Small Cities/Rural,2.0,Northwest,Midwest,Suburb,Rural,Rural,Upscale,46350.0
4449412.0,Indiana,52.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,2.85722517967224,John McCain,Mitch Daniels,Male,White,75 or over,Republican,Conservative,"$50,000-$74,999",High school graduate,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,"Yes, for Barack Obama",Only John McCain,Somewhat approve,Health care,Not so good,Not too worried,No,Too liberal,Can bring about needed change,Not a factor at all,Other Christian,Before that,Both of them,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,2.0,Northwest,Midwest,Suburb,Rural,Rural,Upscale,46350.0
4449529.0,Indiana,52.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.97348916530609,Barack Obama,Mitch Daniels,Male,White,30-39,Republican,Moderate,"$30,000-$49,999",High school graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"Yes, for Barack Obama",Both of them,Somewhat approve,The economy,Poor,Very worried,No,About right,Can bring about needed change,A minor factor,Catholic,Just today,Both of them,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Factor,Catholic,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,Catholic,Yes,All others,All others,All others,Rural,Small Cities/Rural,2.0,Northwest,Midwest,Suburb,Rural,Rural,Upscale,46350.0
