ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSNY08,HOU08NY,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,AGEISS4,ATTEND,BAILOUT,BREAK08,BRNAGAIN,BUSHMCCAIN,CELLULAR,CHILD,CONGRESS4,COUNTACC,DRILL,EXPER08,FINSIT,FINWORR,FIRSTLDY08,FNEC,GAY,GOTV08,GOVTDO,GUNOWNER,HEALTHCARE,HILLPSPRT,HRCVMCCN,INTOUCH08,INVESTOR,IRAQWAR,ISSUE08,ISSVQUAL,JUDGMENT08,MARRIED,MCCAINWIN,NEC,NECWORRY,NEWVOTER,OBAMALIB,OBAMWIN,QLT08,RACEISS4,RACERELATIONS,RELIGN8,SPANISHQ,SUPREME,TAXGOUP,TERRWORR,TIME08,TRACK,UNFR08,UNION4,VETVOTER,VOTE2004,VPQUAL08,WORK,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,AGEISSA,AGEISSB,ATTEND2,ATTREL,BAILOUT2,BREAK08A,BREAK08B,CONGRESS,COUNT2,DRILL2,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,FINWORR2,FIRSTMCCAIN,FIRSTOBAMA,GOTVMCCAIN,GOTVOBAMA,HEALTHCARE2,HILLDEM,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,JUDGEMCCAIN,JUDGEOBAMA,MARCHILD,MARPAR,MARRIEDMOM,NEC2,NECWORR2,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,RACERELATIONS3,REL5,SUPREMEA,SUPREMEB,TAXMCCAIN,TAXOBAMA,TERWORR2,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,UNIONHH,UNIONMEM,UNIONVOT,VPQUALBIDEN,VPQUALPALIN,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,WRKWOMEN,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4466492.0, New York,18.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,1.20743918418884,Barack Obama,The Democratic candidate,Male,White,18-24,Democrat,Liberal,"$150,000-$199,999",Some college or associate degree,No,Strongly disapprove,Not a factor at all,,,Not a factor at all,No,Continue George W. Bush's policies,No telephone service at home,,,,,,,,,,,"Yes, for both Obama and McCain",,,,,John McCain,,,,The economy,My candidate's position on the issues,,,,Poor,Somewhat worried,Yes,,,Can bring about needed change,Not a factor at all,,,English,,,,Before that,,Both of them,,,,,,Disapprove,Non black male,White men,White male,White male,,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Not Important,Was not a factor,,,,Not Important,Was not a factor,,,,No college degree,More than High school graduate,White no college degree,,,,,,John McCain did,Barack Obama did,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,,,,Not so good/Poor,Worried,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,,,,,,,No,All others,,,,Suburbs,Suburbs,20.0,Lower Hudson Valley,East,Low Density Rural,70s Suburbs,Urban Perimeter,Very upscale,12540.0
4466504.0, New York,101.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.901979625225067,Barack Obama,The Democratic candidate,Female,Hispanic/Latino,25-29,Democrat,Moderate,,Some college or associate degree,Yes,Strongly disapprove,Not a factor at all,,,Not a factor at all,Yes,Continue George W. Bush's policies,Only cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,Hillary Clinton,,,,Terrorism,My candidate's position on the issues,,,,Poor,Very worried,No,,,Can bring about needed change,A minor factor,,,English,,,,Before that,,Both of them,,,,,,Disapprove,Non black female,Latino women,Non white female,Non white,,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,Latino 18-29,Latino 18-29,Not Important,Was not a factor,,,,Not Important,Was not a factor,,,,No college degree,More than High school graduate,Non white no college degree,,,,,,John McCain did not,Barack Obama did not,,,,,,,,,,,,,,,Not so good/Poor,Worried,,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Not important,Factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,,,,,,,,All others,,,,"Cities over 500,000","Cities over 50,000",14.0,New York City,East,Extremely High Density Urban,Urban,Urban Core,Downscale,11370.0
4466513.0, New York,17.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,0.803414821624756,John McCain,The Republican candidate,Female,White,40-44,Republican,Conservative,"$75,000-$99,999",Postgraduate study,No,,,,Somewhat support,,,,,,Somewhat disapprove,,Strongly favor,Only John McCain,Better today,Somewhat worried,,,,,Government is doing too many things better left to businesses and individuals,,Not very worried,,,Only John McCain,Yes,,,,Only John McCain,,,,,,Too liberal,,,,Get somewhat better,,English,One of several important factors,Go up only if Obama is elected president,Very worried,,,,,,,,,,Non black female,White women,White female,White female,,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,,,,,Support,,,Disapprove,,Favor,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,Worried,,,,,Not worried,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,,John McCain does,Barack Obama does not,,,,,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,Get better,,Important,Factor,Not go up if McCain is elected president,Go up if Obama is elected president,Worried,,,,,,,,,,,,No,,,,,Rural,Small Cities/Rural,20.0,Rural Upstate Areas,East,Low Density Rural,Rural,Rural,Very downscale,13856.0
4466519.0, New York,47.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.745475232601166,Barack Obama,The Democratic candidate,Female,,25-29,Democrat,Liberal,"$30,000-$49,999",College graduate,No,,A minor factor,,,Not a factor at all,Yes,Continue George W. Bush's policies,No telephone service at home,,,,,,,,,,,"No, I was not contacted",,,,,,,,Strongly disapprove,The economy,My candidate's position on the issues,,,"Concerned, but not scared",Not so good,,Yes,,Excited,Can bring about needed change,Not a factor at all,,,English,,,,Sometime in September,,Neither of them,,,,,,,,,,,,18-29,18-29,18-44,18-29,25-29,18-64,,,,Not Important,Was a factor,,,,Not Important,Was not a factor,,,,College graduate,More than High school graduate,,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,Less than 50k,Less than 50 thousand,,,,Disapprove,,,,,,Not so good/Poor,,,Democrat,,,,,,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did not,Barack Obama did not,,,,,,,,All others,,,,"Cities over 500,000","Cities over 50,000",11.0,New York City,East,Extremely High Density Urban,Urban,Urban Core,Downscale,11238.0
4466523.0, New York,117.0,National questionnaire,Version 4,Call 3,Complete,Election day exit poll,1.28724086284637,John McCain,The Republican candidate,Female,White,60-64,Republican,Moderate,"$50,000-$74,999",College graduate,No,,,Once a week,,,Yes,,,No,,Somewhat confident,,,,,Only Cindy McCain,Stay about the same,No,,,No,,Another candidate,,,,,,,,Yes,,,,,,,,,,Protestant,English,,,,Before that,Seriously off on the wrong track,,,No,George W. Bush,Only Sarah Palin,No,,Non black female,White women,White female,White female,Married women,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,,,More than once a week/Once a week,Protestant/Attend weekly,,,,,Confident,,College graduate,More than High school graduate,White college degree,,,,Cindy McCain would,Michelle Obama would not,,,,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,All others,Married women no children,Women who are not married or have no children,,,Women without children,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,,,,Protestant/Other Christian,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,,,,Joe Biden is not,Sarah Palin is,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,All others,Suburbs,Suburbs,21.0,Upstate Urban Areas,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,12302.0
4466530.0, New York,128.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.565771102905273,Barack Obama,The Democratic candidate,Female,White,40-44,Democrat,Moderate,"$100,000-$149,999",Some college or associate degree,No,Strongly disapprove,Not a factor at all,,,A minor factor,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,John McCain,,,,The economy,My candidate's position on the issues,,,,Poor,Somewhat worried,No,,,Can bring about needed change,Not a factor at all,,,English,,,,Sometime in September,,Both of them,,,,,,Disapprove,Non black female,White women,White female,White female,,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Not Important,Was not a factor,,,,Not Important,Was a factor,,,,No college degree,More than High school graduate,White no college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,,,,Not so good/Poor,Worried,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,,,,,,,No,All others,,,,Suburbs,Suburbs,1.0,Long Island,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,11777.0
4466561.0, New York,66.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,1.13600945472717,Barack Obama,The Democratic candidate,Female,White,25-29,Democrat,Liberal,"$15,000-$29,999",Postgraduate study,No,,,,Somewhat support,,,,,,Somewhat approve,,Somewhat oppose,Only Barack Obama,Worse today,Somewhat worried,,,,,Government should do more to solve problems,,Very worried,,,Only Barack Obama,No,,,,Only Barack Obama,,,,,,About right,,,,Get somewhat better,,English,One of several important factors,Stay the same or go down,Very worried,,,,,,,,,,Non black female,White women,White female,White female,,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,,,,,Support,,,Approve,,Oppose,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,Worried,,,,,Worried,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,,John McCain does not,Barack Obama does,,,,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,Get better,,Important,Factor,Not go up if McCain is elected president,Not go up if Obama is elected president,Worried,,,,,,,,,,,,No,,,,,"Cities over 500,000","Cities over 50,000",8.0,New York City,East,Extremely High Density Urban,Urban,Urban Core,Very upscale,10011.0
4466579.0, New York,51.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.514616370201111,Barack Obama,,Female,White,45-49,Republican,Conservative,,College graduate,No,,One of several important factors,,,One of several important factors,No,Omit,Only regular land-line phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Somewhat approve,The economy,My candidate's leadership/personal qualities,,,"Concerned, but not scared",Poor,,No,,"Optimistic, but not excited",Can bring about needed change,Not a factor at all,,,English,,,,Just today,,Both of them,,,,,,,Non black female,White women,White female,White female,,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Important,Was a factor,,,,Important,Was a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,,,,,,,Approve,,,,,,Not so good/Poor,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,,,,,,,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,,,,,,,,All others,,,,"Cities 50,000-500,000","Cities over 50,000",28.0,Upstate Urban Areas,East,High Density Urban,Urban,Urban Core,Downscale,14609.0
4466580.0, New York,98.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,1.08899712562561,Barack Obama,The Democratic candidate,Male,Black,25-29,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Not a factor at all,,,Not a factor at all,Yes,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,Hillary Clinton,,,,The economy,My candidate's position on the issues,,,,Poor,Very worried,No,,,Cares about people like me,Not a factor at all,,,English,,,,Before that,,Only John McCain,,,,,,Disapprove,Black male,Black men,Non white male,Non white,,18-29,18-29,18-44,18-29,25-29,18-64,Black 18-29,Black 18-29,Black 18-29,Not Important,Was not a factor,,,,Not Important,Was not a factor,,,,No college degree,More than High school graduate,Non white no college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,,,,,,,,,Not so good/Poor,Worried,,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,,,,,,No,All others,,,,"Cities over 500,000","Cities over 50,000",6.0,New York City,East,Extremely High Density Urban,Urban,Urban Core,Downscale,11436.0
4466582.0, New York,89.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,0.908848822116852,Barack Obama,The Democratic candidate,Female,White,65-74,Democrat,Liberal,"$30,000-$49,999",High school graduate,No,,,,Strongly oppose,,,,,,Strongly disapprove,,Strongly favor,Neither of them,Better today,Somewhat worried,,,,,Government should do more to solve problems,,Very worried,,,Only Barack Obama,Yes,,,,Only Barack Obama,,,,,,Too liberal,,,,Stay about the same,,English,A minor factor,Go up no matter which candidate wins,Somewhat worried,,,,,,,,,,Non black female,White women,White female,White female,,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,,,,,Oppose,,,Disapprove,,Favor,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does not,Worried,,,,,Worried,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,,John McCain does not,Barack Obama does,,,,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,Stay about the same,,Not important,Factor,Go up if McCain is elected president,Go up if Obama is elected president,Worried,,,,,,,,,,,,Yes,,,,,Suburbs,Suburbs,22.0,Lower Hudson Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,12586.0
4466587.0, New York,33.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.860801577568054,John McCain,,Female,White,45-49,Independent,,"$100,000-$149,999",College graduate,No,,A minor factor,,,Omit,No,Omit,Both regular land-line and cell phone service,,,,,,,,,,,Omit,,,,,,,,Strongly approve,The economy,My candidate's position on the issues,,,"Concerned, but not scared",Not so good,,No,,"Concerned, but not scared",Has the right experience,A minor factor,,,English,,,,In the last three days,,Omit,,,,,,,Non black female,White women,White female,White female,,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was a factor,,,,Omit,Omit,,,,College graduate,More than High school graduate,White college degree,,,,,,Omit,Omit,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Approve,,,,,,Not so good/Poor,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Factor,,,,,,,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Omit,Omit,,,,,,,No,All others,,,,Suburbs,Suburbs,26.0,Rural Upstate Areas,East,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,14422.0
4466589.0, New York,12.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.931310474872589,Barack Obama,The Democratic candidate,Female,White,60-64,Independent,Conservative,"$30,000-$49,999",Some college or associate degree,No,,One of several important factors,,,One of several important factors,Yes,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Somewhat disapprove,The economy,My candidate's position on the issues,,,"Concerned, but not scared",Poor,,No,,"Optimistic, but not excited",Cares about people like me,Not a factor at all,,,English,,,,Sometime last week,,Only John McCain,,,,,,,Non black female,White women,White female,White female,,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Important,Was a factor,,,,Important,Was a factor,,,,No college degree,More than High school graduate,White no college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,Disapprove,,,,,,Not so good/Poor,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did not,,,,,,,Yes,White Born-again/Evangelical Christians,,,,Suburbs,Suburbs,22.0,Upstate Urban Areas,East,Suburb,60s Suburbs,Urban Perimeter,Upscale,13760.0
4466601.0, New York,18.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,1.14403200149536,Barack Obama,The Democratic candidate,Male,White,50-59,Independent,Moderate,"$100,000-$149,999",Some college or associate degree,No,Strongly disapprove,A minor factor,,,One of several important factors,No,Take the country in a different direction,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,Hillary Clinton,,,,The economy,My candidate's leadership/personal qualities,,,,Not so good,Somewhat worried,No,,,Can bring about needed change,Not a factor at all,,,English,,,,In the last three days,,Both of them,,,,,,Disapprove,Non black male,White men,White male,White male,,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was a factor,,,,Important,Was a factor,,,,No college degree,More than High school graduate,White no college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,,,,Not so good/Poor,Worried,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,,,,,,,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,,,,,,,No,All others,,,,Suburbs,Suburbs,20.0,Lower Hudson Valley,East,Low Density Rural,70s Suburbs,Urban Perimeter,Very upscale,12540.0
4466617.0, New York,47.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.845198333263397,Barack Obama,The Democratic candidate,Female,Black,30-39,Democrat,Liberal,"$50,000-$74,999",Some college or associate degree,No,,Not a factor at all,,,Not a factor at all,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Strongly disapprove,The economy,My candidate's position on the issues,,,"Concerned, but not scared",Poor,,No,,"Optimistic, but not excited",Can bring about needed change,Not a factor at all,,,English,,,,Sometime in September,,Neither of them,,,,,,,Black female,Black women,Non white female,Non white,,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,Not Important,Was not a factor,,,,Not Important,Was not a factor,,,,No college degree,More than High school graduate,Non white no college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,,,Disapprove,,,,,,Not so good/Poor,,,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did not,Barack Obama did not,,,,,,,No,All others,,,,"Cities over 500,000","Cities over 50,000",11.0,New York City,East,Extremely High Density Urban,Urban,Urban Core,Downscale,11238.0
4466621.0, New York,17.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,0.959558248519897,John McCain,The Republican candidate,Female,White,60-64,Democrat,Conservative,"$30,000-$49,999",Some college or associate degree,No,,,,Somewhat oppose,,,,,,Somewhat approve,,Somewhat oppose,Only John McCain,Better today,Very worried,,,,,Government is doing too many things better left to businesses and individuals,,Very worried,,,Only John McCain,Yes,,,,Only John McCain,,,,,,Too liberal,,,,Get much worse,,English,One of several important factors,Go up no matter which candidate wins,Somewhat worried,,,,,,,,,,Non black female,White women,White female,White female,,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,,,,,Oppose,,,Approve,,Oppose,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,Worried,,,,,Worried,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,,John McCain does,Barack Obama does not,,,,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,Get worse,,Important,Factor,Go up if McCain is elected president,Go up if Obama is elected president,Worried,,,,,,,,,,,,Yes,,,,,Rural,Small Cities/Rural,20.0,Rural Upstate Areas,East,Low Density Rural,Rural,Rural,Very downscale,13856.0
4466644.0, New York,101.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.901979625225067,Barack Obama,The Democratic candidate,Female,White,25-29,Democrat,Moderate,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,One of several important factors,,,A minor factor,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"Yes, for Barack Obama",,,,,Hillary Clinton,,,,The economy,My candidate's position on the issues,,,,Not so good,Very worried,No,,,Can bring about needed change,Not a factor at all,,,English,,,,Just today,,Neither of them,,,,,,Disapprove,Non black female,White women,White female,White female,,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,Important,Was a factor,,,,Not Important,Was a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,,,,Not so good/Poor,Worried,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,,,,,,,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did not,Barack Obama did not,,,,,,,No,All others,,,,"Cities over 500,000","Cities over 50,000",14.0,New York City,East,Extremely High Density Urban,Urban,Urban Core,Downscale,11370.0
4466647.0, New York,66.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,1.18475532531738,Barack Obama,The Democratic candidate,Male,White,40-44,Democrat,Liberal,"$75,000-$99,999",Postgraduate study,No,,,,Somewhat oppose,,,,,,Somewhat disapprove,,Strongly oppose,Both of them,About the same,Very worried,,,,,Government is doing too many things better left to businesses and individuals,,Somewhat worried,,,Only Barack Obama,No,,,,Only Barack Obama,,,,,,About right,,,,Get somewhat worse,,English,One of several important factors,Stay the same or go down,Very worried,,,,,,,,,,Non black male,White men,White male,White male,,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,,,,,Oppose,,,Disapprove,,Oppose,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Worried,,,,,Worried,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,,John McCain does not,Barack Obama does,,,,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,Get worse,,Important,Factor,Not go up if McCain is elected president,Not go up if Obama is elected president,Worried,,,,,,,,,,,,No,,,,,"Cities over 500,000","Cities over 50,000",8.0,New York City,East,Extremely High Density Urban,Urban,Urban Core,Very upscale,10011.0
4466665.0, New York,90.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.13335239887238,John McCain,The Republican candidate,Female,Hispanic/Latino,50-59,,Liberal,"$15,000-$29,999",High school graduate,Yes,,A minor factor,,,A minor factor,Yes,Take the country in a different direction,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Somewhat disapprove,Omit,My candidate's leadership/personal qualities,,,Scared,Not so good,,No,,Scared,Cares about people like me,A minor factor,,,English,,,,Before that,,Both of them,,,,,,,Non black female,Latino women,Non white female,Non white,,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,Latino 45-59,Latino 45-54,Not Important,Was a factor,,,,Not Important,Was a factor,,,,No college degree,High school graduate or less,Non white no college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,,,Disapprove,,,,,,Not so good/Poor,,,,,,,Hispanic/Latino,All others,Not important,Factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,,,,,,,No,All others,,,,Suburbs,Suburbs,22.0,Lower Hudson Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,12550.0
4466671.0, New York,18.0,National questionnaire,Version 2,Call 3,Not complete,Election day exit poll,1.14403200149536,Barack Obama,The Democratic candidate,Male,Hispanic/Latino,50-59,Democrat,,,High school graduate,Yes,,,,,One of several important factors,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Can bring about needed change,,,,English,,,,Before that,,,,,,,,,Non black male,Latino men,Non white male,Non white,,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,Latino 45-59,Latino 45-54,,,,,,Important,Was a factor,,,,No college degree,High school graduate or less,Non white no college degree,,,,,,,,,,,,,,,,,,,,,,,,,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,,,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,,,,,,,,All others,,,,Suburbs,Suburbs,20.0,Lower Hudson Valley,East,Low Density Rural,70s Suburbs,Urban Perimeter,Very upscale,12540.0
4466673.0, New York,98.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.937401831150055,Barack Obama,The Democratic candidate,Female,Black,50-59,Democrat,Liberal,"$50,000-$74,999",College graduate,No,Strongly disapprove,One of several important factors,,,Not a factor at all,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,Hillary Clinton,,,,The economy,My candidate's leadership/personal qualities,,,,Poor,Very worried,No,,,Can bring about needed change,One of several important factors,,,English,,,,Before that,,Only John McCain,,,,,,Disapprove,Black female,Black women,Non white female,Non white,,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,Important,Was a factor,,,,Not Important,Was not a factor,,,,College graduate,More than High school graduate,Non white college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,,,,,,,,,Not so good/Poor,Worried,,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Important,Factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,,,,,,No,All others,,,,"Cities over 500,000","Cities over 50,000",6.0,New York City,East,Extremely High Density Urban,Urban,Urban Core,Downscale,11436.0
4466680.0, New York,89.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,1.09155809879303,John McCain,The Republican candidate,Male,White,40-44,Republican,Conservative,"$75,000-$99,999",Postgraduate study,No,,,,Somewhat support,,,,,,Somewhat disapprove,,Strongly favor,Both of them,Worse today,Very worried,,,,,Government is doing too many things better left to businesses and individuals,,Very worried,,,Both of them,Yes,,,,Both of them,,,,,,About right,,,,Get much better,,English,A minor factor,Go up only if Obama is elected president,Very worried,,,,,,,,,,Non black male,White men,White male,White male,,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,,,,,Support,,,Disapprove,,Favor,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Worried,,,,,Worried,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,,John McCain does,Barack Obama does,,,,,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,Get better,,Not important,Factor,Not go up if McCain is elected president,Go up if Obama is elected president,Worried,,,,,,,,,,,,No,,,,,Suburbs,Suburbs,22.0,Lower Hudson Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,12586.0
