ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSMI08,SENMI08,MIPROP2,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,BUSHMCCAIN,EXPER08,JOBSIT,INTOUCH08,IRAQWAR,ISSUE08,NEC,NECWORRY,NEWVOTER,QLT08,RACEISS4,RELIGN8,TIME08,UNFR08,UNION4,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,UNIONHH,UNIONMEM,UNIONVOT,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4437136.0, Michigan,26.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.709152698516846,Barack Obama,Carl Levin,Yes,Male,White,30-39,Democrat,Moderate,"$50,000-$74,999",High school graduate,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,Worse today,Only Barack Obama,Strongly disapprove,The war in Iraq,Not so good,Very worried,No,Can bring about needed change,Not a factor at all,Catholic,Before that,Neither of them,"Yes, someone else does",Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,Yes,"Member in household, but not voter",No,Catholic,No,White Born-again/Evangelical Christians,All others,All others,Rural,Small Cities/Rural,7.0,Southwest,Midwest,Low Density Rural,Rural,Rural,Very downscale,49262.0
4436755.0, Michigan,26.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.709152698516846,Barack Obama,Carl Levin,Yes,Male,White,40-44,Democrat,Liberal,"$30,000-$49,999",Did not complete high school,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Worse today,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Shares my values,Not a factor at all,None,Before that,Only John McCain,No one does,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,None,Yes,All others,All others,All others,Rural,Small Cities/Rural,7.0,Southwest,Midwest,Low Density Rural,Rural,Rural,Very downscale,49262.0
4412435.0, Michigan,26.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.684878528118134,Barack Obama,Carl Levin,Yes,Female,White,25-29,Democrat,Liberal,"$30,000-$49,999",High school graduate,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Both of them,Worse today,Only Barack Obama,Somewhat disapprove,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Other Christian,Earlier in October,Both of them,"Yes, I do",Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,Yes,I am,Yes,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,7.0,Southwest,Midwest,Low Density Rural,Rural,Rural,Very downscale,49262.0
4436576.0, Michigan,26.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.709152698516846,Barack Obama,Carl Levin,Yes,Male,White,30-39,Democrat,Liberal,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Worse today,Both of them,Strongly disapprove,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Something else,Before that,Only John McCain,No one does,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Something else,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Something else,Yes,All others,All others,All others,Rural,Small Cities/Rural,7.0,Southwest,Midwest,Low Density Rural,Rural,Rural,Very downscale,49262.0
4412142.0, Michigan,26.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.625242054462433,Barack Obama,Carl Levin,Yes,Female,White,50-59,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Worse today,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Catholic,Sometime in September,Both of them,"Yes, someone else does",Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,Yes,"Member in household, but not voter",No,Catholic,No,All others,All others,All others,Rural,Small Cities/Rural,7.0,Southwest,Midwest,Low Density Rural,Rural,Rural,Very downscale,49262.0
4436388.0, Michigan,26.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.625242054462433,Barack Obama,Carl Levin,Yes,Female,White,30-39,Democrat,Liberal,"Under $15,000",High school graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Worse today,Only Barack Obama,Strongly disapprove,Health care,Poor,Very worried,No,Can bring about needed change,The single most important factor,None,Before that,Only John McCain,No one does,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,None,Yes,All others,All others,All others,Rural,Small Cities/Rural,7.0,Southwest,Midwest,Low Density Rural,Rural,Rural,Very downscale,49262.0
4459146.0, Michigan,26.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.776792645454407,Barack Obama,Carl Levin,Yes,Male,White,25-29,Independent,Moderate,"$15,000-$29,999",High school graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Worse today,Both of them,Somewhat disapprove,The economy,Poor,Very worried,Yes,Cares about people like me,One of several important factors,Protestant,Earlier in October,Both of them,No one does,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,Yes,All others,All others,White Protestant non evangelical,Rural,Small Cities/Rural,7.0,Southwest,Midwest,Low Density Rural,Rural,Rural,Very downscale,49262.0
4413824.0, Michigan,26.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.709152698516846,Barack Obama,Carl Levin,Yes,Male,White,45-49,Republican,Moderate,"$50,000-$74,999",Did not complete high school,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Worse today,Only Barack Obama,Somewhat approve,The economy,Not so good,Very worried,Yes,Cares about people like me,Not a factor at all,None,Before that,Only John McCain,"Yes, I do",Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Yes,I am,Yes,None,No,All others,All others,All others,Rural,Small Cities/Rural,7.0,Southwest,Midwest,Low Density Rural,Rural,Rural,Very downscale,49262.0
4436947.0, Michigan,26.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.001917719841,Barack Obama,Carl Levin,Yes,Female,White,65-74,Democrat,Liberal,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Worse today,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Shares my values,Not a factor at all,None,Before that,Only John McCain,No one does,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,None,No,All others,All others,All others,Rural,Small Cities/Rural,7.0,Southwest,Midwest,Low Density Rural,Rural,Rural,Very downscale,49262.0
4412931.0, Michigan,26.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.001917719841,Barack Obama,Carl Levin,Yes,Female,Hispanic/Latino,65-74,Democrat,Moderate,,High school graduate,Yes,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,Worse today,Only John McCain,Somewhat disapprove,The economy,Excellent,Very worried,No,Has the right experience,Not a factor at all,Protestant,In the last three days,Only Barack Obama,No one does,Approve,Non black female,Latino women,Non white female,Non white,65+,60+,45+,60+,65+,65+,Non black 60+,Latino 60+,Latino 65+,No college degree,High school graduate or less,Non white no college degree,John McCain does,Barack Obama does not,,,,,John McCain is,Barack Obama is not,Disapprove,Excellent/Good,Worried,Democrat,Non black Democrat,Latino Democrats,All others,White,All others,Not important,Not a factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did not,Barack Obama did,No,No,No,Non-white,,All others,All others,All others,Rural,Small Cities/Rural,7.0,Southwest,Midwest,Low Density Rural,Rural,Rural,Very downscale,49262.0
4413822.0, Michigan,26.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.709152698516846,Barack Obama,Carl Levin,Yes,Male,White,45-49,Republican,Moderate,"$50,000-$74,999",Did not complete high school,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Worse today,Only Barack Obama,Somewhat approve,The economy,Not so good,Very worried,Yes,Cares about people like me,Not a factor at all,None,Before that,Only John McCain,"Yes, I do",Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Yes,I am,Yes,None,No,All others,All others,All others,Rural,Small Cities/Rural,7.0,Southwest,Midwest,Low Density Rural,Rural,Rural,Very downscale,49262.0
4413629.0, Michigan,26.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.756005346775055,Barack Obama,Carl Levin,No,Male,White,50-59,Independent,Moderate,"$75,000-$99,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Worse today,Both of them,Somewhat disapprove,The economy,Not so good,Very worried,No,Can bring about needed change,Not a factor at all,Other Christian,Sometime last week,Both of them,"Yes, someone else does",Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,Yes,"Member in household, but not voter",No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Rural,Small Cities/Rural,7.0,Southwest,Midwest,Low Density Rural,Rural,Rural,Very downscale,49262.0
4412606.0, Michigan,26.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.0681129693985,Barack Obama,Carl Levin,No,Female,White,65-74,Democrat,Moderate,,High school graduate,No,Strongly disapprove,,Continue George W. Bush's policies,Only Barack Obama,Worse today,Only Barack Obama,Strongly disapprove,The economy,Poor,Somewhat worried,No,Omit,One of several important factors,Catholic,Before that,Neither of them,No one does,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,,,,,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Important,Factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,No,No,No,Catholic,,All others,All others,,Rural,Small Cities/Rural,7.0,Southwest,Midwest,Low Density Rural,Rural,Rural,Very downscale,49262.0
4459309.0, Michigan,26.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.0681129693985,Barack Obama,Carl Levin,No,Female,White,60-64,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,Strongly disapprove,Yes,Take the country in a different direction,Both of them,Worse today,Only Barack Obama,Somewhat disapprove,The economy,Poor,Somewhat worried,No,Cares about people like me,Not a factor at all,Protestant,Earlier in October,Both of them,No one does,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,7.0,Southwest,Midwest,Low Density Rural,Rural,Rural,Very downscale,49262.0
4459307.0, Michigan,26.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.0681129693985,Barack Obama,Carl Levin,No,Female,White,60-64,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,Strongly disapprove,Yes,Take the country in a different direction,Both of them,Worse today,Only Barack Obama,Somewhat disapprove,The economy,Poor,Somewhat worried,No,Cares about people like me,Not a factor at all,Protestant,Earlier in October,Both of them,No one does,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,7.0,Southwest,Midwest,Low Density Rural,Rural,Rural,Very downscale,49262.0
4457152.0, Michigan,26.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.828919351100922,John McCain,Carl Levin,Yes,Female,White,30-39,Independent,Conservative,"$50,000-$74,999",College graduate,No,Somewhat disapprove,Yes,Take the country in a different direction,Only John McCain,Worse today,Only John McCain,Somewhat approve,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Catholic,In the last three days,Both of them,"Yes, I do",Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Catholic,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,Yes,I am,Yes,Catholic,No,White Born-again/Evangelical Christians,All others,All others,Rural,Small Cities/Rural,7.0,Southwest,Midwest,Low Density Rural,Rural,Rural,Very downscale,49262.0
4457323.0, Michigan,26.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.967971920967102,John McCain,Carl Levin,No,Female,White,25-29,Something else,Conservative,"$15,000-$29,999",Postgraduate study,No,Strongly disapprove,Yes,Omit,Neither of them,Worse today,Neither of them,Somewhat disapprove,Omit,Poor,Very worried,No,Omit,Not a factor at all,Protestant,Earlier in October,Both of them,No one does,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,7.0,Southwest,Midwest,Low Density Rural,Rural,Rural,Very downscale,49262.0
4411562.0, Michigan,26.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.37313938140869,John McCain,Carl Levin,No,Male,,75 or over,Democrat,Moderate,"$30,000-$49,999",Did not complete high school,No,Strongly disapprove,No,Take the country in a different direction,Only John McCain,Worse today,Only John McCain,Strongly disapprove,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Protestant,In the last three days,Only Barack Obama,No one does,Disapprove,,,,,65+,60+,45+,60+,65+,65+,,,,No college degree,High school graduate or less,,John McCain does,Barack Obama does not,Less than 100k,Less than 50k,Less than 50 thousand,,John McCain is,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Democrat,,,,,,Not important,Not a factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did not,Barack Obama did,No,No,No,,,All others,All others,,Rural,Small Cities/Rural,7.0,Southwest,Midwest,Low Density Rural,Rural,Rural,Very downscale,49262.0
4411397.0, Michigan,26.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.00227975845337,John McCain,Carl Levin,No,Male,White,45-49,Independent,Conservative,"$50,000-$74,999",Did not complete high school,No,Somewhat approve,No,Take the country in a different direction,Only John McCain,Worse today,Only Barack Obama,Somewhat approve,The economy,Poor,Somewhat worried,No,Has the right experience,Not a factor at all,Other Christian,Just today,Both of them,No one does,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Rural,Small Cities/Rural,7.0,Southwest,Midwest,Low Density Rural,Rural,Rural,Very downscale,49262.0
4435961.0, Michigan,26.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.60610091686249,John McCain,Carl Levin,No,Male,White,60-64,Independent,Liberal,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,Take the country in a different direction,Only John McCain,Worse today,Only John McCain,Somewhat disapprove,The economy,Not so good,Very worried,No,Can bring about needed change,One of several important factors,Protestant,Just today,Both of them,No one does,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Important,Factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Rural,Small Cities/Rural,7.0,Southwest,Midwest,Low Density Rural,Rural,Rural,Very downscale,49262.0
4458573.0, Michigan,26.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.849341928958893,Barack Obama,Jack Hoogendyk,No,Female,White,18-24,Something else,Moderate,"Under $15,000",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Worse today,Only Barack Obama,Somewhat disapprove,Energy policy,Not so good,Somewhat worried,No,Shares my values,Not a factor at all,None,Before that,Neither of them,No one does,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,No,No,No,None,Yes,All others,All others,All others,Rural,Small Cities/Rural,7.0,Southwest,Midwest,Low Density Rural,Rural,Rural,Very downscale,49262.0
4457484.0, Michigan,26.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.09367370605469,John McCain,Jack Hoogendyk,Yes,Male,White,30-39,Republican,Moderate,"$75,000-$99,999",Postgraduate study,No,Somewhat disapprove,No,Take the country in a different direction,Only John McCain,Worse today,Both of them,Somewhat disapprove,Omit,Not so good,Very worried,No,Cares about people like me,Not a factor at all,None,Sometime in September,Neither of them,"Yes, someone else does",Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did not,Barack Obama did not,Yes,"Member in household, but not voter",No,None,No,All others,All others,All others,Rural,Small Cities/Rural,7.0,Southwest,Midwest,Low Density Rural,Rural,Rural,Very downscale,49262.0
4457033.0, Michigan,26.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.50581884384155,John McCain,Jack Hoogendyk,Yes,Female,White,60-64,Republican,Conservative,"$30,000-$49,999",High school graduate,No,Somewhat disapprove,No,Take the country in a different direction,Only John McCain,Worse today,Only John McCain,Strongly disapprove,The economy,Not so good,Somewhat worried,No,Has the right experience,Not a factor at all,Protestant,Before that,Omit,"Yes, someone else does",Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Omit,Omit,Yes,"Member in household, but not voter",No,Protestant/Other Christian,Yes,All others,All others,White Protestant non evangelical,Rural,Small Cities/Rural,7.0,Southwest,Midwest,Low Density Rural,Rural,Rural,Very downscale,49262.0
4456887.0, Michigan,26.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.964264512062073,John McCain,Jack Hoogendyk,Yes,Female,White,30-39,Republican,Moderate,"$75,000-$99,999",College graduate,No,Strongly disapprove,No,Take the country in a different direction,Only John McCain,Worse today,Neither of them,Somewhat disapprove,The economy,Poor,Very worried,No,Shares my values,Not a factor at all,Catholic,Earlier in October,Both of them,No one does,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Catholic,No,All others,All others,All others,Rural,Small Cities/Rural,7.0,Southwest,Midwest,Low Density Rural,Rural,Rural,Very downscale,49262.0
