ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSMA08,SENMA08,HOU08MA,MAQUES1,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,AGEISS4,ATTEND,BAILOUT,BREAK08,BRNAGAIN,BUSHMCCAIN,CELLULAR,CHILD,CONGRESS4,COUNTACC,DRILL,EXPER08,FINSIT,FINWORR,FIRSTLDY08,FNEC,GAY,GOTV08,GOVTDO,GUNOWNER,HEALTHCARE,HILLPSPRT,HRCVMCCN,INTOUCH08,INVESTOR,IRAQWAR,ISSUE08,ISSVQUAL,JUDGMENT08,MARRIED,MCCAINWIN,NEC,NECWORRY,NEWVOTER,OBAMALIB,OBAMWIN,QLT08,RACEISS4,RACERELATIONS,RELIGN8,SUPREME,TAXGOUP,TERRWORR,TIME08,TRACK,UNFR08,UNION4,VETVOTER,VOTE2004,VPQUAL08,WORK,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,AGEISSA,AGEISSB,ATTEND2,ATTREL,BAILOUT2,BREAK08A,BREAK08B,CONGRESS,COUNT2,DRILL2,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,FINWORR2,FIRSTMCCAIN,FIRSTOBAMA,GOTVMCCAIN,GOTVOBAMA,HEALTHCARE2,HILLDEM,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,JUDGEMCCAIN,JUDGEOBAMA,MARCHILD,MARPAR,MARRIEDMOM,NEC2,NECWORR2,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,RACERELATIONS3,REL5,SUPREMEA,SUPREMEB,TAXMCCAIN,TAXOBAMA,TERWORR2,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,UNIONHH,UNIONMEM,UNIONVOT,VPQUALBIDEN,VPQUALPALIN,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,WRKWOMEN,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4419119.0,Massachusetts,92.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,0.852158784866333,Barack Obama,John Kerry,The Democratic candidate,No,Male,White,45-49,Democrat,Moderate,"$75,000-$99,999",Postgraduate study,No,,,Once a week,,,No,,,No,,Somewhat confident,,,,,Only Michelle Obama,Get worse,No,,,Yes,,Barack Obama,,,,,,,,Yes,,,,,,,,,,Catholic,,,,Earlier in October,Generally going in the right direction,,"Yes, someone else does",No,George W. Bush,Both of them,No,,Non black male,White men,White male,White male,Married men,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,,,More than once a week/Once a week,Catholic/Attend weekly,,,,,Confident,,College graduate,More than High school graduate,White college degree,,,,Cindy McCain would not,Michelle Obama would,,,,Democrats for Obama,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,All others,Married men with no children,All men,,,Men without children,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,,,,Catholic,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,Yes,"Member in household, but not voter",No,Joe Biden is,Sarah Palin is,Catholic,No,All others,All others,All others,All others,Suburbs,Suburbs,10.0,East,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,2189.0
4419270.0,Massachusetts,92.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,1.46845006942749,Barack Obama,John Kerry,The Democratic candidate,No,Female,White,60-64,Democrat,Liberal,"$100,000-$149,999",Postgraduate study,No,,,A few times a year,,,No,,,No,,Somewhat confident,,,,,Both of them,Get better,No,,,No,,Hillary Clinton,,,,,,,,No,,,,,,,,,,Catholic,,,,Sometime in September,Seriously off on the wrong track,,No one does,No,John Kerry,Only Sarah Palin,Yes,,Non black female,White women,White female,White female,Non-married women,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,,,A few times a month/A few times a year,Catholic/Do not attend weekly,,,,,Confident,,College graduate,More than High school graduate,White college degree,,,,Cindy McCain would,Michelle Obama would,,,,Democrats for Clinton,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,All others,Unmarried women no children,Women who are not married or have no children,,,Women without children,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,,,,Catholic,,,,,,Sometime last week or earlier,Sometime in September,In the last month or before that,,,No,No,No,Joe Biden is not,Sarah Palin is,Catholic,No,All others,All others,All others,Working women,Suburbs,Suburbs,10.0,East,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,2189.0
4419272.0,Massachusetts,92.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,1.46845006942749,Barack Obama,John Kerry,The Democratic candidate,No,Female,White,60-64,Democrat,Liberal,"$100,000-$149,999",Postgraduate study,No,,,A few times a year,,,No,,,No,,Somewhat confident,,,,,Both of them,Get better,No,,,No,,Hillary Clinton,,,,,,,,No,,,,,,,,,,Catholic,,,,Sometime in September,Seriously off on the wrong track,,No one does,No,John Kerry,Only Sarah Palin,Yes,,Non black female,White women,White female,White female,Non-married women,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,,,A few times a month/A few times a year,Catholic/Do not attend weekly,,,,,Confident,,College graduate,More than High school graduate,White college degree,,,,Cindy McCain would,Michelle Obama would,,,,Democrats for Clinton,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,All others,Unmarried women no children,Women who are not married or have no children,,,Women without children,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,,,,Catholic,,,,,,Sometime last week or earlier,Sometime in September,In the last month or before that,,,No,No,No,Joe Biden is not,Sarah Palin is,Catholic,No,All others,All others,All others,Working women,Suburbs,Suburbs,10.0,East,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,2189.0
4419376.0,Massachusetts,92.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,1.00484585762024,Barack Obama,John Kerry,The Democratic candidate,No,Female,Other,25-29,Democrat,Moderate,"$75,000-$99,999",College graduate,No,,,A few times a month,,,No,,,Yes,,Somewhat confident,,,,,Only Michelle Obama,Stay about the same,No,,,No,,Barack Obama,,,,,,,,Yes,,,,,,,,,,Catholic,,,,Sometime in September,Seriously off on the wrong track,,No one does,No,John Kerry,Neither of them,Yes,,Non black female,All other races,Non white female,Non white,Married women,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,All other,Other,,,A few times a month/A few times a year,Catholic/Do not attend weekly,,,,,Confident,,College graduate,More than High school graduate,Non white college degree,,,,Cindy McCain would not,Michelle Obama would,,,,Democrats for Obama,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,,,,,,Married with children,Married women with children,Married women with children,,,Moms - Women with children,Democrat,Non black Democrat,All other,All others,Other,All others,,,,Catholic,,,,,,Sometime last week or earlier,Sometime in September,In the last month or before that,,,No,No,No,Joe Biden is not,Sarah Palin is not,Non-white,No,All others,All others,All others,Working women,Suburbs,Suburbs,10.0,East,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,2189.0
4419377.0,Massachusetts,92.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,1.00484585762024,Barack Obama,John Kerry,The Democratic candidate,No,Female,Other,25-29,Democrat,Moderate,"$75,000-$99,999",College graduate,No,,,A few times a month,,,No,,,Yes,,Somewhat confident,,,,,Only Michelle Obama,Stay about the same,No,,,No,,Barack Obama,,,,,,,,Yes,,,,,,,,,,Catholic,,,,Sometime in September,Seriously off on the wrong track,,No one does,No,John Kerry,Neither of them,Yes,,Non black female,All other races,Non white female,Non white,Married women,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,All other,Other,,,A few times a month/A few times a year,Catholic/Do not attend weekly,,,,,Confident,,College graduate,More than High school graduate,Non white college degree,,,,Cindy McCain would not,Michelle Obama would,,,,Democrats for Obama,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,,,,,,Married with children,Married women with children,Married women with children,,,Moms - Women with children,Democrat,Non black Democrat,All other,All others,Other,All others,,,,Catholic,,,,,,Sometime last week or earlier,Sometime in September,In the last month or before that,,,No,No,No,Joe Biden is not,Sarah Palin is not,Non-white,No,All others,All others,All others,Working women,Suburbs,Suburbs,10.0,East,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,2189.0
4429249.0,Massachusetts,74.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,0.856911838054657,Other,Jeff Beatty' 9 'Other' 0 'Did not vote',The Republican candidate,No,Female,White,30-39,Independent,Moderate,"$100,000-$149,999",College graduate,No,,,A few times a year,,,No,,,Yes,,Very confident,,,,,Neither of them,Stay about the same,No,,,No,,Hillary Clinton,,,,,,,,Yes,,,,,,,,,,Catholic,,,,In the last three days,Generally going in the right direction,,No one does,No,George W. Bush,Only Joe Biden,No,,Non black female,White women,White female,White female,Married women,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,,,A few times a month/A few times a year,Catholic/Do not attend weekly,,,,,Confident,,College graduate,More than High school graduate,White college degree,,,,Cindy McCain would not,Michelle Obama would not,,,,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,Married with children,Married women with children,Married women with children,,,Moms - Women with children,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,,,,Catholic,,,,,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,,No,No,No,Joe Biden is,Sarah Palin is not,Catholic,No,All others,All others,All others,All others,Suburbs,Suburbs,10.0,North & South Shores and Cape Cod,East,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Upscale,2359.0
4429472.0,Massachusetts,74.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,1.49326384067535,Barack Obama,Jeff Beatty' 9 'Other' 0 'Did not vote',The Republican candidate,Yes,Male,White,30-39,Independent,Moderate,"$100,000-$149,999",College graduate,No,,,A few times a year,,,No,,,No,,Somewhat confident,,,,,Neither of them,Stay about the same,No,,,No,,Hillary Clinton,,,,,,,,No,,,,,,,,,,Catholic,,,,Just today,Seriously off on the wrong track,,No one does,No,Someone else,Neither of them,Yes,,Non black male,White men,White male,White male,Non-married men,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,,,A few times a month/A few times a year,Catholic/Do not attend weekly,,,,,Confident,,College graduate,More than High school graduate,White college degree,,,,Cindy McCain would not,Michelle Obama would not,,,,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,All others,Unmmaried men with no children,All men,,,Men without children,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,,,,Catholic,,,,,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,,No,No,No,Joe Biden is not,Sarah Palin is not,Catholic,No,All others,All others,All others,All others,Suburbs,Suburbs,10.0,North & South Shores and Cape Cod,East,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Upscale,2359.0
4430009.0,Massachusetts,14.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,1.06097638607025,Barack Obama,John Kerry,The Democratic candidate,No,Female,White,75 or over,Democrat,Liberal,"$15,000-$29,999",College graduate,No,,,Once a week,,,Yes,,,No,,Very confident,,,,,Both of them,Get worse,No,,,No,,Hillary Clinton,,,,,,,,No,,,,,,,,,,Catholic,,,,Sometime in September,Seriously off on the wrong track,,No one does,,John Kerry,Only Joe Biden,No,,Non black female,White women,White female,White female,Non-married women,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,,,More than once a week/Once a week,Catholic/Attend weekly,,,,,Confident,,College graduate,More than High school graduate,White college degree,,,,Cindy McCain would,Michelle Obama would,,,,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,,,,All others,Unmarried women no children,Women who are not married or have no children,,,Women without children,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,,,,Catholic,,,,,,Sometime last week or earlier,Sometime in September,In the last month or before that,,,No,No,No,Joe Biden is,Sarah Palin is not,Catholic,No,White Born-again/Evangelical Christians,All others,All others,All others,"Cities over 500,000","Cities over 50,000",8.0,Boston Area,East,Extremely High Density Urban,Urban,Urban Core,Very downscale,2124.0
4430157.0,Massachusetts,14.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,0.615697026252747,Barack Obama,John Kerry,The Democratic candidate,No,Male,White,50-59,Democrat,Moderate,"$30,000-$49,999",College graduate,No,,,A few times a month,,,No,,,Yes,,Somewhat confident,,,,,Both of them,Get worse,No,,,No,,Hillary Clinton,,,,,,,,Yes,,,,,,,,,,Jewish,,,,Earlier in October,Seriously off on the wrong track,,No one does,Yes,John Kerry,Both of them,No,,Non black male,White men,White male,White male,Married men,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,,A few times a month/A few times a year,All others,,,,,Confident,,College graduate,More than High school graduate,White college degree,,,,Cindy McCain would,Michelle Obama would,,,,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,,,,Married with children,Married men with children,All men,,,Dads - Men with children,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,,,,Jewish,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,No,No,No,Joe Biden is,Sarah Palin is,Jewish,No,All others,All others,All others,All others,"Cities over 500,000","Cities over 50,000",8.0,Boston Area,East,Extremely High Density Urban,Urban,Urban Core,Very downscale,2124.0
4430193.0,Massachusetts,91.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,0.722570717334747,Barack Obama,John Kerry,The Democratic candidate,No,Female,Hispanic/Latino,18-24,Independent,Liberal,"$15,000-$29,999",Some college or associate degree,Yes,,,A few times a year,,,No,,,Yes,,Very confident,,,,,Only Michelle Obama,Stay about the same,No,,,No,,Hillary Clinton,,,,,,,,Yes,,,,,,,,,,Muslim,,,,Before that,Seriously off on the wrong track,,No one does,No,John Kerry,Only Joe Biden,No,,Non black female,Latino women,Non white female,Non white,Married women,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,Latino 18-29,Latino 18-29,,,A few times a month/A few times a year,All others,,,,,Confident,,No college degree,More than High school graduate,Non white no college degree,,,,Cindy McCain would not,Michelle Obama would,,,,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,,,,,,Married with children,Married women with children,Married women with children,,,Moms - Women with children,Independent/Something else,Non black non Democrat,Latino Independents,All others,Hispanic/Latino,All others,,,,Something else,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,No,No,No,Joe Biden is,Sarah Palin is not,Non-white,No,All others,All others,All others,All others,Suburbs,Suburbs,1.0,West,East,Suburb,60s Suburbs,Urban Perimeter,Downscale,1089.0
4430314.0,Massachusetts,14.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,0.815115988254547,Barack Obama,John Kerry,The Democratic candidate,No,Male,Hispanic/Latino,25-29,Independent,Moderate,"$50,000-$74,999",College graduate,Yes,,,A few times a month,,,No,,,Yes,,Somewhat confident,,,,,Both of them,Get worse,Yes,,,Yes,,Barack Obama,,,,,,,,Yes,,,,,,,,,,Catholic,,,,Sometime in September,Seriously off on the wrong track,,No one does,Yes,John Kerry,Only Joe Biden,Yes,,Non black male,Latino men,Non white male,Non white,Married men,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,Latino 18-29,Latino 18-29,,,A few times a month/A few times a year,Catholic/Do not attend weekly,,,,,Confident,,College graduate,More than High school graduate,Non white college degree,,,,Cindy McCain would,Michelle Obama would,,,,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,,,,,,Married with children,Married men with children,All men,,,Dads - Men with children,Independent/Something else,Non black non Democrat,Latino Independents,All others,Hispanic/Latino,All others,,,,Catholic,,,,,,Sometime last week or earlier,Sometime in September,In the last month or before that,,,No,No,No,Joe Biden is,Sarah Palin is not,Non-white,No,All others,All others,All others,All others,"Cities over 500,000","Cities over 50,000",8.0,Boston Area,East,Extremely High Density Urban,Urban,Urban Core,Very downscale,2124.0
4430316.0,Massachusetts,91.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,0.722570717334747,Barack Obama,John Kerry,The Democratic candidate,No,Female,White,25-29,Independent,Liberal,"$50,000-$74,999",Some college or associate degree,No,,,A few times a year,,,No,,,Yes,,Omit,,,,,Only Michelle Obama,Get worse,No,,,No,,Hillary Clinton,,,,,,,,Yes,,,,,,,,,,Something else,,,,In the last three days,Seriously off on the wrong track,,No one does,No,John Kerry,Neither of them,No,,Non black female,White women,White female,White female,Married women,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,,,A few times a month/A few times a year,All others,,,,,Omit,,No college degree,More than High school graduate,White no college degree,,,,Cindy McCain would not,Michelle Obama would,,,,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,Married with children,Married women with children,Married women with children,,,Moms - Women with children,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,,,,Something else,,,,,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,,No,No,No,Joe Biden is not,Sarah Palin is not,Something else,No,All others,All others,All others,All others,Suburbs,Suburbs,1.0,West,East,Suburb,60s Suburbs,Urban Perimeter,Downscale,1089.0
4430425.0,Massachusetts,14.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,0.726015567779541,Barack Obama,John Kerry,The Democratic candidate,No,Female,Hispanic/Latino,18-24,Democrat,Liberal,"$100,000-$149,999",College graduate,Yes,,,Never,,,No,,,No,,Somewhat confident,,,,,Only Michelle Obama,Get better,No,,,No,,Barack Obama,,,,,,,,No,,,,,,,,,,None,,,,Before that,Seriously off on the wrong track,,No one does,No,John Kerry,Only Joe Biden,Yes,,Non black female,Latino women,Non white female,Non white,Non-married women,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,Latino 18-29,Latino 18-29,,,Never,All others,,,,,Confident,,College graduate,More than High school graduate,Non white college degree,,,,Cindy McCain would not,Michelle Obama would,,,,Democrats for Obama,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,,,,,,All others,Unmarried women no children,Women who are not married or have no children,,,Women without children,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,,,,None,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,No,No,No,Joe Biden is,Sarah Palin is not,Non-white,No,All others,All others,All others,Working women,"Cities over 500,000","Cities over 50,000",8.0,Boston Area,East,Extremely High Density Urban,Urban,Urban Core,Very downscale,2124.0
4430711.0,Massachusetts,91.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,0.504808008670807,Barack Obama,John Kerry,The Democratic candidate,Yes,Male,White,30-39,Democrat,Moderate,"$75,000-$99,999",College graduate,No,,,Once a week,,,No,,,Yes,,Not very confident,,,,,Both of them,Get better,No,,,No,,Barack Obama,,,,,,,,No,,,,,,,,,,Catholic,,,,Earlier in October,Seriously off on the wrong track,,No one does,No,John Kerry,Only Joe Biden,Yes,,Non black male,White men,White male,White male,Non-married men,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,,,More than once a week/Once a week,Catholic/Attend weekly,,,,,Not confident,,College graduate,More than High school graduate,White college degree,,,,Cindy McCain would,Michelle Obama would,,,,Democrats for Obama,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,All others,Unmarried men with children,All men,,,Dads - Men with children,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,,,,Catholic,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,No,No,No,Joe Biden is,Sarah Palin is not,Catholic,No,All others,All others,All others,All others,Suburbs,Suburbs,1.0,West,East,Suburb,60s Suburbs,Urban Perimeter,Downscale,1089.0
4430811.0,Massachusetts,47.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,0.761321842670441,John McCain,Jeff Beatty' 9 'Other' 0 'Did not vote',The Republican candidate,No,Male,White,18-24,Republican,Moderate,"$50,000-$74,999",High school graduate,No,,,Never,,,No,,,No,,Very confident,,,,,Only Cindy McCain,Get better,No,,,No,,Barack Obama,,,,,,,,No,,,,,,,,,,None,,,,Earlier in October,Seriously off on the wrong track,,No one does,No,Did not vote,Only Joe Biden,No,,Non black male,White men,White male,White male,Non-married men,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,,,Never,All others,,,,,Confident,,No college degree,High school graduate or less,White no college degree,,,,Cindy McCain would,Michelle Obama would not,,,,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,All others,Unmmaried men with no children,All men,,,Men without children,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,,,,None,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,No,No,No,Joe Biden is,Sarah Palin is not,None,No,All others,All others,All others,All others,Suburbs,Suburbs,1.0,West,East,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,1050.0
4430905.0,Massachusetts,62.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,0.80795431137085,Barack Obama,John Kerry,The Democratic candidate,No,Female,White,60-64,Independent,Liberal,"$200,000 or more",Postgraduate study,No,,,A few times a year,,,No,,,No,,Somewhat confident,,,,,Only Michelle Obama,Get better,No,,,No,,Barack Obama,,,,,,,,Yes,,,,,,,,,,Something else,,,,Before that,Seriously off on the wrong track,,No one does,No,John Kerry,Only Joe Biden,No,,Non black female,White women,White female,White female,Married women,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,,,A few times a month/A few times a year,All others,,,,,Confident,,College graduate,More than High school graduate,White college degree,,,,Cindy McCain would not,Michelle Obama would,,,,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,All others,Married women no children,Women who are not married or have no children,,,Women without children,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,,,,Something else,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,No,No,No,Joe Biden is,Sarah Palin is not,Something else,No,All others,All others,All others,All others,Suburbs,Suburbs,4.0,North & South Shores and Cape Cod,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2738.0
4431009.0,Massachusetts,62.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,1.56829500198364,John McCain,Jeff Beatty' 9 'Other' 0 'Did not vote',The Republican candidate,No,Male,Hispanic/Latino,45-49,Democrat,Moderate,"$75,000-$99,999",Some college or associate degree,Yes,,,A few times a year,,,Yes,,,No,,Very confident,,,,,Only Cindy McCain,Get worse,No,,,Yes,,Hillary Clinton,,,,,,,,Yes,,,,,,,,,,Other Christian,,,,In the last three days,Seriously off on the wrong track,,No one does,No,Did not vote,Only Sarah Palin,Yes,,Non black male,Latino men,Non white male,Non white,Married men,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,Latino 45-59,Latino 45-54,,,A few times a month/A few times a year,All others,,,,,Confident,,No college degree,More than High school graduate,Non white no college degree,,,,Cindy McCain would,Michelle Obama would not,,,,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,,,,,,All others,Married men with no children,All men,,,Men without children,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,,,,Protestant/Other Christian,,,,,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,,No,No,No,Joe Biden is not,Sarah Palin is,Non-white,No,All others,All others,All others,All others,Suburbs,Suburbs,4.0,North & South Shores and Cape Cod,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2738.0
4431011.0,Massachusetts,83.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,1.22336292266846,Other,,Other,Yes,Male,Other,30-39,Independent,Moderate,"$100,000-$149,999",College graduate,No,,,Never,,,No,,,Yes,,Not very confident,,,,,Neither of them,Get worse,No,,,No,,Did not care who won,,,,,,,,Yes,,,,,,,,,,Other Christian,,,,Before that,Seriously off on the wrong track,,No one does,No,Someone else,Neither of them,Yes,,Non black male,All other races,Non white male,Non white,Married men,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,All other,Other,,,Never,All others,,,,,Not confident,,College graduate,More than High school graduate,Non white college degree,,,,Cindy McCain would not,Michelle Obama would not,,,,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,,,,,,Married with children,Married men with children,All men,,,Dads - Men with children,Independent/Something else,Non black non Democrat,All other,All others,Other,All others,,,,Protestant/Other Christian,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,No,No,No,Joe Biden is not,Sarah Palin is not,Non-white,No,All others,All others,All others,All others,Suburbs,Suburbs,9.0,East,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2072.0
4431012.0,Massachusetts,83.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,1.22336292266846,Other,,Other,Yes,Male,Other,30-39,Independent,Moderate,"$100,000-$149,999",College graduate,No,,,Never,,,No,,,Yes,,Not very confident,,,,,Neither of them,Get worse,No,,,No,,Did not care who won,,,,,,,,Yes,,,,,,,,,,Other Christian,,,,Before that,Seriously off on the wrong track,,No one does,No,Someone else,Neither of them,Yes,,Non black male,All other races,Non white male,Non white,Married men,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,All other,Other,,,Never,All others,,,,,Not confident,,College graduate,More than High school graduate,Non white college degree,,,,Cindy McCain would not,Michelle Obama would not,,,,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,,,,,,Married with children,Married men with children,All men,,,Dads - Men with children,Independent/Something else,Non black non Democrat,All other,All others,Other,All others,,,,Protestant/Other Christian,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,No,No,No,Joe Biden is not,Sarah Palin is not,Non-white,No,All others,All others,All others,All others,Suburbs,Suburbs,9.0,East,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2072.0
4431191.0,Massachusetts,62.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,0.468865394592285,Barack Obama,John Kerry,Other,No,Male,White,50-59,Something else,Moderate,"$100,000-$149,999",Some college or associate degree,No,,,Never,,,No,,,No,,Somewhat confident,,,,,Only Michelle Obama,Get worse,No,,,No,,Another candidate,,,,,,,,Yes,,,,,,,,,,None,,,,Before that,Seriously off on the wrong track,,No one does,No,Someone else,Only Joe Biden,Yes,,Non black male,White men,White male,White male,Married men,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,,Never,All others,,,,,Confident,,No college degree,More than High school graduate,White no college degree,,,,Cindy McCain would not,Michelle Obama would,,,,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,All others,Married men with no children,All men,,,Men without children,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,,,,None,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,No,No,No,Joe Biden is,Sarah Palin is not,None,No,All others,All others,All others,All others,Suburbs,Suburbs,4.0,North & South Shores and Cape Cod,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2738.0
