ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSPA08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BUSHMCCAIN,EXPER08,GOTV08,HILLPSPRT,INTOUCH08,IRAQWAR,ISSUE08,NEC,NECWORRY,NEWVOTER,OBAMALIB,QLT08,RACEISS4,RELIGN8,TIME08,UNION4,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,GOTVMCCAIN,GOTVOBAMA,HILLDEM,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,UNIONHH,UNIONMEM,UNIONVOT,WHITEREL,WHNCLINC,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4463092.0,Pennsylvania,48.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.912850975990295,,Female,Black,50-59,Republican,Liberal,"Under $15,000",High school graduate,No,,Omit,,"No, I was not contacted",,,Somewhat disapprove,The economy,Poor,,,,Can bring about needed change,Omit,,Earlier in October,,,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,High school graduate or less,Non white no college degree,,,John McCain did not,Barack Obama did not,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,,,Disapprove,Not so good/Poor,,Republican,Black non Democrat,All Republicans,All others,Black,Omit,Omit,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,,,No,Suburbs,Suburbs,16.0,Philadelphia Suburbs,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,19363.0
4464814.0,Pennsylvania,48.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,0.809750616550446,Barack Obama,Female,Hispanic/Latino,45-49,Democrat,Moderate,"$30,000-$49,999",College graduate,Yes,,,Only Barack Obama,,,Only Barack Obama,,,,,,About right,,,,,,,Non black female,Latino women,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,Latino 45-59,Latino 45-54,College graduate,More than High school graduate,Non white college degree,John McCain does not,Barack Obama does,,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,,,,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,,,,,,,,,,,No,Suburbs,Suburbs,16.0,Philadelphia Suburbs,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,19363.0
4464696.0,Pennsylvania,48.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,1.05411970615387,Barack Obama,Male,Black,18-24,Democrat,Moderate,"$50,000-$74,999",High school graduate,No,,,Only Barack Obama,,,Only Barack Obama,,,,,,About right,,,,,,,Black male,Black men,Non white male,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,High school graduate or less,Non white no college degree,John McCain does not,Barack Obama does,,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is,,,,Democrat,Black Democrat,Black Democrats,All others,Black,,,,,,,,,,,No,Suburbs,Suburbs,16.0,Philadelphia Suburbs,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,19363.0
4464576.0,Pennsylvania,48.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,1.02392446994781,Barack Obama,Male,Black,30-39,Democrat,Conservative,"$100,000-$149,999",Postgraduate study,No,,,Only Barack Obama,,,Only Barack Obama,,,,,,About right,,,,,,,Black male,Black men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,John McCain does not,Barack Obama does,,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,John McCain is not,Barack Obama is,,,,Democrat,Black Democrat,Black Democrats,All others,Black,,,,,,,,,,,No,Suburbs,Suburbs,16.0,Philadelphia Suburbs,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,19363.0
4463942.0,Pennsylvania,48.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.809750616550446,Barack Obama,Female,White,50-59,Independent,Conservative,"$75,000-$99,999",High school graduate,No,Somewhat disapprove,Take the country in a different direction,,"Yes, for both Obama and McCain",,,,The economy,Poor,Not at all worried,No,,Cares about people like me,Not a factor at all,,Sometime last week,,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,,,John McCain did,Barack Obama did,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,Not so good/Poor,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,,,,,No,Suburbs,Suburbs,16.0,Philadelphia Suburbs,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,19363.0
4465319.0,Pennsylvania,48.0,National questionnaire,Version 4,Call 3,Complete,Election day exit poll,0.961141407489777,Barack Obama,Female,White,75 or over,Democrat,Moderate,"$75,000-$99,999",High school graduate,No,,,,,Hillary Clinton,,,,,,,,,,Catholic,Before that,No one does,,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,Catholic,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Catholic,No,Suburbs,Suburbs,16.0,Philadelphia Suburbs,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,19363.0
4465318.0,Pennsylvania,48.0,National questionnaire,Version 4,Call 3,Complete,Election day exit poll,0.961141407489777,Barack Obama,Female,White,75 or over,Democrat,Moderate,"$75,000-$99,999",High school graduate,No,,,,,Hillary Clinton,,,,,,,,,,Catholic,Before that,No one does,,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,Catholic,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Catholic,No,Suburbs,Suburbs,16.0,Philadelphia Suburbs,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,19363.0
4463433.0,Pennsylvania,48.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.922978758811951,Barack Obama,Male,White,40-44,Something else,Moderate,,,,,Continue George W. Bush's policies,,"No, I was not contacted",,,Strongly disapprove,Energy policy,Not so good,,No,,Has the right experience,Not a factor at all,,Before that,,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,,,,,,John McCain did not,Barack Obama did not,,,,,,,,Disapprove,Not so good/Poor,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,,,,,,Suburbs,Suburbs,16.0,Philadelphia Suburbs,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,19363.0
4463245.0,Pennsylvania,48.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.09553873538971,Barack Obama,Male,White,60-64,Democrat,Conservative,,High school graduate,No,,Continue George W. Bush's policies,,"Yes, for both Obama and McCain",,,Somewhat disapprove,The economy,Not so good,,No,,Can bring about needed change,Not a factor at all,,Earlier in October,,,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,,,John McCain did,Barack Obama did,,,,,,,,Disapprove,Not so good/Poor,,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,,,,Suburbs,Suburbs,16.0,Philadelphia Suburbs,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,19363.0
4464083.0,Pennsylvania,48.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.922978758811951,Barack Obama,Male,White,45-49,Republican,Conservative,"$75,000-$99,999",College graduate,No,Strongly approve,Take the country in a different direction,,Omit,,,,The economy,Poor,Very worried,No,,Omit,One of several important factors,,Just today,,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,,,Omit,Omit,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Important,Factor,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,,,,No,Suburbs,Suburbs,16.0,Philadelphia Suburbs,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,19363.0
4462574.0,Pennsylvania,48.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.28748834133148,John McCain,Male,White,50-59,Independent,Moderate,"$50,000-$74,999",Postgraduate study,No,,Continue George W. Bush's policies,,"Yes, for both Obama and McCain",,,Strongly disapprove,The economy,Poor,,No,,Shares my values,Not a factor at all,,Just today,,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,,,John McCain did,Barack Obama did,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,Disapprove,Not so good/Poor,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,,,,No,Suburbs,Suburbs,16.0,Philadelphia Suburbs,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,19363.0
4463568.0,Pennsylvania,48.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,1.32545602321625,John McCain,Male,White,25-29,Republican,Moderate,"$30,000-$49,999",High school graduate,No,Strongly approve,Continue George W. Bush's policies,,"No, I was not contacted",,,,The economy,Not so good,Very worried,No,,Shares my values,The single most important factor,,Just today,,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,,,John McCain did not,Barack Obama did not,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Important,Factor,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,,,,Yes,Suburbs,Suburbs,16.0,Philadelphia Suburbs,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,19363.0
4465200.0,Pennsylvania,48.0,National questionnaire,Version 4,Call 3,Complete,Election day exit poll,1.28748834133148,John McCain,Male,White,30-39,Republican,Conservative,"$75,000-$99,999",High school graduate,No,,,,,Hillary Clinton,,,,,,,,,,Catholic,Earlier in October,No one does,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,,,,,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,No,No,No,Catholic,No,Suburbs,Suburbs,16.0,Philadelphia Suburbs,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,19363.0
4465088.0,Pennsylvania,48.0,National questionnaire,Version 4,Call 3,Complete,Election day exit poll,1.12954330444336,John McCain,Female,White,30-39,Republican,Moderate,"$75,000-$99,999",Some college or associate degree,No,,,,,Another candidate,,,,,,,,,,Other Christian,In the last three days,No one does,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,,,,,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,No,No,Protestant/Other Christian,No,Suburbs,Suburbs,16.0,Philadelphia Suburbs,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,19363.0
4464954.0,Pennsylvania,48.0,National questionnaire,Version 4,Call 3,Complete,Election day exit poll,1.12954330444336,John McCain,Female,White,50-59,Republican,Moderate,"$50,000-$74,999",High school graduate,No,,,,,Hillary Clinton,,,,,,,,,,Other Christian,Just today,No one does,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,No,No,Protestant/Other Christian,No,Suburbs,Suburbs,16.0,Philadelphia Suburbs,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,19363.0
4464465.0,Pennsylvania,48.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,1.12954330444336,John McCain,Female,White,40-44,Republican,Moderate,"$75,000-$99,999",Some college or associate degree,No,,,Only John McCain,,,Both of them,,,,,,Too liberal,,,,,,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,,,,,,,,No,Suburbs,Suburbs,16.0,Philadelphia Suburbs,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,19363.0
4464343.0,Pennsylvania,48.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,1.28748834133148,John McCain,Male,White,30-39,Republican,Moderate,"$100,000-$149,999",Some college or associate degree,No,,,Only John McCain,,,Only John McCain,,,,,,Too liberal,,,,,,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,,,,,,,,No,Suburbs,Suburbs,16.0,Philadelphia Suburbs,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,19363.0
4464220.0,Pennsylvania,48.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,1.43350827693939,John McCain,,White,65-74,Independent,Moderate,"$30,000-$49,999",Some college or associate degree,No,,,Only John McCain,,,Both of them,,,,,,Too liberal,,,,,,,,,,Non white,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is,,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,,,,,,,,Yes,Suburbs,Suburbs,16.0,Philadelphia Suburbs,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,19363.0
4463814.0,Pennsylvania,48.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,1.03464114665985,John McCain,Female,,50-59,Republican,Moderate,"$100,000-$149,999",College graduate,No,Somewhat disapprove,Take the country in a different direction,,"No, I was not contacted",,,,Terrorism,Not so good,Somewhat worried,No,,Has the right experience,Not a factor at all,,Before that,,Disapprove,,,,,45-65,30-59,45+,45-59,50-64,18-64,,,,College graduate,More than High school graduate,,,,John McCain did not,Barack Obama did not,,100k or more,50k or more,100 thousand or more,,,,,Not so good/Poor,Worried,Republican,,,,,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,,,,,,Suburbs,Suburbs,16.0,Philadelphia Suburbs,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,19363.0
4463690.0,Pennsylvania,48.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,1.28748834133148,John McCain,Male,White,50-59,Republican,Moderate,"$75,000-$99,999",Postgraduate study,No,Somewhat approve,Take the country in a different direction,,"Yes, for John McCain",,,,Terrorism,Not so good,Not too worried,No,,Shares my values,Not a factor at all,,Sometime in September,,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,,,John McCain did,Barack Obama did not,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Not a factor,,Sometime last week or earlier,Sometime in September,In the last month or before that,,,,,No,Suburbs,Suburbs,16.0,Philadelphia Suburbs,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,19363.0
4462919.0,Pennsylvania,48.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.12954330444336,John McCain,Female,White,30-39,Republican,Moderate,"$100,000-$149,999",College graduate,No,,Take the country in a different direction,,"Yes, for John McCain",,,Somewhat disapprove,The war in Iraq,Not so good,,No,,Shares my values,One of several important factors,,Before that,,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,,,John McCain did,Barack Obama did not,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Disapprove,Not so good/Poor,,Republican,Non black non Democrat,All Republicans,White Republicans,White,Important,Factor,,Sometime last week or earlier,Before that,In the last month or before that,,,,,No,Suburbs,Suburbs,16.0,Philadelphia Suburbs,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,19363.0
4462762.0,Pennsylvania,48.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.28748834133148,John McCain,Male,White,40-44,Republican,Conservative,"$75,000-$99,999",College graduate,No,,Take the country in a different direction,,"Yes, for both Obama and McCain",,,Somewhat approve,The economy,Not so good,,No,,Shares my values,Not a factor at all,,Before that,,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,,,John McCain did,Barack Obama did,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,Approve,Not so good/Poor,,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,,,,,No,Suburbs,Suburbs,16.0,Philadelphia Suburbs,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,19363.0
4458953.0,Pennsylvania,47.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.859475016593933,Barack Obama,Female,Black,18-24,Democrat,Moderate,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,Continue George W. Bush's policies,Only Barack Obama,"No, I was not contacted",Barack Obama,Only Barack Obama,Strongly disapprove,The war in Iraq,Poor,Very worried,No,About right,Can bring about needed change,Not a factor at all,Muslim,Before that,No one does,Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,More than High school graduate,Non white no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,Not important,Not a factor,Something else,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Non-white,No,Suburbs,Suburbs,5.0,Central and Northern Tier,East,Town,70s Suburbs,Urban Perimeter,Very upscale,16803.0
4460298.0,Pennsylvania,47.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.774741947650909,Barack Obama,Female,White,18-24,Democrat,Liberal,"$100,000-$149,999",Some college or associate degree,No,Somewhat disapprove,Continue George W. Bush's policies,Only Barack Obama,"Yes, for both Obama and McCain",Barack Obama,Only Barack Obama,Strongly disapprove,The economy,Not so good,Somewhat worried,Yes,About right,Cares about people like me,Not a factor at all,None,Sometime in September,"Yes, someone else does",Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,John McCain did,Barack Obama did,Democrats for Obama,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,None,Sometime last week or earlier,Sometime in September,In the last month or before that,Yes,"Member in household, but not voter",No,None,No,Suburbs,Suburbs,5.0,Central and Northern Tier,East,Town,70s Suburbs,Urban Perimeter,Very upscale,16803.0
4459120.0,Pennsylvania,47.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.752549409866333,Barack Obama,Female,White,40-44,Independent,Moderate,"$100,000-$149,999",Some college or associate degree,No,Strongly disapprove,Continue George W. Bush's policies,Only Barack Obama,"Yes, for both Obama and McCain",Barack Obama,Only Barack Obama,Strongly disapprove,Energy policy,Poor,Very worried,No,About right,Can bring about needed change,Not a factor at all,Catholic,Before that,No one does,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,John McCain did,Barack Obama did,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Catholic,No,Suburbs,Suburbs,5.0,Central and Northern Tier,East,Town,70s Suburbs,Urban Perimeter,Very upscale,16803.0
4460792.0,Pennsylvania,47.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.774741947650909,Barack Obama,Female,White,25-29,Democrat,Moderate,"$30,000-$49,999",Did not complete high school,No,Strongly disapprove,Continue George W. Bush's policies,Neither of them,"No, I was not contacted",Hillary Clinton,Both of them,Somewhat disapprove,The economy,Poor,Very worried,Yes,About right,Can bring about needed change,Not a factor at all,Protestant,Earlier in October,No one does,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does not,John McCain did not,Barack Obama did not,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,No,No,No,Protestant/Other Christian,Yes,Suburbs,Suburbs,5.0,Central and Northern Tier,East,Town,70s Suburbs,Urban Perimeter,Very upscale,16803.0
4460620.0,Pennsylvania,47.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.752549409866333,Barack Obama,Female,White,50-59,Democrat,Liberal,"$15,000-$29,999",Postgraduate study,No,Strongly disapprove,Take the country in a different direction,Both of them,"No, I was not contacted",Hillary Clinton,Both of them,Strongly disapprove,Energy policy,Good,Somewhat worried,No,Too liberal,Shares my values,Not a factor at all,Protestant,Before that,"Yes, I do",Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Excellent/Good,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Yes,I am,Yes,Protestant/Other Christian,No,Suburbs,Suburbs,5.0,Central and Northern Tier,East,Town,70s Suburbs,Urban Perimeter,Very upscale,16803.0
4458755.0,Pennsylvania,47.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.883074820041656,Barack Obama,Male,Other,18-24,Something else,Moderate,"$150,000-$199,999",Some college or associate degree,No,Strongly disapprove,Continue George W. Bush's policies,Both of them,"Yes, for both Obama and McCain",Hillary Clinton,Only Barack Obama,Somewhat disapprove,Energy policy,Not so good,Somewhat worried,Yes,About right,Shares my values,A minor factor,Something else,Earlier in October,No one does,Disapprove,Non black male,All other races,Non white male,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,All other,Other,No college degree,More than High school graduate,Non white no college degree,John McCain does,Barack Obama does,John McCain did,Barack Obama did,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,All other,All others,Other,Not important,Factor,Something else,Sometime last week or earlier,Earlier in October,In the last month or before that,No,No,No,Non-white,No,Suburbs,Suburbs,5.0,Central and Northern Tier,East,Town,70s Suburbs,Urban Perimeter,Very upscale,16803.0
4458550.0,Pennsylvania,47.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.857779085636139,Barack Obama,Male,White,30-39,Democrat,Moderate,"$30,000-$49,999",College graduate,No,Strongly disapprove,Continue George W. Bush's policies,Both of them,"Yes, for Barack Obama",Barack Obama,Both of them,Strongly disapprove,The economy,Not so good,Very worried,No,About right,Can bring about needed change,Not a factor at all,None,Before that,No one does,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,None,No,Suburbs,Suburbs,5.0,Central and Northern Tier,East,Town,70s Suburbs,Urban Perimeter,Very upscale,16803.0
