ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSTN08,SENTN08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,HILLPSPRT,ISSUE08,NEC,NECWORRY,NEWVOTER,QLT08,RACEISS4,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,HILLDEM,INC100K,INC50K,INCOME3,INCWHITE,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4459648.0,Tennessee,9.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.387391567230225,Barack Obama,Robert Tuke,Male,,50-59,Democrat,Liberal,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,Barack Obama,Health care,Poor,Very worried,Yes,Shares my values,Not a factor at all,Before that,Disapprove,,,,,45-65,30-59,45+,45-59,50-64,18-64,,,,No college degree,More than High school graduate,,Democrats for Obama,Less than 100k,50k or more,50 to 100 thousand,,Not so good/Poor,Worried,Democrat,,,,,,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,,All others,Rural,Small Cities/Rural,1.0,East,South,Low Density Rural,Rural,Rural,Very downscale,37722.0
4459665.0,Tennessee,86.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.463045060634613,John McCain,Lamar Alexander,Male,White,40-44,Independent,Conservative,"$75,000-$99,999",Some college or associate degree,No,Strongly approve,Yes,Did not care who won,Terrorism,Good,Very worried,No,Shares my values,One of several important factors,Before that,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Excellent/Good,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,8.0,Southwest,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,38058.0
4459720.0,Tennessee,41.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.495954692363739,John McCain,Lamar Alexander,Male,White,18-24,Republican,Moderate,"$15,000-$29,999",Some college or associate degree,No,Somewhat disapprove,No,Another candidate,The economy,Not so good,Very worried,No,Has the right experience,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,East,South,Suburb,Urban,Urban Core,Upscale,37918.0
4459737.0,Tennessee,9.0,State questionnaire,Version 1,Call 3,Not complete,Election day exit poll,0.488519608974457,John McCain,Lamar Alexander,Male,White,45-49,Republican,,,High school graduate,No,,,,,,Very worried,,Omit,,Before that,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,Sometime last week or earlier,Before that,In the last month or before that,,All others,Rural,Small Cities/Rural,1.0,East,South,Low Density Rural,Rural,Rural,Very downscale,37722.0
4459741.0,Tennessee,24.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.328802317380905,Barack Obama,Robert Tuke,Female,Black,50-59,Democrat,Moderate,,High school graduate,No,Strongly disapprove,Yes,Barack Obama,The war in Iraq,Not so good,Very worried,Yes,Can bring about needed change,One of several important factors,Before that,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,High school graduate or less,Non white no college degree,Democrats for Obama,,,,,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,,All others,"Cities 50,000-500,000","Cities over 50,000",3.0,East,South,Suburb,Urban,Urban Core,Very upscale,37416.0
4459779.0,Tennessee,82.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.544721007347107,John McCain,Lamar Alexander,Male,White,30-39,Republican,Conservative,"$75,000-$99,999",Postgraduate study,No,Strongly approve,,Did not care who won,Terrorism,Omit,Not at all worried,No,Shares my values,Not a factor at all,Before that,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Omit,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,6.0,Nashville area,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,37075.0
4459803.0,Tennessee,86.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.462404847145081,John McCain,Lamar Alexander,Female,White,25-29,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,Somewhat disapprove,No,Hillary Clinton,The economy,Not so good,Very worried,No,Has the right experience,Not a factor at all,Earlier in October,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,All others,Suburbs,Suburbs,8.0,Southwest,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,38058.0
4459860.0,Tennessee,11.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.467705637216568,Barack Obama,Robert Tuke,Female,Black,25-29,Democrat,Liberal,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,Yes,Barack Obama,Health care,Poor,Very worried,No,Cares about people like me,A minor factor,In the last three days,Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,More than High school graduate,Non white no college degree,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,"Cities over 500,000","Cities over 50,000",5.0,Nashville area,South,Suburb,Urban,Urban Core,Very upscale,37076.0
4459864.0,Tennessee,41.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.300314903259277,John McCain,,Female,White,18-24,Republican,Moderate,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,,Did not care who won,The economy,Poor,Very worried,No,Has the right experience,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,East,South,Suburb,Urban,Urban Core,Upscale,37918.0
4459865.0,Tennessee,9.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.441956758499146,John McCain,Lamar Alexander,Female,White,50-59,Independent,Moderate,"$50,000-$74,999",High school graduate,No,Somewhat approve,Yes,Hillary Clinton,Terrorism,Not so good,Very worried,No,Shares my values,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,East,South,Low Density Rural,Rural,Rural,Very downscale,37722.0
4459882.0,Tennessee,24.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.363443672657013,Barack Obama,Robert Tuke,Male,Black,45-49,Democrat,Moderate,"$50,000-$74,999",High school graduate,,Strongly disapprove,Yes,Barack Obama,The economy,Poor,Very worried,No,Can bring about needed change,A minor factor,Sometime last week,Disapprove,Black male,Black men,Non white male,Non white,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,High school graduate or less,Non white no college degree,Democrats for Obama,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Factor,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,All others,"Cities 50,000-500,000","Cities over 50,000",3.0,East,South,Suburb,Urban,Urban Core,Very upscale,37416.0
4459897.0,Tennessee,55.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.635846436023712,Barack Obama,Robert Tuke,Male,White,65-74,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,Strongly disapprove,No,Hillary Clinton,Health care,Not so good,Very worried,No,Can bring about needed change,One of several important factors,Earlier in October,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,All others,Suburbs,Suburbs,6.0,Nashville area,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,37167.0
4459915.0,Tennessee,82.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.492801368236542,John McCain,Lamar Alexander,Female,White,45-49,Independent,Conservative,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,Yes,Did not care who won,Health care,Poor,Very worried,No,Shares my values,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,6.0,Nashville area,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,37075.0
4459941.0,Tennessee,86.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.470877438783646,John McCain,Lamar Alexander,Female,White,60-64,Republican,Moderate,"$75,000-$99,999",High school graduate,No,Somewhat approve,Yes,Hillary Clinton,The economy,Not so good,Somewhat worried,No,Cares about people like me,Not a factor at all,Just today,Approve,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,8.0,Southwest,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,38058.0
4459948.0,Tennessee,42.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.434711545705795,John McCain,Lamar Alexander,Female,White,30-39,Republican,Conservative,"$50,000-$74,999",High school graduate,No,Strongly disapprove,Yes,Another candidate,The economy,Poor,Very worried,No,Shares my values,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,2.0,East,South,Suburb,80s Suburbs,Urban Perimeter,Upscale,37938.0
4459984.0,Tennessee,11.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.446502596139908,Barack Obama,Robert Tuke,Female,White,30-39,Democrat,Moderate,"$75,000-$99,999",College graduate,No,Strongly disapprove,No,Barack Obama,The economy,Not so good,Somewhat worried,No,Can bring about needed change,Not a factor at all,Earlier in October,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Democrats for Obama,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,"Cities over 500,000","Cities over 50,000",5.0,Nashville area,South,Suburb,Urban,Urban Core,Very upscale,37076.0
4459997.0,Tennessee,9.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.488519608974457,John McCain,Lamar Alexander,Male,White,50-59,Independent,Conservative,"$30,000-$49,999",High school graduate,,Somewhat approve,Yes,Another candidate,Health care,Not so good,Not at all worried,No,Has the right experience,One of several important factors,Earlier in October,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Important,Factor,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,East,South,Low Density Rural,Rural,Rural,Very downscale,37722.0
4459999.0,Tennessee,41.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.426794588565826,John McCain,Lamar Alexander,Female,White,30-39,,Liberal,"$100,000-$149,999",Some college or associate degree,No,Somewhat disapprove,No,Hillary Clinton,The economy,Not so good,Very worried,No,Omit,A minor factor,Earlier in October,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Omit,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,,,,,White,White non born again,Not important,Factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,East,South,Suburb,Urban,Urban Core,Upscale,37918.0
4460000.0,Tennessee,41.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.426794588565826,John McCain,Lamar Alexander,Female,White,30-39,,Liberal,"$100,000-$149,999",Some college or associate degree,No,Somewhat disapprove,No,Hillary Clinton,The economy,Not so good,Very worried,No,Omit,A minor factor,Earlier in October,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Omit,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,,,,,White,White non born again,Not important,Factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,East,South,Suburb,Urban,Urban Core,Upscale,37918.0
4460037.0,Tennessee,24.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.348187059164047,John McCain,Lamar Alexander,Female,White,50-59,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Omit,Yes,Did not care who won,The economy,Good,Somewhat worried,No,Shares my values,One of several important factors,Before that,Omit,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Excellent/Good,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",3.0,East,South,Suburb,Urban,Urban Core,Very upscale,37416.0
4460042.0,Tennessee,42.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.397821664810181,Barack Obama,,Male,White,25-29,Independent,Moderate,"$50,000-$74,999",College graduate,No,Somewhat disapprove,No,Barack Obama,The economy,Poor,Somewhat worried,No,Can bring about needed change,Not a factor at all,Sometime in September,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Suburbs,Suburbs,2.0,East,South,Suburb,80s Suburbs,Urban Perimeter,Upscale,37938.0
4460068.0,Tennessee,86.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.447349965572357,John McCain,Lamar Alexander,Female,White,30-39,Republican,Conservative,"$15,000-$29,999",Some college or associate degree,No,Somewhat approve,Yes,Hillary Clinton,Terrorism,Good,Not too worried,No,Shares my values,Not a factor at all,Earlier in October,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Excellent/Good,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,8.0,Southwest,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,38058.0
4460070.0,Tennessee,55.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.535791158676147,John McCain,Lamar Alexander,Male,White,50-59,Republican,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly approve,Yes,Another candidate,The economy,Not so good,Very worried,No,Shares my values,One of several important factors,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,6.0,Nashville area,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,37167.0
4460099.0,Tennessee,82.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.492801368236542,John McCain,Lamar Alexander,Female,White,50-59,Republican,Moderate,"$100,000-$149,999",College graduate,No,Somewhat disapprove,Yes,Did not care who won,The economy,Not so good,Very worried,No,Has the right experience,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,6.0,Nashville area,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,37075.0
4460100.0,Tennessee,11.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.469401925802231,Barack Obama,Robert Tuke,Female,White,18-24,Democrat,Conservative,"$15,000-$29,999",High school graduate,No,Strongly disapprove,Yes,Another candidate,Terrorism,Not so good,Not too worried,No,Can bring about needed change,One of several important factors,Earlier in October,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,Democrats for another candidate,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Not worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Important,Factor,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities over 500,000","Cities over 50,000",5.0,Nashville area,South,Suburb,Urban,Urban Core,Very upscale,37076.0
4460121.0,Tennessee,9.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.513573825359344,John McCain,Lamar Alexander,Male,White,18-24,Republican,Moderate,,High school graduate,No,Somewhat approve,Yes,Hillary Clinton,The economy,Not so good,Not too worried,Yes,Shares my values,One of several important factors,Before that,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,Non Democrats,,,,,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,East,South,Low Density Rural,Rural,Rural,Very downscale,37722.0
4460122.0,Tennessee,9.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.513573825359344,John McCain,Lamar Alexander,Male,White,18-24,Republican,Moderate,,High school graduate,No,Somewhat approve,Yes,Hillary Clinton,The economy,Not so good,Not too worried,Yes,Shares my values,One of several important factors,Before that,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,Non Democrats,,,,,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,East,South,Low Density Rural,Rural,Rural,Very downscale,37722.0
4460135.0,Tennessee,42.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.434711545705795,John McCain,Lamar Alexander,Female,White,45-49,Republican,Conservative,"$100,000-$149,999",College graduate,No,Somewhat disapprove,No,Hillary Clinton,The economy,Not so good,Very worried,No,Shares my values,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,2.0,East,South,Suburb,80s Suburbs,Urban Perimeter,Upscale,37938.0
4460166.0,Tennessee,24.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.382083237171173,Barack Obama,Robert Tuke,Male,Black,18-24,Democrat,Conservative,"Under $15,000",High school graduate,No,Strongly approve,No,Barack Obama,The war in Iraq,Not so good,Not too worried,Yes,Can bring about needed change,The single most important factor,Just today,Approve,Black male,Black men,Non white male,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,High school graduate or less,Non white no college degree,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,Not worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Important,Factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,"Cities 50,000-500,000","Cities over 50,000",3.0,East,South,Suburb,Urban,Urban Core,Very upscale,37416.0
4460197.0,Tennessee,86.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.400027364492416,John McCain,Lamar Alexander,Male,,40-44,Republican,Conservative,"$50,000-$74,999",High school graduate,No,Somewhat approve,Yes,Did not care who won,The economy,Not so good,Somewhat worried,No,Shares my values,Not a factor at all,Before that,Approve,,,,,30-44,30-59,18-44,30-44,40-49,18-64,,,,No college degree,High school graduate or less,,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,,Not so good/Poor,Worried,Republican,,,,,,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,,All others,Suburbs,Suburbs,8.0,Southwest,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,38058.0
4460222.0,Tennessee,55.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.439182907342911,Barack Obama,Robert Tuke,Female,White,30-39,Democrat,Moderate,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,Yes,Hillary Clinton,Health care,Poor,Very worried,No,Cares about people like me,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,6.0,Nashville area,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,37167.0
4460234.0,Tennessee,42.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.480511099100113,John McCain,Lamar Alexander,Male,White,45-49,Independent,Moderate,"$30,000-$49,999",Some college or associate degree,No,Somewhat disapprove,No,Another candidate,The economy,Not so good,Not too worried,No,Has the right experience,A minor factor,Sometime in September,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Factor,Sometime last week or earlier,Sometime in September,In the last month or before that,Yes,All others,Suburbs,Suburbs,2.0,East,South,Suburb,80s Suburbs,Urban Perimeter,Upscale,37938.0
