ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSLA08,SENLA08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,HURRICANE,ISSUE08,NECWORRY,NEWVOTER,QLT08,RACEISS4,RELIGN8,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,HURRICANE2,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4412025.0, Louisiana,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.911319553852081,John McCain,Mary L. Landrieu,Female,White,50-59,Independent,Moderate,"$150,000-$199,999",Postgraduate study,No,Strongly disapprove,No,A severe hardship but you have recovered,The economy,Very worried,No,Has the right experience,Not a factor at all,Protestant,In the last three days,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,A severe hardship,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,"Cities 50,000-500,000","Cities over 50,000",7.0,Cajun Country,South,Suburb,Urban,Urban Core,Downscale,70601.0
4414868.0, Louisiana,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.405362039804459,Barack Obama,John Kennedy,Female,Black,25-29,Democrat,Conservative,"$50,000-$74,999",College graduate,No,Strongly disapprove,Yes,No severe hardship,The economy,Very worried,No,Cares about people like me,Not a factor at all,Protestant,Before that,Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Black 18-29,Black 18-29,Black 18-29,No severe hardship,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",7.0,Cajun Country,South,Suburb,Urban,Urban Core,Downscale,70601.0
4413653.0, Louisiana,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.72184157371521,John McCain,John Kennedy,Female,White,30-39,Democrat,Liberal,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,Yes,A severe hardship but you have recovered,The economy,Very worried,No,Shares my values,Not a factor at all,Protestant,Just today,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,A severe hardship,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 50,000-500,000","Cities over 50,000",7.0,Cajun Country,South,Suburb,Urban,Urban Core,Downscale,70601.0
4416534.0, Louisiana,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.852139592170715,John McCain,John Kennedy,Male,White,50-59,Republican,Conservative,"$150,000-$199,999",Postgraduate study,No,Somewhat approve,No,A severe hardship and you have not recovered,The war in Iraq,Very worried,No,Has the right experience,Not a factor at all,Catholic,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,A severe hardship,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",7.0,Cajun Country,South,Suburb,Urban,Urban Core,Downscale,70601.0
4413507.0, Louisiana,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.730297684669495,John McCain,John Kennedy,Female,White,18-24,Republican,Conservative,"$75,000-$99,999",College graduate,No,Somewhat disapprove,Yes,A severe hardship but you have recovered,The economy,Somewhat worried,No,Shares my values,One of several important factors,Protestant,Before that,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,A severe hardship,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 50,000-500,000","Cities over 50,000",7.0,Cajun Country,South,Suburb,Urban,Urban Core,Downscale,70601.0
4413304.0, Louisiana,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.862122118473053,John McCain,John Kennedy,Male,White,18-24,Independent,Moderate,"$50,000-$74,999",Postgraduate study,No,Somewhat disapprove,No,A severe hardship but you have recovered,Energy policy,Somewhat worried,No,Shares my values,Not a factor at all,Other Christian,In the last three days,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,A severe hardship,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,"Cities 50,000-500,000","Cities over 50,000",7.0,Cajun Country,South,Suburb,Urban,Urban Core,Downscale,70601.0
4430230.0, Louisiana,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.13954293727875,John McCain,John Kennedy,Male,White,65-74,Republican,Conservative,"$75,000-$99,999",Some college or associate degree,No,Somewhat disapprove,No,A severe hardship but you have recovered,The war in Iraq,Very worried,No,Has the right experience,One of several important factors,Catholic,Before that,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,A severe hardship,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Important,Factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",7.0,Cajun Country,South,Suburb,Urban,Urban Core,Downscale,70601.0
4415952.0, Louisiana,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.852139592170715,John McCain,John Kennedy,Male,White,50-59,Republican,Moderate,"$200,000 or more",Some college or associate degree,No,Strongly approve,No,A severe hardship but you have recovered,Terrorism,Somewhat worried,No,Has the right experience,Not a factor at all,Catholic,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,A severe hardship,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",7.0,Cajun Country,South,Suburb,Urban,Urban Core,Downscale,70601.0
4412934.0, Louisiana,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.16518867015839,John McCain,John Kennedy,Male,Black,50-59,Republican,Conservative,"$100,000-$149,999",College graduate,,Somewhat approve,Yes,A severe hardship but you have recovered,The economy,Somewhat worried,No,Has the right experience,Not a factor at all,Protestant,Before that,Approve,Black male,Black men,Non white male,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,A severe hardship,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Worried,Republican,Black non Democrat,All Republicans,All others,Black,All others,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",7.0,Cajun Country,South,Suburb,Urban,Urban Core,Downscale,70601.0
4412765.0, Louisiana,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.72184157371521,John McCain,John Kennedy,Female,White,50-59,Republican,Moderate,"$150,000-$199,999",Postgraduate study,No,Somewhat approve,No,A severe hardship and you have not recovered,The economy,Very worried,No,Shares my values,Not a factor at all,,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,A severe hardship,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,,No,All others,All others,,"Cities 50,000-500,000","Cities over 50,000",7.0,Cajun Country,South,Suburb,Urban,Urban Core,Downscale,70601.0
4412621.0, Louisiana,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.852139592170715,John McCain,John Kennedy,Male,White,40-44,Republican,Conservative,"$100,000-$149,999",College graduate,No,Somewhat approve,No,A severe hardship and you have not recovered,The economy,Somewhat worried,No,Shares my values,Not a factor at all,Catholic,Before that,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,A severe hardship,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",7.0,Cajun Country,South,Suburb,Urban,Urban Core,Downscale,70601.0
4412286.0, Louisiana,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.852139592170715,John McCain,John Kennedy,Male,White,30-39,Republican,Conservative,"$75,000-$99,999",College graduate,No,Somewhat approve,No,A severe hardship but you have recovered,Energy policy,Not too worried,No,Has the right experience,Not a factor at all,Catholic,Before that,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,A severe hardship,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",7.0,Cajun Country,South,Suburb,Urban,Urban Core,Downscale,70601.0
4416370.0, Louisiana,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.72184157371521,John McCain,John Kennedy,Female,White,40-44,Independent,Conservative,"$100,000-$149,999",College graduate,No,Somewhat approve,Yes,No severe hardship,Terrorism,Very worried,No,Shares my values,Not a factor at all,Catholic,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No severe hardship,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,White Born-again/Evangelical Christians,All others,All others,"Cities 50,000-500,000","Cities over 50,000",7.0,Cajun Country,South,Suburb,Urban,Urban Core,Downscale,70601.0
4416261.0, Louisiana,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.852139592170715,John McCain,John Kennedy,Male,White,45-49,Republican,Conservative,"$200,000 or more",Postgraduate study,No,Somewhat disapprove,Yes,A severe hardship but you have recovered,The economy,Very worried,No,Shares my values,Not a factor at all,Catholic,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,A severe hardship,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,White Born-again/Evangelical Christians,All others,All others,"Cities 50,000-500,000","Cities over 50,000",7.0,Cajun Country,South,Suburb,Urban,Urban Core,Downscale,70601.0
4430231.0, Louisiana,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.13954293727875,John McCain,John Kennedy,Male,White,65-74,Republican,Conservative,"$75,000-$99,999",Some college or associate degree,No,Somewhat disapprove,No,A severe hardship but you have recovered,The war in Iraq,Very worried,No,Has the right experience,One of several important factors,Catholic,Before that,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,A severe hardship,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Important,Factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",7.0,Cajun Country,South,Suburb,Urban,Urban Core,Downscale,70601.0
4415326.0, Louisiana,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.72184157371521,John McCain,John Kennedy,Female,White,30-39,Republican,Conservative,"$200,000 or more",Postgraduate study,No,Strongly approve,No,A severe hardship but you have recovered,The economy,Somewhat worried,No,Shares my values,A minor factor,Catholic,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,A severe hardship,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",7.0,Cajun Country,South,Suburb,Urban,Urban Core,Downscale,70601.0
4414138.0, Louisiana,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.965298891067505,John McCain,John Kennedy,Female,White,60-64,Republican,Conservative,"$15,000-$29,999",Some college or associate degree,No,Somewhat approve,Yes,A severe hardship but you have recovered,The war in Iraq,Very worried,No,Shares my values,The single most important factor,Other Christian,Before that,Approve,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,A severe hardship,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 50,000-500,000","Cities over 50,000",7.0,Cajun Country,South,Suburb,Urban,Urban Core,Downscale,70601.0
4412159.0, Louisiana,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.801751255989075,Barack Obama,Other,Female,White,50-59,Independent,Liberal,"$75,000-$99,999",High school graduate,No,Strongly disapprove,No,A severe hardship but you have recovered,The war in Iraq,Very worried,No,Can bring about needed change,Not a factor at all,Catholic,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,A severe hardship,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",7.0,Cajun Country,South,Suburb,Urban,Urban Core,Downscale,70601.0
4408528.0, Louisiana,9.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.610755383968353,Barack Obama,,Female,Black,65-74,Democrat,Conservative,"Under $15,000",Did not complete high school,No,Somewhat disapprove,Yes,No severe hardship,Health care,Very worried,No,Has the right experience,The single most important factor,Other Christian,Before that,Disapprove,Black female,Black women,Non white female,Non white,65+,60+,45+,60+,65+,65+,Black 60+,Black 60+,Black 65+,No severe hardship,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",4.0,Protestant North,South,Suburb,Urban,Urban Core,Very upscale,71119.0
4467597.0, Louisiana,9.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.527506053447723,Barack Obama,,Female,Black,40-44,Independent,Moderate,"Under $15,000",High school graduate,,Somewhat approve,Yes,No severe hardship,Terrorism,Very worried,Yes,Can bring about needed change,One of several important factors,Other Christian,Just today,Approve,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Black 30-44,Black 30-44,Black 30-44,No severe hardship,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Important,Factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",4.0,Protestant North,South,Suburb,Urban,Urban Core,Very upscale,71119.0
4467245.0, Louisiana,9.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.527506053447723,Barack Obama,,Female,Black,40-44,Democrat,Moderate,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,Yes,No severe hardship,The war in Iraq,Somewhat worried,No,Cares about people like me,One of several important factors,Other Christian,Before that,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Black 30-44,Black 30-44,Black 30-44,No severe hardship,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",4.0,Protestant North,South,Suburb,Urban,Urban Core,Very upscale,71119.0
4438294.0, Louisiana,9.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.527506053447723,Barack Obama,,Female,Black,30-39,Independent,Conservative,"$30,000-$49,999",College graduate,No,Strongly disapprove,Yes,No severe hardship,The economy,Not too worried,No,Can bring about needed change,A minor factor,Other Christian,Before that,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,No severe hardship,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Not important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",4.0,Protestant North,South,Suburb,Urban,Urban Core,Very upscale,71119.0
4467704.0, Louisiana,9.0,State questionnaire,Version 1,Call 3,Not complete,Election day exit poll,0.495217978954315,Ron Paul,,Female,Hispanic/Latino,50-59,Something else,,,High school graduate,Yes,,Yes,,,Very worried,,Has the right experience,,,Sometime in September,,Non black female,Latino women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,Latino 45-59,Latino 45-54,,No college degree,High school graduate or less,Non white no college degree,,,,,Worried,Independent/Something else,Non black non Democrat,Latino Independents,All others,,All others,,,,Sometime last week or earlier,Sometime in September,In the last month or before that,,,All others,,,"Cities 50,000-500,000","Cities over 50,000",4.0,Protestant North,South,Suburb,Urban,Urban Core,Very upscale,71119.0
4408856.0, Louisiana,9.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.90282529592514,Barack Obama,Mary L. Landrieu,Female,Black,25-29,Democrat,Moderate,"Under $15,000",High school graduate,No,Strongly disapprove,Yes,No severe hardship,The war in Iraq,Not too worried,No,Cares about people like me,Not a factor at all,Other Christian,Earlier in October,Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Black 18-29,Black 18-29,Black 18-29,No severe hardship,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",4.0,Protestant North,South,Suburb,Urban,Urban Core,Very upscale,71119.0
4438016.0, Louisiana,9.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.90282529592514,Barack Obama,Mary L. Landrieu,Female,Black,25-29,Democrat,Conservative,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Yes,No severe hardship,The war in Iraq,Not too worried,No,Can bring about needed change,One of several important factors,Other Christian,Before that,Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Black 18-29,Black 18-29,Black 18-29,No severe hardship,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",4.0,Protestant North,South,Suburb,Urban,Urban Core,Very upscale,71119.0
4467156.0, Louisiana,9.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.892371475696564,Barack Obama,Mary L. Landrieu,Female,Black,30-39,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,No severe hardship,The economy,Not too worried,No,Can bring about needed change,Not a factor at all,Other Christian,Earlier in October,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,No severe hardship,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",4.0,Protestant North,South,Suburb,Urban,Urban Core,Very upscale,71119.0
4408745.0, Louisiana,9.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.892371475696564,Barack Obama,Mary L. Landrieu,Female,Black,30-39,Democrat,Moderate,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,No,No severe hardship,The war in Iraq,Somewhat worried,No,Can bring about needed change,One of several important factors,Other Christian,Before that,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,No severe hardship,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",4.0,Protestant North,South,Suburb,Urban,Urban Core,Very upscale,71119.0
4467071.0, Louisiana,9.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.892371475696564,Barack Obama,Mary L. Landrieu,Female,Black,30-39,Democrat,Liberal,"$30,000-$49,999",College graduate,No,Strongly disapprove,Yes,No severe hardship,The war in Iraq,Somewhat worried,No,Can bring about needed change,One of several important factors,Other Christian,In the last three days,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,No severe hardship,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Important,Factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",4.0,Protestant North,South,Suburb,Urban,Urban Core,Very upscale,71119.0
4437882.0, Louisiana,9.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.892371475696564,Barack Obama,Mary L. Landrieu,Female,Black,50-59,Something else,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Yes,No severe hardship,The economy,Very worried,No,Can bring about needed change,A minor factor,Catholic,Sometime in September,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,No severe hardship,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Not important,Factor,Catholic,Sometime last week or earlier,Sometime in September,In the last month or before that,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",4.0,Protestant North,South,Suburb,Urban,Urban Core,Very upscale,71119.0
4408639.0, Louisiana,9.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.40875172615051,Barack Obama,Mary L. Landrieu,Male,Black,60-64,Democrat,Liberal,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Yes,No severe hardship,The economy,Very worried,No,Can bring about needed change,A minor factor,Other Christian,Before that,Disapprove,Black male,Black men,Non white male,Non white,45-65,60+,45+,60+,50-64,18-64,Black 60+,Black 60+,Black 45-54,No severe hardship,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",4.0,Protestant North,South,Suburb,Urban,Urban Core,Very upscale,71119.0
