ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSNM08,SENNM08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,BUSHMCCAIN,EXPER08,IMMDEPORT,HILLPSPRT,INTOUCH08,IRAQWAR,ISSUE08,NEC,NECWORRY,NEWVOTER,QLT08,RACEISS4,RELIGN8,SPANISHQ,TIME08,UNFR08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,HILLDEM,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4469945.0, New Mexico,14.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.463603079319,Barack Obama,,Female,Hispanic/Latino,,Democrat,,"$50,000-$74,999",Some college or associate degree,Yes,Strongly disapprove,,Continue George W. Bush's policies,Only Barack Obama,Offered a chance to apply for legal status,Hillary Clinton,Only Barack Obama,Somewhat disapprove,The economy,Not so good,Very worried,No,Can bring about needed change,A minor factor,Catholic,English,Before that,Omit,Disapprove,Non black female,Latino women,Non white female,Non white,,,,,,,,,,No college degree,More than High school graduate,Non white no college degree,John McCain does not,Barack Obama does,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,,Not important,Factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Omit,Omit,Non-white,No,All others,All others,,"Cities 50,000-500,000","Cities over 50,000",1.0,Albuquerque Area,West,Suburb,Urban,Urban Core,Upscale,87107.0
4464684.0, New Mexico,92.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.291104912757874,Barack Obama,,Female,Black,18-24,Democrat,Moderate,"Under $15,000",Did not complete high school,No,Somewhat disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,Offered a chance to apply for legal status,Barack Obama,Only Barack Obama,Strongly disapprove,The economy,Not so good,Somewhat worried,Yes,Can bring about needed change,Not a factor at all,None,English,Before that,Only John McCain,Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,High school graduate or less,Non white no college degree,John McCain does not,Barack Obama does,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",3.0,Northwest,West,Suburb,Urban,Urban Core,Upscale,87507.0
4470271.0, New Mexico,96.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.402088075876236,John McCain,,Female,Hispanic/Latino,30-39,,Conservative,"Under $15,000",High school graduate,Yes,Strongly disapprove,Yes,Take the country in a different direction,Only John McCain,Deported to the country they came from,Omit,Omit,Strongly disapprove,Omit,Poor,Somewhat worried,Yes,Shares my values,Not a factor at all,Other Christian,English,Before that,Omit,Disapprove,Non black female,Latino women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,Latino 30-44,Latino 30-44,No college degree,High school graduate or less,Non white no college degree,John McCain does,Barack Obama does not,Omit,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Omit,Omit,Disapprove,Not so good/Poor,Worried,,,,,Hispanic/Latino,All others,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Omit,Omit,Non-white,No,All others,All others,All others,Rural,Small Cities/Rural,1.0,Albuquerque Area,West,Extremely Low Density Rural,Rural,Rural,Very downscale,87036.0
4465983.0, New Mexico,55.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.439049035310745,Barack Obama,Did not vote,Male,Hispanic/Latino,30-39,Democrat,Moderate,"$75,000-$99,999",Some college or associate degree,Yes,Somewhat disapprove,Yes,Take the country in a different direction,Only Barack Obama,Offered a chance to apply for legal status,Barack Obama,Only Barack Obama,Strongly disapprove,The economy,Good,Very worried,Yes,Can bring about needed change,A minor factor,Other Christian,English,Earlier in October,Omit,Disapprove,Non black male,Latino men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,Latino 30-44,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,John McCain does not,Barack Obama does,Democrats for Obama,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Excellent/Good,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Not important,Factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,Omit,Omit,Non-white,No,All others,All others,All others,Rural,Small Cities/Rural,2.0,South/East,West,Extremely Low Density Rural,Rural,Rural,Downscale,88260.0
4469976.0, New Mexico,14.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.523149251937866,Barack Obama,Did not vote,Male,Hispanic/Latino,18-24,Republican,Liberal,"Under $15,000",Did not complete high school,Yes,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Deported to the country they came from,Did not care who won,Only Barack Obama,Strongly disapprove,The war in Iraq,Not so good,Very worried,Yes,Cares about people like me,Not a factor at all,Catholic,English,Earlier in October,Only John McCain,Disapprove,Non black male,Latino men,Non white male,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,Latino 18-29,Latino 18-29,No college degree,High school graduate or less,Non white no college degree,John McCain does not,Barack Obama does,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,All others,Hispanic/Latino,All others,Not important,Not a factor,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did not,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Albuquerque Area,West,Suburb,Urban,Urban Core,Upscale,87107.0
4469261.0, New Mexico,4.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.406893849372864,Barack Obama,Did not vote,Male,Hispanic/Latino,25-29,Something else,Moderate,"$15,000-$29,999",Some college or associate degree,Yes,Somewhat disapprove,No,Take the country in a different direction,Neither of them,Deported to the country they came from,Barack Obama,Both of them,Somewhat disapprove,The economy,Not so good,Very worried,No,Can bring about needed change,One of several important factors,Catholic,English,Sometime last week,Both of them,Disapprove,Non black male,Latino men,Non white male,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,Latino 18-29,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,John McCain does not,Barack Obama does not,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,Latino Independents,All others,Hispanic/Latino,All others,Important,Factor,Catholic,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Albuquerque Area,West,Suburb,Urban,Urban Core,Very upscale,87120.0
4468920.0, New Mexico,80.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.347158491611481,Barack Obama,Did not vote,Female,White,18-24,Democrat,Liberal,"$50,000-$74,999",High school graduate,No,Somewhat approve,No,Take the country in a different direction,Only Barack Obama,Deported to the country they came from,Barack Obama,Both of them,Somewhat disapprove,Terrorism,Not so good,Not too worried,Yes,Omit,One of several important factors,Catholic,English,Just today,Neither of them,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,Democrats for Obama,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Not worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,Catholic,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did not,Barack Obama did not,Catholic,No,All others,All others,All others,Suburbs,Suburbs,3.0,Albuquerque Area,West,Suburb,80s Suburbs,Urban Perimeter,Very upscale,87124.0
4468503.0, New Mexico,25.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.290387511253357,Barack Obama,Did not vote,Male,Black,40-44,Something else,Moderate,"$30,000-$49,999",High school graduate,No,Strongly disapprove,No,Take the country in a different direction,Only Barack Obama,Deported to the country they came from,Barack Obama,Only Barack Obama,Somewhat disapprove,The war in Iraq,Poor,Very worried,Yes,Cares about people like me,A minor factor,None,English,Before that,Only Barack Obama,Disapprove,Black male,Black men,Non white male,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,High school graduate or less,Non white no college degree,John McCain does not,Barack Obama does,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Not important,Factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Albuquerque Area,West,Suburb,Urban,Urban Core,Very upscale,87111.0
4469846.0, New Mexico,54.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.265042245388031,Barack Obama,Did not vote,Female,Hispanic/Latino,18-24,,,"$30,000-$49,999",Some college or associate degree,Yes,Somewhat disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Offered a chance to apply for legal status,Hillary Clinton,Neither of them,Strongly disapprove,The war in Iraq,Not so good,Very worried,Yes,Can bring about needed change,Not a factor at all,,English,Just today,Only John McCain,Disapprove,Non black female,Latino women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,Latino 18-29,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,John McCain does not,Barack Obama does,Omit,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Worried,,,,,,All others,Not important,Not a factor,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did not,Non-white,No,All others,All others,,Rural,Small Cities/Rural,2.0,South/East,West,Extremely Low Density Rural,Rural,Rural,Downscale,88260.0
4469231.0, New Mexico,91.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.368742674589157,John McCain,Did not vote,Female,Hispanic/Latino,45-49,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,Yes,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,Offered a chance to apply for legal status,Barack Obama,Only John McCain,Somewhat approve,The economy,Not so good,Very worried,No,Shares my values,Not a factor at all,Protestant,English,Before that,Both of them,Approve,Non black female,Latino women,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,Latino 45-59,Latino 45-54,No college degree,More than High school graduate,Non white no college degree,John McCain does,Barack Obama does not,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,All others,Hispanic/Latino,All others,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Non-white,No,All others,All others,All others,Suburbs,Suburbs,3.0,Northwest,West,Extremely Low Density Rural,,High-Growth Suburban Perimeter,Upscale,87506.0
4467309.0, New Mexico,89.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.37571781873703,John McCain,Did not vote,Male,White,18-24,Something else,Conservative,,Some college or associate degree,No,Somewhat disapprove,Yes,Take the country in a different direction,Both of them,Offered a chance to apply for legal status,Did not care who won,Only John McCain,Somewhat disapprove,The economy,Not so good,Somewhat worried,Yes,Shares my values,Not a factor at all,Protestant,English,In the last three days,Neither of them,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,Non Democrats,,,,,John McCain is,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did not,Barack Obama did not,Protestant/Other Christian,,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 50,000-500,000","Cities over 50,000",3.0,Northwest,West,Suburb,Urban,Urban Core,Very upscale,87505.0
4467236.0, New Mexico,53.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.583436489105225,Barack Obama,Tom Udall,Female,Hispanic/Latino,50-59,Democrat,Moderate,"$50,000-$74,999",High school graduate,Yes,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,Offered a chance to apply for legal status,Barack Obama,Only Barack Obama,Strongly disapprove,The economy,Poor,Somewhat worried,No,Can bring about needed change,Not a factor at all,Catholic,English,Earlier in October,Only John McCain,Disapprove,Non black female,Latino women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,Latino 45-59,Latino 45-54,No college degree,High school graduate or less,Non white no college degree,John McCain does not,Barack Obama does,Democrats for Obama,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Not important,Not a factor,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did not,Non-white,No,All others,All others,All others,Rural,Small Cities/Rural,2.0,South/East,West,Town,Rural,Rural,Very downscale,88026.0
4467183.0, New Mexico,39.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.667700052261353,Barack Obama,Tom Udall,Male,White,30-39,Something else,Conservative,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Omit,Deported to the country they came from,Barack Obama,Only Barack Obama,Somewhat approve,The economy,Not so good,Very worried,No,Can bring about needed change,Not a factor at all,Mormon/LDS,English,Earlier in October,Only John McCain,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Omit,Omit,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did not,Protestant/Other Christian,Yes,All others,All others,White Protestant non evangelical,"Cities 10,000-50,000",Small Cities/Rural,3.0,South/East,West,Low Density Rural,Rural,Rural,Downscale,88101.0
4467620.0, New Mexico,39.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.467605918645859,Barack Obama,Tom Udall,Male,Black,50-59,Democrat,Liberal,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Both of them,Offered a chance to apply for legal status,Barack Obama,Only Barack Obama,Strongly disapprove,The economy,Poor,Somewhat worried,No,Can bring about needed change,Not a factor at all,Other Christian,English,Before that,Only John McCain,Disapprove,Black male,Black men,Non white male,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,More than High school graduate,Non white no college degree,John McCain does,Barack Obama does,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Non-white,No,All others,All others,All others,"Cities 10,000-50,000",Small Cities/Rural,3.0,South/East,West,Low Density Rural,Rural,Rural,Downscale,88101.0
4467596.0, New Mexico,53.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.696730494499207,Barack Obama,Tom Udall,Male,White,50-59,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Offered a chance to apply for legal status,Barack Obama,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Catholic,English,Earlier in October,Only John McCain,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did not,Catholic,Yes,All others,All others,All others,Rural,Small Cities/Rural,2.0,South/East,West,Town,Rural,Rural,Very downscale,88026.0
4468427.0, New Mexico,20.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.491058886051178,Barack Obama,Tom Udall,Male,Asian,18-24,Democrat,Liberal,"$75,000-$99,999",High school graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Offered a chance to apply for legal status,Barack Obama,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Something else,English,Earlier in October,Both of them,Disapprove,Non black male,All other races,Non white male,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,All other,Other,No college degree,High school graduate or less,Non white no college degree,John McCain does,Barack Obama does,Democrats for Obama,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,All other,All others,Asian,All others,Not important,Not a factor,Something else,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Albuquerque Area,West,Suburb,Urban,Urban Core,Upscale,87106.0
4468404.0, New Mexico,91.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.464960485696793,Barack Obama,Tom Udall,Female,Hispanic/Latino,40-44,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,Yes,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Offered a chance to apply for legal status,Hillary Clinton,Only Barack Obama,Somewhat disapprove,The economy,Poor,Very worried,No,Has the right experience,Not a factor at all,Catholic,English,Earlier in October,Neither of them,Disapprove,Non black female,Latino women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,Latino 30-44,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,John McCain does,Barack Obama does,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Not important,Not a factor,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did not,Barack Obama did not,Non-white,No,All others,All others,All others,Suburbs,Suburbs,3.0,Northwest,West,Extremely Low Density Rural,,High-Growth Suburban Perimeter,Upscale,87506.0
4471955.0, New Mexico,100.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.565785229206085,Barack Obama,Tom Udall,Male,Hispanic/Latino,18-24,Democrat,Liberal,"$50,000-$74,999",Did not complete high school,Yes,Strongly disapprove,No,Continue George W. Bush's policies,Neither of them,Offered a chance to apply for legal status,Another candidate,Neither of them,Strongly disapprove,The economy,Poor,Very worried,Yes,Can bring about needed change,One of several important factors,None,English,Just today,Both of them,Disapprove,Non black male,Latino men,Non white male,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,Latino 18-29,Latino 18-29,No college degree,High school graduate or less,Non white no college degree,John McCain does not,Barack Obama does not,Democrats for another candidate,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Important,Factor,None,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,Non-white,No,All others,All others,All others,Rural,Small Cities/Rural,2.0,Albuquerque Area,West,Extremely Low Density Rural,Rural,Rural,Very downscale,87006.0
4467080.0, New Mexico,89.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.473755687475204,Barack Obama,Tom Udall,Male,White,18-24,Democrat,Liberal,"$75,000-$99,999",High school graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Offered a chance to apply for legal status,Another candidate,Only Barack Obama,Strongly disapprove,Health care,Not so good,Somewhat worried,Yes,Can bring about needed change,Not a factor at all,None,English,Before that,Neither of them,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,Democrats for another candidate,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,None,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",3.0,Northwest,West,Suburb,Urban,Urban Core,Very upscale,87505.0
4468382.0, New Mexico,39.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.50217342376709,Barack Obama,Tom Udall,Female,White,25-29,Democrat,Liberal,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,No,Continue George W. Bush's policies,Both of them,Deported to the country they came from,Barack Obama,Both of them,Strongly disapprove,Energy policy,Not so good,Somewhat worried,No,Cares about people like me,Not a factor at all,Other Christian,English,In the last three days,Both of them,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,Protestant/Other Christian,Yes,All others,All others,White Protestant non evangelical,"Cities 10,000-50,000",Small Cities/Rural,3.0,South/East,West,Low Density Rural,Rural,Rural,Downscale,88101.0
4468321.0, New Mexico,10.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.4266577064991,Barack Obama,Tom Udall,Male,White,18-24,Democrat,Liberal,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Offered a chance to apply for legal status,Barack Obama,Only Barack Obama,Strongly disapprove,The war in Iraq,Not so good,Not too worried,No,Can bring about needed change,Not a factor at all,None,English,Before that,Both of them,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Not worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,None,Yes,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Albuquerque Area,West,Suburb,Urban,Urban Core,Very upscale,87114.0
4471871.0, New Mexico,100.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.544601857662201,Barack Obama,Tom Udall,Female,Hispanic/Latino,30-39,Democrat,Conservative,"$200,000 or more",Some college or associate degree,Yes,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,Offered a chance to apply for legal status,Hillary Clinton,Only Barack Obama,Somewhat approve,The economy,Poor,Very worried,No,Cares about people like me,Omit,Catholic,English,Just today,Only John McCain,Disapprove,Non black female,Latino women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,Latino 30-44,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,John McCain does not,Barack Obama does,Democrats for Clinton,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,John McCain is not,Barack Obama is,Approve,Not so good/Poor,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Omit,Omit,Catholic,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did not,Non-white,No,All others,All others,All others,Rural,Small Cities/Rural,2.0,Albuquerque Area,West,Extremely Low Density Rural,Rural,Rural,Very downscale,87006.0
4468297.0, New Mexico,20.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.455282360315323,Barack Obama,Tom Udall,Female,White,18-24,Democrat,Moderate,"Under $15,000",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Neither of them,Offered a chance to apply for legal status,Barack Obama,Only Barack Obama,Somewhat disapprove,The economy,Poor,Very worried,Yes,Shares my values,Not a factor at all,Other Christian,English,Before that,Only John McCain,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does not,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Protestant/Other Christian,Yes,All others,All others,White Protestant non evangelical,"Cities 50,000-500,000","Cities over 50,000",1.0,Albuquerque Area,West,Suburb,Urban,Urban Core,Upscale,87106.0
