ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSIA08,SENIA08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,BUSHMCCAIN,EXPER08,ETHANOL,GOTV08,INTOUCH08,IRAQWAR,ISSUE08,NEC,NECWORRY,NEWVOTER,QLT08,RACEISS4,RELIGN8,TIME08,UNFR08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ETHANOL2,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,GOTVMCCAIN,GOTVOBAMA,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4470323.0, Iowa,14.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.655265688896179,John McCain,Christopher Reed,Male,White,50-59,Republican,Conservative,"$100,000-$149,999",College graduate,No,Somewhat disapprove,Yes,Take the country in a different direction,Neither of them,Somewhat support,"Yes, for both Obama and McCain",Only John McCain,Somewhat approve,The economy,Poor,Very worried,No,Shares my values,One of several important factors,Other Christian,Before that,Both of them,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Support,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does not,John McCain did,Barack Obama did,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 10,000-50,000",Small Cities/Rural,5.0,West,Midwest,Low Density Rural,Rural,Rural,Upscale,50588.0
4445909.0, Iowa,14.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.584126710891724,John McCain,Christopher Reed,Female,White,50-59,Republican,Moderate,,Some college or associate degree,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,Somewhat oppose,"No, I was not contacted",Only John McCain,Somewhat disapprove,The economy,Not so good,Very worried,No,Can bring about needed change,Not a factor at all,Other Christian,Before that,Both of them,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Oppose,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,,,,,John McCain is,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 10,000-50,000",Small Cities/Rural,5.0,West,Midwest,Low Density Rural,Rural,Rural,Upscale,50588.0
4445652.0, Iowa,14.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.760931849479675,John McCain,Christopher Reed,Male,White,25-29,Independent,Liberal,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,Strongly support,"Yes, for both Obama and McCain",Neither of them,Strongly approve,The economy,Poor,Very worried,No,Has the right experience,A minor factor,Other Christian,Just today,Only Barack Obama,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,Support,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is not,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did not,Barack Obama did,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 10,000-50,000",Small Cities/Rural,5.0,West,Midwest,Low Density Rural,Rural,Rural,Upscale,50588.0
4445562.0, Iowa,14.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.856211841106415,John McCain,Christopher Reed,Male,White,75 or over,Republican,Conservative,"Under $15,000",College graduate,No,Strongly approve,Yes,Take the country in a different direction,Only John McCain,Somewhat support,"No, I was not contacted",Only John McCain,Somewhat approve,Energy policy,Good,Very worried,No,Shares my values,One of several important factors,Catholic,Before that,Only Barack Obama,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Support,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Approve,Excellent/Good,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,Catholic,No,White Born-again/Evangelical Christians,All others,All others,"Cities 10,000-50,000",Small Cities/Rural,5.0,West,Midwest,Low Density Rural,Rural,Rural,Upscale,50588.0
4421191.0, Iowa,14.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.655265688896179,John McCain,Christopher Reed,Male,White,45-49,Republican,Conservative,,High school graduate,,Somewhat approve,No,Take the country in a different direction,Only John McCain,Omit,Omit,Only John McCain,Somewhat approve,The economy,Not so good,Very worried,No,Has the right experience,One of several important factors,Protestant,Before that,Omit,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Omit,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,Omit,Omit,,,,,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Omit,Omit,Protestant/Other Christian,,All others,All others,White Protestant non evangelical,"Cities 10,000-50,000",Small Cities/Rural,5.0,West,Midwest,Low Density Rural,Rural,Rural,Upscale,50588.0
4421024.0, Iowa,14.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.856211841106415,John McCain,Christopher Reed,Male,White,75 or over,Republican,Moderate,"$15,000-$29,999",Some college or associate degree,No,Somewhat approve,No,Take the country in a different direction,Only John McCain,Somewhat support,"No, I was not contacted",Only John McCain,Somewhat disapprove,The economy,Not so good,Somewhat worried,No,Can bring about needed change,One of several important factors,Catholic,Sometime last week,Neither of them,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Support,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Important,Factor,Catholic,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,John McCain did not,Barack Obama did not,Catholic,Yes,All others,All others,All others,"Cities 10,000-50,000",Small Cities/Rural,5.0,West,Midwest,Low Density Rural,Rural,Rural,Upscale,50588.0
4446532.0, Iowa,14.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.584126710891724,John McCain,Christopher Reed,Female,White,40-44,Republican,Conservative,,Some college or associate degree,No,Somewhat disapprove,Yes,Take the country in a different direction,Only John McCain,Strongly support,"Yes, for John McCain",Only John McCain,Omit,The economy,Poor,Very worried,No,Has the right experience,The single most important factor,Other Christian,Before that,Only Barack Obama,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Support,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did not,,,,,John McCain is,Barack Obama is not,Omit,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,Protestant/Other Christian,,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 10,000-50,000",Small Cities/Rural,5.0,West,Midwest,Low Density Rural,Rural,Rural,Upscale,50588.0
4445235.0, Iowa,14.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.763257205486298,John McCain,Christopher Reed,Female,White,60-64,Republican,Moderate,"$75,000-$99,999",College graduate,No,Somewhat approve,No,Take the country in a different direction,Only John McCain,Somewhat support,"Yes, for John McCain",Only John McCain,Strongly approve,Omit,Poor,Very worried,No,Omit,One of several important factors,Other Christian,Before that,Both of them,Approve,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Support,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,"Cities 10,000-50,000",Small Cities/Rural,5.0,West,Midwest,Low Density Rural,Rural,Rural,Upscale,50588.0
4419911.0, Iowa,14.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.859525978565216,Other,Christopher Reed,Male,White,18-24,Republican,Conservative,"$30,000-$49,999",College graduate,No,Strongly approve,Yes,Take the country in a different direction,Only John McCain,Strongly oppose,"Yes, for Barack Obama",Both of them,Somewhat approve,Energy policy,Good,Somewhat worried,No,Shares my values,A minor factor,Other Christian,Before that,Neither of them,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Oppose,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is,Approve,Excellent/Good,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 10,000-50,000",Small Cities/Rural,5.0,West,Midwest,Low Density Rural,Rural,Rural,Upscale,50588.0
4419621.0, Iowa,14.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.33119130134583,Barack Obama,Other,Female,White,30-39,Democrat,Conservative,"Under $15,000",Did not complete high school,No,Strongly disapprove,Yes,Omit,Only Barack Obama,Strongly oppose,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,Omit,Not so good,Very worried,Yes,Can bring about needed change,Omit,Other Christian,Before that,Omit,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Oppose,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Omit,Omit,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Omit,Omit,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 10,000-50,000",Small Cities/Rural,5.0,West,Midwest,Low Density Rural,Rural,Rural,Upscale,50588.0
4423517.0, Iowa,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.795906245708466,Barack Obama,,Female,White,65-74,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,Strongly support,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,Terrorism,Poor,Somewhat worried,No,Can bring about needed change,One of several important factors,Protestant,Before that,Both of them,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Support,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,1.0,East,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,52326.0
4472065.0, Iowa,13.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.677506327629089,Barack Obama,Tom Harkin,Male,White,30-39,Independent,Moderate,"$75,000-$99,999",Some college or associate degree,No,Somewhat disapprove,No,Continue George W. Bush's policies,Both of them,Somewhat support,"Yes, for both Obama and McCain",Only Barack Obama,Somewhat disapprove,The economy,Not so good,Very worried,No,Shares my values,Not a factor at all,Catholic,Sometime in September,Only John McCain,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Support,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,John McCain did,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did not,Catholic,No,All others,All others,All others,Rural,Small Cities/Rural,1.0,East,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,52326.0
4423011.0, Iowa,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.603952825069427,Barack Obama,Tom Harkin,Female,White,50-59,Democrat,Conservative,"$30,000-$49,999",Some college or associate degree,No,Somewhat disapprove,Yes,Continue George W. Bush's policies,Neither of them,Somewhat support,"No, I was not contacted",Only Barack Obama,Strongly approve,The war in Iraq,Poor,Very worried,No,Cares about people like me,Not a factor at all,Catholic,Before that,Only John McCain,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Support,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Approve,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Catholic,Yes,White Born-again/Evangelical Christians,All others,All others,Rural,Small Cities/Rural,1.0,East,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,52326.0
4471478.0, Iowa,13.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.603952825069427,Barack Obama,Tom Harkin,Female,White,45-49,Democrat,Moderate,"$75,000-$99,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Neither of them,Strongly oppose,"No, I was not contacted",Only Barack Obama,Strongly disapprove,The economy,Not so good,Somewhat worried,No,Can bring about needed change,Not a factor at all,Other Christian,Just today,Only John McCain,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Oppose,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did not,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Rural,Small Cities/Rural,1.0,East,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,52326.0
4447163.0, Iowa,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.70134449005127,Barack Obama,Tom Harkin,Female,White,18-24,Independent,Liberal,"Under $15,000",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Somewhat support,"Yes, for Barack Obama",Only Barack Obama,Somewhat approve,Health care,Not so good,Somewhat worried,No,Can bring about needed change,Not a factor at all,Catholic,Before that,Both of them,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Support,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Catholic,Yes,All others,All others,All others,Rural,Small Cities/Rural,1.0,East,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,52326.0
4422749.0, Iowa,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.603952825069427,Barack Obama,Tom Harkin,Female,White,30-39,Democrat,Liberal,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Somewhat support,"Yes, for Barack Obama",Only Barack Obama,Somewhat disapprove,Energy policy,Not so good,Somewhat worried,No,Can bring about needed change,Not a factor at all,Protestant,Before that,Only John McCain,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Support,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Rural,Small Cities/Rural,1.0,East,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,52326.0
4471296.0, Iowa,13.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.603952825069427,Barack Obama,Tom Harkin,Female,White,30-39,Democrat,Conservative,"$75,000-$99,999",College graduate,No,Somewhat disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Somewhat support,"No, I was not contacted",Both of them,Somewhat disapprove,The economy,Not so good,Very worried,No,Can bring about needed change,Not a factor at all,Catholic,Just today,Neither of them,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Support,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Catholic,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did not,Barack Obama did not,Catholic,No,All others,All others,All others,Rural,Small Cities/Rural,1.0,East,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,52326.0
4446966.0, Iowa,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.677506327629089,Barack Obama,Tom Harkin,Male,White,40-44,Independent,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Somewhat support,"Yes, for Barack Obama",Only Barack Obama,Somewhat disapprove,The economy,Not so good,Very worried,No,Can bring about needed change,Not a factor at all,Protestant,Earlier in October,Only John McCain,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Support,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did not,Protestant/Other Christian,Yes,All others,All others,White Protestant non evangelical,Rural,Small Cities/Rural,1.0,East,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,52326.0
4446879.0, Iowa,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.603952825069427,Barack Obama,Tom Harkin,Female,White,30-39,Democrat,Moderate,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Strongly support,"No, I was not contacted",Only Barack Obama,Somewhat disapprove,The war in Iraq,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Protestant,Before that,Both of them,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Support,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Rural,Small Cities/Rural,1.0,East,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,52326.0
4471060.0, Iowa,13.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.603952825069427,Barack Obama,Tom Harkin,Female,White,50-59,Democrat,Conservative,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Somewhat support,"Yes, for Barack Obama",Both of them,Somewhat disapprove,The economy,Not so good,Very worried,No,Can bring about needed change,Not a factor at all,Catholic,Earlier in October,Both of them,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Support,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,Catholic,No,All others,All others,All others,Rural,Small Cities/Rural,1.0,East,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,52326.0
4422353.0, Iowa,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.677506327629089,Barack Obama,Tom Harkin,Male,White,50-59,Democrat,Moderate,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Strongly support,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The economy,Not so good,Very worried,No,Can bring about needed change,A minor factor,Protestant,Before that,Only John McCain,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Support,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Rural,Small Cities/Rural,1.0,East,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,52326.0
4470940.0, Iowa,13.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.603952825069427,Barack Obama,Tom Harkin,Female,White,40-44,Democrat,,"Under $15,000",High school graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Omit,"No, I was not contacted",Only Barack Obama,Somewhat disapprove,The war in Iraq,Poor,Very worried,No,Cares about people like me,Not a factor at all,None,Before that,Only John McCain,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Omit,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,None,Yes,All others,All others,All others,Rural,Small Cities/Rural,1.0,East,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,52326.0
4422208.0, Iowa,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.698970317840576,Barack Obama,Tom Harkin,Male,White,,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Both of them,Somewhat oppose,"Yes, for both Obama and McCain",Neither of them,Somewhat disapprove,The economy,Not so good,Very worried,No,Can bring about needed change,A minor factor,Catholic,Sometime in September,Both of them,Disapprove,Non black male,White men,White male,White male,,,,,,,,,,Oppose,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does,John McCain did,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Factor,Catholic,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,Catholic,Yes,White Born-again/Evangelical Christians,All others,All others,Rural,Small Cities/Rural,1.0,East,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,52326.0
