ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSOK08,SENOK08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,ISSUE08,NECWORRY,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4463057.0,Oklahoma,32.0,State questionnaire,Version 1,Call 3,Not complete,Election day exit poll,0.379811614751816,John McCain,Andrew Rice,Female,Other,50-59,Democrat,,,College graduate,,,,,Very worried,Just today,,Non black female,All other races,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,All other,Other,College graduate,More than High school graduate,Non white college degree,,,,,Worried,Democrat,Non black Democrat,All other,All others,American Indian,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,,Rural,Small Cities/Rural,3.0,West,South,Extremely Low Density Rural,Rural,Rural,Downscale,74864.0
4463686.0,Oklahoma,32.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.151104345917702,Other,Andrew Rice,Male,White,40-44,Democrat,Conservative,"$75,000-$99,999",High school graduate,No,Somewhat disapprove,No,The economy,Somewhat worried,Earlier in October,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Rural,Small Cities/Rural,3.0,West,South,Extremely Low Density Rural,Rural,Rural,Downscale,74864.0
4462928.0,Oklahoma,32.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.308089464902878,Did not vote,Jim Inhofe,Female,White,50-59,Democrat,Conservative,"$75,000-$99,999",High school graduate,No,Strongly disapprove,Yes,The economy,Very worried,Earlier in October,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Sometime last week or earlier,Earlier in October,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,3.0,West,South,Extremely Low Density Rural,Rural,Rural,Downscale,74864.0
4462916.0,Oklahoma,80.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.607352435588837,Barack Obama,Jim Inhofe,Female,White,45-49,Democrat,Conservative,"$30,000-$49,999",Some college or associate degree,No,Somewhat disapprove,No,The economy,Somewhat worried,Just today,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Yes,All others,Suburbs,Suburbs,1.0,Tulsa area,South,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,74429.0
4462848.0,Oklahoma,53.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.29045569896698,Barack Obama,Jim Inhofe,Male,White,50-59,Democrat,Moderate,"$100,000-$149,999",Some college or associate degree,No,Somewhat disapprove,Yes,The war in Iraq,Somewhat worried,Just today,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,2.0,East,South,Extremely Low Density Rural,Rural,Rural,Downscale,74501.0
4462718.0,Oklahoma,53.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.29045569896698,Barack Obama,Jim Inhofe,Male,White,50-59,Independent,Conservative,"$200,000 or more",College graduate,No,Somewhat approve,No,The economy,Very worried,Sometime last week,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,All others,"Cities 10,000-50,000",Small Cities/Rural,2.0,East,South,Extremely Low Density Rural,Rural,Rural,Downscale,74501.0
4463005.0,Oklahoma,27.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.33402025699615,Barack Obama,Jim Inhofe,Female,White,30-39,Republican,Conservative,"$150,000-$199,999",Postgraduate study,No,Somewhat disapprove,Yes,Energy policy,Very worried,Earlier in October,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Earlier in October,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,3.0,West,South,Low Density Rural,Rural,Rural,Upscale,73750.0
4462505.0,Oklahoma,64.0,State questionnaire,Version 1,Call 3,Not complete,Election day exit poll,0.54012405872345,Barack Obama,Jim Inhofe,Female,Black,45-49,Democrat,,,High school graduate,No,,,,Somewhat worried,Sometime last week,,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,High school graduate or less,Non white no college degree,,,,,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,,,"Cities 50,000-500,000","Cities over 50,000",1.0,Tulsa area,South,Suburb,Urban,Urban Core,Very downscale,74110.0
4462338.0,Oklahoma,5.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.99153459072113,Barack Obama,Jim Inhofe,Male,White,65-74,Independent,Liberal,"$30,000-$49,999",High school graduate,No,Strongly disapprove,Yes,Energy policy,Very worried,Earlier in October,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,3.0,West,South,Low Density Rural,Rural,Rural,Very downscale,73029.0
4462257.0,Oklahoma,5.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.47969841957092,Barack Obama,Jim Inhofe,Male,White,18-24,Democrat,Moderate,"$50,000-$74,999",High school graduate,No,Somewhat approve,Yes,The economy,Somewhat worried,Sometime last week,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,3.0,West,South,Low Density Rural,Rural,Rural,Very downscale,73029.0
4461787.0,Oklahoma,37.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.87414163351059,Barack Obama,Jim Inhofe,Female,White,18-24,,Moderate,,Did not complete high school,No,Strongly disapprove,No,Health care,Not too worried,In the last three days,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,,,,,Not worried,,,,,White,White non born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,All others,"Cities 10,000-50,000",Small Cities/Rural,2.0,East,South,Low Density Rural,Rural,Rural,Upscale,74403.0
4461786.0,Oklahoma,37.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.87414163351059,Barack Obama,Jim Inhofe,Female,White,18-24,,Moderate,,Did not complete high school,No,Strongly disapprove,No,Health care,Not too worried,In the last three days,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,,,,,Not worried,,,,,White,White non born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,All others,"Cities 10,000-50,000",Small Cities/Rural,2.0,East,South,Low Density Rural,Rural,Rural,Upscale,74403.0
4461685.0,Oklahoma,59.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.651945233345032,Barack Obama,Jim Inhofe,Male,White,18-24,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Yes,The war in Iraq,Very worried,Earlier in October,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Tulsa area,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,74053.0
4461615.0,Oklahoma,21.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.673676729202271,Barack Obama,Jim Inhofe,Male,White,18-24,Democrat,Moderate,"$75,000-$99,999",High school graduate,No,,No,The economy,,Sometime in September,,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Suburbs,Suburbs,3.0,Tulsa area,South,Suburb,70s Suburbs,Urban Perimeter,Downscale,74066.0
4461505.0,Oklahoma,43.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.810560584068298,Barack Obama,Jim Inhofe,Female,White,45-49,Democrat,Liberal,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,The war in Iraq,Somewhat worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities over 500,000","Cities over 50,000",5.0,Oklahoma City area,South,Suburb,Urban,Urban Core,Very upscale,73131.0
4463569.0,Oklahoma,32.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.324052661657333,Barack Obama,Jim Inhofe,Female,White,40-44,Republican,Moderate,"$50,000-$74,999",College graduate,No,Somewhat disapprove,No,The economy,Very worried,Sometime in September,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Rural,Small Cities/Rural,3.0,West,South,Extremely Low Density Rural,Rural,Rural,Downscale,74864.0
4463543.0,Oklahoma,27.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.07330191135406,Barack Obama,Jim Inhofe,Female,Black,30-39,Republican,Conservative,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,Yes,The economy,Very worried,In the last three days,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Republican,Black non Democrat,All Republicans,All others,Black,All others,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,Rural,Small Cities/Rural,3.0,West,South,Low Density Rural,Rural,Rural,Upscale,73750.0
4463542.0,Oklahoma,27.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.07330191135406,Barack Obama,Jim Inhofe,Female,Black,30-39,Republican,Conservative,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,Yes,The economy,Very worried,In the last three days,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Republican,Black non Democrat,All Republicans,All others,Black,All others,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,Rural,Small Cities/Rural,3.0,West,South,Low Density Rural,Rural,Rural,Upscale,73750.0
4463276.0,Oklahoma,64.0,State questionnaire,Version 1,Call 3,Not complete,Election day exit poll,0.662632882595062,Barack Obama,Jim Inhofe,Male,Hispanic/Latino,18-24,Democrat,,,Did not complete high school,,,,,Somewhat worried,Earlier in October,,Non black male,Latino men,Non white male,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,Latino 18-29,Latino 18-29,No college degree,High school graduate or less,Non white no college degree,,,,,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,"Cities 50,000-500,000","Cities over 50,000",1.0,Tulsa area,South,Suburb,Urban,Urban Core,Very downscale,74110.0
4463274.0,Oklahoma,64.0,State questionnaire,Version 1,Call 3,Not complete,Election day exit poll,0.662632882595062,Barack Obama,Jim Inhofe,Male,Hispanic/Latino,18-24,Democrat,,,Did not complete high school,,,,,Somewhat worried,Earlier in October,,Non black male,Latino men,Non white male,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,Latino 18-29,Latino 18-29,No college degree,High school graduate or less,Non white no college degree,,,,,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,"Cities 50,000-500,000","Cities over 50,000",1.0,Tulsa area,South,Suburb,Urban,Urban Core,Very downscale,74110.0
4461301.0,Oklahoma,16.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.783541917800903,Barack Obama,Jim Inhofe,Female,White,50-59,Independent,Moderate,"$30,000-$49,999",Postgraduate study,No,Somewhat disapprove,No,The war in Iraq,Somewhat worried,Earlier in October,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Suburbs,Suburbs,4.0,Oklahoma City area,South,Suburb,60s Suburbs,Urban Perimeter,Upscale,73069.0
4465452.0,Oklahoma,75.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.597395837306976,Barack Obama,Jim Inhofe,Female,White,50-59,Democrat,Moderate,"$75,000-$99,999",Postgraduate study,No,Somewhat disapprove,Yes,The economy,Somewhat worried,Sometime in September,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Tulsa area,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,74033.0
4465451.0,Oklahoma,75.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.597395837306976,Barack Obama,Jim Inhofe,Female,White,50-59,Democrat,Moderate,"$75,000-$99,999",Postgraduate study,No,Somewhat disapprove,Yes,The economy,Somewhat worried,Sometime in September,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Tulsa area,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,74033.0
4463023.0,Oklahoma,64.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.717878997325897,John McCain,Jim Inhofe,Male,White,50-59,Independent,Moderate,"$30,000-$49,999",High school graduate,No,Somewhat approve,Yes,The economy,Very worried,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",1.0,Tulsa area,South,Suburb,Urban,Urban Core,Very downscale,74110.0
4463017.0,Oklahoma,80.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.631133675575256,John McCain,Jim Inhofe,Female,White,45-49,Republican,Moderate,"$50,000-$74,999",High school graduate,No,Somewhat disapprove,Yes,Terrorism,Very worried,In the last three days,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Tulsa area,South,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,74429.0
4461171.0,Oklahoma,37.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.51269161701202,John McCain,Jim Inhofe,Female,White,30-39,Republican,Conservative,"$30,000-$49,999",College graduate,No,Somewhat approve,Yes,The economy,Somewhat worried,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,2.0,East,South,Low Density Rural,Rural,Rural,Upscale,74403.0
4462987.0,Oklahoma,32.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.350693762302399,John McCain,Jim Inhofe,Female,White,30-39,Republican,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly approve,Yes,The war in Iraq,Not too worried,Sometime in September,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,3.0,West,South,Extremely Low Density Rural,Rural,Rural,Downscale,74864.0
4463412.0,Oklahoma,27.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.38476860523224,John McCain,Jim Inhofe,Female,White,18-24,Republican,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,The war in Iraq,Very worried,Sometime in September,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,3.0,West,South,Low Density Rural,Rural,Rural,Upscale,73750.0
4461618.0,Oklahoma,37.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.3436633348465,John McCain,Jim Inhofe,Female,,30-39,Independent,Conservative,"$30,000-$49,999",Some college or associate degree,No,Strongly approve,Yes,The economy,Very worried,Before that,Approve,,,,,30-44,30-59,18-44,30-44,30-39,18-64,,,,No college degree,More than High school graduate,,Less than 100k,Less than 50k,Less than 50 thousand,,Worried,Independent/Something else,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,All others,"Cities 10,000-50,000",Small Cities/Rural,2.0,East,South,Low Density Rural,Rural,Rural,Upscale,74403.0
4462960.0,Oklahoma,16.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.10647213459015,John McCain,Jim Inhofe,Female,Other,30-39,Republican,,,Some college or associate degree,No,Omit,,Terrorism,Somewhat worried,Before that,Omit,Non black female,All other races,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,All other,Other,No college degree,More than High school graduate,Non white no college degree,,,,,Worried,Republican,Non black non Democrat,All Republicans,All others,American Indian,,Sometime last week or earlier,Before that,In the last month or before that,,All others,Suburbs,Suburbs,4.0,Oklahoma City area,South,Suburb,60s Suburbs,Urban Perimeter,Upscale,73069.0
4462955.0,Oklahoma,27.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.38476860523224,John McCain,Jim Inhofe,Female,White,18-24,Republican,Conservative,"$15,000-$29,999",Some college or associate degree,No,Somewhat approve,Yes,The economy,Somewhat worried,Before that,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,3.0,West,South,Low Density Rural,Rural,Rural,Upscale,73750.0
4462943.0,Oklahoma,59.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.610774576663971,John McCain,Jim Inhofe,Female,White,50-59,Republican,Conservative,"$50,000-$74,999",High school graduate,No,Somewhat disapprove,Yes,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Tulsa area,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,74053.0
4463345.0,Oklahoma,48.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,0.720747292041779,John McCain,Jim Inhofe,Female,Other,40-44,Republican,Moderate,"$75,000-$99,999",High school graduate,No,,,,,,,Non black female,All other races,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,All other,Other,No college degree,High school graduate or less,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,,Republican,Non black non Democrat,All Republicans,All others,American Indian,,,,,No,,"Cities over 500,000","Cities over 50,000",5.0,Oklahoma City area,South,Suburb,Urban,Urban Core,Very upscale,73135.0
4462904.0,Oklahoma,11.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.53543066978455,John McCain,Jim Inhofe,Male,White,30-39,Independent,Conservative,"$150,000-$199,999",Postgraduate study,No,Somewhat disapprove,No,Energy policy,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,4.0,Oklahoma City area,South,Suburb,70s Suburbs,Urban Perimeter,Upscale,73160.0
4462866.0,Oklahoma,32.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.350693762302399,John McCain,Jim Inhofe,Female,White,50-59,Republican,Conservative,"$30,000-$49,999",High school graduate,No,Strongly disapprove,Yes,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,3.0,West,South,Extremely Low Density Rural,Rural,Rural,Downscale,74864.0
4462857.0,Oklahoma,21.0,National questionnaire,Version 4,Call 3,Complete,Election day exit poll,0.631133675575256,John McCain,Jim Inhofe,Female,White,50-59,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,,Yes,,,Before that,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Tulsa area,South,Suburb,70s Suburbs,Urban Perimeter,Downscale,74066.0
