ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSHI08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,FAVOBAM,ISSUE08,NECWORRY,NEWVOTER,QLT08,RACEISS4,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,FAVOBAM2,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEHI,RACEBRN,RACEISSA,RACEISSB,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4473151.0,Hawaii,12.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.0935572385788,Barack Obama,Female,Asian,50-59,Democrat,Liberal,,Postgraduate study,,Strongly disapprove,No,Strongly favorable,Omit,Very worried,No,Shares my values,Not a factor at all,Before that,Disapprove,Non black female,All other races,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,All other,Other,Favorable,College graduate,More than High school graduate,Non white college degree,,,,,Worried,Democrat,Non black Democrat,All other,All others,Asian,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,,All others,Suburbs,Suburbs,1.0,Honolulu Couty,West,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96822.0
4473128.0,Hawaii,12.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.14978694915771,Barack Obama,Male,Asian,50-59,Democrat,Liberal,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,No,Strongly favorable,The war in Iraq,Somewhat worried,No,Shares my values,A minor factor,Before that,Disapprove,Non black male,All other races,Non white male,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,All other,Other,Favorable,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Worried,Democrat,Non black Democrat,All other,All others,Asian,All others,Not important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Honolulu Couty,West,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96822.0
4473110.0,Hawaii,12.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.0935572385788,Barack Obama,Female,White,50-59,Democrat,Moderate,"$75,000-$99,999",College graduate,No,Somewhat disapprove,No,Strongly favorable,The economy,Very worried,No,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Favorable,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Honolulu Couty,West,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96822.0
4473098.0,Hawaii,12.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.06902861595154,Barack Obama,Male,Other,18-24,Something else,Liberal,"$75,000-$99,999",College graduate,No,Somewhat disapprove,No,Somewhat favorable,The economy,Very worried,No,Omit,Not a factor at all,Before that,Disapprove,Non black male,All other races,Non white male,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,All other,Other,Favorable,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Independent/Something else,Non black non Democrat,All other,All others,Native Hawaiian,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Honolulu Couty,West,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96822.0
4473076.0,Hawaii,12.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.14978694915771,Barack Obama,Male,Asian,45-49,Something else,Moderate,"$150,000-$199,999",College graduate,No,Somewhat disapprove,No,Somewhat favorable,The economy,Somewhat worried,No,Has the right experience,Not a factor at all,In the last three days,Disapprove,Non black male,All other races,Non white male,Non white,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,All other,Other,Favorable,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Worried,Independent/Something else,Non black non Democrat,All other,All others,Asian,All others,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,Suburbs,Suburbs,1.0,Honolulu Couty,West,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96822.0
4473064.0,Hawaii,12.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.06902861595154,Barack Obama,Male,White,18-24,Democrat,Liberal,"$15,000-$29,999",College graduate,No,Somewhat disapprove,No,Strongly favorable,The war in Iraq,Somewhat worried,No,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Favorable,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Honolulu Couty,West,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96822.0
4473044.0,Hawaii,12.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.0935572385788,Barack Obama,Female,White,30-39,Democrat,Liberal,"$150,000-$199,999",Postgraduate study,No,Strongly disapprove,No,Strongly favorable,The war in Iraq,Somewhat worried,No,Shares my values,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Favorable,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Honolulu Couty,West,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96822.0
4473012.0,Hawaii,12.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.36006760597229,Barack Obama,Male,White,75 or over,Democrat,Liberal,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,No,Strongly favorable,The war in Iraq,Somewhat worried,No,Shares my values,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Favorable,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Honolulu Couty,West,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96822.0
4472960.0,Hawaii,12.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.853370130062103,Barack Obama,Female,Black,45-49,Independent,Moderate,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,No,Strongly favorable,Health care,Somewhat worried,No,Shares my values,Not a factor at all,Before that,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,Favorable,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Honolulu Couty,West,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96822.0
4472938.0,Hawaii,12.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.36006760597229,Barack Obama,Male,White,60-64,Democrat,Moderate,"$15,000-$29,999",Postgraduate study,No,Somewhat approve,Yes,Somewhat favorable,The economy,Very worried,No,Cares about people like me,Not a factor at all,Earlier in October,Approve,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Favorable,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Honolulu Couty,West,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96822.0
4472904.0,Hawaii,12.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.06902861595154,Barack Obama,Male,Asian,25-29,Democrat,Liberal,"$15,000-$29,999",College graduate,No,Strongly disapprove,No,Strongly favorable,The economy,Very worried,Yes,Can bring about needed change,A minor factor,Before that,Disapprove,Non black male,All other races,Non white male,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,All other,Other,Favorable,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Non black Democrat,All other,All others,Asian,All others,Not important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Honolulu Couty,West,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96822.0
4473303.0,Hawaii,12.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.881353914737701,John McCain,Female,White,30-39,Independent,Moderate,"$75,000-$99,999",Postgraduate study,No,Somewhat approve,No,Somewhat favorable,Health care,Somewhat worried,No,Has the right experience,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Favorable,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Honolulu Couty,West,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96822.0
4473270.0,Hawaii,12.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.926672279834747,John McCain,Male,Asian,45-49,Republican,Conservative,"$150,000-$199,999",Some college or associate degree,No,Somewhat disapprove,Yes,Strongly favorable,The economy,Somewhat worried,No,Shares my values,Not a factor at all,Just today,Disapprove,Non black male,All other races,Non white male,Non white,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,All other,Other,Favorable,No college degree,More than High school graduate,Non white no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Worried,Republican,Non black non Democrat,All Republicans,All others,Asian,All others,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,Suburbs,Suburbs,1.0,Honolulu Couty,West,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96822.0
4473024.0,Hawaii,12.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.881353914737701,John McCain,Female,Asian,40-44,Republican,Conservative,"$100,000-$149,999",College graduate,No,Somewhat approve,Yes,Strongly unfavorable,The economy,Somewhat worried,No,Shares my values,Not a factor at all,Earlier in October,Approve,Non black female,All other races,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,All other,Other,Unfavorable,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Worried,Republican,Non black non Democrat,All Republicans,All others,Asian,All others,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Honolulu Couty,West,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96822.0
4472996.0,Hawaii,12.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.881353914737701,John McCain,Female,Asian,45-49,Republican,Conservative,"$50,000-$74,999",Postgraduate study,No,Strongly approve,Yes,Strongly unfavorable,The economy,Somewhat worried,No,Shares my values,Not a factor at all,Before that,Approve,Non black female,All other races,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,All other,Other,Unfavorable,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Republican,Non black non Democrat,All Republicans,All others,Asian,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Honolulu Couty,West,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96822.0
4473241.0,Hawaii,12.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.881353914737701,John McCain,Female,White,50-59,Republican,Moderate,"$100,000-$149,999",College graduate,No,Somewhat approve,No,Strongly unfavorable,The economy,Very worried,No,Has the right experience,One of several important factors,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Unfavorable,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Honolulu Couty,West,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96822.0
4472924.0,Hawaii,12.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.819449603557587,John McCain,Female,Asian,18-24,Republican,Moderate,"$200,000 or more",College graduate,No,Somewhat disapprove,No,Somewhat favorable,The economy,Very worried,Yes,Shares my values,Not a factor at all,Sometime last week,Disapprove,Non black female,All other races,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,All other,Other,Favorable,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Worried,Republican,Non black non Democrat,All Republicans,All others,Asian,All others,Not important,Not a factor,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,All others,Suburbs,Suburbs,1.0,Honolulu Couty,West,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96822.0
4473261.0,Hawaii,6.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.0777028799057,Barack Obama,Male,White,30-39,Independent,Liberal,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,Somewhat favorable,Health care,Somewhat worried,No,Omit,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Favorable,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Low Density Rural,Rural,Rural,Downscale,96740.0
4473251.0,Hawaii,6.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.0777028799057,Barack Obama,Male,Other,30-39,Democrat,Moderate,"$75,000-$99,999",Some college or associate degree,No,Strongly disapprove,No,Strongly favorable,The economy,Somewhat worried,No,Cares about people like me,The single most important factor,Before that,Disapprove,Non black male,All other races,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,All other,Other,Favorable,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Non black Democrat,All other,All others,Native Hawaiian,All others,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Low Density Rural,Rural,Rural,Downscale,96740.0
4473236.0,Hawaii,6.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.02499842643738,Barack Obama,Female,White,45-49,Democrat,Liberal,"$15,000-$29,999",,No,Strongly disapprove,Yes,Somewhat favorable,The economy,Very worried,Yes,Omit,Not a factor at all,Earlier in October,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Favorable,,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Low Density Rural,Rural,Rural,Downscale,96740.0
4473226.0,Hawaii,6.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.27480030059814,Barack Obama,Male,Hispanic/Latino,65-74,Independent,Moderate,"$15,000-$29,999",High school graduate,Yes,Somewhat disapprove,No,Strongly favorable,Energy policy,Very worried,No,Omit,One of several important factors,Before that,Disapprove,Non black male,Latino men,Non white male,Non white,65+,60+,45+,60+,65+,65+,Non black 60+,Latino 60+,Latino 65+,Favorable,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Independent/Something else,Non black non Democrat,Latino Independents,All others,Native Hawaiian,All others,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Low Density Rural,Rural,Rural,Downscale,96740.0
4473210.0,Hawaii,6.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.0777028799057,Barack Obama,Male,Other,50-59,Republican,Moderate,"$75,000-$99,999",Some college or associate degree,No,Strongly disapprove,No,Somewhat favorable,The economy,Very worried,No,Can bring about needed change,One of several important factors,Before that,Disapprove,Non black male,All other races,Non white male,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,All other,Other,Favorable,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Republican,Non black non Democrat,All Republicans,All others,Native Hawaiian,All others,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Low Density Rural,Rural,Rural,Downscale,96740.0
4473200.0,Hawaii,6.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.02499842643738,Barack Obama,Female,Other,30-39,Republican,Moderate,"$100,000-$149,999",College graduate,No,Somewhat disapprove,No,Strongly favorable,The economy,Very worried,No,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,All other races,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,All other,Other,Favorable,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Worried,Republican,Non black non Democrat,All Republicans,All others,Native Hawaiian,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Low Density Rural,Rural,Rural,Downscale,96740.0
4473190.0,Hawaii,6.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.0777028799057,Barack Obama,Male,White,50-59,Republican,Conservative,,Some college or associate degree,No,Strongly disapprove,No,Somewhat favorable,The economy,Very worried,No,Cares about people like me,Not a factor at all,Just today,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Favorable,No college degree,More than High school graduate,White no college degree,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Low Density Rural,Rural,Rural,Downscale,96740.0
4473177.0,Hawaii,6.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.0777028799057,Barack Obama,Male,Asian,45-49,Something else,Moderate,"$50,000-$74,999",College graduate,No,Somewhat approve,Yes,Strongly favorable,Health care,Very worried,No,Can bring about needed change,Not a factor at all,Before that,Approve,Non black male,All other races,Non white male,Non white,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,All other,Other,Favorable,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Independent/Something else,Non black non Democrat,All other,All others,Asian,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Low Density Rural,Rural,Rural,Downscale,96740.0
4473169.0,Hawaii,6.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.953004896640778,Barack Obama,Female,White,18-24,Democrat,Liberal,"$30,000-$49,999",College graduate,No,Strongly disapprove,No,Somewhat favorable,Health care,Very worried,No,Shares my values,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Favorable,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Low Density Rural,Rural,Rural,Downscale,96740.0
4473157.0,Hawaii,6.0,State questionnaire,Version 1,Call 3,Not complete,Election day exit poll,1.21245682239532,Barack Obama,Female,Asian,65-74,Democrat,,,Postgraduate study,No,,Yes,,,Somewhat worried,,Can bring about needed change,,Before that,,Non black female,All other races,Non white female,Non white,65+,60+,45+,60+,65+,65+,Non black 60+,All other,Other,,College graduate,More than High school graduate,Non white college degree,,,,,Worried,Democrat,Non black Democrat,All other,All others,Asian,All others,,,Sometime last week or earlier,Before that,In the last month or before that,,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Low Density Rural,Rural,Rural,Downscale,96740.0
4473148.0,Hawaii,6.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.02499842643738,Barack Obama,Female,White,50-59,Democrat,Liberal,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,Strongly favorable,Energy policy,Somewhat worried,No,Shares my values,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Favorable,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Low Density Rural,Rural,Rural,Downscale,96740.0
4473138.0,Hawaii,6.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.27480030059814,Barack Obama,Male,White,60-64,Independent,Moderate,"$75,000-$99,999",Some college or associate degree,No,Strongly disapprove,No,Strongly favorable,Energy policy,Very worried,No,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Favorable,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Low Density Rural,Rural,Rural,Downscale,96740.0
4473127.0,Hawaii,6.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.0777028799057,Barack Obama,Male,Other,50-59,Democrat,Moderate,"$100,000-$149,999",College graduate,No,Strongly disapprove,No,Strongly favorable,The economy,Not too worried,No,Cares about people like me,Not a factor at all,Before that,Disapprove,Non black male,All other races,Non white male,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,All other,Other,Favorable,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Not worried,Democrat,Non black Democrat,All other,All others,Other,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Low Density Rural,Rural,Rural,Downscale,96740.0
4473116.0,Hawaii,6.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.0777028799057,Barack Obama,Male,White,30-39,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,Somewhat disapprove,No,Strongly favorable,The war in Iraq,Very worried,No,Can bring about needed change,Not a factor at all,Earlier in October,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Favorable,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Low Density Rural,Rural,Rural,Downscale,96740.0
4473107.0,Hawaii,6.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.02499842643738,Barack Obama,Female,Asian,30-39,Democrat,Moderate,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,Strongly favorable,Health care,Somewhat worried,No,Omit,A minor factor,Before that,Disapprove,Non black female,All other races,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,All other,Other,Favorable,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Non black Democrat,All other,All others,Asian,All others,Not important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Low Density Rural,Rural,Rural,Downscale,96740.0
4473097.0,Hawaii,6.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.02499842643738,Barack Obama,Female,Other,50-59,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Yes,Strongly favorable,Omit,Omit,No,Cares about people like me,Not a factor at all,Before that,Disapprove,Non black female,All other races,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,All other,Other,Favorable,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Omit,Democrat,Non black Democrat,All other,All others,Other,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Low Density Rural,Rural,Rural,Downscale,96740.0
