ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSKY08,SENKY08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BAILOUT,BRNAGAIN,HILLPSPRT,ISSUE08,NEC,NECWORRY,NEWVOTER,QLT08,RACEISS4,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BAILOUT2,EDUCCOLL,EDUCHS,EDUCWHITE,HILLDEM,INC100K,INC50K,INCOME3,INCWHITE,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4422263.0,Kentucky,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.747943460941315,John McCain,Did not vote,Female,White,50-59,Republican,Conservative,"$15,000-$29,999",High school graduate,No,Strongly approve,Omit,Yes,Another candidate,Health care,Not so good,Very worried,No,Omit,The single most important factor,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Omit,No college degree,High school graduate or less,White no college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,2.0,North,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,40165.0
4422337.0,Kentucky,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.72241222858429,Other,Did not vote,Female,White,65-74,Republican,Conservative,"$15,000-$29,999",Some college or associate degree,No,Somewhat disapprove,Omit,Yes,Did not care who won,Health care,Not so good,Very worried,No,Omit,Not a factor at all,Just today,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Omit,No college degree,More than High school graduate,White no college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,2.0,North,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,40165.0
4404094.0,Kentucky,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.847971081733704,Barack Obama,Bruce Lunsford,Female,White,50-59,Democrat,Moderate,"$75,000-$99,999",College graduate,No,Strongly disapprove,Strongly oppose,No,Hillary Clinton,The war in Iraq,Poor,Very worried,No,Cares about people like me,The single most important factor,Earlier in October,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Oppose,College graduate,More than High school graduate,White college degree,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Suburbs,Suburbs,2.0,North,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,40165.0
4404093.0,Kentucky,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.847971081733704,Barack Obama,Bruce Lunsford,Female,White,50-59,Democrat,Moderate,"$75,000-$99,999",College graduate,No,Strongly disapprove,Strongly oppose,No,Hillary Clinton,The war in Iraq,Poor,Very worried,No,Cares about people like me,The single most important factor,Earlier in October,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Oppose,College graduate,More than High school graduate,White college degree,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Suburbs,Suburbs,2.0,North,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,40165.0
4404004.0,Kentucky,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.894573986530304,Barack Obama,Bruce Lunsford,Female,Asian,18-24,Democrat,Liberal,"$75,000-$99,999",High school graduate,No,Strongly disapprove,Somewhat oppose,No,Hillary Clinton,The economy,Not so good,Somewhat worried,Yes,Can bring about needed change,A minor factor,Before that,Disapprove,Non black female,All other races,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,All other,Other,Oppose,No college degree,High school graduate or less,Non white no college degree,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Not so good/Poor,Worried,Democrat,Non black Democrat,All other,All others,Asian,All others,Not important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,2.0,North,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,40165.0
4422570.0,Kentucky,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.13407182693481,Barack Obama,Bruce Lunsford,Male,White,60-64,Democrat,Moderate,"$15,000-$29,999",Some college or associate degree,,Strongly disapprove,Strongly oppose,No,Another candidate,The economy,Poor,Very worried,No,Can bring about needed change,A minor factor,Earlier in October,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Oppose,No college degree,More than High school graduate,White no college degree,Democrats for another candidate,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Factor,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,All others,Suburbs,Suburbs,2.0,North,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,40165.0
4403905.0,Kentucky,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.03635442256927,Barack Obama,Bruce Lunsford,Male,White,18-24,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,,Strongly disapprove,Strongly oppose,No,Barack Obama,The economy,Excellent,Very worried,No,Cares about people like me,Not a factor at all,Earlier in October,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Oppose,No college degree,More than High school graduate,White no college degree,Democrats for Obama,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Excellent/Good,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Suburbs,Suburbs,2.0,North,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,40165.0
4422518.0,Kentucky,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.847971081733704,Barack Obama,Bruce Lunsford,Female,White,45-49,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Strongly oppose,Yes,Hillary Clinton,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Earlier in October,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Oppose,No college degree,More than High school graduate,White no college degree,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,2.0,North,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,40165.0
4403819.0,Kentucky,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.847971081733704,Barack Obama,Bruce Lunsford,Female,White,50-59,Democrat,,"$50,000-$74,999",Some college or associate degree,No,Somewhat disapprove,Strongly oppose,No,Hillary Clinton,The economy,Not so good,Very worried,No,Can bring about needed change,Not a factor at all,Earlier in October,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Oppose,No college degree,More than High school graduate,White no college degree,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Suburbs,Suburbs,2.0,North,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,40165.0
4422464.0,Kentucky,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.13407182693481,Barack Obama,Bruce Lunsford,Male,White,60-64,Democrat,Moderate,"$15,000-$29,999",High school graduate,,Strongly disapprove,Strongly oppose,,Hillary Clinton,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Earlier in October,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Oppose,No college degree,High school graduate or less,White no college degree,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,All others,Suburbs,Suburbs,2.0,North,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,40165.0
4403756.0,Kentucky,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.97892302274704,Barack Obama,Bruce Lunsford,Female,White,65-74,Democrat,Moderate,"$30,000-$49,999",Did not complete high school,No,Strongly disapprove,Somewhat oppose,No,Hillary Clinton,The war in Iraq,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Oppose,No college degree,High school graduate or less,White no college degree,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Suburbs,Suburbs,2.0,North,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,40165.0
4422398.0,Kentucky,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.982365489006042,Barack Obama,Bruce Lunsford,Male,White,50-59,Republican,Moderate,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,Somewhat oppose,No,Hillary Clinton,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Oppose,College graduate,More than High school graduate,White college degree,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,2.0,North,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,40165.0
4403682.0,Kentucky,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.03635442256927,Barack Obama,Bruce Lunsford,Male,White,25-29,Democrat,Moderate,"$50,000-$74,999",High school graduate,No,Strongly disapprove,Somewhat oppose,No,Hillary Clinton,The economy,Poor,Very worried,No,Cares about people like me,One of several important factors,Sometime in September,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,Oppose,No college degree,High school graduate or less,White no college degree,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Suburbs,Suburbs,2.0,North,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,40165.0
4447772.0,Kentucky,13.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.982365489006042,Barack Obama,Bruce Lunsford,Male,White,30-39,Democrat,Moderate,"$100,000-$149,999",College graduate,No,Strongly disapprove,Somewhat oppose,Yes,Hillary Clinton,The economy,Not so good,Very worried,No,Can bring about needed change,A minor factor,In the last three days,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Oppose,College graduate,More than High school graduate,White college degree,Democrats for Clinton,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,2.0,North,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,40165.0
4447527.0,Kentucky,13.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.894573986530304,Barack Obama,Bruce Lunsford,Female,Asian,18-24,Democrat,Liberal,"Under $15,000",High school graduate,No,Strongly disapprove,Somewhat support,No,Barack Obama,Health care,Poor,Very worried,Yes,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,All other races,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,All other,Other,Support,No college degree,High school graduate or less,Non white no college degree,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,Worried,Democrat,Non black Democrat,All other,All others,Asian,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,2.0,North,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,40165.0
4447447.0,Kentucky,13.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.97892302274704,Barack Obama,Bruce Lunsford,Female,White,65-74,Independent,Liberal,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,Somewhat support,,Hillary Clinton,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Earlier in October,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Support,No college degree,More than High school graduate,White no college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Suburbs,Suburbs,2.0,North,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,40165.0
4447361.0,Kentucky,13.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.982365489006042,Barack Obama,Bruce Lunsford,Male,White,50-59,Democrat,Liberal,"$50,000-$74,999",High school graduate,No,Strongly disapprove,Strongly oppose,No,Hillary Clinton,The economy,Not so good,Very worried,No,Cares about people like me,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Oppose,No college degree,High school graduate or less,White no college degree,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,2.0,North,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,40165.0
4447773.0,Kentucky,13.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.982365489006042,Barack Obama,Bruce Lunsford,Male,White,30-39,Democrat,Moderate,"$100,000-$149,999",College graduate,No,Strongly disapprove,Somewhat oppose,Yes,Hillary Clinton,The economy,Not so good,Very worried,No,Can bring about needed change,A minor factor,In the last three days,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Oppose,College graduate,More than High school graduate,White college degree,Democrats for Clinton,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,2.0,North,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,40165.0
4447680.0,Kentucky,13.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.97892302274704,Barack Obama,Bruce Lunsford,Female,White,65-74,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Somewhat oppose,,Hillary Clinton,The economy,Poor,Very worried,No,Can bring about needed change,One of several important factors,Sometime in September,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Oppose,No college degree,More than High school graduate,White no college degree,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Important,Factor,Sometime last week or earlier,Sometime in September,In the last month or before that,Yes,All others,Suburbs,Suburbs,2.0,North,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,40165.0
4422628.0,Kentucky,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.05664587020874,John McCain,Bruce Lunsford,Female,White,18-24,Republican,Liberal,"$15,000-$29,999",High school graduate,No,Somewhat disapprove,Somewhat support,No,Barack Obama,The war in Iraq,Poor,Very worried,Yes,Has the right experience,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Support,No college degree,High school graduate or less,White no college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Suburbs,Suburbs,2.0,North,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,40165.0
4402880.0,Kentucky,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.15627658367157,John McCain,Bruce Lunsford,Female,White,60-64,Democrat,Moderate,,High school graduate,,Somewhat disapprove,Somewhat oppose,,Hillary Clinton,The economy,Not so good,Very worried,No,Has the right experience,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Oppose,No college degree,High school graduate or less,White no college degree,Democrats for Clinton,,,,,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,,All others,Suburbs,Suburbs,2.0,North,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,40165.0
4447184.0,Kentucky,13.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.16034269332886,John McCain,Bruce Lunsford,Male,White,50-59,Republican,Conservative,"$50,000-$74,999",College graduate,No,Somewhat approve,Somewhat oppose,Yes,Hillary Clinton,The economy,Poor,Very worried,No,Has the right experience,Not a factor at all,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Oppose,College graduate,More than High school graduate,White college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,2.0,North,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,40165.0
4402822.0,Kentucky,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.00159978866577,John McCain,Bruce Lunsford,Female,White,50-59,Independent,Moderate,"$100,000-$149,999",College graduate,No,Strongly approve,Strongly oppose,Yes,Hillary Clinton,The economy,Not so good,Somewhat worried,No,Has the right experience,A minor factor,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Oppose,College graduate,More than High school graduate,White college degree,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,2.0,North,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,40165.0
4447269.0,Kentucky,13.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.22411286830902,John McCain,Bruce Lunsford,Male,White,18-24,Independent,Conservative,"$75,000-$99,999",High school graduate,No,Strongly disapprove,Somewhat oppose,Yes,Did not care who won,The economy,Poor,Very worried,Yes,Shares my values,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Oppose,No college degree,High school graduate or less,White no college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,2.0,North,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,40165.0
4447604.0,Kentucky,13.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.97081196308136,Other,Bruce Lunsford,Male,White,50-59,Democrat,Moderate,"$50,000-$74,999",High school graduate,No,Strongly disapprove,Strongly oppose,Yes,Another candidate,The economy,Poor,Very worried,No,Cares about people like me,A minor factor,In the last three days,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Oppose,No college degree,High school graduate or less,White no college degree,Democrats for another candidate,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,2.0,North,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,40165.0
4446986.0,Kentucky,13.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.879000127315521,Barack Obama,Mitch McConnell,Male,White,40-44,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,Strongly disapprove,Somewhat oppose,No,Hillary Clinton,Omit,Poor,Very worried,Yes,Shares my values,The single most important factor,Sometime last week,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Oppose,No college degree,High school graduate or less,White no college degree,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,Yes,All others,Suburbs,Suburbs,2.0,North,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,40165.0
4447093.0,Kentucky,13.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.879000127315521,Barack Obama,Mitch McConnell,Male,White,40-44,Republican,Conservative,"$100,000-$149,999",College graduate,No,Strongly disapprove,Somewhat oppose,No,Hillary Clinton,The economy,Poor,Somewhat worried,No,Can bring about needed change,The single most important factor,Earlier in October,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Oppose,College graduate,More than High school graduate,White college degree,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Important,Factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Suburbs,Suburbs,2.0,North,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,40165.0
4446692.0,Kentucky,13.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.896210610866547,John McCain,Mitch McConnell,Female,White,50-59,Independent,Conservative,"$50,000-$74,999",College graduate,No,Somewhat approve,Somewhat support,Yes,Did not care who won,Terrorism,Not so good,Not too worried,No,Has the right experience,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Support,College graduate,More than High school graduate,White college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,2.0,North,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,40165.0
4423328.0,Kentucky,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.896210610866547,John McCain,Mitch McConnell,Female,White,50-59,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,Strongly oppose,Yes,Did not care who won,The war in Iraq,Good,Not too worried,No,Shares my values,A minor factor,Earlier in October,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Oppose,No college degree,More than High school graduate,White no college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Excellent/Good,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Factor,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,2.0,North,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,40165.0
4423253.0,Kentucky,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.896210610866547,John McCain,Mitch McConnell,Female,White,50-59,Republican,Conservative,"$75,000-$99,999",High school graduate,No,Somewhat approve,Somewhat support,Yes,Another candidate,Terrorism,Not so good,Somewhat worried,No,Has the right experience,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Support,No college degree,High school graduate or less,White no college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,2.0,North,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,40165.0
