ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSNJ08,SENNJ08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,ECONHARDSHIP,ISSUE08,NEC,NECWORRY,NEWVOTER,QLT08,RACEISS4,RELIGN8,TIME08,UNION4,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ECONHARDSHIP2,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,UNIONHH,UNIONMEM,UNIONVOT,WHITEREL,WHNCLINC,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4430362.0,New Jersey,94.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.896331965923309,John McCain,Dick Zimmer,Female,White,18-24,Something else,,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,A moderate hardship,The economy,Poor,Very worried,Yes,Can bring about needed change,Not a factor at all,Catholic,Before that,No one does,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,A hardship,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Catholic,No,Suburbs,Suburbs,11.0,Northwest,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,7869.0
4463013.0,New Jersey,37.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,2.2207977771759,John McCain,Dick Zimmer,Male,White,50-59,Independent,Moderate,"$75,000-$99,999",College graduate,No,Somewhat disapprove,No hardship at all,The economy,Not so good,Very worried,No,Can bring about needed change,Not a factor at all,Protestant,Sometime in September,No one does,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No hardship at all,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,No,No,No,Protestant/Other Christian,No,"Cities 50,000-500,000","Cities over 50,000",13.0,Northern Cities,East,High Density Urban,Urban,Urban Core,Very downscale,7105.0
4458343.0,New Jersey,101.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.945144891738892,John McCain,Dick Zimmer,Male,White,25-29,Republican,Moderate,"$150,000-$199,999",College graduate,No,Strongly approve,No hardship at all,Energy policy,Good,Not at all worried,No,Shares my values,One of several important factors,None,Before that,"Yes, someone else does",Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No hardship at all,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Excellent/Good,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Important,Factor,None,Sometime last week or earlier,Before that,In the last month or before that,Yes,"Member in household, but not voter",No,None,No,Suburbs,Suburbs,3.0,South,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,8753.0
4458338.0,New Jersey,62.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.40060603618622,John McCain,Dick Zimmer,Female,White,50-59,Democrat,Moderate,,Postgraduate study,No,Somewhat approve,A moderate hardship,The economy,Not so good,Very worried,No,Shares my values,Not a factor at all,Catholic,Earlier in October,"Yes, I do",Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,A hardship,College graduate,More than High school graduate,White college degree,,,,,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,I am,Yes,Catholic,,"Cities 50,000-500,000","Cities over 50,000",12.0,Central,East,High Density Urban,Urban,Urban Core,Very downscale,8618.0
4429483.0,New Jersey,94.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.15675377845764,John McCain,Dick Zimmer,Male,White,45-49,Republican,Moderate,"$150,000-$199,999",Some college or associate degree,No,Somewhat disapprove,A moderate hardship,The economy,Poor,Very worried,No,Can bring about needed change,A minor factor,Catholic,Earlier in October,"Yes, I do",Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,A hardship,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Factor,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,I am,Yes,Catholic,No,Suburbs,Suburbs,11.0,Northwest,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,7869.0
4459434.0,New Jersey,2.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.03232288360596,John McCain,Dick Zimmer,Female,White,50-59,Republican,Conservative,"$100,000-$149,999",College graduate,No,Strongly disapprove,A moderate hardship,Terrorism,Not so good,Somewhat worried,No,Can bring about needed change,Not a factor at all,Protestant,Earlier in October,"Yes, I do and someone else does",Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,A hardship,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,I am,Yes,Protestant/Other Christian,No,Suburbs,Suburbs,2.0,South,East,Suburb,60s Suburbs,Urban Perimeter,Downscale,8244.0
4460639.0,New Jersey,2.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.13144195079803,John McCain,Dick Zimmer,Male,Asian,30-39,Republican,Conservative,"$75,000-$99,999",Some college or associate degree,No,Somewhat disapprove,A moderate hardship,The economy,Not so good,Not too worried,No,Has the right experience,A minor factor,None,Earlier in October,"Yes, someone else does",Disapprove,Non black male,All other races,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,All other,Other,A hardship,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,All others,Asian,Not important,Factor,None,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,"Member in household, but not voter",No,Non-white,No,Suburbs,Suburbs,2.0,South,East,Suburb,60s Suburbs,Urban Perimeter,Downscale,8244.0
4427976.0,New Jersey,94.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.05541729927063,John McCain,Dick Zimmer,Female,White,50-59,Democrat,Moderate,"$100,000-$149,999",Postgraduate study,No,Somewhat approve,A moderate hardship,The economy,Not so good,Very worried,No,Shares my values,Not a factor at all,Catholic,Before that,No one does,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,A hardship,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Catholic,No,Suburbs,Suburbs,11.0,Northwest,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,7869.0
4456591.0,New Jersey,70.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.491108924150467,John McCain,Dick Zimmer,Female,Asian,45-49,Independent,Conservative,,Some college or associate degree,No,Somewhat disapprove,No hardship at all,The economy,Not so good,Somewhat worried,No,Has the right experience,A minor factor,Protestant,Just today,No one does,Disapprove,Non black female,All other races,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,All other,Other,No hardship at all,No college degree,More than High school graduate,Non white no college degree,,,,,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,All other,All others,Asian,Not important,Factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,No,No,Non-white,,"Cities 50,000-500,000","Cities over 50,000",7.0,Central,East,High Density Urban,Urban,Urban Core,Very upscale,8820.0
4458257.0,New Jersey,125.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,1.07648146152496,John McCain,Dick Zimmer,Female,White,60-64,Republican,Conservative,"$100,000-$149,999",Postgraduate study,No,,,,,,,,,,,,,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,,,,,,,,No,Suburbs,Suburbs,5.0,Northwest,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,7823.0
4460585.0,New Jersey,95.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.802510559558868,John McCain,Dick Zimmer,Male,,45-49,Independent,Liberal,"$50,000-$74,999",Postgraduate study,,Somewhat approve,A moderate hardship,The economy,Good,Not too worried,No,Can bring about needed change,Not a factor at all,Catholic,Just today,"Yes, someone else does",Approve,,,,,45-65,30-59,45+,45-59,40-49,18-64,,,,A hardship,College graduate,More than High school graduate,,Less than 100k,50k or more,50 to 100 thousand,,Excellent/Good,Not worried,Independent/Something else,,,,,Not important,Not a factor,Catholic,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Yes,"Member in household, but not voter",No,,,Suburbs,Suburbs,11.0,Northwest,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7866.0
4455911.0,New Jersey,68.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.53508603572845,John McCain,Dick Zimmer,Male,White,45-49,Independent,Conservative,"$100,000-$149,999",Postgraduate study,No,Somewhat disapprove,A moderate hardship,The economy,Poor,Very worried,No,Shares my values,Not a factor at all,Other Christian,Sometime in September,No one does,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,A hardship,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,No,No,No,Protestant/Other Christian,No,Suburbs,Suburbs,12.0,Central,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,8816.0
4456547.0,New Jersey,68.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.40060603618622,John McCain,Dick Zimmer,Female,White,40-44,Democrat,Moderate,"$200,000 or more",Postgraduate study,No,Strongly disapprove,A moderate hardship,The war in Iraq,Not so good,Very worried,No,Has the right experience,Not a factor at all,Catholic,Sometime last week,No one does,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,A hardship,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Catholic,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,No,No,Catholic,No,Suburbs,Suburbs,12.0,Central,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,8816.0
4460534.0,New Jersey,112.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.32476198673248,John McCain,Dick Zimmer,Female,White,30-39,Republican,Moderate,"$100,000-$149,999",College graduate,No,Somewhat approve,A moderate hardship,The economy,Not so good,Very worried,No,Has the right experience,Not a factor at all,Catholic,Before that,"Yes, someone else does",Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,A hardship,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Yes,"Member in household, but not voter",No,Catholic,No,Suburbs,Suburbs,5.0,Bergen/Passaic Counties,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7465.0
4458162.0,New Jersey,57.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,2.30621290206909,John McCain,Dick Zimmer,Male,White,30-39,Independent,Moderate,"$50,000-$74,999",College graduate,No,Somewhat approve,A moderate hardship,Energy policy,Not so good,Very worried,No,Shares my values,The single most important factor,Protestant,Before that,"Yes, I do",Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,A hardship,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Yes,I am,Yes,Protestant/Other Christian,No,Suburbs,Suburbs,9.0,Northern Cities,East,Suburb,60s Suburbs,Urban Perimeter,Upscale,7094.0
4430165.0,New Jersey,94.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.15675377845764,John McCain,Dick Zimmer,Male,White,30-39,Republican,Moderate,"$150,000-$199,999",Postgraduate study,No,Somewhat disapprove,No hardship at all,The economy,Not so good,Not too worried,No,Has the right experience,Not a factor at all,Protestant,Before that,No one does,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No hardship at all,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Protestant/Other Christian,No,Suburbs,Suburbs,11.0,Northwest,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,7869.0
4458099.0,New Jersey,102.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.09989416599274,John McCain,Dick Zimmer,Male,White,50-59,Independent,Moderate,"$75,000-$99,999",High school graduate,No,Strongly approve,A moderate hardship,The war in Iraq,Not so good,Very worried,No,Has the right experience,One of several important factors,Catholic,Earlier in October,No one does,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,A hardship,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Important,Factor,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,No,No,No,Catholic,No,Suburbs,Suburbs,4.0,South,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,8759.0
4458034.0,New Jersey,71.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.03613710403442,John McCain,Dick Zimmer,Male,White,40-44,Republican,Moderate,"$75,000-$99,999",High school graduate,No,Somewhat approve,A moderate hardship,The economy,Poor,Somewhat worried,No,Has the right experience,Not a factor at all,Catholic,Before that,"Yes, I do",Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,A hardship,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Yes,I am,Yes,Catholic,No,Suburbs,Suburbs,12.0,Central,East,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,8831.0
4456344.0,New Jersey,60.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.94108784198761,John McCain,Dick Zimmer,Male,White,50-59,Independent,Conservative,"$200,000 or more",College graduate,No,Somewhat approve,A moderate hardship,The economy,Not so good,Somewhat worried,No,Shares my values,A minor factor,Catholic,Sometime in September,No one does,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,A hardship,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Factor,Catholic,Sometime last week or earlier,Sometime in September,In the last month or before that,No,No,No,Catholic,No,Suburbs,Suburbs,7.0,Northwest,East,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,8822.0
4455645.0,New Jersey,31.0,National questionnaire,Version 4,Call 3,Complete,Election day exit poll,1.03232288360596,John McCain,Dick Zimmer,Female,White,40-44,Republican,Conservative,"$150,000-$199,999",High school graduate,No,,,,,,,,,Other Christian,Before that,No one does,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Protestant/Other Christian,No,"Cities 10,000-50,000",Small Cities/Rural,2.0,South,East,Suburb,Rural,Rural,Very downscale,8332.0
4458534.0,New Jersey,62.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.14941227436066,John McCain,Dick Zimmer,Male,,25-29,Independent,Moderate,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,No hardship at all,The economy,Poor,Very worried,No,Has the right experience,Not a factor at all,Other Christian,Earlier in October,No one does,Disapprove,,,,,18-29,18-29,18-44,18-29,25-29,18-64,,,,No hardship at all,College graduate,More than High school graduate,,Less than 100k,50k or more,50 to 100 thousand,,Not so good/Poor,Worried,Independent/Something else,,,,,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,No,No,No,,,"Cities 50,000-500,000","Cities over 50,000",12.0,Central,East,High Density Urban,Urban,Urban Core,Very downscale,8618.0
4457913.0,New Jersey,27.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.47579383850098,John McCain,Dick Zimmer,Male,White,30-39,Republican,Conservative,"$75,000-$99,999",College graduate,No,Somewhat approve,No hardship at all,Energy policy,Good,Not at all worried,No,Has the right experience,Not a factor at all,Protestant,Before that,No one does,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No hardship at all,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Excellent/Good,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Protestant/Other Christian,No,Suburbs,Suburbs,1.0,South,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,8021.0
4458470.0,New Jersey,98.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.850463569164276,John McCain,Dick Zimmer,Female,White,40-44,Republican,Conservative,"$50,000-$74,999",College graduate,No,Strongly disapprove,,The economy,Poor,Very worried,No,Has the right experience,Not a factor at all,,In the last three days,,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Not a factor,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,,,,No,Suburbs,Suburbs,11.0,Northwest,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7876.0
4457862.0,New Jersey,102.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.09989416599274,John McCain,Dick Zimmer,Male,White,30-39,Republican,Moderate,"$100,000-$149,999",College graduate,No,Somewhat disapprove,A moderate hardship,The economy,Not so good,Very worried,No,Has the right experience,Not a factor at all,Catholic,Before that,"Yes, I do",Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,A hardship,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Yes,I am,Yes,Catholic,No,Suburbs,Suburbs,4.0,South,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,8759.0
4456793.0,New Jersey,68.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.40060603618622,John McCain,Dick Zimmer,Female,Hispanic/Latino,40-44,Republican,Moderate,"$75,000-$99,999",High school graduate,Yes,Strongly approve,A moderate hardship,Terrorism,Not so good,Somewhat worried,No,Shares my values,Not a factor at all,Other Christian,Before that,No one does,Approve,Non black female,Latino women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,Latino 30-44,Latino 30-44,A hardship,No college degree,High school graduate or less,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,All others,White,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Non-white,No,Suburbs,Suburbs,12.0,Central,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,8816.0
4462482.0,New Jersey,37.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,2.2207977771759,John McCain,Dick Zimmer,Female,White,30-39,Democrat,Liberal,"$30,000-$49,999",College graduate,No,Somewhat disapprove,A moderate hardship,The war in Iraq,Poor,Very worried,No,Shares my values,A minor factor,Catholic,Before that,No one does,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,A hardship,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Catholic,No,"Cities 50,000-500,000","Cities over 50,000",13.0,Northern Cities,East,High Density Urban,Urban,Urban Core,Very downscale,7105.0
4428973.0,New Jersey,94.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.05541729927063,John McCain,Dick Zimmer,Female,White,40-44,Republican,Moderate,"$150,000-$199,999",College graduate,No,Somewhat approve,A moderate hardship,Omit,Not so good,Very worried,No,Omit,Not a factor at all,Jewish,Before that,No one does,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,A hardship,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Not a factor,Jewish,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Jewish,No,Suburbs,Suburbs,11.0,Northwest,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,7869.0
4469452.0,New Jersey,37.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.99580097198486,John McCain,Dick Zimmer,Female,Hispanic/Latino,25-29,Republican,Moderate,"$15,000-$29,999",High school graduate,Yes,Somewhat disapprove,A severe hardship,The economy,Poor,Somewhat worried,No,Has the right experience,The single most important factor,Catholic,Sometime in September,No one does,Disapprove,Non black female,Latino women,Non white female,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,Latino 18-29,Latino 18-29,A hardship,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,All others,White,Important,Factor,Catholic,Sometime last week or earlier,Sometime in September,In the last month or before that,No,No,No,Non-white,No,"Cities 50,000-500,000","Cities over 50,000",13.0,Northern Cities,East,High Density Urban,Urban,Urban Core,Very downscale,7105.0
4457772.0,New Jersey,85.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.61201822757721,John McCain,Dick Zimmer,Female,White,45-49,Republican,Moderate,"$200,000 or more",Postgraduate study,No,Strongly approve,A moderate hardship,The economy,Not so good,Very worried,No,Has the right experience,A minor factor,Catholic,Before that,No one does,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,A hardship,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Catholic,No,Suburbs,Suburbs,12.0,Central,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7738.0
4457762.0,New Jersey,68.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.53508603572845,John McCain,Dick Zimmer,Male,White,50-59,Republican,Conservative,,College graduate,No,Somewhat approve,No hardship at all,The economy,Good,Not too worried,No,Shares my values,One of several important factors,Something else,Before that,"Yes, someone else does",Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No hardship at all,College graduate,More than High school graduate,White college degree,,,,,Excellent/Good,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Important,Factor,Something else,Sometime last week or earlier,Before that,In the last month or before that,Yes,"Member in household, but not voter",No,Something else,,Suburbs,Suburbs,12.0,Central,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,8816.0
4457752.0,New Jersey,102.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.27945947647095,John McCain,Dick Zimmer,Female,White,60-64,Republican,Moderate,"$100,000-$149,999",College graduate,No,Somewhat disapprove,A moderate hardship,Energy policy,Poor,Very worried,No,Shares my values,Not a factor at all,Protestant,Earlier in October,No one does,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,A hardship,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,No,No,No,Protestant/Other Christian,No,Suburbs,Suburbs,4.0,South,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,8759.0
