ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESPA04,SENPA04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,ATTEND,EDUC,UNION4,GUNOWNER,MARRIED,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECPA,UNFR04G,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,ATTEND2,ATTREL,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNFRBUSH,UNFRKERY,UNIONHH,UNIONVOT,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1478162.0,Pennsylvania,38.0,State,1.0,Call 1,Complete,0.869657397270203,Kerry,Hoeffel,Male,White,18-24,Democrat,Moderate,No,"$75,000-$99,999",About the same,None,Never,High school graduate,"Yes, I do",No,No,Before that,For your candidate,Economy/Jobs,Is a strong leader,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Only John Kerry,Somewhat badly,Not so good,Only George W. Bush did,White male,18-29,18-24,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,Never,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Only George W. Bush did/Both candidates did,Only George W. Bush did/Neither candidate did,Someone in household is union member,Voter is union member,All others,White,Philly suburbs,Suburbs,Suburbs,8.0,19020.0
1537057.0,Pennsylvania,5.0,State,1.0,Call 3,Complete,2.10146236419678,Bush,Specter,Female,White,45-49,Republican,Moderate,No,,Better today,Protestant,A few times a month,College graduate,No one does,Yes,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,Both candidates did,White female,45-59,40-49,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only George W. Bush did/Both candidates did,Only John Kerry did/Both candidates did,No one in household is union member,Voter is not union member,Married women,White,Pittsburg area/West,Suburbs,Suburbs,18.0,15106.0
1502463.0,Pennsylvania,12.0,National,3.0,Call 2,Complete,0.733687877655029,Kerry,Hoeffel,Female,White,50-59,Democrat,Moderate,,"$30,000-$49,999",,Catholic,A few times a year,,,No,Yes,,For your candidate,,,,,,,,,,Both candidates did,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,,,,,,,,,,,Only George W. Bush did/Both candidates did,Only John Kerry did/Both candidates did,,,Married women,White,Pittsburg area/West,Suburbs,Suburbs,14.0,15235.0
1536488.0,Pennsylvania,94.0,State,1.0,Call 3,Complete,0.564863920211792,Kerry,Hoeffel,Male,Black,18-24,,,Yes,,About the same,Other Christian,A few times a month,High school graduate,No one does,Yes,No,Before that,For your candidate,Omit,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Not so good,Neither candidate did,Non-white male,18-29,18-24,18-64,,,,Protestant/Other Christian,All others,All others,Occasionally,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only John Kerry did/Neither candidate did,Only George W. Bush did/Neither candidate did,No one in household is union member,Voter is not union member,All others,Black,Central/Northern Tier,"City: 10,000 to 49,999",Small cities and Rural,9.0,15701.0
1526764.0,Pennsylvania,45.0,State,1.0,Call 3,Complete,0.444758176803589,Bush,Clymer,Female,White,40-44,Independent,Moderate,No,"$50,000-$74,999",Better today,Catholic,More than once a week,Some college/associate degree,No one does,Yes,Yes,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Only John Kerry did,White female,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Kerry did/Neither candidate did,Only John Kerry did/Both candidates did,No one in household is union member,Voter is not union member,Married women,White,Central/Northern Tier,Suburbs,Suburbs,3.0,16033.0
1507317.0,Pennsylvania,31.0,State,1.0,Call 2,Complete,2.54853534698486,Kerry,Hoeffel,Male,Black,50-59,Democrat,Liberal,No,"$30,000-$49,999",About the same,Protestant,A few times a year,Some college/associate degree,No one does,No,Yes,Before that,Against his opponent,Terrorism,Is honest and trustworthy,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,Only John Kerry did,Non-white male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Occasionally,Protestants/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only John Kerry did/Neither candidate did,Only John Kerry did/Both candidates did,No one in household is union member,Voter is not union member,All others,Black,Northeast,"City: 50,000 to 500,000","City over 50,000",6.0,19601.0
1487872.0,Pennsylvania,71.0,State,1.0,Call 1,Not complete,0.986088752746582,Kerry,Hoeffel,Male,White,50-59,,,,,,,,,,,,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,,,,,,Not so good,Both candidates did,White male,45-59,50-64,18-64,,,,,,All others,,,,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,,Only George W. Bush did/Both candidates did,Only John Kerry did/Both candidates did,,,All others,White,Central/Northern Tier,Suburbs,Suburbs,17.0,17036.0
1526759.0,Pennsylvania,19.0,National,3.0,Call 3,Complete,1.64237749576569,Bush,Specter,Female,White,60-64,Independent,Moderate,,"$15,000-$29,999",,Other Christian,A few times a year,,,No,No,,For your candidate,,,,,,,,,,Both candidates did,White female,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,All others,,,,,,,,,,,Only George W. Bush did/Both candidates did,Only John Kerry did/Both candidates did,,,All others,White,Pittsburg area/West,Suburbs,Suburbs,4.0,15144.0
1533005.0,Pennsylvania,23.0,National,4.0,Call 1,Not complete,1.58550226688385,Kerry,Hoeffel,Male,White,45-49,,,,,,,,,,,,Before that,,,,,,,Only John Kerry,Only John Kerry,,,,White male,45-59,40-49,18-64,,,,,,,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,,,,,All others,White,Pittsburg area/West,Suburbs,Suburbs,4.0,15001.0
1483007.0,Pennsylvania,124.0,State,1.0,Call 1,Complete,0.812875807285309,Kerry,Hoeffel,Male,White,65-74,Democrat,Moderate,No,"$15,000-$29,999",About the same,Catholic,A few times a month,Some college/associate degree,No one does,No,Yes,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Not so good,Both candidates did,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only George W. Bush did/Both candidates did,Only John Kerry did/Both candidates did,No one in household is union member,Voter is not union member,All others,White,Philly suburbs,Suburbs,Suburbs,8.0,19001.0
1526752.0,Pennsylvania,102.0,State,1.0,Call 3,Complete,0.767273783683777,Kerry,Hoeffel,Female,White,18-24,Democrat,Liberal,No,"$50,000-$74,999",About the same,Protestant,A few times a year,Some college/associate degree,No one does,Yes,No,Before that,For your candidate,Taxes,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Omit,Only John Kerry,Only John Kerry,Very badly,Good,Only George W. Bush did,White female,18-29,18-24,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only George W. Bush did/Both candidates did,Only George W. Bush did/Neither candidate did,No one in household is union member,Voter is not union member,All others,White,Central/Northern Tier,Suburbs,Suburbs,16.0,17547.0
1521888.0,Pennsylvania,144.0,State,1.0,Call 2,Complete,0.422351330518723,Kerry,,Female,White,30-39,Democrat,Liberal,No,"$50,000-$74,999",About the same,Something else,Once a week,College graduate,No one does,No,Yes,Before that,Omit,Moral values,Is intelligent,Strongly disapprove,Omit,Omit,Omit,Only John Kerry,Very badly,Omit,Omit,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,White Something else,All others,Weekly,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Omit,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Omit,Omit,Omit,Omit,No one in household is union member,Voter is not union member,Married women,White,Philadelphia,"City over 500,000","City over 50,000",2.0,19143.0
1527608.0,Pennsylvania,31.0,State,1.0,Call 3,Complete,1.2550187110900901,Kerry,Specter,Female,White,40-44,Republican,Conservative,No,"$75,000-$99,999",Worse today,Protestant,More than once a week,Postgraduate study,No one does,Yes,Yes,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Neither of them,Very badly,Not so good,Neither candidate did,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Kerry/Both,Only John Kerry did/Neither candidate did,Only George W. Bush did/Neither candidate did,No one in household is union member,Voter is not union member,Married women,White,Northeast,"City: 50,000 to 500,000","City over 50,000",6.0,19601.0
1478135.0,Pennsylvania,171.0,State,1.0,Call 1,Complete,1.29852199554443,Bush,Specter,Male,White,60-64,Republican,Moderate,No,"$15,000-$29,999",Better today,Protestant,A few times a year,Did not complete high school,"Yes, someone else does",Yes,No,Before that,For your candidate,Omit,Has strong religious faith,Strongly approve,Somewhat disapprove,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Both candidates did,White male,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only George W. Bush did/Both candidates did,Only John Kerry did/Both candidates did,Someone in household is union member,Voter is not union member,All others,White,Central/Northern Tier,Suburbs,Suburbs,19.0,17368.0
1497578.0,Pennsylvania,80.0,National,1.0,Call 1,Complete,1.23427832126617,Bush,Specter,Female,White,40-44,Republican,Moderate,No,"$150,000-$199,999",About the same,Catholic,Once a week,College graduate,No one does,,Yes,Before that,,Omit,Omit,Somewhat approve,Strongly approve,Safer from terrorism,,,Somewhat badly,,,White female,30-44,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,,,,,,,No one in household is union member,Voter is not union member,Married women,White,Philly suburbs,Suburbs,Suburbs,7.0,19008.0
1499323.0,Pennsylvania,12.0,National,1.0,Call 2,Complete,1.17505812644958,Bush,Hoeffel,Female,Hispanic/Latino,30-39,Republican,Moderate,,"$30,000-$49,999",About the same,Catholic,More than once a week,High school graduate,,,No,Before that,,Taxes,Has strong religious faith,Strongly approve,Strongly approve,Omit,,,Omit,,,Non-white female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Catholic,All others,All others,Weekly,Catholics/Weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Omit,,,,,,,,,All others,White,Pittsburg area/West,Suburbs,Suburbs,14.0,15235.0
1478128.0,Pennsylvania,45.0,State,1.0,Call 1,Complete,1.04480719566345,Bush,Specter,Male,White,30-39,Republican,Conservative,No,"$75,000-$99,999",About the same,Catholic,A few times a month,College graduate,No one does,Yes,Yes,Before that,Against his opponent,Moral values,Has clear stands on the issues,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Neither candidate did,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Kerry did/Neither candidate did,Only George W. Bush did/Neither candidate did,No one in household is union member,Voter is not union member,All others,White,Central/Northern Tier,Suburbs,Suburbs,3.0,16033.0
1507293.0,Pennsylvania,61.0,State,1.0,Call 2,Complete,0.856399357318878,Bush,Specter,Male,White,45-49,Independent,Moderate,No,"$30,000-$49,999",Worse today,Protestant,A few times a year,Some college/associate degree,"Yes, I do",Yes,Yes,Before that,For your candidate,Iraq,Has clear stands on the issues,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Both of them,Both of them,Very badly,Poor,Both candidates did,White male,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Only George W. Bush did/Both candidates did,Only John Kerry did/Both candidates did,Someone in household is union member,Voter is union member,All others,White,Central/Northern Tier,Rural,Small cities and Rural,5.0,15848.0
1526736.0,Pennsylvania,44.0,State,1.0,Call 3,Complete,0.849432766437531,Kerry,Hoeffel,Male,White,25-29,Democrat,Liberal,No,"$100,000-$149,999",Better today,Jewish,A few times a year,Postgraduate study,No one does,No,Yes,Before that,For your candidate,Moral values,Is intelligent,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Both of them,Only John Kerry,Very badly,Good,Both candidates did,White male,18-29,25-29,18-64,Democrat,"$50,000 or more","$100,000 or more",Jewish,White Jewish,All others,Occasionally,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Only George W. Bush did/Both candidates did,Only John Kerry did/Both candidates did,No one in household is union member,Voter is not union member,All others,White,Philly suburbs,Suburbs,Suburbs,8.0,19067.0
1536457.0,Pennsylvania,5.0,State,1.0,Call 3,Complete,1.46737575531006,Kerry,Hoeffel,Female,White,40-44,Democrat,Moderate,Yes,"$30,000-$49,999",About the same,Catholic,A few times a month,Some college/associate degree,"Yes, I do",No,No,Before that,For your candidate,Health care,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Both of them,Neither of them,Somewhat badly,Not so good,Both candidates did,White female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Kerry/Both,Only George W. Bush did/Both candidates did,Only John Kerry did/Both candidates did,Someone in household is union member,Voter is union member,All others,White,Pittsburg area/West,Suburbs,Suburbs,18.0,15106.0
1504028.0,Pennsylvania,123.0,State,1.0,Call 2,Complete,0.930265486240387,Bush,Specter,Female,White,40-44,Something Else,Conservative,No,"$50,000-$74,999",Worse today,Protestant,A few times a year,College graduate,No one does,Yes,Yes,During the last month,Against his opponent,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Neither of them,Somewhat well,Not so good,Both candidates did,White female,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,Protestants/Non-weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only George W. Bush did/Both candidates did,Only John Kerry did/Both candidates did,No one in household is union member,Voter is not union member,Married women,White,Northeast,Rural,Small cities and Rural,11.0,18322.0
1487841.0,Pennsylvania,71.0,State,1.0,Call 1,Complete,0.494175732135773,Bush,Clymer,Female,White,45-49,Republican,Moderate,No,"$150,000-$199,999",About the same,Protestant,Once a week,Postgraduate study,No one does,No,Yes,During the last month,For your candidate,Moral values,Will bring about needed change,Strongly approve,Somewhat approve,Safer from terrorism,Both of them,Neither of them,Somewhat well,Good,Only John Kerry did,White female,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,Protestants/Weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Kerry/Both,Only John Kerry did/Neither candidate did,Only John Kerry did/Both candidates did,No one in household is union member,Voter is not union member,Married women,White,Central/Northern Tier,Suburbs,Suburbs,17.0,17036.0
1482979.0,Pennsylvania,44.0,State,1.0,Call 1,Complete,1.78087055683136,Bush,Specter,Female,White,65-74,Republican,Moderate,No,"$75,000-$99,999",About the same,Protestant,Never,Postgraduate study,No one does,Yes,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Only John Kerry did,White female,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Never,Protestants/Non-weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Kerry did/Neither candidate did,Only John Kerry did/Both candidates did,No one in household is union member,Voter is not union member,Married women,White,Philly suburbs,Suburbs,Suburbs,8.0,19067.0
1500950.0,Pennsylvania,44.0,State,1.0,Call 2,Complete,1.37779903411865,Bush,Specter,Female,White,40-44,Republican,Conservative,No,,Better today,Catholic,Omit,Some college/associate degree,No one does,No,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Both candidates did,White female,30-44,40-49,18-64,Republican,,,Catholic,White Catholic,All others,Omit,Catholics/Non-weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only George W. Bush did/Both candidates did,Only John Kerry did/Both candidates did,No one in household is union member,Voter is not union member,Married women,White,Philly suburbs,Suburbs,Suburbs,8.0,19067.0
1536447.0,Pennsylvania,85.0,State,1.0,Call 3,Complete,0.448844343423843,Kerry,Hoeffel,Female,White,30-39,Independent,Moderate,No,"$15,000-$29,999",Better today,Something else,Never,High school graduate,No one does,Yes,Yes,In the last three days,Against his opponent,Terrorism,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat well,Good,Both candidates did,White female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,Never,All others,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Very/Somewhat well,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only George W. Bush did/Both candidates did,Only John Kerry did/Both candidates did,No one in household is union member,Voter is not union member,Married women,White,Pittsburg area/West,Suburbs,Suburbs,3.0,16407.0
1507280.0,Pennsylvania,94.0,State,1.0,Call 2,Complete,0.44945952296257,Kerry,Hoeffel,Male,White,18-24,Democrat,Moderate,Yes,"$15,000-$29,999",Worse today,Catholic,Once a week,Some college/associate degree,"Yes, someone else does",No,No,During the last month,Against his opponent,Omit,Omit,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Only John Kerry,Somewhat badly,Not so good,Both candidates did,White male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Only George W. Bush did/Both candidates did,Only John Kerry did/Both candidates did,Someone in household is union member,Voter is not union member,All others,White,Central/Northern Tier,"City: 10,000 to 49,999",Small cities and Rural,9.0,15701.0
1482974.0,Pennsylvania,131.0,National,4.0,Call 1,Complete,0.998658835887909,Kerry,Specter,Female,White,60-64,Democrat,Moderate,,,,,,Postgraduate study,No one does,,Yes,Before that,,,,,,,Omit,Omit,,,,White female,60 or over,50-64,18-64,Democrat,,,,,,,,College graduate,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Omit,Omit,Omit,Omit,,,No one in household is union member,Voter is not union member,Married women,White,Philly suburbs,Suburbs,Suburbs,13.0,19031.0
1531583.0,Pennsylvania,61.0,State,1.0,Call 3,Complete,0.815391600131989,Bush,Specter,Male,White,25-29,Republican,Conservative,No,"$50,000-$74,999",About the same,Catholic,Once a week,Postgraduate study,"Yes, I do",Yes,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Not so good,Only John Kerry did,White male,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Kerry did/Neither candidate did,Only John Kerry did/Both candidates did,Someone in household is union member,Voter is union member,All others,White,Central/Northern Tier,Rural,Small cities and Rural,5.0,15848.0
1526721.0,Pennsylvania,154.0,State,1.0,Call 3,Complete,0.674359798431396,Kerry,Hoeffel,Female,Black,45-49,Democrat,Moderate,No,,Better today,Other Christian,Never,Some college/associate degree,No one does,Yes,Yes,Before that,Against his opponent,Education,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Neither of them,Very badly,Not so good,Both candidates did,Non-white female,45-59,40-49,18-64,Democrat,,,Protestant/Other Christian,All others,All others,Never,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,Only George W. Bush did/Both candidates did,Only John Kerry did/Both candidates did,No one in household is union member,Voter is not union member,Married women,Black,Philadelphia,"City over 500,000","City over 50,000",1.0,19139.0
1531579.0,Pennsylvania,23.0,National,3.0,Call 1,Complete,1.41774833202362,Kerry,Specter,Male,White,50-59,Republican,Moderate,,"$50,000-$74,999",,Protestant,A few times a year,,,No,Yes,,Against his opponent,,,,,,,,,,Only George W. Bush did,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,,,,,,,,,,,Only George W. Bush did/Both candidates did,Only George W. Bush did/Neither candidate did,,,All others,White,Pittsburg area/West,Suburbs,Suburbs,4.0,15001.0
1478105.0,Pennsylvania,38.0,State,1.0,Call 1,Complete,1.41060376167297,Bush,Specter,Female,White,45-49,Republican,Conservative,No,"$100,000-$149,999",Better today,Catholic,A few times a month,Some college/associate degree,No one does,Yes,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Only John Kerry did,White female,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Kerry did/Neither candidate did,Only John Kerry did/Both candidates did,No one in household is union member,Voter is not union member,Married women,White,Philly suburbs,Suburbs,Suburbs,8.0,19020.0
1527570.0,Pennsylvania,71.0,State,1.0,Call 3,Complete,1.16089689731598,Bush,Specter,Male,White,50-59,Republican,Moderate,No,"$75,000-$99,999",About the same,Catholic,A few times a month,Some college/associate degree,"Yes, someone else does",Yes,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Neither of them,Somewhat badly,Not so good,Both candidates did,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only George W. Bush did/Both candidates did,Only John Kerry did/Both candidates did,Someone in household is union member,Voter is not union member,All others,White,Central/Northern Tier,Suburbs,Suburbs,17.0,17036.0
