ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,PRESIA04,SENIA04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,ATTEND,BRNAGAIN,EDUC,MARRIED,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,JOBSIT,STECIA,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,ATTEND2,ATTREL,RELGCONS,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1518500.0,Iowa,121.0,State,1.0,Call 2,Complete,Exit poll,0.717024207115173,Bush,Grassley,Male,White,50-59,Republican,Moderate,No,"$75,000-$99,999",Better today,Protestant,Once a week,Yes,College graduate,Yes,Before that,For your candidate,Terrorism,Cares about people like me,Somewhat approve,Somewhat approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Weekly,Protestants/Weekly,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Central,Suburbs,Suburbs,4.0,50047.0
1518501.0,Iowa,59.0,State,1.0,Call 2,Complete,Exit poll,0.633232176303864,Kerry,Grassley,Male,White,30-39,Independent,Moderate,No,"$50,000-$74,999",Better today,Protestant,A few times a year,No,Some college/associate degree,Yes,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Only George W. Bush,Only John Kerry,Somewhat badly,Worse today,Good,White male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,Protestants/Non-weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,All others,White,East,"City: 50,000 to 500,000","City over 50,000",2.0,52405.0
1518515.0,Iowa,36.0,State,1.0,Call 2,Complete,Exit poll,0.618883848190308,Kerry,Grassley,Female,White,30-39,Independent,Moderate,No,"$75,000-$99,999",About the same,Catholic,A few times a month,No,College graduate,Yes,During the last month,For your candidate,Economy/Jobs,Is a strong leader,Strongly approve,Strongly disapprove,Safer from terrorism,Both of them,Only John Kerry,Somewhat badly,Worse today,Good,White female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Married women,White,East,Rural,Small cities and Rural,4.0,50435.0
1518521.0,Iowa,124.0,State,1.0,Call 2,Complete,Exit poll,0.715328574180603,Bush,Grassley,Male,White,25-29,Independent,Conservative,No,"Under $15,000",About the same,None,Never,No,College graduate,Yes,Before that,For your candidate,Iraq,Is a strong leader,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Neither of them,Somewhat well,About the same,Poor,White male,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,All others,Never,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Central,"City: 10,000 to 49,999",Small cities and Rural,4.0,50501.0
1518528.0,Iowa,75.0,State,1.0,Call 2,Complete,Exit poll,0.931276857852936,Bush,Grassley,Female,White,60-64,Republican,Moderate,No,"$30,000-$49,999",About the same,Protestant,Once a week,Yes,High school graduate,Yes,During the last month,For your candidate,Moral values,Is honest and trustworthy,Somewhat approve,Somewhat approve,Safer from terrorism,Both of them,Both of them,Somewhat well,About the same,Not so good,White female,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Weekly,Protestants/Weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Married women,White,Central,Rural,Small cities and Rural,3.0,50150.0
1518529.0,Iowa,23.0,National,2.0,Call 2,Complete,Exit poll,1.13667249679565,Kerry,Small,Female,White,60-64,Something Else,Moderate,No,"$15,000-$29,999",Worse today,Protestant,Once a week,Yes,Did not complete high school,Yes,During the last month,,Health care,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,,,Somewhat badly,,,White female,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Weekly,Protestants/Weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,Married women,White,East,Rural,Small cities and Rural,1.0,52072.0
1518532.0,Iowa,37.0,State,1.0,Call 2,Complete,Exit poll,0.683890700340271,Kerry,Grassley,Male,White,30-39,Democrat,Moderate,No,"$75,000-$99,999",Worse today,Catholic,Once a week,No,Some college/associate degree,Yes,In the last three days,For your candidate,Health care,Is intelligent,Somewhat disapprove,Somewhat disapprove,Omit,Only John Kerry,Only John Kerry,Somewhat badly,About the same,Not so good,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Weekly,Catholics/Weekly,All others,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,East,Rural,Small cities and Rural,3.0,50642.0
1518536.0,Iowa,119.0,State,1.0,Call 2,Not complete,Exit poll,0.520291388034821,Kerry,Small,Female,White,75 or over,,,,,,,,,,,Before that,Against his opponent,Iraq,Has clear stands on the issues,Strongly disapprove,,,,,,,Poor,White female,60 or over,65 or over,65 or over,,,,,,All others,All others,,,All others,,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,,All others,White,West,Rural,Small cities and Rural,5.0,50840.0
1518546.0,Iowa,49.0,State,1.0,Call 2,Complete,Exit poll,0.50611674785614,Kerry,Grassley,Male,Black,50-59,Democrat,Moderate,No,"$50,000-$74,999",About the same,Protestant,A few times a year,No,Some college/associate degree,No,During the last month,For your candidate,Health care,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Not so good,Non-white male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Occasionally,Protestants/Non-weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,Black,East,"City: 50,000 to 500,000","City over 50,000",2.0,52240.0
1518547.0,Iowa,76.0,State,1.0,Call 2,Complete,Exit poll,1.36013650894165,Bush,Grassley,Male,White,60-64,Independent,Conservative,No,"Under $15,000",About the same,Protestant,Never,No,Some college/associate degree,No,Before that,Against his opponent,Terrorism,Is a strong leader,Somewhat disapprove,Somewhat approve,Safer from terrorism,Both of them,Both of them,Somewhat badly,Worse today,Good,White male,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Never,Protestants/Non-weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,All others,White,East,"City: 10,000 to 49,999",Small cities and Rural,2.0,52761.0
1518553.0,Iowa,59.0,State,1.0,Call 2,Not complete,Exit poll,0.732706606388092,Kerry,Small,Female,White,,,,,,,,,,,,Before that,For your candidate,Omit,Omit,Omit,,,,,,,Omit,White female,,,,,,,,,All others,All others,,,All others,,Omit,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,,All others,White,East,"City: 50,000 to 500,000","City over 50,000",2.0,52405.0
1518561.0,Iowa,121.0,State,1.0,Call 2,Complete,Exit poll,1.00891876220703,Bush,Grassley,Male,White,60-64,Republican,Conservative,No,"$100,000-$149,999",About the same,Other Christian,A few times a year,No,High school graduate,Yes,Before that,For your candidate,Taxes,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,About the same,Good,White male,60 or over,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Occasionally,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Central,Suburbs,Suburbs,4.0,50047.0
1518572.0,Iowa,36.0,State,1.0,Call 2,Complete,Exit poll,0.618883848190308,Kerry,Grassley,Female,White,50-59,Democrat,Moderate,No,"Under $15,000",Worse today,Protestant,Once a week,No,College graduate,Yes,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat approve,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Not so good,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,Protestants/Weekly,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Married women,White,East,Rural,Small cities and Rural,4.0,50435.0
1518581.0,Iowa,75.0,State,1.0,Call 2,Complete,Exit poll,0.717024207115173,Bush,Grassley,Male,White,30-39,Independent,Moderate,No,"$50,000-$74,999",About the same,Catholic,A few times a year,No,High school graduate,Yes,Just today,Against his opponent,Moral values,Is a strong leader,Somewhat approve,Strongly approve,Safer from terrorism,Neither of them,Neither of them,Somewhat badly,About the same,Good,White male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,All others,White,Central,Rural,Small cities and Rural,3.0,50150.0
1518594.0,Iowa,124.0,State,1.0,Call 2,Complete,Exit poll,0.839875519275665,Kerry,,Male,White,75 or over,Democrat,Moderate,No,"$15,000-$29,999",Worse today,Protestant,Once a week,,High school graduate,Yes,Before that,For your candidate,Health care,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Omit,Worse today,Poor,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,Protestants/Weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Omit,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,Central,"City: 10,000 to 49,999",Small cities and Rural,4.0,50501.0
1518597.0,Iowa,119.0,State,1.0,Call 2,Complete,Exit poll,0.36976370215416,Kerry,Small,Female,White,50-59,Independent,Moderate,No,"$15,000-$29,999",Worse today,Other Christian,A few times a year,Yes,Did not complete high school,Yes,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Not so good,White female,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Occasionally,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Married women,White,West,Rural,Small cities and Rural,5.0,50840.0
1518605.0,Iowa,76.0,State,1.0,Call 2,Complete,Exit poll,1.00143384933472,Bush,Grassley,Male,White,18-24,Republican,Moderate,Yes,"Under $15,000",Better today,Protestant,Never,No,High school graduate,No,During the last month,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Never,Protestants/Non-weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,East,"City: 10,000 to 49,999",Small cities and Rural,2.0,52761.0
1518612.0,Iowa,49.0,State,1.0,Call 2,Complete,Exit poll,0.727543294429779,Kerry,Grassley,Male,Hispanic/Latino,40-44,Independent,Liberal,No,"$15,000-$29,999",Worse today,Something else,Once a week,No,Some college/associate degree,No,In the last three days,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Neither of them,Very badly,Worse today,Good,Non-white male,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",Something else,All others,All others,All others,Weekly,All others,All others,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,All others,Hispanic/Latino,East,"City: 50,000 to 500,000","City over 50,000",2.0,52240.0
1518618.0,Iowa,121.0,State,1.0,Call 2,Complete,Exit poll,0.661845207214355,Bush,Grassley,Female,White,30-39,Independent,Moderate,No,"$50,000-$74,999",Better today,None,Never,No,Some college/associate degree,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,White female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,All others,Never,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,Central,Suburbs,Suburbs,4.0,50047.0
1518621.0,Iowa,23.0,National,2.0,Call 2,Complete,Exit poll,0.754586100578308,Bush,Grassley,Female,White,18-24,Republican,Moderate,Yes,"$15,000-$29,999",About the same,Other Christian,A few times a month,No,Some college/associate degree,Yes,During the last month,,Iraq,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,,,Somewhat badly,,,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,,,,,Married women,White,East,Rural,Small cities and Rural,1.0,52072.0
1518623.0,Iowa,103.0,State,1.0,Call 2,Complete,Exit poll,0.662567853927612,Kerry,Small,Male,White,25-29,Democrat,Liberal,No,"$15,000-$29,999",Worse today,None,Never,No,High school graduate,Yes,Before that,For your candidate,Iraq,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Good,White male,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,All others,Never,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,West,"City: 50,000 to 500,000","City over 50,000",5.0,51501.0
1518628.0,Iowa,36.0,State,1.0,Call 2,Complete,Exit poll,0.618883848190308,Kerry,Grassley,Female,White,45-49,Independent,Moderate,No,"$100,000-$149,999",About the same,Protestant,A few times a month,,Some college/associate degree,Yes,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Both of them,Both of them,Somewhat badly,Worse today,Not so good,White female,45-59,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,Protestants/Non-weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Married women,White,East,Rural,Small cities and Rural,4.0,50435.0
1518642.0,Iowa,75.0,State,1.0,Call 2,Complete,Exit poll,0.931276857852936,Bush,Grassley,Female,White,65-74,Democrat,Moderate,No,"Under $15,000",About the same,Protestant,More than once a week,Yes,Did not complete high school,No,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Good,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Weekly,Protestants/Weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Central,Rural,Small cities and Rural,3.0,50150.0
1518660.0,Iowa,124.0,State,1.0,Call 2,Complete,Exit poll,0.618378937244415,Kerry,Did not vote,Male,White,18-24,Independent,Liberal,Yes,,About the same,None,Never,No,High school graduate,No,Before that,Omit,Moral values,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,Only John Kerry,Both of them,Very badly,Worse today,Not so good,White male,18-29,18-24,18-64,Independent,,,None,White None,All others,All others,Never,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,Central,"City: 10,000 to 49,999",Small cities and Rural,4.0,50501.0
1518664.0,Iowa,49.0,State,1.0,Call 2,Complete,Exit poll,0.675716638565063,,Grassley,Male,White,18-24,Independent,Moderate,Yes,"$15,000-$29,999",About the same,Catholic,More than once a week,No,College graduate,No,In the last three days,Against his opponent,Iraq,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Good,White male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Weekly,Catholics/Weekly,All others,College graduate,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,East,"City: 50,000 to 500,000","City over 50,000",2.0,52240.0
1518670.0,Iowa,121.0,State,1.0,Call 2,Complete,Exit poll,0.717024207115173,Bush,Grassley,Male,White,30-39,Republican,Conservative,No,"$50,000-$74,999",Better today,Protestant,A few times a year,No,High school graduate,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Better today,Excellent,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Occasionally,Protestants/Non-weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Central,Suburbs,Suburbs,4.0,50047.0
1518678.0,Iowa,103.0,State,1.0,Call 2,Complete,Exit poll,0.714844465255737,Bush,Grassley,Female,White,50-59,Republican,Conservative,No,"$50,000-$74,999",Better today,Other Christian,Once a week,Yes,College graduate,Yes,Before that,For your candidate,Terrorism,Cares about people like me,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Better today,Excellent,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,All others,Religious conservatives,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,West,"City: 50,000 to 500,000","City over 50,000",5.0,51501.0
1518690.0,Iowa,36.0,State,1.0,Call 2,Complete,Exit poll,0.278171241283417,Nader,Grassley,Male,White,18-24,Independent,Moderate,Yes,"$15,000-$29,999",About the same,None,Never,No,Some college/associate degree,Yes,During the last month,Against his opponent,Terrorism,Omit,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Neither of them,Very badly,About the same,Good,White male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,All others,Never,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,All others,White,East,Rural,Small cities and Rural,4.0,50435.0
1518704.0,Iowa,75.0,State,1.0,Call 2,Complete,Exit poll,0.717024207115173,Bush,Grassley,Male,White,45-49,Republican,Liberal,No,"$15,000-$29,999",About the same,Other Christian,A few times a year,No,High school graduate,Yes,Before that,Against his opponent,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only John Kerry,Very well,About the same,Not so good,White male,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,All others,White,Central,Rural,Small cities and Rural,3.0,50150.0
1518707.0,Iowa,76.0,State,1.0,Call 2,Complete,Exit poll,0.966629683971405,Bush,Grassley,Male,White,30-39,Independent,Moderate,Yes,"$50,000-$74,999",Better today,Other Christian,A few times a year,No,Some college/associate degree,Yes,Before that,For your candidate,Terrorism,Has clear stands on the issues,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Good,White male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,East,"City: 10,000 to 49,999",Small cities and Rural,2.0,52761.0
1518715.0,Iowa,23.0,National,2.0,Call 2,Complete,Exit poll,0.728360950946808,Bush,Grassley,Female,White,30-39,Republican,Conservative,No,"$30,000-$49,999",About the same,Protestant,Once a week,No,Some college/associate degree,Yes,Just today,,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,,,Somewhat well,,,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Weekly,Protestants/Weekly,All others,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,,,,,Married women,White,East,Rural,Small cities and Rural,1.0,52072.0
1518721.0,Iowa,124.0,State,1.0,Call 2,Complete,Exit poll,0.836826264858246,Kerry,Small,Female,White,50-59,Democrat,Moderate,No,"$150,000-$199,999",Worse today,Protestant,Once a week,Yes,Postgraduate study,Yes,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Poor,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Weekly,Protestants/Weekly,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Married women,White,Central,"City: 10,000 to 49,999",Small cities and Rural,4.0,50501.0
1518729.0,Iowa,121.0,State,1.0,Call 2,Complete,Exit poll,0.717024207115173,Bush,Grassley,Male,White,40-44,Republican,Conservative,No,"$30,000-$49,999",Better today,Other Christian,More than once a week,Yes,Postgraduate study,Yes,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Better today,Excellent,White male,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,All others,Religious conservatives,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Central,Suburbs,Suburbs,4.0,50047.0
