ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESWV04,GOVWV04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,BRNAGAIN,EDUC,UNION4,GUNOWNER,MARRIED,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECWV,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1482840.0,West Virginia,25.0,State,1.0,Call 1,Complete,1.4814475774765,Kerry,Manchin,Male,White,75 or over,Democrat,Moderate,No,"$15,000-$29,999",Worse today,Protestant,Yes,Some college/associate degree,"Yes, I do",Yes,Yes,Before that,For your candidate,Economy/Jobs,Cares about people like me,Strongly approve,Somewhat approve,Less safe from terrorism,Both of them,Only John Kerry,Very badly,Not so good,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,White,Ohio River Region,Rural,Small cities and Rural,2.0,26164.0
1508599.0,West Virginia,66.0,State,1.0,Call 2,Complete,0.849803984165192,Kerry,Manchin,Male,White,18-24,Democrat,Moderate,No,"Under $15,000",About the same,Protestant,,Some college/associate degree,"Yes, I do and someone else does",Yes,Yes,Before that,Against his opponent,Terrorism,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,White male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,White,Southwest,"City: 10,000 to 49,999",Small cities and Rural,3.0,25801.0
1487697.0,West Virginia,71.0,State,1.0,Call 1,Complete,1.02426159381866,Bush,Warner,Female,White,45-49,Democrat,Moderate,No,"$30,000-$49,999",Better today,Other Christian,Yes,High school graduate,"Yes, I do",Yes,Yes,During the last month,For your candidate,Terrorism,Has strong religious faith,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,White female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,Married women,White,Charleston/Huntingon,Rural,Small cities and Rural,2.0,25286.0
1485027.0,West Virginia,58.0,State,1.0,Call 1,Complete,0.823128402233124,Bush,Warner,Female,White,30-39,Republican,Conservative,No,"$15,000-$29,999",About the same,Other Christian,Yes,College graduate,No one does,Yes,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Appalachian Highlands,Rural,Small cities and Rural,2.0,26802.0
1503879.0,West Virginia,32.0,State,1.0,Call 2,Complete,0.906886339187622,Kerry,Manchin,Female,White,50-59,Republican,Liberal,No,"$75,000-$99,999",About the same,Protestant,No,College graduate,No one does,Yes,Yes,Before that,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Safer from terrorism,Neither of them,Only John Kerry,Very badly,Not so good,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Charleston/Huntingon,Suburbs,Suburbs,2.0,25071.0
1507134.0,West Virginia,19.0,State,1.0,Call 2,Complete,1.11761903762817,Kerry,Warner,Male,White,65-74,Democrat,Moderate,No,"$75,000-$99,999",Worse today,Protestant,No,College graduate,No one does,Yes,Yes,Before that,Against his opponent,Iraq,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,White male,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Appalachian Highlands,Rural,Small cities and Rural,2.0,26836.0
1482828.0,West Virginia,5.0,State,1.0,Call 1,Complete,0.844794511795044,Bush,Manchin,Female,White,25-29,Democrat,Conservative,Yes,"$15,000-$29,999",About the same,Other Christian,Yes,College graduate,No one does,Yes,No,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Poor,White female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Monongahla River Valley,Rural,Small cities and Rural,2.0,26639.0
1487686.0,West Virginia,40.0,State,1.0,Call 1,Complete,0.73098224401474,Kerry,Manchin,Male,White,75 or over,Democrat,Moderate,No,"$30,000-$49,999",About the same,Something else,Yes,Did not complete high school,"Yes, I do",Yes,Yes,Before that,For your candidate,Omit,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Poor,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,White evangelicals,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,White,Southwest,Rural,Small cities and Rural,3.0,24826.0
1507127.0,West Virginia,48.0,State,1.0,Call 2,Complete,0.860377192497253,Kerry,Manchin,Male,White,65-74,Democrat,Moderate,No,"$75,000-$99,999",Worse today,Protestant,Yes,Postgraduate study,No one does,Yes,Yes,In the last three days,For your candidate,Economy/Jobs,Has clear stands on the issues,Somewhat disapprove,Somewhat approve,Safer from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Good,White male,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,College graduate,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Appalachian Highlands,Rural,Small cities and Rural,3.0,25971.0
1482819.0,West Virginia,23.0,State,1.0,Call 1,Complete,1.29183721542358,Bush,Warner,Male,White,50-59,Republican,Conservative,No,"$30,000-$49,999",Better today,Protestant,Yes,Postgraduate study,No one does,Yes,Yes,Before that,For your candidate,Omit,Is honest and trustworthy,Strongly approve,Strongly approve,Omit,Both of them,Both of them,Somewhat well,Good,White male,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Ohio River Region,Rural,Small cities and Rural,2.0,25271.0
1482817.0,West Virginia,48.0,State,1.0,Call 1,Complete,0.64170378446579,Kerry,Manchin,Male,White,30-39,Democrat,Moderate,No,"$30,000-$49,999",Better today,Other Christian,No,Some college/associate degree,"Yes, I do",Yes,No,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat approve,Safer from terrorism,Only John Kerry,Only John Kerry,Somewhat well,Not so good,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,White,Appalachian Highlands,Rural,Small cities and Rural,3.0,25971.0
1487677.0,West Virginia,24.0,State,1.0,Call 1,Complete,1.06324076652527,Bush,Manchin,Male,White,30-39,Something Else,Conservative,No,"$30,000-$49,999",Worse today,,No,High school graduate,No one does,Yes,Yes,Before that,For your candidate,Economy/Jobs,Cares about people like me,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,White male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",,,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Ohio River Region,Rural,Small cities and Rural,2.0,25271.0
1487674.0,West Virginia,54.0,State,1.0,Call 1,Complete,0.523387968540192,Kerry,Manchin,Male,White,45-49,Democrat,,Yes,"$30,000-$49,999",About the same,Other Christian,Yes,Did not complete high school,"Yes, someone else does",Yes,Yes,During the last month,For your candidate,Moral values,Has clear stands on the issues,Somewhat disapprove,Somewhat approve,Less safe from terrorism,Neither of them,Only John Kerry,Somewhat well,Not so good,White male,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,Someone in household is union member,Voter is not union member,All others,White,Southwest,Rural,Small cities and Rural,3.0,26651.0
1507117.0,West Virginia,66.0,State,1.0,Call 2,Complete,0.651719629764557,Bush,Warner,Female,White,18-24,Republican,Conservative,Yes,"$30,000-$49,999",About the same,Protestant,Yes,High school graduate,No one does,Yes,No,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Southwest,"City: 10,000 to 49,999",Small cities and Rural,3.0,25801.0
1507113.0,West Virginia,46.0,State,1.0,Call 1,Complete,1.6562972068786599,Bush,Manchin,Female,White,40-44,Republican,Moderate,No,"$50,000-$74,999",About the same,Protestant,Yes,Some college/associate degree,"Yes, someone else does",Yes,Yes,Just today,For your candidate,Iraq,Has strong religious faith,Somewhat approve,Strongly approve,Safer from terrorism,Both of them,Both of them,Somewhat well,Not so good,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is not union member,Married women,White,Ohio River Region,Rural,Small cities and Rural,2.0,25253.0
1487667.0,West Virginia,32.0,State,1.0,Call 1,Complete,0.750776290893555,Bush,Manchin,Female,White,18-24,Republican,Moderate,Yes,"$75,000-$99,999",About the same,Other Christian,No,Some college/associate degree,"Yes, someone else does",Yes,No,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,White female,18-29,18-24,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,All others,White,Charleston/Huntingon,Suburbs,Suburbs,2.0,25071.0
1482804.0,West Virginia,40.0,State,1.0,Call 1,Complete,0.584950804710388,Kerry,Warner,Male,White,60-64,Democrat,Moderate,No,"$30,000-$49,999",Worse today,Other Christian,No,Some college/associate degree,"Yes, I do",Yes,Yes,During the last month,For your candidate,Terrorism,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Only George W. Bush,Only John Kerry,Very badly,Poor,White male,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,All others,White,Southwest,Rural,Small cities and Rural,3.0,24826.0
1484996.0,West Virginia,24.0,State,1.0,Call 1,Complete,1.25644171237946,Bush,Warner,Female,White,50-59,Republican,Moderate,No,"$75,000-$99,999",Worse today,Protestant,Yes,Postgraduate study,"Yes, someone else does",Yes,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Somewhat disapprove,Safer from terrorism,Only George W. Bush,Neither of them,Somewhat badly,Not so good,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,Married women,White,Ohio River Region,Rural,Small cities and Rural,2.0,25271.0
1507107.0,West Virginia,52.0,State,1.0,Call 2,Complete,2.23433399200439,Bush,Manchin,Male,White,30-39,Republican,Moderate,No,"$75,000-$99,999",Better today,Catholic,No,College graduate,No one does,Yes,No,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Monongahla River Valley,"City: 10,000 to 49,999",Small cities and Rural,1.0,26505.0
1484991.0,West Virginia,22.0,State,1.0,Call 1,Complete,0.829877853393555,Bush,Manchin,Female,White,45-49,Democrat,Moderate,No,"$15,000-$29,999",About the same,Other Christian,Yes,Some college/associate degree,"Yes, I do",Yes,Yes,Before that,For your candidate,Terrorism,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,White female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,Married women,White,Monongahla River Valley,Rural,Small cities and Rural,1.0,26431.0
1487054.0,West Virginia,49.0,State,1.0,Call 1,Complete,0.976268529891968,Bush,Warner,Female,White,45-49,Republican,Moderate,No,"$30,000-$49,999",Better today,Protestant,Yes,Some college/associate degree,No one does,Yes,Yes,Before that,Against his opponent,Terrorism,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,White female,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Appalachian Highlands,Rural,Small cities and Rural,3.0,25922.0
1487656.0,West Virginia,56.0,State,1.0,Call 1,Complete,0.731846034526825,Bush,Warner,Female,White,25-29,Republican,Moderate,No,"$50,000-$74,999",Better today,Other Christian,No,Some college/associate degree,No one does,No,Yes,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,White female,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Ohio River Region,"City: 10,000 to 49,999",Small cities and Rural,1.0,26003.0
1507090.0,West Virginia,51.0,State,1.0,Call 2,Not complete,0.95822548866272,Kerry,Manchin,Female,White,25-29,,,,,,,,,,,,Just today,Against his opponent,Economy/Jobs,Will bring about needed change,Somewhat disapprove,,,,,,Not so good,White female,18-29,25-29,18-64,,,,,,All others,All others,,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,,,,,,,,,All others,White,Southwest,Rural,Small cities and Rural,3.0,25667.0
1526529.0,West Virginia,4.0,State,1.0,Call 3,Complete,3.85013675689697,Kerry,Manchin,Female,White,18-24,Democrat,Moderate,Yes,"$30,000-$49,999",Worse today,Other Christian,Yes,Some college/associate degree,No one does,Yes,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Not so good,White female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Southwest,Rural,Small cities and Rural,3.0,25181.0
1526525.0,West Virginia,67.0,State,1.0,Call 3,Complete,0.590278387069702,Bush,Warner,Female,White,50-59,Democrat,Conservative,No,"$30,000-$49,999",Better today,Protestant,Yes,Some college/associate degree,No one does,Yes,Yes,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Southwest,Rural,Small cities and Rural,3.0,25832.0
1482771.0,West Virginia,33.0,State,1.0,Call 1,Complete,0.494181871414185,Bush,Manchin,Female,White,25-29,Independent,Moderate,No,"$50,000-$74,999",About the same,Other Christian,No,Postgraduate study,"Yes, someone else does",No,Yes,In the last three days,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Both of them,Both of them,Somewhat well,Good,White female,18-29,25-29,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,College graduate,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is not union member,Married women,White,Charleston/Huntingon,"City: 50,000 to 500,000","City over 50,000",2.0,25302.0
1507075.0,West Virginia,76.0,State,1.0,Call 2,Complete,0.993578672409058,Kerry,Manchin,Female,White,45-49,Democrat,Moderate,No,"$15,000-$29,999",About the same,Other Christian,Yes,High school graduate,No one does,No,Yes,Just today,Omit,Omit,Omit,Somewhat approve,Somewhat disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Not so good,White female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Ohio River Region,Rural,Small cities and Rural,1.0,26186.0
1507074.0,West Virginia,14.0,State,1.0,Call 2,Complete,3.5263307094574,Kerry,Manchin,Female,White,75 or over,Democrat,Moderate,No,"Under $15,000",Better today,Protestant,Yes,High school graduate,"Yes, someone else does",No,No,Before that,For your candidate,Iraq,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Not so good,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,All others,White,Southwest,Rural,Small cities and Rural,3.0,25118.0
1507071.0,West Virginia,24.0,State,1.0,Call 2,Complete,1.24497008323669,Bush,Warner,Male,White,18-24,Republican,Conservative,No,"$30,000-$49,999",Better today,Other Christian,Yes,College graduate,"Yes, I do",Yes,No,Before that,Against his opponent,Iraq,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Excellent,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,All others,White,Ohio River Region,Rural,Small cities and Rural,2.0,25271.0
1482764.0,West Virginia,37.0,State,1.0,Call 1,Complete,1.67291021347046,Bush,Manchin,Male,White,60-64,Democrat,Moderate,No,"$15,000-$29,999",About the same,Protestant,No,Did not complete high school,"Yes, I do",Yes,Yes,During the last month,For your candidate,Moral values,Has strong religious faith,Somewhat approve,Somewhat approve,Less safe from terrorism,Both of them,Neither of them,Somewhat well,Not so good,White male,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,White,Southwest,Rural,Small cities and Rural,3.0,25524.0
1487624.0,West Virginia,76.0,State,1.0,Call 1,Complete,1.33216059207916,Kerry,Manchin,Female,White,60-64,Democrat,Conservative,No,,About the same,Protestant,Yes,Did not complete high school,No one does,No,No,Just today,For your candidate,Terrorism,Is a strong leader,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Poor,White female,60 or over,50-64,18-64,Democrat,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Ohio River Region,Rural,Small cities and Rural,1.0,26186.0
1508524.0,West Virginia,14.0,State,1.0,Call 2,Complete,2.18607521057129,Kerry,Manchin,Female,Black,50-59,Democrat,Moderate,No,"$50,000-$74,999",About the same,Something else,Yes,High school graduate,"Yes, I do",Yes,Yes,Before that,For your candidate,Economy/Jobs,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Non-white female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,All others,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,Married women,Black,Southwest,Rural,Small cities and Rural,3.0,25118.0
