ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESAK04,SENAK04,HOUAK04,BM2AK,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,VETVOTER,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,TRSTTERR,FMURKOW,LISAMURK,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,BUSH,TIME3D,TIMEWK,IRAQ2,BUSHTERR,KERRTERR,QRACEAK,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1541735.0,Alaska,18.0,State,1.0,Call 3,Complete,1.19903147220612,Bush,Murkowski,Young,No,Female,White,40-44,Republican,Conservative,"$75,000-$99,999",Better today,Protestant,Yes,Before that,For your candidate,Terrorism,Has clear stands on the issues,Somewhat approve,Somewhat approve,Only George W. Bush,Approve,Appropriate,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Anchorage,Suburbs,Suburbs,1.0,99577.0
1541737.0,Alaska,39.0,State,1.0,Call 3,Complete,0.704675793647766,Kerry,Knowles,Higgins,No,Male,Other,40-44,Democrat,Conservative,"Under $15,000",Worse today,Catholic,Yes,During the last month,For your candidate,Omit,Has clear stands on the issues,Somewhat disapprove,Somewhat disapprove,Both of them,Disapprove,Inappropriate,Non-white male,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,Alaska native,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99559.0
1541738.0,Alaska,14.0,State,1.0,Call 3,Complete,0.711036086082459,Bush,Murkowski,Young,Yes,Female,White,30-39,Republican,Moderate,"$75,000-$99,999",About the same,Catholic,No,Before that,Against his opponent,Moral values,Has clear stands on the issues,Somewhat approve,Somewhat approve,Only George W. Bush,Disapprove,Inappropriate,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Anchorage-Fairbanks Corridor,Rural,Small cities and Rural,1.0,99654.0
1541739.0,Alaska,18.0,State,1.0,Call 3,Complete,1.19903147220612,Bush,Murkowski,Young,No,Female,Hispanic/Latino,40-44,Republican,Conservative,"$75,000-$99,999",Better today,Protestant,Yes,Before that,For your candidate,Economy/Jobs,Is honest and trustworthy,Strongly approve,Strongly approve,Both of them,Disapprove,Inappropriate,Non-white female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,Hispanic/Latino,Anchorage,Suburbs,Suburbs,1.0,99577.0
1541740.0,Alaska,14.0,State,1.0,Call 3,Complete,0.529062569141388,Bush,Murkowski,Young,No,Male,White,50-59,Republican,Conservative,"$75,000-$99,999",Better today,None,Yes,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Strongly approve,Only George W. Bush,Approve,Appropriate,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",None,White None,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Anchorage-Fairbanks Corridor,Rural,Small cities and Rural,1.0,99654.0
1541741.0,Alaska,18.0,State,1.0,Call 3,Complete,0.617150604724884,Kerry,Murkowski,,Yes,Male,White,50-59,Independent,Moderate,"$100,000-$149,999",About the same,None,No,During the last month,For your candidate,Iraq,Is honest and trustworthy,Somewhat disapprove,Somewhat disapprove,Only John Kerry,Disapprove,Appropriate,White male,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Anchorage,Suburbs,Suburbs,1.0,99577.0
1541742.0,Alaska,14.0,State,1.0,Call 3,Complete,0.589779496192932,Bush,Murkowski,Young,No,Male,White,18-24,Republican,Conservative,"$75,000-$99,999",Better today,Other Christian,No,Before that,For your candidate,Terrorism,Has strong religious faith,Somewhat approve,Somewhat approve,Only George W. Bush,Approve,Appropriate,White male,18-29,18-24,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Anchorage-Fairbanks Corridor,Rural,Small cities and Rural,1.0,99654.0
1541743.0,Alaska,17.0,State,1.0,Call 3,Complete,0.361581265926361,Kerry,Knowles,,,Male,White,40-44,Independent,Liberal,"$50,000-$74,999",About the same,Something else,No,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Disapprove,Inappropriate,White male,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Something else,White Something else,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Anchorage,Rural,Small cities and Rural,1.0,99645.0
1541744.0,Alaska,18.0,State,1.0,Call 3,Complete,1.23198676109314,Bush,Murkowski,Young,No,Male,White,45-49,Republican,Conservative,"$50,000-$74,999",Omit,Protestant,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Approve,Appropriate,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Anchorage,Suburbs,Suburbs,1.0,99577.0
1541745.0,Alaska,17.0,State,1.0,Call 3,Complete,0.630747079849243,Kerry,,,Yes,Female,Other,18-24,Something Else,Moderate,"$15,000-$29,999",About the same,,No,Sometime last week,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Neither of them,Disapprove,Inappropriate,Non-white female,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,Other,Anchorage,Rural,Small cities and Rural,1.0,99645.0
1541746.0,Alaska,14.0,State,1.0,Call 3,Complete,0.589779496192932,Bush,Murkowski,Young,No,Male,White,25-29,Independent,Conservative,"$15,000-$29,999",Better today,Other Christian,No,During the last month,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Approve,Inappropriate,White male,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Anchorage-Fairbanks Corridor,Rural,Small cities and Rural,1.0,99654.0
1541747.0,Alaska,17.0,State,1.0,Call 3,Complete,0.525167167186737,Nader,,,Yes,Male,White,50-59,Independent,Liberal,"$75,000-$99,999",Better today,None,Yes,Before that,For your candidate,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Only John Kerry,Disapprove,Inappropriate,White male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Anchorage,Rural,Small cities and Rural,1.0,99645.0
1541748.0,Alaska,18.0,State,1.0,Call 3,Complete,1.02877473831177,Bush,Murkowski,Young,Yes,Male,White,18-24,Republican,Conservative,"$75,000-$99,999",Better today,Catholic,No,Before that,For your candidate,Terrorism,Will bring about needed change,Strongly approve,Strongly approve,Only George W. Bush,Disapprove,Inappropriate,White male,18-29,18-24,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Anchorage,Suburbs,Suburbs,1.0,99577.0
1541749.0,Alaska,39.0,State,1.0,Call 3,Complete,0.790225088596344,Kerry,Knowles,Young,No,Male,Other,40-44,Independent,Moderate,"$100,000-$149,999",About the same,Other Christian,No,Before that,For your candidate,Iraq,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Both of them,Disapprove,Inappropriate,Non-white male,30-44,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,Alaska native,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99559.0
1541750.0,Alaska,17.0,State,1.0,Call 3,Complete,0.895626783370972,,,,Yes,Female,White,18-24,Something Else,Moderate,"$15,000-$29,999",Worse today,,No,Just today,Against his opponent,Omit,Omit,Somewhat disapprove,Strongly disapprove,Neither of them,Disapprove,Inappropriate,White female,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",,,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,White,Anchorage,Rural,Small cities and Rural,1.0,99645.0
1541751.0,Alaska,4.0,State,1.0,Call 3,Complete,0.654330909252167,Kerry,Knowles,,Yes,Female,White,40-44,Independent,,"$75,000-$99,999",About the same,None,No,Before that,Against his opponent,Moral values,Omit,Strongly disapprove,Somewhat disapprove,Neither of them,Disapprove,Inappropriate,White female,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99801.0
1541752.0,Alaska,17.0,State,1.0,Call 3,Complete,0.668771207332611,Kerry,Murkowski,Higgins,Yes,Female,White,40-44,Democrat,Moderate,"$30,000-$49,999",About the same,Protestant,No,Before that,For your candidate,Education,Is intelligent,Somewhat disapprove,Strongly disapprove,Only John Kerry,Disapprove,Appropriate,White female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Anchorage,Rural,Small cities and Rural,1.0,99645.0
1541753.0,Alaska,7.0,State,1.0,Call 3,Complete,0.840764939785004,Kerry,Knowles,Higgins,No,Female,White,60-64,Independent,Moderate,"$50,000-$74,999",Worse today,Protestant,No,Before that,Against his opponent,Iraq,Cares about people like me,Strongly disapprove,Strongly disapprove,Only John Kerry,Disapprove,Inappropriate,White female,60 or over,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99709.0
1541754.0,Alaska,17.0,State,1.0,Call 3,Complete,0.666482925415039,Kerry,Knowles,Higgins,Yes,Male,White,50-59,Independent,Moderate,"$15,000-$29,999",About the same,Catholic,Yes,During the last month,Against his opponent,Iraq,Cares about people like me,Somewhat disapprove,Somewhat approve,Only George W. Bush,Disapprove,Inappropriate,White male,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Anchorage,Rural,Small cities and Rural,1.0,99645.0
1541755.0,Alaska,39.0,State,1.0,Call 3,Complete,0.742475628852844,Kerry,Knowles,Higgins,Yes,Male,White,25-29,Something Else,Liberal,"$30,000-$49,999",Better today,Something else,No,Before that,Against his opponent,Omit,Will bring about needed change,Strongly disapprove,Strongly disapprove,Neither of them,Disapprove,Inappropriate,White male,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99559.0
1541756.0,Alaska,7.0,State,1.0,Call 3,Complete,0.819980442523956,Kerry,Knowles,,Yes,Female,Black,65-74,Democrat,,,Worse today,,No,Before that,Omit,Omit,Omit,Omit,Strongly disapprove,Only John Kerry,Omit,Inappropriate,Non-white female,60 or over,65 or over,65 or over,Democrat,,,,All others,All others,Omit,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Black,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99709.0
1541757.0,Alaska,17.0,State,1.0,Call 3,Complete,0.666482925415039,Kerry,Knowles,Higgins,Yes,Male,,45-49,Independent,Moderate,"$15,000-$29,999",Worse today,Something else,No,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Disapprove,Inappropriate,,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",Something else,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,,Anchorage,Rural,Small cities and Rural,1.0,99645.0
1541758.0,Alaska,1.0,State,1.0,Call 3,Not complete,1.5711305141449,Bush,Murkowski,Young,No,Male,White,65-74,,,,,,,Before that,For your candidate,Iraq,Omit,Strongly approve,,,,,White male,60 or over,65 or over,65 or over,,,,,,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,,,,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99901.0
1541759.0,Alaska,17.0,State,1.0,Call 3,Complete,0.648654639720917,Kerry,Knowles,Higgins,Yes,Female,White,45-49,Republican,Conservative,"Under $15,000",Worse today,Something else,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Disapprove,Inappropriate,White female,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Something else,White Something else,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Anchorage,Rural,Small cities and Rural,1.0,99645.0
1541760.0,Alaska,26.0,National,4.0,Call 3,Complete,1.02945637702942,Other,Knowles,Higgins,Yes,Female,White,25-29,Democrat,Liberal,"$50,000-$74,999",,,,Before that,,,,,,Neither of them,,,White female,18-29,25-29,18-64,Democrat,"$50,000 or more","Under $100,000",,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Only Kerry/Neither,Only Bush/Neither,White,Anchorage,Suburbs,Suburbs,1.0,99508.0
1541761.0,Alaska,7.0,State,1.0,Call 3,Complete,0.954938471317291,Bush,Murkowski,Young,No,Female,White,30-39,Republican,Conservative,"$150,000-$199,999",About the same,None,No,Before that,For your candidate,Economy/Jobs,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Disapprove,Appropriate,White female,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",None,White None,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99709.0
1541762.0,Alaska,1.0,State,1.0,Call 3,Not complete,1.1849946975708,Bush,Murkowski,Young,Yes,Male,,30-39,,,,,,,Omit,Omit,Omit,Omit,Somewhat approve,,,,,,30-44,30-39,18-64,,,,,,,Strongly/Somewhat approve,Omit,Omit,,,,,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99901.0
1541763.0,Alaska,4.0,State,1.0,Call 3,Complete,0.749472260475159,Kerry,Knowles,Did not vote,Yes,Male,White,25-29,Independent,Conservative,"$15,000-$29,999",About the same,None,No,Before that,For your candidate,Terrorism,Omit,Somewhat disapprove,Somewhat disapprove,Omit,Approve,Inappropriate,White male,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Omit,Omit,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99801.0
1541764.0,Alaska,17.0,State,1.0,Call 3,Complete,0.648654639720917,Kerry,Knowles,Higgins,Yes,Female,White,50-59,Democrat,Moderate,"$50,000-$74,999",Worse today,Protestant,No,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Disapprove,Inappropriate,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Anchorage,Rural,Small cities and Rural,1.0,99645.0
1541765.0,Alaska,17.0,State,1.0,Call 3,Complete,0.742970705032349,Kerry,Knowles,Higgins,Yes,Male,White,25-29,Independent,Moderate,"$15,000-$29,999",About the same,None,No,During the last month,Omit,Moral values,Will bring about needed change,Strongly disapprove,Strongly disapprove,Neither of them,Disapprove,Inappropriate,White male,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,White,Anchorage,Rural,Small cities and Rural,1.0,99645.0
1541766.0,Alaska,18.0,State,1.0,Call 3,Complete,1.19903147220612,Bush,Murkowski,Young,No,Female,White,45-49,Republican,Conservative,"$75,000-$99,999",Better today,Other Christian,No,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Somewhat approve,Only George W. Bush,Disapprove,Appropriate,White female,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Anchorage,Suburbs,Suburbs,1.0,99577.0
1541767.0,Alaska,26.0,National,4.0,Call 3,Complete,1.43883764743805,Bush,Murkowski,Young,No,Female,White,40-44,Republican,Moderate,"$30,000-$49,999",,,,In the last three days,,,,,,Neither of them,,,White female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",,,,,Just today/In the last three days,Just today/In the last three days/Sometime last week,,Only Kerry/Neither,Only Bush/Neither,White,Anchorage,Suburbs,Suburbs,1.0,99508.0
1541768.0,Alaska,17.0,State,1.0,Call 3,Complete,0.969449937343597,Kerry,Murkowski,Young,Yes,Male,White,18-24,Independent,Conservative,"$30,000-$49,999",About the same,Mormon/LDS,No,Just today,Against his opponent,Economy/Jobs,Is honest and trustworthy,Somewhat disapprove,Strongly disapprove,Both of them,Approve,Appropriate,White male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,White,Anchorage,Rural,Small cities and Rural,1.0,99645.0
1541769.0,Alaska,34.0,State,1.0,Call 3,Complete,0.958714306354523,Kerry,Knowles,Young,Yes,Female,White,25-29,Democrat,Liberal,"$15,000-$29,999",Worse today,None,No,Before that,Against his opponent,Moral values,Will bring about needed change,Strongly disapprove,Strongly disapprove,Neither of them,Disapprove,Inappropriate,White female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,White,Anchorage,Suburbs,Suburbs,1.0,99540.0
1541770.0,Alaska,18.0,State,1.0,Call 3,Complete,1.37337362766266,Bush,Murkowski,Young,No,Male,White,25-29,Republican,Conservative,"$100,000-$149,999",Better today,None,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Approve,Appropriate,White male,18-29,25-29,18-64,Republican,"$50,000 or more","$100,000 or more",None,White None,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Anchorage,Suburbs,Suburbs,1.0,99577.0
1541771.0,Alaska,17.0,State,1.0,Call 3,Complete,0.820924401283264,Kerry,Knowles,Young,Yes,Female,White,50-59,Democrat,Moderate,"$50,000-$74,999",About the same,Other Christian,No,Sometime last week,For your candidate,Iraq,Cares about people like me,Somewhat approve,Strongly approve,Both of them,Disapprove,Inappropriate,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,White,Anchorage,Rural,Small cities and Rural,1.0,99645.0
1541772.0,Alaska,34.0,State,1.0,Call 3,Complete,0.769611537456512,Kerry,Knowles,,Yes,Male,,50-59,Independent,Moderate,"$30,000-$49,999",About the same,Other Christian,No,Just today,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Disapprove,Inappropriate,,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,,Anchorage,Suburbs,Suburbs,1.0,99540.0
1541773.0,Alaska,17.0,State,1.0,Call 3,Complete,1.06915140151978,Bush,Knowles,Young,Yes,Female,White,45-49,Something Else,Moderate,"$30,000-$49,999",Better today,None,No,Before that,For your candidate,Health care,Cares about people like me,Strongly approve,Strongly approve,Only George W. Bush,Approve,Inappropriate,White female,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Anchorage,Rural,Small cities and Rural,1.0,99645.0
1541774.0,Alaska,1.0,State,1.0,Call 3,Complete,1.36023318767548,Bush,Murkowski,Young,No,Female,White,25-29,Democrat,Moderate,"$30,000-$49,999",Better today,None,No,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Strongly approve,Only George W. Bush,Approve,Appropriate,White female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99901.0
1541775.0,Alaska,7.0,State,1.0,Call 3,Complete,0.954938471317291,Bush,Murkowski,Young,No,Female,White,45-49,Republican,Moderate,"$75,000-$99,999",About the same,Mormon/LDS,No,Sometime last week,For your candidate,Moral values,Will bring about needed change,Strongly approve,Strongly approve,Only George W. Bush,Approve,Appropriate,White female,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99709.0
1541776.0,Alaska,39.0,State,1.0,Call 3,Complete,1.0029890537262,Bush,Murkowski,Young,No,Male,White,40-44,Independent,Moderate,"$75,000-$99,999",About the same,None,Yes,During the last month,For your candidate,Iraq,Has strong religious faith,Somewhat approve,Somewhat disapprove,Only John Kerry,Disapprove,Appropriate,White male,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99559.0
1541777.0,Alaska,4.0,State,1.0,Call 3,Complete,0.654330909252167,Kerry,Knowles,Did not vote,Yes,Female,,30-39,Democrat,Moderate,"$200,000 or more",Better today,Other Christian,No,Before that,For your candidate,Omit,Omit,Somewhat disapprove,Strongly disapprove,Omit,Disapprove,Omit,,30-44,30-39,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Omit,Omit,,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99801.0
1541778.0,Alaska,18.0,State,1.0,Call 3,Complete,1.02877473831177,Bush,Murkowski,Young,Yes,Male,Hispanic/Latino,18-24,Republican,Moderate,"$30,000-$49,999",Better today,Other Christian,No,During the last month,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Only George W. Bush,Disapprove,Inappropriate,Non-white male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Hispanic/Latino,Anchorage,Suburbs,Suburbs,1.0,99577.0
1541779.0,Alaska,17.0,State,1.0,Call 3,Complete,1.13260567188263,Bush,Murkowski,Young,Yes,Male,White,50-59,Republican,Conservative,"$50,000-$74,999",About the same,Protestant,Yes,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Disapprove,Inappropriate,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Anchorage,Rural,Small cities and Rural,1.0,99645.0
1541781.0,Alaska,34.0,State,1.0,Call 3,Complete,0.769611537456512,Kerry,Knowles,,Yes,Male,,40-44,Something Else,Liberal,,About the same,,No,During the last month,For your candidate,Moral values,Omit,Strongly disapprove,Strongly disapprove,Only John Kerry,Disapprove,Inappropriate,,30-44,40-49,18-64,Independent,,,,,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,,Anchorage,Suburbs,Suburbs,1.0,99540.0
