ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,WGT,PRESAL04,SENAL04,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,BRNAGAIN,TIMEPRES,FORCAND,BUSH4,IRAQAPP,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,BUSH,TIME3D,TIMEWK,IRAQ2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1506844.0,Alabama,51.0,State,1.0,Call 2,0.809466660022736,Kerry,Sowell,Female,Black,50-59,Democrat,Moderate,"$30,000-$49,999",Worse today,Protestant,Yes,Before that,Against his opponent,Strongly disapprove,Somewhat disapprove,Non-white female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Jefferson county,"City: 50,000 to 500,000","City over 50,000",7.0,35208.0
1509673.0,Alabama,44.0,State,1.0,Call 2,1.79068613052368,Bush,Shelby,Female,,50-59,Republican,Moderate,"$50,000-$74,999",Better today,Other Christian,No,Before that,For your candidate,Strongly approve,Somewhat approve,,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,Jefferson county,Suburbs,Suburbs,6.0,35172.0
1525593.0,Alabama,99.0,National,2.0,Call 3,0.715015470981598,Kerry,Shelby,Male,White,50-59,Democrat,Liberal,"$30,000-$49,999",About the same,None,No,Before that,,Strongly disapprove,Strongly disapprove,White male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,North central,Suburbs,Suburbs,3.0,36078.0
1505738.0,Alabama,80.0,State,1.0,Call 2,0.95547616481781,Kerry,Sowell,Male,Black,18-24,Independent,Liberal,"$15,000-$29,999",Worse today,Other Christian,Yes,During the last month,For your candidate,Somewhat disapprove,Strongly disapprove,Non-white male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Black belt,"City: 50,000 to 500,000","City over 50,000",2.0,36109.0
1490295.0,Alabama,1.0,State,1.0,Call 1,0.705613255500793,Bush,Shelby,Female,White,50-59,Republican,Liberal,,Better today,Protestant,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White female,45-59,50-64,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,Suburbs,Suburbs,1.0,36530.0
1491396.0,Alabama,28.0,State,1.0,Call 1,1.17505395412445,Bush,Shelby,Male,White,50-59,Republican,Moderate,"Under $15,000",About the same,None,No,Before that,For your candidate,Strongly approve,Somewhat disapprove,White male,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",None,White None,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,North,Rural,Small cities and Rural,4.0,35962.0
1525799.0,Alabama,44.0,State,1.0,Call 3,1.2432234287262,Bush,Shelby,Female,White,30-39,,,"$30,000-$49,999",Better today,Other Christian,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White female,30-44,30-39,18-64,,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Jefferson county,Suburbs,Suburbs,6.0,35172.0
1481466.0,Alabama,94.0,State,1.0,Call 1,0.681973099708557,Kerry,Sowell,Female,White,50-59,Democrat,Conservative,"$50,000-$74,999",About the same,Other Christian,Yes,Before that,For your candidate,Somewhat disapprove,Somewhat disapprove,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Black belt,Rural,Small cities and Rural,7.0,35470.0
1509039.0,Alabama,44.0,State,1.0,Call 2,1.2344878911972,Kerry,Shelby,Male,White,65-74,Democrat,Moderate,"$100,000-$149,999",About the same,Protestant,Yes,Before that,Against his opponent,Strongly disapprove,Somewhat disapprove,White male,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Jefferson county,Suburbs,Suburbs,6.0,35172.0
1524478.0,Alabama,6.0,State,1.0,Call 3,0.866097390651703,Kerry,Sowell,Female,White,60-64,Independent,Moderate,"$15,000-$29,999",Worse today,Protestant,,Before that,For your candidate,Somewhat disapprove,Somewhat disapprove,White female,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,North central,Suburbs,Suburbs,4.0,35031.0
1505726.0,Alabama,51.0,State,1.0,Call 2,0.856162428855896,Kerry,Sowell,Male,Black,50-59,Democrat,Moderate,"$50,000-$74,999",Worse today,Catholic,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Non-white male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Jefferson county,"City: 50,000 to 500,000","City over 50,000",7.0,35208.0
1510501.0,Alabama,1.0,State,1.0,Call 2,0.705613255500793,Bush,Shelby,Female,White,50-59,Republican,Conservative,"$75,000-$99,999",Better today,None,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",None,White None,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,Suburbs,Suburbs,1.0,36530.0
1509253.0,Alabama,68.0,National,2.0,Call 2,1.34701311588287,Bush,Shelby,Male,White,45-49,Republican,Moderate,"$75,000-$99,999",About the same,Protestant,No,During the last month,,Somewhat approve,Somewhat approve,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North,"City: 50,000 to 500,000","City over 50,000",5.0,35805.0
1525294.0,Alabama,18.0,State,1.0,Call 3,0.545138657093048,Bush,Sowell,Female,White,50-59,Democrat,Moderate,"$30,000-$49,999",Better today,Protestant,Yes,Before that,For your candidate,Strongly approve,Somewhat disapprove,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,South,"City: 10,000 to 49,999",Small cities and Rural,2.0,36330.0
1486789.0,Alabama,32.0,State,1.0,Call 1,1.32574784755707,Bush,Shelby,Female,White,65-74,Republican,Conservative,"$50,000-$74,999",About the same,Protestant,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White female,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North central,Suburbs,Suburbs,2.0,36092.0
1488071.0,Alabama,44.0,State,1.0,Call 1,1.07231104373932,Kerry,Sowell,Female,White,65-74,Democrat,Liberal,"$15,000-$29,999",Worse today,Other Christian,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Jefferson county,Suburbs,Suburbs,6.0,35172.0
1507924.0,Alabama,32.0,State,1.0,Call 2,1.32574784755707,Bush,Shelby,Female,White,65-74,Independent,Moderate,,Better today,Protestant,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White female,60 or over,65 or over,65 or over,Independent,,,Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North central,Suburbs,Suburbs,2.0,36092.0
1489994.0,Alabama,18.0,State,1.0,Call 1,0.62821364402771,Bush,,Male,White,40-44,Democrat,,,Omit,Mormon/LDS,Yes,Just today,For your candidate,Strongly approve,Strongly disapprove,White male,30-44,40-49,18-64,Democrat,,,Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,White,South,"City: 10,000 to 49,999",Small cities and Rural,2.0,36330.0
1486964.0,Alabama,10.0,National,3.0,Call 1,2.25540924072266,Bush,Shelby,,White,75 or over,Independent,Conservative,,,Protestant,Yes,,For your candidate,,,,60 or over,65 or over,65 or over,Independent,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,,,,,White,North central,"City: 10,000 to 49,999",Small cities and Rural,3.0,36201.0
1485857.0,Alabama,32.0,State,1.0,Call 1,1.40222644805908,Bush,Shelby,Male,White,75 or over,Republican,Conservative,"$30,000-$49,999",About the same,Protestant,No,Before that,For your candidate,Strongly approve,Strongly approve,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North central,Suburbs,Suburbs,2.0,36092.0
1528802.0,Alabama,99.0,National,4.0,Call 3,0.656911134719849,Kerry,Sowell,Male,White,50-59,Democrat,Moderate,"$15,000-$29,999",,,,Before that,,,,White male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,White,North central,Suburbs,Suburbs,3.0,36078.0
1480339.0,Alabama,80.0,State,1.0,Call 1,0.812169671058655,Bush,Shelby,Male,White,50-59,Independent,Moderate,"$30,000-$49,999",About the same,Protestant,Yes,Before that,Against his opponent,Somewhat approve,Somewhat approve,White male,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Black belt,"City: 50,000 to 500,000","City over 50,000",2.0,36109.0
1509016.0,Alabama,38.0,State,1.0,Call 2,0.786012291908264,Kerry,Sowell,Female,White,18-24,Democrat,Conservative,"$30,000-$49,999",About the same,Protestant,,Before that,For your candidate,Somewhat disapprove,Somewhat disapprove,White female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Jefferson county,Suburbs,Suburbs,7.0,35022.0
1524457.0,Alabama,80.0,State,1.0,Call 3,0.767873287200928,Bush,Shelby,Female,White,30-39,Republican,Conservative,"$50,000-$74,999",Better today,Other Christian,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Black belt,"City: 50,000 to 500,000","City over 50,000",2.0,36109.0
1524209.0,Alabama,80.0,State,1.0,Call 3,0.798250675201416,Bush,Shelby,Female,White,18-24,Republican,Conservative,"$50,000-$74,999",About the same,Protestant,Yes,During the last month,Against his opponent,Somewhat approve,Somewhat approve,White female,18-29,18-24,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Black belt,"City: 50,000 to 500,000","City over 50,000",2.0,36109.0
1524455.0,Alabama,99.0,National,1.0,Call 3,1.05519759654999,Kerry,Sowell,Female,Black,50-59,Democrat,Moderate,"$30,000-$49,999",Worse today,Protestant,Yes,Before that,,Strongly disapprove,Strongly disapprove,Non-white female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,North central,Suburbs,Suburbs,3.0,36078.0
1486951.0,Alabama,32.0,State,1.0,Call 1,1.08289289474487,Bush,Shelby,Male,White,50-59,Republican,Moderate,"$100,000-$149,999",Better today,Protestant,No,Before that,For your candidate,Somewhat approve,Somewhat approve,White male,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North central,Suburbs,Suburbs,2.0,36092.0
1481401.0,Alabama,94.0,State,1.0,Call 1,1.08289289474487,Bush,Shelby,Male,White,50-59,Republican,Conservative,"$50,000-$74,999",About the same,Mormon/LDS,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Black belt,Rural,Small cities and Rural,7.0,35470.0
1480374.0,Alabama,80.0,State,1.0,Call 1,0.798250675201416,Bush,Shelby,Female,White,25-29,Republican,Moderate,"$30,000-$49,999",Better today,Other Christian,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White female,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Black belt,"City: 50,000 to 500,000","City over 50,000",2.0,36109.0
1509007.0,Alabama,68.0,National,2.0,Call 2,1.63078427314758,Kerry,Shelby,Female,Black,25-29,Democrat,Liberal,"Under $15,000",Worse today,Other Christian,Yes,Before that,,Strongly disapprove,Strongly disapprove,Non-white female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,North,"City: 50,000 to 500,000","City over 50,000",5.0,35805.0
1525271.0,Alabama,99.0,National,2.0,Call 3,1.20737755298615,Bush,Shelby,Female,White,60-64,Something Else,Moderate,"Under $15,000",About the same,Other Christian,No,In the last three days,,Somewhat disapprove,Somewhat disapprove,White female,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,White,North central,Suburbs,Suburbs,3.0,36078.0
1510295.0,Alabama,1.0,State,1.0,Call 2,0.705613255500793,Bush,Shelby,Female,White,50-59,Independent,Moderate,"$100,000-$149,999",Better today,Protestant,Yes,Before that,For your candidate,Strongly approve,Somewhat approve,White female,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,Suburbs,Suburbs,1.0,36530.0
1509002.0,Alabama,1.0,State,1.0,Call 2,0.913691103458405,Bush,Shelby,Female,White,65-74,Republican,Conservative,,Better today,Protestant,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White female,60 or over,65 or over,65 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,Suburbs,Suburbs,1.0,36530.0
1484735.0,Alabama,32.0,State,1.0,Call 1,1.32574784755707,Bush,Shelby,Female,White,65-74,Independent,Moderate,"$15,000-$29,999",About the same,Other Christian,Yes,Before that,Against his opponent,Strongly approve,Somewhat approve,White female,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North central,Suburbs,Suburbs,2.0,36092.0
1482528.0,Alabama,6.0,State,1.0,Call 1,0.916060090065002,Kerry,Sowell,Male,White,60-64,Democrat,Moderate,,Worse today,Protestant,Yes,Before that,Against his opponent,Strongly disapprove,Somewhat disapprove,White male,60 or over,50-64,18-64,Democrat,,,Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,North central,Suburbs,Suburbs,4.0,35031.0
1508890.0,Alabama,38.0,State,1.0,Call 2,1.20059859752655,Bush,Shelby,Male,White,50-59,Republican,Moderate,,About the same,Protestant,,Before that,For your candidate,Somewhat approve,Somewhat approve,White male,45-59,50-64,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Jefferson county,Suburbs,Suburbs,7.0,35022.0
1526333.0,Alabama,51.0,State,1.0,Call 3,0.856162428855896,Kerry,Sowell,Male,Black,40-44,Democrat,Moderate,"$50,000-$74,999",About the same,Protestant,Yes,Before that,Against his opponent,Somewhat disapprove,Somewhat disapprove,Non-white male,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Jefferson county,"City: 50,000 to 500,000","City over 50,000",7.0,35208.0
1508996.0,Alabama,10.0,National,4.0,Call 3,0.980412662029266,Kerry,Shelby,Female,White,65-74,Democrat,Liberal,"$30,000-$49,999",,,,Before that,,,,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,White,North central,"City: 10,000 to 49,999",Small cities and Rural,3.0,36201.0
1509217.0,Alabama,18.0,State,1.0,Call 2,0.593356609344482,Bush,Shelby,Female,White,30-39,Something Else,Moderate,"$15,000-$29,999",Better today,Protestant,No,Before that,For your candidate,Somewhat approve,Somewhat approve,White female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,"City: 10,000 to 49,999",Small cities and Rural,2.0,36330.0
1488037.0,Alabama,44.0,State,1.0,Call 1,1.31494140625,Bush,Shelby,Male,White,30-39,Independent,Liberal,"Under $15,000",About the same,Protestant,Yes,In the last three days,For your candidate,Somewhat approve,Somewhat approve,White male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,Jefferson county,Suburbs,Suburbs,6.0,35172.0
1481418.0,Alabama,51.0,State,1.0,Call 1,0.809466660022736,Kerry,Sowell,Female,Black,45-49,Democrat,Moderate,"$30,000-$49,999",About the same,Something else,Yes,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Non-white female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Something else,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Jefferson county,"City: 50,000 to 500,000","City over 50,000",7.0,35208.0
1525536.0,Alabama,18.0,State,1.0,Call 3,0.593356609344482,Bush,Shelby,Female,White,50-59,Independent,Conservative,,Better today,Protestant,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White female,45-59,50-64,18-64,Independent,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,"City: 10,000 to 49,999",Small cities and Rural,2.0,36330.0
1481364.0,Alabama,51.0,State,1.0,Call 1,0.809466660022736,Kerry,Sowell,Female,Black,30-39,Democrat,Liberal,"$75,000-$99,999",About the same,Other Christian,Yes,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Non-white female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Jefferson county,"City: 50,000 to 500,000","City over 50,000",7.0,35208.0
1490236.0,Alabama,18.0,State,1.0,Call 1,0.653066039085388,Bush,,Male,White,25-29,Republican,,,Omit,Catholic,,Just today,For your candidate,Strongly approve,Strongly approve,White male,18-29,25-29,18-64,Republican,,,Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,South,"City: 10,000 to 49,999",Small cities and Rural,2.0,36330.0
1507883.0,Alabama,1.0,State,1.0,Call 2,0.746318101882935,Bush,Shelby,Male,White,45-49,Republican,Conservative,"$150,000-$199,999",Better today,Protestant,No,Before that,For your candidate,Strongly approve,Strongly approve,White male,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,Suburbs,Suburbs,1.0,36530.0
1491337.0,Alabama,28.0,State,1.0,Call 1,1.17505395412445,Bush,Shelby,Male,White,30-39,Republican,Moderate,"$30,000-$49,999",Better today,Other Christian,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North,Rural,Small cities and Rural,4.0,35962.0
1525528.0,Alabama,99.0,National,2.0,Call 3,1.05519759654999,Kerry,Sowell,Female,Black,30-39,Democrat,Moderate,"$30,000-$49,999",Worse today,None,Yes,Before that,,Strongly disapprove,Strongly disapprove,Non-white female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",None,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,North central,Suburbs,Suburbs,3.0,36078.0
1509612.0,Alabama,68.0,National,1.0,Call 2,1.74423289299011,Bush,Shelby,Male,White,75 or over,Republican,Conservative,"$30,000-$49,999",About the same,Catholic,No,Before that,,Strongly approve,Strongly approve,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North,"City: 50,000 to 500,000","City over 50,000",5.0,35805.0
1488024.0,Alabama,10.0,National,3.0,Call 1,1.08562088012695,Bush,Shelby,Female,White,18-24,Republican,,"$30,000-$49,999",,Other Christian,No,,Against his opponent,,,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,,,,,White,North central,"City: 10,000 to 49,999",Small cities and Rural,3.0,36201.0
1506855.0,Alabama,1.0,State,1.0,Call 2,0.663103818893433,Kerry,,Female,White,65-74,Independent,,,Omit,,,Before that,For your candidate,Strongly disapprove,Somewhat disapprove,White female,60 or over,65 or over,65 or over,Independent,,,,,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,South,Suburbs,Suburbs,1.0,36530.0
1526627.0,Alabama,68.0,National,1.0,Call 3,1.34701311588287,Bush,Shelby,Male,White,50-59,Independent,Conservative,"$50,000-$74,999",Better today,Protestant,Yes,Before that,,Strongly approve,Strongly approve,White male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North,"City: 50,000 to 500,000","City over 50,000",5.0,35805.0
1527729.0,Alabama,75.0,State,1.0,Call 3,1.94507777690887,Kerry,Sowell,Male,Black,45-49,Democrat,Moderate,"$30,000-$49,999",Worse today,Something else,Yes,Before that,Against his opponent,Strongly disapprove,Somewhat disapprove,Non-white male,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Something else,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,South,"City: 50,000 to 500,000","City over 50,000",1.0,36606.0
1505991.0,Alabama,80.0,State,1.0,Call 2,0.799049437046051,Bush,Did not vote,Female,White,18-24,Republican,Conservative,"$50,000-$74,999",About the same,Protestant,Yes,Before that,For your candidate,Somewhat approve,Somewhat approve,White female,18-29,18-24,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Black belt,"City: 50,000 to 500,000","City over 50,000",2.0,36109.0
1507332.0,Alabama,51.0,State,1.0,Call 2,1.14202272891998,Kerry,,Female,Black,65-74,Democrat,,"$15,000-$29,999",Worse today,Catholic,Yes,Before that,For your candidate,Strongly approve,Strongly disapprove,Non-white female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Jefferson county,"City: 50,000 to 500,000","City over 50,000",7.0,35208.0
1492430.0,Alabama,18.0,State,1.0,Call 1,0.710225641727448,Kerry,Sowell,Male,Black,50-59,Democrat,Liberal,"$15,000-$29,999",Worse today,Other Christian,No,Before that,For your candidate,Somewhat disapprove,Strongly approve,Non-white male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Black,South,"City: 10,000 to 49,999",Small cities and Rural,2.0,36330.0
