ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,WGT,PRESKS04,SENKS04,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,BRNAGAIN,LATINO,TIMEPRES,FORCAND,BUSH4,IRAQAPP,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,BUSH,TIME3D,TIMEWK,IRAQ2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1510443.0,Kansas,45.0,State,1.0,Call 2,0.778199374675751,Bush,Brownback,Male,White,30-39,Independent,Moderate,"$50,000-$74,999",Better today,Catholic,No,No,Sometime last week,Against his opponent,Somewhat approve,Strongly approve,White male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,Topeka/Kansas City area,"City: 50,000 to 500,000","City over 50,000",2.0,66604.0
1483786.0,Kansas,45.0,State,1.0,Call 1,1.10431182384491,Kerry,Jones,Female,White,60-64,Democrat,Liberal,"$50,000-$74,999",Worse today,Protestant,No,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White female,60 or over,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Topeka/Kansas City area,"City: 50,000 to 500,000","City over 50,000",2.0,66604.0
1491506.0,Kansas,25.0,National,1.0,Call 1,1.36614501476288,Bush,Brownback,Female,White,18-24,Something Else,Moderate,"Under $15,000",About the same,None,No,No,During the last month,,Somewhat approve,Omit,White female,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Omit,White,Kansas City suburbs/Southeast,Rural,Small cities and Rural,2.0,66075.0
1482681.0,Kansas,26.0,State,1.0,Call 1,0.857505440711975,Bush,Brownback,Female,White,60-64,Democrat,Moderate,"$15,000-$29,999",About the same,Protestant,Yes,No,Before that,Against his opponent,Somewhat approve,Somewhat approve,White female,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural counties,Rural,Small cities and Rural,1.0,67456.0
1533969.0,Kansas,26.0,State,1.0,Call 3,0.691592276096344,Bush,Brownback,Female,White,25-29,Republican,Conservative,"$15,000-$29,999",Better today,Catholic,No,No,Before that,For your candidate,Strongly approve,Somewhat approve,White female,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural counties,Rural,Small cities and Rural,1.0,67456.0
1485988.0,Kansas,29.0,National,1.0,Call 1,1.99157512187958,Bush,Brownback,Male,White,50-59,Republican,Moderate,"$50,000-$74,999",About the same,Protestant,Yes,No,During the last month,,Strongly approve,Somewhat approve,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural counties,Rural,Small cities and Rural,1.0,67420.0
1533518.0,Kansas,26.0,State,1.0,Call 3,0.774543285369873,Bush,Brownback,Female,White,45-49,Independent,Liberal,"$15,000-$29,999",About the same,None,Yes,No,Before that,For your candidate,Somewhat approve,Somewhat approve,White female,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural counties,Rural,Small cities and Rural,1.0,67456.0
1483774.0,Kansas,35.0,State,1.0,Call 1,0.893703818321228,Bush,Brownback,Female,White,45-49,Democrat,Moderate,"$50,000-$74,999",Better today,Other Christian,No,No,Before that,For your candidate,Strongly approve,Somewhat approve,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,67401.0
1484875.0,Kansas,3.0,State,1.0,Call 1,1.02927565574646,Bush,Brownback,Female,White,60-64,Republican,Moderate,"$50,000-$74,999",About the same,Catholic,No,No,Before that,For your candidate,Somewhat approve,Somewhat approve,White female,60 or over,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Wichita area,Suburbs,Suburbs,4.0,67133.0
1509758.0,Kansas,16.0,State,1.0,Call 2,1.06259334087372,Kerry,Brownback,Female,White,75 or over,Independent,Moderate,"$15,000-$29,999",About the same,Protestant,No,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White female,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66207.0
1484873.0,Kansas,20.0,National,4.0,Call 1,0.882694244384766,Bush,Brownback,Female,White,30-39,Independent,Moderate,"$150,000-$199,999",,,,No,Before that,,,,White female,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66227.0
1485975.0,Kansas,33.0,State,1.0,Call 1,0.796238839626312,Kerry,Jones,Male,White,50-59,Republican,Moderate,"$50,000-$74,999",About the same,Protestant,No,No,Before that,For your candidate,Strongly disapprove,Somewhat approve,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Wichita area,"City: 10,000 to 49,999",Small cities and Rural,1.0,67502.0
1490386.0,Kansas,25.0,National,1.0,Call 1,2.31238317489624,Kerry,Jones,Male,White,65-74,Independent,Moderate,"$15,000-$29,999",Worse today,Protestant,No,No,Before that,,Strongly disapprove,Strongly disapprove,White male,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Kansas City suburbs/Southeast,Rural,Small cities and Rural,2.0,66075.0
1484869.0,Kansas,46.0,National,4.0,Call 1,0.800013601779938,Bush,Brownback,Male,White,75 or over,Independent,Moderate,"$15,000-$29,999",,,,No,Before that,,,,White male,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,White,Topeka/Kansas City area,"City: 50,000 to 500,000","City over 50,000",2.0,66604.0
1484868.0,Kansas,35.0,State,1.0,Call 1,0.893703818321228,Bush,Brownback,Female,White,45-49,Democrat,Conservative,"$50,000-$74,999",Better today,Catholic,No,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,67401.0
1483527.0,Kansas,20.0,National,2.0,Call 1,1.20499861240387,Kerry,Jones,Male,White,50-59,,,,,,,No,Before that,,Strongly disapprove,,White male,45-59,50-64,18-64,,,,,,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66227.0
1481554.0,Kansas,24.0,State,1.0,Call 1,0.793458223342896,Bush,Brownback,Male,White,50-59,Republican,Conservative,"$100,000-$149,999",About the same,Protestant,Yes,No,Before that,For your candidate,Somewhat approve,Somewhat approve,White male,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Topeka/Kansas City area,Suburbs,Suburbs,2.0,66086.0
1483759.0,Kansas,39.0,State,1.0,Call 1,0.725162148475647,Bush,Brownback,Female,White,30-39,Independent,Conservative,"$75,000-$99,999",Better today,Other Christian,Yes,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Wichita area,"City: 50,000 to 500,000","City over 50,000",4.0,67218.0
1485963.0,Kansas,3.0,State,1.0,Call 1,1.02927565574646,Bush,Brownback,Female,White,60-64,Republican,Moderate,,About the same,Protestant,No,No,Before that,For your candidate,Somewhat approve,Somewhat disapprove,White female,60 or over,50-64,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Wichita area,Suburbs,Suburbs,4.0,67133.0
1534494.0,Kansas,19.0,State,1.0,Call 3,1.11763679981232,Bush,Brownback,Male,White,30-39,Republican,Moderate,"$75,000-$99,999",Better today,Protestant,No,No,Before that,For your candidate,Strongly approve,Strongly approve,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66218.0
1510586.0,Kansas,35.0,State,1.0,Call 2,0.893703818321228,Bush,Brownback,Female,White,30-39,Republican,Moderate,"$30,000-$49,999",Better today,Protestant,Yes,No,Before that,For your candidate,Strongly approve,Somewhat approve,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,67401.0
1537149.0,Kansas,46.0,National,1.0,Call 3,0.72261369228363,Bush,Brownback,Male,White,50-59,Republican,Moderate,"$75,000-$99,999",Better today,Protestant,No,No,During the last month,,Strongly approve,Somewhat approve,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Topeka/Kansas City area,"City: 50,000 to 500,000","City over 50,000",2.0,66604.0
1482649.0,Kansas,24.0,State,1.0,Call 1,0.793458223342896,Bush,Brownback,Male,White,50-59,Republican,Conservative,"$50,000-$74,999",Better today,Catholic,Yes,No,Before that,For your candidate,Strongly approve,Strongly approve,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Topeka/Kansas City area,Suburbs,Suburbs,2.0,66086.0
1510223.0,Kansas,19.0,State,1.0,Call 2,1.04318404197693,Bush,Brownback,Female,White,30-39,Democrat,Moderate,"$50,000-$74,999",About the same,Catholic,No,No,During the last month,For your candidate,Somewhat approve,Somewhat approve,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66218.0
1485956.0,Kansas,45.0,State,1.0,Call 1,0.776554584503174,Kerry,Jones,Female,Black,18-24,Democrat,Conservative,"Under $15,000",About the same,Other Christian,No,No,Before that,For your candidate,Strongly disapprove,Somewhat disapprove,Non-white female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Topeka/Kansas City area,"City: 50,000 to 500,000","City over 50,000",2.0,66604.0
1533384.0,Kansas,20.0,National,3.0,Call 3,1.00427174568176,Kerry,Jones,Female,Hispanic/Latino,18-24,Democrat,Moderate,"$100,000-$149,999",,Catholic,No,Yes,,Omit,,,Non-white female,18-29,18-24,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,All others,All others,All others,,,,,Hispanic/Latino,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66227.0
1512425.0,Kansas,46.0,National,2.0,Call 2,0.72261369228363,Bush,Brownback,Male,White,30-39,Republican,Conservative,"$15,000-$29,999",Better today,Protestant,Yes,No,Before that,,Somewhat approve,Strongly approve,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Topeka/Kansas City area,"City: 50,000 to 500,000","City over 50,000",2.0,66604.0
1511321.0,Kansas,33.0,State,1.0,Call 2,0.697271287441254,Bush,Brownback,Female,White,50-59,Republican,Moderate,,Better today,Protestant,No,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,45-59,50-64,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Wichita area,"City: 10,000 to 49,999",Small cities and Rural,1.0,67502.0
1482640.0,Kansas,42.0,State,1.0,Call 1,1.29489517211914,Bush,Brownback,Female,White,65-74,Republican,Moderate,"$15,000-$29,999",About the same,Protestant,No,,Before that,For your candidate,Strongly approve,Strongly approve,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Wichita area,Suburbs,Suburbs,4.0,67215.0
1482637.0,Kansas,39.0,State,1.0,Call 1,0.772924304008484,Kerry,Jones,Female,White,30-39,Democrat,Moderate,"$15,000-$29,999",Worse today,Catholic,No,No,Before that,Against his opponent,Strongly disapprove,Somewhat disapprove,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Wichita area,"City: 50,000 to 500,000","City over 50,000",4.0,67218.0
1511314.0,Kansas,26.0,State,1.0,Call 2,0.829822957515717,Bush,Brownback,Male,White,40-44,Republican,Moderate,"$75,000-$99,999",About the same,Other Christian,Yes,No,During the last month,For your candidate,Somewhat approve,Strongly approve,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural counties,Rural,Small cities and Rural,1.0,67456.0
1535579.0,Kansas,35.0,State,1.0,Call 3,0.662590682506561,Kerry,Jones,Female,White,50-59,Independent,Moderate,"$50,000-$74,999",Worse today,Protestant,No,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Rural counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,67401.0
1511311.0,Kansas,20.0,National,2.0,Call 2,1.1247261762619,Kerry,Jones,Female,White,40-44,Democrat,Moderate,"$100,000-$149,999",Worse today,Protestant,Yes,No,Before that,,Strongly disapprove,Strongly disapprove,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66227.0
1535576.0,Kansas,46.0,National,4.0,Call 3,0.674475908279419,Bush,Brownback,Female,White,45-49,Republican,Conservative,"$30,000-$49,999",,,,No,Before that,,,,White female,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,White,Topeka/Kansas City area,"City: 50,000 to 500,000","City over 50,000",2.0,66604.0
1509103.0,Kansas,39.0,State,1.0,Call 2,0.693712174892426,Bush,Brownback,Male,White,18-24,Republican,Moderate,"$30,000-$49,999",Better today,Catholic,No,No,Before that,Against his opponent,Somewhat approve,Somewhat approve,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Wichita area,"City: 50,000 to 500,000","City over 50,000",4.0,67218.0
1509101.0,Kansas,24.0,State,1.0,Call 2,0.919238746166229,Kerry,Brownback,Male,White,18-24,Something Else,,"Under $15,000",Worse today,Other Christian,Yes,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Topeka/Kansas City area,Suburbs,Suburbs,2.0,66086.0
1491136.0,Kansas,25.0,National,1.0,Call 1,1.53000330924988,Bush,Brownback,Female,White,50-59,Republican,Conservative,,About the same,Protestant,Yes,,Before that,,Strongly approve,Strongly approve,White female,45-59,50-64,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Kansas City suburbs/Southeast,Rural,Small cities and Rural,2.0,66075.0
1509099.0,Kansas,16.0,State,1.0,Call 2,1.02000224590302,Bush,Brownback,Female,White,40-44,Republican,Moderate,"$100,000-$149,999",Worse today,Protestant,No,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,30-44,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66207.0
1534436.0,Kansas,19.0,State,1.0,Call 3,1.04318404197693,Bush,Brownback,Female,White,30-39,Republican,Moderate,"$100,000-$149,999",Better today,Catholic,No,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66218.0
1510200.0,Kansas,33.0,State,1.0,Call 2,0.771956741809845,Bush,Brownback,Female,White,65-74,Republican,,,Better today,Protestant,Yes,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,60 or over,65 or over,65 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Wichita area,"City: 10,000 to 49,999",Small cities and Rural,1.0,67502.0
1536052.0,Kansas,35.0,State,1.0,Call 3,0.893703818321228,Bush,Brownback,Female,White,45-49,Republican,Moderate,"$100,000-$149,999",Better today,Catholic,No,No,Just today,For your candidate,Somewhat approve,Somewhat approve,White female,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,Rural counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,67401.0
1490060.0,Kansas,25.0,National,3.0,Call 1,1.53000330924988,Bush,Brownback,Female,White,50-59,Republican,Conservative,"$75,000-$99,999",,Protestant,No,No,,Omit,,,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,,,,,White,Kansas City suburbs/Southeast,Rural,Small cities and Rural,2.0,66075.0
1510071.0,Kansas,45.0,State,1.0,Call 2,0.942434072494507,Kerry,Brownback,Female,White,50-59,Democrat,Liberal,"$15,000-$29,999",Worse today,None,No,,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Topeka/Kansas City area,"City: 50,000 to 500,000","City over 50,000",2.0,66604.0
1531769.0,Kansas,16.0,State,1.0,Call 3,1.29968357086182,Kerry,Jones,Female,White,50-59,Republican,Liberal,"$200,000 or more",Better today,Other Christian,No,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White female,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66207.0
1485925.0,Kansas,46.0,National,2.0,Call 1,1.09861814975739,Kerry,Jones,Male,White,65-74,Democrat,Moderate,"$30,000-$49,999",About the same,Catholic,No,No,Before that,,Somewhat disapprove,Somewhat approve,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Topeka/Kansas City area,"City: 50,000 to 500,000","City over 50,000",2.0,66604.0
1510375.0,Kansas,20.0,National,1.0,Call 2,0.788160562515259,Bush,Brownback,Female,White,25-29,Independent,Conservative,"$75,000-$99,999",Better today,None,No,No,Before that,,Strongly approve,Somewhat approve,White female,18-29,25-29,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66227.0
1536043.0,Kansas,3.0,State,1.0,Call 3,0.996048033237457,Bush,Brownback,Male,White,45-49,Republican,Conservative,"$100,000-$149,999",Better today,Catholic,No,,Before that,For your candidate,Strongly approve,Strongly approve,White male,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Wichita area,Suburbs,Suburbs,4.0,67133.0
1484815.0,Kansas,16.0,State,1.0,Call 1,4.08354425430298,Kerry,Other,Female,White,40-44,Democrat,Moderate,"$75,000-$99,999",Better today,Other Christian,No,No,Before that,Against his opponent,Somewhat disapprove,Somewhat approve,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66207.0
1484814.0,Kansas,33.0,State,1.0,Call 1,1.19255268573761,Kerry,Brownback,Male,White,60-64,Democrat,Moderate,"$50,000-$74,999",Worse today,Catholic,No,No,Before that,Against his opponent,Somewhat disapprove,Strongly disapprove,White male,60 or over,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Wichita area,"City: 10,000 to 49,999",Small cities and Rural,1.0,67502.0
1533898.0,Kansas,26.0,State,1.0,Call 3,0.774543285369873,Bush,Brownback,Female,White,40-44,Republican,Moderate,"$30,000-$49,999",About the same,Protestant,Yes,No,Before that,Against his opponent,Somewhat approve,Strongly approve,White female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural counties,Rural,Small cities and Rural,1.0,67456.0
1484812.0,Kansas,45.0,State,1.0,Call 1,1.31415212154388,Kerry,Other,Female,White,65-74,,,"$15,000-$29,999",About the same,Protestant,No,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White female,60 or over,65 or over,65 or over,,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Topeka/Kansas City area,"City: 50,000 to 500,000","City over 50,000",2.0,66604.0
1509297.0,Kansas,24.0,State,1.0,Call 2,0.886749029159546,Kerry,Jones,Female,Black,50-59,Democrat,Conservative,"$15,000-$29,999",Worse today,Other Christian,Yes,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Non-white female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Topeka/Kansas City area,Suburbs,Suburbs,2.0,66086.0
1509296.0,Kansas,39.0,State,1.0,Call 2,0.725162148475647,Bush,Brownback,Female,White,45-49,Republican,Moderate,"$50,000-$74,999",About the same,Something else,No,,Before that,For your candidate,Strongly approve,Strongly approve,White female,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Something else,White Something else,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Wichita area,"City: 50,000 to 500,000","City over 50,000",4.0,67218.0
1483705.0,Kansas,35.0,State,1.0,Call 1,0.893703818321228,Bush,Brownback,Female,White,45-49,Republican,Conservative,,Better today,Other Christian,No,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,45-59,40-49,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,67401.0
