ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESOK04,SENOK04,QST711OK,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,BRNAGAIN,LATINO,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,EXTOKSEN,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,BUSH,TIME3D,TIMEWK,IRAQ2,BUSHTERR,KERRTERR,CARSEXTR,COBUEXTR,QRACEAI,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1484500.0,Oklahoma,41.0,State,1.0,Call 1,Complete,1.04418814182281,Bush,Coburn,Yes,Female,White,65-74,Democrat,Moderate,"$15,000-$29,999",About the same,Protestant,Yes,No,Before that,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Both are too extreme,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Carson/Both too extreme,Coburn/Both too extreme,White,East,Rural,Small cities and Rural,2.0,74470.0
1530660.0,Oklahoma,70.0,State,1.0,Call 3,Complete,0.901430904865265,Bush,Carson,Yes,Female,Other,50-59,Democrat,Moderate,"$15,000-$29,999",Better today,Protestant,Yes,No,Before that,Against his opponent,Health care,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Tom Coburn is too extreme,Non-white female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Coburn/Neither too extreme,Coburn/Both too extreme,American Indian,West,Suburbs,Suburbs,5.0,74873.0
1507329.0,Oklahoma,9.0,State,1.0,Call 2,Complete,1.07418274879456,Bush,Coburn,Yes,Male,White,60-64,Republican,Moderate,"Under $15,000",Better today,Other Christian,Yes,No,During the last month,For your candidate,Omit,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Both are too extreme,White male,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Carson/Both too extreme,Coburn/Both too extreme,White,East,Rural,Small cities and Rural,2.0,74727.0
1483998.0,Oklahoma,91.0,State,1.0,Call 1,Complete,2.65079665184021,Bush,Coburn,Yes,Female,White,50-59,Republican,Conservative,"$15,000-$29,999",About the same,Other Christian,Yes,No,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Both are too extreme,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Carson/Both too extreme,Coburn/Both too extreme,White,Tulsa area,"City: 50,000 to 500,000","City over 50,000",1.0,74133.0
1490996.0,Oklahoma,30.0,National,4.0,Call 1,Complete,0.548421144485474,Bush,Coburn,Yes,Female,White,30-39,Republican,Conservative,"$50,000-$74,999",,,,No,Before that,,,,,,,Only George W. Bush,,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Only Bush/Both,Only Bush/Neither,,,White,East,Rural,Small cities and Rural,2.0,74966.0
1530603.0,Oklahoma,72.0,State,1.0,Call 3,Complete,0.974428534507751,Bush,Coburn,Yes,Female,Other,18-24,Republican,Conservative,"Under $15,000",Better today,Other Christian,Yes,No,Before that,For your candidate,Iraq,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Brad Carson is too extreme,Non-white female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Carson/Both too extreme,Carson/Neither too extreme,American Indian,Tulsa area,Suburbs,Suburbs,2.0,74017.0
1530653.0,Oklahoma,98.0,State,1.0,Call 2,Complete,1.18908965587616,Bush,Coburn,Yes,Male,Black,75 or over,Republican,Conservative,"$75,000-$99,999",About the same,Protestant,Yes,No,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Neither is too extreme,Non-white male,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Coburn/Neither too extreme,Carson/Neither too extreme,Black,Tulsa area,"City: 10,000 to 49,999",Small cities and Rural,1.0,74003.0
1536281.0,Oklahoma,98.0,State,1.0,Call 3,Complete,0.302831619977951,Kerry,,No,Male,Other,25-29,Democrat,Moderate,"$30,000-$49,999",About the same,Catholic,No,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat approve,Less safe from terrorism,Only John Kerry,Both are too extreme,Non-white male,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Kerry/Both,Carson/Both too extreme,Coburn/Both too extreme,American Indian,Tulsa area,"City: 10,000 to 49,999",Small cities and Rural,1.0,74003.0
1530650.0,Oklahoma,66.0,State,1.0,Call 3,Complete,1.22157108783722,Bush,Coburn,Yes,Male,White,50-59,Republican,Conservative,"$30,000-$49,999",About the same,Other Christian,,No,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Brad Carson is too extreme,White male,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Carson/Both too extreme,Carson/Neither too extreme,White,Tulsa area,Rural,Small cities and Rural,3.0,74020.0
1483989.0,Oklahoma,20.0,State,1.0,Call 1,Complete,1.36850428581238,Bush,Coburn,Yes,Male,White,65-74,Republican,Conservative,"$50,000-$74,999",About the same,Protestant,No,,Before that,For your candidate,Omit,Is honest and trustworthy,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Brad Carson is too extreme,White male,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Carson/Both too extreme,Carson/Neither too extreme,White,West,Rural,Small cities and Rural,3.0,73096.0
1530647.0,Oklahoma,56.0,National,2.0,Call 3,Complete,2.6990749835968,Bush,Coburn,Yes,Female,Hispanic/Latino,25-29,Republican,Conservative,"$30,000-$49,999",Better today,None,No,Yes,Before that,,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,,,Non-white female,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",None,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,,,Hispanic/Latino,Oklahoma City area,"City over 500,000","City over 50,000",6.0,73109.0
1507316.0,Oklahoma,43.0,State,1.0,Call 2,Complete,1.63380718231201,Bush,Coburn,Yes,Male,Hispanic/Latino,65-74,Republican,Conservative,"$30,000-$49,999",About the same,Protestant,Yes,Yes,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Brad Carson is too extreme,Non-white male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Carson/Both too extreme,Carson/Neither too extreme,White,Oklahoma City area,Suburbs,Suburbs,5.0,73115.0
1484242.0,Oklahoma,1.0,State,1.0,Call 1,Complete,0.753513753414154,Bush,Carson,Yes,Female,Other,25-29,Independent,Moderate,"$50,000-$74,999",Worse today,Other Christian,Yes,No,Before that,Against his opponent,Health care,Has clear stands on the issues,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Tom Coburn is too extreme,Non-white female,18-29,25-29,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Coburn/Neither too extreme,Coburn/Both too extreme,American Indian,East,Rural,Small cities and Rural,2.0,74457.0
1483984.0,Oklahoma,86.0,State,1.0,Call 1,Complete,1.79725432395935,Bush,Coburn,Yes,Male,White,65-74,Republican,Moderate,"$100,000-$149,999",About the same,Protestant,No,,Before that,For your candidate,Iraq,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Neither is too extreme,White male,60 or over,65 or over,65 or over,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Coburn/Neither too extreme,Carson/Neither too extreme,White,Tulsa area,"City: 50,000 to 500,000","City over 50,000",1.0,74135.0
1488765.0,Oklahoma,37.0,National,3.0,Call 1,Complete,0.936990082263947,Kerry,Carson,No,Female,White,65-74,Democrat,,"$15,000-$29,999",,,,No,,For your candidate,,,,,,,,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",,,All others,All others,,,,,,,,,White,West,Rural,Small cities and Rural,3.0,73768.0
1506436.0,Oklahoma,37.0,National,1.0,Call 2,Complete,0.808179438114166,Bush,Carson,Yes,Female,White,50-59,Republican,,,About the same,Protestant,Yes,No,Before that,,Moral values,Omit,Strongly approve,Strongly approve,Omit,,,White female,45-59,50-64,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,,,White,West,Rural,Small cities and Rural,3.0,73768.0
1507309.0,Oklahoma,7.0,State,1.0,Call 2,Complete,0.886794090270996,Bush,Coburn,Yes,Female,White,40-44,Republican,Conservative,"$30,000-$49,999",About the same,Something else,No,No,Before that,For your candidate,Omit,Omit,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Both are too extreme,White female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Something else,White Something else,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Carson/Both too extreme,Coburn/Both too extreme,White,West,"City: 10,000 to 49,999",Small cities and Rural,4.0,73401.0
1483978.0,Oklahoma,70.0,State,1.0,Call 1,Complete,1.24855244159698,Bush,Carson,Yes,,White,75 or over,Democrat,,"$30,000-$49,999",About the same,Protestant,Yes,,Sometime last week,For your candidate,Taxes,Has strong religious faith,Strongly approve,Somewhat disapprove,Less safe from terrorism,Neither of them,Omit,,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,Omit,Omit,White,West,Suburbs,Suburbs,5.0,74873.0
1483977.0,Oklahoma,40.0,State,1.0,Call 1,Complete,0.900253355503082,Bush,Coburn,No,Male,White,40-44,Republican,Moderate,"$15,000-$29,999",About the same,,Yes,No,Before that,For your candidate,Terrorism,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Brad Carson is too extreme,White male,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",,,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Carson/Both too extreme,Carson/Neither too extreme,White,East,Rural,Small cities and Rural,2.0,74423.0
1529478.0,Oklahoma,79.0,State,1.0,Call 3,Complete,0.887378871440887,Kerry,Carson,No,Male,White,50-59,Democrat,Liberal,"$15,000-$29,999",About the same,Protestant,Yes,No,Before that,For your candidate,Economy/Jobs,Is intelligent,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Tom Coburn is too extreme,White male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Coburn/Neither too extreme,Coburn/Both too extreme,White,Tulsa area,"City: 50,000 to 500,000","City over 50,000",1.0,74115.0
1483975.0,Oklahoma,58.0,State,1.0,Call 1,Complete,1.0547878742218,Bush,Coburn,,Female,White,65-74,,,"$15,000-$29,999",About the same,Other Christian,Yes,No,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Somewhat approve,Less safe from terrorism,Omit,Omit,White female,60 or over,65 or over,65 or over,,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Omit,Omit,Omit,Omit,White,Oklahoma City area,"City over 500,000","City over 50,000",5.0,73132.0
1504958.0,Oklahoma,70.0,State,1.0,Call 2,Complete,0.965930283069611,Bush,Coburn,Yes,Male,White,50-59,Republican,Conservative,"$30,000-$49,999",About the same,Protestant,Yes,No,Before that,Against his opponent,Omit,Is honest and trustworthy,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Brad Carson is too extreme,White male,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Carson/Both too extreme,Carson/Neither too extreme,White,West,Suburbs,Suburbs,5.0,74873.0
1487278.0,Oklahoma,41.0,State,1.0,Call 1,Complete,1.55019330978394,Kerry,Carson,,Male,White,65-74,Democrat,Conservative,"$15,000-$29,999",About the same,Protestant,Yes,No,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly disapprove,Somewhat approve,Less safe from terrorism,Only John Kerry,Tom Coburn is too extreme,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Kerry/Both,Coburn/Neither too extreme,Coburn/Both too extreme,White,East,Rural,Small cities and Rural,2.0,74470.0
1508623.0,Oklahoma,17.0,State,1.0,Call 2,Complete,0.694841146469116,Did not vote,Did not vote,Did not vote,Female,White,25-29,Republican,Moderate,"$30,000-$49,999",Worse today,Other Christian,Yes,No,Before that,Against his opponent,Education,Cares about people like me,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Neither is too extreme,White female,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Coburn/Neither too extreme,Carson/Neither too extreme,White,West,Rural,Small cities and Rural,3.0,73601.0
1483969.0,Oklahoma,43.0,State,1.0,Call 1,Complete,1.01949954032898,Bush,Coburn,Yes,Female,White,45-49,Democrat,Conservative,"$50,000-$74,999",About the same,Other Christian,Yes,No,Before that,For your candidate,Terrorism,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Both are too extreme,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Carson/Both too extreme,Coburn/Both too extreme,White,Oklahoma City area,Suburbs,Suburbs,5.0,73115.0
1529468.0,Oklahoma,71.0,National,1.0,Call 3,Complete,0.984870135784149,Bush,Coburn,Yes,Male,White,40-44,Republican,Conservative,"$75,000-$99,999",Better today,Catholic,No,,Before that,,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,,,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,,,White,West,Suburbs,Suburbs,5.0,74852.0
1530622.0,Oklahoma,49.0,State,1.0,Call 3,Complete,1.1147933006286599,Bush,Carson,No,Male,White,30-39,Democrat,Liberal,"$15,000-$29,999",Better today,Protestant,Yes,,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Tom Coburn is too extreme,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Coburn/Neither too extreme,Coburn/Both too extreme,White,Oklahoma City area,Suburbs,Suburbs,4.0,73110.0
1484219.0,Oklahoma,17.0,State,1.0,Call 1,Complete,0.965930283069611,Bush,Coburn,Yes,Male,White,40-44,Republican,Conservative,"$50,000-$74,999",Better today,Protestant,No,,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Brad Carson is too extreme,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Carson/Both too extreme,Carson/Neither too extreme,White,West,Rural,Small cities and Rural,3.0,73601.0
1481626.0,Oklahoma,46.0,State,1.0,Call 1,Not complete,1.50310266017914,Bush,Coburn,Yes,Male,White,75 or over,,,,,,,No,Sometime last week,For your candidate,Omit,Omit,Strongly approve,,,,,White male,60 or over,65 or over,65 or over,,,,,,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,,,,,,White,Oklahoma City area,"City over 500,000","City over 50,000",5.0,73013.0
1486290.0,Oklahoma,98.0,State,1.0,Call 1,Complete,0.627070188522339,Bush,Coburn,Yes,Female,White,50-59,Independent,Conservative,"Under $15,000",About the same,Protestant,Yes,No,Before that,For your candidate,Moral values,Has strong religious faith,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Brad Carson is too extreme,White female,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Carson/Both too extreme,Carson/Neither too extreme,White,Tulsa area,"City: 10,000 to 49,999",Small cities and Rural,1.0,74003.0
1528370.0,Oklahoma,46.0,State,1.0,Call 3,Not complete,1.25234830379486,Bush,Coburn,Yes,Male,Black,18-24,,,,,,,No,Before that,For your candidate,Moral values,Omit,Strongly approve,,,,,Non-white male,18-29,18-24,18-64,,,,,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,Black,Oklahoma City area,"City over 500,000","City over 50,000",5.0,73013.0
1484213.0,Oklahoma,23.0,State,1.0,Call 1,Complete,0.922265827655792,Bush,Coburn,Yes,Female,White,50-59,Republican,Conservative,"$30,000-$49,999",About the same,Other Christian,Yes,No,Before that,For your candidate,Economy/Jobs,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Both are too extreme,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Carson/Both too extreme,Coburn/Both too extreme,White,West,"City: 10,000 to 49,999",Small cities and Rural,3.0,73703.0
1483954.0,Oklahoma,71.0,National,1.0,Call 1,Complete,0.724272549152374,Kerry,Carson,No,Female,White,50-59,Democrat,Liberal,"Under $15,000",Worse today,None,No,No,Before that,,Iraq,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Safer from terrorism,,,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,,,White,West,Suburbs,Suburbs,5.0,74852.0
1486473.0,Oklahoma,41.0,State,1.0,Call 1,Complete,0.997204184532166,Kerry,Carson,Yes,Female,White,50-59,Democrat,,"$15,000-$29,999",Worse today,None,No,No,Before that,For your candidate,Iraq,Is a strong leader,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Tom Coburn is too extreme,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Coburn/Neither too extreme,Coburn/Both too extreme,White,East,Rural,Small cities and Rural,2.0,74470.0
1506832.0,Oklahoma,85.0,State,1.0,Call 2,Complete,1.12099587917328,Kerry,Coburn,Yes,Male,White,50-59,Independent,Moderate,"$30,000-$49,999",About the same,Protestant,No,No,In the last three days,Against his opponent,Iraq,Omit,Strongly approve,Strongly approve,Safer from terrorism,Neither of them,Neither is too extreme,White male,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Kerry/Neither,Only Bush/Neither,Coburn/Neither too extreme,Carson/Neither too extreme,White,Tulsa area,"City: 50,000 to 500,000","City over 50,000",1.0,74135.0
1529454.0,Oklahoma,60.0,State,1.0,Call 3,Complete,0.53770524263382,Bush,Coburn,Yes,Male,White,45-49,Republican,Conservative,"$75,000-$99,999",Better today,Protestant,Yes,No,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Brad Carson is too extreme,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Carson/Both too extreme,Carson/Neither too extreme,White,Oklahoma City area,"City over 500,000","City over 50,000",5.0,73142.0
1539942.0,Oklahoma,54.0,State,1.0,Call 3,Complete,0.710036993026733,Kerry,Carson,No,Female,White,45-49,Independent,Moderate,"$50,000-$74,999",Worse today,None,Yes,No,During the last month,For your candidate,Omit,Will bring about needed change,Strongly approve,Somewhat approve,Less safe from terrorism,Neither of them,Tom Coburn is too extreme,White female,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Bush/Neither,Coburn/Neither too extreme,Coburn/Both too extreme,White,Oklahoma City area,"City over 500,000","City over 50,000",5.0,73127.0
1484207.0,Oklahoma,85.0,State,1.0,Call 1,Complete,1.33421671390533,Kerry,Carson,Yes,Male,White,45-49,Democrat,Liberal,"$30,000-$49,999",Worse today,Protestant,Yes,No,Before that,For your candidate,Taxes,Has strong religious faith,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Neither is too extreme,White male,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Coburn/Neither too extreme,Carson/Neither too extreme,White,Tulsa area,"City: 50,000 to 500,000","City over 50,000",1.0,74135.0
1483948.0,Oklahoma,60.0,State,1.0,Call 1,Complete,0.53770524263382,Bush,Coburn,Yes,Male,White,30-39,Republican,Conservative,"$50,000-$74,999",Better today,Protestant,Yes,No,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Neither is too extreme,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Coburn/Neither too extreme,Carson/Neither too extreme,White,Oklahoma City area,"City over 500,000","City over 50,000",5.0,73142.0
1484895.0,Oklahoma,71.0,National,2.0,Call 1,Not complete,0.984870135784149,Bush,Coburn,Yes,Male,Other,50-59,,,,,,,,Before that,,Moral values,Will bring about needed change,Strongly approve,,,,,Non-white male,45-59,50-64,18-64,,,,,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,American Indian,West,Suburbs,Suburbs,5.0,74852.0
1533974.0,Oklahoma,40.0,State,1.0,Call 3,Complete,0.918966948986053,Kerry,Coburn,Yes,Female,Other,45-49,Democrat,Moderate,"$75,000-$99,999",About the same,Protestant,Yes,No,In the last three days,Against his opponent,Economy/Jobs,Will bring about needed change,Somewhat approve,Somewhat disapprove,Less safe from terrorism,Both of them,Neither is too extreme,Non-white female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,Coburn/Neither too extreme,Carson/Neither too extreme,American Indian,East,Rural,Small cities and Rural,2.0,74423.0
