ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,PRESNV04,SENNV04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,EDUC,UNION4,MARRIED,MEXICAN,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECNV,MOVETONV,YUCCAMTN,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1540450.0,Nevada,35.0,State,1.0,Call 3,Complete,Exit poll,0.291337817907333,Kerry,Reid,Female,White,50-59,Independent,Liberal,No,"Under $15,000",Worse today,Jewish,Postgraduate study,No one does,No,No,Before that,For your candidate,Terrorism,Will bring about needed change,Strongly disapprove,Somewhat approve,Safer from terrorism,Only John Kerry,Omit,Somewhat badly,Good,I moved to NV in the last 4 years,Somewhat important,White female,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Jewish,White Jewish,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Omit,Omit,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Clark County,"City over 500,000","City over 50,000",3.0,89146.0
1540458.0,Nevada,56.0,State,1.0,Call 3,Complete,Exit poll,0.572700023651123,Bush,Ziser,Female,White,40-44,Republican,Moderate,No,"$100,000-$149,999",Better today,Catholic,High school graduate,No one does,Yes,,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I moved to NV in the last 4 years,Not too important,White female,30-44,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Clark County,"City: 50,000 to 500,000","City over 50,000",3.0,89120.0
1540464.0,Nevada,53.0,State,1.0,Call 3,Complete,Exit poll,0.381773799657822,Kerry,Reid,Male,White,25-29,Democrat,Conservative,No,"$30,000-$49,999",Worse today,Catholic,High school graduate,"Yes, I do and someone else does",No,No,Before that,Against his opponent,Iraq,Is a strong leader,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Good,I moved to NV 5-10 years ago,Very important,White male,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,White,Clark County,"City over 500,000","City over 50,000",3.0,89117.0
1540466.0,Nevada,18.0,State,1.0,Call 3,Complete,Exit poll,0.502887308597565,Kerry,Reid,Female,Black,18-24,Democrat,Moderate,Yes,"$50,000-$74,999",About the same,Muslim,High school graduate,"Yes, I do",No,No,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Not so good,I moved to NV 5-10 years ago,Very important,Non-white female,18-29,18-24,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,Black,Clark County,"City: 50,000 to 500,000","City over 50,000",3.0,89123.0
1540467.0,Nevada,35.0,State,1.0,Call 3,Complete,Exit poll,0.399980962276459,Bush,Ziser,Female,Hispanic/Latino,45-49,Republican,Conservative,No,"$30,000-$49,999",Better today,Other Christian,Some college/associate degree,No one does,No,Yes,Before that,For your candidate,Omit,Omit,Strongly approve,Omit,Safer from terrorism,Omit,Only George W. Bush,Somewhat badly,Good,I moved to NV more than 10 years ago,Not at all important,Non-white female,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Omit,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Omit,Omit,No one in household is union member,Voter is not union member,All others,Hispanic/Latino,Clark County,"City over 500,000","City over 50,000",3.0,89146.0
1540468.0,Nevada,31.0,State,1.0,Call 3,Complete,Exit poll,0.493374019861221,Bush,Reid,Male,Hispanic/Latino,18-24,Independent,Moderate,No,"$100,000-$149,999",About the same,None,Some college/associate degree,No one does,No,Yes,Sometime last week,Against his opponent,Education,Is a strong leader,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I moved to NV 5-10 years ago,Somewhat important,Non-white male,18-29,18-24,18-64,Independent,"$50,000 or more","$100,000 or more",None,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,Other,Clark County,"City over 500,000","City over 50,000",1.0,89108.0
1540474.0,Nevada,65.0,State,1.0,Call 3,Complete,Exit poll,0.558145701885223,Bush,Ziser,Male,White,30-39,Republican,Conservative,No,"$50,000-$74,999",Better today,Something else,High school graduate,"Yes, I do",Yes,No,Before that,For your candidate,Terrorism,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Good,I was born in NV,Not too important,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Something else,White Something else,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,All others,White,Rural Counties,Rural,Small cities and Rural,2.0,89008.0
1540482.0,Nevada,35.0,State,1.0,Call 3,Complete,Exit poll,0.399980962276459,Bush,Ziser,Female,White,30-39,Republican,Liberal,No,"$75,000-$99,999",Better today,Catholic,High school graduate,"Yes, I do",Yes,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Both of them,Both of them,Somewhat badly,Good,I moved to NV in the last 4 years,Somewhat important,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is union member,Married women,White,Clark County,"City over 500,000","City over 50,000",3.0,89146.0
1540489.0,Nevada,56.0,State,1.0,Call 3,Complete,Exit poll,0.572700023651123,Bush,Ziser,Female,White,50-59,Something Else,Conservative,No,"$75,000-$99,999",Worse today,Something else,Some college/associate degree,No one does,Yes,No,Before that,Against his opponent,Taxes,Has clear stands on the issues,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Excellent,I moved to NV more than 10 years ago,Somewhat important,White female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Something else,White Something else,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Clark County,"City: 50,000 to 500,000","City over 50,000",3.0,89120.0
1540492.0,Nevada,53.0,State,1.0,Call 3,Complete,Exit poll,0.280775099992752,Kerry,Did not vote,Female,Hispanic/Latino,18-24,Democrat,Moderate,Yes,"$30,000-$49,999",Better today,Catholic,High school graduate,"Yes, I do",No,No,Before that,For your candidate,Health care,Is honest and trustworthy,Somewhat disapprove,Somewhat approve,Safer from terrorism,Both of them,Only John Kerry,Somewhat badly,Not so good,I moved to NV 5-10 years ago,Very important,Non-white female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,Hispanic/Latino,Clark County,"City over 500,000","City over 50,000",3.0,89117.0
1540497.0,Nevada,35.0,State,1.0,Call 3,Complete,Exit poll,0.298629373311996,Kerry,Reid,Male,Asian,40-44,Republican,Moderate,Yes,"$50,000-$74,999",About the same,Catholic,High school graduate,"Yes, I do",Yes,No,In the last three days,For your candidate,Health care,Cares about people like me,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Both of them,Somewhat badly,Good,I moved to NV 5-10 years ago,Very important,Non-white male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,All others,All others,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,All others,Asian,Clark County,"City over 500,000","City over 50,000",3.0,89146.0
1540505.0,Nevada,65.0,State,1.0,Call 3,Complete,Exit poll,0.544517576694489,Bush,Ziser,Female,White,30-39,Republican,Conservative,No,"$50,000-$74,999",Better today,Protestant,Some college/associate degree,"Yes, someone else does",Yes,No,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I moved to NV more than 10 years ago,Not at all important,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,Married women,White,Rural Counties,Rural,Small cities and Rural,2.0,89008.0
1540509.0,Nevada,35.0,State,1.0,Call 3,Complete,Exit poll,0.291337817907333,Kerry,Reid,Female,White,45-49,Democrat,Liberal,No,"$50,000-$74,999",Worse today,Catholic,High school graduate,"Yes, I do and someone else does",Yes,No,During the last month,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Neither of them,Only John Kerry,Somewhat badly,Not so good,I moved to NV more than 10 years ago,Somewhat important,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,Someone in household is union member,Voter is union member,Married women,White,Clark County,"City over 500,000","City over 50,000",3.0,89146.0
1540511.0,Nevada,31.0,State,1.0,Call 3,Complete,Exit poll,2.10392236709595,Kerry,Other,Female,Hispanic/Latino,18-24,Democrat,Moderate,No,"$30,000-$49,999",Worse today,Catholic,Postgraduate study,"Yes, I do",No,Yes,Before that,For your candidate,Education,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Good,,Very important,Non-white female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,Hispanic/Latino,Clark County,"City over 500,000","City over 50,000",1.0,89108.0
1540512.0,Nevada,18.0,State,1.0,Call 3,Complete,Exit poll,0.359887897968292,Kerry,Reid,Female,Hispanic/Latino,30-39,Democrat,Moderate,No,"$100,000-$149,999",Better today,None,College graduate,No one does,Yes,Yes,Just today,Omit,Taxes,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Neither of them,Neither of them,Somewhat badly,Good,I moved to NV 5-10 years ago,Very important,Non-white female,30-44,30-39,18-64,Democrat,"$50,000 or more","$100,000 or more",None,All others,All others,College graduate,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,Asian,Clark County,"City: 50,000 to 500,000","City over 50,000",3.0,89123.0
1540515.0,Nevada,53.0,State,1.0,Call 3,Complete,Exit poll,0.479111760854721,Kerry,Reid,Male,Black,40-44,Democrat,Moderate,No,"$50,000-$74,999",Worse today,Something else,Some college/associate degree,"Yes, I do",No,No,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,I moved to NV 5-10 years ago,Somewhat important,Non-white male,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,Black,Clark County,"City over 500,000","City over 50,000",3.0,89117.0
1540520.0,Nevada,35.0,State,1.0,Call 3,Complete,Exit poll,0.399980962276459,Bush,Ziser,Female,White,50-59,Republican,Conservative,No,"$100,000-$149,999",About the same,Other Christian,Some college/associate degree,No one does,Yes,No,Before that,For your candidate,Omit,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Good,I moved to NV more than 10 years ago,Very important,White female,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Clark County,"City over 500,000","City over 50,000",3.0,89146.0
1540530.0,Nevada,56.0,State,1.0,Call 3,Complete,Exit poll,0.572700023651123,Bush,Ziser,Female,White,30-39,Republican,Conservative,No,"$75,000-$99,999",Better today,Other Christian,Postgraduate study,"Yes, I do",Yes,No,Before that,For your candidate,Moral values,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I moved to NV 5-10 years ago,Not too important,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,Married women,White,Clark County,"City: 50,000 to 500,000","City over 50,000",3.0,89120.0
1540532.0,Nevada,65.0,State,1.0,Call 3,Complete,Exit poll,0.505744516849518,Kerry,Reid,Male,White,50-59,Independent,Moderate,No,"Under $15,000",Worse today,Something else,High school graduate,No one does,Yes,No,Before that,For your candidate,Economy/Jobs,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Only John Kerry,Very badly,Not so good,I moved to NV more than 10 years ago,Very important,White male,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Rural Counties,Rural,Small cities and Rural,2.0,89008.0
1540538.0,Nevada,35.0,State,1.0,Call 3,Complete,Exit poll,0.407229334115982,Bush,Reid,Male,White,18-24,Something Else,Moderate,Yes,"$75,000-$99,999",Better today,Other Christian,Some college/associate degree,,No,No,Before that,Against his opponent,Moral values,Is honest and trustworthy,Somewhat approve,Somewhat approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,I was born in NV,Omit,White male,18-29,18-24,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,,,All others,White,Clark County,"City over 500,000","City over 50,000",3.0,89146.0
1540546.0,Nevada,18.0,State,1.0,Call 3,Complete,Exit poll,0.36889511346817,Kerry,Reid,Male,White,30-39,Democrat,Moderate,No,"$100,000-$149,999",About the same,Something else,Some college/associate degree,No one does,Yes,No,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Safer from terrorism,Both of them,Both of them,Very badly,Good,I was born in NV,Very important,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","$100,000 or more",Something else,White Something else,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Clark County,"City: 50,000 to 500,000","City over 50,000",3.0,89123.0
1540550.0,Nevada,53.0,State,1.0,Call 3,Complete,Exit poll,0.496720641851425,Bush,Ziser,Male,White,30-39,Republican,Conservative,No,"$50,000-$74,999",Better today,Protestant,Some college/associate degree,No one does,No,No,Before that,For your candidate,Taxes,Has clear stands on the issues,Strongly approve,Somewhat approve,Omit,Only George W. Bush,Only George W. Bush,Somewhat badly,Excellent,I moved to NV more than 10 years ago,Not too important,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Clark County,"City over 500,000","City over 50,000",3.0,89117.0
1540552.0,Nevada,35.0,State,1.0,Call 3,Complete,Exit poll,0.298629373311996,Kerry,Reid,Male,White,30-39,Democrat,Moderate,No,"$75,000-$99,999",Better today,Catholic,College graduate,No one does,Yes,No,Before that,For your candidate,Economy/Jobs,Is a strong leader,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Both of them,Only John Kerry,Somewhat badly,Good,I moved to NV more than 10 years ago,Somewhat important,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Clark County,"City over 500,000","City over 50,000",3.0,89146.0
1540560.0,Nevada,65.0,State,1.0,Call 3,Complete,Exit poll,0.925269365310669,Bush,Ziser,Female,,65-74,Something Else,Conservative,No,"$15,000-$29,999",About the same,Mormon/LDS,Some college/associate degree,No one does,Yes,No,Just today,For your candidate,Omit,Cares about people like me,Somewhat approve,Strongly approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,I moved to NV more than 10 years ago,Not too important,,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,,Rural Counties,Rural,Small cities and Rural,2.0,89008.0
1540564.0,Nevada,56.0,State,1.0,Call 3,Complete,Exit poll,0.451187193393707,Kerry,Reid,Male,Hispanic/Latino,25-29,Independent,Moderate,Yes,"$30,000-$49,999",Better today,Mormon/LDS,Some college/associate degree,No one does,Yes,Yes,Before that,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Safer from terrorism,Both of them,Only John Kerry,Very badly,Not so good,I moved to NV in the last 4 years,Very important,Non-white male,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,Hispanic/Latino,Clark County,"City: 50,000 to 500,000","City over 50,000",3.0,89120.0
1540569.0,Nevada,35.0,State,1.0,Call 3,Complete,Exit poll,0.320923656225204,Kerry,Reid,Female,,25-29,Independent,Liberal,No,"$50,000-$74,999",Worse today,Something else,Some college/associate degree,No one does,No,No,Before that,Against his opponent,Iraq,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Neither of them,Very badly,Good,I moved to NV more than 10 years ago,Somewhat important,,18-29,25-29,18-64,Independent,"$50,000 or more","Under $100,000",Something else,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,,Clark County,"City over 500,000","City over 50,000",3.0,89146.0
1540577.0,Nevada,53.0,State,1.0,Call 3,Complete,Exit poll,0.808537185192108,Bush,Ziser,Male,White,75 or over,Republican,Conservative,No,"$200,000 or more",About the same,Jewish,Some college/associate degree,No one does,Yes,,Before that,For your candidate,Taxes,Omit,Somewhat disapprove,Strongly disapprove,Omit,Both of them,Neither of them,Somewhat badly,Good,I moved to NV more than 10 years ago,Not at all important,White male,60 or over,65 or over,65 or over,Republican,"$50,000 or more","$100,000 or more",Jewish,White Jewish,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Clark County,"City over 500,000","City over 50,000",3.0,89117.0
1540578.0,Nevada,35.0,State,1.0,Call 3,Complete,Exit poll,0.291337817907333,Kerry,Reid,Female,White,40-44,Democrat,Moderate,No,"$100,000-$149,999",Better today,Catholic,Some college/associate degree,No one does,Yes,,Just today,Against his opponent,Taxes,Is intelligent,Somewhat approve,Somewhat approve,Safer from terrorism,Both of them,Both of them,Somewhat well,Good,I was born in NV,Very important,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Clark County,"City over 500,000","City over 50,000",3.0,89146.0
1540582.0,Nevada,18.0,State,1.0,Call 3,Complete,Exit poll,0.389259546995163,Kerry,Reid,Male,White,18-24,Democrat,Conservative,Yes,"$50,000-$74,999",Worse today,Other Christian,High school graduate,"Yes, I do and someone else does",No,No,During the last month,For your candidate,Omit,Cares about people like me,Strongly approve,Strongly disapprove,Safer from terrorism,Only George W. Bush,Both of them,Somewhat badly,Not so good,I moved to NV more than 10 years ago,Somewhat important,White male,18-29,18-24,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,All others,White,Clark County,"City: 50,000 to 500,000","City over 50,000",3.0,89123.0
1540591.0,Nevada,65.0,State,1.0,Call 3,Complete,Exit poll,0.434184938669205,Bush,Reid,Male,White,30-39,Something Else,Liberal,No,"Under $15,000",Worse today,Catholic,Did not complete high school,No one does,Yes,No,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Somewhat approve,Less safe from terrorism,Both of them,Neither of them,Somewhat badly,Good,I moved to NV more than 10 years ago,Not too important,White male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Rural Counties,Rural,Small cities and Rural,2.0,89008.0
1540595.0,Nevada,35.0,State,1.0,Call 3,Complete,Exit poll,0.376501768827438,Bush,Reid,Female,White,45-49,Republican,Moderate,No,"$75,000-$99,999",Better today,Other Christian,College graduate,"Yes, I do and someone else does",No,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Good,I moved to NV more than 10 years ago,Somewhat important,White female,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,All others,White,Clark County,"City over 500,000","City over 50,000",3.0,89146.0
