ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESMO04,SENMO04,GOVMO04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,BRNAGAIN,EDUC,UNION4,MARRIED,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECMO,ISS04MO,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1502152.0,Missouri,74.0,State,1.0,Call 2,Complete,0.847445607185364,Bush,Bond,Blunt,Female,White,30-39,Independent,Liberal,No,,Better today,Other Christian,No,College graduate,No one does,Yes,Before that,For your candidate,Moral values,Has clear stands on the issues,Somewhat approve,Somewhat approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Economy/Jobs,White female,30-44,30-39,18-64,Independent,,,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,St. Louis suburbs,Suburbs,Suburbs,2.0,63304.0
1531317.0,Missouri,118.0,State,1.0,Call 3,Complete,1.16209185123444,Bush,Bond,Blunt,Male,White,18-24,Republican,Conservative,No,"$50,000-$74,999",Better today,Protestant,Yes,Some college/associate degree,No one does,No,Before that,Against his opponent,Moral values,Has clear stands on the issues,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Neither of them,Somewhat well,Good,Economy/Jobs,White male,18-29,18-24,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,North/Southeast,Suburbs,Suburbs,9.0,63390.0
1528145.0,Missouri,26.0,State,1.0,Call 3,Complete,1.03562021255493,Kerry,Farmer,McCaskill,Female,White,30-39,Independent,Liberal,No,"$50,000-$74,999",Worse today,Something else,No,Some college/associate degree,No one does,Yes,Before that,Against his opponent,Health care,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,Health care,White female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Something else,White Something else,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Kansas City area,"City: 50,000 to 500,000","City over 50,000",6.0,64118.0
1527325.0,Missouri,107.0,State,1.0,Call 3,Complete,0.988923132419586,Kerry,Farmer,McCaskill,Female,White,45-49,Democrat,Liberal,No,"$75,000-$99,999",About the same,Protestant,No,Postgraduate study,No one does,Yes,Before that,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,Education,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,St. Louis suburbs,Suburbs,Suburbs,2.0,63017.0
1482704.0,Missouri,77.0,State,1.0,Call 1,Complete,0.734145522117615,Bush,Farmer,Did not vote,Female,Black,40-44,Republican,Moderate,No,"Under $15,000",Worse today,Other Christian,Yes,High school graduate,No one does,Yes,Before that,Omit,Omit,Omit,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,Same-sex marriage,Non-white female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,Black,St. Louis suburbs,Suburbs,Suburbs,2.0,63376.0
1531311.0,Missouri,12.0,National,3.0,Call 3,Complete,0.892460405826569,Bush,Farmer,Blunt,Female,White,25-29,Republican,Moderate,,"$30,000-$49,999",,Catholic,No,,,Yes,,Against his opponent,,,,,,,,,,,White female,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,,,,,,,,,,,,,Married women,White,Kansas City area,"City: 50,000 to 500,000","City over 50,000",6.0,64507.0
1487561.0,Missouri,114.0,State,1.0,Call 1,Complete,1.36714851856232,Bush,Bond,Blunt,Female,White,30-39,Republican,Moderate,No,"$15,000-$29,999",Better today,Protestant,Yes,Some college/associate degree,No one does,No,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,Health care,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,North/Southeast,"City: 10,000 to 49,999",Small cities and Rural,8.0,63801.0
1502142.0,Missouri,73.0,State,1.0,Call 2,Complete,1.07871627807617,Kerry,Farmer,Blunt,Male,White,30-39,Independent,Conservative,No,"$50,000-$74,999",Worse today,Catholic,No,College graduate,No one does,No,Before that,Against his opponent,Iraq,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Neither of them,Somewhat well,Good,Economy/Jobs,White male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,North/Southeast,Rural,Small cities and Rural,9.0,63462.0
1477836.0,Missouri,47.0,State,1.0,Call 1,Complete,0.675685048103333,Bush,,Blunt,Male,White,25-29,,,No,"$15,000-$29,999",About the same,Other Christian,Yes,High school graduate,No one does,No,In the last three days,For your candidate,Omit,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Omit,White male,18-29,25-29,18-64,,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Kansas City area,Suburbs,Suburbs,5.0,64030.0
1477831.0,Missouri,118.0,State,1.0,Call 1,Complete,1.28657960891724,Kerry,Farmer,McCaskill,Female,White,60-64,Independent,Moderate,No,"$50,000-$74,999",About the same,Protestant,No,High school graduate,"Yes, someone else does",Yes,Before that,Against his opponent,Health care,Is intelligent,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Economy/Jobs,White female,60 or over,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,Married women,White,North/Southeast,Suburbs,Suburbs,9.0,63390.0
1502134.0,Missouri,28.0,State,1.0,Call 2,Complete,0.875624358654022,Bush,Bond,Blunt,Male,White,50-59,Republican,Conservative,No,"$30,000-$49,999",Better today,Other Christian,Yes,Some college/associate degree,No one does,Yes,Before that,For your candidate,Taxes,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Good,Taxes,White male,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Kansas City area,Rural,Small cities and Rural,6.0,64429.0
1484886.0,Missouri,77.0,State,1.0,Call 1,Complete,0.907851457595825,Bush,Bond,Blunt,Female,White,25-29,Republican,Conservative,No,"$75,000-$99,999",Better today,Other Christian,No,College graduate,No one does,Yes,Before that,For your candidate,Omit,Omit,Omit,Somewhat approve,Omit,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Omit,White female,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,College graduate,Omit,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,St. Louis suburbs,Suburbs,Suburbs,2.0,63376.0
1531298.0,Missouri,39.0,State,1.0,Call 3,Complete,0.881049990653992,Kerry,Farmer,McCaskill,Female,White,40-44,Independent,Liberal,No,"$50,000-$74,999",Better today,None,No,College graduate,"Yes, I do",No,Before that,Omit,Education,Will bring about needed change,Somewhat disapprove,Somewhat approve,Less safe from terrorism,Both of them,Both of them,Somewhat well,Good,Omit,White female,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,White,Kansas City area,Suburbs,Suburbs,5.0,64133.0
1502130.0,Missouri,48.0,National,3.0,Call 2,Complete,0.834225177764893,Bush,Bond,Blunt,Female,White,25-29,Republican,Moderate,,"$75,000-$99,999",,Catholic,No,,,Yes,,For your candidate,,,,,,,,,,,White female,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,,,,,,,,,,,,,Married women,White,Southwest,Suburbs,Suburbs,7.0,64834.0
1528126.0,Missouri,108.0,State,1.0,Call 3,Complete,1.42592597007751,Kerry,Farmer,McCaskill,Male,White,50-59,Democrat,Liberal,No,"$200,000 or more",About the same,None,No,Postgraduate study,No one does,No,During the last month,Against his opponent,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Only John Kerry,Very badly,Good,Economy/Jobs,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",None,White None,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,St. Louis city,"City: 50,000 to 500,000","City over 50,000",1.0,63112.0
1502127.0,Missouri,35.0,National,4.0,Call 2,Complete,0.562099993228912,Kerry,Farmer,McCaskill,Female,White,60-64,Democrat,Liberal,,"$15,000-$29,999",,,,Some college/associate degree,No one does,No,Before that,,,,,,,Only John Kerry,Only John Kerry,,,,White female,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",,,,,No degree,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Southwest,"City: 50,000 to 500,000","City over 50,000",7.0,65804.0
1502124.0,Missouri,100.0,State,1.0,Call 2,Complete,0.89942991733551,Bush,Bond,Blunt,Male,White,30-39,Something Else,Conservative,No,"$15,000-$29,999",Better today,Other Christian,Yes,Some college/associate degree,No one does,Yes,Before that,For your candidate,Taxes,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Excellent,Taxes,White male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,St. Louis suburbs,Suburbs,Suburbs,3.0,63129.0
1502123.0,Missouri,29.0,State,1.0,Call 2,Complete,0.580030381679535,Kerry,Farmer,McCaskill,Female,White,45-49,Democrat,Moderate,No,"$50,000-$74,999",About the same,None,No,Some college/associate degree,No one does,Yes,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Both of them,Only John Kerry,Very badly,Not so good,Education,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Southwest,"City: 10,000 to 49,999",Small cities and Rural,4.0,65109.0
1492400.0,Missouri,35.0,National,3.0,Call 2,Complete,0.405322432518005,Kerry,Farmer,McCaskill,Female,White,50-59,Democrat,Moderate,,"$100,000-$149,999",,Protestant,Yes,,,Yes,,Against his opponent,,,,,,,,,,,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,,,,,,,,,,,,,Married women,White,Southwest,"City: 50,000 to 500,000","City over 50,000",7.0,65804.0
1482676.0,Missouri,28.0,State,1.0,Call 1,Complete,0.841000258922577,Bush,Bond,Blunt,Male,White,18-24,Republican,Conservative,Yes,"$30,000-$49,999",Better today,Other Christian,No,High school graduate,No one does,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Both of them,Somewhat well,Good,Education,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Kansas City area,Rural,Small cities and Rural,6.0,64429.0
1477814.0,Missouri,66.0,State,1.0,Call 1,Complete,1.16020536422729,Kerry,Farmer,McCaskill,Male,White,65-74,Democrat,Moderate,No,"$15,000-$29,999",Worse today,Protestant,No,Did not complete high school,"Yes, I do",Yes,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Economy/Jobs,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,White,North/Southeast,Rural,Small cities and Rural,9.0,63353.0
1527295.0,Missouri,71.0,State,1.0,Call 3,Complete,1.1596577167511,Kerry,Bond,Blunt,Female,White,45-49,Independent,Liberal,No,"$30,000-$49,999",Worse today,Other Christian,Yes,High school graduate,No one does,Yes,In the last three days,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only John Kerry,Somewhat badly,Not so good,Economy/Jobs,White female,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Southwest,Rural,Small cities and Rural,7.0,65663.0
1502117.0,Missouri,77.0,State,1.0,Call 2,Complete,1.34327507019043,Bush,Bond,Blunt,Male,White,75 or over,Independent,Conservative,No,"$15,000-$29,999",Better today,Catholic,No,Some college/associate degree,No one does,Yes,Before that,For your candidate,Terrorism,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Taxes,White male,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,St. Louis suburbs,Suburbs,Suburbs,2.0,63376.0
1491513.0,Missouri,95.0,State,1.0,Call 1,Not complete,0.256050676107407,Kerry,,McCaskill,Female,Black,30-39,,,,,,,,,,,Before that,For your candidate,Omit,Omit,Somewhat disapprove,,,,,,Good,,Non-white female,30-44,30-39,18-64,,,,,All others,All others,All others,,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,,,,All others,Black,St. Louis suburbs,Suburbs,Suburbs,1.0,63121.0
1532004.0,Missouri,94.0,State,1.0,Call 3,Complete,0.83882737159729,Bush,Bond,McCaskill,Male,White,50-59,Republican,Conservative,No,"$75,000-$99,999",Better today,Catholic,No,Postgraduate study,No one does,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Economy/Jobs,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,St. Louis suburbs,Suburbs,Suburbs,2.0,63026.0
1526417.0,Missouri,83.0,State,1.0,Call 3,Complete,1.1679859161377,Kerry,Farmer,McCaskill,Male,White,18-24,Independent,Liberal,No,"$75,000-$99,999",About the same,None,No,College graduate,No one does,No,Before that,For your candidate,Moral values,Is intelligent,Strongly disapprove,Strongly approve,Less safe from terrorism,Both of them,Neither of them,Somewhat badly,Not so good,Gun control,White male,18-29,18-24,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,St. Louis suburbs,Suburbs,Suburbs,3.0,63130.0
1502111.0,Missouri,63.0,State,1.0,Call 2,Complete,1.54277491569519,Bush,Bond,Blunt,Male,White,30-39,Republican,Moderate,No,"Under $15,000",Better today,Other Christian,No,High school graduate,No one does,Yes,During the last month,For your candidate,Education,Is honest and trustworthy,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Education,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Southwest,Rural,Small cities and Rural,9.0,65035.0
1529611.0,Missouri,81.0,State,1.0,Call 3,Complete,1.33153116703033,Kerry,Did not vote,McCaskill,Female,White,50-59,Democrat,Liberal,No,"$30,000-$49,999",About the same,Catholic,No,Some college/associate degree,"Yes, someone else does",No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Economy/Jobs,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,All others,White,St. Louis suburbs,Suburbs,Suburbs,1.0,63031.0
1531273.0,Missouri,94.0,State,1.0,Call 3,Complete,0.805767953395844,Bush,Bond,Blunt,Female,White,40-44,Independent,Liberal,No,"$50,000-$74,999",Worse today,Something else,No,College graduate,"Yes, someone else does",No,Just today,Against his opponent,Terrorism,Has clear stands on the issues,Somewhat approve,Somewhat approve,Less safe from terrorism,Neither of them,Neither of them,Somewhat well,Good,Omit,White female,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Something else,White Something else,All others,All others,College graduate,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,Someone in household is union member,Voter is not union member,All others,White,St. Louis suburbs,Suburbs,Suburbs,2.0,63026.0
1502105.0,Missouri,24.0,State,1.0,Call 2,Complete,0.914790213108063,Kerry,Farmer,McCaskill,Female,White,65-74,Democrat,Conservative,No,"$30,000-$49,999",About the same,Protestant,Yes,High school graduate,No one does,Yes,Before that,For your candidate,Terrorism,Has strong religious faith,Strongly disapprove,Strongly disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Health care,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Southwest,Suburbs,Suburbs,7.0,65610.0
1492381.0,Missouri,95.0,State,1.0,Call 1,Not complete,0.412374675273895,Kerry,Farmer,McCaskill,,Black,65-74,,,,,,,,,,,Before that,For your candidate,Taxes,Cares about people like me,Strongly disapprove,,,,,,Not so good,,,60 or over,65 or over,65 or over,,,,,All others,All others,All others,,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,,,,,Black,St. Louis suburbs,Suburbs,Suburbs,1.0,63121.0
1477795.0,Missouri,100.0,State,1.0,Call 1,Complete,1.21720790863037,Bush,Bond,Blunt,Female,White,60-64,Republican,Conservative,No,"$100,000-$149,999",Better today,Protestant,No,Some college/associate degree,No one does,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,Health care,White female,60 or over,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,St. Louis suburbs,Suburbs,Suburbs,3.0,63129.0
1502099.0,Missouri,44.0,National,4.0,Call 2,Complete,0.337896287441254,Kerry,,McCaskill,Female,Black,45-49,Democrat,Moderate,,"Under $15,000",,,,Some college/associate degree,No one does,No,Before that,,,,,,,Only John Kerry,Only John Kerry,,,,Non-white female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",,,,,No degree,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,Black,Kansas City area,"City: 50,000 to 500,000","City over 50,000",5.0,64130.0
1533309.0,Missouri,90.0,State,1.0,Call 3,Complete,0.930751144886017,Kerry,Farmer,McCaskill,Female,White,50-59,Democrat,Moderate,No,"$150,000-$199,999",Worse today,Catholic,No,Did not complete high school,No one does,Yes,Before that,For your candidate,Economy/Jobs,Is intelligent,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Economy/Jobs,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,St. Louis suburbs,Suburbs,Suburbs,2.0,63025.0
1502088.0,Missouri,66.0,State,1.0,Call 2,Complete,1.16020536422729,Kerry,Farmer,McCaskill,Male,White,65-74,Democrat,Conservative,No,"$15,000-$29,999",Worse today,Protestant,Yes,High school graduate,"Yes, I do",Yes,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Economy/Jobs,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,White,North/Southeast,Rural,Small cities and Rural,9.0,63353.0
