ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESSD04,SENSD04,HOUSD04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,EDUC,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECSD,DROUGHT,FAIRSHRE,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,FAIRDASC,FAIRTHUN,QRACEAI,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1515381.0,South Dakota,28.0,State,1.0,Call 2,Complete,0.747304320335388,Kerry,Daschle,Herseth,Female,White,50-59,Democrat,Moderate,No,"$15,000-$29,999",Omit,Protestant,Some college/associate degree,Before that,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Hurt your state,Only Tom Daschle would,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only Tom Daschle would/Both candidates would,Tom Daschle would/Neither candidate would,White,Northeast,Rural,Small cities and Rural,1.0,57234.0
1512589.0,South Dakota,51.0,State,1.0,Call 2,Complete,0.935403883457184,Bush,Thune,Diedrich,Male,White,40-44,Republican,Conservative,No,"$50,000-$74,999",Worse today,Catholic,College graduate,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Very badly,Good,Hurt your state,Both candidates would,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only Tom Daschle would/Both candidates would,Only John Thune would/Both candidates would,White,Southeast,Rural,Small cities and Rural,1.0,57349.0
1535475.0,South Dakota,26.0,State,1.0,Call 3,Complete,0.837311983108521,Bush,Thune,Herseth,Male,White,40-44,Democrat,Moderate,No,"$30,000-$49,999",Better today,Protestant,Some college/associate degree,Before that,For your candidate,Taxes,Cares about people like me,Strongly approve,Somewhat approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,Helped your state,Only John Thune would,White male,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Thune would/Neither candidate would,Only John Thune would/Both candidates would,White,West,Rural,Small cities and Rural,1.0,57523.0
1513808.0,South Dakota,40.0,State,1.0,Call 2,Complete,0.690675795078278,Bush,Thune,Diedrich,Female,White,30-39,Independent,Conservative,No,"$200,000 or more",Better today,Protestant,Postgraduate study,Before that,Against his opponent,Moral values,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Both of them,Somewhat well,Excellent,Hurt your state,Both candidates would,White female,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,Only Tom Daschle would/Both candidates would,Only John Thune would/Both candidates would,White,Southeast,"City: 50,000 to 500,000","City over 50,000",1.0,57108.0
1536430.0,South Dakota,85.0,State,1.0,Call 3,Complete,1.17679846286774,Bush,Thune,Diedrich,Male,White,50-59,Republican,Conservative,No,"$30,000-$49,999",Better today,Protestant,Some college/associate degree,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Not affected your state,Both candidates would,White male,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only Tom Daschle would/Both candidates would,Only John Thune would/Both candidates would,White,Southeast,Rural,Small cities and Rural,1.0,57043.0
1535469.0,South Dakota,7.0,State,1.0,Call 3,Complete,0.747304320335388,Kerry,Daschle,Herseth,Female,White,40-44,Democrat,Moderate,No,"$15,000-$29,999",Worse today,Protestant,College graduate,Before that,Against his opponent,Iraq,Is intelligent,Somewhat disapprove,Strongly disapprove,Safer from terrorism,Both of them,Only John Kerry,Very badly,Good,Hurt your state,Only Tom Daschle would,White female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Only Tom Daschle would/Both candidates would,Tom Daschle would/Neither candidate would,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,57407.0
1513803.0,South Dakota,41.0,State,1.0,Call 2,Complete,0.780763924121857,Bush,Thune,Diedrich,Female,White,30-39,Republican,Conservative,No,"$75,000-$99,999",Better today,Protestant,Postgraduate study,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Helped your state,Only John Thune would,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Thune would/Neither candidate would,Only John Thune would/Both candidates would,White,Southeast,"City: 50,000 to 500,000","City over 50,000",1.0,57103.0
1505138.0,South Dakota,39.0,State,1.0,Call 1,Complete,2.18159461021423,Kerry,Daschle,Herseth,Male,White,60-64,Democrat,Moderate,No,"$50,000-$74,999",About the same,Protestant,Some college/associate degree,During the last month,Against his opponent,Iraq,Is honest and trustworthy,Strongly approve,Strongly disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Good,Not affected your state,Both candidates would,White male,60 or over,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only Tom Daschle would/Both candidates would,Only John Thune would/Both candidates would,White,West,Rural,Small cities and Rural,1.0,57793.0
1491179.0,South Dakota,62.0,State,1.0,Call 1,Complete,0.403590470552444,Kerry,Daschle,Herseth,Female,White,40-44,Democrat,Moderate,No,"$30,000-$49,999",Worse today,Something else,Some college/associate degree,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat approve,Less safe from terrorism,Both of them,Only John Kerry,Somewhat badly,Not so good,Hurt your state,Both candidates would,White female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Only Tom Daschle would/Both candidates would,Only John Thune would/Both candidates would,White,Southeast,"City: 50,000 to 500,000","City over 50,000",1.0,57105.0
1488805.0,South Dakota,25.0,State,1.0,Call 1,Complete,0.789436221122742,Kerry,Daschle,Herseth,Male,White,50-59,Independent,Moderate,No,"$75,000-$99,999",Worse today,Catholic,Some college/associate degree,Before that,Against his opponent,Health care,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,Hurt your state,Only Tom Daschle would,White male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only Tom Daschle would/Both candidates would,Tom Daschle would/Neither candidate would,White,Northeast,Rural,Small cities and Rural,1.0,57216.0
1488914.0,South Dakota,23.0,State,1.0,Call 1,Complete,1.92110288143158,,,Herseth,Female,White,60-64,Democrat,Moderate,No,"Under $15,000",Better today,Protestant,High school graduate,During the last month,Against his opponent,Omit,Omit,Omit,Somewhat approve,Safer from terrorism,Neither of them,Neither of them,Somewhat well,Good,Hurt your state,Both candidates would,White female,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Omit,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,Only Tom Daschle would/Both candidates would,Only John Thune would/Both candidates would,White,West,Rural,Small cities and Rural,1.0,57747.0
1536419.0,South Dakota,83.0,State,1.0,Call 3,Complete,1.32552468776703,Kerry,Thune,Diedrich,Female,Other,50-59,Republican,Liberal,No,"Under $15,000",About the same,Catholic,Did not complete high school,Before that,For your candidate,Terrorism,Will bring about needed change,Strongly approve,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,Helped your state,Only John Thune would,Non-white female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Catholic,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only John Thune would/Neither candidate would,Only John Thune would/Both candidates would,American Indian,West,Rural,Small cities and Rural,1.0,57541.0
1488911.0,South Dakota,65.0,State,1.0,Call 1,Complete,0.71830278635025,Bush,Thune,Diedrich,Female,White,30-39,Republican,Conservative,No,"$100,000-$149,999",Better today,Protestant,College graduate,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Hurt your state,Only John Thune would,White female,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Thune would/Neither candidate would,Only John Thune would/Both candidates would,White,Southeast,Suburbs,Suburbs,1.0,57005.0
1537791.0,South Dakota,30.0,State,1.0,Call 3,Complete,1.39622616767883,Kerry,Daschle,Herseth,Female,White,60-64,Republican,Moderate,No,"$30,000-$49,999",Worse today,Protestant,Postgraduate study,During the last month,Against his opponent,Economy/Jobs,Has clear stands on the issues,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Poor,Hurt your state,Only Tom Daschle would,White female,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only Tom Daschle would/Both candidates would,Tom Daschle would/Neither candidate would,White,Northeast,Rural,Small cities and Rural,1.0,57362.0
1488797.0,South Dakota,18.0,State,1.0,Call 1,Complete,0.697851777076721,Bush,Thune,Herseth,Male,White,50-59,Independent,Conservative,No,,Better today,Protestant,College graduate,Before that,For your candidate,Terrorism,Has strong religious faith,Somewhat disapprove,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Not affected your state,Both candidates would,White male,45-59,50-64,18-64,Independent,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only Tom Daschle would/Both candidates would,Only John Thune would/Both candidates would,White,Southeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,57301.0
1512570.0,South Dakota,63.0,State,1.0,Call 2,Complete,0.732962012290955,Bush,Thune,Diedrich,Female,White,30-39,Democrat,Conservative,No,"$30,000-$49,999",Better today,Protestant,High school graduate,Sometime last week,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Good,Helped your state,Only John Thune would,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Thune would/Neither candidate would,Only John Thune would/Both candidates would,White,Southeast,Suburbs,Suburbs,1.0,57033.0
1535452.0,South Dakota,21.0,State,1.0,Call 3,Complete,4.16642141342163,Kerry,Thune,Herseth,Male,White,25-29,Democrat,Liberal,No,"$75,000-$99,999",About the same,Other Christian,Postgraduate study,Just today,For your candidate,Terrorism,Cares about people like me,Somewhat approve,Strongly disapprove,Safer from terrorism,Both of them,Neither of them,Very badly,Not so good,Hurt your state,Neither candidate would,White male,18-29,25-29,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,College graduate,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Kerry/Both,Only John Thune would/Neither candidate would,Tom Daschle would/Neither candidate would,White,Southeast,Rural,Small cities and Rural,1.0,57313.0
1537784.0,South Dakota,71.0,State,1.0,Call 3,Complete,0.919643521308899,Kerry,Daschle,Herseth,Female,White,40-44,Democrat,Moderate,No,"$50,000-$74,999",About the same,Other Christian,College graduate,Before that,Against his opponent,Iraq,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Neither of them,Somewhat badly,Poor,Not affected your state,Only Tom Daschle would,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Kerry/Both,Only Tom Daschle would/Both candidates would,Tom Daschle would/Neither candidate would,White,West,"City: 50,000 to 500,000","City over 50,000",1.0,57701.0
1538670.0,South Dakota,39.0,State,1.0,Call 3,Complete,1.26796662807465,Bush,Thune,Diedrich,Female,White,60-64,Republican,Moderate,No,"Under $15,000",Better today,Protestant,Some college/associate degree,Before that,For your candidate,Terrorism,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Hurt your state,Only John Thune would,White female,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Thune would/Neither candidate would,Only John Thune would/Both candidates would,White,West,Rural,Small cities and Rural,1.0,57793.0
1514695.0,South Dakota,49.0,State,1.0,Call 2,Complete,0.641638159751892,Bush,Thune,Diedrich,Female,White,30-39,Democrat,Conservative,No,"$15,000-$29,999",About the same,Something else,Some college/associate degree,During the last month,For your candidate,Moral values,Cares about people like me,Somewhat approve,Somewhat disapprove,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Poor,Not affected your state,Both candidates would,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only Tom Daschle would/Both candidates would,Only John Thune would/Both candidates would,White,West,Rural,Small cities and Rural,1.0,57785.0
1487401.0,South Dakota,22.0,State,1.0,Call 1,Complete,3.84247612953186,Kerry,Daschle,Herseth,Female,White,50-59,Democrat,Moderate,No,"$75,000-$99,999",Better today,Catholic,Postgraduate study,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,Both of them,Both of them,Very badly,Good,Omit,Both candidates would,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Only Tom Daschle would/Both candidates would,Only John Thune would/Both candidates would,White,Northeast,Rural,Small cities and Rural,1.0,57428.0
1535445.0,South Dakota,41.0,State,1.0,Call 3,Complete,0.818846583366394,Kerry,Daschle,Herseth,Female,White,18-24,Democrat,Liberal,No,"$50,000-$74,999",About the same,Mormon/LDS,Some college/associate degree,Just today,For your candidate,Taxes,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Omit,Only John Kerry,Only John Kerry,Somewhat badly,Good,Not affected your state,Both candidates would,White female,18-29,18-24,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only Tom Daschle would/Both candidates would,Only John Thune would/Both candidates would,White,Southeast,"City: 50,000 to 500,000","City over 50,000",1.0,57103.0
1491117.0,South Dakota,55.0,State,1.0,Call 1,Complete,0.67764413356781,Bush,Thune,Diedrich,Female,White,45-49,Republican,Conservative,No,"$50,000-$74,999",Better today,Protestant,Some college/associate degree,Before that,Against his opponent,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Not affected your state,Only John Thune would,White female,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Thune would/Neither candidate would,Only John Thune would/Both candidates would,White,Southeast,"City: 50,000 to 500,000","City over 50,000",1.0,57110.0
1516777.0,South Dakota,18.0,State,1.0,Call 2,Complete,0.845233857631683,Kerry,Thune,Herseth,Male,White,18-24,Democrat,Liberal,No,"Under $15,000",Better today,None,Postgraduate study,Before that,Against his opponent,Iraq,Is intelligent,Strongly approve,Somewhat approve,Less safe from terrorism,Only John Kerry,Neither of them,Somewhat badly,Good,Not affected your state,Only John Thune would,White male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Kerry/Both,Only John Thune would/Neither candidate would,Only John Thune would/Both candidates would,White,Southeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,57301.0
1540105.0,South Dakota,11.0,State,1.0,Call 3,Complete,0.889883697032928,Kerry,Daschle,Herseth,Male,White,45-49,Democrat,Moderate,No,"$50,000-$74,999",About the same,Protestant,Some college/associate degree,Just today,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Safer from terrorism,Both of them,Both of them,Very badly,Good,Hurt your state,Only Tom Daschle would,White male,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Only Tom Daschle would/Both candidates would,Tom Daschle would/Neither candidate would,White,Southeast,Rural,Small cities and Rural,1.0,57325.0
1512108.0,South Dakota,54.0,State,1.0,Call 2,Complete,1.25391161441803,Kerry,Daschle,Herseth,Male,White,65-74,Democrat,Moderate,No,"$15,000-$29,999",Worse today,Other Christian,,Before that,For your candidate,Economy/Jobs,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Poor,Hurt your state,Only Tom Daschle would,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only Tom Daschle would/Both candidates would,Tom Daschle would/Neither candidate would,White,Southeast,"City: 50,000 to 500,000","City over 50,000",1.0,57106.0
1512107.0,South Dakota,57.0,State,1.0,Call 2,Complete,1.21491348743439,Bush,Thune,Diedrich,Female,White,18-24,Republican,Moderate,Yes,,About the same,Other Christian,High school graduate,Before that,Against his opponent,Education,Is honest and trustworthy,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Omit,Only John Thune would,White female,18-29,18-24,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Thune would/Neither candidate would,Only John Thune would/Both candidates would,White,Southeast,"City: 50,000 to 500,000","City over 50,000",1.0,57104.0
1537769.0,South Dakota,8.0,State,1.0,Call 3,Complete,0.580300807952881,Bush,Thune,Diedrich,Female,White,30-39,Something Else,Moderate,No,"$50,000-$74,999",Worse today,Catholic,Some college/associate degree,Before that,For your candidate,Moral values,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Both of them,Somewhat well,Good,Hurt your state,Both candidates would,White female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,Only Tom Daschle would/Both candidates would,Only John Thune would/Both candidates would,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,57401.0
1502459.0,South Dakota,8.0,State,1.0,Call 1,Complete,0.745537996292114,Bush,Daschle,Herseth,Female,White,65-74,Democrat,Moderate,No,"$50,000-$74,999",About the same,Protestant,High school graduate,Before that,For your candidate,Education,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Helped your state,Only Tom Daschle would,White female,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only Tom Daschle would/Both candidates would,Tom Daschle would/Neither candidate would,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,57401.0
1518294.0,South Dakota,46.0,State,1.0,Call 2,Complete,1.1904262304306,Bush,Daschle,Diedrich,Male,White,60-64,Republican,Moderate,No,"$50,000-$74,999",About the same,Something else,Some college/associate degree,During the last month,For your candidate,Taxes,Is honest and trustworthy,Somewhat approve,Somewhat disapprove,Safer from terrorism,Only George W. Bush,Both of them,Somewhat badly,Good,Helped your state,Only Tom Daschle would,White male,60 or over,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Something else,White Something else,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,Only Tom Daschle would/Both candidates would,Tom Daschle would/Neither candidate would,White,Southeast,Rural,Small cities and Rural,1.0,57012.0
1538654.0,South Dakota,28.0,State,1.0,Call 3,Complete,0.645972788333893,Bush,Thune,Herseth,Female,White,40-44,Republican,Moderate,No,"$50,000-$74,999",Better today,Mormon/LDS,Some college/associate degree,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Less safe from terrorism,Only George W. Bush,Neither of them,Somewhat well,Not so good,Helped your state,Only John Thune would,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Thune would/Neither candidate would,Only John Thune would/Both candidates would,White,Northeast,Rural,Small cities and Rural,1.0,57234.0
