ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,PRESCO04,SENCO04,AMND36CO,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,BRNAGAIN,EDUC,MARRIED,MEXICAN,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,JOBSIT,STECCO,QUAL04CO,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,WOMENWED,QRACE,SPANISHQ,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1536828.0,Colorado,58.0,State,1.0,Call 3,Complete,Exit poll,0.304726421833038,Kerry,Salazar,Yes,Female,White,30-39,Democrat,Liberal,No,"$50,000-$74,999",Worse today,Something else,No,College graduate,Yes,No,Before that,For your candidate,Moral values,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Not so good,He is a strong leader,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,White Something else,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Married women,White,English,Central,Rural,Small cities and Rural,3.0,81224.0
1536845.0,Colorado,36.0,National,4.0,Call 3,Complete,Exit poll,0.682162046432495,Bush,Coors,No,Male,Other,50-59,Republican,Conservative,,,,,,Some college/associate degree,No,No,Before that,,,,,,,Only George W. Bush,Only George W. Bush,,Better today,,,Non-white male,45-59,50-64,18-64,Republican,,,,,,,No degree,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,Other,English,East,"City: 50,000 to 500,000","City over 50,000",5.0,80918.0
1536854.0,Colorado,27.0,National,3.0,Call 3,Not complete,Exit poll,0.493278682231903,Kerry,Salazar,No,Male,Hispanic/Latino,40-44,,,,,,,,,Yes,Yes,,For your candidate,,,,,,,,,,,,Non-white male,30-44,40-49,18-64,,,,,All others,All others,All others,,,,,,,,,,,All others,Hispanic/Latino,English,Denver/Adams/Boulder,"City over 500,000","City over 50,000",1.0,80211.0
1536858.0,Colorado,83.0,State,1.0,Call 3,Complete,Exit poll,1.17845177650452,Bush,Coors,No,Female,White,50-59,Something Else,Conservative,No,"$50,000-$74,999",Better today,Protestant,Yes,College graduate,Yes,No,Before that,For your candidate,Terrorism,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,He shares my values,White female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,English,West,Suburbs,Suburbs,3.0,81520.0
1536877.0,Colorado,78.0,State,1.0,Call 3,Complete,Exit poll,0.832504749298096,Bush,Salazar,No,Female,White,50-59,Independent,Conservative,No,"$50,000-$74,999",Better today,Something else,No,Postgraduate study,Yes,No,During the last month,Against his opponent,Iraq,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,He shares my values,White female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Something else,White Something else,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,English,East,"City: 10,000 to 49,999",Small cities and Rural,4.0,80751.0
1536878.0,Colorado,28.0,State,1.0,Call 3,Complete,Exit poll,1.12556707859039,Kerry,Salazar,Yes,Female,White,30-39,Independent,Moderate,No,"$100,000-$149,999",Worse today,Catholic,No,Postgraduate study,No,No,Before that,Against his opponent,Education,Is intelligent,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Better today,Not so good,He shares my values,White female,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,English,Denver/Adams/Boulder,"City over 500,000","City over 50,000",1.0,80237.0
1536879.0,Colorado,71.0,State,1.0,Call 3,Complete,Exit poll,0.658649325370789,Bush,Coors,No,Female,White,45-49,Republican,Conservative,No,"$30,000-$49,999",Better today,Protestant,No,College graduate,Yes,No,Before that,For your candidate,Taxes,Is honest and trustworthy,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Good,He has the right experience,White female,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,English,East,Rural,Small cities and Rural,4.0,80815.0
1536881.0,Colorado,89.0,State,1.0,Call 3,Complete,Exit poll,0.380813002586365,Kerry,Salazar,Yes,Female,Hispanic/Latino,25-29,Democrat,Conservative,No,"$15,000-$29,999",Worse today,None,No,Some college/associate degree,No,Yes,Before that,Against his opponent,Education,Cares about people like me,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Only George W. Bush,Both of them,Very badly,Worse today,Not so good,He cares about people like me,Non-white female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",None,All others,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,All others,Hispanic/Latino,English,Central,"City: 50,000 to 500,000","City over 50,000",3.0,81001.0
1536888.0,Colorado,77.0,State,1.0,Call 3,Complete,Exit poll,0.484590858221054,Kerry,Salazar,No,Female,White,45-49,Democrat,Moderate,No,"$50,000-$74,999",Worse today,Catholic,No,Postgraduate study,Yes,No,Just today,Against his opponent,Taxes,Will bring about needed change,Somewhat disapprove,Somewhat approve,Safer from terrorism,Only John Kerry,Neither of them,Somewhat well,Worse today,Not so good,He has the right experience,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,College graduate,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Kerry/Both,Married women,White,English,West,"City: 50,000 to 500,000","City over 50,000",4.0,80538.0
1536909.0,Colorado,25.0,State,1.0,Call 3,Complete,Exit poll,0.460803210735321,Kerry,Coors,Yes,Male,Hispanic/Latino,30-39,Independent,Conservative,No,,Worse today,Other Christian,Yes,Some college/associate degree,Yes,Yes,During the last month,Against his opponent,Economy/Jobs,Cares about people like me,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat well,Worse today,Poor,He cares about people like me,Non-white male,30-44,30-39,18-64,Independent,,,Protestant/Other Christian,All others,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat well,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,Hispanic/Latino,English,Denver/Adams/Boulder,"City over 500,000","City over 50,000",1.0,80239.0
1536911.0,Colorado,9.0,National,4.0,Call 3,Complete,Exit poll,0.56356018781662,Kerry,Salazar,Yes,Male,Hispanic/Latino,25-29,Independent,Liberal,,"$50,000-$74,999",,,,High school graduate,Yes,Yes,Before that,,,,,,,Only John Kerry,Only John Kerry,,About the same,,,Non-white male,18-29,25-29,18-64,Independent,"$50,000 or more","Under $100,000",,,,,No degree,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,English,Arapahoe/Jefferson,"City: 50,000 to 500,000","City over 50,000",7.0,80017.0
1536914.0,Colorado,8.0,State,1.0,Call 3,Complete,Exit poll,0.63983690738678,Kerry,Salazar,Yes,Female,White,50-59,Democrat,Moderate,No,"$30,000-$49,999",About the same,None,No,Postgraduate study,No,No,Before that,Omit,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Not so good,Omit,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,English,Arapahoe/Jefferson,"City: 50,000 to 500,000","City over 50,000",7.0,80013.0
1536916.0,Colorado,61.0,State,1.0,Call 3,Complete,Exit poll,0.692875444889069,Kerry,Salazar,No,Female,White,45-49,Democrat,Liberal,No,"$50,000-$74,999",Worse today,Protestant,No,Postgraduate study,No,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Poor,He has the right experience,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,English,Arapahoe/Jefferson,Suburbs,Suburbs,7.0,80005.0
1536918.0,Colorado,73.0,State,1.0,Call 3,Not complete,Exit poll,0.483831435441971,,Coors,No,Male,White,40-44,,,,,,,,,,No,Before that,For your candidate,Taxes,Has clear stands on the issues,Somewhat approve,,,,,,,Good,,White male,30-44,40-49,18-64,,,,,,All others,All others,,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,,All others,White,English,West,Rural,Small cities and Rural,3.0,81122.0
1536925.0,Colorado,36.0,National,4.0,Call 3,Not complete,Exit poll,0.65338522195816,Bush,Coors,No,Male,White,,,,,,,,,,,,Omit,,,,,,,Omit,Omit,,,,,White male,,,,,,,,,,,,,Omit,Omit,,,Omit,Omit,Omit,Omit,All others,White,,East,"City: 50,000 to 500,000","City over 50,000",5.0,80918.0
1536928.0,Colorado,74.0,State,1.0,Call 3,Complete,Exit poll,0.770449340343475,Kerry,Salazar,Yes,Male,White,65-74,Democrat,Moderate,No,"$30,000-$49,999",About the same,Catholic,Yes,High school graduate,Yes,No,Just today,Against his opponent,Iraq,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Only John Kerry,Somewhat badly,Worse today,Good,He is my party's candidate,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,White evangelicals,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,All others,White,English,West,"City: 50,000 to 500,000","City over 50,000",4.0,80525.0
1536929.0,Colorado,20.0,State,1.0,Call 3,Complete,Exit poll,0.405985206365585,Bush,Coors,Yes,Male,White,30-39,Independent,Conservative,No,"$100,000-$149,999",About the same,Catholic,No,Postgraduate study,Yes,No,In the last three days,Against his opponent,Moral values,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Worse today,Poor,He is a strong leader,White male,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,All others,College graduate,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,English,Denver/Adams/Boulder,Suburbs,Suburbs,4.0,80501.0
1536941.0,Colorado,34.0,State,1.0,Call 3,Complete,Exit poll,0.61459094285965,Kerry,Salazar,No,Female,White,45-49,Something Else,Moderate,No,,Better today,,,College graduate,No,No,During the last month,Against his opponent,Economy/Jobs,Is a strong leader,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Neither of them,Neither of them,Somewhat badly,Worse today,Not so good,He has the right experience,White female,45-59,40-49,18-64,Independent,,,,,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,All others,White,English,East,Suburbs,Suburbs,6.0,80129.0
1536951.0,Colorado,65.0,State,1.0,Call 3,Complete,Exit poll,0.863418400287628,Kerry,Salazar,No,Female,White,25-29,Independent,Moderate,Yes,"$50,000-$74,999",Better today,None,No,College graduate,Yes,No,Before that,For your candidate,Moral values,Is a strong leader,Somewhat disapprove,Strongly disapprove,Safer from terrorism,Both of them,Only John Kerry,Somewhat badly,Worse today,Good,He is a strong leader,White female,18-29,25-29,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Married women,White,English,Arapahoe/Jefferson,Suburbs,Suburbs,2.0,80003.0
1536955.0,Colorado,60.0,State,1.0,Call 3,Complete,Exit poll,0.358823239803314,Kerry,Salazar,No,Female,White,25-29,Republican,Conservative,No,"Under $15,000",Omit,Catholic,Yes,College graduate,No,No,During the last month,Against his opponent,Terrorism,Is intelligent,Somewhat approve,Somewhat disapprove,Less safe from terrorism,Only George W. Bush,Neither of them,Very badly,About the same,Excellent,He has the right experience,White female,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,White evangelicals,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,English,Arapahoe/Jefferson,Suburbs,Suburbs,7.0,80033.0
1536962.0,Colorado,27.0,National,3.0,Call 3,Complete,Exit poll,0.298057287931442,Kerry,Salazar,Did not vote,Female,White,18-24,,,,,,None,No,,No,No,,Against his opponent,,,,,,,,,,,,White female,18-29,18-24,18-64,,,,None,White None,All others,All others,,,,,,,,,,,All others,White,English,Denver/Adams/Boulder,"City over 500,000","City over 50,000",1.0,80211.0
1536963.0,Colorado,58.0,State,1.0,Call 3,Complete,Exit poll,0.32954204082489,Kerry,Salazar,No,Female,Other,25-29,Something Else,Liberal,No,"Under $15,000",Worse today,None,No,College graduate,No,No,Before that,For your candidate,Iraq,Is a strong leader,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,About the same,Not so good,He shares my values,Non-white female,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",None,All others,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,Other,English,Central,Rural,Small cities and Rural,3.0,81224.0
1536966.0,Colorado,77.0,State,1.0,Call 3,Complete,Exit poll,0.4820955991745,Kerry,Salazar,Yes,Female,White,30-39,Independent,Moderate,No,"$30,000-$49,999",About the same,Catholic,No,High school graduate,No,No,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Not so good,He is my party's candidate,White female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,English,West,"City: 50,000 to 500,000","City over 50,000",4.0,80538.0
1536970.0,Colorado,83.0,State,1.0,Call 3,Complete,Exit poll,1.14872527122498,Bush,Coors,No,Male,Hispanic/Latino,45-49,Republican,Conservative,No,"$30,000-$49,999",Better today,None,No,College graduate,No,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Better today,Good,He shares my values,Non-white male,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",None,All others,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,Other,English,West,Suburbs,Suburbs,3.0,81520.0
1536975.0,Colorado,28.0,State,1.0,Call 3,Complete,Exit poll,1.12556707859039,Kerry,Salazar,Yes,Female,White,40-44,Democrat,Liberal,No,"$30,000-$49,999",About the same,Something else,No,Postgraduate study,No,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,Neither of them,Only John Kerry,Very badly,Worse today,Not so good,He has the right experience,White female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,All others,White,English,Denver/Adams/Boulder,"City over 500,000","City over 50,000",1.0,80237.0
1536981.0,Colorado,51.0,State,1.0,Call 3,Complete,Exit poll,0.658649325370789,Bush,Coors,No,Female,White,40-44,Republican,Moderate,No,"$30,000-$49,999",About the same,Other Christian,No,Some college/associate degree,No,No,During the last month,For your candidate,Omit,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,About the same,Not so good,He is a strong leader,White female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,English,East,"City: 50,000 to 500,000","City over 50,000",5.0,80907.0
1537004.0,Colorado,78.0,State,1.0,Call 3,Complete,Exit poll,0.564547896385193,Bush,Coors,No,Male,White,50-59,Republican,Conservative,No,"$30,000-$49,999",About the same,Protestant,No,High school graduate,Yes,No,Before that,For your candidate,Terrorism,Is honest and trustworthy,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,He shares my values,White male,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,English,East,"City: 10,000 to 49,999",Small cities and Rural,4.0,80751.0
1537010.0,Colorado,95.0,State,1.0,Call 3,Complete,Exit poll,0.411947995424271,Kerry,Salazar,No,Male,White,30-39,Independent,Liberal,No,"$50,000-$74,999",About the same,None,No,Postgraduate study,Yes,No,Before that,For your candidate,Iraq,Omit,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Only John Kerry,Very badly,Worse today,Poor,He is my party's candidate,White male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,All others,White,English,West,"City: 50,000 to 500,000","City over 50,000",4.0,80634.0
1537015.0,Colorado,89.0,State,1.0,Call 3,Complete,Exit poll,0.363048523664474,Kerry,Salazar,Yes,Male,Hispanic/Latino,30-39,,Moderate,Yes,"$15,000-$29,999",Better today,Catholic,No,High school graduate,No,Yes,During the last month,Against his opponent,Economy/Jobs,Will bring about needed change,Somewhat approve,Somewhat approve,Safer from terrorism,Both of them,Only John Kerry,Somewhat badly,Better today,Good,He shares my values,Non-white male,30-44,30-39,18-64,,"Under $50,000","Under $100,000",Catholic,All others,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,All others,Hispanic/Latino,English,Central,"City: 50,000 to 500,000","City over 50,000",3.0,81001.0
1537016.0,Colorado,71.0,State,1.0,Call 3,Complete,Exit poll,0.394024819135666,Kerry,Coors,No,Female,White,30-39,Independent,Moderate,No,"$50,000-$74,999",About the same,Protestant,No,Postgraduate study,Yes,No,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,He cares about people like me,White female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,English,East,Rural,Small cities and Rural,4.0,80815.0
1537017.0,Colorado,27.0,National,4.0,Call 3,Not complete,Exit poll,0.291506499052048,Kerry,Salazar,Did not vote,Female,Hispanic/Latino,50-59,,,,,,,,,,,Before that,,,,,,,Only John Kerry,Neither of them,,,,,Non-white female,45-59,50-64,18-64,,,,,,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Kerry/Both,All others,Hispanic/Latino,,Denver/Adams/Boulder,"City over 500,000","City over 50,000",1.0,80211.0
1537024.0,Colorado,25.0,State,1.0,Call 3,Complete,Exit poll,0.598705887794495,Kerry,Salazar,Yes,Female,White,30-39,Democrat,Liberal,No,"$30,000-$49,999",Better today,None,No,Some college/associate degree,No,No,Before that,Against his opponent,Iraq,Omit,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,About the same,Good,He shares my values,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,English,Denver/Adams/Boulder,"City over 500,000","City over 50,000",1.0,80239.0
1537045.0,Colorado,8.0,State,1.0,Call 3,Complete,Exit poll,0.654215395450592,Kerry,Salazar,Yes,Female,White,18-24,Democrat,Conservative,Yes,"$30,000-$49,999",Better today,Other Christian,Yes,High school graduate,No,No,Before that,For your candidate,Terrorism,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Neither of them,Very badly,Worse today,Not so good,He is my party's candidate,White female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,All others,White,English,Arapahoe/Jefferson,"City: 50,000 to 500,000","City over 50,000",7.0,80013.0
1537047.0,Colorado,34.0,State,1.0,Call 3,Complete,Exit poll,0.628402173519135,Kerry,Salazar,No,Female,White,18-24,Something Else,Liberal,Yes,"Under $15,000",Worse today,None,No,High school graduate,Yes,No,Sometime last week,For your candidate,Terrorism,Omit,Somewhat disapprove,Strongly approve,Less safe from terrorism,Neither of them,Neither of them,Somewhat well,About the same,Good,He is a strong leader,White female,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,Married women,White,English,East,Suburbs,Suburbs,6.0,80129.0
1537048.0,Colorado,83.0,State,1.0,Call 3,Complete,Exit poll,1.2114771604538,Kerry,Salazar,No,Female,White,30-39,Independent,Conservative,No,"$30,000-$49,999",Better today,Other Christian,No,Some college/associate degree,Yes,No,In the last three days,For your candidate,Health care,Is intelligent,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,About the same,Good,He cares about people like me,White female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Married women,White,English,West,Suburbs,Suburbs,3.0,81520.0
