ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESNY04,SENNY04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,EDUC,UNION4,LATINO,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,TERRWORR,STECNY,HRCPRES,RUDYPRES,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,TERWORR2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,QRACE,SPANISHQ,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1540072.0,New York,23.0,National,2.0,Call 3,Complete,1.17069137096405,Kerry,Schumer,Male,White,40-44,Democrat,Moderate,No,"$50,000-$74,999",About the same,Catholic,Postgraduate study,No one does,No,Before that,,Education,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,,,Very badly,,,,,White male,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,White,English,Upstate Urban,Suburbs,Suburbs,26.0,14228.0
1505075.0,New York,15.0,State,1.0,Call 2,Complete,1.20849657058716,,O'Grady,Female,White,60-64,Independent,Liberal,No,"$30,000-$49,999",Worse today,Catholic,High school graduate,No one does,No,Just today,Omit,Omit,Has clear stands on the issues,Omit,Strongly disapprove,Safer from terrorism,Neither of them,Neither of them,Somewhat badly,Somewhat worried,Not so good,Yes,Omit,White female,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,No degree,Omit,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,White,English,Rural Upstate,Suburbs,Suburbs,27.0,14136.0
1473020.0,New York,18.0,State,1.0,Call 1,Complete,0.706174612045288,Kerry,Schumer,Female,White,50-59,Democrat,Moderate,No,"$100,000-$149,999",Worse today,Catholic,High school graduate,No one does,No,Before that,For your candidate,Health care,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Only John Kerry,Very badly,Very worried,Good,Yes,No,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,White,English,Lower Hudson Valley,Suburbs,Suburbs,19.0,12508.0
1505072.0,New York,85.0,National,2.0,Call 2,Not complete,1.28394985198975,Bush,Schumer,Male,Asian,75 or over,,,,,,,,,,Before that,,Terrorism,Omit,Somewhat disapprove,,,,,,,,,,Non-white male,60 or over,65 or over,65 or over,,,,,All others,All others,,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,,,,,Asian,,New York City,"City over 500,000","City over 50,000",13.0,10304.0
1533066.0,New York,18.0,State,1.0,Call 3,Complete,0.904104471206665,Bush,Schumer,Female,White,30-39,Democrat,Liberal,No,"$100,000-$149,999",Better today,None,Postgraduate study,No one does,No,Before that,For your candidate,Terrorism,Omit,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Somewhat worried,Good,Yes,Yes,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","$100,000 or more",None,White None,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,English,Lower Hudson Valley,Suburbs,Suburbs,19.0,12508.0
1473015.0,New York,23.0,National,4.0,Call 1,Complete,1.11991226673126,Kerry,Schumer,Female,Asian,25-29,Democrat,Liberal,,"$75,000-$99,999",,,College graduate,"Yes, someone else does",No,Before that,,,,,,,Only John Kerry,Only John Kerry,,Somewhat worried,,,,Non-white female,18-29,25-29,18-64,Democrat,"$50,000 or more","Under $100,000",,,,College graduate,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,Asian,English,Upstate Urban,Suburbs,Suburbs,26.0,14228.0
1473585.0,New York,58.0,National,4.0,Call 1,Complete,0.973320007324219,Kerry,Schumer,Female,White,40-44,Democrat,Liberal,,"$200,000 or more",,,Postgraduate study,"Yes, someone else does",No,Before that,,,,,,,Only John Kerry,Only John Kerry,,Very worried,,,,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",,,,College graduate,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,White,English,New York City,"City over 500,000","City over 50,000",8.0,10024.0
1505066.0,New York,68.0,State,1.0,Call 2,Complete,1.00835847854614,Kerry,Other,Male,White,18-24,Independent,Liberal,Yes,"$150,000-$199,999",About the same,Catholic,Some college/associate degree,No one does,No,Before that,For your candidate,Health care,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Only John Kerry,Very badly,Very worried,Not so good,Omit,Omit,White male,18-29,18-24,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,White,English,Upstate Urban,Suburbs,Suburbs,24.0,13413.0
1475272.0,New York,44.0,State,1.0,Call 1,Complete,1.24704074859619,Kerry,Schumer,Male,White,40-44,Democrat,Liberal,No,"$100,000-$149,999",Better today,None,Postgraduate study,No one does,No,Before that,For your candidate,Iraq,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Somewhat worried,Not so good,Yes,Yes,White male,30-44,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",None,White None,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,English,Upstate Urban,Suburbs,Suburbs,28.0,14445.0
1507396.0,New York,17.0,State,1.0,Call 2,Complete,0.825339794158936,Kerry,Schumer,Male,White,25-29,Something Else,Liberal,Yes,"Under $15,000",About the same,Something else,College graduate,No one does,No,Before that,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Neither of them,Somewhat badly,Not at all worried,Good,Yes,No,White male,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Not too/Not at all worried,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,White,English,Lower Hudson Valley,Suburbs,Suburbs,20.0,12572.0
1533058.0,New York,51.0,State,1.0,Call 3,Complete,0.79926061630249,Kerry,Schumer,Female,White,60-64,Democrat,Liberal,No,"$100,000-$149,999",About the same,Catholic,Some college/associate degree,"Yes, I do",No,Sometime last week,Against his opponent,Health care,Cares about people like me,Strongly disapprove,Somewhat disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Very badly,Somewhat worried,Poor,Yes,No,White female,60 or over,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,White,English,Long Island,Suburbs,Suburbs,3.0,11801.0
1473005.0,New York,44.0,State,1.0,Call 1,Not complete,0.945320069789886,,Schumer,Female,White,50-59,,,,,,,,,,Before that,Omit,Omit,Is a strong leader,Strongly disapprove,,,,,,Not at all worried,Not so good,,,White female,45-59,50-64,18-64,,,,,,All others,,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,,Not too/Not at all worried,,,,,,,White,,Upstate Urban,Suburbs,Suburbs,28.0,14445.0
1540053.0,New York,23.0,National,2.0,Call 3,Complete,1.11857521533966,Kerry,Schumer,Female,White,50-59,Republican,Moderate,No,"$75,000-$99,999",Better today,Protestant,Some college/associate degree,"Yes, someone else does",No,Before that,,Iraq,Is honest and trustworthy,Somewhat approve,Strongly disapprove,Safer from terrorism,,,Very badly,,,,,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,Someone in household is union member,Voter is not union member,White,English,Upstate Urban,Suburbs,Suburbs,26.0,14228.0
1502724.0,New York,51.0,State,1.0,Call 2,Complete,1.31005859375,Bush,Mills,Male,White,45-49,Republican,Moderate,No,"$50,000-$74,999",Better today,,High school graduate,No one does,No,Before that,For your candidate,Omit,Has clear stands on the issues,Strongly approve,Somewhat approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Very worried,Good,No,Yes,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",,,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Very/Somewhat worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,English,Long Island,Suburbs,Suburbs,3.0,11801.0
1472392.0,New York,51.0,State,1.0,Call 1,Complete,0.79926061630249,Kerry,Schumer,Female,White,60-64,Democrat,Liberal,No,"$15,000-$29,999",Worse today,None,High school graduate,No one does,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not too worried,Not so good,Yes,No,White female,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Not too/Not at all worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,English,Long Island,Suburbs,Suburbs,3.0,11801.0
1512052.0,New York,69.0,State,1.0,Call 2,Complete,1.58941888809204,Bush,Mills,Male,White,65-74,Republican,Moderate,No,"$50,000-$74,999",About the same,Protestant,Postgraduate study,No one does,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Neither of them,Somewhat well,Somewhat worried,Good,No,Yes,White male,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,English,Upstate Urban,Suburbs,Suburbs,25.0,13104.0
1471976.0,New York,106.0,National,2.0,Call 1,Complete,1.37752306461334,Kerry,Schumer,Female,White,50-59,Democrat,,No,"$30,000-$49,999",Worse today,Catholic,Some college/associate degree,No one does,No,Before that,,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,White,English,Rural Upstate,Suburbs,Suburbs,20.0,12804.0
1537710.0,New York,8.0,State,1.0,Call 3,Complete,0.904052734375,Bush,Mills,Female,Hispanic/Latino,40-44,Republican,Conservative,No,"$75,000-$99,999",Better today,Other Christian,Postgraduate study,"Yes, I do",Yes,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Somewhat worried,Good,No,Yes,Non-white female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,Hispanic/Latino,English,New York City,"City over 500,000","City over 50,000",17.0,10471.0
1472385.0,New York,23.0,National,3.0,Call 1,Complete,1.26358544826508,Kerry,Schumer,Male,Black,60-64,Democrat,Moderate,,"$75,000-$99,999",,Protestant,,,No,,Against his opponent,,,,,,,,,,,,,Non-white male,60 or over,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,,,,,,,,,,,,,,Black,English,Upstate Urban,Suburbs,Suburbs,26.0,14228.0
1474715.0,New York,58.0,National,1.0,Call 1,Complete,1.05055272579193,Kerry,Schumer,Female,Black,60-64,Independent,Moderate,No,"$30,000-$49,999",About the same,Protestant,Some college/associate degree,"Yes, I do",No,Before that,,Omit,Omit,Strongly approve,Somewhat disapprove,Less safe from terrorism,,,Somewhat badly,,,,,Non-white female,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,Someone in household is union member,Voter is union member,Black,English,New York City,"City over 500,000","City over 50,000",8.0,10024.0
1472381.0,New York,96.0,State,1.0,Call 1,Complete,1.42957711219788,Bush,Mills,Female,Black,30-39,Democrat,Moderate,No,"$30,000-$49,999",Better today,None,College graduate,No one does,No,Just today,Against his opponent,Terrorism,Is a strong leader,Somewhat approve,Somewhat disapprove,Safer from terrorism,Neither of them,Neither of them,Somewhat badly,Somewhat worried,Good,No,No,Non-white female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",None,All others,All others,College graduate,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,Black,English,Long Island,Suburbs,Suburbs,2.0,11722.0
1475251.0,New York,104.0,National,4.0,Call 1,Complete,0.824354410171509,Kerry,Schumer,Male,Hispanic/Latino,30-39,Democrat,Liberal,,"$30,000-$49,999",,,Postgraduate study,No one does,Yes,Before that,,,,,,,Only John Kerry,Only John Kerry,,Somewhat worried,,,,Non-white male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",,,,College graduate,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,English,Lower Hudson Valley,Rural,Small cities and Rural,22.0,12561.0
1472379.0,New York,7.0,State,1.0,Call 1,Complete,1.55732107162476,Kerry,Schumer,,,65-74,Democrat,Liberal,No,"$50,000-$74,999",Worse today,Protestant,Postgraduate study,"Yes, I do",No,Before that,For your candidate,Omit,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very well,Not too worried,Good,Yes,No,,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat well,Not too/Not at all worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,,English,New York City,"City over 500,000","City over 50,000",17.0,10471.0
1502707.0,New York,108.0,State,1.0,Call 2,Complete,1.95469117164612,Bush,Mills,Male,White,75 or over,Republican,Conservative,No,"$30,000-$49,999",About the same,Protestant,College graduate,No one does,No,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Somewhat worried,Not so good,No,Yes,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,English,Rural Upstate,Suburbs,Suburbs,25.0,14542.0
1537701.0,New York,96.0,State,1.0,Call 3,Complete,0.88511049747467,Kerry,Schumer,Male,White,30-39,Democrat,Liberal,No,"$30,000-$49,999",About the same,Catholic,High school graduate,No one does,No,Before that,For your candidate,Economy/Jobs,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Neither of them,Very badly,Somewhat worried,Not so good,Yes,Yes,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,White,English,Long Island,Suburbs,Suburbs,2.0,11722.0
1505038.0,New York,96.0,State,1.0,Call 2,Complete,1.54656529426575,Bush,Mills,Male,White,75 or over,,,,"$30,000-$49,999",Worse today,,,No one does,No,Before that,For your candidate,Moral values,Is a strong leader,Somewhat approve,Somewhat approve,Omit,Omit,Both of them,Somewhat well,Somewhat worried,Not so good,No,Yes,White male,60 or over,65 or over,65 or over,,"Under $50,000","Under $100,000",,,All others,,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only John Kerry/Both of them,Omit,Omit,No one in household is union member,Voter is not union member,White,English,Long Island,Suburbs,Suburbs,2.0,11722.0
1536327.0,New York,68.0,State,1.0,Call 3,Complete,0.758647501468658,Bush,Mills,Female,White,18-24,Republican,Moderate,No,"$30,000-$49,999",About the same,Catholic,Postgraduate study,No one does,No,Before that,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Somewhat worried,Good,No,Yes,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,English,Upstate Urban,Suburbs,Suburbs,24.0,13413.0
1509702.0,New York,69.0,State,1.0,Call 2,Complete,1.48446345329285,Kerry,Schumer,Female,White,60-64,Democrat,Liberal,No,,Worse today,Catholic,Postgraduate study,No one does,No,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Somewhat worried,Not so good,Yes,No,White female,60 or over,50-64,18-64,Democrat,,,Catholic,White Catholic,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,English,Upstate Urban,Suburbs,Suburbs,25.0,13104.0
1533031.0,New York,85.0,National,1.0,Call 3,Complete,1.06690847873688,Kerry,Schumer,Female,White,45-49,Democrat,Liberal,No,"$100,000-$149,999",Worse today,Catholic,Some college/associate degree,No one does,No,Before that,,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,White,English,New York City,"City over 500,000","City over 50,000",13.0,10304.0
1505034.0,New York,45.0,National,3.0,Call 2,Complete,1.44237327575684,Kerry,Schumer,Female,White,45-49,Democrat,Moderate,,"$50,000-$74,999",,Catholic,,,No,,For your candidate,,,,,,,,,,,,,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,,,,,,,,,,,,,,White,English,Upstate Urban,Suburbs,Suburbs,29.0,14543.0
1502700.0,New York,23.0,National,1.0,Call 2,Not complete,0.848375618457794,Bush,Did not vote,Female,White,45-49,,,,,,,,,No,During the last month,,Terrorism,Is honest and trustworthy,Somewhat approve,,,,,,,,,,White female,45-59,40-49,18-64,,,,,,All others,,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,,,,,White,English,Upstate Urban,Suburbs,Suburbs,26.0,14228.0
1506487.0,New York,84.0,National,3.0,Call 2,Complete,0.684928894042969,Kerry,Schumer,Female,White,40-44,Republican,Moderate,,"Under $15,000",,Catholic,,,No,,For your candidate,,,,,,,,,,,,,White female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,,,,,,,,,,,,,,White,English,New York City,"City over 500,000","City over 50,000",13.0,10303.0
1475746.0,New York,104.0,National,3.0,Call 1,Complete,0.787656307220459,Kerry,Schumer,Female,White,30-39,Democrat,Liberal,,"$100,000-$149,999",,None,,,No,,For your candidate,,,,,,,,,,,,,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","$100,000 or more",None,White None,All others,,,,,,,,,,,,,,White,English,Lower Hudson Valley,Rural,Small cities and Rural,22.0,12561.0
1472368.0,New York,75.0,National,2.0,Call 1,Complete,1.18040931224823,Kerry,Schumer,Female,White,50-59,Democrat,Liberal,No,"$50,000-$74,999",Worse today,Something else,Postgraduate study,"Yes, I do",No,Before that,,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Omit,,,Very badly,,,,,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,White Something else,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,Someone in household is union member,Voter is union member,White,English,New York City,"City over 500,000","City over 50,000",7.0,11377.0
1472367.0,New York,32.0,National,3.0,Call 1,Complete,1.98971354961395,Kerry,,Male,Hispanic/Latino,60-64,Independent,,,"$15,000-$29,999",,Muslim,,,Yes,,Against his opponent,,,,,,,,,,,,,Non-white male,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",Something else,All others,All others,,,,,,,,,,,,,,Hispanic/Latino,English,New York City,"City over 500,000","City over 50,000",12.0,11208.0
1533024.0,New York,46.0,State,1.0,Call 3,Complete,1.10099112987518,Kerry,Schumer,Male,White,30-39,Democrat,Liberal,No,"$150,000-$199,999",Better today,Catholic,Postgraduate study,"Yes, someone else does",No,Before that,Against his opponent,Economy/Jobs,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Both of them,Both of them,Somewhat well,Not too worried,Good,Yes,Yes,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Not too/Not at all worried,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is not union member,White,English,Long Island,Suburbs,Suburbs,4.0,11554.0
1533810.0,New York,104.0,National,2.0,Call 3,Complete,0.788597822189331,Kerry,Schumer,Female,White,25-29,Something Else,Liberal,No,"$30,000-$49,999",About the same,None,Postgraduate study,No one does,No,Before that,,Health care,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,,White female,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,White,English,Lower Hudson Valley,Rural,Small cities and Rural,22.0,12561.0
1472363.0,New York,44.0,State,1.0,Call 1,Complete,1.34755074977875,Bush,Mills,Male,White,65-74,Republican,Conservative,No,"$30,000-$49,999",About the same,None,Some college/associate degree,No one does,No,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Somewhat worried,Not so good,No,Yes,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",None,White None,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,English,Upstate Urban,Suburbs,Suburbs,28.0,14445.0
