ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,PRESNM04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,ATTEND,EDUC,MARRIED,SPANISH,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,JOBSIT,STECNM,LANDBUSH,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,ATTEND2,ATTREL,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,WOMENWED,QRACEAI,SPANISHQ,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1516255.0,New Mexico,86.0,State,1.0,Call 2,Complete,Exit poll,0.496163010597229,Kerry,Female,White,50-59,Democrat,Liberal,No,"$100,000-$149,999",Worse today,None,Never,Some college/associate degree,No,No,Before that,For your candidate,Moral values,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Not so good,Hurt your state,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",None,White None,All others,Never,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,English,Northwest,Rural,Small cities and Rural,3.0,87562.0
1516258.0,New Mexico,15.0,State,1.0,Call 1,Complete,Exit poll,0.272630274295807,Bush,Male,White,40-44,Republican,Conservative,No,"$100,000-$149,999",Better today,Protestant,More than once a week,Postgraduate study,Yes,No,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Good,Helped your state,White male,30-44,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,English,Albuquerque area,"City: 50,000 to 500,000","City over 50,000",1.0,87110.0
1516268.0,New Mexico,48.0,State,1.0,Call 2,Complete,Exit poll,0.440053701400757,Kerry,Female,Hispanic/Latino,30-39,Democrat,Liberal,Yes,"Under $15,000",Worse today,Catholic,A few times a year,Some college/associate degree,Yes,Yes,Before that,For your candidate,Taxes,Will bring about needed change,Strongly approve,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Worse today,Not so good,Hurt your state,Non-white female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,Occasionally,Catholics/Non-weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Married women,Hispanic/Latino,English,South/East,"City: 50,000 to 500,000","City over 50,000",2.0,88012.0
1516270.0,New Mexico,29.0,State,1.0,Call 2,Complete,Exit poll,0.695309162139893,Kerry,Female,White,25-29,Democrat,Liberal,No,"$50,000-$74,999",Better today,None,Never,College graduate,No,No,Before that,For your candidate,Omit,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Poor,Hurt your state,White female,18-29,25-29,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,Never,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,English,Albuquerque area,Suburbs,Suburbs,1.0,87059.0
1516285.0,New Mexico,25.0,State,1.0,Call 2,Complete,Exit poll,0.600092709064484,Bush,Female,White,45-49,Republican,Conservative,No,"$50,000-$74,999",Better today,Protestant,Never,College graduate,No,No,Just today,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Both of them,Somewhat well,About the same,Good,Hurt your state,White female,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Never,Protestants/Non-weekly,College graduate,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,All others,White,English,Albuquerque area,"City: 50,000 to 500,000","City over 50,000",1.0,87111.0
1516288.0,New Mexico,17.0,State,1.0,Call 2,Not complete,Exit poll,0.430606663227081,Kerry,Female,,30-39,,,,,,,,,,,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,,,,,,,Poor,Not affected your state,,30-44,30-39,18-64,,,,,,,,,,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,,All others,,,Albuquerque area,Suburbs,Suburbs,1.0,87105.0
1516295.0,New Mexico,86.0,State,1.0,Call 2,Complete,Exit poll,0.609165132045746,Bush,Female,Hispanic/Latino,18-24,Republican,Conservative,No,"$15,000-$29,999",Better today,Other Christian,More than once a week,Some college/associate degree,No,Yes,Before that,For your candidate,Taxes,Cares about people like me,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Not so good,Helped your state,Non-white female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,Hispanic/Latino,English,Northwest,Rural,Small cities and Rural,3.0,87562.0
1516318.0,New Mexico,20.0,State,1.0,Call 2,Complete,Exit poll,0.569447875022888,Bush,Male,White,18-24,Republican,Moderate,Yes,"Under $15,000",Worse today,Protestant,A few times a month,High school graduate,No,No,Before that,For your candidate,Iraq,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Better today,Not so good,Helped your state,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,English,Albuquerque area,"City: 50,000 to 500,000","City over 50,000",1.0,87112.0
1516322.0,New Mexico,40.0,State,1.0,Call 2,Complete,Exit poll,0.647504508495331,Bush,Female,White,25-29,Democrat,Moderate,Yes,"Under $15,000",About the same,Catholic,A few times a year,Some college/associate degree,Yes,No,Before that,For your candidate,Iraq,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,About the same,Good,Helped your state,White female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,English,South/East,"City: 50,000 to 500,000","City over 50,000",2.0,88001.0
1516351.0,New Mexico,67.0,State,1.0,Call 2,Complete,Exit poll,0.424879431724548,Kerry,Female,Other,45-49,Democrat,Moderate,No,"$15,000-$29,999",Worse today,Protestant,A few times a year,Some college/associate degree,No,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Poor,Hurt your state,Non-white female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Occasionally,Protestants/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,American Indian,English,South/East,Rural,Small cities and Rural,2.0,88340.0
1516353.0,New Mexico,86.0,State,1.0,Call 2,Complete,Exit poll,0.480057388544083,Kerry,Male,White,18-24,Something Else,Moderate,Yes,"$50,000-$74,999",About the same,None,Never,High school graduate,No,No,During the last month,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Somewhat approve,Safer from terrorism,Both of them,Neither of them,Somewhat badly,Worse today,Not so good,Not affected your state,White male,18-29,18-24,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,Never,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Kerry/Both,All others,White,English,Northwest,Rural,Small cities and Rural,3.0,87562.0
1516370.0,New Mexico,15.0,State,1.0,Call 1,Complete,Exit poll,0.210974022746086,Kerry,Male,Hispanic/Latino,40-44,,Moderate,No,"$15,000-$29,999",Omit,,Once a week,High school graduate,,Yes,Just today,For your candidate,Omit,Will bring about needed change,Omit,Omit,Omit,Omit,Omit,Omit,,Not so good,Hurt your state,Non-white male,30-44,40-49,18-64,,"Under $50,000","Under $100,000",,All others,All others,Weekly,All others,No degree,Omit,Just today/In the last three days,Just today/In the last three days/Sometime last week,Omit,Omit,Omit,Omit,Omit,Omit,All others,,English,Albuquerque area,"City: 50,000 to 500,000","City over 50,000",1.0,87110.0
1516382.0,New Mexico,29.0,State,1.0,Call 2,Complete,Exit poll,0.695309162139893,Kerry,Female,White,25-29,Democrat,Liberal,No,"$50,000-$74,999",Better today,None,Never,College graduate,No,No,Before that,Against his opponent,Omit,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Poor,Hurt your state,White female,18-29,25-29,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,Never,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,English,Albuquerque area,Suburbs,Suburbs,1.0,87059.0
1516385.0,New Mexico,25.0,State,1.0,Call 2,Complete,Exit poll,0.492553621530533,Kerry,Female,Other,50-59,Independent,Moderate,No,"$30,000-$49,999",Worse today,None,Never,Postgraduate study,Yes,No,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Poor,Hurt your state,Non-white female,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",None,All others,All others,Never,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Married women,Other,English,Albuquerque area,"City: 50,000 to 500,000","City over 50,000",1.0,87111.0
1516390.0,New Mexico,20.0,State,1.0,Call 2,Complete,Exit poll,0.588552474975586,Bush,Female,White,50-59,Republican,Moderate,No,"$50,000-$74,999",Better today,Other Christian,A few times a month,Postgraduate study,Yes,No,Before that,For your candidate,Iraq,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Not so good,Helped your state,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,English,Albuquerque area,"City: 50,000 to 500,000","City over 50,000",1.0,87112.0
1516392.0,New Mexico,17.0,State,1.0,Call 2,Complete,Exit poll,0.556449592113495,Bush,Female,Hispanic/Latino,50-59,Democrat,Moderate,No,"Under $15,000",Better today,Protestant,A few times a year,College graduate,No,Yes,Before that,For your candidate,Omit,Omit,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Poor,Not affected your state,Non-white female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Occasionally,Protestants/Non-weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,Hispanic/Latino,English,Albuquerque area,Suburbs,Suburbs,1.0,87105.0
1516396.0,New Mexico,48.0,State,1.0,Call 2,Complete,Exit poll,0.572581052780151,Bush,Male,Hispanic/Latino,18-24,Republican,Moderate,Yes,"$30,000-$49,999",About the same,Catholic,Once a week,Did not complete high school,No,Yes,Before that,Against his opponent,Iraq,Cares about people like me,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very badly,Better today,Poor,Helped your state,Non-white male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Catholic,All others,All others,Weekly,Catholics/Weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,Hispanic/Latino,English,South/East,"City: 50,000 to 500,000","City over 50,000",2.0,88012.0
1516398.0,New Mexico,86.0,State,1.0,Call 2,Complete,Exit poll,0.888171374797821,Bush,Male,White,65-74,Independent,Moderate,No,"$50,000-$74,999",Better today,Something else,A few times a year,College graduate,Yes,No,Before that,For your candidate,Terrorism,Cares about people like me,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Not so good,Helped your state,White male,60 or over,65 or over,65 or over,Independent,"$50,000 or more","Under $100,000",Something else,White Something else,All others,Occasionally,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,English,Northwest,Rural,Small cities and Rural,3.0,87562.0
1516407.0,New Mexico,40.0,State,1.0,Call 2,Not complete,Exit poll,0.630954563617706,Bush,Male,White,30-39,,,,,,,,,,No,Before that,For your candidate,Iraq,Is a strong leader,Somewhat approve,,,,,,,Good,Not affected your state,White male,30-44,30-39,18-64,,,,,,All others,,,,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,,All others,White,English,South/East,"City: 50,000 to 500,000","City over 50,000",2.0,88001.0
1516409.0,New Mexico,83.0,State,1.0,Call 2,Complete,Exit poll,0.781808197498322,Bush,Male,White,30-39,Something Else,Conservative,No,"$30,000-$49,999",About the same,Other Christian,A few times a year,Some college/associate degree,No,No,Before that,Against his opponent,Iraq,Cares about people like me,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Not so good,Hurt your state,White male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,English,Northwest,Rural,Small cities and Rural,3.0,87413.0
1516447.0,New Mexico,20.0,State,1.0,Call 2,Complete,Exit poll,0.588552474975586,Bush,Female,Hispanic/Latino,40-44,Democrat,Conservative,No,"$50,000-$74,999",About the same,Other Christian,More than once a week,Some college/associate degree,Yes,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Both of them,Somewhat well,About the same,Poor,Hurt your state,Non-white female,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,Married women,Hispanic/Latino,English,Albuquerque area,"City: 50,000 to 500,000","City over 50,000",1.0,87112.0
1516460.0,New Mexico,86.0,State,1.0,Call 2,Complete,Exit poll,0.742387771606445,Kerry,Female,White,65-74,Democrat,Liberal,No,"$15,000-$29,999",About the same,Catholic,Once a week,Postgraduate study,No,No,Before that,For your candidate,Economy/Jobs,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Not so good,Hurt your state,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,English,Northwest,Rural,Small cities and Rural,3.0,87562.0
1516470.0,New Mexico,15.0,State,1.0,Call 1,Complete,Exit poll,0.229643389582634,Kerry,Female,Hispanic/Latino,18-24,Independent,Liberal,Yes,"$15,000-$29,999",Better today,Other Christian,Never,High school graduate,No,Yes,Just today,For your candidate,Economy/Jobs,Cares about people like me,Somewhat disapprove,Somewhat approve,Less safe from terrorism,Neither of them,Both of them,Somewhat badly,Worse today,Poor,Hurt your state,Non-white female,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Never,All others,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,All others,Other,English,Albuquerque area,"City: 50,000 to 500,000","City over 50,000",1.0,87110.0
1516486.0,New Mexico,25.0,State,1.0,Call 2,Complete,Exit poll,0.580613493919373,Bush,Male,White,25-29,Independent,Conservative,No,"$30,000-$49,999",Better today,Protestant,More than once a week,College graduate,No,No,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Both of them,Somewhat well,Better today,Not so good,Helped your state,White male,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,All others,White,English,Albuquerque area,"City: 50,000 to 500,000","City over 50,000",1.0,87111.0
1516496.0,New Mexico,83.0,State,1.0,Call 2,Complete,Exit poll,0.651164948940277,Kerry,Female,Other,25-29,Republican,Moderate,No,"$30,000-$49,999",Worse today,Protestant,Once a week,Some college/associate degree,Yes,No,During the last month,For your candidate,Iraq,Is intelligent,Somewhat approve,Somewhat disapprove,Less safe from terrorism,Both of them,Both of them,Somewhat well,About the same,Good,Not affected your state,Non-white female,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Weekly,Protestants/Weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Married women,American Indian,English,Northwest,Rural,Small cities and Rural,3.0,87413.0
1516513.0,New Mexico,40.0,State,1.0,Call 2,Complete,Exit poll,0.64980947971344,Bush,Female,White,30-39,Democrat,Moderate,No,"$50,000-$74,999",Better today,Catholic,A few times a month,Postgraduate study,Yes,No,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Omit,Safer from terrorism,Only George W. Bush,Only George W. Bush,Omit,About the same,Not so good,Helped your state,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Omit,Omit,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,English,South/East,"City: 50,000 to 500,000","City over 50,000",2.0,88001.0
1516518.0,New Mexico,29.0,State,1.0,Call 2,Complete,Exit poll,0.675134003162384,Kerry,Male,White,18-24,Democrat,Liberal,No,"$15,000-$29,999",About the same,Jewish,Never,College graduate,No,No,Before that,Against his opponent,Education,Is intelligent,Strongly disapprove,Strongly disapprove,Omit,Only John Kerry,Only John Kerry,Very badly,,Poor,Hurt your state,White male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Jewish,White Jewish,All others,Never,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,English,Albuquerque area,Suburbs,Suburbs,1.0,87059.0
1516527.0,New Mexico,20.0,State,1.0,Call 2,Complete,Exit poll,0.586464762687683,Bush,Female,Hispanic/Latino,18-24,Independent,Moderate,Yes,"$50,000-$74,999",Worse today,Other Christian,More than once a week,Some college/associate degree,No,Yes,During the last month,Against his opponent,Moral values,Has clear stands on the issues,Somewhat disapprove,Strongly disapprove,Safer from terrorism,Neither of them,Neither of them,Somewhat badly,Worse today,Not so good,Hurt your state,Non-white female,18-29,18-24,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,All others,Hispanic/Latino,English,Albuquerque area,"City: 50,000 to 500,000","City over 50,000",1.0,87112.0
1516530.0,New Mexico,17.0,State,1.0,Call 2,Complete,Exit poll,0.456731557846069,Kerry,Female,Hispanic/Latino,50-59,Democrat,Moderate,No,"Under $15,000",Worse today,Catholic,Once a week,Some college/associate degree,No,Yes,Before that,For your candidate,Economy/Jobs,Has clear stands on the issues,Somewhat approve,Strongly approve,Safer from terrorism,Both of them,Both of them,Somewhat well,About the same,Not so good,Hurt your state,Non-white female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,Weekly,Catholics/Weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,All others,Other,English,Albuquerque area,Suburbs,Suburbs,1.0,87105.0
1516584.0,New Mexico,86.0,State,1.0,Call 2,Complete,Exit poll,0.699923455715179,Kerry,Female,Hispanic/Latino,65-74,Democrat,Liberal,No,"$50,000-$74,999",Worse today,Catholic,Once a week,High school graduate,Yes,Yes,Sometime last week,Against his opponent,Iraq,Is a strong leader,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Worse today,Not so good,Hurt your state,Non-white female,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",Catholic,All others,All others,Weekly,Catholics/Weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Married women,,English,Northwest,Rural,Small cities and Rural,3.0,87562.0
1516598.0,New Mexico,83.0,State,1.0,Call 2,Complete,Exit poll,0.781808197498322,Bush,Male,White,40-44,Republican,Conservative,Yes,"$50,000-$74,999",Omit,Catholic,Once a week,College graduate,Yes,No,Before that,For your candidate,Omit,Is a strong leader,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Good,Helped your state,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,English,Northwest,Rural,Small cities and Rural,3.0,87413.0
1516600.0,New Mexico,20.0,State,1.0,Call 2,Complete,Exit poll,0.588552474975586,Bush,Female,White,30-39,Republican,Moderate,No,"$30,000-$49,999",Worse today,Other Christian,Once a week,College graduate,Yes,No,Just today,Omit,Terrorism,Has clear stands on the issues,Somewhat approve,Somewhat disapprove,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Better today,Not so good,Omit,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,All others,College graduate,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,English,Albuquerque area,"City: 50,000 to 500,000","City over 50,000",1.0,87112.0
1516602.0,New Mexico,25.0,State,1.0,Call 2,Complete,Exit poll,0.897893369197845,Bush,Female,Hispanic/Latino,65-74,Republican,Conservative,No,"$75,000-$99,999",About the same,Protestant,A few times a month,College graduate,No,Yes,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,About the same,Good,Helped your state,Non-white female,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Occasionally,Protestants/Non-weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,English,Albuquerque area,"City: 50,000 to 500,000","City over 50,000",1.0,87111.0
