ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESNJ04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,EDUC,UNION4,MARRIED,LATINO,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,TERRWORR,STECNJ,MCGREEVY,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,TERWORR2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,WOMENWED,QRACE,SPANISHQ,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1495880.0,New Jersey,22.0,State,1.0,Call 2,Complete,1.1301304101944,Kerry,Female,Black,60-64,Democrat,Liberal,No,"$200,000 or more",About the same,Catholic,Postgraduate study,No one does,Yes,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Somewhat worried,Poor,Served out his full term in office,Non-white female,60 or over,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,Black,English,Northern cities,Suburbs,Suburbs,8.0,7052.0
1472764.0,New Jersey,43.0,National,1.0,Call 1,Complete,0.420440822839737,Kerry,Female,Black,50-59,Democrat,Moderate,No,"$150,000-$199,999",About the same,Catholic,Postgraduate study,No one does,No,No,Before that,,Economy/Jobs,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,Non-white female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,All others,Black,English,Central,Suburbs,Suburbs,12.0,8852.0
1472762.0,New Jersey,25.0,State,1.0,Call 1,Not complete,1.36456441879272,Bush,Female,White,65-74,,,,,,,,,,No,During the last month,For your candidate,Education,Is honest and trustworthy,Strongly approve,,,,,,Somewhat worried,Good,,White female,60 or over,65 or over,65 or over,,,,,,All others,,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,,,Very/Somewhat worried,,,,,,,All others,White,English,South,Suburbs,Suburbs,1.0,8066.0
1500503.0,New Jersey,70.0,National,4.0,Call 2,Complete,1.7320249080658,Bush,Female,White,75 or over,Republican,Conservative,,"$15,000-$29,999",,,Some college/associate degree,No one does,Yes,No,Before that,,,,,,,Only George W. Bush,Only George W. Bush,,Somewhat worried,,,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",,,,No degree,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Very/Somewhat worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,English,Bergen/Passaic,Suburbs,Suburbs,8.0,7424.0
1500262.0,New Jersey,51.0,State,1.0,Call 2,Complete,1.12734580039978,Bush,Male,White,45-49,Democrat,Liberal,No,"$50,000-$74,999",About the same,Catholic,Some college/associate degree,No one does,Yes,No,During the last month,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only John Kerry,Somewhat well,Very worried,Good,Resigned,White male,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,English,Northwest,Suburbs,Suburbs,11.0,7438.0
1526414.0,New Jersey,51.0,State,1.0,Call 3,Complete,1.04573631286621,Bush,Female,White,40-44,Republican,Conservative,No,"$30,000-$49,999",About the same,Other Christian,College graduate,"Yes, I do",Yes,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Both of them,Both of them,Somewhat well,Somewhat worried,Good,Served out his full term in office,White female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is union member,Married women,White,English,Northwest,Suburbs,Suburbs,11.0,7438.0
1526412.0,New Jersey,71.0,National,1.0,Call 3,Complete,0.791599631309509,Kerry,Male,White,30-39,Independent,Liberal,No,"$15,000-$29,999",Worse today,Catholic,,"Yes, someone else does",Yes,No,Before that,,Economy/Jobs,Cares about people like me,Strongly approve,Somewhat approve,Less safe from terrorism,,,Very badly,,,,White male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,,,,,,Someone in household is union member,Voter is not union member,All others,White,English,South,Suburbs,Suburbs,2.0,8069.0
1528857.0,New Jersey,68.0,State,1.0,Call 3,Complete,1.55283987522125,Bush,Male,White,30-39,Republican,Conservative,No,"$200,000 or more",Better today,Catholic,College graduate,No one does,Yes,No,Before that,For your candidate,Taxes,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Very worried,Good,Resigned,White male,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,English,Bergen/Passaic,Suburbs,Suburbs,5.0,7456.0
1472750.0,New Jersey,40.0,State,1.0,Call 1,Complete,0.839087188243866,Kerry,Male,White,30-39,Something Else,Conservative,Yes,"$75,000-$99,999",Worse today,Catholic,Some college/associate degree,No one does,No,No,Before that,Against his opponent,Iraq,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Both of them,Both of them,Very badly,Very worried,Not so good,Served out his full term in office,White male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,English,Central,Suburbs,Suburbs,6.0,8854.0
1472749.0,New Jersey,27.0,State,1.0,Call 1,Complete,0.768259406089783,Kerry,Male,Asian,30-39,Democrat,Liberal,Yes,"$100,000-$149,999",About the same,Catholic,Postgraduate study,No one does,Yes,No,During the last month,For your candidate,Education,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Only John Kerry,Very badly,Not too worried,Not so good,Resigned,Non-white male,30-44,30-39,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Not too/Not at all worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,Asian,English,Northern cities,Suburbs,Suburbs,13.0,7029.0
1528740.0,New Jersey,28.0,State,1.0,Call 3,Complete,0.755403101444244,Kerry,Female,White,30-39,Independent,Liberal,No,"$30,000-$49,999",About the same,Catholic,Postgraduate study,"Yes, I do",No,No,Before that,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Very worried,Not so good,Served out his full term in office,White female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,White,English,Northern cities,Suburbs,Suburbs,13.0,7030.0
1498229.0,New Jersey,23.0,State,1.0,Call 2,Complete,0.98576557636261,Kerry,Male,White,30-39,Independent,Liberal,No,"$150,000-$199,999",Better today,None,College graduate,No one does,Yes,No,Before that,Against his opponent,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Very worried,Poor,Served out his full term in office,White male,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",None,White None,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,English,South,Suburbs,Suburbs,1.0,8085.0
1527638.0,New Jersey,68.0,State,1.0,Call 3,Complete,1.07527315616608,Kerry,Male,White,40-44,Democrat,Moderate,No,"$100,000-$149,999",Worse today,None,High school graduate,"Yes, I do",Yes,No,Before that,Against his opponent,Economy/Jobs,Is intelligent,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Both of them,Only John Kerry,Very badly,Somewhat worried,Good,Served out his full term in office,White male,30-44,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",None,White None,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,White,English,Bergen/Passaic,Suburbs,Suburbs,5.0,7456.0
1525375.0,New Jersey,64.0,State,1.0,Call 3,Complete,1.06807720661163,Bush,Female,White,50-59,Independent,Liberal,No,"$50,000-$74,999",Better today,Protestant,Postgraduate study,"Yes, I do",No,No,Before that,For your candidate,Education,Has clear stands on the issues,Strongly approve,Somewhat approve,Safer from terrorism,Both of them,Only George W. Bush,Somewhat well,Somewhat worried,Good,Served out his full term in office,White female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,White,English,South,Suburbs,Suburbs,4.0,8742.0
1472301.0,New Jersey,27.0,State,1.0,Call 1,Complete,0.712644457817078,Kerry,Female,Hispanic/Latino,50-59,Democrat,Liberal,No,"$30,000-$49,999",About the same,Catholic,College graduate,No one does,No,Yes,Before that,For your candidate,Education,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Only John Kerry,Somewhat badly,Not too worried,Not so good,Resigned,Non-white female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Not too/Not at all worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,Hispanic/Latino,English,Northern cities,Suburbs,Suburbs,13.0,7029.0
1472743.0,New Jersey,42.0,State,1.0,Call 1,Complete,0.870750844478607,Kerry,Male,White,50-59,Independent,Liberal,No,"$100,000-$149,999",About the same,None,Postgraduate study,No one does,Yes,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Only John Kerry,Somewhat badly,Somewhat worried,Good,Served out his full term in office,White male,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",None,White None,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,English,Central,Suburbs,Suburbs,12.0,8852.0
1472742.0,New Jersey,63.0,State,1.0,Call 1,Complete,3.0757200717926,Bush,Female,White,65-74,Republican,,No,"$30,000-$49,999",Better today,Catholic,High school graduate,No one does,No,No,Before that,For your candidate,Omit,Omit,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Very worried,Excellent,Resigned,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,English,South,Suburbs,Suburbs,4.0,8759.0
1473339.0,New Jersey,23.0,State,1.0,Call 1,Complete,0.98576557636261,Kerry,Male,White,30-39,Democrat,Moderate,No,"$50,000-$74,999",About the same,Protestant,College graduate,No one does,Yes,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,Neither of them,Neither of them,Very badly,Somewhat worried,Good,Served out his full term in office,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,English,South,Suburbs,Suburbs,1.0,8085.0
1498401.0,New Jersey,49.0,State,1.0,Call 2,Complete,1.81137573719025,Bush,Female,Black,60-64,Independent,Conservative,No,"$30,000-$49,999",About the same,Mormon/LDS,College graduate,"Yes, someone else does",Yes,No,Sometime last week,Against his opponent,Health care,Is honest and trustworthy,Somewhat approve,Strongly disapprove,Safer from terrorism,Neither of them,Only George W. Bush,Very well,Not too worried,Not so good,Served out his full term in office,Non-white female,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Very/Somewhat well,Not too/Not at all worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,Someone in household is union member,Voter is not union member,Married women,Black,English,Central,Suburbs,Suburbs,6.0,7753.0
1498048.0,New Jersey,23.0,State,1.0,Call 2,Complete,0.839815735816956,Kerry,Female,White,18-24,Independent,Moderate,Yes,"$50,000-$74,999",About the same,Protestant,Some college/associate degree,"Yes, someone else does",No,No,Before that,For your candidate,Education,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Somewhat well,Somewhat worried,Not so good,Served out his full term in office,White female,18-29,18-24,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat well,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,All others,White,English,South,Suburbs,Suburbs,1.0,8085.0
1496066.0,New Jersey,22.0,State,1.0,Call 2,Complete,0.783033609390259,Kerry,Male,White,50-59,Democrat,Moderate,No,"$75,000-$99,999",Worse today,Catholic,College graduate,No one does,Yes,No,Before that,For your candidate,Iraq,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Somewhat worried,Good,Resigned,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,English,Northern cities,Suburbs,Suburbs,8.0,7052.0
1525365.0,New Jersey,79.0,State,1.0,Call 3,Complete,1.30440938472748,Bush,Male,White,60-64,Democrat,Moderate,No,"$75,000-$99,999",About the same,Catholic,Some college/associate degree,"Yes, someone else does",Yes,No,Before that,Against his opponent,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Very worried,Good,Resigned,White male,60 or over,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,All others,White,English,Northwest,Suburbs,Suburbs,5.0,8865.0
1474426.0,New Jersey,43.0,National,3.0,Call 1,Complete,0.475487917661667,Kerry,Male,White,60-64,Democrat,Moderate,,"$75,000-$99,999",,Protestant,,,No,No,,For your candidate,,,,,,,,,,,,White male,60 or over,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,,,,,,,,,,,,,,All others,White,English,Central,Suburbs,Suburbs,12.0,8852.0
1498045.0,New Jersey,68.0,State,1.0,Call 2,Complete,1.21471834182739,Kerry,Female,Black,50-59,Democrat,,No,,About the same,Other Christian,High school graduate,No one does,Yes,,Before that,For your candidate,Omit,Will bring about needed change,Strongly approve,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Somewhat worried,Good,Served out his full term in office,Non-white female,45-59,50-64,18-64,Democrat,,,Protestant/Other Christian,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,Black,,Bergen/Passaic,Suburbs,Suburbs,5.0,7456.0
1497884.0,New Jersey,25.0,State,1.0,Call 2,Complete,0.980952560901642,Bush,Female,White,18-24,Republican,Moderate,No,"$15,000-$29,999",About the same,Other Christian,Some college/associate degree,No one does,No,No,Before that,Against his opponent,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Neither of them,Somewhat badly,Somewhat worried,Not so good,Served out his full term in office,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,English,South,Suburbs,Suburbs,1.0,8066.0
1525360.0,New Jersey,42.0,State,1.0,Call 3,Complete,1.25504815578461,Bush,Male,White,45-49,Independent,Moderate,No,"$100,000-$149,999",Better today,Protestant,Postgraduate study,No one does,Yes,No,Before that,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Somewhat worried,Good,Served out his full term in office,White male,45-59,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,English,Central,Suburbs,Suburbs,12.0,8852.0
1525609.0,New Jersey,23.0,State,1.0,Call 3,Complete,1.15143024921417,Bush,Male,White,45-49,Republican,Conservative,No,"$100,000-$149,999",Better today,Protestant,Postgraduate study,No one does,Yes,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not too worried,Excellent,Served out his full term in office,White male,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Not too/Not at all worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,English,South,Suburbs,Suburbs,1.0,8085.0
1527618.0,New Jersey,33.0,National,1.0,Call 3,Complete,0.659909784793854,Bush,Male,White,50-59,Republican,Conservative,No,"$50,000-$74,999",Worse today,Other Christian,Some college/associate degree,No one does,Yes,No,Before that,,Omit,Has clear stands on the issues,Somewhat approve,Somewhat disapprove,Safer from terrorism,,,Somewhat badly,,,,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,All others,White,English,Northwest,Suburbs,Suburbs,7.0,8848.0
1472725.0,New Jersey,64.0,State,1.0,Call 1,Complete,1.06807720661163,Bush,Female,White,40-44,Republican,Moderate,No,,About the same,Catholic,College graduate,No one does,Yes,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Somewhat worried,Good,Served out his full term in office,White female,30-44,40-49,18-64,Republican,,,Catholic,White Catholic,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,English,South,Suburbs,Suburbs,4.0,8742.0
1475057.0,New Jersey,49.0,State,1.0,Call 1,Complete,0.79972243309021,Kerry,Male,Other,25-29,,,No,"$30,000-$49,999",About the same,None,Some college/associate degree,No one does,Yes,No,During the last month,For your candidate,Moral values,Is a strong leader,Somewhat approve,Omit,Safer from terrorism,Only John Kerry,Omit,Omit,Somewhat worried,Good,Resigned,Non-white male,18-29,25-29,18-64,,"Under $50,000","Under $100,000",None,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Omit,Omit,Very/Somewhat worried,Omit,Omit,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,Other,English,Central,Suburbs,Suburbs,6.0,7753.0
1526382.0,New Jersey,31.0,National,2.0,Call 3,Complete,1.28952896595001,Kerry,Male,Hispanic/Latino,18-24,Independent,Conservative,Yes,"$30,000-$49,999",About the same,Catholic,High school graduate,"Yes, someone else does",No,Yes,Before that,,Economy/Jobs,Is honest and trustworthy,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,,,Somewhat badly,,,,Non-white male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Catholic,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,Someone in household is union member,Voter is not union member,All others,Hispanic/Latino,English,Northern cities,Suburbs,Suburbs,13.0,7087.0
1472722.0,New Jersey,25.0,State,1.0,Call 1,Complete,1.36456441879272,Bush,Female,White,60-64,Republican,Moderate,No,"$15,000-$29,999",About the same,Protestant,High school graduate,No one does,Yes,No,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Somewhat worried,Good,Served out his full term in office,White female,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,English,South,Suburbs,Suburbs,1.0,8066.0
1500228.0,New Jersey,50.0,State,1.0,Call 2,Complete,0.807716429233551,Kerry,Female,White,30-39,Democrat,Liberal,No,"$75,000-$99,999",About the same,Catholic,Postgraduate study,No one does,No,No,Before that,Against his opponent,Moral values,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Somewhat worried,Good,Resigned,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,English,Central,Suburbs,Suburbs,4.0,7719.0
1498382.0,New Jersey,70.0,National,1.0,Call 2,Complete,0.929469645023346,Kerry,Male,Hispanic/Latino,25-29,Democrat,Liberal,No,"$50,000-$74,999",Worse today,Catholic,Some college/associate degree,No one does,Yes,Yes,Before that,,Omit,Is a strong leader,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,Non-white male,18-29,25-29,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,All others,Hispanic/Latino,English,Bergen/Passaic,Suburbs,Suburbs,8.0,7424.0
