ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,PRESWA04,SENWA04,GOVWA04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,ATTEND,EDUC,UNION4,LATINO,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECWA,COUNTACC,ENVIRON,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,ATTEND2,ATTREL,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,COUNT2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1540985.0,Washington,18.0,State,1.0,Call 3,Complete,Exit poll,0.287533015012741,Kerry,Murray,Gregoire,Male,Other,50-59,Democrat,Liberal,No,"$100,000-$149,999",Worse today,Something else,A few times a year,Some college/associate degree,No one does,No,Before that,Against his opponent,Terrorism,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Very confident,Protecting the environment,Non-white male,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Something else,All others,All others,Occasionally,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Other,King County,"City: 50,000 to 500,000","City over 50,000",8.0,98006.0
1540986.0,Washington,82.0,State,1.0,Call 3,Complete,Exit poll,0.270116090774536,Kerry,Murray,Gregoire,Female,White,50-59,Democrat,Liberal,No,"$50,000-$74,999",About the same,Mormon/LDS,A few times a year,Some college/associate degree,No one does,No,Before that,For your candidate,Education,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Poor,Somewhat confident,Keeping jobs in your state,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,Urban Puget Sound,Suburbs,Suburbs,2.0,98258.0
1540990.0,Washington,79.0,State,1.0,Call 3,Complete,Exit poll,0.469730257987976,Kerry,Murray,Gregoire,Female,Hispanic/Latino,18-24,Democrat,Conservative,Yes,"$15,000-$29,999",Worse today,None,Never,High school graduate,No one does,Yes,During the last month,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Both of them,Somewhat badly,Poor,Not very confident,Keeping jobs in your state,Non-white female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",None,All others,All others,Never,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Not very/Not at all confident,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,Urban Puget Sound,Suburbs,Suburbs,1.0,98020.0
1540996.0,Washington,27.0,State,1.0,Call 3,Complete,Exit poll,0.302889972925186,Kerry,Nethercutt,Rossi,Female,White,45-49,Democrat,Liberal,No,"$30,000-$49,999",About the same,Catholic,A few times a year,College graduate,"Yes, I do",No,Before that,Against his opponent,Economy/Jobs,Omit,Somewhat approve,Somewhat disapprove,Safer from terrorism,Neither of them,Neither of them,Somewhat badly,Not so good,Very confident,Keeping jobs in your state,White female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,Someone in household is union member,Voter is union member,White,King County,Suburbs,Suburbs,9.0,98003.0
1541003.0,Washington,89.0,State,1.0,Call 3,Complete,Exit poll,0.400328874588013,Kerry,Murray,Rossi,Female,Hispanic/Latino,50-59,Something Else,Moderate,No,"$75,000-$99,999",Worse today,Catholic,A few times a month,Some college/associate degree,No one does,Yes,During the last month,Against his opponent,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Not so good,Somewhat confident,Omit,Non-white female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,All others,All others,Occasionally,Catholics/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,Urban Puget Sound,Suburbs,Suburbs,2.0,98208.0
1541008.0,Washington,96.0,State,1.0,Call 3,Complete,Exit poll,0.359875351190567,Kerry,Murray,Gregoire,Male,White,45-49,Democrat,Liberal,No,"$30,000-$49,999",About the same,Something else,A few times a year,College graduate,No one does,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,Somewhat confident,Protecting the environment,White male,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,Occasionally,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,East,Suburbs,Suburbs,5.0,99004.0
1541011.0,Washington,20.0,State,1.0,Call 3,Complete,Exit poll,0.287533015012741,Kerry,Murray,Gregoire,Male,,50-59,Democrat,Liberal,No,"$150,000-$199,999",About the same,None,Never,Postgraduate study,"Yes, I do",No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,Very confident,Protecting the environment,,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",None,All others,All others,Never,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,,King County,Suburbs,Suburbs,7.0,98166.0
1541012.0,Washington,18.0,State,1.0,Call 3,Complete,Exit poll,0.287533015012741,Kerry,Murray,Gregoire,Male,White,50-59,Republican,Moderate,No,"$100,000-$149,999",Worse today,,Omit,Postgraduate study,No one does,No,Before that,Against his opponent,Iraq,Is a strong leader,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,Somewhat confident,Protecting the environment,White male,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",,,All others,Omit,Omit,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,King County,"City: 50,000 to 500,000","City over 50,000",8.0,98006.0
1541013.0,Washington,82.0,State,1.0,Call 3,Complete,Exit poll,0.298119485378265,Bush,Nethercutt,Rossi,Female,White,30-39,Republican,Conservative,No,"$15,000-$29,999",About the same,Other Christian,Once a week,High school graduate,"Yes, someone else does",No,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only John Kerry,Somewhat well,Not so good,Somewhat confident,Keeping jobs in your state,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,White,Urban Puget Sound,Suburbs,Suburbs,2.0,98258.0
1541015.0,Washington,34.0,State,1.0,Call 3,Complete,Exit poll,0.29113832116127,Bush,Murray,Rossi,Female,Other,30-39,Republican,,No,"$30,000-$49,999",About the same,Something else,More than once a week,College graduate,,No,During the last month,Against his opponent,Terrorism,Omit,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,Very confident,Keeping jobs in your state,Non-white female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Something else,All others,All others,Weekly,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,,,Other,King County,"City: 50,000 to 500,000","City over 50,000",8.0,98030.0
1541016.0,Washington,32.0,State,1.0,Call 3,Complete,Exit poll,0.292673856019974,Kerry,Murray,Gregoire,Male,White,40-44,Independent,Moderate,Yes,"$150,000-$199,999",About the same,Other Christian,Never,Some college/associate degree,"Yes, I do",,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Neither of them,Neither of them,Somewhat badly,Good,Very confident,Keeping jobs in your state,White male,30-44,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Never,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,Someone in household is union member,Voter is union member,White,King County,Suburbs,Suburbs,8.0,98042.0
1541017.0,Washington,46.0,State,1.0,Call 3,Complete,Exit poll,0.287533015012741,Kerry,Murray,Gregoire,Female,,45-49,Democrat,Liberal,No,"$50,000-$74,999",Worse today,Catholic,A few times a year,Postgraduate study,No one does,No,Before that,For your candidate,Iraq,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,Somewhat confident,Protecting the environment,,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,All others,All others,Occasionally,Catholics/Non-weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,,King County,"City over 500,000","City over 50,000",7.0,98107.0
1541019.0,Washington,27.0,State,1.0,Call 3,Complete,Exit poll,0.340667515993118,Bush,Nethercutt,Rossi,Female,White,50-59,Republican,Conservative,No,"Under $15,000",Better today,Protestant,Once a week,Some college/associate degree,No one does,No,Before that,For your candidate,Omit,Has strong religious faith,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,Very confident,Protecting the environment,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,King County,Suburbs,Suburbs,9.0,98003.0
1541021.0,Washington,109.0,National,1.0,Call 3,Complete,Exit poll,0.408957839012146,Bush,Nethercutt,Rossi,Female,Hispanic/Latino,40-44,Independent,Moderate,No,"$75,000-$99,999",Better today,Catholic,Once a week,Some college/associate degree,No one does,Yes,During the last month,,Iraq,Is a strong leader,Somewhat approve,Somewhat disapprove,Safer from terrorism,,,Somewhat badly,,,,Non-white female,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,All others,All others,Weekly,Catholics/Weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,White,West,Suburbs,Suburbs,9.0,98503.0
1541026.0,Washington,89.0,State,1.0,Call 3,Complete,Exit poll,0.560527801513672,Kerry,Murray,Gregoire,Male,White,18-24,Something Else,Liberal,No,"$30,000-$49,999",About the same,None,Never,Some college/associate degree,No one does,No,Before that,For your candidate,Terrorism,Is intelligent,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Neither of them,Very badly,Poor,Somewhat confident,Keeping jobs in your state,White male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,Never,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,Urban Puget Sound,Suburbs,Suburbs,2.0,98208.0
1541032.0,Washington,51.0,State,1.0,Call 3,Complete,Exit poll,2.21352362632751,Kerry,Murray,Gregoire,,,,Democrat,Liberal,No,,About the same,,Omit,College graduate,No one does,,Before that,Against his opponent,Terrorism,Is intelligent,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,Somewhat confident,Protecting the environment,,,,,Democrat,,,,,All others,Omit,Omit,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,,King County,"City over 500,000","City over 50,000",7.0,98117.0
1541036.0,Washington,25.0,State,1.0,Call 3,Complete,Exit poll,0.390882283449173,Bush,Nethercutt,Rossi,Male,White,30-39,Something Else,,No,"$50,000-$74,999",Better today,None,Never,College graduate,"Yes, I do",No,Before that,For your candidate,Terrorism,Has clear stands on the issues,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Neither of them,Somewhat badly,Poor,Somewhat confident,Keeping jobs in your state,White male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,Never,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,White,King County,Suburbs,Suburbs,9.0,98058.0
1541037.0,Washington,18.0,State,1.0,Call 3,Complete,Exit poll,0.287533015012741,Kerry,Murray,Gregoire,Female,White,45-49,Democrat,Liberal,No,"$50,000-$74,999",Worse today,Catholic,Omit,Some college/associate degree,"Yes, I do",No,Before that,For your candidate,Health care,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Poor,Very confident,Keeping jobs in your state,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Omit,Catholics/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,White,King County,"City: 50,000 to 500,000","City over 50,000",8.0,98006.0
1541040.0,Washington,82.0,State,1.0,Call 3,Complete,Exit poll,0.298119485378265,Bush,Nethercutt,Rossi,Female,White,30-39,Republican,Conservative,Yes,"Under $15,000",About the same,Other Christian,A few times a year,High school graduate,No one does,No,During the last month,For your candidate,Terrorism,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Both of them,Both of them,Somewhat badly,Not so good,Somewhat confident,Keeping jobs in your state,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Very/somewhat confident,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,White,Urban Puget Sound,Suburbs,Suburbs,2.0,98258.0
1541045.0,Washington,96.0,State,1.0,Call 3,Complete,Exit poll,0.402295678853989,Bush,Nethercutt,Rossi,Female,White,40-44,Republican,,No,"$50,000-$74,999",Better today,Other Christian,Once a week,Some college/associate degree,"Yes, I do and someone else does",,Before that,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Not very confident,Keeping jobs in your state,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Not very/Not at all confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,White,East,Suburbs,Suburbs,5.0,99004.0
1541046.0,Washington,27.0,State,1.0,Call 3,Complete,Exit poll,0.287533015012741,Kerry,Murray,Gregoire,Female,White,25-29,Independent,Moderate,No,"$75,000-$99,999",Better today,Jewish,A few times a year,Some college/associate degree,"Yes, I do",No,Sometime last week,Against his opponent,Health care,Will bring about needed change,Somewhat disapprove,Somewhat approve,Less safe from terrorism,Neither of them,Omit,Somewhat badly,Not so good,Somewhat confident,Keeping jobs in your state,White female,18-29,25-29,18-64,Independent,"$50,000 or more","Under $100,000",Jewish,White Jewish,All others,Occasionally,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Somewhat/Very badly,Very/somewhat confident,Omit,Omit,Only Kerry/Neither,Only Bush/Neither,Someone in household is union member,Voter is union member,White,King County,Suburbs,Suburbs,9.0,98003.0
1541047.0,Washington,34.0,State,1.0,Call 3,Complete,Exit poll,0.334052443504334,Bush,Murray,Rossi,Male,White,40-44,Republican,Moderate,Yes,"$30,000-$49,999",Better today,Protestant,Omit,College graduate,No one does,No,Before that,For your candidate,Terrorism,Omit,Somewhat approve,Somewhat approve,Safer from terrorism,Both of them,Neither of them,Omit,Good,Very confident,Keeping jobs in your state,White male,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Omit,Protestants/Non-weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Omit,Very/somewhat confident,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,White,King County,"City: 50,000 to 500,000","City over 50,000",8.0,98030.0
1541050.0,Washington,89.0,State,1.0,Call 3,Complete,Exit poll,0.572646081447601,Kerry,Murray,Gregoire,Female,Hispanic/Latino,45-49,Independent,Moderate,No,"$30,000-$49,999",About the same,None,A few times a year,Some college/associate degree,No one does,,Before that,Against his opponent,Terrorism,Is a strong leader,Somewhat approve,Somewhat disapprove,Less safe from terrorism,Neither of them,Neither of them,Somewhat badly,Not so good,Very confident,Protecting the environment,Non-white female,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",None,All others,All others,Occasionally,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,Hispanic/Latino,Urban Puget Sound,Suburbs,Suburbs,2.0,98208.0
1541052.0,Washington,32.0,State,1.0,Call 3,Complete,Exit poll,0.287115126848221,Kerry,Murray,Rossi,Male,White,30-39,Independent,Moderate,No,,About the same,None,Never,Postgraduate study,No one does,No,Before that,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Somewhat confident,Protecting the environment,White male,30-44,30-39,18-64,Independent,,,None,White None,All others,Never,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,King County,Suburbs,Suburbs,8.0,98042.0
1541053.0,Washington,20.0,State,1.0,Call 3,Complete,Exit poll,0.334116220474243,Bush,Nethercutt,Rossi,Female,White,40-44,Republican,Moderate,No,"$75,000-$99,999",Omit,Catholic,Once a week,Some college/associate degree,"Yes, someone else does",No,Before that,For your candidate,Terrorism,Will bring about needed change,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only John Kerry,Somewhat well,Not so good,Very confident,Keeping jobs in your state,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,White,King County,Suburbs,Suburbs,7.0,98166.0
1541054.0,Washington,79.0,State,1.0,Call 3,Complete,Exit poll,0.328136444091797,Kerry,Nethercutt,Rossi,Male,White,40-44,Something Else,Moderate,No,"$100,000-$149,999",Worse today,Other Christian,A few times a year,Some college/associate degree,No one does,No,Just today,For your candidate,Iraq,Will bring about needed change,Somewhat approve,Somewhat approve,Less safe from terrorism,Both of them,Only John Kerry,Somewhat badly,Not so good,Somewhat confident,Keeping jobs in your state,White male,30-44,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,All others,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,White,Urban Puget Sound,Suburbs,Suburbs,1.0,98020.0
1541060.0,Washington,46.0,State,1.0,Call 3,Complete,Exit poll,0.298412561416626,Kerry,Murray,Gregoire,Male,Other,40-44,Democrat,Liberal,No,"Under $15,000",About the same,None,Never,Some college/associate degree,No one does,No,Before that,Against his opponent,Moral values,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Somewhat confident,Protecting the environment,Non-white male,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",None,All others,All others,Never,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Other,King County,"City over 500,000","City over 50,000",7.0,98107.0
1541067.0,Washington,18.0,State,1.0,Call 3,Complete,Exit poll,0.287533015012741,Kerry,Murray,Gregoire,Female,Asian,18-24,Democrat,Moderate,Yes,"$100,000-$149,999",Better today,None,Never,College graduate,No one does,No,During the last month,Against his opponent,Iraq,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,Very confident,Keeping jobs in your state,Non-white female,18-29,18-24,18-64,Democrat,"$50,000 or more","$100,000 or more",None,All others,All others,Never,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Asian,King County,"City: 50,000 to 500,000","City over 50,000",8.0,98006.0
1541069.0,Washington,109.0,National,1.0,Call 3,Complete,Exit poll,0.400303512811661,Bush,Nethercutt,Rossi,Male,White,25-29,Republican,Conservative,No,"$30,000-$49,999",About the same,Other Christian,A few times a month,Postgraduate study,No one does,No,During the last month,,Terrorism,Is honest and trustworthy,Strongly approve,Somewhat approve,Safer from terrorism,,,Somewhat well,,,,White male,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,,No one in household is union member,Voter is not union member,White,West,Suburbs,Suburbs,9.0,98503.0
1541072.0,Washington,27.0,State,1.0,Call 3,Complete,Exit poll,0.287533015012741,Kerry,Murray,Gregoire,Female,,25-29,Democrat,Moderate,No,"Under $15,000",Worse today,Something else,Never,College graduate,No one does,,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Omit,Somewhat confident,Protecting the environment,,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Something else,All others,All others,Never,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,,King County,Suburbs,Suburbs,9.0,98003.0
