ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESNH04,SENNH04,GOVNH04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,ATTEND,EDUC,MARRIED,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECNH,MATONH,GOVTDO,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,ATTEND2,ATTREL,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1515458.0,New Hampshire,20.0,National,3.0,Call 2,Complete,1.322225689888,Bush,Gregg,Benson,Female,White,30-39,Republican,Moderate,,,,Catholic,A few times a month,,Yes,,For your candidate,,,,,,,,,,,,White female,30-44,30-39,18-64,Republican,,,Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,,,,,,,,,,,Married women,White,South,Suburbs,Suburbs,1.0,3038.0
1513349.0,New Hampshire,20.0,National,2.0,Call 2,Complete,1.322225689888,Bush,Gregg,Benson,Female,White,30-39,Independent,Moderate,No,"$50,000-$74,999",Better today,Protestant,A few times a year,Some college/associate degree,No,Before that,,Iraq,Has clear stands on the issues,Somewhat approve,Strongly approve,Safer from terrorism,,,Somewhat well,,,,White female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,All others,White,South,Suburbs,Suburbs,1.0,3038.0
1527794.0,New Hampshire,20.0,National,1.0,Call 3,Complete,1.322225689888,Bush,Gregg,Benson,Female,White,50-59,Independent,Moderate,No,"$75,000-$99,999",Better today,Catholic,A few times a year,College graduate,Yes,Before that,,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,,,Somewhat well,,,,White female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,Married women,White,South,Suburbs,Suburbs,1.0,3038.0
1484004.0,New Hampshire,20.0,National,3.0,Call 1,Complete,1.322225689888,Bush,Gregg,Benson,Female,White,40-44,Independent,Conservative,,"$100,000-$149,999",,Protestant,Once a week,,Yes,,For your candidate,,,,,,,,,,,,White female,30-44,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,,,,,,,,,,,Married women,White,South,Suburbs,Suburbs,1.0,3038.0
1513557.0,New Hampshire,20.0,National,2.0,Call 2,Complete,1.322225689888,Bush,Gregg,Benson,Female,White,50-59,Republican,Conservative,No,"$50,000-$74,999",Better today,Protestant,A few times a year,Postgraduate study,No,Before that,,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,,,Very well,,,,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,Protestants/Non-weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,All others,White,South,Suburbs,Suburbs,1.0,3038.0
1512018.0,New Hampshire,20.0,National,1.0,Call 2,Complete,1.322225689888,Bush,Gregg,Benson,Female,White,45-49,Republican,Conservative,No,"$75,000-$99,999",About the same,Other Christian,More than once a week,Some college/associate degree,Yes,Before that,,Taxes,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,,,Very well,,,,White female,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,Married women,White,South,Suburbs,Suburbs,1.0,3038.0
1513112.0,New Hampshire,44.0,State,1.0,Call 2,Complete,1.3255033493042,Bush,Gregg,Benson,Male,Black,50-59,,,No,"$75,000-$99,999",Better today,,More than once a week,College graduate,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Omit,,Government is doing too many things...,Non-white male,45-59,50-64,18-64,,"$50,000 or more","Under $100,000",,All others,All others,Weekly,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,Black,South,Rural,Small cities and Rural,1.0,3106.0
1489455.0,New Hampshire,21.0,State,1.0,Call 1,Complete,1.32554590702057,Kerry,Did not vote,Lynch,Female,White,65-74,,,,,Worse today,,Omit,,Yes,During the last month,For your candidate,Taxes,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Omit,Only John Kerry,Very badly,Good,I was born in NH,Omit,White female,60 or over,65 or over,65 or over,,,,,,All others,Omit,Omit,,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Omit,Omit,Married women,White,Industrial Areas,Suburbs,Suburbs,1.0,3820.0
1490292.0,New Hampshire,74.0,State,1.0,Call 1,Complete,1.32691025733948,Kerry,Gregg,Benson,Male,White,60-64,,,,,Omit,,Omit,,,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Omit,Less safe from terrorism,Omit,Omit,Omit,Good,,Omit,White male,60 or over,50-64,18-64,,,,,,All others,Omit,Omit,,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Omit,Omit,Omit,Omit,Omit,Omit,All others,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",2.0,3060.0
1499729.0,New Hampshire,39.0,State,1.0,Call 2,Complete,1.32692039012909,Kerry,Gregg,Lynch,Male,White,18-24,Independent,Moderate,Yes,"$15,000-$29,999",Worse today,Jewish,A few times a year,Postgraduate study,No,Before that,Against his opponent,Terrorism,Will bring about needed change,Strongly disapprove,Somewhat approve,Less safe from terrorism,Neither of them,Neither of them,Somewhat badly,Not so good,I moved to NH from another state,Government is doing too many things...,White male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Jewish,White Jewish,All others,Occasionally,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,All others,White,Concord/CT Valley,Rural,Small cities and Rural,2.0,3755.0
1485182.0,New Hampshire,35.0,National,2.0,Call 1,Complete,1.33206164836884,Kerry,Gregg,Lynch,Male,White,65-74,Independent,Liberal,No,"Under $15,000",Worse today,Catholic,A few times a year,High school graduate,Yes,Before that,,Moral values,Has clear stands on the issues,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,White male,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,All others,White,Concord/CT Valley,Suburbs,Suburbs,2.0,3047.0
1516545.0,New Hampshire,11.0,State,1.0,Call 1,Complete,1.33471941947937,Kerry,Gregg,Lynch,Male,White,65-74,Independent,Moderate,No,"$30,000-$49,999",About the same,Protestant,A few times a year,College graduate,Yes,In the last three days,Against his opponent,Iraq,Will bring about needed change,Somewhat disapprove,Somewhat approve,Safer from terrorism,Both of them,Both of them,Very badly,Good,I was born in NH,Government is doing too many things...,White male,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,College graduate,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,All others,White,South,Suburbs,Suburbs,2.0,3033.0
1486335.0,New Hampshire,77.0,State,1.0,Call 1,Not complete,1.3352062702179,Kerry,Haddock,Lynch,Male,White,60-64,,,,,,,,,,Before that,Against his opponent,Iraq,Is intelligent,Strongly disapprove,,,,,,Good,,,White male,60 or over,50-64,18-64,,,,,,All others,,,,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,,All others,White,Industrial Areas,Suburbs,Suburbs,1.0,3862.0
1483279.0,New Hampshire,77.0,State,1.0,Call 1,Not complete,1.3352062702179,Kerry,Haddock,Lynch,Male,White,60-64,,,,,,,,,,Before that,Against his opponent,Iraq,Is honest and trustworthy,Strongly disapprove,,,,,,Not so good,,,White male,60 or over,50-64,18-64,,,,,,All others,,,,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,,All others,White,Industrial Areas,Suburbs,Suburbs,1.0,3862.0
1483437.0,New Hampshire,77.0,State,1.0,Call 1,Complete,1.33762049674988,Bush,Gregg,Benson,Female,White,65-74,Independent,Conservative,No,"$50,000-$74,999",Better today,Protestant,A few times a month,High school graduate,Yes,Just today,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I was born in NH,Government should do more to solve problems,White female,60 or over,65 or over,65 or over,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,Protestants/Non-weekly,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,Industrial Areas,Suburbs,Suburbs,1.0,3862.0
1512884.0,New Hampshire,71.0,State,1.0,Call 2,Complete,1.3383172750473,Kerry,Gregg,Lynch,Male,Asian,18-24,Independent,Moderate,No,"$30,000-$49,999",About the same,None,Never,College graduate,No,Before that,Against his opponent,Iraq,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Only John Kerry,Very badly,Good,I moved to NH from another state,Government should do more to solve problems,Non-white male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",None,All others,All others,Never,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,All others,Asian,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",2.0,3064.0
1512579.0,New Hampshire,71.0,State,1.0,Call 2,Complete,1.3383172750473,Kerry,Gregg,Lynch,Male,White,25-29,Democrat,Moderate,No,"$30,000-$49,999",About the same,Catholic,A few times a year,Postgraduate study,No,Before that,For your candidate,Education,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Omit,Omit,Omit,Very badly,Good,I was born in NH,Government should do more to solve problems,White male,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Omit,Omit,Omit,Omit,All others,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",2.0,3064.0
1509195.0,New Hampshire,19.0,State,1.0,Call 2,Complete,1.34235799312592,Bush,Gregg,Benson,Female,White,25-29,Independent,Conservative,No,,Better today,Protestant,Once a week,High school graduate,Yes,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Strongly approve,Omit,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I moved to NH from MA,Government is doing too many things...,White female,18-29,25-29,18-64,Independent,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,South,Suburbs,Suburbs,1.0,3037.0
1511242.0,New Hampshire,10.0,State,1.0,Call 2,Complete,1.34449732303619,Bush,Gregg,Benson,Male,White,45-49,Republican,Conservative,No,"$30,000-$49,999",About the same,Protestant,A few times a year,Some college/associate degree,Yes,Before that,For your candidate,Terrorism,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I moved to NH from another state,Government is doing too many things...,White male,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,Protestants/Non-weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,South,Suburbs,Suburbs,1.0,3833.0
1525723.0,New Hampshire,10.0,State,1.0,Call 3,Complete,1.34449732303619,Bush,Gregg,Benson,Male,White,30-39,Independent,Conservative,No,"$150,000-$199,999",Better today,Catholic,Never,Postgraduate study,Yes,Before that,For your candidate,Taxes,Is honest and trustworthy,Strongly approve,Somewhat disapprove,Omit,Only George W. Bush,Only George W. Bush,Somewhat badly,Good,I moved to NH from another state,Government is doing too many things...,White male,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Never,Catholics/Non-weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,South,Suburbs,Suburbs,1.0,3833.0
1524852.0,New Hampshire,10.0,State,1.0,Call 3,Complete,1.34449732303619,Bush,Gregg,Benson,Male,White,50-59,Republican,Conservative,No,"$75,000-$99,999",Better today,Protestant,A few times a year,College graduate,No,Before that,For your candidate,Terrorism,Cares about people like me,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I was born in NH,Government is doing too many things...,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,Protestants/Non-weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,South,Suburbs,Suburbs,1.0,3833.0
1511123.0,New Hampshire,10.0,State,1.0,Call 2,Complete,1.34449732303619,Bush,Gregg,Benson,Male,White,50-59,Republican,Moderate,No,"$30,000-$49,999",Better today,Protestant,A few times a month,High school graduate,Yes,During the last month,Against his opponent,Omit,Is honest and trustworthy,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I moved to NH from MA,Government is doing too many things...,White male,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,South,Suburbs,Suburbs,1.0,3833.0
1510661.0,New Hampshire,10.0,State,1.0,Call 2,Complete,1.34449732303619,Bush,Gregg,Benson,Male,White,30-39,Republican,Conservative,No,"$100,000-$149,999",Better today,Other Christian,More than once a week,College graduate,Yes,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I was born in NH,Government is doing too many things...,White male,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,South,Suburbs,Suburbs,1.0,3833.0
1489489.0,New Hampshire,10.0,State,1.0,Call 1,Complete,1.34449732303619,Bush,Gregg,Benson,Male,Hispanic/Latino,45-49,Independent,Moderate,No,"$100,000-$149,999",Better today,Protestant,More than once a week,Postgraduate study,Yes,Before that,For your candidate,Omit,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I moved to NH from another state,Government is doing too many things...,Non-white male,45-59,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,Weekly,Protestants/Weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,Hispanic/Latino,South,Suburbs,Suburbs,1.0,3833.0
1511974.0,New Hampshire,65.0,National,3.0,Call 2,Complete,1.34454357624054,Did not vote,Did not vote,Did not vote,Male,White,75 or over,Something Else,Conservative,,"Under $15,000",,Catholic,Once a week,,Yes,,Omit,,,,,,,,,,,,White male,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,,,,,,,,,,,All others,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",1.0,3103.0
1485230.0,New Hampshire,31.0,State,1.0,Call 1,Complete,1.34672260284424,Bush,Gregg,Lynch,Female,White,60-64,Something Else,Moderate,No,"$30,000-$49,999",About the same,Catholic,A few times a year,College graduate,Yes,Before that,For your candidate,Terrorism,Has clear stands on the issues,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Good,I moved to NH from MA,Government is doing too many things...,White female,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,Concord/CT Valley,Rural,Small cities and Rural,2.0,3235.0
1484006.0,New Hampshire,31.0,State,1.0,Call 1,Complete,1.34672260284424,Bush,Gregg,Lynch,Female,White,60-64,Republican,Moderate,No,"$30,000-$49,999",About the same,Catholic,A few times a month,High school graduate,Yes,Before that,Against his opponent,Terrorism,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I was born in NH,Government should do more to solve problems,White female,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,Concord/CT Valley,Rural,Small cities and Rural,2.0,3235.0
1512125.0,New Hampshire,71.0,State,1.0,Call 2,Complete,1.34741377830505,Bush,Gregg,Benson,Male,White,45-49,Republican,Conservative,No,"$30,000-$49,999",Worse today,None,Never,College graduate,No,Before that,For your candidate,Taxes,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Both of them,Neither of them,Somewhat well,Good,I moved to NH from another state,Government is doing too many things...,White male,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",None,White None,All others,Never,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Kerry/Both,All others,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",2.0,3064.0
1486567.0,New Hampshire,71.0,State,1.0,Call 1,Complete,1.34741377830505,Bush,Gregg,Benson,Male,White,45-49,Independent,Conservative,No,"$75,000-$99,999",Better today,Protestant,A few times a month,High school graduate,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Neither of them,Somewhat well,Excellent,I was born in NH,Government is doing too many things...,White male,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,Protestants/Non-weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",2.0,3064.0
1485976.0,New Hampshire,71.0,State,1.0,Call 1,Complete,1.34741377830505,Bush,Gregg,Benson,Male,White,45-49,Independent,Conservative,No,"$30,000-$49,999",Better today,Catholic,Once a week,College graduate,No,In the last three days,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I was born in NH,Government is doing too many things...,White male,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,College graduate,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",2.0,3064.0
1512318.0,New Hampshire,71.0,State,1.0,Call 2,Complete,1.34741377830505,Bush,Gregg,Benson,Male,White,50-59,Independent,Conservative,No,"$50,000-$74,999",About the same,Catholic,A few times a year,College graduate,No,Before that,For your candidate,Terrorism,Is honest and trustworthy,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Good,I moved to NH from MA,Government is doing too many things...,White male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",2.0,3064.0
1532797.0,New Hampshire,65.0,National,1.0,Call 3,Complete,1.3504638671875,Bush,Gregg,Benson,Female,White,25-29,Independent,Moderate,No,"$30,000-$49,999",Better today,Catholic,Once a week,College graduate,No,Before that,,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,,,Very well,,,,White female,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,All others,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",1.0,3103.0
1510546.0,New Hampshire,44.0,State,1.0,Call 2,Complete,1.35381948947906,Kerry,Gregg,Benson,Female,White,25-29,Democrat,Moderate,No,"$30,000-$49,999",About the same,,Once a week,Some college/associate degree,No,During the last month,For your candidate,Moral values,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Not so good,I was born in NH,Government should do more to solve problems,White female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",,,All others,Weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,South,Rural,Small cities and Rural,1.0,3106.0
1509242.0,New Hampshire,44.0,State,1.0,Call 2,Complete,1.35381948947906,Kerry,Gregg,Benson,Female,White,25-29,Democrat,Moderate,No,"$30,000-$49,999",About the same,,Once a week,Some college/associate degree,No,During the last month,For your candidate,Moral values,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Not so good,I was born in NH,Government should do more to solve problems,White female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",,,All others,Weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,South,Rural,Small cities and Rural,1.0,3106.0
1515252.0,New Hampshire,48.0,State,1.0,Call 2,Complete,1.35577666759491,Kerry,Haddock,Lynch,Female,White,60-64,Democrat,Liberal,No,"$30,000-$49,999",Better today,Something else,A few times a year,Postgraduate study,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,I moved to NH from another state,Government should do more to solve problems,White female,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,Occasionally,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,Concord/CT Valley,"City: 10,000 to 49,999",Small cities and Rural,2.0,3431.0
1482336.0,New Hampshire,2.0,State,1.0,Call 1,Complete,1.35681176185608,Bush,Gregg,Benson,Male,Hispanic/Latino,60-64,Independent,Conservative,No,"$150,000-$199,999",About the same,Catholic,A few times a year,Postgraduate study,Yes,Before that,Against his opponent,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I moved to NH from another state,Government is doing too many things...,Non-white male,60 or over,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,All others,All others,Occasionally,Catholics/Non-weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,Hispanic/Latino,South,Suburbs,Suburbs,2.0,3031.0
