ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESME04,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,VETVOTER,GUNOWNER,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,BUSH,TIME3D,TIMEWK,IRAQ2,BUSHTERR,KERRTERR,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1503397.0,Maine,62.0,State,1.0,Call 2,Complete,1.14774441719055,Bush,Female,White,50-59,Republican,Moderate,"Under $15,000",Better today,Catholic,No,No,Before that,For your candidate,Iraq,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 2,Rural,Small cities and Rural,2.0,4276.0
1503396.0,Maine,74.0,State,1.0,Call 1,Complete,1.86029839515686,Kerry,Female,White,50-59,Independent,Moderate,,Omit,None,No,No,Just today,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Somewhat approve,Omit,Neither of them,White female,45-59,50-64,18-64,Independent,,,None,White None,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Kerry/Neither,Only Bush/Neither,White,CD 1,Rural,Small cities and Rural,1.0,4858.0
1503395.0,Maine,8.0,State,1.0,Call 2,Complete,1.43413317203522,Bush,Male,White,30-39,Independent,Moderate,"$200,000 or more",About the same,Protestant,No,No,Before that,For your candidate,Terrorism,Has clear stands on the issues,Omit,Somewhat approve,Safer from terrorism,Only George W. Bush,White male,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Omit,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 1,Rural,Small cities and Rural,1.0,4530.0
1503394.0,Maine,53.0,State,1.0,Call 2,Complete,0.504590392112732,Kerry,Female,White,40-44,Independent,Moderate,"Under $15,000",Worse today,Something else,No,Yes,Before that,For your candidate,Taxes,Has clear stands on the issues,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Both of them,White female,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,White,CD 2,Rural,Small cities and Rural,2.0,4281.0
1503392.0,Maine,54.0,State,1.0,Call 2,Complete,1.2347469329834,Kerry,Male,White,18-24,Independent,Moderate,"$30,000-$49,999",About the same,Catholic,No,Yes,During the last month,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,White male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,CD 2,Rural,Small cities and Rural,2.0,4967.0
1527693.0,Maine,53.0,State,1.0,Call 3,Complete,0.502597749233246,Bush,Female,White,25-29,Republican,Moderate,"$30,000-$49,999",Better today,Protestant,No,Yes,Just today,Against his opponent,Omit,Will bring about needed change,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,White female,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 2,Rural,Small cities and Rural,2.0,4281.0
1503386.0,Maine,50.0,State,1.0,Call 2,Complete,1.28613543510437,Bush,Male,White,50-59,Independent,Conservative,"$15,000-$29,999",Better today,Protestant,No,Yes,Before that,Against his opponent,Moral values,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Neither of them,White male,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Bush/Neither,White,CD 2,Rural,Small cities and Rural,2.0,4472.0
1503385.0,Maine,42.0,State,1.0,Call 2,Complete,1.35625505447388,Bush,Female,White,75 or over,Republican,Moderate,"$30,000-$49,999",About the same,Protestant,Yes,No,Before that,For your candidate,Iraq,Has strong religious faith,Somewhat approve,Somewhat approve,Less safe from terrorism,Only George W. Bush,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 2,Rural,Small cities and Rural,2.0,4463.0
1527687.0,Maine,4.0,State,1.0,Call 3,Complete,1.61020696163177,Kerry,Female,White,40-44,Independent,Moderate,"$50,000-$74,999",About the same,Protestant,No,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,Both of them,White female,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,White,CD 1,"City: 10,000 to 49,999",Small cities and Rural,1.0,4330.0
1503379.0,Maine,84.0,State,1.0,Call 2,Complete,1.11592102050781,Kerry,Female,White,50-59,Democrat,Liberal,"$50,000-$74,999",About the same,Protestant,No,No,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,CD 2,Rural,Small cities and Rural,2.0,4219.0
1527683.0,Maine,50.0,State,1.0,Call 3,Complete,1.13780176639557,Kerry,Female,White,50-59,Independent,Moderate,"$75,000-$99,999",Worse today,Protestant,No,No,Before that,Omit,Education,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Omit,White female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Omit,Omit,White,CD 2,Rural,Small cities and Rural,2.0,4472.0
1514374.0,Maine,46.0,State,1.0,Call 2,Complete,0.225247845053673,Bush,Female,White,40-44,Something Else,Conservative,"$30,000-$49,999",About the same,Other Christian,No,No,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,White female,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 1,Suburbs,Suburbs,1.0,4097.0
1479070.0,Maine,1.0,State,1.0,Call 1,Complete,1.21491432189941,Bush,Female,,50-59,Independent,Conservative,"$50,000-$74,999",Better today,,No,Yes,Before that,For your candidate,Terrorism,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",,,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,,CD 1,Rural,Small cities and Rural,1.0,4046.0
1527678.0,Maine,44.0,State,1.0,Call 3,Complete,1.21468341350555,Bush,Male,White,30-39,Republican,Conservative,"$30,000-$49,999",Better today,Protestant,No,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 2,Rural,Small cities and Rural,2.0,4464.0
1527675.0,Maine,78.0,State,1.0,Call 3,Complete,0.399431169033051,Kerry,Female,White,30-39,Democrat,Conservative,"$30,000-$49,999",Worse today,None,No,No,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,White,CD 1,"City: 10,000 to 49,999",Small cities and Rural,1.0,4901.0
1493645.0,Maine,46.0,State,1.0,Call 1,Complete,0.225247845053673,Bush,Female,White,30-39,Republican,Moderate,"$150,000-$199,999",Better today,Other Christian,No,No,Before that,Against his opponent,Terrorism,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,White female,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 1,Suburbs,Suburbs,1.0,4097.0
1508227.0,Maine,78.0,State,1.0,Call 2,Complete,0.44196355342865,Kerry,Male,White,18-24,Democrat,Liberal,"$150,000-$199,999",Better today,Catholic,No,No,During the last month,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat approve,Somewhat approve,Safer from terrorism,Neither of them,White male,18-29,18-24,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Bush/Neither,White,CD 1,"City: 10,000 to 49,999",Small cities and Rural,1.0,4901.0
1527670.0,Maine,13.0,State,1.0,Call 3,Complete,1.01757085323334,Kerry,Female,White,18-24,Democrat,Liberal,"$50,000-$74,999",Worse today,None,No,No,Before that,For your candidate,Economy/Jobs,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,White female,18-29,18-24,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,CD 1,Suburbs,Suburbs,1.0,4011.0
1479059.0,Maine,78.0,State,1.0,Call 1,Complete,0.399431169033051,Kerry,Female,White,50-59,Independent,Liberal,"$100,000-$149,999",Better today,Catholic,No,No,Before that,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,White female,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,CD 1,"City: 10,000 to 49,999",Small cities and Rural,1.0,4901.0
1527663.0,Maine,84.0,State,1.0,Call 3,Complete,1.50662195682526,Kerry,Male,White,65-74,Independent,Liberal,"$15,000-$29,999",About the same,Jewish,No,Yes,Before that,Against his opponent,Terrorism,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,White male,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Jewish,White Jewish,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,CD 2,Rural,Small cities and Rural,2.0,4219.0
1503357.0,Maine,39.0,State,1.0,Call 2,Complete,2.03306651115417,Bush,Female,White,50-59,Republican,Liberal,"$15,000-$29,999",Better today,Other Christian,No,Yes,Before that,For your candidate,Taxes,Cares about people like me,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 2,Suburbs,Suburbs,2.0,4254.0
1479047.0,Maine,5.0,State,1.0,Call 1,Complete,1.39828646183014,Kerry,Female,White,60-64,Independent,Liberal,"$15,000-$29,999",Worse today,Protestant,No,No,Before that,Against his opponent,Health care,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,White female,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,CD 2,"City: 10,000 to 49,999",Small cities and Rural,2.0,4401.0
1532517.0,Maine,14.0,State,1.0,Call 2,Complete,2.0591607093811,Bush,Male,White,18-24,Republican,Liberal,"Under $15,000",Better today,Protestant,No,No,Just today,For your candidate,Omit,Has strong religious faith,Somewhat approve,Strongly approve,Omit,Only George W. Bush,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 1,Rural,Small cities and Rural,1.0,4093.0
1527655.0,Maine,65.0,State,1.0,Call 3,Complete,1.12567245960236,Bush,Female,White,45-49,Republican,Conservative,"$50,000-$74,999",Better today,Other Christian,No,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Somewhat approve,Omit,Only George W. Bush,White female,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 2,Rural,Small cities and Rural,2.0,4971.0
1527654.0,Maine,46.0,State,1.0,Call 3,Complete,0.20610648393631,Kerry,Female,White,50-59,Independent,Liberal,"$15,000-$29,999",Worse today,Protestant,No,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Somewhat approve,Less safe from terrorism,Only John Kerry,White female,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Kerry/Both,White,CD 1,Suburbs,Suburbs,1.0,4097.0
1527652.0,Maine,35.0,State,1.0,Call 3,Complete,0.970895886421204,Bush,Female,White,40-44,Republican,Conservative,"$50,000-$74,999",Better today,Protestant,No,Yes,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 1,Rural,Small cities and Rural,1.0,4027.0
1527649.0,Maine,57.0,National,3.0,Call 3,Complete,0.875738501548767,Bush,Female,White,18-24,Republican,Conservative,"Under $15,000",,Protestant,,No,,For your candidate,,,,,,,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,,,,,,,White,CD 2,Rural,Small cities and Rural,2.0,4068.0
1503343.0,Maine,65.0,State,1.0,Call 2,Complete,1.12567245960236,Bush,Female,White,50-59,Independent,Moderate,"$30,000-$49,999",About the same,Other Christian,No,Yes,Omit,Omit,Omit,Omit,Omit,Somewhat approve,Safer from terrorism,Only George W. Bush,White female,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Omit,Omit,Omit,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 2,Rural,Small cities and Rural,2.0,4971.0
1503341.0,Maine,70.0,State,1.0,Call 2,Complete,1.46206998825073,Bush,Male,White,65-74,Republican,Conservative,,Better today,Protestant,Yes,Yes,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White male,60 or over,65 or over,65 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 1,"City: 10,000 to 49,999",Small cities and Rural,1.0,4330.0
1503340.0,Maine,43.0,State,1.0,Call 2,Complete,1.28613543510437,Bush,Male,White,30-39,Independent,Conservative,"$50,000-$74,999",About the same,Other Christian,Yes,Yes,Before that,Against his opponent,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 2,Rural,Small cities and Rural,2.0,4259.0
1483895.0,Maine,46.0,State,1.0,Call 1,Complete,0.230958074331284,Kerry,Male,White,40-44,Independent,Moderate,"$50,000-$74,999",Worse today,Something else,No,Yes,During the last month,Against his opponent,Moral values,Is intelligent,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,White male,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Something else,White Something else,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,CD 1,Suburbs,Suburbs,1.0,4097.0
1527642.0,Maine,27.0,State,1.0,Call 3,Complete,1.08398079872131,Bush,Female,White,40-44,Democrat,Moderate,"$75,000-$99,999",About the same,Catholic,No,Yes,Just today,For your candidate,Economy/Jobs,Has strong religious faith,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 2,"City: 10,000 to 49,999",Small cities and Rural,2.0,4401.0
1527640.0,Maine,53.0,State,1.0,Call 3,Complete,0.508999705314636,Bush,Female,White,40-44,Republican,Moderate,"$30,000-$49,999",Better today,Other Christian,No,No,Before that,For your candidate,Omit,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 2,Rural,Small cities and Rural,2.0,4281.0
1503334.0,Maine,61.0,State,1.0,Call 2,Complete,1.23729133605957,Bush,Male,White,50-59,Republican,Conservative,"$100,000-$149,999",Better today,Catholic,Yes,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,White male,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 1,"City: 50,000 to 500,000","City over 50,000",1.0,4101.0
1503333.0,Maine,66.0,State,1.0,Call 2,Complete,1.01032590866089,Kerry,Female,White,30-39,,Moderate,"$15,000-$29,999",About the same,Catholic,No,No,In the last three days,Against his opponent,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Only George W. Bush,White female,30-44,30-39,18-64,,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Bush/Both,Only Bush/Neither,White,CD 1,Rural,Small cities and Rural,1.0,4073.0
1483887.0,Maine,42.0,State,1.0,Call 1,Complete,1.12567245960236,Bush,Female,White,50-59,Republican,Moderate,"Under $15,000",About the same,Protestant,No,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 2,Rural,Small cities and Rural,2.0,4463.0
1483886.0,Maine,78.0,State,1.0,Call 1,Complete,0.525944948196411,Bush,Female,White,65-74,Democrat,Conservative,"Under $15,000",Better today,Protestant,No,Yes,Before that,Against his opponent,Moral values,Has strong religious faith,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 1,"City: 10,000 to 49,999",Small cities and Rural,1.0,4901.0
1479016.0,Maine,78.0,State,1.0,Call 1,Not complete,0.589361548423767,Bush,Male,White,65-74,,,,,,,,Before that,For your candidate,Omit,Has strong religious faith,Somewhat approve,,,,White male,60 or over,65 or over,65 or over,,,,,,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,,,,White,CD 1,"City: 10,000 to 49,999",Small cities and Rural,1.0,4901.0
1503319.0,Maine,44.0,State,1.0,Call 2,Complete,1.07459056377411,Kerry,Female,White,30-39,Democrat,Liberal,"$15,000-$29,999",Worse today,Protestant,No,No,Before that,For your candidate,Moral values,Is intelligent,Somewhat disapprove,Somewhat approve,Less safe from terrorism,Both of them,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,White,CD 2,Rural,Small cities and Rural,2.0,4464.0
1503318.0,Maine,62.0,State,1.0,Call 2,Complete,1.27499389648438,Kerry,Male,White,30-39,Independent,Moderate,"$30,000-$49,999",Worse today,None,No,Yes,During the last month,For your candidate,Iraq,Will bring about needed change,Somewhat disapprove,Somewhat approve,Safer from terrorism,Neither of them,White male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Bush/Neither,White,CD 2,Rural,Small cities and Rural,2.0,4276.0
1503317.0,Maine,8.0,State,1.0,Call 2,Complete,1.41609525680542,Bush,Male,White,25-29,Independent,Conservative,"$50,000-$74,999",Better today,None,No,Yes,Just today,Against his opponent,Terrorism,Is intelligent,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,White male,18-29,25-29,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 1,Rural,Small cities and Rural,1.0,4530.0
1527620.0,Maine,11.0,National,2.0,Call 3,Complete,0.925064384937286,Kerry,Female,White,25-29,Democrat,Moderate,"$100,000-$149,999",Better today,Catholic,No,,During the last month,,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat approve,Safer from terrorism,,White female,18-29,25-29,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,White,CD 1,Rural,Small cities and Rural,1.0,4005.0
1503313.0,Maine,84.0,State,1.0,Call 2,Not complete,1.35625505447388,Bush,Female,White,65-74,,,,,,,,Before that,Against his opponent,Iraq,Has clear stands on the issues,Somewhat approve,,,,White female,60 or over,65 or over,65 or over,,,,,,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,,,,White,CD 2,Rural,Small cities and Rural,2.0,4219.0
1503311.0,Maine,83.0,State,1.0,Call 2,Complete,0.888758599758148,Bush,Male,White,40-44,Republican,Moderate,"$75,000-$99,999",Better today,Catholic,No,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 1,Rural,Small cities and Rural,1.0,4363.0
1503310.0,Maine,50.0,State,1.0,Call 2,Complete,1.38284826278687,Bush,Female,White,65-74,Republican,Conservative,"$50,000-$74,999",About the same,Protestant,Yes,Yes,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White female,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 2,Rural,Small cities and Rural,2.0,4472.0
1527613.0,Maine,78.0,State,1.0,Call 3,Complete,0.431036382913589,Bush,Female,White,18-24,Republican,Moderate,"$15,000-$29,999",Omit,Other Christian,No,Yes,Before that,For your candidate,Moral values,Has clear stands on the issues,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 1,"City: 10,000 to 49,999",Small cities and Rural,1.0,4901.0
