ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSVA16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,BRNAGAIN,MARRIED,@2WAYPRES16,ATTEND16,CHIEF16,CLINTONEMAIL,DESCRIBP12,ECONFAIR,FAIRJUSTICE,FAVHCLIN16,FAVTRUMP,FAVKAINE,FINSIT,GOVTANGR16,GUN16,GUNOWNER12,HANDLEECON16,HANDLEFP16,HEALTHCARE16,CLINHONEST,TRUMPHONEST,IMMBETTER,IMMDEPORT,ISSUE16,LIFE,MOVETOVA14,NEC,OBAMA4,OBAMAPLCY16,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,TEMPCLINTON,TEMPTRUMP,TIME16,TRADE16,TRUMPWOMEN,VETVOTER,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,ATTEND16B,CLINTONEMAILB,FAVPRES16,GOVTANGR16B,HONEST16,BORNINVA14,MOVETOVA10YR,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPWOMENB,WHTEVANG,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,ZIPCODE
207555.0, Virginia,80.0,Call 3,Complete,Election day exit poll,0.46857675909996,Donald Trump,Female,White,30-39,Something else,Conservative,"Under $30,000",High school or less,No,,,,,,,,,Treats all people fairly,Unfavorable,Favorable,Unfavorable,,,,,,,Went too far,,,,,Terrorism,,I was born in Virginia,,Strongly disapprove,,Can bring needed change,No,Yes,,,,Before that,,,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,Yes,,,Only Donald Trump,,,Born in Virginia,More than 10 years,,Disapprove,Moderate/Liberal Republicans,Conservative Independents,Only Donald Trump,,Before that,Before that,,,State questionnaire,Rural,Small Cities/Rural,9.0,South,Version 1,Central/West,24216.0
207621.0, Virginia,80.0,Call 3,Complete,Election day exit poll,0.46857675909996,Donald Trump,Female,White,40-44,Something else,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,,,,Treats blacks unfairly,Unfavorable,Favorable,Omit,,,,,,,Went too far,,,,,Terrorism,,I was born in Virginia,,Strongly disapprove,,Can bring needed change,No,Yes,,,,Before that,,,,White women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,Yes,,,Only Donald Trump,,,Born in Virginia,More than 10 years,,Disapprove,Moderate/Liberal Republicans,Conservative Independents,Only Donald Trump,,Before that,Before that,,,State questionnaire,Rural,Small Cities/Rural,9.0,South,Version 1,Central/West,24216.0
207690.0, Virginia,80.0,Call 3,Complete,Election day exit poll,0.46857675909996,Donald Trump,Female,White,45-49,Democrat,Moderate,,Some college/assoc. degree,No,,,Donald Trump,,Hillary Clinton,A lot,,,,,,,About the same,,Oppose,Yes,Donald Trump,Hillary Clinton,,,,Help the country,Offered a chance to apply for legal status,,Worse than life today,,,,,,,,Whites are favored over minorities,,,,Takes away U.S. jobs,A lot,No,White women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,,A lot or some,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,A lot or some,,State questionnaire,Rural,Small Cities/Rural,9.0,South,Version 3,Central/West,24216.0
207763.0, Virginia,80.0,Call 3,Complete,Election day exit poll,0.46857675909996,Donald Trump,Female,White,30-39,Republican,Conservative,"$50,000-$99,999",Some college/assoc. degree,No,,,,,,,,,Treats all people fairly,Unfavorable,Favorable,Unfavorable,,,,,,,Went too far,,,,,The economy,,I was born in Virginia,,Strongly disapprove,,Can bring needed change,No,Yes,,,,Before that,,,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,No,,,Only Donald Trump,,,Born in Virginia,More than 10 years,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,,Before that,Before that,,,State questionnaire,Rural,Small Cities/Rural,9.0,South,Version 1,Central/West,24216.0
207824.0, Virginia,80.0,Call 3,Complete,Election day exit poll,0.51828521490097,Donald Trump,Female,White,18-24,Republican,Liberal,,Some college/assoc. degree,No,Yes,No,,A few times a year,,,I like my candidate but with reservations,Favors the wealthy,,,,,,"Dissatisfied, but not angry",,,,,,No,No,,,Terrorism,,,Not so good,,Change to more liberal policies,Can bring needed change,,,,Yes,Yes,,,,,White women,Non married women,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,A few times a year or less,,,"Dissatisfied, but not angry or Angry",Neither,,,Not so good or poor,,Conservative Republicans,Mod./Liberal Republicans,,Both,,,,White Born-again/Evangelical Christians,State questionnaire,Rural,Small Cities/Rural,9.0,South,Version 2,Central/West,24216.0
207843.0, Virginia,87.0,Call 3,Complete,Election day exit poll,1.30181694030762,Donald Trump,Male,Black,50-59,Republican,Moderate,,High school or less,No,,,Would not have voted,,Donald Trump,A lot,,,,,,,About the same,,Oppose,Yes,Donald Trump,Donald Trump,,,,Hurt the country,Offered a chance to apply for legal status,,About the same,,,,,,,,No group is favored,,,,Takes away U.S. jobs,Some,No,Black men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Black 45-59,Black 45-59,Black 45-64,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Republican,Black non-Democrat,All Republicans,Republican men,All others,Black,Black,Non-white,Black,Other,,,A lot or some,,,,,,,,Conservative Republicans,Mod./Liberal Republicans,,,,,A lot or some,,State questionnaire,Suburbs,Suburbs,4.0,South,Version 3,Richmond/East,23834.0
207878.0, Virginia,80.0,Call 3,Complete,Election day exit poll,0.51828521490097,Donald Trump,Female,White,18-24,Something else,Liberal,,Some college/assoc. degree,No,,,Donald Trump,,Donald Trump,A lot,,,,,,,Worse today,,Oppose,Yes,Donald Trump,Donald Trump,,,,Hurt the country,Deported to the country they came from,,Worse than life today,,,,,,,,No group is favored,,,,Creates more U.S. jobs,Not at all,No,White women,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,,A lot or some,,,,,,,,Moderate/Liberal Republicans,Liberal Independents,,,,,Not much or not at all,,State questionnaire,Rural,Small Cities/Rural,9.0,South,Version 3,Central/West,24216.0
207903.0, Virginia,87.0,Call 3,Complete,Election day exit poll,1.1930490732193,Donald Trump,Female,White,40-44,Republican,Conservative,"$100,000-$199,999",College graduate,No,,,,,,,,,Treats all people fairly,Unfavorable,Favorable,Unfavorable,,,,,,,Went too far,,,,,Terrorism,,I was born in Virginia,,Somewhat disapprove,,Can bring needed change,No,Yes,,,,Before that,,,,White women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,No,,,Only Donald Trump,,,Born in Virginia,More than 10 years,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Richmond/East,23834.0
207914.0, Virginia,8.0,Call 3,Complete,Election day exit poll,0.548928558826447,Jill Stein,Female,White,18-24,Independent,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,,,,Treats blacks unfairly,Unfavorable,Unfavorable,Unfavorable,,,,,,,Went too far,,,,,Terrorism,,I was born in Virginia,,Strongly approve,,Cares about people like me,No,No,,,,In the last few days,,,,White women,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,Yes,,,Neither,,,Born in Virginia,More than 10 years,,Approve,Moderate/Liberal Republicans,Moderate Independents,Neither,,In the last month,In the last week,,,State questionnaire,Suburbs,Suburbs,6.0,South,Version 1,Central/West,24421.0
207958.0, Virginia,87.0,Call 3,Complete,Election day exit poll,1.30181694030762,Donald Trump,Male,Black,30-39,Independent,Moderate,,College graduate,No,Yes,Yes,,A few times a month,,,I like my candidate but with reservations,Is fair to most Americans,,,,,,"Dissatisfied, but not angry",,,,,,No,Yes,,,Immigration,,,Not so good,,Omit,Has the right experience,,,,No,Yes,,,,,Black men,Married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Independent/Something else,Black non-Democrat,Black Independent,Independent men,All others,Black,Black,Non-white,Black,Other,,At least monthly,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,,,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,Only Donald Trump,,,,All others,State questionnaire,Suburbs,Suburbs,4.0,South,Version 2,Richmond/East,23834.0
207960.0, Virginia,80.0,Call 3,Complete,Election day exit poll,0.46857675909996,Donald Trump,Female,White,30-39,Independent,Conservative,,Postgraduate study,No,,,Donald Trump,,Omit,Some,,,,,,,Worse today,,Omit,No,Donald Trump,Omit,,,,Omit,Omit,,Worse than life today,,,,,,,,No group is favored,,,,Omit,Not much,No,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,,A lot or some,,,,,,,,Moderate/Liberal Republicans,Conservative Independents,,,,,Not much or not at all,,State questionnaire,Rural,Small Cities/Rural,9.0,South,Version 3,Central/West,24216.0
207961.0, Virginia,8.0,Call 3,Complete,Election day exit poll,1.22027003765106,Donald Trump,Male,White,40-44,Republican,Conservative,"$50,000-$99,999",Some college/assoc. degree,No,,,,,,,,,Treats all people fairly,Unfavorable,Unfavorable,Unfavorable,,,,,,,Went too far,,,,,Immigration,,I was born in Virginia,,Strongly disapprove,,Can bring needed change,No,Yes,,,,In September,,,,White men,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,No,,,Neither,,,Born in Virginia,More than 10 years,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,6.0,South,Version 1,Central/West,24421.0
207995.0, Virginia,8.0,Call 3,Complete,Election day exit poll,1.19216048717499,Donald Trump,Female,White,40-44,Something else,Liberal,"Under $30,000",Some college/assoc. degree,No,,,,,,,,,Treats all people fairly,Unfavorable,Favorable,Omit,,,,,,,Was about right,,,,,Omit,,I was born in Virginia,,Somewhat approve,,Cares about people like me,No,Yes,,,,In October,,,,White women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,Yes,,,Only Donald Trump,,,Born in Virginia,More than 10 years,,Approve,Moderate/Liberal Republicans,Liberal Independents,Only Donald Trump,,In the last month,Before that,,,State questionnaire,Suburbs,Suburbs,6.0,South,Version 1,Central/West,24421.0
208016.0, Virginia,80.0,Call 3,Complete,Election day exit poll,0.46857675909996,Donald Trump,Female,White,40-44,Republican,Moderate,,Some college/assoc. degree,No,,,Donald Trump,,Donald Trump,A lot,,,,,,,Worse today,,Oppose,Yes,Donald Trump,Donald Trump,,,,Hurt the country,Offered a chance to apply for legal status,,Better than life today,,,,,,,,No group is favored,,,,Creates more U.S. jobs,Some,No,White women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,,A lot or some,,,,,,,,Conservative Republicans,Mod./Liberal Republicans,,,,,A lot or some,,State questionnaire,Rural,Small Cities/Rural,9.0,South,Version 3,Central/West,24216.0
208029.0, Virginia,87.0,Call 3,Complete,Election day exit poll,0.775157272815704,Gary Johnson,Female,Black,40-44,Democrat,Liberal,,College graduate,No,,,Hillary Clinton,,Hillary Clinton,Not much,,,,,,,About the same,,Oppose,Yes,Hillary Clinton,Hillary Clinton,,,,Help the country,Offered a chance to apply for legal status,,About the same,,,,,,,,No group is favored,,,,Takes away U.S. jobs,Some,No,Black women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,,,Not much or not at all,,,,,,,,Liberal Democrats,Liberal Democrats,,,,,A lot or some,,State questionnaire,Suburbs,Suburbs,4.0,South,Version 3,Richmond/East,23834.0
208032.0, Virginia,8.0,Call 3,Complete,Election day exit poll,1.31960546970367,Donald Trump,Female,White,60-64,Republican,Moderate,,Some college/assoc. degree,No,,,Donald Trump,,Donald Trump,Some,,,,,,,Better today,,Oppose,Yes,Donald Trump,Donald Trump,,,,Hurt the country,Offered a chance to apply for legal status,,Better than life today,,,,,,,,No group is favored,,,,Creates more U.S. jobs,Not at all,No,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,,,A lot or some,,,,,,,,Conservative Republicans,Mod./Liberal Republicans,,,,,Not much or not at all,,State questionnaire,Suburbs,Suburbs,6.0,South,Version 3,Central/West,24421.0
208071.0, Virginia,80.0,Call 3,Complete,Election day exit poll,0.51828521490097,Donald Trump,Female,White,18-24,Republican,Moderate,"Under $30,000",Some college/assoc. degree,No,,,,,,,,,Treats all people fairly,Unfavorable,Unfavorable,Omit,,,,,,,Was about right,,,,,The economy,,10+ years but not born here,,Somewhat approve,,Can bring needed change,No,No,,,,In the last few days,,,,White women,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,Yes,,,Neither,,,Moved to Virginia,More than 10 years,,Approve,Conservative Republicans,Mod./Liberal Republicans,Neither,,In the last month,In the last week,,,State questionnaire,Rural,Small Cities/Rural,9.0,South,Version 1,Central/West,24216.0
208085.0, Virginia,8.0,Call 3,Complete,Election day exit poll,0.93647974729538,Hillary Clinton,Male,White,50-59,Democrat,Moderate,"$50,000-$99,999",Some college/assoc. degree,No,,,,,,,,,Treats all people fairly,Favorable,Unfavorable,Omit,,,,,,,Was about right,,,,,The economy,,Less than 10 years,,Strongly approve,,Has the right experience,Yes,No,,,,In October,,,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,White suburban men,No,,,Only Hillary Clinton,,,Moved to Virginia,Less than 10 years,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,In the last month,Before that,,,State questionnaire,Suburbs,Suburbs,6.0,South,Version 1,Central/West,24421.0
208121.0, Virginia,8.0,Call 3,Complete,Election day exit poll,0.914907455444336,Hillary Clinton,Female,White,50-59,Independent,Moderate,,Some college/assoc. degree,No,,,Hillary Clinton,,Hillary Clinton,Some,,,,,,,About the same,,Oppose,Yes,Hillary Clinton,Hillary Clinton,,,,Help the country,Offered a chance to apply for legal status,,Better than life today,,,,,,,,No group is favored,,,,Creates more U.S. jobs,Some,No,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,,,A lot or some,,,,,,,,Moderate/Liberal Republicans,Moderate Independents,,,,,A lot or some,,State questionnaire,Suburbs,Suburbs,6.0,South,Version 3,Central/West,24421.0
208125.0, Virginia,80.0,Call 3,Complete,Election day exit poll,0.368081837892532,Hillary Clinton,Male,White,40-44,Independent,Moderate,,High school or less,No,No,No,,Never,,,I dislike the other candidates,Favors the wealthy,,,,,,"Dissatisfied, but not angry",,,,,,No,No,,,Foreign policy,,,Not so good,,Continue Barack Obama's policies,Has good judgment,,,,Yes,No,,,,,White men,Non married men,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,A few times a year or less,,,"Dissatisfied, but not angry or Angry",Neither,,,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,Only Hillary Clinton,,,,All others,State questionnaire,Rural,Small Cities/Rural,9.0,South,Version 2,Central/West,24216.0
208163.0, Virginia,8.0,Call 3,Complete,Election day exit poll,1.19216048717499,Donald Trump,Female,White,50-59,Something else,Liberal,,Postgraduate study,No,Yes,,,Once a week or more,,,I strongly favor my candidate,Favors the wealthy,,,,,,Angry,,,,,,No,No,,,The economy,,,Not so good,,Change to more liberal policies,Can bring needed change,,,,No,Yes,,,,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,,At least monthly,,,"Dissatisfied, but not angry or Angry",Neither,,,Not so good or poor,,Moderate/Liberal Republicans,Liberal Independents,,Only Donald Trump,,,,White Born-again/Evangelical Christians,State questionnaire,Suburbs,Suburbs,6.0,South,Version 2,Central/West,24421.0
208171.0, Virginia,80.0,Call 3,Complete,Election day exit poll,0.518668830394745,Donald Trump,Female,White,60-64,Republican,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,,,,Treats all people fairly,Unfavorable,Favorable,Unfavorable,,,,,,,Did not go far enough,,,,,The economy,,I was born in Virginia,,Strongly disapprove,,Can bring needed change,No,Yes,,,,In the last few days,,,,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,Yes,,,Only Donald Trump,,,Born in Virginia,More than 10 years,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,,In the last month,In the last week,,,State questionnaire,Rural,Small Cities/Rural,9.0,South,Version 1,Central/West,24216.0
208193.0, Virginia,87.0,Call 3,Complete,Election day exit poll,1.27182900905609,Donald Trump,Female,Black,45-49,,,,Some college/assoc. degree,No,,,Donald Trump,,Donald Trump,A lot,,,,,,,Worse today,,Oppose,No,Donald Trump,Donald Trump,,,,Help the country,Deported to the country they came from,,Worse than life today,,,,,,,,No group is favored,,,,Takes away U.S. jobs,Not much,No,Black women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Black 45-59,Black 45-59,Black 45-64,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,,,,,,Black,Black,Non-white,Black,Other,,,A lot or some,,,,,,,,,,,,,,Not much or not at all,,State questionnaire,Suburbs,Suburbs,4.0,South,Version 3,Richmond/East,23834.0
208206.0, Virginia,8.0,Call 3,Complete,Election day exit poll,1.19216048717499,Donald Trump,Female,White,45-49,Independent,Moderate,,Some college/assoc. degree,No,,Yes,,A few times a month,,,I like my candidate but with reservations,Favors the wealthy,,,,,,"Dissatisfied, but not angry",,,,,,No,No,,,Terrorism,,,Good,,Change to more conservative policies,Can bring needed change,,,,No,No,,,,,White women,Married women,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,,At least monthly,,,"Dissatisfied, but not angry or Angry",Neither,,,Excellent or good,,Moderate/Liberal Republicans,Moderate Independents,,Neither,,,,All others,State questionnaire,Suburbs,Suburbs,6.0,South,Version 2,Central/West,24421.0
208221.0, Virginia,80.0,Call 3,Complete,Election day exit poll,0.46857675909996,Donald Trump,Female,White,50-59,Democrat,Conservative,,College graduate,No,,,Donald Trump,,Donald Trump,A lot,,,,,,,Worse today,,Oppose,Yes,Donald Trump,Donald Trump,,,,Hurt the country,Deported to the country they came from,,Worse than life today,,,,,,,,Minorities are favored over whites,,,,Takes away U.S. jobs,Not at all,No,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,,A lot or some,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,Not much or not at all,,State questionnaire,Rural,Small Cities/Rural,9.0,South,Version 3,Central/West,24216.0
208228.0, Virginia,8.0,Call 3,Complete,Election day exit poll,0.496281087398529,Jill Stein,Female,White,40-44,Republican,Moderate,"$50,000-$99,999",High school or less,No,,,,,,,,,Treats all people fairly,Unfavorable,Unfavorable,Omit,,,,,,,Went too far,,,,,Terrorism,,I was born in Virginia,,Somewhat disapprove,,Can bring needed change,No,No,,,,In the last few days,,,,White women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White women non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,No,,,Neither,,,Born in Virginia,More than 10 years,,Disapprove,Conservative Republicans,Mod./Liberal Republicans,Neither,,In the last month,In the last week,,,State questionnaire,Suburbs,Suburbs,6.0,South,Version 1,Central/West,24421.0
208235.0, Virginia,87.0,Call 3,Complete,Election day exit poll,0.89924818277359,Hillary Clinton,Female,Black,50-59,Democrat,Liberal,"$100,000-$199,999",College graduate,No,,,,,,,,,Treats all people fairly,Favorable,Unfavorable,Favorable,,,,,,,Went too far,,,,,The economy,,10+ years but not born here,,Somewhat disapprove,,Has the right experience,Yes,No,,,,In the last week,,,,Black women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Black 45-59,Black 45-59,Black 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,No,,,Only Hillary Clinton,,,Moved to Virginia,More than 10 years,,Disapprove,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,,In the last month,In the last week,,,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Richmond/East,23834.0
208266.0, Virginia,80.0,Call 3,Complete,Election day exit poll,0.46857675909996,Donald Trump,Female,White,50-59,Democrat,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,,,,Treats all people fairly,Unfavorable,Favorable,Favorable,,,,,,,Did not go far enough,,,,,Terrorism,,I was born in Virginia,,Strongly disapprove,,Cares about people like me,No,Yes,,,,Before that,,,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,Yes,,,Only Donald Trump,,,Born in Virginia,More than 10 years,,Disapprove,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Donald Trump,,Before that,Before that,,,State questionnaire,Rural,Small Cities/Rural,9.0,South,Version 1,Central/West,24216.0
208273.0, Virginia,8.0,Call 3,Complete,Election day exit poll,1.19216048717499,Donald Trump,Female,White,50-59,Independent,Moderate,,College graduate,No,No,Yes,,A few times a month,,,I like my candidate but with reservations,Favors the wealthy,,,,,,"Dissatisfied, but not angry",,,,,,Omit,Yes,,,Immigration,,,Not so good,,Change to more conservative policies,Cares about people like me,,,,Yes,Yes,,,,,White women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,,At least monthly,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,,,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,Both,,,,All others,State questionnaire,Suburbs,Suburbs,6.0,South,Version 2,Central/West,24421.0
