ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSWI16,SENWI16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,MARRIED,@2WAYPRES16,ATTEND16,BRNAGAIN,CLINTONEMAIL,DESCRIBP12,FAIRJUSTICE,FAVHCLIN16,FAVTRUMP,FAVRYAN2,FINSIT,GOVTANGR16,HANDLEECON16,HANDLEFP16,HEALTHCARE16,CLINHONEST,TRUMPHONEST,IMMBETTER,IMMDEPORT,ISSUE16,JOBSIT,LIFE,NEC,OBAMA4,OBAMAPLCY16,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,TEMPCLINTON,TEMPTRUMP,TIME16,TRADE16,TRUMPWOMEN,UNIONHH12,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYSEX,PARTYWHITE,QRACE3,QRACEAI,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,ATTEND16B,CLINTONEMAILB,FAVPRES16,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,SPLITTICKET,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPWOMENB,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE
220210.0,Wisconsin,76.0,Call 3,Not complete,Election day exit poll,1.01131749153137,Donald Trump,Ron Johnson,Male,White,60-64,,,,,No,,,,,,I like my candidate but with reservations,,,,,,,,,,,,,,,,,Not so good,,Change to more liberal policies,,,,,,,,,,,White men,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,,,,,,,,,,,,,,,White,White,White,White,White suburban men,,,,,,,Not so good or poor,,,,,Republican Senate - Voted Trump,,,,,State questionnaire,Suburbs,Suburbs,8.0,Midwest,Version 2,Northeast
203356.0,Wisconsin,78.0,Call 2,Complete,Election day exit poll,0.703447461128235,Donald Trump,Ron Johnson,Female,White,50-59,Republican,Conservative,,High school or less,No,Yes,,,,A lot,,,,,,About the same,,Donald Trump,Donald Trump,Went too far,,,Hurt the country,Deported to the country they came from,,About the same,About the same,,,,,,,No group is favored,,,,Takes away U.S. jobs,Not much,,White women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,Other,,,A lot or some,,,,,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,,,,Not much or not at all,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,Midwest,Version 3,Northeast
220171.0,Wisconsin,94.0,Call 3,Complete,Election day exit poll,0.83340311050415,Donald Trump,Ron Johnson,Female,White,25-29,Republican,Conservative,"$50,000-$99,999",Some college/assoc. degree,No,,,A few times a year,No,,,Treats all people fairly,Unfavorable,Favorable,Unfavorable,,,,,,,,,,Terrorism,,,,Somewhat disapprove,,Can bring needed change,No,No,,,,Before that,,,,White women,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,Other,No,A few times a year or less,,Only Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Neither,Republican Senate - Voted Trump,,Before that,Before that,,State questionnaire,Rural,Small Cities/Rural,7.0,Midwest,Version 1,Northwest
186494.0,Wisconsin,78.0,Call 1,Complete,Election day exit poll,0.703447461128235,Donald Trump,Ron Johnson,Female,White,40-44,Independent,Moderate,"$100,000-$199,999",College graduate,No,,,A few times a year,No,,,Omit,Unfavorable,Unfavorable,Favorable,,,,,,,,,,The economy,,,,Somewhat disapprove,,Can bring needed change,No,No,,,,In October,,,,White women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent Women,White Independent,White,White,White,White,Other,No,A few times a year or less,,Neither,,,,Disapprove,Moderate/Liberal Republicans,Moderate Independents,Neither,Republican Senate - Voted Trump,,In the last month,Before that,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,Midwest,Version 1,Northeast
220161.0,Wisconsin,96.0,Call 3,Complete,Election day exit poll,1.31960141658783,Donald Trump,Ron Johnson,Female,White,65 or over,Republican,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,I dislike the other candidates,,,,,,"Dissatisfied, but not angry",,,,No,No,,,Terrorism,,,Good,,,Omit,,,,No,No,,,,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,Other,Yes,,,,"Dissatisfied, but not angry or Angry",Neither,Excellent or good,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Neither,,,,National questionnaire,Rural,Small Cities/Rural,1.0,Midwest,Version 2,Southeast
187767.0,Wisconsin,86.0,Call 1,Complete,Election day exit poll,0.983232438564301,Donald Trump,Ron Johnson,Female,White,65 or over,Republican,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,,Once a week or more,Yes,,,Treats blacks unfairly,Unfavorable,Favorable,Favorable,,,,,,,,,,Immigration,,,,Strongly disapprove,,Can bring needed change,No,No,,,,Before that,,,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,Other,Yes,At least monthly,,Only Donald Trump,,,,Disapprove,Conservative Republicans,Mod./Liberal Republicans,Neither,Republican Senate - Voted Trump,,Before that,Before that,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 1,Southeast
220146.0,Wisconsin,49.0,Call 3,Complete,Election day exit poll,1.08170795440674,Donald Trump,Ron Johnson,Male,White,50-59,Republican,Conservative,,Some college/assoc. degree,No,,Donald Trump,,,,I strongly favor my candidate,,,,,,Angry,,,,No,Yes,,,The economy,,,Poor,,Change to more conservative policies,Can bring needed change,,,,No,Yes,,,,No,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,Other,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,Rural,Small Cities/Rural,7.0,Midwest,Version 2,Northeast
220143.0,Wisconsin,35.0,Call 3,Complete,Election day exit poll,0.700092196464539,Donald Trump,Ron Johnson,Female,White,45-49,Republican,Moderate,,College graduate,No,,Donald Trump,,,,I dislike the other candidates,,,,,,"Dissatisfied, but not angry",,,,No,No,,,The economy,,,Good,,Change to more conservative policies,Can bring needed change,,,,No,Yes,,,,No,White women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,White suburban women,,,,,"Dissatisfied, but not angry or Angry",Neither,Excellent or good,,Conservative Republicans,Mod./Liberal Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,Suburbs,Suburbs,6.0,Midwest,Version 2,Southeast
203284.0,Wisconsin,78.0,Call 2,Complete,Election day exit poll,0.703447461128235,Donald Trump,Ron Johnson,Female,White,30-39,Independent,Moderate,"Under $30,000",Some college/assoc. degree,No,,,A few times a year,No,,,Treats all people fairly,Unfavorable,Unfavorable,Unfavorable,,,,,,,,,,The economy,,,,Strongly disapprove,,Can bring needed change,No,No,,,,Before that,,,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent Women,White Independent,White,White,White,White,Other,Yes,A few times a year or less,,Neither,,,,Disapprove,Moderate/Liberal Republicans,Moderate Independents,Neither,Republican Senate - Voted Trump,,Before that,Before that,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,Midwest,Version 1,Northeast
200311.0,Wisconsin,76.0,Call 2,Complete,Election day exit poll,1.01131749153137,Donald Trump,Ron Johnson,Male,White,65 or over,Republican,Moderate,,Some college/assoc. degree,,,Donald Trump,,,,I strongly favor my candidate,,,,,,"Dissatisfied, but not angry",,,,No,Yes,,,Terrorism,,,Poor,,Change to more conservative policies,Can bring needed change,,,,No,Yes,,,,No,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,White suburban men,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Conservative Republicans,Mod./Liberal Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,Suburbs,Suburbs,8.0,Midwest,Version 2,Northeast
220105.0,Wisconsin,94.0,Call 3,Complete,Election day exit poll,0.755167543888092,Donald Trump,Ron Johnson,Male,White,50-59,Independent,Moderate,,Some college/assoc. degree,No,,Donald Trump,,,,I strongly favor my candidate,,,,,,Angry,,,,No,Yes,,,The economy,,,Not so good,,Change to more conservative policies,Can bring needed change,,,,No,Yes,,,,No,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,Other,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,Rural,Small Cities/Rural,7.0,Midwest,Version 2,Northwest
220090.0,Wisconsin,49.0,Call 3,Complete,Election day exit poll,1.08170795440674,Donald Trump,Ron Johnson,Male,White,50-59,Something else,Liberal,,High school or less,No,Yes,,,,A lot,,,,,,Worse today,,Donald Trump,Donald Trump,Omit,,,Hurt the country,Deported to the country they came from,,Worse today,Omit,,,,,,,Minorities are favored over whites,,,,Takes away U.S. jobs,Not much,,White men,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,Other,,,A lot or some,,,,,,Moderate/Liberal Republicans,Liberal Independents,,Republican Senate - Voted Trump,,,,Not much or not at all,State questionnaire,Rural,Small Cities/Rural,7.0,Midwest,Version 3,Northeast
203247.0,Wisconsin,52.0,Call 2,Complete,Election day exit poll,0.924183011054993,Donald Trump,Ron Johnson,Male,White,60-64,Republican,Conservative,,,No,,Donald Trump,,,,I like my candidate but with reservations,,,,,,Angry,,,,No,Yes,,,Terrorism,,,Not so good,,Change to more conservative policies,Can bring needed change,,,,No,Yes,,,,No,White men,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,,,,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,Other,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,7.0,Midwest,Version 2,Northwest
220084.0,Wisconsin,36.0,Call 3,Complete,Election day exit poll,0.847929894924164,Donald Trump,Ron Johnson,Male,White,30-39,Republican,Conservative,"$50,000-$99,999",Some college/assoc. degree,No,,,A few times a month,No,,,Treats all people fairly,Unfavorable,Favorable,Favorable,,,,,,,,,,The economy,,,,Strongly disapprove,,Cares about people like me,No,Yes,,,,Before that,,,,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,Other,No,At least monthly,,Only Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,Republican Senate - Voted Trump,,Before that,Before that,,State questionnaire,Rural,Small Cities/Rural,6.0,Midwest,Version 1,Southeast
203244.0,Wisconsin,36.0,Call 2,Complete,Election day exit poll,0.9956374168396,Donald Trump,Ron Johnson,Male,White,65 or over,Republican,Conservative,,College graduate,No,Yes,,,,A lot,,,,,,About the same,,Donald Trump,Donald Trump,Went too far,,,Help the country,Offered a chance to apply for legal status,,About the same,Worse than life today,,,,,,,Whites are favored over minorities,,,,Takes away U.S. jobs,Some,,White men,Married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,Other,,,A lot or some,,,,,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,,,,A lot or some,State questionnaire,Rural,Small Cities/Rural,6.0,Midwest,Version 3,Southeast
220048.0,Wisconsin,34.0,Call 3,Complete,Election day exit poll,1.01680064201355,Donald Trump,Ron Johnson,Female,White,50-59,Republican,Conservative,"$50,000-$99,999",College graduate,No,,,A few times a month,No,,,Treats all people fairly,Unfavorable,Unfavorable,Favorable,,,,,,,,,,The economy,,,,Strongly disapprove,,Can bring needed change,No,No,,,,Before that,,,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,White suburban women,No,At least monthly,,Neither,,,,Disapprove,Independent/Something else,Conservative Republicans,Neither,Republican Senate - Voted Trump,,Before that,Before that,,State questionnaire,Suburbs,Suburbs,6.0,Midwest,Version 1,Southeast
201961.0,Wisconsin,98.0,Call 2,Complete,Election day exit poll,1.82084357738495,Donald Trump,Ron Johnson,Male,White,18-24,Independent,Moderate,,Some college/assoc. degree,No,No,,,,A lot,,,,,,Worse today,,Donald Trump,Donald Trump,Went too far,,,Hurt the country,Deported to the country they came from,,About the same,Worse than life today,,,,,,,Minorities are favored over whites,,,,Takes away U.S. jobs,Not much,,White men,Non married men,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,White suburban men,,,A lot or some,,,,,,Moderate/Liberal Republicans,Moderate Independents,,Republican Senate - Voted Trump,,,,Not much or not at all,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 3,Southeast
220042.0,Wisconsin,35.0,Call 3,Complete,Election day exit poll,0.778427422046661,Donald Trump,Ron Johnson,Male,White,50-59,Republican,Moderate,,High school or less,No,Yes,,,,Some,,,,,,About the same,,Donald Trump,Donald Trump,Went too far,,,Hurt the country,Deported to the country they came from,,About the same,Worse than life today,,,,,,,Minorities are favored over whites,,,,Takes away U.S. jobs,Not much,,White men,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,White suburban men,,,A lot or some,,,,,,Conservative Republicans,Mod./Liberal Republicans,,Republican Senate - Voted Trump,,,,Not much or not at all,State questionnaire,Suburbs,Suburbs,6.0,Midwest,Version 3,Southeast
220040.0,Wisconsin,94.0,Call 3,Complete,Election day exit poll,0.88671612739563,Donald Trump,Ron Johnson,Male,White,65 or over,Republican,Conservative,,Some college/assoc. degree,No,,,Once a week or more,No,,,Omit,Unfavorable,Unfavorable,Favorable,,,,,,,,,,The economy,,,,Strongly disapprove,,Can bring needed change,No,No,,,,In the last few days,,,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,Other,,At least monthly,,Neither,,,,Disapprove,Independent/Something else,Conservative Republicans,Neither,Republican Senate - Voted Trump,,In the last month,In the last week,,State questionnaire,Rural,Small Cities/Rural,7.0,Midwest,Version 1,Northwest
203187.0,Wisconsin,78.0,Call 2,Complete,Election day exit poll,0.703447461128235,Donald Trump,Ron Johnson,Female,White,45-49,Republican,Moderate,,Some college/assoc. degree,No,,Donald Trump,,,,I dislike the other candidates,,,,,,"Satisfied, but not enthusiastic",,,,No,No,,,The economy,,,Poor,,Change to more conservative policies,Can bring needed change,,,,No,No,,,,No,White women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,Other,,,,,"Enthusiastic or satisfied, but not enthusiastic",Neither,Not so good or poor,,Conservative Republicans,Mod./Liberal Republicans,,Republican Senate - Voted Trump,Neither,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,Midwest,Version 2,Northeast
220021.0,Wisconsin,49.0,Call 3,Complete,Election day exit poll,1.08170795440674,Donald Trump,Ron Johnson,Male,White,50-59,Republican,Conservative,"$50,000-$99,999",College graduate,No,,,Once a week or more,Yes,,,Treats all people fairly,Unfavorable,Favorable,Unfavorable,,,,,,,,,,Foreign policy,,,,Strongly disapprove,,Has good judgment,No,Yes,,,,Before that,,,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,Other,No,At least monthly,,Only Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,Republican Senate - Voted Trump,,Before that,Before that,,State questionnaire,Rural,Small Cities/Rural,7.0,Midwest,Version 1,Northeast
203155.0,Wisconsin,87.0,Call 2,Complete,Election day exit poll,0.861955583095551,Donald Trump,Ron Johnson,Male,White,45-49,Republican,Moderate,,Some college/assoc. degree,No,Yes,,,,Not much,,,,,,Better today,,Donald Trump,Hillary Clinton,Did not go far enough,,,Help the country,Offered a chance to apply for legal status,,Worse today,Better than life today,,,,,,,Whites are favored over minorities,,,,Omit,A lot,,White men,Married men,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,Other,,,Not much or not at all,,,,,,Conservative Republicans,Mod./Liberal Republicans,,Republican Senate - Voted Trump,,,,A lot or some,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,Midwest,Version 3,Southwest
219989.0,Wisconsin,36.0,Call 3,Complete,Election day exit poll,1.04048204421997,Donald Trump,Ron Johnson,Male,White,25-29,Republican,Moderate,,College graduate,No,No,,,,A lot,,,,,,About the same,,Donald Trump,Donald Trump,Went too far,,,Help the country,Offered a chance to apply for legal status,,About the same,Worse than life today,,,,,,,Whites are favored over minorities,,,,Takes away U.S. jobs,Some,,White men,Non married men,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,Other,,,A lot or some,,,,,,Conservative Republicans,Mod./Liberal Republicans,,Republican Senate - Voted Trump,,,,A lot or some,State questionnaire,Rural,Small Cities/Rural,6.0,Midwest,Version 3,Southeast
219962.0,Wisconsin,92.0,Call 3,Complete,Election day exit poll,1.14232170581818,Donald Trump,Ron Johnson,Female,White,60-64,Republican,Liberal,,High school or less,No,,Donald Trump,,,,I dislike the other candidates,,,,,,"Dissatisfied, but not angry",,,,No,No,,,Terrorism,,,Good,,Change to more liberal policies,Can bring needed change,,,,Yes,No,,,,No,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,Other,,,,,"Dissatisfied, but not angry or Angry",Neither,Excellent or good,,Conservative Republicans,Mod./Liberal Republicans,,Republican Senate - Voted Trump,Only Hillary Clinton,,,,State questionnaire,Rural,Small Cities/Rural,8.0,Midwest,Version 2,Northeast
219959.0,Wisconsin,49.0,Call 3,Complete,Election day exit poll,0.972852826118469,Donald Trump,Ron Johnson,Female,White,45-49,Independent,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,,A few times a year,Yes,,,Omit,Unfavorable,Favorable,Favorable,,,,,,,,,,Terrorism,,,,Strongly disapprove,,Can bring needed change,No,Yes,,,,In the last week,,,,White women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent Women,White Independent,White,White,White,White,Other,Yes,A few times a year or less,,Only Donald Trump,,,,Disapprove,Moderate/Liberal Republicans,Moderate Independents,Only Donald Trump,Republican Senate - Voted Trump,,In the last month,In the last week,,State questionnaire,Rural,Small Cities/Rural,7.0,Midwest,Version 1,Northeast
186277.0,Wisconsin,106.0,Call 1,Complete,Election day exit poll,0.989251494407654,Donald Trump,Ron Johnson,Male,White,50-59,Independent,Conservative,,Some college/assoc. degree,No,,,,,,,,,,,Worse today,,Donald Trump,Donald Trump,,,,,,,,,,,,,,,,,,,,,No,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,Other,,,,,,,,,Moderate/Liberal Republicans,Conservative Independents,,Republican Senate - Voted Trump,,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,Midwest,Version 4,Southeast
202125.0,Wisconsin,36.0,Call 2,Complete,Election day exit poll,0.762600421905518,Donald Trump,Ron Johnson,Female,White,30-39,Republican,Conservative,,Some college/assoc. degree,No,,Donald Trump,,,,I strongly favor my candidate,,,,,,"Dissatisfied, but not angry",,,,Omit,Yes,,,The economy,,,Good,,Change to more conservative policies,Can bring needed change,,,,No,Yes,,,,No,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,Other,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Excellent or good,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,Rural,Small Cities/Rural,6.0,Midwest,Version 2,Southeast
203095.0,Wisconsin,87.0,Call 2,Complete,Election day exit poll,0.861955583095551,Donald Trump,Ron Johnson,Male,White,30-39,Independent,Moderate,,Some college/assoc. degree,No,No,,,,A lot,,,,,,Worse today,,Donald Trump,Donald Trump,Went too far,,,Hurt the country,Deported to the country they came from,,Worse today,Worse than life today,,,,,,,No group is favored,,,,Takes away U.S. jobs,Some,,White men,Non married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,Other,,,A lot or some,,,,,,Moderate/Liberal Republicans,Moderate Independents,,Republican Senate - Voted Trump,,,,A lot or some,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,Midwest,Version 3,Southwest
219928.0,Wisconsin,34.0,Call 3,Complete,Election day exit poll,1.24770081043243,Donald Trump,Ron Johnson,Female,White,18-24,Republican,Conservative,,High school or less,No,,Donald Trump,,,,I strongly favor my candidate,,,,,,"Dissatisfied, but not angry",,,,No,Yes,,,Immigration,,,Not so good,,Change to more conservative policies,Can bring needed change,,,,No,Yes,,,,Yes,White women,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,White suburban women,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,Suburbs,Suburbs,6.0,Midwest,Version 2,Southeast
202700.0,Wisconsin,100.0,Call 2,Complete,Election day exit poll,0.796509921550751,Donald Trump,Ron Johnson,Male,White,65 or over,Independent,Conservative,"$30,000-$49,999",College graduate,No,,,Never,Yes,,,Treats all people fairly,Unfavorable,Unfavorable,Favorable,,,,,,,,,,Foreign policy,,,,Strongly disapprove,,Has good judgment,No,No,,,,Before that,,,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,White suburban men,No,A few times a year or less,,Neither,,,,Disapprove,Moderate/Liberal Republicans,Conservative Independents,Neither,Republican Senate - Voted Trump,,Before that,Before that,,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 1,Southeast
