ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSNY16,SENNY16,HOUNY16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,BRNAGAIN,MARRIED,@2WAYPRES16,ATTEND16,BORNCITIZEN,BREAK12,CHIEF16,CLINTONEMAIL,COUNTACC,DESCRIBP12,FAIRJUSTICE,FAVDEM2,FAVREP2,FAVHCLIN16,FAVTRUMP,FINSIT,FTVOTER,GOVTANGR16,GOVTDO10,HANDLEECON16,HANDLEFP16,HEALTHCARE16,CLINHONEST,TRUMPHONEST,IMMDEPORT,IMMWALL,ISIS16,ISSUE16,LGBT,LIFE,NEC,OBAMA4,OBAMAPLCY16,QLT16,QUALCLINTON,QUALTRUMP,RELIGN10,SUPREME16,TEMPCLINTON,TEMPTRUMP,TIME16,TRACK,TRADE16,TRUMPWOMEN,UNIONHH12,VETVOTER,CLINTONWINGEN,TRUMPWINGEN,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,OVER45,OVER65,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,ATTEND16B,ATTREL,BREAK12A,BREAK12B,CLINTONEMAILB,COUNT2,FAVPRES16,GOVTANGR16B,HONEST16,ISIS16B,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,REL4,REL5,RELWHITE,MORMON,WPROTBRN,WPROTBRN3,WHTEVANG,SPLITTICKET,SUPREME16B,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPWOMENB,CLINTONWINGENB,TRUMPWINGENB,QTYPE,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,ZIPCODE
221533.0, New York,142.0,Call 3,Complete,Election day exit poll,1.45932018756866,Donald Trump,Wendy Long,The Republican candidate,Male,White,60-64,Republican,Conservative,"$100,000-$199,999",College graduate,No,,,,,,,,,,I like my candidate but with reservations,,,,,,,No,"Dissatisfied, but not angry",,,,,No,Yes,,,,The economy,,,Not so good,,,Has the right experience,,,,,No,Yes,,,,,,,,,White men,,45-65,60+,45+,45+,18-64,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,No,,,,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,,Not so good or poor,,Independent/Something else,Conservative Republicans,,,,,,,,,Republican Senate - Voted Trump,,Only Donald Trump,,,,,,National questionnaire,English,Suburbs,Suburbs,1.0,East,Version 2,2.0,11963.0
221536.0, New York,139.0,Call 3,Complete,Election day exit poll,0.767218053340912,Donald Trump,Wendy Long,The Republican candidate,Female,White,50-59,Republican,Conservative,,Postgraduate study,No,No,No,Donald Trump,A few times a year,,,,A lot,Very confident,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Protestant,An important factor,,,,Seriously off on the wrong track,,Not much,,,,,White women,Non married women,45-65,30-59,45+,45+,18-64,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,,A few times a year or less,Protestant/Do not attend weekly,,,A lot or some,Very confident or somewhat confident,,,,,,,Independent/Something else,Conservative Republicans,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,No,White Protestant non-evangelical,All others,Republican Senate - Voted Trump,The most important factor or an important factor,,,,Not much or not at all,,,National questionnaire,English,Suburbs,Suburbs,2.0,East,Version 5,2.0,11782.0
221541.0, New York,112.0,Call 3,Complete,Election day exit poll,0.0,Other,Charles Schumer,The Democratic candidate,Male,Black,40-44,Something else,,,Some college/assoc. degree,No,,,,,,,,,,Omit,,,,,,,No,"Dissatisfied, but not angry",,,,,No,No,,,,The economy,,,Not so good,,,Cares about people like me,,,,,Yes,No,,,,,,,,,Black men,,30-44,30-59,18-44,18-44,18-64,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Independent/Something else,Black non-Democrat,Black Independent,Independent men,All others,Black,Black,Non-white,Black,Other,No,,,,,,,,"Dissatisfied, but not angry or Angry",Neither,,Not so good or poor,,,,,,,,,,,,Democratic Senate - did not vote Clinton,,Only Hillary Clinton,,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",5.0,East,Version 2,1.0,11413.0
221542.0, New York,76.0,Call 3,Not complete,Election day exit poll,0.664698541164398,Gary Johnson,Wendy Long,The Democratic candidate,Male,White,65 or over,,,,,No,,Yes,,,,Not a factor at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White men,Married men,65+,60+,45+,45+,65+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,,,,,,,,,,,White,White,White,White,White suburban men,,,,Not important,Not a factor,,,,,,,,,,,,,,,,,,,Republican Senate - did not vote Trump,,,,,,,,National questionnaire,English,Suburbs,Suburbs,4.0,East,Version 1,2.0,11560.0
221544.0, New York,27.0,Call 3,Complete,Election day exit poll,0.877407073974609,Donald Trump,Wendy Long,The Republican candidate,Female,White,65 or over,Republican,Conservative,,High school or less,No,,,Donald Trump,,,,,,,,Treats all people fairly,,,,,,,,Government is doing too many things better left to businesses and individuals,,,Went too far,,,Deported to the country they came from,,,,,Worse than life today,,,Change to more conservative policies,,No,Yes,Other christian,,,,,,Takes away U.S. jobs,,,,,,White women,,65+,60+,45+,45+,65+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,,,,,,,,,,,,,Independent/Something else,Conservative Republicans,Only Donald Trump,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,,,,Republican Senate - Voted Trump,,,,,,,,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",26.0,East,Version 3,4.0,14150.0
221555.0, New York,11.0,Call 3,Complete,Election day exit poll,0.960727393627167,Hillary Clinton,Charles Schumer,The Democratic candidate,Male,White,60-64,Democrat,Liberal,"$50,000-$99,999",Postgraduate study,No,,,,,,,,,,I like my candidate but with reservations,,,,,,,No,"Dissatisfied, but not angry",,,,,Yes,No,,,,The economy,,,Good,,,Cares about people like me,,,,,Yes,No,,,,,,,,,White men,,45-65,60+,45+,45+,18-64,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,No,,,,,,,,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,,Excellent or good,,Liberal Democrats,Liberal Democrats,,,,,,,,,Democratic Senate - voted Clinton,,Only Hillary Clinton,,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",16.0,East,Version 2,1.0,10463.0
221564.0, New York,128.0,Call 3,Complete,Election day exit poll,0.938876569271088,Hillary Clinton,Charles Schumer,The Democratic candidate,Female,White,25-29,Democrat,Moderate,,High school or less,No,No,Yes,Hillary Clinton,A few times a year,,,,Some,Somewhat confident,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Protestant,A minor factor,,,,Seriously off on the wrong track,,A lot,,,,,White women,Married women,18-29,18-29,18-44,18-44,18-64,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,A few times a year or less,Protestant/Do not attend weekly,,,A lot or some,Very confident or somewhat confident,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,No,White Protestant non-evangelical,All others,Democratic Senate - voted Clinton,A minor factor or not a factor at all,,,,A lot or some,,,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",20.0,East,Version 5,3.0,12303.0
221577.0, New York,28.0,Call 3,Complete,Election day exit poll,1.51492428779602,Hillary Clinton,Charles Schumer,,Male,Hispanic/Latino,30-39,Something else,Conservative,"$30,000-$49,999",High school or less,Yes,,,,,,,,,,I like my candidate but with reservations,,,,,,,No,Angry,,,,,Yes,No,,,,The economy,,,Not so good,,,Has the right experience,,,,,Yes,No,,,,,,,,,Latino men,,30-44,30-59,18-44,18-44,18-64,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,No college degree,High school graduate or less,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,,,,,,,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,,Not so good or poor,,Moderate/Liberal Republicans,Conservative Independents,,,,,,,,,Democratic Senate - voted Clinton,,Only Hillary Clinton,,,,,,National questionnaire,English,Suburbs,Suburbs,26.0,East,Version 2,4.0,14150.0
221586.0, New York,134.0,Call 3,Complete,Election day exit poll,0.951283514499664,Donald Trump,Wendy Long,The Republican candidate,Male,White,50-59,Independent,Moderate,"$200.000-$249,999",Postgraduate study,No,,No,,,,A minor factor,,,,,,,,Unfavorable,Favorable,,,,,,,,,,,,,The economy,,,,Strongly disapprove,,Can bring needed change,,,,,,,In September,,,,,,,,White men,Non married men,45-65,30-59,45+,45+,18-64,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,No,,,Not important,Factor,,,Only Donald Trump,,,,,Disapprove,Moderate/Liberal Republicans,Moderate Independents,,,,,,,,,Republican Senate - Voted Trump,,,Before that,Before that,,,,National questionnaire,English,Suburbs,Suburbs,1.0,East,Version 1,2.0,11766.0
221590.0, New York,38.0,Call 3,Complete,Election day exit poll,1.18921530246735,Hillary Clinton,Charles Schumer,The Democratic candidate,Male,Hispanic/Latino,18-24,Democrat,Liberal,,Some college/assoc. degree,Yes,No,No,Would not have voted,A few times a year,,,,Some,Somewhat confident,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,An important factor,,,,Generally going in the right direction,,A lot,,,,,Latino men,Non married men,18-29,18-29,18-44,18-44,18-64,18-49,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,A few times a year or less,,,,A lot or some,Very confident or somewhat confident,,,,,,,Liberal Democrats,Liberal Democrats,,,,,,No,,All others,Democratic Senate - voted Clinton,The most important factor or an important factor,,,,A lot or some,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",12.0,East,Version 5,1.0,11230.0
221591.0, New York,47.0,Call 3,Complete,Election day exit poll,0.809045255184174,Hillary Clinton,Charles Schumer,The Democratic candidate,Female,Hispanic/Latino,50-59,Democrat,Conservative,,High school or less,Yes,,,Hillary Clinton,,,,,,,,Treats blacks unfairly,,,,,,,,Government should do more to solve problems,,,Was about right,,,Offered a chance to apply for legal status,,,,,Better than life today,,,Continue Barack Obama's policies,,Yes,No,Catholic,,,,,,Creates more U.S. jobs,,,,,,Latino women,,45-65,30-59,45+,45+,18-64,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,,,,,,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,"Protestant, Catholic or other Christian",Catholic,,Not a mormon,,,,Democratic Senate - voted Clinton,,,,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",9.0,East,Version 3,1.0,11203.0
221600.0, New York,15.0,Call 3,Complete,Election day exit poll,0.73086404800415,Donald Trump,Wendy Long,The Republican candidate,Male,White,30-39,Republican,Conservative,,Some college/assoc. degree,No,,,Donald Trump,,,,,,,,Treats all people fairly,,,,,,,,Government is doing too many things better left to businesses and individuals,,,Went too far,,,Deported to the country they came from,,,,,Worse than life today,,,Change to more conservative policies,,No,Yes,Catholic,,,,,,Takes away U.S. jobs,,,,,,White men,,30-44,30-59,18-44,18-44,18-64,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,,,,,,,,,,,,,,Independent/Something else,Conservative Republicans,Only Donald Trump,"Protestant, Catholic or other Christian",Catholic,Catholic,Not a mormon,,,,Republican Senate - Voted Trump,,,,,,,,National questionnaire,English,Rural,Small Cities/Rural,23.0,East,Version 3,5.0,14701.0
221605.0, New York,112.0,Call 3,Complete,Election day exit poll,0.902021586894989,Hillary Clinton,Charles Schumer,The Republican candidate,Female,Black,45-49,Democrat,Liberal,"$100,000-$199,999",College graduate,No,,Yes,,,,An important factor,,,,,,,,Favorable,Unfavorable,,,,,,,,,,,,,The economy,,,,Strongly approve,,Has good judgment,,,,,,,Before that,,,,,,,,Black women,Married women,45-65,30-59,45+,45+,18-64,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,No,,,Important,Factor,,,Only Hillary Clinton,,,,,Approve,Liberal Democrats,Liberal Democrats,,,,,,,,,Democratic Senate - voted Clinton,,,Before that,Before that,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",5.0,East,Version 1,1.0,11413.0
221607.0, New York,139.0,Call 3,Complete,Election day exit poll,0.83252340555191,Donald Trump,Wendy Long,The Republican candidate,Male,White,45-49,Republican,Moderate,,Postgraduate study,No,,,,,No,,Donald Trump,,,,,Unfavorable,Favorable,,,Worse today,,,,Donald Trump,Donald Trump,,,,,Support,Very badly,,,,,,,,,,,,,,,,,,Yes,No,Scared,Excited,White men,,45-65,30-59,45+,45+,18-64,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,,,,,,,,,,,Somewhat badly or very badly,,,Conservative Republicans,Mod./Liberal Republicans,,,,,,,,,Republican Senate - Voted Trump,,,,,,Concerned or scared,Excited or optimistic,National questionnaire,English,Suburbs,Suburbs,2.0,East,Version 4,2.0,11782.0
221620.0, New York,142.0,Call 3,Complete,Election day exit poll,1.70166921615601,Donald Trump,Wendy Long,The Republican candidate,Male,White,25-29,Republican,Conservative,,College graduate,No,,,Donald Trump,,,,,,,,Treats all people fairly,,,,,,,,Government is doing too many things better left to businesses and individuals,,,Went too far,,,Offered a chance to apply for legal status,,,,,Better than life today,,,Change to more conservative policies,,No,No,None,,,,,,Creates more U.S. jobs,,,,,,White men,,18-29,18-29,18-44,18-44,18-64,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,,,,,,,,,,,,,,Independent/Something else,Conservative Republicans,Neither,None,None,None,Not a mormon,,,,Republican Senate - Voted Trump,,,,,,,,National questionnaire,English,Suburbs,Suburbs,1.0,East,Version 3,2.0,11963.0
221621.0, New York,11.0,Call 3,Complete,Election day exit poll,0.820770561695099,Hillary Clinton,Charles Schumer,The Democratic candidate,Female,White,40-44,Democrat,Liberal,,Postgraduate study,No,,,Hillary Clinton,,,,,,,,Treats blacks unfairly,,,,,,,,Government should do more to solve problems,,,Did not go far enough,,,Offered a chance to apply for legal status,,,,,About the same,,,Continue Barack Obama's policies,,Yes,No,Jewish,,,,,,Creates more U.S. jobs,,,,,,White women,,30-44,30-59,18-44,18-44,18-64,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,,,,,,,,,,,,,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,Other religion,Jewish,Jewish,Not a mormon,,,,Democratic Senate - voted Clinton,,,,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",16.0,East,Version 3,1.0,10463.0
221635.0, New York,28.0,Call 3,Complete,Election day exit poll,0.726596295833588,Donald Trump,Wendy Long,The Republican candidate,Male,White,60-64,Independent,Conservative,,Some college/assoc. degree,No,,,Donald Trump,,,,,,,,Treats all people fairly,,,,,,,,Government is doing too many things better left to businesses and individuals,,,Went too far,,,Deported to the country they came from,,,,,Worse than life today,,,Change to more conservative policies,,No,Yes,Other christian,,,,,,Takes away U.S. jobs,,,,,,White men,,45-65,60+,45+,45+,18-64,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,,,,,,,,,,,,,,Moderate/Liberal Republicans,Conservative Independents,Only Donald Trump,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,,,,Republican Senate - Voted Trump,,,,,,,,National questionnaire,English,Suburbs,Suburbs,26.0,East,Version 3,4.0,14150.0
221649.0, New York,128.0,Call 3,Complete,Election day exit poll,0.746419906616211,Hillary Clinton,Charles Schumer,The Democratic candidate,Female,White,30-39,Democrat,Liberal,"Under $30,000",High school or less,No,,No,,,,A minor factor,,,,,,,,Favorable,Unfavorable,,,,,,,,,,,,,The economy,,,,Somewhat approve,,Cares about people like me,,,,,,,Before that,,,,,,,,White women,Non married women,30-44,30-59,18-44,18-44,18-64,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,Yes,,,Not important,Factor,,,Only Hillary Clinton,,,,,Approve,Liberal Democrats,Liberal Democrats,,,,,,,,,Democratic Senate - voted Clinton,,,Before that,Before that,,,,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",20.0,East,Version 1,3.0,12303.0
221650.0, New York,134.0,Call 3,Complete,Election day exit poll,0.951283514499664,Donald Trump,Wendy Long,The Republican candidate,Male,White,40-44,Republican,Moderate,"$100,000-$199,999",Postgraduate study,No,,Yes,,,,A minor factor,,,,,,,,Unfavorable,Favorable,,,,,,,,,,,,,The economy,,,,Somewhat disapprove,,Can bring needed change,,,,,,,Before that,,,,,,,,White men,Married men,30-44,30-59,18-44,18-44,18-64,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,No,,,Not important,Factor,,,Only Donald Trump,,,,,Disapprove,Conservative Republicans,Mod./Liberal Republicans,,,,,,,,,Republican Senate - Voted Trump,,,Before that,Before that,,,,National questionnaire,English,Suburbs,Suburbs,1.0,East,Version 1,2.0,11766.0
221651.0, New York,76.0,Call 3,Complete,Election day exit poll,0.71110862493515,Donald Trump,Other,Other,Male,White,50-59,Independent,Moderate,"$100,000-$199,999",College graduate,No,,Yes,,,,An important factor,,,,,,,,Unfavorable,Unfavorable,,,,,,,,,,,,,Immigration,,,,Strongly approve,,Can bring needed change,,,,,,,In the last few days,,,,,,,,White men,Married men,45-65,30-59,45+,45+,18-64,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,No,,,Important,Factor,,,Neither,,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,,,,,,,,,Other Senate vote,,,In the last month,In the last week,,,,National questionnaire,English,Suburbs,Suburbs,4.0,East,Version 1,2.0,11560.0
221652.0, New York,47.0,Call 3,Complete,Election day exit poll,1.07031190395355,Hillary Clinton,Charles Schumer,The Democratic candidate,Female,Black,60-64,Democrat,Conservative,"$30,000-$49,999",College graduate,No,,,,,,,,,,Omit,,,,,,,No,"Satisfied, but not enthusiastic",,,,,Yes,No,,,,The economy,,,Not so good,,,Omit,,,,,Yes,No,,,,,,,,,Black women,,45-65,60+,45+,45+,18-64,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,No,,,,,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,,Not so good or poor,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,,,,Democratic Senate - voted Clinton,,Only Hillary Clinton,,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",9.0,East,Version 2,1.0,11203.0
221665.0, New York,112.0,Call 3,Complete,Election day exit poll,0.902021586894989,Hillary Clinton,Charles Schumer,The Democratic candidate,Female,Black,30-39,Independent,Conservative,"$250,000 or more",College graduate,No,,No,,,,The most important factor,,,,,,,,Favorable,Unfavorable,,,,,,,,,,,,,Immigration,,,,Strongly disapprove,,Has good judgment,,,,,,,Before that,,,,,,,,Black women,Non married women,30-44,30-59,18-44,18-44,18-64,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Independent/Something else,Black non-Democrat,Black Independent,Independent women,All others,Black,Black,Non-white,Black,Other,No,,,Important,Factor,,,Only Hillary Clinton,,,,,Disapprove,Moderate/Liberal Republicans,Conservative Independents,,,,,,,,,Democratic Senate - voted Clinton,,,Before that,Before that,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",5.0,East,Version 1,1.0,11413.0
221668.0, New York,38.0,Call 3,Complete,Election day exit poll,0.9454425573349,Hillary Clinton,Charles Schumer,The Democratic candidate,Male,Hispanic/Latino,50-59,Democrat,Liberal,,College graduate,Yes,No,Yes,Hillary Clinton,A few times a year,,,,Not at all,Very confident,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Catholic,An important factor,,,,Generally going in the right direction,,A lot,,,,,Latino men,Married men,45-65,30-59,45+,45+,18-64,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,A few times a year or less,Catholic/Do not attend weekly,,,Not much or not at all,Very confident or somewhat confident,,,,,,,Liberal Democrats,Liberal Democrats,,"Protestant, Catholic or other Christian",Catholic,,Not a mormon,No,,All others,Democratic Senate - voted Clinton,The most important factor or an important factor,,,,A lot or some,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",12.0,East,Version 5,1.0,11230.0
221671.0, New York,139.0,Call 3,Complete,Election day exit poll,0.83252340555191,Donald Trump,Wendy Long,The Republican candidate,Male,White,45-49,Republican,Conservative,"$50,000-$99,999",High school or less,No,,,,,,,,,,I like my candidate but with reservations,,,,,,,No,Enthusiastic,,,,,No,Yes,,,,Immigration,,,Not so good,,,Can bring needed change,,,,,No,Yes,,,,,,,,,White men,,45-65,30-59,45+,45+,18-64,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,No,,,,,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Donald Trump,,Not so good or poor,,Independent/Something else,Conservative Republicans,,,,,,,,,Republican Senate - Voted Trump,,Only Donald Trump,,,,,,National questionnaire,English,Suburbs,Suburbs,2.0,East,Version 2,2.0,11782.0
221673.0, New York,11.0,Call 3,Complete,Election day exit poll,0.820770561695099,Hillary Clinton,Charles Schumer,The Democratic candidate,Female,White,30-39,Democrat,Liberal,"$50,000-$99,999",Some college/assoc. degree,No,,,,,,,,,,I strongly favor my candidate,,,,,,,No,Enthusiastic,,,,,Yes,No,,,,Foreign policy,,,Good,,,Has good judgment,,,,,Yes,No,,,,,,,,,White women,,30-44,30-59,18-44,18-44,18-64,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,No,,,,,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,,Excellent or good,,Liberal Democrats,Liberal Democrats,,,,,,,,,Democratic Senate - voted Clinton,,Only Hillary Clinton,,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",16.0,East,Version 2,1.0,10463.0
221687.0, New York,15.0,Call 3,Complete,Election day exit poll,0.861572206020355,Hillary Clinton,Charles Schumer,The Democratic candidate,Female,White,60-64,Democrat,Liberal,,Some college/assoc. degree,No,,,Hillary Clinton,,,,,,,,Treats blacks unfairly,,,,,,,,Government should do more to solve problems,,,Did not go far enough,,,Offered a chance to apply for legal status,,,,,Better than life today,,,Change to more liberal policies,,Yes,No,Catholic,,,,,,Creates more U.S. jobs,,,,,,White women,,45-65,60+,45+,45+,18-64,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,,,,,,,,,,,,,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,"Protestant, Catholic or other Christian",Catholic,Catholic,Not a mormon,,,,Democratic Senate - voted Clinton,,,,,,,,National questionnaire,English,Rural,Small Cities/Rural,23.0,East,Version 3,5.0,14701.0
