ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSOH16,SENOH16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,BRNAGAIN,MARRIED,@2WAYPRES16,CHILD12,CLINTONEMAIL,DESCRIBP12,FAVHCLIN16,FAVTRUMP,FAVKASICH,FINSIT,GOTV16,GOVTANGR16,HANDLEECON16,HANDLEFP16,HEALTHCARE16,CLINHONEST,TRUMPHONEST,IMMBETTER,IMMDEPORT,ISSUE16,JOBSIT,LIFE,NEC,OBAMA4,OBAMAPLCY16,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,TEMPCLINTON,TEMPTRUMP,TIME16,TRADE16,TRUMPWOMEN,UNIONHH12,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,CLINTONEMAILB,FAVPRES16,GOTVCLINTON,GOTVTRUMP,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PARENTS,PTYIDEO,PTYIDEO7,QUALIFIED16,REL4,REL5,RELIGN10,RELWHITE,MORMON,SPLITTICKET,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPWOMENB,WHTEVANG,WPROTBRN,WPROTBRN3,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE
210795.0,Ohio,20.0,Call 3,Not complete,Election day exit poll,0.598040819168091,Gary Johnson,Rob Portman,Female,White,30-39,,,,,No,Yes,,,,,,,,,,"No, not contacted by either",,,,,,,,,,,About the same,,,,,,,,,,,Has no effect on U.S. jobs,,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,,,,,,,,,,,,,,White,White,White,White,White suburban women,,,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,,,,,,,,,,Republican Senate - did not vote Trump,,,,,White Born-again/Evangelical Christians,,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 3,Ohio Valley + West
177611.0,Ohio,105.0,Call 1,Complete,Election day exit poll,0.943701148033142,Jill Stein,Rob Portman,Female,White,50-59,Independent,,,,,,Yes,Would not have voted,,A lot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,,White women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,,,,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,,A lot or some,,,,,,,,,,,,,,,,,Republican Senate - did not vote Trump,,,,A lot or some,All others,,,National questionnaire,Suburbs,Suburbs,6.0,Midwest,Version 5,North
108012.0,Ohio,,,Complete,Telephone survey,0.250283718109131,Jill Stein,Rob Portman,Female,White,65 or over,Democrat,Conservative,,High school or less,No,,No,,No,,I dislike the other candidates,,,,,,"Dissatisfied, but not angry",,,Went too far,No,No,,,The economy,Worse today,,Poor,,,Can bring needed change,,,,No,No,,,,No,White women,Non married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Women without children,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,,Republican Senate - did not vote Trump,Neither,,,,,,,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 2,Ohio Valley + West
175430.0,Ohio,96.0,Call 1,Complete,Election day exit poll,0.927497148513794,Jill Stein,Rob Portman,Male,Other,30-39,Independent,Moderate,,College graduate,No,,Yes,,No,,I strongly favor my candidate,,,,,,Angry,,,Did not go far enough,No,No,,,Foreign policy,About the same,,Poor,,,Cares about people like me,,,,No,No,,,,Yes,All other races,Married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,All Other,Independent men,All others,Other,Other,Non-white,Other,Other,,,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Men without children,Moderate/Liberal Republicans,Moderate Independents,,,,,,,Republican Senate - did not vote Trump,Neither,,,,,,,State questionnaire,Suburbs,Suburbs,9.0,Midwest,Version 2,North
215924.0,Ohio,37.0,Call 3,Complete,Election day exit poll,0.468143969774246,Jill Stein,Rob Portman,Female,White,18-24,Republican,Moderate,,Postgraduate study,No,,,,,,,,,,Better today,,,Hillary Clinton,Hillary Clinton,,,,,,,,,,,,,,,,,,,,,No,White women,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,,,,,,,,,,,Conservative Republicans,Mod./Liberal Republicans,,,,,,,Republican Senate - did not vote Trump,,,,,,,,National questionnaire,Suburbs,Suburbs,9.0,Midwest,Version 4,Cleveland Area
137852.0,Ohio,,,Complete,Telephone survey,0.979042530059814,Jill Stein,Rob Portman,Female,White,60-64,Independent,Moderate,,College graduate,,,,,,,,,,,Worse today,,,Donald Trump,Hillary Clinton,,,,,,,,,,,,,,,,,,,,,No,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,,White suburban women,,,,,,,,,,,Moderate/Liberal Republicans,Moderate Independents,,,,,,,Republican Senate - did not vote Trump,,,,,,,,National questionnaire,Suburbs,Suburbs,16.0,Midwest,Version 4,Cleveland Area
193909.0,Ohio,150.0,Call 2,Complete,Election day exit poll,1.28950977325439,Jill Stein,Rob Portman,Female,White,25-29,Something else,Liberal,,Some college/assoc. degree,No,,No,,No,,I dislike the other candidates,,,,,,Angry,,,Did not go far enough,No,No,,,Foreign policy,Better today,,Poor,,,Can bring needed change,,,,No,No,,,,No,White women,Non married women,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,,,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Women without children,Moderate/Liberal Republicans,Liberal Independents,,,,,,,Republican Senate - did not vote Trump,Neither,,,,,,,State questionnaire,Suburbs,Suburbs,13.0,Midwest,Version 2,North
175373.0,Ohio,42.0,Call 1,Complete,Election day exit poll,0.390305787324905,Other,Rob Portman,Female,White,50-59,Independent,Moderate,,College graduate,No,No,,Hillary Clinton,,,,,,,Better today,"Yes, for Hillary Clinton",,Hillary Clinton,Hillary Clinton,,,,Hurt the country,Offered a chance to apply for legal status,,,About the same,,,Change to more conservative policies,,,,Whites are favored over minorities,,,,Omit,,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,,,,Contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,,Moderate/Liberal Republicans,Moderate Independents,,Other religion,Something else,Other,Something else,Not a mormon,Republican Senate - did not vote Trump,,,,,All others,No,All others,State questionnaire,Suburbs,Suburbs,16.0,Midwest,Version 3,Cleveland Area
196202.0,Ohio,48.0,Call 2,Complete,Election day exit poll,0.534097909927368,Other,Rob Portman,Female,White,25-29,Something else,Moderate,,High school or less,No,No,,Would not have voted,,,,,,,Worse today,"No, not contacted by either",,Omit,Omit,,,,Help the country,Offered a chance to apply for legal status,,,About the same,,,Omit,,,,No group is favored,,,,Has no effect on U.S. jobs,,,White women,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,,,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,,Moderate/Liberal Republicans,Moderate Independents,,Other religion,Something else,Other,Something else,Not a mormon,Republican Senate - did not vote Trump,,,,,All others,No,All others,State questionnaire,Suburbs,Suburbs,15.0,Midwest,Version 3,Columbus Area
212467.0,Ohio,42.0,Call 3,Complete,Election day exit poll,0.390305787324905,Other,Rob Portman,Male,White,50-59,Independent,Moderate,,College graduate,No,No,,Would not have voted,,,,,,,Better today,"No, not contacted by either",,Hillary Clinton,Hillary Clinton,,,,Hurt the country,Offered a chance to apply for legal status,,,About the same,,,Continue Barack Obama's policies,,,,Minorities are favored over whites,,,,Creates more U.S. jobs,,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,,,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,,Moderate/Liberal Republicans,Moderate Independents,,"Protestant, Catholic or other Christian",Catholic,Catholic,Catholic,Not a mormon,Republican Senate - did not vote Trump,,,,,All others,No,All others,State questionnaire,Suburbs,Suburbs,16.0,Midwest,Version 3,Cleveland Area
212131.0,Ohio,19.0,Call 3,Complete,Election day exit poll,0.807950735092163,Other,Rob Portman,Female,White,60-64,Republican,Conservative,,Postgraduate study,No,No,,Would not have voted,,,,,,,About the same,Omit,,Omit,Omit,,,,Omit,Offered a chance to apply for legal status,,,Better than life today,,,Change to more conservative policies,,,,Whites are favored over minorities,,,,Takes away U.S. jobs,,,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,,,,Omit,Omit,,,,,,Independent/Something else,Conservative Republicans,,"Protestant, Catholic or other Christian",Catholic,Catholic,Catholic,Not a mormon,Republican Senate - did not vote Trump,,,,,All others,No,All others,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 3,Ohio Valley + West
108283.0,Ohio,,,Complete,Telephone survey,0.429769724607468,Other,Rob Portman,Male,White,60-64,Something else,Conservative,,Postgraduate study,No,No,,Would not have voted,,,,,,,Worse today,"Yes, for both candidates",,Donald Trump,Omit,,,,Hurt the country,Deported to the country they came from,,,Worse than life today,,,Change to more conservative policies,,,,Omit,,,,Takes away U.S. jobs,,,White men,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,,,Contacted by Hillary Clinton,Contacted by Donald Trump,,,,,,Moderate/Liberal Republicans,Conservative Independents,,"Protestant, Catholic or other Christian",Catholic,Catholic,Catholic,Not a mormon,Republican Senate - did not vote Trump,,,,,All others,No,All others,State questionnaire,"Cities over 500,000","Cities over 50,000",12.0,Midwest,Version 3,Columbus Area
175962.0,Ohio,9.0,Call 1,Complete,Election day exit poll,0.377257615327835,Other,Rob Portman,Female,White,30-39,Republican,Conservative,,Some college/assoc. degree,No,Yes,,Donald Trump,,,,,,,Better today,"No, not contacted by either",,Donald Trump,Donald Trump,,,,Hurt the country,Offered a chance to apply for legal status,,,Better than life today,,,Change to more conservative policies,,,,No group is favored,,,,Takes away U.S. jobs,,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,,,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,,Independent/Something else,Conservative Republicans,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian,Not a mormon,Republican Senate - did not vote Trump,,,,,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,State questionnaire,Suburbs,Suburbs,8.0,Midwest,Version 3,Cinc/Dayton Area
175830.0,Ohio,58.0,Call 1,Complete,Election day exit poll,0.490590929985046,Other,Rob Portman,Male,White,50-59,Independent,Conservative,,Postgraduate study,No,,,Would not have voted,,,,,,,,,,,,Went too far,,,,Offered a chance to apply for legal status,,,Worse than life today,,,Change to more conservative policies,,No,No,,,,,Creates more U.S. jobs,,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,,,,,,,,,,,Moderate/Liberal Republicans,Conservative Independents,Neither,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Not a mormon,Republican Senate - did not vote Trump,,,,,,,,National questionnaire,Suburbs,Suburbs,15.0,Midwest,Version 3,Columbus Area
108156.0,Ohio,,,Complete,Telephone survey,0.16988305747509,Other,Rob Portman,Female,White,60-64,Republican,Conservative,,Postgraduate study,No,Yes,,Would not have voted,,,,,,,Worse today,"Yes, for both candidates",,Donald Trump,Hillary Clinton,,,,Help the country,Omit,,,Worse than life today,,,Omit,,,,No group is favored,,,,Creates more U.S. jobs,,,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,,,Contacted by Hillary Clinton,Contacted by Donald Trump,,,,,,Independent/Something else,Conservative Republicans,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Not a mormon,Republican Senate - did not vote Trump,,,,,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,State questionnaire,Rural,Small Cities/Rural,6.0,Midwest,Version 3,Ohio Valley + West
177203.0,Ohio,120.0,Call 1,Complete,Election day exit poll,0.635464429855347,Other,Rob Portman,Female,White,65 or over,Republican,Conservative,,Some college/assoc. degree,No,Yes,Yes,Would not have voted,,Some,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,,White women,Married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,,A lot or some,,,,,,,,,Independent/Something else,Conservative Republicans,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Not a mormon,Republican Senate - did not vote Trump,,,,A lot or some,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,National questionnaire,Suburbs,Suburbs,10.0,Midwest,Version 5,Cinc/Dayton Area
193789.0,Ohio,61.0,Call 2,Complete,Election day exit poll,0.517032325267792,Other,Rob Portman,Female,White,60-64,Independent,Conservative,,Postgraduate study,No,Yes,,Would not have voted,,,,,,,About the same,"No, not contacted by either",,Hillary Clinton,Hillary Clinton,,,,Omit,Offered a chance to apply for legal status,,,About the same,,,Change to more conservative policies,,,,Whites are favored over minorities,,,,Omit,,,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,,,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,,Moderate/Liberal Republicans,Conservative Independents,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Not a mormon,Republican Senate - did not vote Trump,,,,,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,State questionnaire,Suburbs,Suburbs,12.0,Midwest,Version 3,Columbus Area
193494.0,Ohio,42.0,Call 2,Complete,Election day exit poll,0.390305787324905,Other,Rob Portman,Female,White,50-59,Republican,Moderate,,College graduate,No,,Yes,,No,,I dislike the other candidates,,,,,,"Satisfied, but not enthusiastic",,,Went too far,No,No,,,The economy,Better today,,Good,,,Has good judgment,,,,Yes,No,,,,No,White women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,,,,,,"Enthusiastic or satisfied, but not enthusiastic",Neither,Excellent or good,,Women without children,Conservative Republicans,Mod./Liberal Republicans,,,,,,,Republican Senate - did not vote Trump,Only Hillary Clinton,,,,,,,State questionnaire,Suburbs,Suburbs,16.0,Midwest,Version 2,Cleveland Area
175685.0,Ohio,58.0,Call 1,Complete,Election day exit poll,0.536289155483246,Other,Rob Portman,Male,White,25-29,Republican,Moderate,"$100,000-$199,999",College graduate,No,,Yes,,,,,Unfavorable,Unfavorable,,,,,,,,,,,,The economy,,,,Somewhat disapprove,,Can bring needed change,,,,,,In September,,,,White men,Married men,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,No,,Neither,,,,,,Disapprove,,Conservative Republicans,Mod./Liberal Republicans,,,,,,,Republican Senate - did not vote Trump,,Before that,Before that,,,,,National questionnaire,Suburbs,Suburbs,15.0,Midwest,Version 1,Columbus Area
175590.0,Ohio,97.0,Call 1,Complete,Election day exit poll,0.462584644556046,Other,Rob Portman,Male,White,50-59,Independent,Conservative,,Postgraduate study,No,,No,,No,,I dislike the other candidates,,,,,,"Dissatisfied, but not angry",,,Went too far,No,Omit,,,The economy,Better today,,Good,,,Omit,,,,No,No,,,,No,White men,Non married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,,,,,,"Dissatisfied, but not angry or Angry",Omit,Excellent or good,,Men without children,Moderate/Liberal Republicans,Conservative Independents,,,,,,,Republican Senate - did not vote Trump,Neither,,,,,,,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 2,North
107872.0,Ohio,,,Complete,Telephone survey,0.161966666579247,Other,Rob Portman,Male,White,65 or over,Republican,Moderate,"$50,000-$99,999",Postgraduate study,No,,,,,A lot,,Unfavorable,Unfavorable,Favorable,,,,,,,,,,,The economy,,,,Strongly disapprove,,Has good judgment,Yes,No,,,,In September,,A lot,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,No,A lot or some,Neither,,,,,,Disapprove,,Conservative Republicans,Mod./Liberal Republicans,Only Hillary Clinton,,,,,,Republican Senate - did not vote Trump,,Before that,Before that,A lot or some,,,,State questionnaire,Suburbs,Suburbs,16.0,Midwest,Version 1,Cleveland Area
217279.0,Ohio,61.0,Call 3,Complete,Election day exit poll,0.436766654253006,Other,Rob Portman,Female,White,30-39,Republican,Conservative,"$50,000-$99,999",Postgraduate study,No,,,,,A lot,,Unfavorable,Unfavorable,Favorable,,,,,,,,,,,Terrorism,,,,Somewhat approve,,Has good judgment,Yes,No,,,,In the last week,,A lot,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,No,A lot or some,Neither,,,,,,Approve,,Independent/Something else,Conservative Republicans,Only Hillary Clinton,,,,,,Republican Senate - did not vote Trump,,In the last month,In the last week,A lot or some,,,,State questionnaire,Suburbs,Suburbs,12.0,Midwest,Version 1,Columbus Area
194339.0,Ohio,135.0,Call 2,Not complete,Election day exit poll,0.372829407453537,Other,Rob Portman,Male,Hispanic/Latino,25-29,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latino men,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,,,,,,,,,,,,,,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,,,,,,,,,,,,,,,,,,Republican Senate - did not vote Trump,,,,,All others,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",13.0,Midwest,Version 5,North
174845.0,Ohio,114.0,Call 1,Complete,Election day exit poll,0.424127161502838,Other,Rob Portman,Male,White,65 or over,Independent,Conservative,"$50,000-$99,999",Postgraduate study,No,,,,,A lot,,Unfavorable,Unfavorable,Favorable,,,,,,,,,,,Foreign policy,,,,Strongly disapprove,,Has good judgment,No,No,,,,In October,,A lot,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,No,A lot or some,Neither,,,,,,Disapprove,,Moderate/Liberal Republicans,Conservative Independents,Neither,,,,,,Republican Senate - did not vote Trump,,In the last month,Before that,A lot or some,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",10.0,Midwest,Version 1,Cinc/Dayton Area
213645.0,Ohio,141.0,Call 3,Complete,Election day exit poll,0.356851011514664,Other,Rob Portman,Male,White,50-59,Republican,Conservative,"$250,000 or more",Postgraduate study,No,,,,,A lot,,Unfavorable,Unfavorable,Unfavorable,,,,,,,,,,,Omit,,,,Strongly disapprove,,Has the right experience,No,No,,,,In the last few days,,A lot,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,No,A lot or some,Neither,,,,,,Disapprove,,Independent/Something else,Conservative Republicans,Neither,,,,,,Republican Senate - did not vote Trump,,In the last month,In the last week,A lot or some,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",11.0,Midwest,Version 1,North
174260.0,Ohio,20.0,Call 1,Complete,Election day exit poll,0.711128294467926,Other,Rob Portman,Male,Black,30-39,Independent,Conservative,"$50,000-$99,999",College graduate,No,,,,,A lot,,Unfavorable,Unfavorable,Favorable,,,,,,,,,,,Omit,,,,Somewhat approve,,Has good judgment,No,No,,,,In September,,Some,,Black men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Independent/Something else,Black non-Democrat,Black Independent,Independent men,All others,Black,Black,Non-white,Black,Other,No,A lot or some,Neither,,,,,,Approve,,Moderate/Liberal Republicans,Conservative Independents,Neither,,,,,,Republican Senate - did not vote Trump,,Before that,Before that,A lot or some,,,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,Ohio Valley + West
174213.0,Ohio,73.0,Call 1,Not complete,Election day exit poll,0.451361805200577,Other,Rob Portman,Female,White,45-49,,,,,No,Yes,,,,,,,,,,"Yes, for Donald Trump",,,,,,,,,,,Better than life today,,,,,,,,,,,Takes away U.S. jobs,,,White women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,,,,,,,,,,,,,,White,White,White,White,Other,,,,Not contacted by Hillary Clinton,Contacted by Donald Trump,,,,,,,,,,,,,,Republican Senate - did not vote Trump,,,,,White Born-again/Evangelical Christians,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 3,Cinc/Dayton Area
174178.0,Ohio,20.0,Call 1,Complete,Election day exit poll,0.534642279148102,Other,Rob Portman,Female,White,40-44,Republican,Conservative,,College graduate,No,,Yes,,Yes,,I strongly favor my candidate,,,,,,Angry,,,Went too far,No,No,,,Terrorism,Worse today,,Not so good,,,Has good judgment,,,,No,No,,,,No,White women,Married women,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,,,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Women with children,Independent/Something else,Conservative Republicans,,,,,,,Republican Senate - did not vote Trump,Neither,,,,,,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 2,Ohio Valley + West
173948.0,Ohio,10.0,Call 1,Complete,Election day exit poll,0.337016820907593,Other,Rob Portman,Female,White,30-39,Something else,Moderate,"$50,000-$99,999",High school or less,No,,,,,,I dislike the other candidates,,,,,,"Satisfied, but not enthusiastic",,,,No,No,,,Foreign policy,,,Good,,,Has the right experience,,,,No,Yes,,,,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White women non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,No,,,,,"Enthusiastic or satisfied, but not enthusiastic",Neither,Excellent or good,,,Moderate/Liberal Republicans,Moderate Independents,,,,,,,Republican Senate - did not vote Trump,Only Donald Trump,,,,,,,National questionnaire,Suburbs,Suburbs,8.0,Midwest,Version 2,Cinc/Dayton Area
211509.0,Ohio,18.0,Call 3,Complete,Election day exit poll,0.553078234195709,Other,Rob Portman,Female,White,30-39,Republican,Moderate,"$100,000-$199,999",Postgraduate study,No,,Yes,,,,,Unfavorable,Unfavorable,,,,,,,,,,,,Terrorism,,,,Somewhat approve,,Can bring needed change,,,,,,In the last few days,,,,White women,Married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,No,,Neither,,,,,,Approve,,Conservative Republicans,Mod./Liberal Republicans,,,,,,,Republican Senate - did not vote Trump,,In the last month,In the last week,,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,Midwest,Version 1,Ohio Valley + West
