ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSMO16,SENMO16,GOVMO16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,MARRIED,@2WAYPRES16,BRNAGAIN,DESCRIBP12,FAIRJUSTICE,FAVHCLIN16,FAVTRUMP,GOVTANGR16,CLINHONEST,TRUMPHONEST,IMMDEPORT,ISSUE16,LIFE,NEC,OBAMA4,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,TEMPCLINTON,TEMPTRUMP,TIME16,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,FAVPRES16,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,SPLITTICKET,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,WHTEVANG,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,ZIPCODE
202376.0,Missouri,157.0,Call 2,Complete,Election day exit poll,0.775004386901855,Donald Trump,Roy Blunt,Eric Greitens,Male,White,50-59,Republican,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,,Yes,,,Unfavorable,Favorable,,,,,The economy,Worse than life today,,Strongly disapprove,Can bring needed change,No,Yes,,,,Before that,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,Yes,Only Donald Trump,,,,Disapprove,Conservative Republicans,Mod./Liberal Republicans,Only Donald Trump,Republican Senate - Voted Trump,,Before that,Before that,White Born-again/Evangelical Christians,State questionnaire,Rural,Small Cities/Rural,8.0,Midwest,Version 1,5.0,63660.0
202375.0,Missouri,46.0,Call 2,Complete,Election day exit poll,0.877579391002655,Hillary Clinton,Jason Kander,Chris Koster,Female,White,65 or over,Democrat,Moderate,,Some college/assoc. degree,No,,,Yes,,,Favorable,Unfavorable,,,,,The economy,About the same,,Strongly approve,Omit,Yes,No,,,,In October,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,,In the last month,Before that,White Born-again/Evangelical Christians,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 1,3.0,64055.0
202374.0,Missouri,38.0,Call 2,Complete,Election day exit poll,0.887297093868256,Donald Trump,Roy Blunt,Chris Koster,Female,White,40-44,Republican,Conservative,,High school or less,No,Yes,Donald Trump,,I strongly favor my candidate,Omit,,,"Dissatisfied, but not angry",No,Yes,Deported to the country they came from,,,Not so good,,,,,Minorities are favored over whites,No,Yes,,White women,Married women,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",7.0,Midwest,Version 2,5.0,65803.0
202373.0,Missouri,106.0,Call 2,Complete,Election day exit poll,0.621372818946838,Hillary Clinton,,,Female,White,18-24,Independent,Liberal,,Some college/assoc. degree,No,No,Hillary Clinton,,I strongly favor my candidate,Treats blacks unfairly,,,"Dissatisfied, but not angry",Yes,No,Offered a chance to apply for legal status,,,Good,,,,,Whites are favored over minorities,Yes,No,,White women,Non married women,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,,,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,Excellent or good,,Moderate/Liberal Republicans,Liberal Independents,,,Only Hillary Clinton,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,2.0,63385.0
182125.0,Missouri,150.0,Call 1,Complete,Election day exit poll,0.723845183849335,Hillary Clinton,Jason Kander,Chris Koster,Female,White,30-39,Democrat,Liberal,,Some college/assoc. degree,No,Yes,Hillary Clinton,,I like my candidate but with reservations,Treats all people fairly,,,"Dissatisfied, but not angry",Yes,No,Deported to the country they came from,,,Not so good,,,,,No group is favored,Yes,No,,White women,Married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,Not so good or poor,,Liberal Democrats,Liberal Democrats,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 2,4.0,65349.0
198320.0,Missouri,4.0,Call 2,Complete,Election day exit poll,1.07618236541748,Donald Trump,Roy Blunt,Eric Greitens,Female,White,30-39,Republican,Conservative,,High school or less,No,Yes,Donald Trump,,I strongly favor my candidate,Treats all people fairly,,,"Dissatisfied, but not angry",No,Yes,Deported to the country they came from,,,Poor,,,,,No group is favored,No,Yes,,White women,Married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 2,5.0,64779.0
182116.0,Missouri,46.0,Call 1,Complete,Election day exit poll,0.886419117450714,Hillary Clinton,Jason Kander,Chris Koster,Female,Black,65 or over,Democrat,Liberal,,Postgraduate study,No,No,Hillary Clinton,,I strongly favor my candidate,Treats blacks unfairly,,,"Dissatisfied, but not angry",Yes,No,Offered a chance to apply for legal status,,,Not so good,,,,,Whites are favored over minorities,Yes,No,,Black women,Non married women,65+,60+,45+,50+,60+,65+,45+,65+,Black 60+,Black 60+,Black 65+,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,,,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,Not so good or poor,,Liberal Democrats,Liberal Democrats,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 2,3.0,64055.0
206408.0,Missouri,137.0,Call 2,Complete,Election day exit poll,1.07908833026886,Hillary Clinton,Jason Kander,Chris Koster,Female,Black,30-39,Something else,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,No,,,,,Unfavorable,Unfavorable,,,,,The economy,,,Somewhat disapprove,Can bring needed change,,,,,,Before that,Black women,Non married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Independent/Something else,Black non-Democrat,Black Independent,Independent women,All others,Black,Black,Non-white,Black,Other,No,Neither,,,,Disapprove,Moderate/Liberal Republicans,Moderate Independents,,Democratic Senate - voted Clinton,,Before that,Before that,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 1,1.0,63133.0
218671.0,Missouri,117.0,Call 3,Complete,Election day exit poll,1.03357326984406,Hillary Clinton,Jason Kander,Chris Koster,Male,White,65 or over,Democrat,Liberal,,Postgraduate study,No,,,,,,,,,,,,,,,,,,,,,,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,,,,,,,Liberal Democrats,Liberal Democrats,,Democratic Senate - voted Clinton,,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,Midwest,Version 4,1.0,63144.0
202357.0,Missouri,79.0,Call 2,Complete,Election day exit poll,1.38971352577209,Hillary Clinton,Jason Kander,Chris Koster,Female,,65 or over,,Conservative,"Under $30,000",High school or less,No,,,Yes,,,Favorable,Favorable,,,,,The economy,Better than life today,,Strongly approve,Cares about people like me,Yes,No,,,,In the last few days,,,65+,60+,45+,50+,60+,65+,45+,65+,,,,No college degree,High school graduate or less,,,Less than 100k,Less than 50k,Less than 50 thousand,,,,,,,,,,,Other,,Both,,,,Approve,,,Only Hillary Clinton,Democratic Senate - voted Clinton,,In the last month,In the last week,All others,State questionnaire,Rural,Small Cities/Rural,6.0,Midwest,Version 1,4.0,63448.0
218550.0,Missouri,21.0,Call 3,Complete,Election day exit poll,0.575506865978241,Hillary Clinton,Jason Kander,Chris Koster,Female,Hispanic/Latino,25-29,Democrat,Liberal,"$50,000-$99,999",College graduate,Yes,,,No,,,Favorable,Unfavorable,,,,,Terrorism,Better than life today,,Somewhat approve,Has good judgment,Yes,No,,,,In October,Latino women,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,Only Hillary Clinton,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,,In the last month,Before that,All others,State questionnaire,Suburbs,Suburbs,6.0,Midwest,Version 1,3.0,64068.0
222203.0,Missouri,101.0,Call 3,Complete,Election day exit poll,0.719611704349518,Donald Trump,Jason Kander,Chris Koster,Female,Asian,50-59,,,"$30,000-$49,999",College graduate,No,,,,I like my candidate but with reservations,,,,Omit,Yes,Yes,,Terrorism,,Not so good,,Cares about people like me,,,,Omit,Yes,,All other races,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",,,,,,Asian,Other,Non-white,Asian,Other,No,,Omit,Both,Not so good or poor,,,,,Democratic Senate - did not vote Clinton,Only Donald Trump,,,,National questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,2.0,63376.0
217520.0,Missouri,70.0,Call 3,Complete,Election day exit poll,0.881947696208954,Hillary Clinton,Jason Kander,Chris Koster,Male,White,30-39,Democrat,Moderate,"$100,000-$199,999",College graduate,No,,,No,,,Favorable,Unfavorable,,,,,The economy,Better than life today,,Strongly approve,Has the right experience,Yes,No,,,,Before that,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,White suburban men,No,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,,Before that,Before that,All others,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,2.0,63010.0
214494.0,Missouri,104.0,Call 3,Complete,Election day exit poll,0.994783878326416,Donald Trump,Roy Blunt,Eric Greitens,Female,White,65 or over,Republican,Moderate,"$200.000-$249,999",Some college/assoc. degree,No,,,Yes,,,Unfavorable,Favorable,,,,,Immigration,Worse than life today,,Strongly disapprove,Can bring needed change,No,Yes,,,,Before that,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,No,Only Donald Trump,,,,Disapprove,Conservative Republicans,Mod./Liberal Republicans,Only Donald Trump,Republican Senate - Voted Trump,,Before that,Before that,White Born-again/Evangelical Christians,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,2.0,63367.0
182099.0,Missouri,94.0,Call 1,Complete,Election day exit poll,0.407657712697983,Gary Johnson,Jason Kander,Eric Greitens,Female,White,45-49,Republican,Moderate,,Postgraduate study,No,No,Omit,,I strongly favor my candidate,Omit,,,"Dissatisfied, but not angry",No,No,Offered a chance to apply for legal status,,,Not so good,,,,,No group is favored,Yes,No,,White women,Non married women,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Conservative Republicans,Mod./Liberal Republicans,,Democratic Senate - did not vote Clinton,Only Hillary Clinton,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",6.0,Midwest,Version 2,3.0,64154.0
222588.0,Missouri,106.0,Call 3,Complete,Election day exit poll,0.726389467716217,Hillary Clinton,Jason Kander,Chris Koster,Female,White,30-39,Democrat,Liberal,,Postgraduate study,No,,,No,,,Favorable,Unfavorable,,,,,The economy,Better than life today,,Somewhat approve,Can bring needed change,Yes,No,,,,Before that,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,No,Only Hillary Clinton,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,,Before that,Before that,All others,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,2.0,63385.0
217758.0,Missouri,108.0,Call 3,Complete,Election day exit poll,0.958414852619171,Donald Trump,Roy Blunt,Eric Greitens,Male,White,45-49,Republican,Conservative,,Postgraduate study,No,Yes,Donald Trump,,I dislike the other candidates,Treats all people fairly,,,"Dissatisfied, but not angry",No,No,Offered a chance to apply for legal status,,,Good,,,,,No group is favored,No,No,,White men,Married men,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,,,"Dissatisfied, but not angry or Angry",Neither,Excellent or good,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Neither,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,Midwest,Version 2,1.0,63122.0
182718.0,Missouri,101.0,Call 1,Complete,Election day exit poll,1.31909799575806,Donald Trump,Roy Blunt,Eric Greitens,Female,Black,65 or over,Independent,Moderate,,College graduate,No,,,,,,,,,,,,,,,,,,,,,,,Black women,,65+,60+,45+,50+,60+,65+,45+,65+,Black 60+,Black 60+,Black 65+,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Independent/Something else,Black non-Democrat,Black Independent,Independent women,All others,Black,Black,Non-white,Black,Other,,,,,,,Moderate/Liberal Republicans,Moderate Independents,,Republican Senate - Voted Trump,,,,,National questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 4,2.0,63376.0
202334.0,Missouri,157.0,Call 2,Complete,Election day exit poll,0.874986290931702,Donald Trump,Roy Blunt,Eric Greitens,Female,White,25-29,Republican,Conservative,,High school or less,No,No,Donald Trump,,I like my candidate but with reservations,Treats all people fairly,,,"Dissatisfied, but not angry",No,Yes,Offered a chance to apply for legal status,,,Not so good,,,,,No group is favored,No,Yes,,White women,Non married women,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,Rural,Small Cities/Rural,8.0,Midwest,Version 2,5.0,63660.0
203636.0,Missouri,101.0,Call 2,Complete,Election day exit poll,0.594318628311157,Hillary Clinton,Jason Kander,Chris Koster,Female,White,45-49,Democrat,Moderate,"$100,000-$199,999",College graduate,No,Yes,,,,,Favorable,Unfavorable,,,,,Terrorism,,,Strongly approve,Has the right experience,,,,,,Before that,White women,Married women,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,No,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Democratic Senate - voted Clinton,,Before that,Before that,,National questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,2.0,63376.0
