ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSNM16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,MARRIED,@2WAYPRES16,CLINTONEMAIL,DESCRIBP12,FAVHCLIN16,FAVTRUMP,FAVJOHNSON,GOVTANGR16,HANDLEECON16,HANDLEFP16,CLINHONEST,TRUMPHONEST,IMMBETTER,IMMDEPORT,IMMWALL,ISSUE16,LIFE,NEC,OBAMA4,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,TEMPCLINTON,TEMPTRUMP,TIME16,TRUMPWOMEN,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,CLINTONEMAILB,FAVPRES16,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPWOMENB,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,SPANISHQ,ZIPCODE
187050.0, New Mexico,51.0,Call 1,Complete,Election day exit poll,0.395346760749817,Gary Johnson,Male,Black,25-29,Something else,Conservative,,College graduate,No,,Would not have voted,A lot,I strongly favor my candidate,,,,Angry,,,No,No,Help the country,Offered a chance to apply for legal status,,,,Poor,,,,,No group is favored,No,No,,A lot,Black men,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Black 18-29,Black 18-29,Black 18-29,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Independent/Something else,Black non-Democrat,Black Independent,Independent men,All others,Black,Black,Non-white,Black,Other,,A lot or some,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Conservative Independents,,Neither,,,A lot or some,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 2,4.0,English,88030.0
102009.0, New Mexico,,,Complete,Telephone survey,0.0673738867044449,Gary Johnson,Female,,,Independent,Moderate,,Some college/assoc. degree,No,,,,,Unfavorable,Unfavorable,Favorable,,Omit,Hillary Clinton,,,,,Oppose,The economy,Worse than life today,,Omit,Has good judgment,No,No,,,,Before that,,,,,,,,,,,,,,,No college degree,More than High school graduate,,,,,,,Independent/Something else,,,Independent women,,,,,,Other,,,Neither,,,,Omit,Moderate/Liberal Republicans,Moderate Independents,Neither,,Before that,Before that,,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,3.0,English,87109.0
102003.0, New Mexico,,,Complete,Telephone survey,0.734712541103363,Gary Johnson,Female,White,65 or over,Republican,Conservative,"$30,000-$49,999",High school or less,No,,,,,Unfavorable,Favorable,Favorable,,Omit,Donald Trump,,,,,Support,Terrorism,Omit,,Strongly disapprove,Omit,No,No,,,,In October,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,Yes,,Only Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Neither,,In the last month,Before that,,State questionnaire,Suburbs,Suburbs,2.0,West,Version 1,3.0,English,87002.0
101985.0, New Mexico,,,Complete,Telephone survey,5.98220634460449,Gary Johnson,Male,White,18-24,Independent,Moderate,"$30,000-$49,999",High school or less,No,,,,,Unfavorable,Unfavorable,Favorable,,Hillary Clinton,Hillary Clinton,,,,,Oppose,The economy,About the same,,Strongly approve,Cares about people like me,No,No,,,,Before that,,White men,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,Yes,,Neither,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,Neither,,Before that,Before that,,State questionnaire,Suburbs,Suburbs,3.0,West,Version 1,2.0,English,87015.0
101982.0, New Mexico,,,Complete,Telephone survey,1.54654324054718,Gary Johnson,Male,Hispanic/Latino,50-59,Independent,Moderate,"$50,000-$99,999",Some college/assoc. degree,Yes,,,,,Unfavorable,Unfavorable,Favorable,,Donald Trump,Donald Trump,,,,,Support,The economy,Better than life today,,Strongly disapprove,Has the right experience,No,No,,,,Before that,,Latino men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,Latino 45-59,Latino 45-64,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Neither,,,,Disapprove,Moderate/Liberal Republicans,Moderate Independents,Neither,,Before that,Before that,,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 1,1.0,English,88201.0
101976.0, New Mexico,,,Complete,Telephone survey,1.21863985061646,Gary Johnson,Male,White,65 or over,Something else,Liberal,"$100,000-$199,999",Postgraduate study,No,,,,,Favorable,Unfavorable,Favorable,,Omit,Hillary Clinton,,,,,Oppose,The economy,Better than life today,,Strongly approve,Has good judgment,Yes,No,,,,In October,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,No,,Only Hillary Clinton,,,,Approve,Moderate/Liberal Republicans,Liberal Independents,Only Hillary Clinton,,In the last month,Before that,,State questionnaire,Suburbs,Suburbs,1.0,West,Version 1,3.0,English,87031.0
101965.0, New Mexico,,,Complete,Telephone survey,0.500726521015167,Gary Johnson,Female,White,,Republican,Conservative,"$50,000-$99,999",Some college/assoc. degree,No,,,,,Unfavorable,Favorable,Favorable,,Donald Trump,Donald Trump,,,,,Support,Terrorism,Worse than life today,,Strongly disapprove,Can bring needed change,No,Yes,,,,Before that,,White women,,,,,,,,,,,,,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,No,,Only Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,,Before that,Before that,,State questionnaire,Suburbs,Suburbs,3.0,West,Version 1,3.0,English,87124.0
101958.0, New Mexico,,,Complete,Telephone survey,0.734712541103363,Gary Johnson,Female,White,65 or over,Republican,Conservative,"$100,000-$199,999",College graduate,No,,,,,Unfavorable,Unfavorable,Favorable,,Omit,Omit,,,,,Oppose,The economy,About the same,,Strongly disapprove,Has good judgment,No,No,,,,Before that,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,No,,Neither,,,,Disapprove,Independent/Something else,Conservative Republicans,Neither,,Before that,Before that,,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,3.0,English,87114.0
101948.0, New Mexico,,,Complete,Telephone survey,0.734712541103363,Gary Johnson,Female,White,65 or over,Something else,Liberal,"$50,000-$99,999",College graduate,No,,,,,Unfavorable,Unfavorable,Favorable,,Omit,Omit,,,,,Oppose,The economy,About the same,,Strongly approve,Omit,No,No,,,,Before that,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,No,,Neither,,,,Approve,Moderate/Liberal Republicans,Liberal Independents,Neither,,Before that,Before that,,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,3.0,English,87108.0
101945.0, New Mexico,,,Complete,Telephone survey,6.62269020080566,Gary Johnson,Female,Other,30-39,Democrat,Moderate,"Under $30,000",Some college/assoc. degree,No,,,,,Unfavorable,Unfavorable,Favorable,,Donald Trump,Hillary Clinton,,,,,Oppose,Terrorism,About the same,,Strongly approve,Has good judgment,Yes,No,,,,Before that,,All other races,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,All others,All others,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Non-black Democrat,All Other,Democratic women,Non-White Democrats,American Indian,Other,Non-white,American Indian,Other,No,,Neither,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,Before that,Before that,,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 1,1.0,English,88340.0
101936.0, New Mexico,,,Complete,Telephone survey,0.678129374980927,Gary Johnson,Male,White,65 or over,Republican,Conservative,"$100,000-$199,999",Some college/assoc. degree,No,,,,,Unfavorable,Unfavorable,Favorable,,Omit,Donald Trump,,,,,Oppose,Terrorism,Worse than life today,,Strongly disapprove,Has good judgment,No,No,,,,In October,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White men non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,No,,Neither,,,,Disapprove,Independent/Something else,Conservative Republicans,Neither,,In the last month,Before that,,State questionnaire,Rural,Small Cities/Rural,3.0,West,Version 1,2.0,English,87552.0
101932.0, New Mexico,,,Complete,Telephone survey,0.223779931664467,Gary Johnson,Female,Other,65 or over,Independent,Moderate,,Postgraduate study,No,,,,,Unfavorable,Unfavorable,Omit,,Donald Trump,Omit,,,,,Oppose,The economy,About the same,,Somewhat disapprove,Can bring needed change,No,No,,,,Omit,,All other races,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,All Other,Independent women,All others,Other,Other,Non-white,Other,Other,No,,Neither,,,,Disapprove,Moderate/Liberal Republicans,Moderate Independents,Neither,,Omit,Omit,,State questionnaire,"Cities over 500,000","Cities over 50,000",3.0,West,Version 1,3.0,English,87114.0
101918.0, New Mexico,,,Complete,Telephone survey,3.61773180961609,Gary Johnson,Male,White,30-39,Something else,Moderate,"$50,000-$99,999",College graduate,No,,,,,Unfavorable,Unfavorable,Favorable,,Donald Trump,Hillary Clinton,,,,,Oppose,The economy,About the same,,Somewhat approve,Has good judgment,Yes,No,,,,In October,,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,No,,Neither,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,Only Hillary Clinton,,In the last month,Before that,,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,3.0,English,87106.0
186911.0, New Mexico,79.0,Call 1,Complete,Election day exit poll,0.27120703458786,Gary Johnson,Male,Hispanic/Latino,60-64,Something else,Conservative,"$50,000-$99,999",College graduate,Yes,,,,,Unfavorable,Unfavorable,Favorable,,Omit,Omit,,,,,Oppose,Foreign policy,Worse than life today,,Strongly disapprove,Has good judgment,No,No,,,,Before that,,Latino men,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,Latino 60+,Latino 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,All others,Other,Other,Non-white,Hispanic/Latino,Other,No,,Neither,,,,Disapprove,Moderate/Liberal Republicans,Conservative Independents,Neither,,Before that,Before that,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,West,Version 1,2.0,English,87507.0
223344.0, New Mexico,2.0,Call 3,Complete,Election day exit poll,0.681665599346161,Gary Johnson,Male,Hispanic/Latino,30-39,Independent,Conservative,"Under $30,000",Some college/assoc. degree,Yes,,,,,Unfavorable,Unfavorable,Favorable,,Omit,Omit,,,,,Oppose,The economy,Worse than life today,,Strongly disapprove,Omit,No,No,,,,Before that,,Latino men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Neither,,,,Disapprove,Moderate/Liberal Republicans,Conservative Independents,Neither,,Before that,Before that,,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,3.0,English,87120.0
102278.0, New Mexico,,,Complete,Telephone survey,1.65954172611237,Gary Johnson,Male,Hispanic/Latino,30-39,Independent,Conservative,,Some college/assoc. degree,Yes,No,Hillary Clinton,Not much,I strongly favor my candidate,,,,"Satisfied, but not enthusiastic",,,No,No,Help the country,Offered a chance to apply for legal status,,,,Not so good,,,,,Whites are favored over minorities,Yes,No,,A lot,Latino men,Non married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,All others,,Other,Non-white,Hispanic/Latino,Other,,Not much or not at all,,"Enthusiastic or satisfied, but not enthusiastic",Neither,Not so good or poor,,Moderate/Liberal Republicans,Conservative Independents,,Only Hillary Clinton,,,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",2.0,West,Version 2,3.0,English,87121.0
223441.0, New Mexico,2.0,Call 3,Complete,Election day exit poll,0.606963515281677,Gary Johnson,Female,Hispanic/Latino,18-24,Independent,Liberal,,High school or less,No,No,Would not have voted,Some,I strongly favor my candidate,,,,"Dissatisfied, but not angry",,,Yes,Yes,Help the country,Offered a chance to apply for legal status,,,,Not so good,,,,,Whites are favored over minorities,Yes,No,,A lot,Latino women,Non married women,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,A lot or some,,"Dissatisfied, but not angry or Angry",Both,Not so good or poor,,Moderate/Liberal Republicans,Liberal Independents,,Only Hillary Clinton,,,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 2,3.0,English,87120.0
223312.0, New Mexico,39.0,Call 3,Complete,Election day exit poll,0.583548545837402,Gary Johnson,Male,Hispanic/Latino,30-39,,Liberal,"$30,000-$49,999",High school or less,Yes,,,,,Favorable,Unfavorable,Favorable,,Hillary Clinton,Hillary Clinton,,,,,Oppose,The economy,Better than life today,,Strongly disapprove,Cares about people like me,Yes,No,,,,In the last few days,,Latino men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,No college degree,High school graduate or less,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",,,,,,Other,Other,Non-white,Hispanic/Latino,Other,No,,Only Hillary Clinton,,,,Disapprove,,,Only Hillary Clinton,,In the last month,In the last week,,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 1,4.0,English,88061.0
186830.0, New Mexico,57.0,Call 1,Complete,Election day exit poll,0.300563961267471,Gary Johnson,Female,Hispanic/Latino,18-24,Democrat,Liberal,"Under $30,000",Some college/assoc. degree,Yes,,,,,Favorable,Favorable,Favorable,,Hillary Clinton,Hillary Clinton,,,,,Oppose,The economy,About the same,,Strongly approve,Has good judgment,Yes,No,,,,In October,,Latino women,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Both,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,,In the last month,Before that,,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 1,1.0,English,88130.0
186753.0, New Mexico,37.0,Call 1,Complete,Election day exit poll,0.180244743824005,Gary Johnson,Male,White,40-44,Independent,Moderate,,Some college/assoc. degree,No,No,Would not have voted,A lot,I like my candidate but with reservations,,,,Angry,,,No,No,Help the country,Deported to the country they came from,,,,Poor,,,,,No group is favored,No,No,,Some,White men,Non married men,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,A lot or some,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,Neither,,,A lot or some,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 2,1.0,English,88220.0
102321.0, New Mexico,,,Complete,Telephone survey,0.55853009223938,Gary Johnson,Male,White,65 or over,Republican,Moderate,,Postgraduate study,No,Yes,Would not have voted,A lot,I dislike the other candidates,,,,Angry,,,No,No,Help the country,Offered a chance to apply for legal status,,,,Poor,,,,,No group is favored,No,No,,A lot,White men,Married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,,A lot or some,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Conservative Republicans,Mod./Liberal Republicans,,Neither,,,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 2,3.0,English,87109.0
186723.0, New Mexico,37.0,Call 1,Complete,Election day exit poll,0.185296580195427,Gary Johnson,Male,Hispanic/Latino,25-29,Republican,Liberal,"$50,000-$99,999",College graduate,Yes,,,,,Unfavorable,Unfavorable,Favorable,,Donald Trump,Hillary Clinton,,,,,Support,Terrorism,About the same,,Somewhat approve,Can bring needed change,No,No,,,,In October,,Latino men,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Republican,Non-black non-Democrat,All Republicans,Republican men,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Neither,,,,Approve,Conservative Republicans,Mod./Liberal Republicans,Neither,,In the last month,Before that,,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 1,1.0,English,88220.0
222657.0, New Mexico,37.0,Call 3,Complete,Election day exit poll,0.15659362077713,Gary Johnson,Male,Black,50-59,Democrat,Liberal,"Under $30,000",Some college/assoc. degree,No,,,,,Unfavorable,Unfavorable,Favorable,,Donald Trump,Donald Trump,,,,,Oppose,Immigration,Worse than life today,,Somewhat disapprove,Can bring needed change,No,No,,,,Before that,,Black men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Black 45-59,Black 45-59,Black 45-64,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic men,Non-White Democrats,Black,Black,Non-white,Black,Other,No,,Neither,,,,Disapprove,Liberal Democrats,Liberal Democrats,Neither,,Before that,Before that,,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 1,1.0,English,88220.0
186692.0, New Mexico,57.0,Call 1,Complete,Election day exit poll,0.300563961267471,Gary Johnson,Female,White,18-24,Republican,Conservative,"$50,000-$99,999",Some college/assoc. degree,No,,,,,Favorable,Unfavorable,Favorable,,Hillary Clinton,Hillary Clinton,,,,,Oppose,Immigration,Worse than life today,,Somewhat approve,Can bring needed change,Yes,No,,,,In the last few days,,White women,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,No,,Only Hillary Clinton,,,,Approve,Independent/Something else,Conservative Republicans,Only Hillary Clinton,,In the last month,In the last week,,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 1,1.0,English,88130.0
186690.0, New Mexico,77.0,Call 1,Complete,Election day exit poll,0.632816433906555,Gary Johnson,Male,Hispanic/Latino,40-44,Democrat,Moderate,,Some college/assoc. degree,Yes,Yes,Would not have voted,A lot,I strongly favor my candidate,,,,Angry,,,No,No,Help the country,Offered a chance to apply for legal status,,,,Poor,,,,,Whites are favored over minorities,No,No,,Some,Latino men,Married men,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,A lot or some,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Neither,,,A lot or some,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,West,Version 2,2.0,English,87506.0
222322.0, New Mexico,72.0,Call 3,Complete,Election day exit poll,0.39401775598526,Gary Johnson,Male,White,40-44,Republican,Moderate,,Some college/assoc. degree,No,No,Donald Trump,A lot,I strongly favor my candidate,,,,"Dissatisfied, but not angry",,,No,Yes,Hurt the country,Offered a chance to apply for legal status,,,,Poor,,,,,No group is favored,No,No,,Some,White men,Non married men,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,,A lot or some,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Conservative Republicans,Mod./Liberal Republicans,,Neither,,,A lot or some,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,West,Version 2,2.0,English,87501.0
186679.0, New Mexico,37.0,Call 1,Complete,Election day exit poll,0.185296580195427,Gary Johnson,Male,Hispanic/Latino,18-24,Democrat,Liberal,"$30,000-$49,999",Some college/assoc. degree,Yes,,,,,Unfavorable,Unfavorable,Favorable,,Omit,Omit,,,,,Oppose,Terrorism,Better than life today,,Strongly approve,Has good judgment,No,No,,,,In the last few days,,Latino men,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic men,Non-White Democrats,White,Other,Non-white,Hispanic/Latino,Other,No,,Neither,,,,Approve,Liberal Democrats,Liberal Democrats,Neither,,In the last month,In the last week,,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 1,1.0,English,88220.0
206914.0, New Mexico,57.0,Call 2,Complete,Election day exit poll,0.300563961267471,Gary Johnson,Female,White,18-24,Independent,Moderate,"Under $30,000",Some college/assoc. degree,No,,,,,Unfavorable,Unfavorable,Favorable,,Donald Trump,Donald Trump,,,,,Oppose,The economy,Worse than life today,,Strongly approve,Cares about people like me,No,No,,,,In October,,White women,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,Yes,,Neither,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,Neither,,In the last month,Before that,,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 1,1.0,English,88130.0
186645.0, New Mexico,77.0,Call 1,Complete,Election day exit poll,0.632816433906555,Gary Johnson,Male,White,30-39,Independent,Moderate,"$100,000-$199,999",College graduate,No,,,,,Unfavorable,Unfavorable,Favorable,,Omit,Omit,,,,,Oppose,The economy,About the same,,Somewhat approve,Has good judgment,Yes,Yes,,,,Before that,,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,No,,Neither,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,Both,,Before that,Before that,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,West,Version 1,2.0,English,87506.0
186623.0, New Mexico,51.0,Call 1,Complete,Election day exit poll,0.523732960224152,Gary Johnson,Male,Hispanic/Latino,40-44,Independent,Moderate,,College graduate,Yes,Yes,Would not have voted,A lot,I dislike the other candidates,,,,"Dissatisfied, but not angry",,,No,No,Hurt the country,Offered a chance to apply for legal status,,,,Not so good,,,,,Whites are favored over minorities,No,No,,A lot,Latino men,Married men,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,A lot or some,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,Neither,,,A lot or some,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 2,4.0,English,88030.0
