ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSIL16,SENIL16,HOUIL16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,BRNAGAIN,MARRIED,@2WAYPRES16,ATTEND16,BORNCITIZEN,BREAK12,CHIEF16,CLINTONEMAIL,COUNTACC,DESCRIBP12,FAIRJUSTICE,FAVDEM2,FAVREP2,FAVHCLIN16,FAVTRUMP,FINSIT,FTVOTER,GOVTANGR16,GOVTDO10,HANDLEECON16,HANDLEFP16,HEALTHCARE16,CLINHONEST,TRUMPHONEST,IMMDEPORT,IMMWALL,ISIS16,ISSUE16,LGBT,LIFE,NEC,OBAMA4,OBAMAPLCY16,QLT16,QUALCLINTON,QUALTRUMP,RELIGN10,SUPREME16,TEMPCLINTON,TEMPTRUMP,TIME16,TRACK,TRADE16,TRUMPWOMEN,UNIONHH12,VETVOTER,CLINTONWINGEN,TRUMPWINGEN,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,ATTEND16B,ATTREL,BREAK12A,BREAK12B,CLINTONEMAILB,COUNT2,FAVPRES16,GOVTANGR16B,HONEST16,ISIS16B,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,REL4,REL5,RELWHITE,MORMON,WPROTBRN,WPROTBRN3,WHTEVANG,SPLITTICKET,SUPREME16B,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPWOMENB,CLINTONWINGENB,TRUMPWINGENB,QTYPE,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,ZIPCODE
218913.0, Illinois,23.0,Call 3,Complete,Election day exit poll,1.16039514541626,,,Did not vote,Female,White,25-29,,Moderate,,High school or less,No,,,Omit,,,,,,,,Treats all people fairly,,,,,,,,Government should do more to solve problems,,,Omit,,,Omit,,,,,Worse than life today,,,Change to more conservative policies,,Omit,Omit,Other christian,,,,,,Takes away U.S. jobs,,,,,,White women,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,,,,,White,White,White,White,Other,,,,,,,,,,,,,,,,Omit,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,,,,,,,,,,,,National questionnaire,English,Rural,Small Cities/Rural,15.0,Midwest,Version 3,5.0,62471.0
218935.0, Illinois,70.0,Call 3,Complete,Election day exit poll,0.854945600032806,Hillary Clinton,Tammy Duckworth,The Democratic candidate,Female,White,60-64,Independent,Liberal,"$100,000-$199,999",Postgraduate study,No,,Yes,,,,A minor factor,,,,,,,,Favorable,Unfavorable,,,,,,,,,,,,,Foreign policy,,,,Strongly approve,,Has the right experience,,,,,,,Before that,,,,,,,,White women,Married women,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,No,,,Not important,Factor,,,Only Hillary Clinton,,,,,Approve,Moderate/Liberal Republicans,Liberal Independents,,,,,,,,,Democratic Senate - voted Clinton,,,Before that,Before that,,,,National questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,17.0,Midwest,Version 1,4.0,61265.0
218972.0, Illinois,12.0,Call 3,Complete,Election day exit poll,0.520766496658325,Jill Stein,Mark Kirk,The Republican candidate,Female,White,45-49,Republican,Moderate,,Postgraduate study,,,,Donald Trump,,,,,,,,Omit,,,,,,,,Omit,,,Went too far,,,Offered a chance to apply for legal status,,,,,About the same,,,Change to more conservative policies,,Yes,No,Other christian,,,,,,Creates more U.S. jobs,,,,,,White women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,,,,,,,,,,,,,,Conservative Republicans,Mod./Liberal Republicans,Only Hillary Clinton,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,,,,Republican Senate - did not vote Trump,,,,,,,,National questionnaire,,Suburbs,Suburbs,6.0,Midwest,Version 3,3.0,60188.0
218978.0, Illinois,31.0,Call 3,Complete,Election day exit poll,1.17433321475983,Hillary Clinton,Tammy Duckworth,The Democratic candidate,Male,White,30-39,Democrat,Liberal,,Some college/assoc. degree,No,,,Hillary Clinton,,,,,,,,Treats all people fairly,,,,,,,,Government is doing too many things better left to businesses and individuals,,,Was about right,,,Offered a chance to apply for legal status,,,,,About the same,,,Change to more liberal policies,,Yes,No,Other christian,,,,,,Has no effect on U.S. jobs,,,,,,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,White suburban men,,,,,,,,,,,,,,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,,,,Democratic Senate - voted Clinton,,,,,,,,National questionnaire,English,Suburbs,Suburbs,6.0,Midwest,Version 3,3.0,60118.0
219004.0, Illinois,70.0,Call 3,Complete,Election day exit poll,0.740063428878784,Hillary Clinton,Tammy Duckworth,The Democratic candidate,Female,White,45-49,Democrat,Moderate,,College graduate,No,No,No,Hillary Clinton,Never,,,,Not much,Very confident,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Protestant,An important factor,,,,Generally going in the right direction,,A lot,,,,,White women,Non married women,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,A few times a year or less,Protestant/Do not attend weekly,,,Not much or not at all,Very confident or somewhat confident,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,No,White Protestant non-evangelical,All others,Democratic Senate - voted Clinton,The most important factor or an important factor,,,,A lot or some,,,National questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,17.0,Midwest,Version 5,4.0,61265.0
219017.0, Illinois,12.0,Call 3,Complete,Election day exit poll,0.665728628635406,Jill Stein,Mark Kirk,The Republican candidate,Male,White,60-64,Republican,Conservative,"$100,000-$199,999",Postgraduate study,No,,Yes,,,,Not a factor at all,,,,,,,,Unfavorable,Unfavorable,,,,,,,,,,,,,The economy,,,,Strongly disapprove,,Can bring needed change,,,,,,,In the last week,,,,,,,,White men,Married men,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,No,,,Not important,Not a factor,,,Neither,,,,,Disapprove,Independent/Something else,Conservative Republicans,,,,,,,,,Republican Senate - did not vote Trump,,,In the last month,In the last week,,,,National questionnaire,English,Suburbs,Suburbs,6.0,Midwest,Version 1,3.0,60188.0
219018.0, Illinois,23.0,Call 3,Complete,Election day exit poll,1.42375719547272,Donald Trump,Tammy Duckworth,The Republican candidate,Female,White,30-39,Republican,Conservative,,Some college/assoc. degree,No,,,Would not have voted,,,,,,,,Omit,,,,,,,,Omit,,,Did not go far enough,,,Offered a chance to apply for legal status,,,,,Better than life today,,,Change to more liberal policies,,No,No,Catholic,,,,,,Takes away U.S. jobs,,,,,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,,,,,,,,,,,,,Independent/Something else,Conservative Republicans,Neither,"Protestant, Catholic or other Christian",Catholic,Catholic,Not a mormon,,,,Democratic Senate - did not vote Clinton,,,,,,,,National questionnaire,English,Rural,Small Cities/Rural,15.0,Midwest,Version 3,5.0,62471.0
219074.0, Illinois,12.0,Call 3,Complete,Election day exit poll,0.532545030117035,Jill Stein,,,Female,Hispanic/Latino,30-39,Something else,Conservative,,Some college/assoc. degree,Yes,,,Would not have voted,,,,,,,,Treats blacks unfairly,,,,,,,,Omit,,,Did not go far enough,,,Offered a chance to apply for legal status,,,,,Worse than life today,,,Change to more conservative policies,,No,No,Other christian,,,,,,Creates more U.S. jobs,,,,,,Latino women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,,,,,,,,,,,,,Moderate/Liberal Republicans,Conservative Independents,Neither,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,,Not a mormon,,,,,,,,,,,,National questionnaire,English,Suburbs,Suburbs,6.0,Midwest,Version 3,3.0,60188.0
219076.0, Illinois,70.0,Call 3,Complete,Election day exit poll,0.818942904472351,Hillary Clinton,Tammy Duckworth,The Democratic candidate,Male,White,45-49,Democrat,Moderate,,Some college/assoc. degree,No,,,Hillary Clinton,,,,,,,,Treats all people fairly,,,,,,,,Government should do more to solve problems,,,Did not go far enough,,,Omit,,,,,About the same,,,Continue Barack Obama's policies,,Yes,No,None,,,,,,Takes away U.S. jobs,,,,,,White men,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,,,,,,,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,None,None,None,Not a mormon,,,,Democratic Senate - voted Clinton,,,,,,,,National questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,17.0,Midwest,Version 3,4.0,61265.0
219109.0, Illinois,31.0,Call 3,Complete,Election day exit poll,1.05945718288422,Hillary Clinton,Mark Kirk,The Republican candidate,Female,Asian,30-39,Republican,Moderate,,Postgraduate study,No,No,Yes,Hillary Clinton,A few times a year,,,,A lot,Very confident,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Other,An important factor,,,,Seriously off on the wrong track,,A lot,,,,,All other races,Married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,All others,Asian,Other,Non-white,Asian,Other,,A few times a year or less,All others,,,A lot or some,Very confident or somewhat confident,,,,,,,Conservative Republicans,Mod./Liberal Republicans,,Other religion,Something else,,Not a mormon,No,,All others,Republican Senate - did not vote Trump,The most important factor or an important factor,,,,A lot or some,,,National questionnaire,English,Suburbs,Suburbs,6.0,Midwest,Version 5,3.0,60118.0
219128.0, Illinois,23.0,Call 3,Complete,Election day exit poll,1.45353651046753,Donald Trump,Did not vote,The Republican candidate,Female,White,45-49,Republican,Liberal,"$100,000-$199,999",High school or less,No,,Yes,,,,The most important factor,,,,,,,,Unfavorable,Unfavorable,,,,,,,,,,,,,Immigration,,,,Strongly disapprove,,Cares about people like me,,,,,,,In the last week,,,,,,,,White women,Married women,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,No,,,Important,Factor,,,Neither,,,,,Disapprove,Conservative Republicans,Mod./Liberal Republicans,,,,,,,,,,,,In the last month,In the last week,,,,National questionnaire,English,Rural,Small Cities/Rural,15.0,Midwest,Version 1,5.0,62471.0
219129.0, Illinois,12.0,Call 3,Complete,Election day exit poll,0.98034793138504,Gary Johnson,Tammy Duckworth,The Republican candidate,Male,White,45-49,Republican,Moderate,,College graduate,No,No,Yes,Donald Trump,A few times a year,,,,A lot,Very confident,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Protestant,An important factor,,,,Seriously off on the wrong track,,Some,,,,,White men,Married men,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,,A few times a year or less,Protestant/Do not attend weekly,,,A lot or some,Very confident or somewhat confident,,,,,,,Conservative Republicans,Mod./Liberal Republicans,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,No,White Protestant non-evangelical,All others,Democratic Senate - did not vote Clinton,The most important factor or an important factor,,,,A lot or some,,,National questionnaire,English,Suburbs,Suburbs,6.0,Midwest,Version 5,3.0,60188.0
219151.0, Illinois,70.0,Call 3,Complete,Election day exit poll,0.854945600032806,Hillary Clinton,Tammy Duckworth,The Democratic candidate,Female,White,60-64,Democrat,Moderate,,College graduate,No,,,,,Yes,,Hillary Clinton,,,,,Favorable,Favorable,,,About the same,,,,Hillary Clinton,Hillary Clinton,,,,,Oppose,Somewhat well,,,,,,,,,,,,,,,,,,Yes,No,Optimistic,Concerned,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,,,,,,,,,,Very well or somewhat well,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,,,,Democratic Senate - voted Clinton,,,,,,Excited or optimistic,Concerned or scared,National questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,17.0,Midwest,Version 4,4.0,61265.0
219196.0, Illinois,12.0,Call 3,Complete,Election day exit poll,0.0,Other,Mark Kirk,The Republican candidate,Male,White,45-49,Republican,Conservative,"$100,000-$199,999",Postgraduate study,No,,,,,,,,,,I dislike the other candidates,,,,,,,No,Angry,,,,,No,No,,,,The economy,,,Not so good,,,Cares about people like me,,,,,No,No,,,,,,,,,White men,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,No,,,,,,,,"Dissatisfied, but not angry or Angry",Neither,,Not so good or poor,,Independent/Something else,Conservative Republicans,,,,,,,,,Republican Senate - did not vote Trump,,Neither,,,,,,National questionnaire,English,Suburbs,Suburbs,6.0,Midwest,Version 2,3.0,60188.0
219229.0, Illinois,70.0,Call 3,Complete,Election day exit poll,0.701900959014893,Hillary Clinton,Tammy Duckworth,The Democratic candidate,Female,Black,25-29,Democrat,Conservative,,Some college/assoc. degree,No,,,Hillary Clinton,,,,,,,,Treats blacks unfairly,,,,,,,,Government should do more to solve problems,,,Was about right,,,Offered a chance to apply for legal status,,,,,Better than life today,,,Continue Barack Obama's policies,,Yes,No,Other christian,,,,,,Creates more U.S. jobs,,,,,,Black women,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,,,,,,,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,,Not a mormon,,,,Democratic Senate - voted Clinton,,,,,,,,National questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,17.0,Midwest,Version 3,4.0,61265.0
219235.0, Illinois,23.0,Call 3,Complete,Election day exit poll,1.39702379703522,Gary Johnson,Did not vote,The Republican candidate,Male,White,30-39,Independent,Moderate,,Some college/assoc. degree,No,Yes,No,Donald Trump,A few times a year,,,,A lot,Somewhat confident,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Other christian,An important factor,,,,Seriously off on the wrong track,,Not much,,,,,White men,Non married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,A few times a year or less,All others,,,A lot or some,Very confident or somewhat confident,,,,,,,Moderate/Liberal Republicans,Moderate Independents,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,Yes,White Protestant evangelical,White Born-again/Evangelical Christians,,The most important factor or an important factor,,,,Not much or not at all,,,National questionnaire,English,Rural,Small Cities/Rural,15.0,Midwest,Version 5,5.0,62471.0
219249.0, Illinois,12.0,Call 3,Complete,Election day exit poll,0.0,Other,Mark Kirk,The Republican candidate,Female,White,50-59,Independent,Moderate,"$100,000-$199,999",College graduate,No,,Yes,,,,A minor factor,,,,,,,,Unfavorable,Unfavorable,,,,,,,,,,,,,The economy,,,,Strongly disapprove,,Can bring needed change,,,,,,,In the last few days,,,,,,,,White women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,No,,,Not important,Factor,,,Neither,,,,,Disapprove,Moderate/Liberal Republicans,Moderate Independents,,,,,,,,,Republican Senate - did not vote Trump,,,In the last month,In the last week,,,,National questionnaire,English,Suburbs,Suburbs,6.0,Midwest,Version 1,3.0,60188.0
219252.0, Illinois,31.0,Call 3,Complete,Election day exit poll,1.35662829875946,Hillary Clinton,Tammy Duckworth,The Democratic candidate,Male,White,65 or over,Independent,Moderate,"$100,000-$199,999",Postgraduate study,No,,No,,,,An important factor,,,,,,,,Favorable,Unfavorable,,,,,,,,,,,,,The economy,,,,Strongly approve,,Has the right experience,,,,,,,Before that,,,,,,,,White men,Non married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,No,,,Important,Factor,,,Only Hillary Clinton,,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,,,,,,,,,Democratic Senate - voted Clinton,,,Before that,Before that,,,,National questionnaire,English,Suburbs,Suburbs,6.0,Midwest,Version 1,3.0,60118.0
219253.0, Illinois,99.0,Call 3,Complete,Election day exit poll,0.934611260890961,Donald Trump,Mark Kirk,The Republican candidate,Female,White,50-59,Republican,Conservative,,Some college/assoc. degree,No,,,,,Yes,,Donald Trump,,,,,Unfavorable,Favorable,,,About the same,,,,Donald Trump,Donald Trump,,,,,Support,Very badly,,,,,,,,,,,,,,,,,,Yes,No,Scared,Excited,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,,,,,,,,,,Somewhat badly or very badly,,,Independent/Something else,Conservative Republicans,,,,,,,,,Republican Senate - Voted Trump,,,,,,Concerned or scared,Excited or optimistic,National questionnaire,English,"Cities over 500,000","Cities over 50,000",2.0,Midwest,Version 4,1.0,60633.0
219300.0, Illinois,12.0,Call 3,Complete,Election day exit poll,0.856013655662537,Hillary Clinton,Tammy Duckworth,The Democratic candidate,Female,Black,40-44,Democrat,Moderate,,Some college/assoc. degree,No,,,,,Yes,,Hillary Clinton,,,,,Favorable,Unfavorable,,,About the same,,,,Hillary Clinton,Hillary Clinton,,,,,Oppose,Very badly,,,,,,,,,,,,,,,,,,No,No,Concerned,Scared,Black women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,,,,,,,,,,,Somewhat badly or very badly,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,,,,Democratic Senate - voted Clinton,,,,,,Concerned or scared,Concerned or scared,National questionnaire,English,Suburbs,Suburbs,6.0,Midwest,Version 4,3.0,60188.0
219303.0, Illinois,23.0,Call 3,Not complete,Election day exit poll,1.38056433200836,,,The Republican candidate,Male,White,40-44,,,,,No,,,,,Yes,,,,,,,,,,,,,,,Donald Trump,Omit,,,,,,,,,,,,,,,,,,,,,,,,,,,,White men,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,,,,,,,,,,,,,,White,White,White,White,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National questionnaire,English,Rural,Small Cities/Rural,15.0,Midwest,Version 4,5.0,62471.0
219306.0, Illinois,70.0,Call 3,Complete,Election day exit poll,0.740063428878784,Hillary Clinton,Tammy Duckworth,The Democratic candidate,Female,White,50-59,Democrat,Moderate,,Some college/assoc. degree,No,No,Yes,Hillary Clinton,A few times a year,,,,Not at all,Very confident,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Other christian,Not a factor at all,,,,Seriously off on the wrong track,,A lot,,,,,White women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,A few times a year or less,All others,,,Not much or not at all,Very confident or somewhat confident,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,No,White Protestant non-evangelical,All others,Democratic Senate - voted Clinton,A minor factor or not a factor at all,,,,A lot or some,,,National questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,17.0,Midwest,Version 5,4.0,61265.0
219325.0, Illinois,99.0,Call 3,Complete,Election day exit poll,0.770476996898651,Hillary Clinton,Tammy Duckworth,The Democratic candidate,Female,Hispanic/Latino,40-44,Independent,Moderate,"$50,000-$99,999",Postgraduate study,Yes,,,,,,,,,,I like my candidate but with reservations,,,,,,,No,"Satisfied, but not enthusiastic",,,,,Omit,Omit,,,,The economy,,,Not so good,,,Can bring needed change,,,,,Yes,Yes,,,,,,,,,Latino women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,,,,,,,"Enthusiastic or satisfied, but not enthusiastic",Omit,,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,,,,,,,,Democratic Senate - voted Clinton,,Both,,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",2.0,Midwest,Version 2,1.0,60633.0
219353.0, Illinois,31.0,Call 3,Complete,Election day exit poll,1.42450070381165,Donald Trump,Mark Kirk,The Republican candidate,Male,White,50-59,Republican,Moderate,,Some college/assoc. degree,No,Yes,No,Donald Trump,A few times a month,,,,A lot,Very confident,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Other,An important factor,,,,Seriously off on the wrong track,,Some,,,,,White men,Non married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,,At least monthly,All others,,,A lot or some,Very confident or somewhat confident,,,,,,,Conservative Republicans,Mod./Liberal Republicans,,Other religion,Something else,Something else,Not a mormon,No,All others,White Born-again/Evangelical Christians,Republican Senate - Voted Trump,The most important factor or an important factor,,,,A lot or some,,,National questionnaire,English,Suburbs,Suburbs,6.0,Midwest,Version 5,3.0,60118.0
219358.0, Illinois,12.0,Call 3,Complete,Election day exit poll,0.838078022003174,Hillary Clinton,Mark Kirk,The Republican candidate,Female,White,45-49,Republican,Moderate,,Postgraduate study,No,,,Hillary Clinton,,,,,,,,Treats blacks unfairly,,,,,,,,Government is doing too many things better left to businesses and individuals,,,Went too far,,,Offered a chance to apply for legal status,,,,,Better than life today,,,Change to more conservative policies,,Yes,No,Protestant,,,,,,Takes away U.S. jobs,,,,,,White women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,,,,,,,,,,,,,,Conservative Republicans,Mod./Liberal Republicans,Only Hillary Clinton,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,,,,Republican Senate - did not vote Trump,,,,,,,,National questionnaire,English,Suburbs,Suburbs,6.0,Midwest,Version 3,3.0,60188.0
219385.0, Illinois,70.0,Call 3,Complete,Election day exit poll,0.740063428878784,Hillary Clinton,Tammy Duckworth,The Democratic candidate,Female,White,50-59,Democrat,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,,,,,I like my candidate but with reservations,,,,,,,No,"Dissatisfied, but not angry",,,,,No,No,,,,Foreign policy,,,Poor,,,Cares about people like me,,,,,Yes,No,,,,,,,,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,Yes,,,,,,,,"Dissatisfied, but not angry or Angry",Neither,,Not so good or poor,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,,,,Democratic Senate - voted Clinton,,Only Hillary Clinton,,,,,,National questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,17.0,Midwest,Version 2,4.0,61265.0
