ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSSC16,SENSC16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,BRNAGAIN,DESCRIBP12,FAIRJUSTICE,FAVHCLIN16,FAVTRUMP,CLINHONEST,TRUMPHONEST,ISSUE16,LIFE,MARRIED,QLT16,TIME16,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,FAVPRES16,HONEST16,PTYIDEO,PTYIDEO7,SPLITTICKET,TIME16MONTH,TIME16WEEK,WHTEVANG,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,ZIPCODE
209461.0,South Carolina,78.0,Call 3,Complete,Election day exit poll,0.912931025028229,Hillary Clinton,Thomas Dixon,Female,Black,40-44,Democrat,Conservative,"$50,000-$99,999",College graduate,No,Yes,I strongly favor my candidate,Treats blacks unfairly,Favorable,Unfavorable,Yes,No,The economy,Worse than life today,Yes,Has the right experience,Before that,Black women,Married women,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,No,Only Hillary Clinton,Only Hillary Clinton,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Democratic Senate - voted Clinton,Before that,Before that,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,South,Version 1,3.0,29210.0
209463.0,South Carolina,56.0,Call 3,Complete,Election day exit poll,1.10208606719971,Donald Trump,Tim Scott,Female,White,45-49,Republican,Conservative,,College graduate,No,,,,,,,,,,,,,White women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,,,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 4,1.0,29615.0
209480.0,South Carolina,113.0,Call 3,Complete,Election day exit poll,0.953162372112274,Hillary Clinton,Thomas Dixon,Male,Black,50-59,Democrat,Moderate,,High school or less,No,,,Treats blacks unfairly,,,,,,Better than life today,,,,Black men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Black 45-59,Black 45-59,Black 45-64,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic men,Non-White Democrats,Black,Black,Non-white,Black,Other,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Democratic Senate - voted Clinton,,,,National questionnaire,Suburbs,Suburbs,5.0,South,Version 3,2.0,29730.0
209489.0,South Carolina,73.0,Call 3,Complete,Election day exit poll,1.04501175880432,Donald Trump,Tim Scott,Female,White,60-64,Republican,Conservative,,Some college/assoc. degree,No,,,Treats all people fairly,,,,,,Worse than life today,,,,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,,,,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,,,,National questionnaire,Suburbs,Suburbs,5.0,South,Version 3,3.0,29078.0
209504.0,South Carolina,60.0,Call 3,Complete,Election day exit poll,0.89083069562912,Donald Trump,Tim Scott,Male,White,50-59,Republican,Conservative,"$50,000-$99,999",High school or less,No,Yes,I strongly favor my candidate,Omit,Unfavorable,Favorable,No,Yes,Immigration,Better than life today,Yes,Can bring needed change,Before that,White men,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,No,Only Donald Trump,Only Donald Trump,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,Before that,Before that,White Born-again/Evangelical Christians,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,1.0,29651.0
209523.0,South Carolina,56.0,Call 3,Complete,Election day exit poll,0.821596741676331,Donald Trump,Tim Scott,Male,White,30-39,Something else,Conservative,"$100,000-$199,999",College graduate,No,,I like my candidate but with reservations,,,,No,Yes,The economy,,,Can bring needed change,,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,No,,Only Donald Trump,Moderate/Liberal Republicans,Conservative Independents,Republican Senate - Voted Trump,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 2,1.0,29615.0
209533.0,South Carolina,78.0,Call 3,Complete,Election day exit poll,0.920281589031219,Hillary Clinton,Thomas Dixon,Male,Hispanic/Latino,25-29,Independent,Liberal,"$100,000-$199,999",College graduate,Yes,No,I strongly favor my candidate,Omit,Favorable,Unfavorable,Yes,No,The economy,Better than life today,No,Can bring needed change,Before that,Latino men,Non married men,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,College graduate,More than High school graduate,Non white college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,All others,White,Other,Non-white,Hispanic/Latino,Other,No,Only Hillary Clinton,Only Hillary Clinton,Moderate/Liberal Republicans,Liberal Independents,Democratic Senate - voted Clinton,Before that,Before that,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,South,Version 1,3.0,29210.0
209535.0,South Carolina,78.0,Call 3,Complete,Election day exit poll,0.920281589031219,Hillary Clinton,Thomas Dixon,Male,Hispanic/Latino,25-29,Independent,Liberal,"$100,000-$199,999",College graduate,Yes,No,I strongly favor my candidate,Omit,Favorable,Unfavorable,Yes,No,The economy,Better than life today,No,Can bring needed change,Before that,Latino men,Non married men,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,College graduate,More than High school graduate,Non white college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,All others,White,Other,Non-white,Hispanic/Latino,Other,No,Only Hillary Clinton,Only Hillary Clinton,Moderate/Liberal Republicans,Liberal Independents,Democratic Senate - voted Clinton,Before that,Before that,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,South,Version 1,3.0,29210.0
209536.0,South Carolina,68.0,Call 3,Complete,Election day exit poll,0.755465090274811,Donald Trump,Tim Scott,Male,White,30-39,Republican,Moderate,"$30,000-$49,999",College graduate,No,No,I strongly favor my candidate,Treats all people fairly,Unfavorable,Favorable,No,No,The economy,Better than life today,No,Can bring needed change,Before that,White men,Non married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,No,Only Donald Trump,Neither,Conservative Republicans,Mod./Liberal Republicans,Republican Senate - Voted Trump,Before that,Before that,All others,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,7.0,South,Version 1,4.0,29579.0
209553.0,South Carolina,60.0,Call 3,Complete,Election day exit poll,0.89083069562912,Donald Trump,Tim Scott,Male,White,50-59,Republican,Conservative,"$50,000-$99,999",College graduate,No,Yes,I strongly favor my candidate,Treats all people fairly,Unfavorable,Favorable,No,Yes,Omit,Worse than life today,Yes,Has the right experience,Before that,White men,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,No,Only Donald Trump,Only Donald Trump,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,Before that,Before that,White Born-again/Evangelical Christians,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,1.0,29651.0
209563.0,South Carolina,23.0,Call 3,Complete,Election day exit poll,1.33074033260345,Hillary Clinton,Thomas Dixon,Female,White,30-39,Democrat,Moderate,,Postgraduate study,No,,,,,,,,,,,,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Democratic Senate - voted Clinton,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 4,5.0,29414.0
209570.0,South Carolina,73.0,Call 3,Complete,Election day exit poll,1.29762125015259,Donald Trump,Tim Scott,Male,White,18-24,Independent,Conservative,,Some college/assoc. degree,No,,,Omit,,,,,,Omit,,,,White men,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,,,,Moderate/Liberal Republicans,Conservative Independents,Republican Senate - Voted Trump,,,,National questionnaire,Suburbs,Suburbs,5.0,South,Version 3,3.0,29078.0
209577.0,South Carolina,56.0,Call 3,Complete,Election day exit poll,0.769140958786011,Donald Trump,Tim Scott,Male,White,40-44,Independent,Conservative,,College graduate,No,Yes,,,,,,,,,Yes,,,White men,Married men,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,,,Moderate/Liberal Republicans,Conservative Independents,Republican Senate - Voted Trump,,,White Born-again/Evangelical Christians,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 5,1.0,29615.0
209588.0,South Carolina,113.0,Call 3,Complete,Election day exit poll,1.2669460773468,Donald Trump,Tim Scott,Female,White,45-49,Republican,Conservative,,College graduate,No,,,,,,,,,,,,,White women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,,,,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,,,,National questionnaire,Suburbs,Suburbs,5.0,South,Version 4,2.0,29730.0
209612.0,South Carolina,60.0,Call 3,Complete,Election day exit poll,0.842724680900574,Donald Trump,Tim Scott,Female,White,40-44,Republican,Moderate,"$50,000-$99,999",High school or less,No,Yes,I like my candidate but with reservations,Omit,Unfavorable,Favorable,No,Yes,The economy,Worse than life today,Yes,Cares about people like me,Before that,White women,Married women,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White women non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,No,Only Donald Trump,Only Donald Trump,Conservative Republicans,Mod./Liberal Republicans,Republican Senate - Voted Trump,Before that,Before that,White Born-again/Evangelical Christians,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,1.0,29651.0
209636.0,South Carolina,73.0,Call 3,Complete,Election day exit poll,0.856664955615997,Donald Trump,Tim Scott,Female,White,50-59,Republican,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,,,,Unfavorable,Unfavorable,,,The economy,,Yes,Can bring needed change,In the last few days,White women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,No,Neither,,Conservative Republicans,Mod./Liberal Republicans,Republican Senate - Voted Trump,In the last month,In the last week,,National questionnaire,Suburbs,Suburbs,5.0,South,Version 1,3.0,29078.0
209641.0,South Carolina,56.0,Call 3,Complete,Election day exit poll,0.850107252597809,Hillary Clinton,Tim Scott,Male,White,30-39,Republican,Moderate,,College graduate,No,No,,,,,,,,,Yes,,,White men,Married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,,,,Conservative Republicans,Mod./Liberal Republicans,Republican Senate - did not vote Trump,,,All others,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 5,1.0,29615.0
209654.0,South Carolina,113.0,Call 3,Complete,Election day exit poll,0.556192636489868,Hillary Clinton,Thomas Dixon,Male,Black,45-49,Republican,Moderate,,Some college/assoc. degree,No,,,,,,,,,,,,,Black men,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Black 45-59,Black 45-59,Black 45-64,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Republican,Black non-Democrat,All Republicans,Republican men,All others,Black,Black,Non-white,Black,Other,,,,Conservative Republicans,Mod./Liberal Republicans,Democratic Senate - voted Clinton,,,,National questionnaire,Suburbs,Suburbs,5.0,South,Version 4,2.0,29730.0
209673.0,South Carolina,68.0,Call 3,Complete,Election day exit poll,0.515490233898163,Donald Trump,,Male,White,30-39,Republican,Moderate,"$30,000-$49,999",High school or less,No,No,I dislike the other candidates,Treats all people fairly,Unfavorable,Favorable,No,No,The economy,About the same,Yes,Can bring needed change,Before that,White men,Married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,Yes,Only Donald Trump,Neither,Conservative Republicans,Mod./Liberal Republicans,,Before that,Before that,All others,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,7.0,South,Version 1,4.0,29579.0
209697.0,South Carolina,73.0,Call 3,Complete,Election day exit poll,0.905566692352295,Donald Trump,Tim Scott,Male,White,45-49,Republican,Conservative,"$100,000-$199,999",College graduate,No,,,,Unfavorable,Favorable,,,The economy,,Yes,Can bring needed change,Before that,White men,Married men,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,No,Only Donald Trump,,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,Before that,Before that,,National questionnaire,Suburbs,Suburbs,5.0,South,Version 1,3.0,29078.0
209699.0,South Carolina,23.0,Call 3,Complete,Election day exit poll,1.27624118328094,Donald Trump,Tim Scott,Male,White,50-59,Independent,Conservative,,High school or less,No,,I dislike the other candidates,,,,No,Yes,The economy,,,Can bring needed change,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,,Only Donald Trump,Moderate/Liberal Republicans,Conservative Independents,Republican Senate - Voted Trump,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 2,5.0,29414.0
209719.0,South Carolina,113.0,Call 3,Complete,Election day exit poll,0.818271338939667,Hillary Clinton,Thomas Dixon,Male,Black,25-29,Democrat,Conservative,,High school or less,No,Yes,,,,,,,,,No,,,Black men,Non married men,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic men,Non-White Democrats,Black,Black,Non-white,Black,Other,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Democratic Senate - voted Clinton,,,All others,National questionnaire,Suburbs,Suburbs,5.0,South,Version 5,2.0,29730.0
209735.0,South Carolina,60.0,Call 3,Complete,Election day exit poll,0.842724680900574,Donald Trump,Tim Scott,Female,White,30-39,Republican,Moderate,"$100,000-$199,999",Postgraduate study,No,No,I like my candidate but with reservations,Treats all people fairly,Unfavorable,Favorable,No,No,Terrorism,Worse than life today,Yes,Has good judgment,Before that,White women,Married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,No,Only Donald Trump,Neither,Conservative Republicans,Mod./Liberal Republicans,Republican Senate - Voted Trump,Before that,Before that,All others,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,1.0,29651.0
209744.0,South Carolina,56.0,Call 3,Complete,Election day exit poll,0.992113709449768,Hillary Clinton,Tim Scott,Male,Hispanic/Latino,30-39,Independent,Liberal,,College graduate,Yes,,,Treats all people fairly,,,,,,Worse than life today,,,,Latino men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,All others,,Other,Non-white,Hispanic/Latino,Other,,,,Moderate/Liberal Republicans,Liberal Independents,Republican Senate - did not vote Trump,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 3,1.0,29615.0
209772.0,South Carolina,73.0,Call 3,Complete,Election day exit poll,0.653338432312012,Donald Trump,Tim Scott,Male,White,30-39,Republican,Conservative,,College graduate,No,Yes,,,,,,,,,Yes,,,White men,Married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,,,,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,,,White Born-again/Evangelical Christians,National questionnaire,Suburbs,Suburbs,5.0,South,Version 5,3.0,29078.0
209778.0,South Carolina,60.0,Call 3,Complete,Election day exit poll,0.89083069562912,Donald Trump,Tim Scott,Male,White,30-39,Independent,Moderate,"Under $30,000",Some college/assoc. degree,No,No,I strongly favor my candidate,Treats all people fairly,Unfavorable,Favorable,No,Yes,Immigration,Better than life today,No,Can bring needed change,Before that,White men,Non married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,Yes,Only Donald Trump,Only Donald Trump,Moderate/Liberal Republicans,Moderate Independents,Republican Senate - Voted Trump,Before that,Before that,All others,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,1.0,29651.0
209781.0,South Carolina,113.0,Call 3,Complete,Election day exit poll,0.975072085857391,Donald Trump,Tim Scott,Female,White,18-24,Independent,Moderate,,Some college/assoc. degree,No,Yes,,,,,,,,,No,,,White women,Non married women,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,,,,Moderate/Liberal Republicans,Moderate Independents,Republican Senate - Voted Trump,,,White Born-again/Evangelical Christians,National questionnaire,Suburbs,Suburbs,5.0,South,Version 5,2.0,29730.0
209795.0,South Carolina,68.0,Call 3,Complete,Election day exit poll,0.714669048786163,Donald Trump,Tim Scott,Female,White,30-39,Independent,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,No,I strongly favor my candidate,Treats all people fairly,Unfavorable,Favorable,No,Yes,Immigration,Better than life today,Yes,Cares about people like me,Before that,White women,Married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,Yes,Only Donald Trump,Only Donald Trump,Moderate/Liberal Republicans,Conservative Independents,Republican Senate - Voted Trump,Before that,Before that,All others,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,7.0,South,Version 1,4.0,29579.0
209815.0,South Carolina,56.0,Call 3,Complete,Election day exit poll,0.821596741676331,Donald Trump,Tim Scott,Male,White,45-49,Independent,Conservative,"$50,000-$99,999",College graduate,No,,I dislike the other candidates,,,,No,No,The economy,,,Can bring needed change,,White men,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,No,,Neither,Moderate/Liberal Republicans,Conservative Independents,Republican Senate - Voted Trump,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 2,1.0,29615.0
209829.0,South Carolina,23.0,Call 3,Complete,Election day exit poll,0.564490377902985,Gary Johnson,,Female,White,18-24,Independent,Liberal,,Some college/assoc. degree,No,No,,,,,,,,,No,,,White women,Non married women,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,,,Moderate/Liberal Republicans,Liberal Independents,,,,All others,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 5,5.0,29414.0
209835.0,South Carolina,60.0,Call 3,Complete,Election day exit poll,0.76456093788147,Donald Trump,Tim Scott,Male,White,25-29,Republican,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,Yes,I strongly favor my candidate,Treats all people fairly,Unfavorable,Favorable,No,Yes,Terrorism,Better than life today,Yes,Cares about people like me,Before that,White men,Married men,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,Yes,Only Donald Trump,Only Donald Trump,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,Before that,Before that,White Born-again/Evangelical Christians,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,1.0,29651.0
209848.0,South Carolina,73.0,Call 3,Complete,Election day exit poll,1.05643308162689,Hillary Clinton,Tim Scott,Female,Hispanic/Latino,25-29,Democrat,Liberal,,College graduate,Yes,Yes,,,,,,,,,No,,,Latino women,Non married women,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,,,Liberal Democrats,Liberal Democrats,Republican Senate - did not vote Trump,,,All others,National questionnaire,Suburbs,Suburbs,5.0,South,Version 5,3.0,29078.0
209850.0,South Carolina,113.0,Call 3,Complete,Election day exit poll,1.15936815738678,Donald Trump,Tim Scott,Female,White,40-44,Republican,Conservative,"Under $30,000",Some college/assoc. degree,No,,,,Unfavorable,Favorable,,,Terrorism,,No,Cares about people like me,Before that,White women,Non married women,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,Yes,Only Donald Trump,,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,Before that,Before that,,National questionnaire,Suburbs,Suburbs,5.0,South,Version 1,2.0,29730.0
209890.0,South Carolina,60.0,Call 3,Complete,Election day exit poll,0.76456093788147,Donald Trump,Tim Scott,Male,White,25-29,Republican,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,Yes,I strongly favor my candidate,Treats all people fairly,Unfavorable,Favorable,No,Yes,Immigration,Better than life today,No,Can bring needed change,Before that,White men,Non married men,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,Yes,Only Donald Trump,Only Donald Trump,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,Before that,Before that,White Born-again/Evangelical Christians,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,1.0,29651.0
209893.0,South Carolina,56.0,Call 3,Complete,Election day exit poll,0.70057487487793,Donald Trump,Tim Scott,Male,White,18-24,Independent,Moderate,,Some college/assoc. degree,No,No,,,,,,,,,No,,,White men,Non married men,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,,,Moderate/Liberal Republicans,Moderate Independents,Republican Senate - Voted Trump,,,All others,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 5,1.0,29615.0
